2125a0f6276917740dfbb5d1fb33c8718d247d22923d4bf39e2da01d46cd6039,973f28e6268f0367c973f8f79308989309882bd5d9b680bf350f95ac607fdf33,91fc72fb7516c14fd9164cd15588198214a2a9b0e71f141847bbfa344af815bb,dac44974619a1e31febc2acf8404fe588dd297e3b33bff62a8e7437adc168ade,aa571b6b8e11165f0aaa0dd0b9b9d2a5046aea3962e853f84853caf13e6c9fa6,52b35f0377d8d368e97df2aa38fb13e65ba0bdb39928a5c51bbe35d8f5a0face
"遠くから飛ばして攻撃するタイプの武器のこと。","2","とびどうぐ","10108","2","3010801"
"諜報活動など、暗闇で秘密裏に活動する存在。","2","にんじゃ","10108","2","3010802"
"オーエドのお土産品として人気。","3","オーエドのみやげもの","10108","2","3010803"
"暮らしの拠点。暗くなる前に帰りたい。","1","いえ","10109","2","3010900"
"家のこと。帰ると安心する。","1","おうち","10109","2","3010901"
"「いえ」の英語読み。","2","ハウス","10109","2","3010902"
"人が住んだり物を保管したりする為に建てられたもの。","2","たてもの","10109","2","3010903"
"「ギルド」の活動の拠点。みんなの大切な場所。","3","ギルドハウス","10109","2","3010904"
"炊いたお米を握った料理。中に具材を入れても美味しい。","1","おにぎり","10110","2","3011000"
"「おにぎり」の英語読み。","2","ライスボール","10110","2","3011001"
"食べても食べても無くならない夢のようなおにぎり。","3","むげんおにぎり","10110","2","3011002"
"戦闘中でも手放せないですね☆","3","ペコリーヌのこうぶつ","10110","2","3011003"
"緑色のにがーい野菜。","1","ピーマン","10111","2","3011100"
"ピーマンに似ているけど苦くない野菜。カラフル。","2","パプリカ","10111","2","3011101"
"積極的に食べるといいらしい。","2","りょくおうしょくやさい","10111","2","3011102"
"にんじんも嫌いなのですがピーマンはもっとダメです。","3","キョウカのにがてなもの","10111","2","3011103"
"トゲトゲのいがに守られた甘い木の実。","1","くり","10112","2","3011200"
"「くり」の英語読み。","2","マロン","10112","2","3011201"
"中の木の実を守っている。刺さると痛い。","2","イガイガ","10112","2","3011202"
"秋を代表する美味しいもの。","2","あきのみかく","10112","2","3011203"
"おいもを焼いた料理。","1","やきいも","10113","2","3011300"
"芋の種類の一部。甘くて美味しい素敵なお味。","1","サツマイモ","10113","2","3011301"
"「サツマイモ」の英語読み。","2","スイートポテト","10113","2","3011302"
"秋を代表する美味しいもの。","2","あきのみかく","10113","2","3011303"
"焼き芋の一番おいしいタイミング。やけどに注意。","2","ほかほかやきたて","10113","2","3011304"
"とっても辛い香辛料。ピーマンの仲間。","1","とうがらし","10114","2","3011400"
"「とうがらし」の種類の一部。","1","たかのつめ","10114","2","3011401"
"「とうがらし」の英語読み。","2","チリペッパー","10114","2","3011402"
"料理のアクセントとなる香辛料のこと。","2","スパイス","10114","2","3011403"
"ドラモのとっておき。","3","ドラゴンもどきのひのみ","10114","2","3011404"
"水の中や湿った陸上に暮らす甲殻類。","1","エビ","10115","2","3011500"
"「エビ」の英語読み。","2","シュリンプ","10115","2","3011501"
"海からの美食の贈り物。","2","うみのさち","10115","2","3011502"
"海産物は新鮮さが命。","2","とれたて","10115","2","3011503"
"腰から下の部分に着ける筒状の衣服。","1","スカート","10116","2","3011600"
"丈の短いスカートのこと。","2","ミニスカート","10116","2","3011601"
"ウエストから裾までひだを繰り返し重ねたスカートのこと。","2","プリーツスカート","10116","2","3011602"
"腰から下の部分に着ける衣服。股のある形状をしている。","1","ズボン","10117","2","3011700"
"腰から下に身に着ける衣服全般のこと。","2","ボトムス","10117","2","3011701"
"「ズボン」の別の言い方。","2","パンツ","10117","2","3011702"
"丈の短いズボンのこと。","2","たんぱん","10117","2","3011703"
"空を飛ぶことができる乗り物。鳥じゃないけど翼がある。","1","ひこうき","10118","2","3011800"
"船や飛行機を動かすために着いている、回転式の羽。","2","プロペラ","10118","2","3011801"
"無人での遠隔操縦のこと。","2","ラジコン","10118","2","3011802"
"「ひこうき」の英語読み。","2","エアプレーン","10118","2","3011803"
"空から降る水滴。主に雲から生ずる。","1","あめ","10119","2","3011900"
"「あめ」の英語読み。","2","レイン","10119","2","3011901"
"雨の日の天気のこと。","2","うてん","10119","2","3011902"
"とても強い雨。","2","おおあめ","10119","2","3011903"
"細長い棒状の道具。","1","つえ","10120","2","3012000"
"「つえ」の英語読み。","2","ステッキ","10120","2","3012001"
"魔法を使う為の道具。振って呪文を唱えよう。","2","まほうのつえ","10120","2","3012002"
"長い柄の先に刃物を付けた武器。","1","やり","10121","2","3012100"
"「やり」の英語読み。","2","スピア","10121","2","3012101"
"「やり」の別の言い方。矛と盾。","2","ほこ","10121","2","3012102"
"柄の長い道具や武器のこと。","2","ながえ","10121","2","3012103"
"頭を守るための防具。","1","かぶと","10122","2","3012200"
"頑丈な素材でつくられた身を守るための防具。","2","よろい","10122","2","3012201"
"「かっちゅう」の英語読み。","2","アーマー","10122","2","3012202"
"身を守る装具。","2","ぼうぐ","10122","2","3012203"
"名誉ある王宮騎士団の鎧。ランドソルの治安を守ろう。","3","おうきゅうきしだんのよろい","10122","2","3012204"
"金属を喰らい、武具を操る謎の魔物。","3","リビングメイル","10122","2","3012205"
"錠をかけたり開けたりするための道具。無くすと大変。","1","かぎ","10123","2","3012300"
"「かぎ」の英語読み。","2","キー","10123","2","3012301"
"対応する全ての錠を開けることができる鍵。","2","マスターキー","10123","2","3012302"
"中に何が入っているかは開けてからのお楽しみ。","1","たからばこ","10124","2","3012400"
"「たからばこ」の英語読み。","2","トレジャーボックス","10124","2","3012401"
"手に入ればガッポガッポ。","2","おたから","10124","2","3012402"
"稀にゲットできる特別なお宝。","3","レアドロップ","10124","2","3012403"
"とても強力な生き物。貴重な存在で数々の伝説に残っている。","1","ドラゴン","10125","2","3012500"
"大昔に存在したと言われている生き物。","2","きょうりゅう","10125","2","3012501"
"「きょうりゅう」の英語読み。","2","ダイナソー","10125","2","3012502"
"探求心を掻き立てる存在。ロマンに溢れている。","2","でんせつのせいぶつ","10125","2","3012503"
"忘却の秘境、緑龍の骸領に住まう若き巨竜。","3","ラースドラゴン","10125","2","3012504"
"言葉を書き記すのに使う記号。","1","もじ","10126","2","3012600"
"文字の一種。","1","ひらがな","10126","2","3012601"
"チエルの発する口癖。世界共通語になる予定？","3","ちぇる","10126","2","3012602"
"手の動きを封じる拘束具。","1","てかせ","10127","2","3012700"
"足の動きを封じる拘束具。","1","あしかせ","10127","2","3012701"
"動きを封じるために身に着ける器具。","1","こうそくぐ","10127","2","3012702"
"こうして強く拘束されると、クウカは…ぐふふふふ。","3","クウカのおきにいり","10127","2","3012703"
"壁に囲まれた敷地の出入り口。","1","もん","10128","2","3012800"
"学校の門。遅刻すると閉じられたりする。","2","こうもん","10128","2","3012801"
"鉄でできた扉。","2","てっぴ","10128","2","3012802"
"ランドソル随一のお嬢様校。通称テレ女。","3","セントテレサじょがくいん","10128","2","3012803"
"氷雪を操るドラゴン族の少女。空から降ってきた。","1","シェフィ","20066","2","4006600"
"希少なドラゴン族の女の子。","3","ドラゴンぞくのしょうじょ","20066","2","4006601"
"【ギルド管理協会】で働いている優しいしっかり者。","1","カリン","20067","2","4006700"
"ギルドを管理する公的な機関。申請の承認や管理をサポート。","3","ギルドかんりきょうかい","20067","2","4006701"
"冒険を陰から支える案内役。","3","ナビゲーター","20067","2","4006702"
"素敵な仲間！","3","クソメガネ","20067","2","4006703"
"気象を自在に操り、雷を落とす雲の魔物。","1","エルダークラウド","20068","2","4006800"
"雷を落とす黒い雲。","3","かみなりぐも","20068","2","4006801"
"ライライの手となり足となって戦う。","3","ライライのてした","20068","2","4006802"
"寝不足で気怠げなフクロウの魔物。","1","スリーピィオウル","20069","2","4006900"
"鳥の一種。森の哲学者。","3","ふくろう","20069","2","4006901"
"豆狸の魔物。幼いながら必死に戦っている。","1","ワッパダヌキ","20070","2","4007000"
"ふかふかのしっぽを持つ動物。お腹をぽんぽこ叩くとか。","3","たぬき","20070","2","4007001"
"たぬきのこども。","3","こだぬき","20070","2","4007002"
"トーゴクに伝わる茶道具デス。たまに爆発するデース。","3","ちゃがま","20070","2","4007003"
"大仙狸の眷属。たくさんいる。","3","マスターセンリのこぶん","20070","2","4007004"
"頑丈な身体を持つ岩の魔物。","1","ゴーレム","20071","2","4007100"
"岩石でできた魔物。ゴーレムのこと。","3","がんせきのまもの","20071","2","4007101"
"広場に並んでたお地蔵さんたち。","3","スズメのおともだち","20071","2","4007102"
"魔法の国からやってきた謎の生物。魔法少女の力を与える。","1","モーラ","20072","2","4007200"
"生命活動を魔力によって維持している生物のこと。","3","まほうせいぶつ","20072","2","4007201"
"モニカちゃん！ラブリー★モニカに変身だ！","3","ラブリーモニカのあいぼう","20072","2","4007202"
"ちょっと強引だったかもしれない。","3","はためいわくなけだま","20072","2","4007203"
