fa69314f3eb88dae4f57db6cb0765f86790b8f61e8912fe6d7a179f81362657f,540028fd4c4f4601adb6c4900e0964c3ae1bb38e74f9e9ea63cf58f097f5c618,061af2913efa43e657aef6c0a2f62848060255ba6a8440d4d26d6a0375a8c0eb,b373bef911d4dcc3845b28ee4b181652acc79abe9ce4d7915f141e12bbfca673,d241a1d56c151af578d8ab3fa93d7dc0cf7595b5c23eda430e3a9617ce3f8086,92dc58d96ebbe2baf2dad9903ff441b0dc7584631f4e7c1c461a88cbd8f4670c,ff93ae0dbbf9b1c452aaf574c9dae0cf6f4a88b568a0b1d1f0a03629d742c2e2,3aa373320c34f5fd5d640fea08b3ef1b39748e599273dc662c8136ee62d8b638,c1041a2743e9dd4d2efe769265198dc6b7304de96f69d006fe7be1ead6920dc4,ba5128d426c3874d6ce7bbd131169b28e27fa966adade79905682a9d686debf1,7b7591cead7b996938934993c58b0a01ac2432f7a067ec9217da7fa3eb8377c4
"911","","","0","","","91","","","","19110097"
"911","","0","0.5","","","93","","","","19110098"
"911","0.1","11_kyouka_smile_in","25","11_kyouka_smile_loop","0.1","3","","1","0","19110099"
"911","","850","122911","3.97058823529412","","2","","","-180","19110100"
"911","","850","1","3.97058823529412","","2","","","-180","19110101"
"911","","850","122911","3.97058823529412","","33","","","-180","19110102"
"911","","1","0.1","","","93","","","","19110103"
"911","","900","122811","2.5","","2","","","-180","19110104"
"911","","900","2","2.5","","2","","","-180","19110105"
"911","","900","122811","2.5","","33","","","-180","19110106"
"911","","1","0.3","","","93","","","","19110107"
"911","","850","26","9.58823529411765","","2","","","-180","19110108"
"911","","850","26","9.58823529411765","","33","","","-180","19110109"
"911","","850","25","5.82352941176471","","2","","","-180","19110110"
"911","","850","25","5.82352941176471","","33","","","-180","19110111"
"911","","850","21","7.70588235294118","","2","","","-180","19110112"
"911","","850","21","7.70588235294118","","33","","","-180","19110113"
"911","","","19110108","","","91","","","","19110114"
"912","1.75","127111","1","-850","0","1","cmn_float","-180","22","19120001"
"912","1.75","126911","1","-850","0","1","cmn_float","-125","12","19120002"
"912","1.4875","122711","1","750","0","1","cmn_walk_r","-15","12","19120003"
"912","1","11","6","-180","","31","","1","-850","19120004"
"912","1","21","6","-125","","31","","1","-850","19120005"
"912","","se_fpc_water_random","se_10053800","","","23","","","1","19120006"
"912","","0","19120005","","","91","","","","19120007"
"912","","-100","127111","4.41176470588235","","2","","12","-180","19120008"
"912","","-100","11","4.41176470588235","","33","","12","-180","19120009"
"912","","0","4","","","93","","","","19120010"
"912","","-350","126911","3.67647058823529","","2","","12","-125","19120011"
"912","","-350","21","3.67647058823529","","33","","12","-125","19120012"
"912","","","19120008","","","91","","","","19120013"
"912","0.1","cmn_float","127111","","","3","","","1","19120014"
"912","","vo_fpc_21200","vo_fpc","0","","21","","","","19120015"
"912","0","あっ…","127111","1","0","11","0.5","0","10","19120016"
"912","","0","0.6","","","93","","","","19120017"
"912","","100","122711","4.97058823529412","","2","","0","-15","19120018"
"912","","0","1.5","","","93","","","","19120019"
"912","","","19120016","","","91","","","","19120020"
"912","","","19120011","","","91","","","","19120021"
"912","0.1","cmn_float","126911","","","3","","","1","19120022"
"912","","vo_fpc_21201","vo_fpc","0","","21","","","","19120023"
"912","0","あっ…","126911","1","0","11","0.5","0","10","19120024"
"912","","","0","","","91","","","","19120025"
"912","","0","0.5","","","93","","","","19120026"
"912","","","19120018","","","91","","","","19120027"
"912","0.1","12_kyouka_notice","122711","12_kyouka_notice_loop","0.1","3","","1","0","19120028"
"912","","vo_fpc_21202","vo_fpc","0","","21","","","","19120029"
"912","0","えっ？\nな、なんですか？","122711","1","0","11","0.5","0","10","19120030"
"912","","","0","","","91","","","","19120031"
"912","","0","0.5","","","93","","","","19120032"
"912","0.1","cmn_float","127111","","","3","","","1","19120033"
"912","","vo_fpc_21203","vo_fpc","0","","21","","","","19120034"
"912","0","いえ、あそこ…","127111","1","0","11","0.5","0","10","19120035"
"912","","","0","","","91","","","","19120036"
"912","","0","0.5","","","93","","","","19120037"
"912","0.1","cmn_float","126911","","","3","","","1","19120038"
"912","","vo_fpc_21204","vo_fpc","0","","21","","","","19120039"
"912","0","うん…","126911","1","0","11","0.5","0","10","19120040"
"912","","","0","","","91","","","","19120041"
"912","","0","0.5","","","93","","","","19120042"
"912","0.1","12_kyouka_turn_in","122711","12_kyouka_turn_loop","0.1","3","","1","0","19120043"
"912","","vo_fpc_21205","vo_fpc","0","","21","","","","19120044"
"912","0","なに？\nなにもないみたいだけど…","122711","1","0","11","0.5","0","10","19120045"
"912","","","0","","","91","","","","19120046"
"912","","0","0.5","","","93","","","","19120047"
"912","0.1","12_cmn_float_smile","127111","","","3","","","1","19120048"
"912","","vo_fpc_21206","vo_fpc","0","","21","","","","19120049"
"912","0","ふふっ。","127111","1","0","11","0.5","0","10","19120050"
"912","","","0","","","91","","","","19120051"
"912","","0","0.5","","","93","","","","19120052"
"912","0.1","12_cmn_float_smile","126911","","","3","","","1","19120053"
"912","","vo_fpc_21207","vo_fpc","0","","21","","","","19120054"
"912","0","ふふふふっ…","126911","1","0","11","0.5","0","10","19120055"
"912","","","0","","","91","","","","19120056"
"912","","0","0.5","","","93","","","","19120057"
"912","","850","127111","4.29864253393665","","2","","","-180","19120058"
"912","","850","11","4.29864253393665","","33","","","-180","19120059"
"912","","850","126911","5.42986425339367","","2","","","-125","19120060"
"912","","850","21","5.42986425339367","","33","","","-125","19120061"
"912","","0","1","","","93","","","","19120062"
"912","0.1","12_kyouka_scare_in","122711","12_kyouka_scare_loop","0.1","3","","1","0","19120063"
"912","","vo_fpc_21208","vo_fpc","0","","21","","","","19120064"
"912","0","ひぅっ！\nな、なんなんですかあ…","122711","1","0","11","0.5","0","10","19120065"
"912","","","0","","","91","","","","19120066"
"912","","0","0.5","","","93","","","","19120067"
"912","0.1","12_kyouka_run_in","122711","12_kyouka_run_loop","0.1","3","","1","0","19120068"
"912","","-850","122711","3.58220211161388","","2","","","-15","19120069"
"912","","","19120069","","","91","","","","19120070"
"913","1.75","127011","1","-800","0","1","13_kuka_bound","-180","22","19130001"
"913","0","1041","104","-170","","31","","1","-600","19130002"
"913","0","1042","104","-170","","31","","1","-240","19130003"
"913","0","1043","104","-170","","31","","1","170","19130004"
"913","0","1044","104","-170","","31","","1","560","19130005"
"913","0","1003","1003","-85","","31","","1","-575","19130006"
"913","","se_fpc_water_random","se_10053800","","","23","","","1","19130007"
"913","","0","19130006","","","91","","","","19130008"
"913","","1","1003","0","","32","","","","19130009"
"913","","0","2","","","93","","","","19130010"
"913","0.1","13_kuka_bound","127011","","","3","","","1","19130011"
"913","","800","127011","2.35294117647059","","2","","","-180","19130012"
"913","","0","0.236666666666667","","","93","","","","19130013"
"913","","se_10053800_913_kuka","se_10053800","","","23","","","0","19130014"
"913","","vo_fpc_21300","vo_fpc","0","","21","","","","19130015"
"913","","1","1041","0","","32","","","","19130016"
"913","","0","0.536666666666667","","","93","","","","19130017"
"913","","1","1042","0","","32","","","","19130018"
"913","","0","0.536666666666667","","","93","","","","19130019"
"913","","vo_fpc_21301","vo_fpc","0","","21","","","","19130020"
"913","","1","1043","0","","32","","","","19130021"
"913","","0","0.536666666666667","","","93","","","","19130022"
"913","","1","1044","0","","32","","","","19130023"
"913","","0","2","","","93","","","","19130024"
"913","","","19130012","","","91","","","","19130025"
"914","1.75","110611","1","-1000","0","1","14_maho_idle_loop","-185","24","19140001"
"914","1.75","2","2","-1000","0","5","cmn_boat_idle","-185","22","19140002"
"914","1.75","3","3","-1000","0","5","14_maho_idle_loop","-185","23","19140003"
"914","1.75","110511","1","-1220","0","1","cmn_float","-175","25","19140004"
"914","1.75","110411","1","-1520","0","1","14_makoto_float","-125","12","19140005"
"914","1","110611","116","-185","","31","","1","-1000","19140006"
"914","1","41","8","-175","","31","","1","-1220","19140007"
"914","0","120","120","-175","","31","","1","-50","19140008"
"914","1","42","4","-125","","31","","1","-1520","19140009"
"914","0","117","117","-125","","31","","1","-350","19140010"
"914","","se_fpc_water_random","se_10053800","","","23","","","1","19140011"
"914","","0","19140010","","","91","","","","19140012"
"914","","170","110611","8.60294117647059","","2","","12","-185","19140013"
"914","","170","2","8.60294117647059","","2","","12","-185","19140014"
"914","","170","3","8.60294117647059","","2","","12","-185","19140015"
"914","","170","110611","8.60294117647059","","33","","12","-185","19140016"
"914","","-50","110511","8.60294117647059","","2","","12","-175","19140017"
"914","","-50","41","8.60294117647059","","33","","12","-175","19140018"
"914","","-350","110411","8.60294117647059","","2","","12","-125","19140019"
"914","","-350","42","8.60294117647059","","33","","12","-125","19140020"
"914","","","19140013","","","91","","","","19140021"
"914","0.3","14_maho_point_in","110611","14_maho_point_loop","0.1","3","","1","0","19140022"
"914","0.3","cmn_boat_idle","2","","","3","","","1","19140023"
"914","0.3","14_maho_idle_loop","3","","","3","","","1","19140024"
"914","","vo_fpc_21400","vo_fpc","0","","21","","","","19140025"
"914","0","アーサー、ガウェイン、ランスロット\nうん、みんなそろっとるね。\nほな、いきまひょか。\nカオリはん、お願いしますー","110611","1","0","11","0.5","0","10","19140026"
"914","","","0","","","91","","","","19140027"
"914","","0","0.5","","","93","","","","19140028"
"914","0.1","14_kaori_handUp_in","110511","14_kaori_handUp_loop","0.1","3","","1","0","19140029"
"914","","vo_fpc_21401","vo_fpc","0","","21","","","","19140030"
"914","0","まーかせるさー！\nしゅっぱつしんこー！","110511","1","0","11","0.5","0","10","19140031"
"914","","","0","","","91","","","","19140032"
"914","","0","0.5","","","93","","","","19140033"
"914","0.1","14_makoto_pazzled","110411","","","3","","","1","19140034"
"914","","vo_fpc_21402","vo_fpc","0","","21","","","","19140035"
"914","0","いやいや待てって。\nそんなに張り切って押したら\nこいつら、水に落ちて濡れちまうだろ？","110411","1","0","11","0.5","0","10","19140036"
"914","","","0","","","91","","","","19140037"
"914","","0","0.5","","","93","","","","19140038"
"914","0.3","14_maho_smile_in","110611","14_maho_smile_loop","0.1","3","","1","0","19140039"
"914","0.3","cmn_boat_idle","2","","","3","","","1","19140040"
"914","0.3","14_maho_idle_loop","3","","","3","","","1","19140041"
"914","","vo_fpc_21403","vo_fpc","0","","21","","","","19140042"
"914","0","ふふっ、この子らは前に一緒に海に\n来てた子やから、お水には強いんどす。\nけど、落っこちたらかわいそうやし\n安全運転でお願いできますやろか♪","110611","1","0","11","0.5","0","10","19140043"
"914","","","0","","","91","","","","19140044"
"914","","0","0.5","","","93","","","","19140045"
"914","","vo_fpc_21404","vo_fpc","0","","21","","","","19140046"
"914","0","わかってるさー！\n琉球犬肉球安全泳法でいくさー！","110511","1","0","11","0.5","0","10","19140047"
"914","","","0","","","91","","","","19140048"
"914","","0","0.5","","","93","","","","19140049"
"914","0.1","14_kaori_flutterKick_in","110511","14_kaori_flutterKick_loop","0.1","3","","1","0","19140050"
"914","","0","0.3","","","93","","","","19140051"
"914","","1270","110611","6.47058823529412","","2","","","-185","19140052"
"914","","1270","2","6.47058823529412","","2","","","-185","19140053"
"914","","1270","3","6.47058823529412","","2","","","-185","19140054"
"914","","1270","110611","6.47058823529412","","33","","","-185","19140055"
"914","","0","41","","","32","","","","19140056"
"914","","1","120","","","32","","","","19140057"
"914","","1050","110511","6.47058823529412","","2","","","-175","19140058"
"914","","1050","120","6.47058823529412","","33","","","-175","19140059"
"914","","0","1","","","93","","","","19140060"
"914","","vo_fpc_21405","vo_fpc","0","","21","","","","19140061"
"914","0","な～んか心配なんだよな…\nしょうがない、あたしもついてくか。\nおーい、待てってば！","110411","1","0","11","0.5","0","10","19140062"
"914","","","0","","","91","","","","19140063"
"914","","0","0.5","","","93","","","","19140064"
"914","0.1","14_makoto_dogscratch_in","110411","cmn_swm_dogscratch","0.1","3","","1","0","19140065"
"914","","0","0.3","","","93","","","","19140066"
"914","","0","42","","","32","","","","19140067"
"914","","1","117","","","32","","","","19140068"
"914","","1050","110411","3.72637742879957","","2","","","-125","19140069"
"914","","1050","117","3.72637742879957","","33","","","-125","19140070"
"914","","","19140069","s","","91","","","","19140071"
"915","1.75","110311","1","-950","0","1","15_saren_idle","-180","23","19150001"
"915","1.75","2","2","-950","0","5","cmn_boat_idle","-180","22","19150002"
"915","1.75","107711","1","-750","0","1","15_suzume_walk_loop","-15","12","19150003"
"915","1","110311","101","-180","","31","","1","-950","19150004"
"915","0","109","109","30","","31","","1","210","19150005"
"915","0","4","4","-125","","31","","1","330","19150006"
"915","","se_fpc_water_random","se_10053800","","","23","","","1","19150007"
"915","","49","107711","","","13","","","","19150008"
"915","","0","0","","","91","","","","19150009"
"915","","0","107711","5.51470588235294","","2","","","-15","19150010"
"915","","","19150010","","","91","","","","19150011"
"915","0.1","15_suzume_talk_in","107711","15_suzume_talk_loop","0.1","3","","1","0","19150012"
"915","","vo_fpc_21500","vo_fpc","0","","21","","","","19150013"
"915","0","お嬢様とはぐれてしまいました…\n迷子だなんてメイド失格です～","107711","1","0","11","0.5","0","10","19150014"
"915","","1","3.2","","","93","","","","19150015"
"915","","0","1.5","","","93","","","","19150016"
"915","","","19150014","","","91","","","","19150017"
"915","0.1","15_suzume_walk_in","107711","15_suzume_walk_loop","0.1","3","","1","0","19150018"
"915","","-100","110311","11.9779411764706","","2","","","-180","19150019"
"915","","-100","2","11.9779411764706","","2","","","-180","19150020"
"915","","-100","110311","11.9779411764706","","33","","","-180","19150021"
"915","","460","107711","4.22794117647059","","2","","","-15","19150022"
"915","","","19150022","","","91","","","","19150023"
"915","0.1","15_suzume_turn_in","107711","15_suzume_turn_loop","0.1","3","","1","0","19150024"
"915","","0","0.6","","","93","","","","19150025"
"915","","vo_fpc_21501","vo_fpc","0","","21","","","","19150026"
"915","-15","あれは…お嬢様～！\n今参ります！","107711","1","0","11","0.5","0","20","19150027"
"915","","0","1.7","","","93","","","","19150028"
"915","0.3","15_saren_notice_in","110311","15_saren_notice_loop","0.1","3","","1","0","19150029"
"915","0.3","cmn_boat_idle","2","","","3","","","1","19150030"
"915","","0","0.35","","","93","","","","19150031"
"915","","0","1.5","","","93","","","","19150032"
"915","","330","107711","0.5","","2","","","-15","19150033"
"915","0.2","15_suzume_run","107711","","0.1","3","","","1","19150034"
"915","","vo_fpc_21502","vo_fpc","0","","21","","","","19150035"
"915","0","スズメ？\nって、走ると危なっ…","110311","1","0","11","-0.5","0","100","19150036"
"915","","0","0.5","","","93","","","","19150037"
"915","0.1","15_suzume_fallDown","107711","","","3","","","0","19150038"
"915","","0","1.3","","","93","","","","19150039"
"915","","vo_fpc_21503","vo_fpc","0","","21","","","","19150040"
"915","0","きゃあああ～！","107711","1","0","11","-1.5","0","150","19150041"
"915","0.1","15_saren_rise_in","110311","15_saren_rise_loop","0.1","3","","1","0","19150042"
"915","0.1","cmn_boat_idle","2","","","3","","","1","19150043"
"915","","0","0.5","","","93","","","","19150044"
"915","0.1","1","107711","1","","6","","0","1","19150045"
"915","","1","109","","","32","","","","19150046"
"915","","0","1","","","93","","","","19150047"
"915","","330","107711","0","","2","","","-125","19150048"
"915","0.4","1","107711","1","","6","","1","1","19150049"
"915","0.1","15_suzume_drown_in","107711","15_suzume_drown_loop","0.1","3","","1","0","19150050"
"915","","800","107711","2.76470588235294","","2","","","-125","19150051"
"915","","800","4","2.76470588235294","","33","","","-125","19150052"
"915","","","19150019","","","91","","","","19150053"
"915","","900","110311","7.35294117647059","","2","","","-180","19150054"
"915","","900","2","7.35294117647059","","2","","","-180","19150055"
"915","","900","110311","7.35294117647059","","33","","","-180","19150056"
"915","","vo_fpc_21504","vo_fpc","0","","21","","","","19150057"
"915","0","ス、スズメ？\nスズメ～っ！？","110311","1","0","11","0.5","0","10","19150058"
"915","","","0","","","91","","","","19150059"
"915","","0","1.5","","","93","","","","19150060"
"915","","","19150054","s","","91","","","","19150061"
"916","1.4875","113111","1","-750","0","1","cmn_walk","-15","12","19160001"
"916","1.4875","113311","1","750","0","1","16_nanaka_run","-15","12","19160002"
"916","1.75","117411","1","-850","0","1","cmn_swm_diving","-180","22","19160003"
"916","1.75","117011","1","-2500","0","1","cmn_swm_diving","-180","22","19160004"
"916","1.75","7","7","50","0","5","none","-180","22","19160005"
"916","1.75","11","1","-1375","0","5","cmn_floatRing_pink","-180","22","19160006"
"916","1.75","12","1","-2500","0","5","cmn_float_item_01_Ball","-125","12","19160007"
"916","1","11","4","-180","","31","","1","-1375","19160008"
"916","1","12","4","-125","","31","","1","-2500","19160009"
"916","1","91","9","-180","","31","","1","-850","19160010"
"916","1","92","9","-180","","31","","1","-2500","19160011"
"916","0","1015","1015","155","","31","","1","-183","19160012"
"916","0","1013","1013","-180","","31","","1","50","19160013"
"916","","se_fpc_water_random","se_10053800","","","23","","","1","19160014"
"916","","0","19160013","","","91","","","","19160015"
"916","","2500","117411","19.7058823529412","","2","","","-180","19160016"
"916","","2500","91","19.7058823529412","","33","","","-180","19160017"
"916","","1975","11","24.6323529411765","","2","","","-180","19160018"
"916","","1975","11","24.6323529411765","","33","","","-180","19160019"
"916","","850","117011","19.7058823529412","","2","","","-180","19160020"
"916","","850","92","19.7058823529412","","33","","","-180","19160021"
"916","","850","12","24.6323529411765","","2","","","-125","19160022"
"916","","850","12","24.6323529411765","","33","","","-125","19160023"
"916","","0","3","","","93","","","","19160024"
"916","","-150","113111","4.41176470588235","","2","","","-15","19160025"
"916","","","19160025","","","91","","","","19160026"
"916","0.3","16_ruka_think","113111","","","3","","","1","19160027"
"916","","1","1015","","","32","","","","19160028"
"916","","vo_fpc_21600","vo_fpc","0","","21","","","","19160029"
"916","","0","0.6","","","93","","","","19160030"
"916","","0","1.5","","","93","","","","19160031"
"916","","150","113311","2.71493212669683","","2","","","-15","19160032"
"916","","","19160032","","","91","","","","19160033"
"916","0.2","16_nanaka_idle_loop","113311","","","3","","","1","19160034"
"916","","vo_fpc_21601","vo_fpc","0","","21","","","","19160035"
"916","0","ル～カ～姉♪\n何見てんのかにゃ～？","113311","1","0","11","0.5","0","10","19160036"
"916","","","0","","","91","","","","19160037"
"916","","0","0.5","","","93","","","","19160038"
"916","0.1","16_ruka_notice_in","113111","16_ruka_notice_loop","0.1","3","","1","0","19160039"
"916","","vo_fpc_21602","vo_fpc","0","","21","","","","19160040"
"916","0","ん？　いや、特に何か\n考えてたわけじゃないが…","113111","1","0","11","0.5","0","10","19160041"
"916","","","0","","","91","","","","19160042"
"916","","0","0.5","","","93","","","","19160043"
"916","0.1","16_nanaka_point_in","113311","16_nanaka_point_loop","0.1","3","","1","0","19160044"
"916","","vo_fpc_21603","vo_fpc","0","","21","","","","19160045"
"916","0","ふっふっふ、ルカ姉の考えは\nまるっとお見通しだ！","113311","1","0","11","0.5","0","10","19160046"
"916","","","0","","","91","","","","19160047"
"916","","0","0.5","","","93","","","","19160048"
"916","","vo_fpc_21604","vo_fpc","0","","21","","","","19160049"
"916","0","ズバリ！\n「見ろ！　人が魚のようだ！」でしょ？","113311","1","0","11","0.5","0","10","19160050"
"916","","","0","","","91","","","","19160051"
"916","","0","0.5","","","93","","","","19160052"
"916","0.1","16_ruka_talk_in","113111","16_ruka_talk_loop","0.1","3","","1","0","19160053"
"916","","vo_fpc_21605","vo_fpc","0","","21","","","","19160054"
"916","0","そんなことはっ…\nちょっとだけ、考えちまったね…","113111","1","0","11","0.5","0","10","19160055"
"916","","","0","","","91","","","","19160056"
"916","","0","0.5","","","93","","","","19160057"
"916","0.1","16_nanaka_idle_in","113311","16_nanaka_idle_loop","0.1","3","","1","0","19160058"
"916","","vo_fpc_21606","vo_fpc","0","","21","","","","19160059"
"916","0","なっはっは、やっぱりね～♪","113311","1","0","11","0.5","0","10","19160060"
"916","","","0","","","91","","","","19160061"
"916","","0","0.5","","","93","","","","19160062"
"916","0.1","16_nanaka_turn","113311","cmn_run_def_N","0.1","3","","1","0","19160063"
"916","","750","113311","2.71493212669683","","2","","","-15","19160064"
"916","0.1","cmn_walk","113111","","","3","","","1","19160065"
"916","","750","113111","5.29411764705882","","2","","","-15","19160066"
"916","","0","1.5","","","93","","","","19160067"
"916","","fish","7","none","0.1","3","","","0","19160068"
"916","","1","1013","","","32","","","","19160069"
"916","","0","3.2","","","93","","","","19160070"
"916","","","19160018","s","","91","","","","19160071"
"916","","","19160064","s","","91","","","","19160072"
"916","","","19160066","s","","91","","","","19160073"
"917","1.75","126711","1","-950","0","1","17_akino_worry","-180","23","19170001"
"917","1.75","3","3","-950","0","5","empty","-180","24","19170002"
"917","1.75","2","2","-950","0","5","cmn_boat_idle","-180","22","19170003"
"917","1.4875","110311","1","750","0","1","cmn_walk_r","-15","12","19170004"
"917","1","126711","101","-180","","31","","1","-950","19170005"
"917","","se_fpc_water_random","se_10053800","","","23","","","1","19170006"
"917","","0","19170005","","","91","","","","19170007"
"917","","0","126711","6.98529411764706","","2","","12","-180","19170008"
"917","","0","3","6.98529411764706","","2","","12","-180","19170009"
"917","","0","2","6.98529411764706","","2","","12","-180","19170010"
"917","","0","126711","6.98529411764706","","33","","12","-180","19170011"
"917","","","19170008","","","91","","","","19170012"
"917","","vo_fpc_21700","vo_fpc","0","","21","","","","19170013"
"917","0","一向に目的地に着きませんわね…\nまさか、また迷ってしまいましたの？\nメルクリゾートは私の庭…\nそう思ってましたのに～っ！","126711","1","0","11","0.5","0","10","19170014"
"917","","","0","","","91","","","","19170015"
"917","","0","0.5","","","93","","","","19170016"
"917","","300","110311","4.72689075630252","","2","","","-15","19170017"
"917","0.3","17_akino_laugh_in","126711","17_akino_laugh_loop","0.1","3","","1","0","19170018"
"917","0.3","17_akino_laugh_in","3","17_akino_laugh_loop","0.1","3","","1","0","19170019"
"917","0.3","cmn_boat_idle","2","","","3","","","1","19170020"
"917","","vo_fpc_21701","vo_fpc","0","","21","","","","19170021"
"917","0","いいえ、違いますわ！…この私ですら\n迷わせるほどの広大なリゾート…\n財団の偉業を誇るべきですわね♪\nおーっほっほっほ！","126711","1","0","11","0.5","0","20","19170022"
"917","","","19170017","","","91","","","","19170023"
"917","0.2","17_saren_talk_in","110311","17_saren_talk_loop","0.1","3","","1","0","19170024"
"917","","0","0.673109243697478","","","93","","","","19170025"
"917","","0","0.5","","","93","","","","19170026"
"917","","","19170022","","","91","","","","19170027"
"917","","vo_fpc_21702","vo_fpc","0","","21","","","","19170028"
"917","0","…流れるプールなんだし、同じ場所を\nループしてるだけじゃない？","110311","1","0","11","0.5","0","10","19170029"
"917","","","0","","","91","","","","19170030"
"917","0.1","17_akino_pause_in","126711","17_akino_pause_loop","0.1","3","","1","0","19170031"
"917","0.1","17_akino_pause_in","3","17_akino_pause_loop","0.1","3","","1","0","19170032"
"917","0.1","cmn_boat_idle","2","","","3","","","1","19170033"
"917","","0","2","","","93","","","","19170034"
"917","0.3","17_akino_shock_in","126711","17_akino_shock_loop","0.1","3","","1","0","19170035"
"917","","empty","3","","","3","","","0","19170036"
"917","0.3","cmn_boat_idle","2","","","3","","","1","19170037"
"917","","vo_fpc_21703","vo_fpc","0","","21","","","","19170038"
"917","0","そ、そうなんですの！？\n盲点でしたわーーー！","126711","1","0","11","0.5","0","10","19170039"
"917","","","0","","","91","","","","19170040"
"917","","0","0.5","","","93","","","","19170041"
"917","","900","126711","5.29411764705882","","2","","","-180","19170042"
"917","","900","2","5.29411764705882","","2","","","-180","19170043"
"917","","900","126711","5.29411764705882","","33","","","-180","19170044"
"917","","0","2.7","","","93","","","","19170045"
"917","0.1","17_saren_turn","110311","cmn_walk","0.1","3","","1","0","19170046"
"917","","750","110311","2.64705882352941","","2","","","-15","19170047"
"917","","","19170042","","","91","","","","19170048"
"917","","","19170047","","","91","","","","19170049"
"918","1.75","113511","1","-850","0","1","18_misato_backWalk","-180","22","19180001"
"918","1.75","110111","1","-1010","0","1","18_io_flutterKick","-180","23","19180002"
"918","0","41","14","-180","","31","","1","-850","19180003"
"918","0","11","2","-180","","31","","1","50","19180004"
"918","0","42","14","-180","","31","","1","-110","19180005"
"918","1","12","123","-180","","31","","1","-1010","19180006"
"918","","se_fpc_water_random","se_10053800","","","23","","","1","19180007"
"918","","0","19180006","","","91","","","","19180008"
"918","","50","113511","6.61764705882353","","2","","12","-180","19180009"
"918","","50","41","6.61764705882353","","33","","12","-180","19180010"
"918","","-110","110111","6.61764705882353","","2","","12","-180","19180011"
"918","","-110","12","6.61764705882353","","33","","12","-180","19180012"
"918","","","19180009","","","91","","","","19180013"
"918","0.2","18_misato_backWalkIdle","113511","","","3","","","1","19180014"
"918","","vo_fpc_21800","vo_fpc","0","","21","","","","19180015"
"918","0","イオ先生、その調子。\n上手にバタ足できてるわよ～♪","113511","1","0","11","0.5","0","10","19180016"
"918","","","0","","","91","","","","19180017"
"918","","0","0.5","","","93","","","","19180018"
"918","","vo_fpc_21801","vo_fpc","0","","21","","","","19180019"
"918","0","は、はい！　よいしょ、よいしょ…\nごめんなさい、せっかくのプールで\n練習に付き合ってもらって…","110111","1","0","11","0.5","0","10","19180020"
"918","","","0","","","91","","","","19180021"
"918","","0","0.5","","","93","","","","19180022"
"918","","vo_fpc_21802","vo_fpc","0","","21","","","","19180023"
"918","0","いいのよ。\n先生はいつでも頑張る子の味方だもの♪","113511","1","0","11","0.5","0","10","19180024"
"918","","","0","","","91","","","","19180025"
"918","","0","0.5","","","93","","","","19180026"
"918","","0","12","","","32","","","","19180027"
"918","","1","42","","","32","","","","19180028"
"918","","1","41","","","32","","","","19180029"
"918","0.1","18_misato_idle_in","113511","18_misato_idle_loop","0.1","3","","1","0","19180030"
"918","0.1","18_io_stopSwim_in","110111","18_io_stopSwim_loop","0.1","3","","1","0","19180031"
"918","","vo_fpc_21803","vo_fpc","0","","21","","","","19180032"
"918","0","でも、私も先生だから\n本当は教えてあげないといけないのに…","110111","1","0","11","0.5","0","10","19180033"
"918","","","0","","","91","","","","19180034"
"918","","0","0.5","","","93","","","","19180035"
"918","0.1","18_misato_talk_in","113511","18_misato_talk_loop","0.1","3","","1","0","19180036"
"918","","vo_fpc_21804","vo_fpc","0","","21","","","","19180037"
"918","0","こうして今からでも何かを\n学ぶっていう経験は\nきっと子供たちに教えるうえで\n役に立つと思うの。","113511","1","0","11","0.5","0","10","19180038"
"918","","","0","","","91","","","","19180039"
"918","","0","0.5","","","93","","","","19180040"
"918","","vo_fpc_21805","vo_fpc","0","","21","","","","19180041"
"918","0","それに…\n生徒にもいろんな子がいるんだから、\n色んな先生がいてもいいじゃない？","113511","1","0","11","0.5","0","10","19180042"
"918","","","0","","","91","","","","19180043"
"918","","0","0.5","","","93","","","","19180044"
"918","0.1","18_io_guts_in","110111","18_io_guts_loop","0.1","3","","1","0","19180045"
"918","","vo_fpc_21806","vo_fpc","0","","21","","","","19180046"
"918","0","ミサト先生…\n私、がんばります！\n授業も、泳ぎも…","110111","1","0","11","0.5","0","10","19180047"
"918","","","0","","","91","","","","19180048"
"918","","0","0.5","","","93","","","","19180049"
"918","0.1","18_io_flutterKick2_in","110111","18_io_flutterKick2_loop","0.1","3","","1","0","19180050"
"918","","300","110111","1.8552036199095","","2","","","-180","19180051"
"918","","300","42","1.8552036199095","","33","","","-180","19180052"
"918","","300","12","1.8552036199095","","33","","","-180","19180053"
"918","","0","42","","","32","","","","19180054"
"918","","1","12","","","32","","","","19180055"
"918","","0","1","","","93","","","","19180056"
"918","0.1","18_misato_talk2_in","113511","18_misato_talk2_loop","0.1","3","","1","0","19180057"
"918","","","19180051","","","91","","","","19180058"
"918","","850","110111","3.23529411764706","","2","","","-180","19180059"
"918","","850","42","3.23529411764706","","33","","","-180","19180060"
"918","","850","12","3.23529411764706","","33","","","-180","19180061"
"918","","1","42","","","32","","","","19180062"
"918","","0","12","","","32","","","","19180063"
"918","0.1","18_misato_surprise_in","113511","18_misato_surprise_loop","0.1","3","","1","0","19180064"
