1245200f39393ccc5b7ecdbde471932e1c12935932ee1e6631626862ae87b965,26e67972725a055a170f370b9985355b3d3accda3225bc1f87275b037056f5be,86e00df89b331a72a6c87bff19a7fd23d1dc757bf0dac5b23e6fb36f36f566e9,14bfe894b5d06826f895099b9c4a3a7da94f9c1fe72444b4c4f2b805416a4a9c,fb6c40188352585e4814a1f97e26a3fd1fbedb7dc9c36137429aa6f2c3779257,9555625eb43a4ee61f4712dd5d5d1231a2668a1f190bcdf0bf27842bd3d0f783,4e303f5bf68317b60e4cab90254d3449e18a08403399530ac90cfbb344390ca5,6338dcfbafe2beae5d74fa53c8da8f500f39656154961d2dabcb64a36224d543,45fadb986b8b7bbf0366d7c2d5017dfd8bd1dcb47e6a3657ab8533104c7d053a,abd670d2c1066a5c46aafbdab164c194e55a2d003b1cf15f50e6753e9158ca07,4af31114c5e1d07b0b57cf1496a6b0e494cef6f4f68f698e367d6bdbe1941d46
"65083","","kururu_kurukuru_in","3","130911","kururu_kurukuru_loop","0","0","1","0.2","5146065"
"65084","","kururu_kurukuru_inF","3","97","kururu_kurukuru_loopF","0","0","1","0.2","5146065"
"65085","","kururu_kurukuru_inB","3","96","kururu_kurukuru_loopB","0","0","1","0.2","5146065"
"65086","","vo_apg_0511","21","vo_apg","0","0","","","","5146065"
"65087","1.1","くるくる～♪","11","131011","0","10","0","0","0","5146065"
"65088","","","91","0","","","","","","5146065"
"65089","","vo_apg_0512","21","vo_apg","0","0","","","","5146065"
"65090","1","くるくるくる～♪","11","130911","0","10","0","0","0","5146065"
"65091","","","91","0","","","","","","5146065"
"65092","0","6","12","131011","0","2","10","0","0","5146065"
"65093","0","7","12","130911","0","2","10","0","0","5146065"
"65094","","walk_normal","3","106011","","1","","","0.2","5146065"
"65095","","walk_normal","3","1060","","1","","","0.2","5146065"
"65096","","-376","2","106011","3.4","-305","","0","","5146065"
"65097","","-376","2","1060","3.4","-305","","0","","5146065"
"65098","","0","93","3.4","","","","","","5146065"
"65099","","-446","2","106011","0.6","-305","","14","","5146065"
"65100","","-446","2","1060","0.6","-305","","14","","5146065"
"65101","","kyaru_damage","3","106011","","0","","","0","5146065"
"65102","","kyaru_damage","3","1060","","0","","","0","5146065"
"65103","","0","93","0.8","","","","","","5146065"
"65104","","cool_in_jitome","3","106011","cool_talk_jitome","0","0","1","0.2","5146065"
"65105","","cool_in_jitome","3","1060","cool_talk_jitome","0","0","1","0.2","5146065"
"65106","","vo_apg_0513","21","vo_apg","0","0","","","","5146065"
"65107","0","なにやってんの、あんたら…","11","106011","1","10","0","1","0","5146065"
"65108","","","91","0","","","","","","5146065"
"65109","","","101","65110","","","","","","5146065"
"65110","","0.2","22","0","","","","","","5146065"
"66001","aoi_walk_fear","104011","1","1","-500","140","0","-278","1.8","5146066"
"66002","idle_normal","99","5","1","30","141","0","-262","1.8","5146066"
"66003","idle_normal_noface","130911","1","1","290","100","1","-278","1.8","5146066"
"66004","idle_normal_kururu","98","5","1","290","101","1","-278","1.8","5146066"
"66005","","201","13","104011","","","","","","5146066"
"66006","","200","13","130911","","","","","","5146066"
"66007","idle","8","5","8","0","15","0","-174","0.85","5146066"
"66008","empty","20","5","20","-119","210","0","-79","1","5146066"
"66009","empty","22","5","22","0","210","0","-194","1","5146066"
"66010","","1","31","1","0","0","","1","1","5146066"
"66011","","2","31","2","-57.7","0","","1","0","5146066"
"66012","","13","31","13","0","0","","1","0","5146066"
"66013","","19","31","19","-69","11","","1","0","5146066"
"66014","","20","31","20","0","0","","1","1","5146066"
"66015","","104011","36","20","","","","","","5146066"
"66016","","99","36","20","","","","","","5146066"
"66017","","20","36","20","","","","","","5146066"
"66018","","22","36","20","","","","","","5146066"
"66019","","0","91","0","","","","","","5146066"
"66020","","0","102","0","","0","","","","5146066"
"66021","","-290","2","104011","2.7","-278","","0","","5146066"
"66022","","aoi_walk_fear","3","104011","","1","","","0.2","5146066"
"66023","","0","93","2.7","","","","","","5146066"
"66024","","see_talk","3","104011","","1","","","0.2","5146066"
"66025","","vo_apg_0601","21","vo_apg","0","0","","","","5146066"
"66026","0","とうとう来ちゃいました…\nグランドリームパーク…\n一人『グラドリ』大丈夫ですかね？\n実はぼっちは捕まって強制退園とか…","11","104011","1","10","0","1","0","5146066"
"66027","","","91","0","","","","","","5146066"
"66028","","see_idle","3","104011","","1","","","0.2","5146066"
"66029","","smile","3","130911","talk_normal","0","0.2","1","0.2","5146066"
"66030","","smile","3","98","talk_normal","0","0.2","1","0.2","5146066"
"66031","","vo_apg_0602","21","vo_apg","0","0","","","","5146066"
"66032","0","アオイさんですよね～っ！？\nグランドリームパークへようこそっ♪\n本日はおひとりさまですますか？","11","130911","1","10","0","1","0","5146066"
"66033","","","91","0","","","","","","5146066"
"66034","","idle_normal_surprise","3","130911","","1","","","0.2","5146066"
"66035","","panic","3","104011","","1","","","0.2","5146066"
"66036","","vo_apg_0603","21","vo_apg","0","0","","","","5146066"
"66037","0","ぶひゃおおおお！？\nすすす、すみません！\nぼっちは強制退園ですよね！\n今すぐ出ていきますので～！","11","104011","1","15","0","1","0","5146066"
"66038","","","91","0","","","","","","5146066"
"66039","","anger_talk_pain","3","130911","","1","","","0.2","5146066"
"66040","","anger_talk_pain","3","98","","1","","","0.2","5146066"
"66041","","vo_apg_0604","21","vo_apg","0","0","","","","5146066"
"66042","0","待ってください待ってくださいっ！\n強制退園ってなんですます～っ！？\nそんなことしませんですですっ！","11","130911","1","10","0","1","0","5146066"
"66043","","","91","0","","","","","","5146066"
"66044","","idle_normal_dere","3","130911","","1","","","0.2","5146066"
"66045","","aoi_surprise_in","3","104011","surprise_talk_search_dere","0","0.1","1","0","5146066"
"66046","","vo_apg_0605","21","vo_apg","0","0","","","","5146066"
"66047","0","そんな、ぼっちにも優しいなんて…\nサービスが行き届いている！\nそれで、どこなんです？\nぼっち専用アトラクションは？","11","104011","1","10","0","1","0","5146066"
"66048","","","91","0","","","","","","5146066"
"66049","","surprise_idle_dere","3","104011","","1","","","0.2","5146066"
"66050","","kururu_surprise_talk_long","3","130911","kururu_guid_talk","0","0.2","1","0.2","5146066"
"66051","","kururu_surprise_talk_long","3","98","kururu_guid_talk","0","0.2","1","0.2","5146066"
"66052","","vo_apg_0606","21","vo_apg","0","0","","","","5146066"
"66053","0","えっ？\nえーっとえーっと\nこの観覧車なんかどうでしょう？\nぼっち専用ではないですけど…","11","130911","1","10","0","1","0","5146066"
"66054","","","91","0","","","","","","5146066"
"66055","","idle_normal_noface","3","130911","","1","","","0.2","5146066"
"66056","","idle_normal_kururu","3","98","","1","","","0.2","5146066"
"66057","","guts2_in_surprise2","3","104011","guts2_talk_surprise2","0","0","1","0.2","5146066"
"66058","","vo_apg_0607","21","vo_apg","0","0","","","","5146066"
"66059","0","の、乗ります！\nぼっち料金でもいいので\n乗せてくださいぃ！","11","104011","1","10","0","1","0","5146066"
"66060","","","91","0","","","","","","5146066"
"66061","","guts2_idle_surprise2","3","104011","","1","","","0.2","5146066"
"66062","","joy_talk_dere","3","130911","","1","","","0.2","5146066"
"66063","","joy_talk","3","98","","1","","","0.2","5146066"
"66064","","vo_apg_0608","21","vo_apg","0","0","","","","5146066"
"66065","0","別に料金は変わりませんので…\n気が済むまでお乗りください♪","11","130911","1","10","0","1","0","5146066"
"66066","","","91","0","","","","","","5146066"
"66067","","0","22","0","","","","","","5146066"
"66068","","hello","3","130911","idle_normal_joy","0","0.1","1","0.4","5146066"
"66069","","walk_jog_dere","3","104011","","1","","","0.2","5146066"
"66070","","-50","2","104011","2","-278","","0","","5146066"
"66071","","0","93","1","","","","","","5146066"
"66072","","1","32","2","","","","","","5146066"
"66073","","0","93","1.5","","","","","","5146066"
"66074","","0","2","104011","0","-480","","0","","5146066"
"66075","","empty","3","104011","","1","","","0","5146066"
"66076","","scale15","37","20","","","","","","5146066"
"66077","","fade_out","37","2","","","","","","5146066"
"66078","","1","32","13","","","","","","5146066"
"66079","","0","93","2","","","","","","5146066"
"66080","","vo_apg_0609","21","vo_apg","0","0","","","","5146066"
"66081","","0609_in","3","22","","0","","","0","5146066"
"66082","","1","93","2.2","","","","","","5146066"
"66083","","0609_mid","3","22","","0","","","0","5146066"
"66084","","","92","","","","","","","5146066"
"66085","","0609_out","3","22","","0","","","0","5146066"
"66086","","0","93","0.2","","","","","","5146066"
"66087","","-132","2","20","0","-79","","0","","5146066"
"66088","","vo_apg_0610","21","vo_apg","0","0","","","","5146066"
"66089","","0610_in","3","22","","0","","","0","5146066"
"66090","","1","93","2.2","","","","","","5146066"
"66091","","0610_mid","3","22","","0","","","0","5146066"
"66092","","","92","","","","","","","5146066"
"66093","","0610_out","3","22","","0","","","0","5146066"
"66094","","0","93","0.2","","","","","","5146066"
"66095","","vo_apg_0611","21","vo_apg","0","0","","","","5146066"
"66096","","0611_in","3","22","","0","","","0","5146066"
"66097","","1","93","2.3","","","","","","5146066"
"66098","","0611_mid","3","22","","0","","","0","5146066"
"66099","","","92","","","","","","","5146066"
"66100","","0611_out","3","22","","0","","","0","5146066"
"66101","","0","93","0.2","","","","","","5146066"
"66102","","0","22","0","","","","","","5146066"
"66103","","empty","3","104011","","1","","","0","5146066"
"66104","","fade_in","37","2","","","","","","5146066"
"66105","","0","93","1","","","","","","5146066"
"66106","","0","32","13","","","","","","5146066"
"66107","","fade_out","37","2","","","","","","5146066"
"66108","","kururu_wish_talk_surprise_lookup","3","130911","","1","","","0","5146066"
"66109","","0","93","1","","","","","","5146066"
"66110","","kururu_wish_talk_surprise_lookup","3","130911","kururu_surprise_talk_joy","0","0.2","1","0.2","5146066"
"66111","","vo_apg_0612","21","vo_apg","0","0","","","","5146066"
"66112","0","どうでしたか～？\nって、そのまま二周目ですか？\nふふっ、ずいぶんと気に入ってくれた\nみたいでうれしいですです♪","11","130911","1","10","0","1","0","5146066"
"66113","","","91","0","","","","","","5146066"
"66114","","0","22","0","","","","","","5146066"
"66115","","fade_in","37","2","","","","","","5146066"
"66116","","0","93","1","","","","","","5146066"
"66117","","scale1","37","20","","","","","","5146066"
"66118","","blackroom_in","37","2","","","","","","5146066"
"66119","","20","121","0","1.15","1.15","","9","10","5146066"
"66120","","27","2","104011","0","-248","","0","","5146066"
"66121","","27","2","99","0","-248","","0","","5146066"
"66122","","aoi_satori_in","3","104011","","1","","","0","5146066"
"66123","","aoi_satori_in","3","99","","1","","","0","5146066"
"66124","","0","93","0.5","","","","","","5146066"
"66125","","vo_apg_0613","21","vo_apg","0","0","","","","5146066"
"66126","1","ふふ…ふふふふふ…\nああ、これが悟り…！","11","104011","0","4","0","1","0","5146066"
"66127","","","93","3","","","","","","5146066"
"66128","","1","32","19","","","","","","5146066"
"66129","","se_10055900_satori","23","se_10055900","","0","","","","5146066"
"66130","","","93","0.5","","","","","","5146066"
"66131","","aoi_satori_mid","3","104011","aoi_satori_loop","0","0","1","0.2","5146066"
"66132","","aoi_satori_mid","3","99","aoi_satori_loop","0","0","1","0.2","5146066"
"66133","","0","93","4","","","","","","5146066"
"66134","","","92","","","","","","","5146066"
"66135","","","101","66136","","","","","","5146066"
"66136","","0.2","22","0","","","","","","5146066"
"67001","idle_normal","106611","1","1","-385","106","0","-288","1.8","5146067"
"67002","idle_normal","1066","5","3","-385","107","0","-288","1.8","5146067"
"67003","idle_normal","106511","1","1","-225","103","0","-278","1.8","5146067"
"67004","idle_normal","1065","5","2","-225","104","0","-278","1.8","5146067"
"67005","idle_normal","131011","1","1","290","100","1","-278","1.8","5146067"
"67006","","206","13","106611","","","","","","5146067"
"67007","","203","13","106511","","","","","","5146067"
"67008","","200","13","131011","","","","","","5146067"
"67009","idle","9","5","9","0","15","0","-174","0.85","5146067"
"67010","empty","201","5","20","-292","210","0","71","1","5146067"
"67011","empty","202","5","20","-61","210","0","71","1","5146067"
"67012","empty","22","5","22","126","210","0","-43","1","5146067"
"67013","empty","21","5","21","0","60","0","94","1","5146067"
"67014","","1","31","1","0","0","","1","1","5146067"
"67015","","2","31","2","-57.7","0","","1","0","5146067"
"67016","","10","31","10","0","0","","1","0","5146067"
"67017","","20","31","20","0","0","","1","1","5146067"
"67018","","106611","36","20","","","","","","5146067"
"67019","","106511","36","20","","","","","","5146067"
"67020","","201","36","20","","","","","","5146067"
"67021","","202","36","20","","","","","","5146067"
"67022","","22","36","20","","","","","","5146067"
"67023","","0","91","0","","","","","","5146067"
"67024","","0","102","0","","0","","","","5146067"
"67025","","0","93","1","","","","","","5146067"
"67026","","talk_normal_noface","3","106511","","1","","","0.2","5146067"
"67027","","talk_normal_kaya","3","1065","","1","","","0.2","5146067"
"67028","","vo_apg_0701","21","vo_apg","0","0","","","","5146067"
"67029","0","イノリー\n次はこれ乗ってみようぜ","11","106511","1","10","0","1","0","5146067"
"67030","","","91","0","","","","","","5146067"
"67031","","idle_normal_look","3","106511","","1","","","0.2","5146067"
"67032","","idle_normal_look","3","1065","","1","","","0.2","5146067"
"67033","","cool_in_sad","3","106611","cool_talk_sad","0","0","1","0.2","5146067"
"67034","","cool_in_sad","3","1066","cool_talk_sad","0","0","1","0.2","5146067"
"67035","","vo_apg_0702","21","vo_apg","0","0","","","","5146067"
"67036","0","コーヒーカップぅ～？\nなんかガキっぽすぎやしないですかね？","11","106611","1","10","0","1","0","5146067"
"67037","","","91","0","","","","","","5146067"
"67038","","cool_idle","3","106611","","1","","","0.2","5146067"
"67039","","cool_idle","3","1066","","1","","","0.2","5146067"
"67040","","idle_normal","3","106511","","1","","","0.2","5146067"
"67041","","idle_normal","3","1065","","1","","","0.2","5146067"
"67042","","joy_talk_normal","3","131011","","1","","","0.2","5146067"
"67043","","vo_apg_0703","21","vo_apg","0","0","","","","5146067"
"67044","0","このアトラクション、大人気どすえ♪\n最高回転記録を出すために\nみなはんシノギを削ってはるんや♪","11","131011","1","10","0","1","0","5146067"
"67045","","","91","0","","","","","","5146067"
"67046","","idle_normal","3","131011","","1","","","0.2","5146067"
"67047","","doya_in_normal","3","106511","doya_talk_normal","0","0","1","0.2","5146067"
"67048","","doya_in_normal","3","1065","doya_talk_normal","0","0","1","0.2","5146067"
"67049","","vo_apg_0704","21","vo_apg","0","0","","","","5146067"
"67050","0","へえ、それじゃ最高回転記録っての、\n塗り替えてやろうじゃねえか。\nマホさん、ちゃんと数えといてくれよ！","11","106511","1","10","0","1","0","5146067"
"67051","","","91","0","","","","","","5146067"
"67052","","doya_idle_normal","3","106511","","1","","","0.2","5146067"
"67053","","doya_idle_normal","3","1065","","1","","","0.2","5146067"
"67054","","wish_talk_joy","3","131011","","1","","","0.2","5146067"
"67055","","vo_apg_0705","21","vo_apg","0","0","","","","5146067"
"67056","0","は～い♪\nまかしておくれやす～","11","131011","1","10","0","1","0","5146067"
"67057","","","91","0","","","","","","5146067"
"67058","","0","22","0","","","","","","5146067"
"67059","","hello","3","131011","idle_normal","0","0.1","1","0.4","5146067"
"67060","","walk_yareyare","3","106611","","1","","","0.4","5146067"
"67061","","walk_yareyare","3","1066","","1","","","0.4","5146067"
"67062","","walk_kyapi","3","106511","","1","","","0.2","5146067"
"67063","","walk_kyapi","3","1065","","1","","","0.2","5146067"
"67064","","-194","2","106611","2","-288","","0","","5146067"
"67065","","-194","2","1066","2","-288","","0","","5146067"
"67066","","-34","2","106511","2","-278","","0","","5146067"
"67067","","-34","2","1065","2","-278","","0","","5146067"
"67068","","0","93","1","","","","","","5146067"
"67069","","1","32","2","","","","","","5146067"
"67070","","0","93","1.5","","","","","","5146067"
"67071","","se_10055900_coffee_01","23","se_10055900","","1","","","","5146067"
"67072","","-126","2","106611","0","-331","","0","","5146067"
"67073","","-126","2","1066","0","-331","","0","","5146067"
"67074","","126","2","106511","0","-331","","0","","5146067"
"67075","","126","2","1065","0","-331","","0","","5146067"
"67076","","scale15","37","20","","","","","","5146067"
"67077","","vo_apg_0706","21","vo_apg","0","0","","","","5146067"
"67078","","0706_in","3","22","","0","","","0","5146067"
"67079","","1","93","3","","","","","","5146067"
"67080","","0706_mid","3","22","","0","","","0","5146067"
"67081","","","92","","","","","","","5146067"
"67082","","0706_out","3","22","","0","","","0","5146067"
"67083","","0","93","0.2","","","","","","5146067"
"67084","","-126","2","22","0","-43","","0","","5146067"
"67085","","vo_apg_0707","21","vo_apg","0","0","","","","5146067"
"67086","","0707_in","3","22","","0","","","0","5146067"
"67087","","1","93","3.7","","","","","","5146067"
"67088","","0707_mid","3","22","","0","","","0","5146067"
"67089","","","92","","","","","","","5146067"
"67090","","0707_out","3","22","","0","","","0","5146067"
"67091","","0","93","0.2","","","","","","5146067"
"67092","","0","93","0.1","","","","","","5146067"
"67093","","1","32","10","","","","","","5146067"
"67094","","horizontal","37","10","","","","","","5146067"
"67095","","0.3","24","se_10055900_coffee_01","","","","","","5146067"
"67096","","se_10055900_coffee_02","23","se_10055900","","1","","","","5146067"
"67097","","179","2","202","0","-12","","0","","5146067"
"67098","","scale1","37","20","","","","","","5146067"
"67099","","30","122","30","","0.5","","","","5146067"
"67100","","vo_apg_0708","21","vo_apg","0","0","","","","5146067"
"67101","","0708_in","3","202","","0","","","0","5146067"
"67102","","1","93","1.8","","","","","","5146067"
"67103","","0708_mid","3","202","","0","","","0","5146067"
"67104","","","92","","","","","","","5146067"
"67105","","0708_out","3","202","","0","","","0","5146067"
"67106","","0","93","0.2","","","","","","5146067"
"67107","","-237","2","201","0","71","","0","","5146067"
"67108","","scale15","37","20","","","","","","5146067"
"67109","","vo_apg_0709","21","vo_apg","0","0","","","","5146067"
"67110","","0709_in","3","22","","0","","","0","5146067"
"67111","","1","93","2.3","","","","","","5146067"
"67112","","0709_mid","3","22","","0","","","0","5146067"
"67113","","","92","","","","","","","5146067"
"67114","","0709_out","3","22","","0","","","0","5146067"
"67115","","0","93","0.2","","","","","","5146067"
"67116","","0","93","0.1","","","","","","5146067"
"67117","","scale1","37","20","","","","","","5146067"
"67118","","0","2","202","0","-12","","0","","5146067"
"67119","","30","122","30","","0.5","","","","5146067"
"67120","","vo_apg_0710","21","vo_apg","0","0","","","","5146067"
"67121","","0710_in","3","202","","0","","","0","5146067"
"67122","","1","93","2.2","","","","","","5146067"
"67123","","0710_mid","3","202","","0","","","0","5146067"
"67124","","","92","","","","","","","5146067"
"67125","","0710_out","3","202","","0","","","0","5146067"
"67126","","0","93","0.2","","","","","","5146067"
"67127","","0","22","0","","","","","","5146067"
"67128","","empty","3","202","","0","","","0","5146067"
"67129","","0","32","10","","","","","","5146067"
"67130","","0","93","1","","","","","","5146067"
"67131","","0.5","24","se_10055900_coffee_02","","","","","","5146067"
"67132","","see_guru","3","131011","","1","","","0","5146067"
"67133","","empty","3","106611","","1","","","0.2","5146067"
"67134","","empty","3","1066","","1","","","0.2","5146067"
"67135","","-104","2","106611","0","-195","","0","","5146067"
"67136","","-104","2","1066","0","-195","","0","","5146067"
"67137","","iris_out","37","2","","","","","","5146067"
"67138","","-129","2","106511","0","-278","","0","","5146067"
"67139","","-129","2","1065","0","-278","","0","","5146067"
"67140","","walk_normal_doya","3","106511","","1","","","0.2","5146067"
"67141","","walk_normal_doya","3","1065","","1","","","0.2","5146067"
"67142","","-290","2","106511","2","-278","","0","","5146067"
"67143","","-290","2","1065","2","-278","","0","","5146067"
"67144","","-290","2","202","0","21","","0","","5146067"
"67145","","1","4","106511","","","","","","5146067"
"67146","","1","4","1065","","","","","","5146067"
"67147","","0","93","2","","","","","","5146067"
"67148","","0","4","106511","","","","","","5146067"
"67149","","0","4","1065","","","","","","5146067"
"67150","","cool_idle_doya","3","106511","","1","","","0.2","5146067"
"67151","","cool_idle_doya","3","1065","","1","","0","0.2","5146067"
"67152","","0","93","0.2","","","","","","5146067"
"67153","","cool_in_nobi","3","106511","cool_talk_dere","0","0","1","0.2","5146067"
"67154","","cool_in_nobi","3","1065","cool_talk_dere","0","0","1","0.2","5146067"
"67155","","vo_apg_0711","21","vo_apg","0","0","","","","5146067"
"67156","0","ふう…全力で回してやったぜ…\nで、何回だった？","11","106511","1","10","0","1","0","5146067"
"67157","","","91","0","","","","","","5146067"
"67158","","cool_idle_doya","3","106511","","1","","","0.2","5146067"
"67159","","cool_idle_doya","3","1065","","1","","","0.2","5146067"
"67160","","vo_apg_0712","21","vo_apg","0","0","","","","5146067"
"67161","0","くるくるくる～\n見てるこっちも目が回ってもうて\n分からへんかったわ～","11","131011","1","10","0","1","0","5146067"
"67162","","","91","0","","","","","","5146067"
"67163","","maho_idle_normal_in","3","131011","idle_normal_shy","0","0","1","0.5","5146067"
"67164","","cool_talk_surprise","3","106511","surprise_talk_search","0","0.3","1","0.2","5146067"
"67165","","cool_talk_surprise","3","1065","surprise_talk_search","0","0.3","1","0.2","5146067"
"67166","","vo_apg_0713","21","vo_apg","0","0","","","","5146067"
"67167","0","そっか…\nなーイノリ、お前数えて…あれ？\nそういやぁイノリはどこだ？","11","106511","1","10","0","1","0","5146067"
"67168","","","91","0","","","","","","5146067"
"67169","","surprise_idle_talk1R","3","106511","","1","","","0.3","5146067"
"67170","","surprise_idle_talk1R","3","1065","","1","","","0.3","5146067"
"67171","","sad_talk","3","131011","","1","","","0.2","5146067"
"67172","","vo_apg_0714","21","vo_apg","0","0","","","","5146067"
"67173","0","イノリはんなら、\n吹き飛ばされてあそこに…","11","131011","1","10","0","1","0","5146067"
"67174","","","91","0","","","","","","5146067"
"67175","","sad_idle_lookup","3","131011","","1","","","0.2","5146067"
"67176","","surprise_idle_noface_lookup","3","106511","","1","","","0.2","5146067"
"67177","","surprise_idle_kaya_lookup","3","1065","","1","","","0.2","5146067"
"67178","","coffee_1_in","3","21","coffee_1_loop","0","0","1","0","5146067"
"67179","","se_10055900_photo","23","se_10055900","","0","","","","5146067"
"67180","","0","93","0.5","","","","","","5146067"
"67181","","0","2","201","0","0","","0","","5146067"
"67182","","vo_apg_0715","21","vo_apg","0","0","","","","5146067"
"67183","0","うう…もう、ダメです…\nカヤぴぃの…脳筋、回転、バカ…\nガクッ！","11","106611","1","10","0","1","0","5146067"
"67184","","","91","0","","","","","","5146067"
"67185","","coffee_1_out","3","21","","0","","","0","5146067"
"67186","","se_10055900_down","23","se_10055900","","0","","","","5146067"
"67187","","0","93","0.7","","","","","","5146067"
"67188","","sad_idle_sad2_lookup","3","131011","","1","","","0.2","5146067"
"67189","","surprise3_in_lookup","3","106511","surprise3_loop_lookup","0","0","1","0.2","5146067"
"67190","","surprise3_in_lookup","3","1065","surprise3_loop_lookup","0","0","1","0.2","5146067"
"67191","","vo_apg_0716","21","vo_apg","0","0","","","","5146067"
"67192","","30","122","30","","0.5","","","","5146067"
"67193","","0716_in","3","202","","0","","","0","5146067"
"67194","","1","93","1.2","","","","","","5146067"
"67195","","0716_mid","3","202","","0","","","0","5146067"
"67196","","","92","","","","","","","5146067"
"67197","","0716_out","3","202","","0","","","0","5146067"
"67198","","","91","0","","","","","","5146067"
"67199","","","101","67200","","","","","","5146067"
"67200","","0.2","22","0","","","","","","5146067"
"68001","idle_normal_eating_noface","105811","1","1","-385","106","0","-288","1.8","5146068"
"68002","idle_normal_eating_peko","1058","5","6","-385","107","0","-288","1.8","5146068"
"68003","idle_normal","106011","1","1","-225","100","0","-278","1.8","5146068"
"68004","idle_normal","1060","5","4","-225","101","0","-278","1.8","5146068"
"68005","idle_normal_noface","130911","1","1","225","103","1","-278","1.8","5146068"
"68006","idle_normal_kururu","97","5","1","225","104","1","-278","1.8","5146068"
"68007","","206","13","105811","","","","","","5146068"
"68008","","200","13","106011","","","","","","5146068"
"68009","","203","13","130911","","","","","","5146068"
"68010","idle","9","5","9","0","15","0","-174","0.85","5146068"
"68011","empty","20","5","20","-132","210","0","71","1","5146068"
"68012","empty","21","5","21","0","60","0","153","1","5146068"
"68013","","1","31","1","0","0","","1","1","5146068"
"68014","","0","91","0","","","","","","5146068"
"68015","","0","102","0","","0","","","","5146068"
"68016","","0","93","1","","","","","","5146068"
"68017","","kururu_guid_in","3","130911","kururu_guid_talk","0","0","1","0.2","5146068"
"68018","","kururu_guid_in","3","97","kururu_guid_talk","0","0","1","0.2","5146068"
"68019","","vo_apg_0801","21","vo_apg","0","0","","","","5146068"
"68020","0","こちらはコーヒーカップです♪\n真ん中のハンドルを回すと\nカップがくるくると…","11","130911","1","10","0","1","0","5146068"
"68021","","","91","0","","","","","","5146068"
"68022","","kururu_guid_idle","3","130911","","1","","","0.2","5146068"
"68023","","kururu_guid_idle","3","97","","1","","","0.2","5146068"
"68024","","coffee_3_in","3","21","coffee_3_loop","0","0","1","0","5146068"
"68025","","se_10055900_photo","23","se_10055900","","0","","","","5146068"
"68026","","peko_notice_in","3","105811","peko_notice_idle","0","0","1","0.2","5146068"
"68027","","peko_notice_in","3","1058","peko_notice_idle","0","0","1","0.2","5146068"
"68028","","cool_talk_surprise_lookup","3","106011","","1","","","0.2","5146068"
"68029","","cool_talk_surprise_lookup","3","1060","","1","","","0.2","5146068"
"68030","","vo_apg_0802","21","vo_apg","0","0","","","","5146068"
"68031","0","真ん中にハンドルなんかないけど？","11","106011","1","10","0","1","0","5146068"
"68032","","","91","0","","","","","","5146068"
"68033","","cool_idle_talkR","3","106011","","1","","","0.2","5146068"
"68034","","cool_idle_talkR","3","1060","","1","","","0.2","5146068"
"68035","","hawawa_lookup","3","130911","anger_talk_surprise2_lookup","0","0.2","1","0.2","5146068"
"68036","","hawawa","3","97","","1","","","0.2","5146068"
"68037","","vo_apg_0803","21","vo_apg","0","0","","","","5146068"
"68038","0","ほえっ！？　そんなそんな…\nあ、ほんとにないですます！？\nどこいったんでしょ～っ！？","11","130911","1","10","0","1","0","5146068"
"68039","","","91","0","","","","","","5146068"
"68040","","coffee_3_out","3","21","","0","","","0","5146068"
"68041","","anger_idle_sad","3","130911","","1","","","0.2","5146068"
"68042","","sad_idle_noface","3","105811","","1","","","0.2","5146068"
"68043","","sad_idle_peko_in","3","1058","sad_idle_peko_loop","1","0","1","0.2","5146068"
"68044","","vo_apg_0804","21","vo_apg","0","0","","","","5146068"
"68045","0","…………","11","105811","1","10","0","1","0","5146068"
"68046","","","91","0","","","","","","5146068"
"68047","","1","4","106011","","","","","","5146068"
"68048","","1","4","1060","","","","","","5146068"
"68049","","idle_normal_surprise","3","130911","","1","","","0.2","5146068"
"68050","","shock_loop_doteyes","3","106011","","1","","","0.2","5146068"
"68051","","shock_loop_doteyes","3","1060","","1","","","0.2","5146068"
"68052","","peko_bowbowbow_in","3","105811","peko_bowbowbow_loop","0","0","1","0.2","5146068"
"68053","","peko_bowbowbow_in","3","1058","peko_bowbowbow_loop","0","0","1","0.2","5146068"
"68054","","vo_apg_0805","21","vo_apg","0","0","","","","5146068"
"68055","0","すみません～っ！！","11","105811","1","10","0","1","0","5146068"
"68056","","","91","0","","","","","","5146068"
"68057","","anger_talk_shy","3","106011","","1","","","0.2","5146068"
"68058","","anger_talk_shy","3","1060","","1","","","0.2","5146068"
"68059","","vo_apg_0806","21","vo_apg","0","0","","","","5146068"
"68060","0","あんた食べたの！？\n何やってんのよ～！？","11","106011","1","10","0","1","0","5146068"
"68061","","","91","0","","","","","","5146068"
"68062","","anger_idle_shy","3","106011","","1","","","0.2","5146068"
"68063","","anger_idle_shy","3","1060","","1","","","0.2","5146068"
"68064","","tahaha_in","3","105811","tahaha_talk","0","0","1","0.2","5146068"
"68065","","tahaha_in","3","1058","tahaha_talk","0","0","1","0.2","5146068"
"68066","","vo_apg_0807","21","vo_apg","0","0","","","","5146068"
"68067","0","まさかハンドルなんて思わなくって…\n軽食にドーナツを用意して\nいただいてると思って、\nおいしくいただいちゃいましたぁ…","11","105811","1","10","0","1","0","5146068"
"68068","","","91","0","","","","","","5146068"
"68069","","tahaha_idle","3","105811","","1","","","0.2","5146068"
"68070","","tahaha_idle","3","1058","","1","","","0.2","5146068"
