15f94b3fd355432e28ed4564f491b539ff05fa3d09e5b4d6a614c6f6bdfcf7d4,20dbd70fe5c25b4160e8c081ebf9397cfd373520a2c79e2cc71c39e0750b9560,2d0a2eb4ebb9430ec7fe51f07c3ad66621d2f3d9e30df302eb032d4d4e539951,38d4a0b3c8d29b8c9c45a0badc39ded752a4c7278cc45bc2c52310898fa9dd78,869f0d1d335e55e425e2a4285b3a80cd8514a0364a9d710c3d6fa6e354ab206c,e12abbf1f578372c64655591e3cb37077924adb2c2e59b77989d753e017947c4,3384f81c9bd5f54ae6b681751346dc7b37b1fce9c11a761904403caef2bc1242,68b6faa8b0899ab537f1937e519f2d65298495dd1a53d549d797f9c666a45c19,6d80e0dddac4541a8c6f3c6ca34434e72ebf6d8671bda8632102f263df9a2cb1,f3d5754b984a6f31e90939ba26702b5152d172a50a270bbe580b7e566b7270c3,2cce5ea68e0279e091bf6fc006fbde786b71be07e26f8b749221b51f3c15b0b0
"","501090","501","nop_idle_doya","1","","120831","","","0.2","3"
"","501091","501","nop_talk_thinking","1","","120931","","","0.2","3"
"","501092","501","vo_drama_10082001_010","0","","vo_drama_10082001","0","","","21"
"0","501093","501","まるで幼子の成長を見守るようで\nなかなか楽しかったからのう。","5","0.5","120931","1","0","0","11"
"","501094","501","","","","501093","","","","91"
"","501095","501","nop_idle_thinking","1","","120931","","","0.2","3"
"","501096","501","nop_talk_wish3","1","","111931","","","0.2","3"
"","501097","501","vo_drama_10082001_011","0","","vo_drama_10082001","0","","","21"
"0","501098","501","イリヤさま……\nそのお気持ち、とてもよく分かります。","5","0.5","111931","1","0","0","11"
"","501099","501","","","","501098","","","","91"
"","501100","501","nop_idle_wish3","1","","111931","","","0.2","3"
"","501101","501","0","","","120731","","","","4"
"","501102","501","nop_talk_shy","1","","120731","","","0.2","3"
"","501103","501","vo_drama_10082001_012","0","","vo_drama_10082001","0","","","21"
"0","501104","501","コッコロさん……","5","0.5","120731","1","0","0","11"
"","501105","501","","","","501104","","","","91"
"0.2","501106","501","nop_smile2","0","","111831","nop_idle_joy1","","0.2","3"
"0","501107","501","nop_smile2","0","","112031","nop_idle_normal","","0.2","3"
"","501108","501","1","","","1","","","","93"
"","501109","501","nop_idle_shy2","1","","120731","","","0.2","3"
"","501110","501","nop_talk_bitter","1","","112031","","","0.2","3"
"","501111","501","vo_drama_10082001_013","0","","vo_drama_10082001","0","","","21"
"0","501112","501","ほらほら、シェフィも照れてるから。\nそれくらいにしておきなさい。\nなんにせよ、シェフィはよくやったわ。\n胸を張りなさい。","7","0.5","112031","1","0","0","11"
"","501113","501","1","","","6","","","","93"
"0.2","501114","501","nop_talk_doya","0","","112031","nop_talk_doya_loop","1","0.2","3"
"","501115","501","","","","501112","","","","91"
"","501116","501","nop_idle_doya","1","","112031","","","0.2","3"
"","501117","501","1","","","0.5","","","","93"
"","501118","501","nop_talk_joy2","1","","111831","","","0.2","3"
"","501119","501","vo_drama_10082001_014","0","","vo_drama_10082001","0","","","21"
"0","501120","501","はい！\nこの新年会に来てくれたみんなの笑顔は\nシェフィちゃんが作ったんです。\n今年もいっぱい、笑顔を作りましょうね！","6","0.5","111831","1","0","0","11"
"","501121","501","1","","","8","","","","93"
"","501122","501","nop_talk_guts2","0","","111831","nop_talk_guts2_loop","1","0.2","3"
"","501123","501","","","","501120","","","","91"
"","501124","501","nop_idle_guts2","1","","111831","","","0.2","3"
"","501125","501","1","","","120731","","","","4"
"0.2","501126","501","nop_talk_normal","0","","120731","nop_talk_wish","1","0.2","3"
"","501127","501","vo_drama_10082001_015","0","","vo_drama_10082001","0","","","21"
"0","501128","501","ええ。【美食殿】にとっても\nみんなにとっても\n最高の一年にしたいわ。\nだから、今年もよろしくね。","5","1","120731","1","0","0","11"
"","501129","501","1","","","8.5","","","","93"
"0","501130","501","nop_01_shephy_pose","0","","120731","nop_01_shephy_pose_loop","1","0.2","3"
"","501131","501","0","","","2.5","","","","93"
"","501132","501","nop_handclap_long","1","","111831","","","0.2","3"
"","501133","501","nop_talk_wish3","1","","111931","","","0.2","3"
"0","501134","501","nop_talk_doya","0","","112031","nop_talk_doya_loop","1","0.2","3"
"0","501135","501","nop_talk_arm_crossed","0","","120931","nop_talk_arm_crossed_loop","1","0.2","3"
"","501136","501","nop_01_ruka_hello_long","1","","120831","","","0.2","3"
"","501137","501","","","","501128","","","","91"
"","501138","501","0","","","0.5","","","","93"
"","501139","501","0","","","0.5","","","","93"
"0","502001","502","108731","105","nop_idle_joy_normal","1","-150","-255","1.95","1"
"1","502002","502","108831","104","nop_idle_joy1","1","150","-255","1.95","1"
"0","502003","502","108931","101","nop_idle_normal","1","-300","-225","1.95","1"
"","502004","502","0","","","0.5","","","","93"
"","502005","502","vo_drama_10082002_001","0","","vo_drama_10082002","0","","","21"
"0","502006","502","騎士クン、\nあけましておめでとうございます。","7","0.5","108831","1","0","0","11"
"","502007","502","nop_talk_joy3_blink","1","","108831","","","0.2","3"
"","502008","502","1","","","1","","","","93"
"","502009","502","nop_bow","1","","108831","","","0.2","3"
"","502010","502","1","","","2.25","","","","93"
"","502011","502","nop_idle_normal_joy","1","","108831","","","0.2","3"
"","502012","502","","","","502006","","","","91"
"","502013","502","vo_drama_10082002_002","0","","vo_drama_10082002","0","","","21"
"0","502014","502","招待してくれてありがとう！\nみんな楽しそうで素敵な新年会だね！","5","0.5","108731","1","0","0","11"
"","502015","502","nop_talk_joy2","1","","108731","","","0.2","3"
"","502016","502","","","","502014","","","","91"
"","502017","502","nop_idle_joy1","1","","108731","","","0.2","3"
"","502018","502","vo_drama_10082002_003","0","","vo_drama_10082002","0","","","21"
"0","502019","502","ヒヨリの言うとおりだね。\n晴れやかでいて落ち着ける、\nとてもいい雰囲気だ。","6","0.5","108931","1","0","0","11"
"","502020","502","nop_talk_thinking","1","","108931","","","0.2","3"
"","502021","502","","","","502019","","","","91"
"","502022","502","nop_idle_thinking","1","","108931","","","0.2","3"
"","502023","502","vo_drama_10082002_004","0","","vo_drama_10082002","0","","","21"
"0","502024","502","お正月といえば、騎士くんと一緒に\n神殿でガミーと戦ったのを思い出すね。","7","0.5","108731","1","0","0","11"
"","502025","502","nop_talk_joy3_blink2","1","","108731","","","0.2","3"
"","502026","502","1","","","1.5","","","","93"
"","502027","502","nop_talk_joy1_normal","1","","108731","","","0.2","3"
"","502028","502","","","","502024","","","","91"
"","502029","502","nop_idle_joy_normal","1","","108731","","","0.2","3"
"","502030","502","vo_drama_10082002_005","0","","vo_drama_10082002","0","","","21"
"0","502031","502","うん、大変な事件だったね。\nキミの助けがなければ\n解決できなかったはずだ。\n改めて礼を言うよ。","5","0.5","108931","1","0","0","11"
"","502032","502","nop_talk_joy3_blink2","1","","108931","","","0.2","3"
"","502033","502","1","","","8","","","","93"
"","502034","502","nop_talk_joy3_blink","1","","108931","","","0.2","3"
"","502035","502","","","","502031","","","","91"
"","502036","502","nop_idle_thinking","1","","108931","","","0.2","3"
"","502037","502","vo_drama_10082002_006","0","","vo_drama_10082002","0","","","21"
"0","502038","502","あの時の騎士クン、\nとっても頼もしかったな……\nって、ええと、そうじゃなくて！\nそうだ、今年はお年玉、あげられた？","5","0.5","108831","1","0","0","11"
"","502039","502","nop_talk_memory","1","","108831","","","0.2","3"
"","502040","502","1","","","4.75","","","","93"
"","502041","502","nop_talk_anger2","1","","108831","","","0.2","3"
"","502042","502","1","","","3.5","","","","93"
"","502043","502","nop_talk_normal_dere2","1","","108831","","","0.2","3"
"","502044","502","","","","502038","","","","91"
"","502045","502","1","","","0.1","","","","93"
"","502046","502","nop_idle_normal","1","","108831","","","0.2","3"
"","502047","502","vo_drama_10082002_007","0","","vo_drama_10082002","0","","","21"
"0","502048","502","あの頃はコッコロちゃんへの\nお年玉のために頑張ってたんだもんね。\nえ？　今年はシェフィちゃんにも\nあげたんだ～！","6","0.5","108731","1","0","0","11"
"","502049","502","nop_talk_joy3_blink","1","","108731","","","0.2","3"
"","502050","502","1","","","5.5","","","","93"
"","502051","502","nop_look_talk_sad","1","","108731","","","0.2","3"
"","502052","502","1","","","1","","","","93"
"","502053","502","nop_talk_joy2","1","","108731","","","0.2","3"
"","502054","502","","","","502048","","","","91"
"","502055","502","nop_idle_joy1","1","","108731","","","0.2","3"
"","502056","502","vo_drama_10082002_008","0","","vo_drama_10082002","0","","","21"
"0","502057","502","ふふ、きっと喜んでいるはずだよ。\nキミは本当に優しいな。\n今回の冒険もきっとその優しさの\nおかげで乗り越えられたんだろう。","5","0.5","108931","1","0","0","11"
"","502058","502","nop_talk_joy1_normal","1","","108931","","","0.2","3"
"","502059","502","1","","","3.5","","","","93"
"","502060","502","nop_talk_joy3_blink","1","","108931","","","0.2","3"
"","502061","502","1","","","8.5","","","","93"
"","502062","502","nop_talk_arm_crossed","0","","108931","","","0.2","3"
"","502063","502","1","","","1","","","","93"
"","502064","502","nop_idle_arm_crossed","1","","108931","","","0.2","3"
"","502065","502","","","","502057","","","","91"
"","502066","502","vo_drama_10082002_009","0","","vo_drama_10082002","0","","","21"
"0","502067","502","そうそう、聞いたよ！\nこのおせち料理って\n【美食殿】のみんなが作ったんだよね。\nすごく美味しくてびっくりしちゃった！","7","0.5","108731","1","0","0","11"
"","502068","502","nop_talk_joy3_blink","1","","108731","","","0.2","3"
"","502069","502","1","","","6","","","","93"
"","502070","502","nop_talk_joy2","1","","108731","","","0.2","3"
"","502071","502","","","","502067","","","","91"
"","502072","502","nop_idle_joy1","1","","108731","","","0.2","3"
"","502073","502","vo_drama_10082002_010","0","","vo_drama_10082002","0","","","21"
"0","502074","502","うん、とても美味しいね。\nどの料理も丁寧に\n作られているのがわかるよ。\n……どうしたの？　ユイ。","5","0.5","108931","1","0","0","11"
"","502075","502","nop_talk_joy3_blink2","1","","108931","","","0.2","3"
"","502076","502","1","","","7.5","","","","93"
"","502077","502","nop_idle_sad","1","","108831","","","0.2","3"
"0","502078","502","1","1.5","0","108831","1","0","0","12"
"","502079","502","nop_talk_worry","1","","108931","","","0.2","3"
"","502080","502","nop_idle_normal_suprise1","1","","108731","","","0.2","3"
"","502081","502","","","","502074","","","","91"
"","502082","502","","","","502078","","","","91"
"","502083","502","nop_idle_worry","1","","108931","","","0.2","3"
"","502084","502","vo_drama_10082002_011","0","","vo_drama_10082002","0","","","21"
"0","502085","502","うう～……\nほどほどにしておこうと思ったのに、\n美味しくてつい……\n食べ過ぎちゃったらどうしよう。","5","0.5","108831","1","0","0","11"
"","502086","502","nop_talk_joy1_sad","1","","108831","","","0.2","3"
"","502087","502","1","","","7","","","","93"
"","502088","502","nop_talk_sad3","1","","108831","","","0.2","3"
"","502089","502","","","","502085","","","","91"
"","502090","502","nop_idle_sad3","1","","108831","","","0.2","3"
"","502091","502","vo_drama_10082002_012","0","","vo_drama_10082002","0","","","21"
"0","502092","502","あとで身体を動かせば大丈夫！\n今度みんなで冒険に行こうよ。\n騎士くんも一緒にね♪","6","0.5","108731","1","0","0","11"
"","502093","502","nop_talk_joy2","1","","108731","","","0.2","3"
"","502094","502","1","","","6","","","","93"
"0.2","502095","502","nop_talk_guts5","0","","108731","nop_idle_guts5","1","0.2","3"
"","502096","502","","","","502092","","","","91"
"","502097","502","nop_idle_guts5","1","","108731","","","0.2","3"
"","502098","502","vo_drama_10082002_013","0","","vo_drama_10082002","0","","","21"
"0","502099","502","それは名案だ。\n年明けからさっそく\n今年の楽しみができたよ。","6","0.5","108931","1","0","0","11"
"","502100","502","nop_talk_arm_crossed","0","","108931","","","0.2","3"
"","502101","502","1","","","1","","","","93"
"","502102","502","nop_talk_arm_crossed_loop","0","","108931","","","0.2","3"
"","502103","502","1","","","1","","","","93"
"","502104","502","nop_talk_normal","1","","108931","","","0.2","3"
"","502105","502","","","","502099","","","","91"
"","502106","502","nop_idle_normal","1","","108931","","","0.2","3"
"","502107","502","vo_drama_10082002_014","0","","vo_drama_10082002","0","","","21"
"0","502108","502","えへへ、\nいっぱい食べて元気になって、\n最高の一年にしなくちゃね！","5","0.5","108731","1","0","0","11"
"","502109","502","nop_talk_joy2","1","","108731","","","0.2","3"
"","502110","502","","","","502108","","","","91"
"","502111","502","nop_idle_joy_normal","1","","108731","","","0.2","3"
"","502112","502","vo_drama_10082002_015","0","","vo_drama_10082002","0","","","21"
"0","502113","502","ふふ、そうだね。\n騎士クン、\n今年もよろしくお願いします……♪","6","0.5","108831","1","0","0","11"
"","502114","502","nop_talk_joy1_normal","1","","108831","","","0.2","3"
"","502115","502","1","","","2","","","","93"
"","502116","502","nop_look_talk_wish","1","","108831","","","0.2","3"
"","502117","502","1","","","1","","","","93"
"0.2","502118","502","nop_bow","0","","108831","nop_idle_joy1","1","0.2","3"
"","502119","502","1","","","0.2","","","","93"
"0.2","502120","502","nop_bow","0","","108731","nop_idle_joy2","1","0.2","3"
"0.2","502121","502","nop_bow","0","","108931","nop_idle_joy1","1","0.2","3"
"","502122","502","1","","","3","","","","93"
"","502123","502","","","","502113","","","","91"
"","502124","502","0","","","0.5","","","","93"
"1","503001","503","102011","104","nop_idle_joy2","1","1000","-300","1.95","1"
"1","503002","503","100411","105","nop_idle_normal","1","1000","-270","1.95","1"
"1","503003","503","103631","101","nop_idle_normal","1","1000","-235","1.95","1"
"0","503004","503","1","106","NoItem_idle","1","-275","-255","1.95","5"
"","503005","503","11","-215","","1","-105","1","0","31"
"","503006","503","0","","","0","","","","93"
"","503007","503","nop_run","1","","100411","","","0.2","3"
"","503008","503","-275","-255","","100411","5","","","2"
"","503009","503","","","","0.5","","","","93"
"","503010","503","nop_run","1","","102011","","","0.2","3"
"","503011","503","-140","-230","","102011","5","","","2"
"","503012","503","","","","1","","","","93"
"","503013","503","nop_run","1","","103631","","","0.2","3"
"","503014","503","150","-235","","103631","4.5","","","2"
"","503015","503","","","","3.4","","","","93"
"","503016","503","0","","","100411","","","","4"
"","503017","503","nop_idle_normal","1","","100411","","","0.2","3"
"","503018","503","","","","0.1","","","","93"
"0.2","503019","503","nop_03_misogi_hello_long","0","","100411","nop_idle_joy1","1","0.2","3"
"","503020","503","4","0","","100411","","","","12"
"","503021","503","","","","0.4","","","","93"
"","503022","503","0","","","102011","","","","4"
"","503023","503","nop_idle_normal","1","","102011","","","0.2","3"
"","503024","503","","","","0.1","","","","93"
"0.2","503025","503","nop_03_mimi_swing","0","","102011","nop_idle_joy1","1","0.2","3"
"","503026","503","4","0","","102011","","","","12"
"","503027","503","","","","0.5","","","","93"
"0","503028","503","nop_03_kyoka_talk_doya","0","","103631","nop_03_kyoka_idle_doya","1","0.2","3"
"","503029","503","4","0","","103631","","","-40","12"
"","503030","503","0","","","1.5","","","","93"
"","503031","503","nop_talk_joy2","1","","102011","","","0.2","3"
"","503032","503","vo_drama_10082003_001","0","","vo_drama_10082003","0","","","21"
"0","503033","503","あ、おにいちゃん！\nよかった、見つけた～！\n会場が広くて、\n迷子になっちゃいそうだよ～","5","0.5","102011","1","0","0","11"
"","503034","503","","","","503033","","","","91"
"","503035","503","nop_idle_joy1","1","","102011","","","0.2","3"
"","503036","503","vo_drama_10082003_002","0","","vo_drama_10082003","0","","","21"
"0","503037","503","えっへっへ、にいちゃん、\nあけましておめでとー\nはいこれ、お年玉……なーんてね！\n驚いた？　驚いた？","6","1","100411","1","0","0","11"
"","503038","503","nop_talk_joy2","1","","100411","","","0.2","3"
"","503039","503","1","","","4","","","","93"
"0","503040","503","nop_03_misogi_trick_in","0","","1","nop_03_misogi_trick_loop","1","0.2","3"
"0","503041","503","nop_03_misogi_trick_in","0","","100411","nop_03_misogi_trick_loop","1","0.2","3"
"","503042","503","1","","","2","","","","93"
"","503043","503","1","","","11","","","","32"
"0.2","503044","503","nop_03_misogi_trick_out","0","","1","NoItem_idle","1","0.2","3"
"0.2","503045","503","nop_03_misogi_trick_out","0","","100411","nop_talk_joy2","1","0.2","3"
"","503046","503","1","","","0.1","","","","93"
"","503047","503","1","","","102011","","","","4"
"0","503048","503","nop_03_mimi_surprise","0","","102011","nop_03_mimi_surprise_loop","1","0.2","3"
"0","503049","503","nop_03_kyoka_surprise","0","","103631","nop_03_kyoka_surprise_loop","1","0.2","3"
"","503050","503","","","","503037","","","","91"
"","503051","503","nop_idle_joy2","1","","100411","","","0.2","3"
"","503052","503","vo_drama_10082003_003","0","","vo_drama_10082003","0","","","21"
"0","503053","503","もう、ミソギってば！\nいきなりイタズラしちゃダメでしょ。\nあなたもしっかりしてください。","8","0.5","103631","1","0","0","11"
"","503054","503","nop_talk_anger","1","","103631","","","0.2","3"
"","503055","503","1","","","4","","","","93"
"0","503056","503","nop_talk_arm_crossed_anger","0","","103631","nop_talk_arm_crossed_loop_anger","1","0.2","3"
"","503057","503","","","","503053","","","","91"
"","503058","503","nop_idle_normal","1","","100411","","","0.2","3"
"","503059","503","nop_idle_arm_crossed_anger","1","","103631","","","0.2","3"
"","503060","503","0","","","102011","","","","4"
"","503061","503","vo_drama_10082003_004","0","","vo_drama_10082003","0","","","21"
"0","503062","503","ねえねえ見て見て！\nおいしそうなお料理が\nいーっぱいだよ！","5","0.5","102011","1","0","0","11"
"","503063","503","nop_talk_surprise_kira","1","","102011","","","0.2","3"
"","503064","503","1","","","4","","","","93"
"0","503065","503","nop_surprise","0","","103631","nop_idle_surprise1","1","0.2","3"
"","503066","503","","","","503062","","","","91"
"","503067","503","nop_idle_surprise_kira","1","","102011","","","0.2","3"
"","503068","503","vo_drama_10082003_005","0","","vo_drama_10082003","0","","","21"
"0","503069","503","じー……\nよかったぁ。おせち料理には\nピーマンは入ってなさそう……","6","0.5","103631","1","0","0","11"
"","503070","503","nop_talk_jitome","1","","103631","","","0.2","3"
"","503071","503","1","","","1.5","","","","93"
"","503072","503","nop_talk_sad3","1","","103631","","","0.2","3"
"","503073","503","","","","503069","","","","91"
"","503074","503","nop_idle_sad3","1","","103631","","","0.2","3"
"","503075","503","nop_idle_joy1","1","","102011","","","0.2","3"
"","503076","503","vo_drama_10082003_006","0","","vo_drama_10082003","0","","","21"
"0","503077","503","あはは！\n今の聞いた？　にいちゃん！\nキョウカはピーマン苦手だもんねー？","7","0","100411","1","0","0","11"
"","503078","503","nop_talk_joy2","1","","100411","","","0.2","3"
"","503079","503","","","","503077","","","","91"
"","503080","503","nop_idle_normal","1","","100411","","","0.2","3"
"","503081","503","vo_drama_10082003_007","0","","vo_drama_10082003","0","","","21"
"0","503082","503","ち、違います！苦くて嫌いだから\nとかじゃないですからね！\nおせち料理にはどんなものが入ってるか\n調べてただけですから！","6","0","103631","1","0","0","11"
"","503083","503","nop_talk_anger2","1","","103631","","","0.2","3"
"","503084","503","","","","503082","","","","91"
"","503085","503","nop_idle_sad","1","","103631","","","0.2","3"
"","503086","503","vo_drama_10082003_008","0","","vo_drama_10082003","0","","","21"
"0","503087","503","お料理だけじゃなくて\n人もいっぱいだね。\n全部おにいちゃんのお友達だなんて\nすごいなあ。","5","0.5","102011","1","0","0","11"
"","503088","503","nop_talk_surprise1","1","","102011","","","0.2","3"
"","503089","503","1","","","4","","","","93"
"","503090","503","nop_talk_normal","1","","102011","","","0.2","3"
"","503091","503","","","","503087","","","","91"
"","503092","503","nop_idle_normal","1","","102011","","","0.2","3"
"","503093","503","vo_drama_10082003_009","0","","vo_drama_10082003","0","","","21"
"0","503094","503","こんなに人がいると\nなんだかギルドレースのときを\n思い出しちゃうね！","7","0.5","100411","1","0","0","11"
"","503095","503","nop_talk_thinking","1","","100411","","","0.2","3"
"","503096","503","","","","503094","","","","91"
"","503097","503","nop_idle_thinking","1","","100411","","","0.2","3"
"","503098","503","nop_idle_thinking","1","","103631","","","0.2","3"
"","503099","503","vo_drama_10082003_010","0","","vo_drama_10082003","0","","","21"
"0","503100","503","うん！\nクルミちゃんも一緒で楽しかったなあ。\nまたみんなで一緒にかけっこしたいね♪","6","0.5","102011","1","0","0","11"
"","503101","503","nop_talk_wish","1","","102011","","","0.2","3"
"","503102","503","1","","","4","","","","93"
"","503103","503","nop_talk_joy2","1","","102011","","","0.2","3"
"","503104","503","","","","503100","","","","91"
"","503105","503","nop_idle_joy1","1","","102011","","","0.2","3"
"","503106","503","vo_drama_10082003_011","0","","vo_drama_10082003","0","","","21"
"0","503107","503","もし次回があったら負けませんからね！\n私たち【リトルリリカル】は\nどんどん成長してるんですから！","7","0.5","103631","1","0","0","11"
"0.2","503108","503","nop_talk_guts2","0","","103631","nop_talk_guts2_loop","1","0.2","3"
"","503109","503","1","","","5.5","","","","93"
"0.2","503110","503","nop_03_kyoka_talk_doya","0","","103631","nop_03_kyoka_talk_doya_loop","1","0.2","3"
"","503111","503","","","","503107","","","","91"
"","503112","503","nop_03_kyoka_idle_doya","1","","103631","","","0.2","3"
"","503113","503","vo_drama_10082003_012","0","","vo_drama_10082003","0","","","21"
"0","503114","503","ミソギは今年もすーっごい\nイタズラ考えておくから\n楽しみにしててね、にいちゃん！","7","0.5","100411","1","0","0","11"
"","503115","503","nop_talk_joy2","1","","100411","","","0.2","3"
"","503116","503","","","","503114","","","","91"
"","503117","503","nop_idle_joy2","1","","100411","","","0.2","3"
"","503118","503","vo_drama_10082003_013","0","","vo_drama_10082003","0","","","21"
"0","503119","503","もう、ミソギってば！\nイタズラばっかりしてちゃ\nだめなんだからね！","8","0.5","103631","1","0","0","11"
"","503120","503","nop_talk_anger","1","","103631","","","0.2","3"
"","503121","503","","","","503119","","","","91"
"","503122","503","nop_idle_anger","1","","103631","","","0.2","3"
"","503123","503","vo_drama_10082003_014","0","","vo_drama_10082003","0","","","21"
"0","503124","503","おにいちゃん！\n今年もミミたち【リトルリリカル】と\nいーっぱい遊んでね！","6","0","102011","1","0","0","11"
"","503125","503","nop_talk_joy1","1","","102011","","","0.2","3"
"","503126","503","","","","503124","","","","91"
"0.2","503127","503","nop_03_cmn_eieio","0","","102011","nop_03_cmn_eieio_loop","1","0.2","3"
"","503128","503","","","","0.1","","","","93"
"0.2","503129","503","nop_03_cmn_eieio","0","","103631","nop_03_cmn_eieio_loop","1","0.2","3"
"","503130","503","","","","0.1","","","","93"
"0.2","503131","503","nop_03_cmn_eieio","0","","100411","nop_03_cmn_eieio_loop","1","0.2","3"
"","503132","503","0","","","1.3","","","","93"
"0","504001","504","101231","101","nop_idle_normal","1","-150","-225","1.95","1"
"1","504002","504","104011","104","nop_idle_normal","1","150","-255","1.95","1"
"0","504003","504","101511","105","nop_idle_normal","1","-300","-255","1.95","1"
"","504004","504","0","","","0.5","","","","93"
"","504005","504","vo_drama_10082004_001","0","","vo_drama_10082004","0","","","21"
"0","504006","504","あけましておめでとうございます。\n元気なみんなに会えて、\n先生とってもうれしいわ。","8","0.5","101511","1","0","0","11"
"0.2","504007","504","nop_bow","0","","101511","nop_talk_joy3","1","0.2","3"
"0.2","504008","504","nop_bow","0","","101231","nop_idle_normal","1","0.2","3"
"0.2","504009","504","nop_bow","0","","104011","nop_idle_normal","1","0.2","3"
"","504010","504","","","","504006","","","","91"
"","504011","504","nop_idle_normal","1","","101511","","","0.2","3"
"","504012","504","vo_drama_10082004_002","0","","vo_drama_10082004","0","","","21"
"0","504013","504","招待してくれてありがと～！\nシオリンも喜んでたよ！","8","0.5","101231","1","0","0","11"
"0.2","504014","504","nop_look_smile","0","","101231","nop_talk_joy1","1","0.2","3"
"","504015","504","","","","504013","","","","91"
"","504016","504","nop_idle_normal","1","","101231","","","0.2","3"
"","504017","504","vo_drama_10082004_003","0","","vo_drama_10082004","0","","","21"
"0","504018","504","ひええええ！\nこんなにたくさん人が……！\nこんなめでたい場所に私のような\nぼっちがいてもいいんでしょうか？","8","0.5","104011","1","0","0","11"
"0","504019","504","nop_shock_in","0","","104011","nop_shock_loop","1","0.2","3"
"","504020","504","1","","","3","","","","93"
"","504021","504","nop_04_aoi_tohoho","1","","104011","","","0.2","3"
"","504022","504","","","","504018","","","","91"
"","504023","504","vo_drama_10082004_004","0","","vo_drama_10082004","0","","","21"
"0","504024","504","いいに決まってるよー\nそれに、この会場にも\nアオイちゃんのお友達、\nたくさんいるんじゃないかな？","8","0.5","101231","1","0","0","11"
"0","504025","504","nop_talk_guts2","0","","101231","nop_talk_guts2_loop","1","0.2","3"
"","504026","504","1","","","1.8","","","","93"
"","504027","504","nop_talk_joy1","1","","101231","","","0.2","3"
"","504028","504","","","","504024","","","","91"
"","504029","504","nop_idle_normal","1","","101231","","","0.2","3"
"","504030","504","vo_drama_10082004_005","0","","vo_drama_10082004","0","","","21"
"0","504031","504","そ、そそそ、そんな、\nトトトトト、トモダチだなんてぇ！\n恐れ多くてとても言えませええん！","8","0.5","104011","1","0","0","11"
"","504032","504","nop_04_aoi_panic","1","","104011","","","0.2","3"
"","504033","504","1","","","4.4","","","","93"
"","504034","504","nop_talk_tsun_pain","1","","104011","","","0.2","3"
"","504035","504","nop_idle_bitter","1","","101511","","","0.2","3"
"","504036","504","nop_idle_bitter","1","","101231","","","0.2","3"
"","504037","504","","","","504031","","","","91"
"","504038","504","vo_drama_10082004_006","0","","vo_drama_10082004","0","","","21"
"0","504039","504","でも、仲良しさんなんでしょう？\nそうだ、よかったら\n先生も紹介してもらえるかしら？","8","0.5","101511","1","0","0","11"
"","504040","504","nop_talk_normal","1","","101511","","","0.2","3"
"","504041","504","1","","","2.4","","","","93"
"","504042","504","nop_talk_wish_joy","1","","101511","","","0.2","3"
"","504043","504","","","","504039","","","","91"
"","504044","504","vo_drama_10082004_007","0","","vo_drama_10082004","0","","","21"
"0","504045","504","あ！　私も私もー！\nそうだ！\nシオリンのことも紹介してあげるね☆","8","0.5","101231","1","0","0","11"
"0.2","504046","504","nop_04_hatsune_swing","0","","101231","nop_idle_normal","1","0.2","3"
"","504047","504","1","","","3","","","","93"
"","504048","504","nop_04_hatsune_kiran","0","","101231","","","0.2","3"
"","504049","504","","","","504045","","","","91"
"","504050","504","nop_idle_normal","1","","101231","","","0.2","3"
"","504051","504","vo_drama_10082004_008","0","","vo_drama_10082004","0","","","21"
"0","504052","504","はうあっ！\nお二人ともリア充オーラで輝いて\nまぶしいですっ！","8","0.5","104011","1","0","0","11"
"0","504053","504","nop_04_aoi_haua_in","0","","104011","nop_04_aoi_haua_loop","1","0.2","3"
"","504054","504","1","","","3","","","","93"
"","504055","504","nop_talk_joy3_blink","1","","101511","","","0.2","3"
"","504056","504","nop_idle_surprise1","1","","101231","","","0.2","3"
"","504057","504","","","","504052","","","","91"
"","504058","504","0","","","0.5","","","","93"
"1","505001","505","103111","103","nop_05_shinobu_idle_normal","1","-150","-250","1.95","1"
"1","505002","505","102211","101","nop_idle_sad","1","150","-230","1.95","1"
"0","505003","505","100711","101","nop_05_miyako_idle_joy1","1","-360","-240","1.95","1"
"1","505004","505","100611","105","nop_idle_joy1","1","275","-260","1.95","1"
"1","505005","505","2051","102","nop_skull_idle","1","-50","-225","1.95","5"
"","505006","505","0","","","0.5","","","","93"
"","505007","505","vo_drama_10082005_001","0","","vo_drama_10082005","0","","","21"
"0","505008","505","あけましてプリンなの～！\nプリン、プリン！　プリンを持ってくるの！","6","0.5","100711","1","0","0","11"
"","505009","505","nop_05_miyako_talk_joy2","1","","100711","","","0.2","3"
"","505010","505","","","","505008","","","","91"
"","505011","505","nop_05_miyako_idle_joy2","1","","100711","","","0.2","3"
"","505012","505","vo_drama_10082005_002","0","","vo_drama_10082005","0","","","21"
"0","505013","505","ミヤコさん、クリスマスにたくさん\n食べたじゃありませんか……","6","0.5","103111","1","0","0","11"
"","505014","505","nop_05_shinobu_talk_worry","1","","103111","","","0.2","3"
"","505015","505","","","","505013","","","","91"
"","505016","505","nop_05_shinobu_idle_worry","1","","103111","","","0.2","3"
"","505017","505","vo_drama_10082005_003","0","","vo_drama_10082005","0","","","21"
