fbabf66a38bba27283ba5bab31df191b25505039b1801804feedafda0b09da35,b5ef9377d9e0c2538903c4257ac233e95236416fe912a2c017870a27391afdca,1d20bcf5a7ff3261242ac997e1dd79f087c15fb41f411fa96c3a47051fc31bee,d44085fded7e37d638974e67d4607d17fe7c7f7634e81cb473fa3ba0362b0ce3,1e9cef8a1283946c350c0b07d1cfc295b1ea87821e1b7cfe34ae2bd05ed32073,2a2e1dd2f92140ff5306bcd413c39a103cc0ea540fb46bbbddd616f2f3f991e5,4eedb6198f8ff760efb62866273c74fd56501a39f533565c96d56b847d16bb4b,76dc32904c7a75a9ad45f312995c7e7c2150343502991660562f71d42568f6a9,41c344c0bbf21045458b3f4621983a1cc5c34abd5c69dcf44c9d8b0dc69821b1,f089cbec40ce3e909e568bf8b86e188dd97afcb89e6e600860c806b62e110988
"天王","0","0","2530005","0","0","1","天命","天心","天元"
"はんぺん","0","0","2530006","0","0","1","ねりもの","ちくわぶ","かまぼこ"
"クレーンブラッド","0","0","2530009","0","0","1","ストークブラッド","カナリーブラッド","ピジョンブラッド"
"テールノート","0","0","2530010","0","0","1","イニシャルノート","ボトムノート","トップノート"
"ブレーン","0","0","2530012","0","0","1","ハレーン","クレーン","トレーン"
"お刺身","0","0","2530013","0","0","1","お漬物","ご飯","お吸い物"
"ツァイガルニク効果","0","0","2530014","0","0","1","バーナム効果","ダニング＝クルーガー効果","ピグマリオン効果"
"PK値","0","0","2530016","0","0","1","PS値","PQ値","PA値"
"インフォームド・リタイア","0","0","2530018","0","0","1","インフォームド・クライアント","インフォームド・ラチェット","インフォームド・コンセント"
"湯の草","0","0","2530020","0","0","1","湯の実","湯の茎","湯の花"
"トランク","0","0","2530021","0","0","1","ワイパー","ハンドル","ボンネット"
"6九","0","0","2530022","0","0","1","4九","7九","5九"
"324","0","0","2530023","0","0","1","289","256","361"
"52枚","0","0","2530024","0","0","1","72枚","108枚","48枚"
"1月","0","0","2530025","0","0","1","9月","5月","11月"
"鼻","0","0","2530028","0","0","1","耳","目","舌"
"青口","0","0","2530030","0","0","1","黒口","白口","赤口"
"鮪尺","0","0","2530032","0","0","1","鱒尺","鯵尺","鯨尺"
"パタンナー","0","0","2530033","0","0","1","サマナー","ガンナー","ランナー"
"欄間","0","0","2530034","0","0","1","三和土","上棟","長押"
"ブリリアントカット","0","0","2530035","0","0","1","オーバルカット","マーキーズカット","トリリアントカット"
"赤一色","0","0","2530036","0","0","1","白一色","黒一色","緑一色"
"はり","0","0","2530037","0","0","1","かり","しき","けた"
"エメラルド","0","0","2530039","0","0","1","オパール","タンザナイト","ダイヤモンド"
"五全","0","0","2530041","0","0","1","五星","五花","五光"
"歯槽膿漏","0","0","2530042","0","0","1","歯肉炎","口内炎","虫歯"
"倒木","0","0","2530043","0","0","1","片棒","枕木","撞木"
"臨書","0","0","2530044","0","0","1","己運","草書","自運"
"熊","0","0","2530046","0","0","1","態","羆","能"
"ppp","0","0","2530047","0","0","1","amp","pmp","ppm"
"タルト","0","0","2530048","0","0","1","ガム","ワッフル","ウェハー"
"C3","0","0","2530049","0","0","1","C5","C2","C4"
"66","0","0","2530050","0","0","1","99","77","88"
"36","0","0","2530052","0","0","1","88","56","52"
"メゾバス","0","0","2530053","0","0","1","アルト","メゾテノール","バリトン"
"羽織","0","0","2530054","0","0","1","手ぬぐい","座布団","扇子"
"チップイン","0","0","2530056","0","0","1","ゴーイン","スローイン","タックイン"
"100人","0","0","2530058","0","0","1","20人","3人","10人"
"アレキサンダー暗号","0","0","2530059","0","0","1","ミモザ暗号","カール暗号","シーザー暗号"
"モルモット","0","0","2530060","0","0","1","ベルモット","ペリドット","ベルベット"
"パンプス","0","0","2530061","0","0","1","ブーティー","ミュール","ウェッジソール"
"朝になって","0","0","2531001","0","0","1","朝がまた来て","朝が来て","朝に変わって"
"光","0","0","2531002","0","0","1","太陽","おひさま","陽射し"
"ラフレシアマンドラゴラ","0","0","2531003","0","0","1","ドリルモール","エルダークラウド","ラットン"
"セオリー","0","0","2531004","0","0","1","ミスティ","スパイラル","クリティカル"
"ポーチ","0","0","2531005","0","0","1","アクリルスタンド","ラバーストラップ","マグカップ"
"パック","0","0","2610002","0","0","1","ラック","キック","ノック"
"ペサパッロ","0","0","2610003","0","0","1","フィーエルヤッペン","ハイアライ","クリケット"
"ギャラリー","0","0","2610004","0","0","1","キャンパス","キャラメル","キャディー"
"警備員","0","0","2610005","0","0","1","球拾い","審判","地面の整備"
"ハズレ","0","0","2610007","0","0","1","ガブリ","ツカミ","アタリ"
"魚影","0","0","2610008","0","0","1","魚尾","魚群","魚拓"
"ツバメ","0","0","2610009","0","0","1","スズメ","カラス","ハト"
"バック","0","0","2610010","0","0","1","ヒット","フロント","ホーム"
"5カウント","0","0","2610012","0","0","1","10カウント","7カウント","3カウント"
"扇子","0","0","2610013","0","0","1","笛","拍子木","軍配"
"9人","0","0","2610015","0","0","1","3人","5人","11人"
"ヒット","0","0","2610016","0","0","1","ビンゴ","パンチ","アウト"
"アレー","0","0","2610017","0","0","1","マレー","カレー","ボレー"
"11人","0","0","2610018","0","0","1","3人","9人","5人"
"ブレイクタイム","0","0","2610019","0","0","1","レスト","小休止","タイムアウト"
"バスケットボール","0","0","2610021","0","0","1","野球","バレーボール","サッカー"
"ボートレース","0","0","2610023","0","0","1","ボブスレー","アイスホッケー","カーリング"
"ラグビー","0","0","2610025","0","0","1","バスケットボール","サッカー","アメリカンフットボール"
"ブランコ","0","0","2610027","0","0","1","ジャングルジム","シーソー","鉄棒"
"からす跳び","0","0","2610029","0","0","1","わし跳び","とんび跳び","はやぶさ跳び"
"剣道","0","0","2610030","0","0","1","アマチュアレスリング","ボクシング","柔道"
"ブリッジ","0","0","2610032","0","0","1","ビルディング","ダム","トンネル"
"試合に臨む","0","0","2610033","0","0","1","ちゃんこがおいしい","両者の実力が近い","勝負に負ける"
"ゴルフ","0","0","2610034","0","0","1","バスケットボール","サッカー","野球"
"アルミホイルタイム","0","0","2610035","0","0","1","エプロンタイム","テーブルクロスタイム","ラップタイム"
"2位","0","0","2610036","0","0","1","1位","4位","3位"
"バタフライ","0","0","2610037","0","0","1","平泳ぎ","クロール","背泳ぎ"
"サッカー","0","0","2610039","0","0","1","バレーボール","バスケットボール","ゴルフ"
"一塁手","0","0","2610040","0","0","1","三塁手","二塁手","本塁手"
"バンカー","0","0","2610041","0","0","1","アウト","ファウル","ガター"
"リットル","0","0","2610042","0","0","1","コッヘル","マッスル","ピッケル"
"投手","0","0","2610043","0","0","1","外野手","内野手","捕手"
"ハチ","0","0","2610044","0","0","1","ジュー","ナナ","キュー"
"スライ","0","0","2610046","0","0","1","オーライ","フライ","トライ"
"サービスショット","0","0","2610047","0","0","1","サービスボール","サービスアタック","サービスエース"
"胴","0","0","2610048","0","0","1","頭突き","小手","面"
"コップ","0","0","2610050","0","0","1","バケツ","タオル","たすき"
"ポーク","0","0","2610051","0","0","1","オベリスク","ポスト","ポール"
"ミスターストップ","0","0","2610052","0","0","1","ワンストップ","バスストップ","ドクターストップ"
"レッド","0","0","2610053","0","0","1","ブラウン","ブルー","グリーン"
"オフサイド","0","0","2610054","0","0","1","コーナーキック","レッドカード","ノーサイド"
"スパイク","0","0","2610055","0","0","1","ブロック","アタック","レシーブ"
"バスケットボール","0","0","2610057","0","0","1","テニス","卓球","野球"
"シングルドリブル","0","0","2610058","0","0","1","ゼロドリブル","トリプルドリブル","ダブルドリブル"
"ソフトボール","0","0","2610059","0","0","1","サッカー","バスケットボール","ラグビー"
"リマ（シンデレラ）","0","0","2611001","0","0","1","ユイ（ニューイヤー）","タマキ（作業服）","ツムギ（サマー）"
"イオ（ノワール）","0","0","2611002","0","0","1","クウカ（ノワール）","カスミ（マジカル）","シオリ（マジカル）"
"スピード","0","0","2611003","0","0","1","ガッツ","スタミナ","パワー"
"ジェネラルホーン","0","0","2611004","0","0","1","マダムエレクトラ","アンチビースト","エルダータイラント"
"スキル1","0","0","2611005","0","0","1","EXスキル","位置付け","ユニオンバースト"
"1本","0","0","2620002","0","0","1","4本","2本","3本"
"スペシャルジャンプ","0","0","2620003","0","0","1","ハイパーモーグル","ウルトラ滑降","スーパー大回転"
"ツルツルしている","0","0","2620005","0","0","1","ネバネバしている","トゲトゲしている","デコボコしている"
"7球","0","0","2620006","0","0","1","4球","6球","5球"
"ビリヤード","0","0","2620007","0","0","1","卓球","ダーツ","ボウリング"
"リスト","0","0","2620008","0","0","1","マスト","ラスト","ピスト"
"マッチロール","0","0","2620010","0","0","1","スプロール","スチロール","ベリーロール"
"10秒","0","0","2620011","0","0","1","60秒","5秒","20秒"
"平泳ぎ","0","0","2620012","0","0","1","バタフライ","背泳ぎ","自由形"
"205センチ","0","0","2620013","0","0","1","355センチ","255センチ","305センチ"
"2枚","0","0","2620014","0","0","1","6枚","3枚","4枚"
"10個","0","0","2620015","0","0","1","6個","7個","8個"
"リベロ","0","0","2620016","0","0","1","ウイング","スイーパー","ボランチ"
"15分","0","0","2620017","0","0","1","45分","30分","20分"
"親指","0","0","2620018","0","0","1","手の甲","小指","手のひら"
"あじ折り","0","0","2620022","0","0","1","まぐろ折り","さけ折り","さば折り"
"選択権確定","0","0","2620024","0","0","1","契約権確定","指名権確定","交渉権確定"
"ボーリング","0","0","2620025","0","0","1","スパッタリング","イカリング","カーリング"
"クローズ戦","0","0","2620026","0","0","1","オールスター戦","イベント戦","オープン戦"
"タッチアウト","0","0","2620028","0","0","1","タッチラップ","タッチラン","タッチアップ"
"4番打者","0","0","2620029","0","0","1","捕手","1番打者","先発投手"
"20回","0","0","2620030","0","0","1","23回","22回","21回"
"ポロ","0","0","2620031","0","0","1","クリケット","ラクロス","アイスホッケー"
"サークル","0","0","2620032","0","0","1","お湯","ブリッジ","アーチ"
"バーディ","0","0","2620033","0","0","1","ダブルボギー","ボギー","イーグル"
"リフティング","0","0","2620034","0","0","1","ピーリング","ラフティング","パドリング"
"12点","0","0","2620035","0","0","1","6点","8点","9点"
"30台","0","0","2620036","0","0","1","110台","50台","10台"
"0個","0","0","2620038","0","0","1","2個","1個","決まっていない"
"肩たたき","0","0","2620040","0","0","1","肩ぐるま","肩落とし","肩すかし"
"ダメージボックス","0","0","2620041","0","0","1","フェイスオフボックス","ファールボックス","ペナルティボックス"
"闘牛","0","0","2620042","0","0","1","マタドール","サンボ","ロデオ"
"スクリーン","0","0","2620044","0","0","1","インターセプト","スティール","リバウンド"
"オープンショット","0","0","2620045","0","0","1","タイガーショット","スナップショット","ブレイクショット"
"ストリップ","0","0","2620046","0","0","1","スープレックス","スリップオン","スプリット"
"棒高跳","0","0","2620048","0","0","1","走高跳","三段跳","走幅跳"
"中距離走","0","0","2620049","0","0","1","駅伝","長距離走","短距離走"
"ダンス","0","0","2620050","0","0","1","ディスコ","ワルツ","スキップ"
"綾跳び","0","0","2620051","0","0","1","駆け足跳び","二重跳び","交差跳び"
"421.95km","0","0","2620054","0","0","1","4.2195km","4219.5km","42.195km"
"ホームラン","0","0","2620057","0","0","1","フライ","バント","ファール"
"最優秀ゴルファー","0","0","2620058","0","0","1","バンカー","池ポチャ","ホールインワン"
"ダメ元技","0","0","2620059","0","0","1","逆転技","一か八か技","捨て身技"
"チャレンジマッチ","0","0","2620060","0","0","1","リハーサルマッチ","プレマッチ","テストマッチ"
"ダーツ","0","0","2620061","0","0","1","卓球","ボウリング","ビリヤード"
"しりとり","0","0","2621001","0","0","1","なぞなぞ","じゃんけん","ラップバトル"
"オーバーレイ","0","0","2621002","0","0","1","エレベーション","デストラクション","インジェクション"
"ネプテリオン","0","0","2621003","0","0","1","テンタパス","島クジラ","グレートトゥンヌス"
"ナンバーズアヴァロン","0","0","2621004","0","0","1","デュアリティアヴァロン","ブルートゥスアヴァロン","アルティマスアヴァロン"
"超全力全開☆プリンセスストライク","0","0","2621005","0","0","1","オーロラ・サンクチュアリ","アビスエンドバースト","ディバインレイン"
"ファウル","0","0","2630001","0","0","1","アウト","本塁打","二塁打"
"80センチメートル","0","0","2630002","0","0","1","100センチメートル","90センチメートル","70センチメートル"
"ムシャ","0","0","2630004","0","0","1","シシャ","バシャ","ラシャ"
"アッパー","0","0","2630006","0","0","1","テンプル","キドニー","クリンチ"
"足の動きを際立たせるため","0","0","2630007","0","0","1","安く作れるため","気合が入るため","盗まれないように"
"外魚","0","0","2630008","0","0","1","狙外","本命外","外道"
"やがけ","0","0","2630009","0","0","1","むがけ","よがけ","ゆがけ"
"エラシコ","0","0","2630010","0","0","1","シャペウ","ティキタカ","ラボーナ"
"青","0","0","2630011","0","0","1","黒","赤","黄"
"15階級","0","0","2630012","0","0","1","18階級","16階級","17階級"
"クローズフレーム","0","0","2630013","0","0","1","メガネフレーム","ロストフレーム","オープンフレーム"
"12枚","0","0","2630014","0","0","1","20枚","8枚","16枚"
"30mm","0","0","2630015","0","0","1","60mm","50mm","40mm"
"30cm","0","0","2630016","0","0","1","75cm","60cm","45cm"
"15.72メートル","0","0","2630017","0","0","1","38.72メートル","31.72メートル","23.72メートル"
"赤と青","0","0","2630019","0","0","1","白と黒","赤と黒","赤と白"
"シャウト","0","0","2630021","0","0","1","チャント","チュート","キャント"
"グリセード","0","0","2630022","0","0","1","リペリング","トレッキング","ビバーク"
"8人","0","0","2630025","0","0","1","7人","10人","9人"
"コーナーキック","0","0","2630026","0","0","1","ペナルティーキック","ゴールキック","スローイン"
"行事","0","0","2630027","0","0","1","控え力士","お客さん","横綱"
"オンショア","0","0","2630028","0","0","1","アウトショア","インショア","オフショア"
"バスラー","0","0","2630029","0","0","1","バスサー","バスカー","バスター"
"白","0","0","2630030","0","0","1","茶","黒","赤"
"跳馬","0","0","2630031","0","0","1","平均台","床","段違い平行棒"
"面取り","0","0","2630035","0","0","1","手取り","舵取り","乱取り"
"中入り","0","0","2630037","0","0","1","嫁入り","肝入り","水入り"
"30cm","0","0","2630038","0","0","1","70cm","50cm","10cm"
"5kg","0","0","2630040","0","0","1","3kg","10kg","20kg"
"サッカー","0","0","2630043","0","0","1","水球","ハンドボール","バスケットボール"
"8人","0","0","2630044","0","0","1","3人","5人","4人"
"ロストボール","0","0","2630045","0","0","1","スローボール","ポートボール","ロフトボール"
"ファースト","0","0","2630046","0","0","1","セカンド","ショ―ト","サード"
"デッキ","0","0","2630048","0","0","1","テール","ボトム","ノーズ"
"まりえ戦","0","0","2630049","0","0","1","はなこ戦","あかね戦","ともえ戦"
"ビンキング","0","0","2630051","0","0","1","ハッキング","シンキング","バンキング"
"ミスショット","0","0","2630052","0","0","1","マスショット","パスショット","キスショット"
"1点","0","0","2630053","0","0","1","10点","2点","5点"
"アンダーロー","0","0","2630054","0","0","1","レッグブロー","ダウンブロー","ローブロー"
"カラン","0","0","2630055","0","0","1","ミルン","ベルン","ケルン"
"セール","0","0","2630056","0","0","1","ボード","ジョイント","ブーム"
"サッカー","0","0","2630058","0","0","1","バスケットボール","バレーボール","ラグビー"
"リュージュ","0","0","2630059","0","0","1","ボブスレー","バイアスロン","スケルトン"
"Aカード","0","0","2630060","0","0","1","Dカード","Bカード","Cカード"
"ナゲット","0","0","2630061","0","0","1","バゲット","ソケット","ポケット"
"フロストファング","0","0","2631001","0","0","1","ダイヤモンドファング","バーストファング","ブラストファング"
"嵐撃の槍","0","0","2631002","0","0","1","激波の拳","雷撃の槍","海神の杖"
"ドラゴンズデッドボール","0","0","2631003","0","0","1","ドラゴンズウィング","ドラゴンズシザー","ドラゴンズテイル"
"ビーチボール","0","0","2631004","0","0","1","ビーチベースボール","ビーチフラッグ","ボートレース"
"七界究極晦冥喝破之装","0","0","2631005","0","0","1","七海覇者晦冥喝破之装","大海帝王晦冥喝破之装","七界覇王晦冥喝破之装"
