b4aedced68dd7c24ff05145d3bdede99ee844466f309de980947fea443a6c13d,40463604423137b83e6b05b54a38ec00be8a964e1da2d8fc774915419e6af99a,a4ec9ebfbdc57821545ab3d860c301b0bc4b34d9fbfca19f967610a610033857,b1e56d3eb9150d153f275d9cadcabb925dd04644a9d07add7afe72badc1984a6,508eaf8cdcc82f7c86040025d835a55ac60c8196205f5dfc88a66c32aedba39e,e10383402e2c736423aa1ee2f15463cf5e874fc403b6f4ab7460503d45b043c5,3bde756f5f304b35cc2f8fe8ed0f4ef947cac4b359ea978a06886ea3ffd86402,338e98f261d7c0cf9d1f0372c331c7ece7ec3972ecb079f923ff6bcd29bbaa37,aa79ce30a13f1b14c14ca26bcaea517b5353732e3d597267d3a41647be559327,574ed92141ff44c245eeef6dc111a498b0102d0d46fa9d0136bdc46e67dcc3c6
"天心","0","0","0","天王","天元","1","2530005","0","天命"
"ちくわぶ","0","0","0","はんぺん","かまぼこ","1","2530006","0","ねりもの"
"カナリーブラッド","0","0","0","クレーンブラッド","ピジョンブラッド","1","2530009","0","ストークブラッド"
"ボトムノート","0","0","0","テールノート","トップノート","1","2530010","0","イニシャルノート"
"クレーン","0","0","0","ブレーン","トレーン","1","2530012","0","ハレーン"
"ご飯","0","0","0","お刺身","お吸い物","1","2530013","0","お漬物"
"ダニング＝クルーガー効果","0","0","0","ツァイガルニク効果","ピグマリオン効果","1","2530014","0","バーナム効果"
"PQ値","0","0","0","PK値","PA値","1","2530016","0","PS値"
"インフォームド・ラチェット","0","0","0","インフォームド・リタイア","インフォームド・コンセント","1","2530018","0","インフォームド・クライアント"
"湯の茎","0","0","0","湯の草","湯の花","1","2530020","0","湯の実"
"ハンドル","0","0","0","トランク","ボンネット","1","2530021","0","ワイパー"
"7九","0","0","0","6九","5九","1","2530022","0","4九"
"256","0","0","0","324","361","1","2530023","0","289"
"108枚","0","0","0","52枚","48枚","1","2530024","0","72枚"
"5月","0","0","0","1月","11月","1","2530025","0","9月"
"目","0","0","0","鼻","舌","1","2530028","0","耳"
"白口","0","0","0","青口","赤口","1","2530030","0","黒口"
"鯵尺","0","0","0","鮪尺","鯨尺","1","2530032","0","鱒尺"
"ガンナー","0","0","0","パタンナー","ランナー","1","2530033","0","サマナー"
"上棟","0","0","0","欄間","長押","1","2530034","0","三和土"
"マーキーズカット","0","0","0","ブリリアントカット","トリリアントカット","1","2530035","0","オーバルカット"
"黒一色","0","0","0","赤一色","緑一色","1","2530036","0","白一色"
"しき","0","0","0","はり","けた","1","2530037","0","かり"
"タンザナイト","0","0","0","エメラルド","ダイヤモンド","1","2530039","0","オパール"
"五花","0","0","0","五全","五光","1","2530041","0","五星"
"口内炎","0","0","0","歯槽膿漏","虫歯","1","2530042","0","歯肉炎"
"枕木","0","0","0","倒木","撞木","1","2530043","0","片棒"
"草書","0","0","0","臨書","自運","1","2530044","0","己運"
"羆","0","0","0","熊","能","1","2530046","0","態"
"pmp","0","0","0","ppp","ppm","1","2530047","0","amp"
"ワッフル","0","0","0","タルト","ウェハー","1","2530048","0","ガム"
"C2","0","0","0","C3","C4","1","2530049","0","C5"
"77","0","0","0","66","88","1","2530050","0","99"
"56","0","0","0","36","52","1","2530052","0","88"
"メゾテノール","0","0","0","メゾバス","バリトン","1","2530053","0","アルト"
"座布団","0","0","0","羽織","扇子","1","2530054","0","手ぬぐい"
"スローイン","0","0","0","チップイン","タックイン","1","2530056","0","ゴーイン"
"3人","0","0","0","100人","10人","1","2530058","0","20人"
"カール暗号","0","0","0","アレキサンダー暗号","シーザー暗号","1","2530059","0","ミモザ暗号"
"ペリドット","0","0","0","モルモット","ベルベット","1","2530060","0","ベルモット"
"ミュール","0","0","0","パンプス","ウェッジソール","1","2530061","0","ブーティー"
"朝が来て","0","0","0","朝になって","朝に変わって","1","2531001","0","朝がまた来て"
"おひさま","0","0","0","光","陽射し","1","2531002","0","太陽"
"エルダークラウド","0","0","0","ラフレシアマンドラゴラ","ラットン","1","2531003","0","ドリルモール"
"スパイラル","0","0","0","セオリー","クリティカル","1","2531004","0","ミスティ"
"ラバーストラップ","0","0","0","ポーチ","マグカップ","1","2531005","0","アクリルスタンド"
"キック","0","0","0","パック","ノック","1","2610002","0","ラック"
"ハイアライ","0","0","0","ペサパッロ","クリケット","1","2610003","0","フィーエルヤッペン"
"キャラメル","0","0","0","ギャラリー","キャディー","1","2610004","0","キャンパス"
"審判","0","0","0","警備員","地面の整備","1","2610005","0","球拾い"
"ツカミ","0","0","0","ハズレ","アタリ","1","2610007","0","ガブリ"
"魚群","0","0","0","魚影","魚拓","1","2610008","0","魚尾"
"カラス","0","0","0","ツバメ","ハト","1","2610009","0","スズメ"
"フロント","0","0","0","バック","ホーム","1","2610010","0","ヒット"
"7カウント","0","0","0","5カウント","3カウント","1","2610012","0","10カウント"
"拍子木","0","0","0","扇子","軍配","1","2610013","0","笛"
"5人","0","0","0","9人","11人","1","2610015","0","3人"
"パンチ","0","0","0","ヒット","アウト","1","2610016","0","ビンゴ"
"カレー","0","0","0","アレー","ボレー","1","2610017","0","マレー"
"9人","0","0","0","11人","5人","1","2610018","0","3人"
"小休止","0","0","0","ブレイクタイム","タイムアウト","1","2610019","0","レスト"
"バレーボール","0","0","0","バスケットボール","サッカー","1","2610021","0","野球"
"アイスホッケー","0","0","0","ボートレース","カーリング","1","2610023","0","ボブスレー"
"サッカー","0","0","0","ラグビー","アメリカンフットボール","1","2610025","0","バスケットボール"
"シーソー","0","0","0","ブランコ","鉄棒","1","2610027","0","ジャングルジム"
"とんび跳び","0","0","0","からす跳び","はやぶさ跳び","1","2610029","0","わし跳び"
"ボクシング","0","0","0","剣道","柔道","1","2610030","0","アマチュアレスリング"
"ダム","0","0","0","ブリッジ","トンネル","1","2610032","0","ビルディング"
"両者の実力が近い","0","0","0","試合に臨む","勝負に負ける","1","2610033","0","ちゃんこがおいしい"
"サッカー","0","0","0","ゴルフ","野球","1","2610034","0","バスケットボール"
"テーブルクロスタイム","0","0","0","アルミホイルタイム","ラップタイム","1","2610035","0","エプロンタイム"
"4位","0","0","0","2位","3位","1","2610036","0","1位"
"クロール","0","0","0","バタフライ","背泳ぎ","1","2610037","0","平泳ぎ"
"バスケットボール","0","0","0","サッカー","ゴルフ","1","2610039","0","バレーボール"
"二塁手","0","0","0","一塁手","本塁手","1","2610040","0","三塁手"
"ファウル","0","0","0","バンカー","ガター","1","2610041","0","アウト"
"マッスル","0","0","0","リットル","ピッケル","1","2610042","0","コッヘル"
"内野手","0","0","0","投手","捕手","1","2610043","0","外野手"
"ナナ","0","0","0","ハチ","キュー","1","2610044","0","ジュー"
"フライ","0","0","0","スライ","トライ","1","2610046","0","オーライ"
"サービスアタック","0","0","0","サービスショット","サービスエース","1","2610047","0","サービスボール"
"小手","0","0","0","胴","面","1","2610048","0","頭突き"
"タオル","0","0","0","コップ","たすき","1","2610050","0","バケツ"
"ポスト","0","0","0","ポーク","ポール","1","2610051","0","オベリスク"
"バスストップ","0","0","0","ミスターストップ","ドクターストップ","1","2610052","0","ワンストップ"
"ブルー","0","0","0","レッド","グリーン","1","2610053","0","ブラウン"
"レッドカード","0","0","0","オフサイド","ノーサイド","1","2610054","0","コーナーキック"
"アタック","0","0","0","スパイク","レシーブ","1","2610055","0","ブロック"
"卓球","0","0","0","バスケットボール","野球","1","2610057","0","テニス"
"トリプルドリブル","0","0","0","シングルドリブル","ダブルドリブル","1","2610058","0","ゼロドリブル"
"バスケットボール","0","0","0","ソフトボール","ラグビー","1","2610059","0","サッカー"
"タマキ（作業服）","0","0","0","リマ（シンデレラ）","ツムギ（サマー）","1","2611001","0","ユイ（ニューイヤー）"
"カスミ（マジカル）","0","0","0","イオ（ノワール）","シオリ（マジカル）","1","2611002","0","クウカ（ノワール）"
"スタミナ","0","0","0","スピード","パワー","1","2611003","0","ガッツ"
"アンチビースト","0","0","0","ジェネラルホーン","エルダータイラント","1","2611004","0","マダムエレクトラ"
"位置付け","0","0","0","スキル1","ユニオンバースト","1","2611005","0","EXスキル"
"2本","0","0","0","1本","3本","1","2620002","0","4本"
"ウルトラ滑降","0","0","0","スペシャルジャンプ","スーパー大回転","1","2620003","0","ハイパーモーグル"
"トゲトゲしている","0","0","0","ツルツルしている","デコボコしている","1","2620005","0","ネバネバしている"
"6球","0","0","0","7球","5球","1","2620006","0","4球"
"ダーツ","0","0","0","ビリヤード","ボウリング","1","2620007","0","卓球"
"ラスト","0","0","0","リスト","ピスト","1","2620008","0","マスト"
"スチロール","0","0","0","マッチロール","ベリーロール","1","2620010","0","スプロール"
"5秒","0","0","0","10秒","20秒","1","2620011","0","60秒"
"背泳ぎ","0","0","0","平泳ぎ","自由形","1","2620012","0","バタフライ"
"255センチ","0","0","0","205センチ","305センチ","1","2620013","0","355センチ"
"3枚","0","0","0","2枚","4枚","1","2620014","0","6枚"
"7個","0","0","0","10個","8個","1","2620015","0","6個"
"スイーパー","0","0","0","リベロ","ボランチ","1","2620016","0","ウイング"
"30分","0","0","0","15分","20分","1","2620017","0","45分"
"小指","0","0","0","親指","手のひら","1","2620018","0","手の甲"
"さけ折り","0","0","0","あじ折り","さば折り","1","2620022","0","まぐろ折り"
"指名権確定","0","0","0","選択権確定","交渉権確定","1","2620024","0","契約権確定"
"イカリング","0","0","0","ボーリング","カーリング","1","2620025","0","スパッタリング"
"イベント戦","0","0","0","クローズ戦","オープン戦","1","2620026","0","オールスター戦"
"タッチラン","0","0","0","タッチアウト","タッチアップ","1","2620028","0","タッチラップ"
"1番打者","0","0","0","4番打者","先発投手","1","2620029","0","捕手"
"22回","0","0","0","20回","21回","1","2620030","0","23回"
"ラクロス","0","0","0","ポロ","アイスホッケー","1","2620031","0","クリケット"
"ブリッジ","0","0","0","サークル","アーチ","1","2620032","0","お湯"
"ボギー","0","0","0","バーディ","イーグル","1","2620033","0","ダブルボギー"
"ラフティング","0","0","0","リフティング","パドリング","1","2620034","0","ピーリング"
"8点","0","0","0","12点","9点","1","2620035","0","6点"
"50台","0","0","0","30台","10台","1","2620036","0","110台"
"1個","0","0","0","0個","決まっていない","1","2620038","0","2個"
"肩落とし","0","0","0","肩たたき","肩すかし","1","2620040","0","肩ぐるま"
"ファールボックス","0","0","0","ダメージボックス","ペナルティボックス","1","2620041","0","フェイスオフボックス"
"サンボ","0","0","0","闘牛","ロデオ","1","2620042","0","マタドール"
"スティール","0","0","0","スクリーン","リバウンド","1","2620044","0","インターセプト"
"スナップショット","0","0","0","オープンショット","ブレイクショット","1","2620045","0","タイガーショット"
"スリップオン","0","0","0","ストリップ","スプリット","1","2620046","0","スープレックス"
"三段跳","0","0","0","棒高跳","走幅跳","1","2620048","0","走高跳"
"長距離走","0","0","0","中距離走","短距離走","1","2620049","0","駅伝"
"ワルツ","0","0","0","ダンス","スキップ","1","2620050","0","ディスコ"
"二重跳び","0","0","0","綾跳び","交差跳び","1","2620051","0","駆け足跳び"
"4219.5km","0","0","0","421.95km","42.195km","1","2620054","0","4.2195km"
"バント","0","0","0","ホームラン","ファール","1","2620057","0","フライ"
"池ポチャ","0","0","0","最優秀ゴルファー","ホールインワン","1","2620058","0","バンカー"
"一か八か技","0","0","0","ダメ元技","捨て身技","1","2620059","0","逆転技"
"プレマッチ","0","0","0","チャレンジマッチ","テストマッチ","1","2620060","0","リハーサルマッチ"
"ボウリング","0","0","0","ダーツ","ビリヤード","1","2620061","0","卓球"
"じゃんけん","0","0","0","しりとり","ラップバトル","1","2621001","0","なぞなぞ"
"デストラクション","0","0","0","オーバーレイ","インジェクション","1","2621002","0","エレベーション"
"島クジラ","0","0","0","ネプテリオン","グレートトゥンヌス","1","2621003","0","テンタパス"
"ブルートゥスアヴァロン","0","0","0","ナンバーズアヴァロン","アルティマスアヴァロン","1","2621004","0","デュアリティアヴァロン"
"アビスエンドバースト","0","0","0","超全力全開☆プリンセスストライク","ディバインレイン","1","2621005","0","オーロラ・サンクチュアリ"
"本塁打","0","0","0","ファウル","二塁打","1","2630001","0","アウト"
"90センチメートル","0","0","0","80センチメートル","70センチメートル","1","2630002","0","100センチメートル"
"バシャ","0","0","0","ムシャ","ラシャ","1","2630004","0","シシャ"
"キドニー","0","0","0","アッパー","クリンチ","1","2630006","0","テンプル"
"気合が入るため","0","0","0","足の動きを際立たせるため","盗まれないように","1","2630007","0","安く作れるため"
"本命外","0","0","0","外魚","外道","1","2630008","0","狙外"
"よがけ","0","0","0","やがけ","ゆがけ","1","2630009","0","むがけ"
"ティキタカ","0","0","0","エラシコ","ラボーナ","1","2630010","0","シャペウ"
"赤","0","0","0","青","黄","1","2630011","0","黒"
"16階級","0","0","0","15階級","17階級","1","2630012","0","18階級"
"ロストフレーム","0","0","0","クローズフレーム","オープンフレーム","1","2630013","0","メガネフレーム"
"8枚","0","0","0","12枚","16枚","1","2630014","0","20枚"
"50mm","0","0","0","30mm","40mm","1","2630015","0","60mm"
"60cm","0","0","0","30cm","45cm","1","2630016","0","75cm"
"31.72メートル","0","0","0","15.72メートル","23.72メートル","1","2630017","0","38.72メートル"
"赤と黒","0","0","0","赤と青","赤と白","1","2630019","0","白と黒"
"チュート","0","0","0","シャウト","キャント","1","2630021","0","チャント"
"トレッキング","0","0","0","グリセード","ビバーク","1","2630022","0","リペリング"
"10人","0","0","0","8人","9人","1","2630025","0","7人"
"ゴールキック","0","0","0","コーナーキック","スローイン","1","2630026","0","ペナルティーキック"
"お客さん","0","0","0","行事","横綱","1","2630027","0","控え力士"
"インショア","0","0","0","オンショア","オフショア","1","2630028","0","アウトショア"
"バスカー","0","0","0","バスラー","バスター","1","2630029","0","バスサー"
"黒","0","0","0","白","赤","1","2630030","0","茶"
"床","0","0","0","跳馬","段違い平行棒","1","2630031","0","平均台"
"舵取り","0","0","0","面取り","乱取り","1","2630035","0","手取り"
"肝入り","0","0","0","中入り","水入り","1","2630037","0","嫁入り"
"50cm","0","0","0","30cm","10cm","1","2630038","0","70cm"
"10kg","0","0","0","5kg","20kg","1","2630040","0","3kg"
"ハンドボール","0","0","0","サッカー","バスケットボール","1","2630043","0","水球"
"5人","0","0","0","8人","4人","1","2630044","0","3人"
"ポートボール","0","0","0","ロストボール","ロフトボール","1","2630045","0","スローボール"
"ショ―ト","0","0","0","ファースト","サード","1","2630046","0","セカンド"
"ボトム","0","0","0","デッキ","ノーズ","1","2630048","0","テール"
"あかね戦","0","0","0","まりえ戦","ともえ戦","1","2630049","0","はなこ戦"
"シンキング","0","0","0","ビンキング","バンキング","1","2630051","0","ハッキング"
"パスショット","0","0","0","ミスショット","キスショット","1","2630052","0","マスショット"
"2点","0","0","0","1点","5点","1","2630053","0","10点"
"ダウンブロー","0","0","0","アンダーロー","ローブロー","1","2630054","0","レッグブロー"
"ベルン","0","0","0","カラン","ケルン","1","2630055","0","ミルン"
"ジョイント","0","0","0","セール","ブーム","1","2630056","0","ボード"
"バレーボール","0","0","0","サッカー","ラグビー","1","2630058","0","バスケットボール"
"バイアスロン","0","0","0","リュージュ","スケルトン","1","2630059","0","ボブスレー"
"Bカード","0","0","0","Aカード","Cカード","1","2630060","0","Dカード"
"ソケット","0","0","0","ナゲット","ポケット","1","2630061","0","バゲット"
"バーストファング","0","0","0","フロストファング","ブラストファング","1","2631001","0","ダイヤモンドファング"
"雷撃の槍","0","0","0","嵐撃の槍","海神の杖","1","2631002","0","激波の拳"
"ドラゴンズシザー","0","0","0","ドラゴンズデッドボール","ドラゴンズテイル","1","2631003","0","ドラゴンズウィング"
"ビーチフラッグ","0","0","0","ビーチボール","ボートレース","1","2631004","0","ビーチベースボール"
"大海帝王晦冥喝破之装","0","0","0","七界究極晦冥喝破之装","七界覇王晦冥喝破之装","1","2631005","0","七海覇者晦冥喝破之装"
