bbf2457484e3684ce84e28f4e13fa27b165ea0bd51c271e69d760c6c223b12d5,a9db49723b3addfcf34b362ed0f82c7a59936769ca5e70ee2ef88eec83319cf3,a6921b55d144a217609d4011f658f6599ef2a6b5df5ed1fc68d4af1b6721de61,cd94ebb2d056b022f83bcb22b24d58a869c31c4db39c7351ea59ecdcf22c5cdf,07b38b6dc94ece5d390daa744b01c539bb1bf313669c1584bb30e462e3445ffb,c41832c646754e50ff75a54b7ea2713f2beb82aaa809d59e157e31475c2df761,c93a73447d9c14e343cade27dc5459eb6d2177f351143e33539e34c43341a400,6d532e651052adeb4252ef9ef2773adbd38a153d71b748446408f85258231c02,29c2bcd7dd3b4e91f8032589f914d46f84a82e352924a7174121759364d43b4f,e83d5551d46e0e89dfdb349761990dd1b8d20a980f589bfd6820c8d1bbeea4fc,34ce6a7202cf1fe41839c344bb2ca3093c4acf945427d60bab110b92684a1e8b
"109411","13","26234","","300","","","","","","26234005"
"109211","13","26234","","300","","","","","","26234006"
"109311","13","26234","","300","","","","","","26234007"
"601","31","26234","0","601","0","1","","1","","26234008"
"602","31","26234","0","602","0","1","","0","","26234009"
"603","31","26234","0","603","0","1","","0","","26234010"
"604","31","26234","30","604","60","1","","1","","26234011"
"614","31","26234","0","614","0","1","","1","","26234012"
"700","31","26234","0","700","0","1","","0","","26234013"
"701","31","26234","0","701","0","1","","0","","26234014"
"702","31","26234","0","702","0","1","","0","","26234015"
"800","31","26234","0","800","0","1","","0","","26234016"
"944","31","26234","30","944","60","1","","1","","26234017"
"1","93","26234","","","","","","","","26234018"
"109311","3","26234","0","wac_birthday_reaction_02","wac_birthday_reaction_03","1","","0.2","0.2","26234019"
"0.1","93","26234","","","","","","","","26234020"
"109211","3","26234","0","wac_birthday_reaction_01","wac_birthday_reaction_04","1","","0.2","0.2","26234021"
"0.3","93","26234","","","","","","","","26234022"
"109411","3","26234","1","wac_birthday_run_01","","","","0.2","","26234023"
"109411","2","26234","-70","0","3","","","","","26234024"
"2.5","93","26234","","","","","","","","26234025"
"602","32","26234","","1","","","","","","26234026"
"0.6","93","26234","","","","","","","","26234027"
"601","32","26234","","0","","","","","","26234028"
"614","32","26234","","0","","","","","","26234029"
"604","32","26234","","0","","","","","","26234030"
"701","32","26234","","1","","","","","","26234031"
"944","33","26234","0","0","0.01","","","","","26234032"
"109411","3","26234","0","wac_birthday_blowout_03","wac_birthday_wish_gurea","1","","0.2","0.2","26234033"
"109411","2","26234","-330","-200","0.01","","","","","26234034"
"109211","3","26234","1","wac_birthday_idle_smile","","","","0.2","","26234035"
"109211","2","26234","-320","180","0.01","","","","","26234036"
"109311","3","26234","1","wac_birthday_idle_kyapi","","","","0.2","","26234037"
"109311","2","26234","-340","320","0.01","","","","","26234038"
"0","93","26234","","","","","","","","26234039"
"800","32","26234","","1","","","","","","26234040"
"0.7","93","26234","","","","","","","","26234041"
"702","32","26234","","1","","","","","","26234042"
"0.5","93","26234","","","","","","","","26234043"
"se_common","23","26234","0","se_sys_login_birthday_blow_candle","","","","","","26234044"
"701","32","26234","","0","","","","","","26234045"
"0.4","93","26234","","","","","","","","26234046"
"se_common","23","26234","0","se_sys_login_birthday_cracker","","","","","","26234047"
"700","32","26234","","1","","","","","","26234048"
"se_common","23","26234","0","se_sys_login_birthday_calendar_applause","","","","","","26234049"
"109211","3","26234","0","wac_birthday_clap","wac_birthday_idle_smile","1","","0.2","0.2","26234050"
"0.1","93","26234","","","","","","","","26234051"
"109311","3","26234","0","wac_birthday_clap","wac_birthday_idle_kyapi","1","","0.2","0.2","26234052"
"2","93","26234","","","","","","","","26234053"
"1","131","26234","","","","","","","","26234054"
"vo_wac_26234","21","26234","0","vo_wac_26234_000","0","","","","","26234055"
"109411","11","26234","10","ええと……その……\nこのケーキ……","1","1","0.5","0","0","26234056"
"0","91","26234","","","","","","","","26234057"
"109411","3","26234","1","wac_birthday_idle_wish","","","","0.2","","26234058"
"109211","3","26234","1","wac_birthday_talk_smile","","","","0.2","","26234059"
"vo_wac_26234","21","26234","0","vo_wac_26234_001","0","","","","","26234060"
"109211","11","26234","10","グレアッ！　お誕生日おめでとうー！\n生クリームから生地まで、\nぜーんぶ手作りしたんだよ！\nもちろん、魔法は使わずにね！","1","1","0.5","0","0","26234061"
"0","91","26234","","","","","","","","26234062"
"109211","3","26234","1","wac_birthday_idle_smile","","","","0.2","","26234063"
"109311","3","26234","1","wac_birthday_talk_kyapi","","","","0.2","","26234064"
"vo_wac_26234","21","26234","0","vo_wac_26234_002","0","","","","","26234065"
"109311","11","26234","10","ルゥもがんばったですよー！\nフルーツをもりつけて、もりつけて\nもりつけまくったですから！","1","1","0.5","0","0","26234066"
"0","91","26234","","","","","","","","26234067"
"109311","3","26234","1","wac_birthday_idle_kyapi","","","","0.2","","26234068"
"109411","3","26234","1","wac_birthday_talk_wish","","","","0.2","","26234069"
"vo_wac_26234","21","26234","0","vo_wac_26234_003","0","","","","","26234070"
"109411","11","26234","10","ふふっ、二人ともありがとう……\nそれから、あなたも……\n私は口下手で……でも。\nありがとうって、何度も伝えるから。","1","1","0.5","0","0","26234071"
"0","91","26234","","","","","","","","26234072"
"0","22","26234","","","","","","","","26234073"
"bgm_M321","25","27014","","bgm_M321_2C","","","","","","27014001"
"1","1","27014","250","104811","-1000","-70","wac_birthday_idle_normal","2","0","27014002"
"1","1","27014","256","103211","200","-270","wac_birthday_idle_doya","2","1","27014003"
"1","1","27014","258","104611","315","-310","wac_birthday_idle_smile","2","1","27014004"
"1","1","27014","257","103411","450","-290","wac_birthday_idle_kyapi_yukari","2","1","27014005"
"104811","13","27014","","300","","","","","","27014006"
"103211","13","27014","","300","","","","","","27014007"
"104611","13","27014","","300","","","","","","27014008"
"103411","13","27014","","300","","","","","","27014009"
"600","31","27014","0","600","0","1","","1","","27014010"
"602","31","27014","0","602","0","1","","0","","27014011"
"603","31","27014","0","603","0","1","","0","","27014012"
"604","31","27014","30","604","60","1","","1","","27014013"
"614","31","27014","0","614","0","1","","1","","27014014"
"700","31","27014","0","700","0","1","","0","","27014015"
"701","31","27014","0","701","0","1","","0","","27014016"
"702","31","27014","0","702","0","1","","0","","27014017"
"800","31","27014","0","800","0","1","","0","","27014018"
"945","31","27014","30","945","60","1","","1","","27014019"
"1","93","27014","","","","","","","","27014020"
"104611","3","27014","0","wac_birthday_reaction_01","wac_birthday_reaction_03","1","","0.2","0.2","27014021"
"0.1","93","27014","","","","","","","","27014022"
"103211","3","27014","0","wac_birthday_reaction_03","wac_birthday_reaction_01","1","","0.2","0.2","27014023"
"103411","3","27014","0","wac_birthday_reaction_02_yukari","wac_birthday_reaction_04_yukari","1","","0.2","0.2","27014024"
"0.3","93","27014","","","","","","","","27014025"
"104811","3","27014","1","wac_birthday_run_01","","","","0.2","","27014026"
"104811","2","27014","-70","0","3","","","","","27014027"
"2.5","93","27014","","","","","","","","27014028"
"602","32","27014","","1","","","","","","27014029"
"0.6","93","27014","","","","","","","","27014030"
"600","32","27014","","0","","","","","","27014031"
"614","32","27014","","0","","","","","","27014032"
"604","32","27014","","0","","","","","","27014033"
"701","32","27014","","1","","","","","","27014034"
"945","33","27014","0","0","0.01","","","","","27014035"
"104811","3","27014","0","wac_birthday_blowout_03","wac_birthday_wish_05","1","","0.2","0.2","27014036"
"104811","2","27014","-330","-200","0.01","","","","","27014037"
"103211","3","27014","1","wac_birthday_idle_doya","","","","0.2","","27014038"
"103211","2","27014","-320","180","0.01","","","","","27014039"
"104611","3","27014","1","wac_birthday_idle_smile","","","","0.2","","27014040"
"104611","2","27014","-360","285","0.01","","","","","27014041"
"103411","3","27014","1","wac_birthday_idle_kyapi_yukari","","","","0.2","","27014042"
"103411","2","27014","-340","425","0.01","","","","","27014043"
"0","93","27014","","","","","","","","27014044"
"800","32","27014","","1","","","","","","27014045"
"0.7","93","27014","","","","","","","","27014046"
"702","32","27014","","1","","","","","","27014047"
"0.5","93","27014","","","","","","","","27014048"
"se_common","23","27014","0","se_sys_login_birthday_blow_candle","","","","","","27014049"
"701","32","27014","","0","","","","","","27014050"
"0.4","93","27014","","","","","","","","27014051"
"se_common","23","27014","0","se_sys_login_birthday_cracker","","","","","","27014052"
"700","32","27014","","1","","","","","","27014053"
"se_common","23","27014","0","se_sys_login_birthday_calendar_applause","","","","","","27014054"
"103211","3","27014","0","wac_birthday_clap","wac_birthday_idle_doya","1","","0.2","0.2","27014055"
"0.1","93","27014","","","","","","","","27014056"
"104611","3","27014","0","wac_birthday_clap","wac_birthday_idle_smile","1","","0.2","0.2","27014057"
"0.1","93","27014","","","","","","","","27014058"
"103411","3","27014","0","wac_birthday_clap_yukari","wac_birthday_idle_kyapi_yukari","1","","0.2","0.2","27014059"
"2","93","27014","","","","","","","","27014060"
"1","131","27014","","","","","","","","27014061"
"vo_wac_27014","21","27014","0","vo_wac_27014_000","0","","","","","27014062"
"104811","11","27014","10","最初に聞いた時は驚いたけれど。\n今日は私の誕生日を\nお祝いしてくれてありがとう♪\n素敵なケーキまで用意してくれて……","1","1","0.5","0","0","27014063"
"0","91","27014","","","","","","","","27014064"
"104811","3","27014","1","wac_birthday_idle_wish","","","","0.2","","27014065"
"103211","3","27014","1","wac_birthday_talk_doya","","","","0.2","","27014066"
"vo_wac_27014","21","27014","0","vo_wac_27014_001","0","","","","","27014067"
"103211","11","27014","10","なにを水臭いことを\nおっしゃるんですの、ミフユさん！\n私たちは天下御免の\n【メルクリウス財団】ですのよ？","1","1","0.5","0","0","27014068"
"0","91","27014","","","","","","","","27014069"
"103211","3","27014","1","wac_birthday_idle_doya","","","","0.2","","27014070"
"104611","3","27014","1","wac_birthday_talk_smile","","","","0.2","","27014071"
"vo_wac_27014","21","27014","0","vo_wac_27014_002","0","","","","","27014072"
"104611","11","27014","10","生まれし日、時は違えど！\nいっぱいお金を稼いで世の中を\nよくしようという志は同じにゃ！","1","1","0.5","0","0","27014073"
"27014073","91","27014","","","","","","","","27014074"
"104611","3","27014","1","wac_birthday_idle_smile","","","","0.2","","27014075"
"103411","3","27014","1","wac_birthday_talk_kyapi_yukari","","","","0.2","","27014076"
"vo_wac_27014","21","27014","0","vo_wac_27014_003","0","","","","","27014077"
"103411","11","27014","10","だから仲間のお祝いは、\nケーキと麦しゅわでパーッと、\n楽しく盛り上げなきゃね♪\n……ひっく。","1","1","0.5","0","0","27014078"
"0","91","27014","","","","","","","","27014079"
"104811","3","27014","1","wac_birthday_talk_normal","","","","0.2","","27014080"
"103411","3","27014","1","wac_birthday_idle_kyapi_yukari","","","","0.2","","27014081"
"vo_wac_27014","21","27014","0","vo_wac_27014_004","0","","","","","27014082"
"104811","11","27014","10","か、乾杯前にデキあがってる人が……\nでも、これくらいにぎやかな方が、\n私たちらしいかもしれないわね。\nキミもそう思うでしょ？　ふふっ♪","1","1","0.5","0","0","27014083"
"0","91","27014","","","","","","","","27014084"
"0","22","27014","","","","","","","","27014085"
"bgm_M321","25","27814","","bgm_M321_2C","","","","","","27814001"
"1","1","27814","250","104511","-1000","-70","wac_birthday_idle_normal","2","0","27814002"
"1","1","27814","256","105311","170","-260","wac_birthday_idle_normal","2","1","27814003"
"1","1","27814","259","105511","270","-310","wac_birthday_idle_smile","2","1","27814004"
"1","1","27814","257","103011","400","-270","wac_birthday_idle_kyapi","2","1","27814005"
"1","1","27814","258","100811","510","-310","wac_birthday_idle_smile","2","1","27814006"
"104511","13","27814","","300","","","","","","27814007"
"105311","13","27814","","300","","","","","","27814008"
"105511","13","27814","","300","","","","","","27814009"
"103011","13","27814","","300","","","","","","27814010"
"100811","13","27814","","300","","","","","","27814011"
"600","31","27814","0","600","0","1","","1","","27814012"
"602","31","27814","0","602","0","1","","0","","27814013"
"603","31","27814","0","603","0","1","","0","","27814014"
"604","31","27814","30","604","60","1","","1","","27814015"
"614","31","27814","0","614","0","1","","1","","27814016"
"700","31","27814","0","700","0","1","","0","","27814017"
"701","31","27814","0","701","0","1","","0","","27814018"
"702","31","27814","0","702","0","1","","0","","27814019"
"800","31","27814","0","800","0","1","","0","","27814020"
"946","31","27814","30","946","60","1","","1","","27814021"
"1","93","27814","","","","","","","","27814022"
"105511","3","27814","0","wac_birthday_reaction_03","wac_birthday_reaction_04","1","","0.2","0.2","27814023"
"105311","3","27814","0","wac_birthday_reaction_01","wac_birthday_reaction_03","1","","0.2","0.2","27814024"
"0.1","93","27814","","","","","","","","27814025"
"103011","3","27814","0","wac_birthday_reaction_05","wac_birthday_reaction_03","1","","0.2","0.2","27814026"
"100811","3","27814","0","wac_birthday_reaction_04","wac_birthday_reaction_01","1","","0.2","0.2","27814027"
"0.3","93","27814","","","","","","","","27814028"
"104511","3","27814","1","wac_birthday_run_01","","","","0.2","","27814029"
"104511","2","27814","-70","0","3","","","","","27814030"
"2.5","93","27814","","","","","","","","27814031"
"602","32","27814","","1","","","","","","27814032"
"0.6","93","27814","","","","","","","","27814033"
"600","32","27814","","0","","","","","","27814034"
"614","32","27814","","0","","","","","","27814035"
"604","32","27814","","0","","","","","","27814036"
"701","32","27814","","1","","","","","","27814037"
"946","33","27814","0","0","0.01","","","","","27814038"
"104511","3","27814","0","wac_birthday_blowout_03","wac_birthday_wish_04","1","","0.2","0.2","27814039"
"104511","2","27814","-330","-200","0.01","","","","","27814040"
"105311","3","27814","1","wac_birthday_idle_normal","","","","0.2","","27814041"
"105311","2","27814","-320","150","0.01","","","","","27814042"
"105511","3","27814","1","wac_birthday_idle_smile","","","","0.2","","27814043"
"105511","2","27814","-360","260","0.01","","","","","27814044"
"103011","3","27814","1","wac_birthday_idle_kyapi","","","","0.2","","27814045"
"103011","2","27814","-320","400","0.01","","","","","27814046"
"100811","3","27814","1","wac_birthday_idle_smile","","","","0.2","","27814047"
"100811","2","27814","-340","520","0.01","","","","","27814048"
"0","93","27814","","","","","","","","27814049"
"800","32","27814","","1","","","","","","27814050"
"0.7","93","27814","","","","","","","","27814051"
"702","32","27814","","1","","","","","","27814052"
"0.5","93","27814","","","","","","","","27814053"
"se_common","23","27814","0","se_sys_login_birthday_blow_candle","","","","","","27814054"
"701","32","27814","","0","","","","","","27814055"
"0.4","93","27814","","","","","","","","27814056"
"se_common","23","27814","0","se_sys_login_birthday_cracker","","","","","","27814057"
"700","32","27814","","1","","","","","","27814058"
"se_common","23","27814","0","se_sys_login_birthday_calendar_applause","","","","","","27814059"
"105311","3","27814","0","wac_birthday_clap","wac_birthday_idle_normal","1","","0.2","0.2","27814060"
"103011","3","27814","0","wac_birthday_clap","wac_birthday_idle_kyapi","1","","0.2","0.2","27814061"
"0.1","93","27814","","","","","","","","27814062"
"105511","3","27814","0","wac_birthday_clap","wac_birthday_idle_smile","1","","0.2","0.2","27814063"
"0.1","93","27814","","","","","","","","27814064"
"100811","3","27814","0","wac_birthday_clap","wac_birthday_idle_smile","1","","0.2","0.2","27814065"
"2","93","27814","","","","","","","","27814066"
"1","131","27814","","","","","","","","27814067"
"vo_wac_27814","21","27814","0","vo_wac_27814_000","0","","","","","27814068"
"104511","11","27814","10","こ、このケーキはクウカのために……？\nそれに、ドＳさんまで……ま、まさか、\nここにあるローソクを使ってクウカに\n何か良からぬことを……！？","1","1","0.5","0","0","27814069"
"0","91","27814","","","","","","","","27814070"
"105311","3","27814","1","wac_birthday_talk_doya","","","","0.2","","27814071"
"vo_wac_27814","21","27814","0","vo_wac_27814_001","0","","","","","27814072"
"105311","11","27814","10","ちがう！\nこれは其方を祝うために用意したのだ！\nと、とにかく……\n誕生日おめでとう、クウカ。","1","1","0.5","0","0","27814073"
"0","91","27814","","","","","","","","27814074"
"105311","3","27814","1","wac_birthday_idle_doya","","","","0.2","","27814075"
"105511","3","27814","1","wac_birthday_talk_smile","","","","0.2","","27814076"
"vo_wac_27814","21","27814","0","vo_wac_27814_002","0","","","","","27814077"
"105511","11","27814","10","お、お誕生日\nおめでとうございます、クウカさん。\nせ、せっかく、ケーキを用意したので、\nみんなでこれを食べませんか……？","1","1","0.5","0","0","27814078"
"0","91","27814","","","","","","","","27814079"
"105511","3","27814","1","wac_birthday_idle_smile","","","","0.2","","27814080"
"103011","3","27814","1","wac_birthday_talk_kyapi","","","","0.2","","27814081"
"vo_wac_27814","21","27814","0","vo_wac_27814_003","0","","","","","27814082"
"103011","11","27814","10","そうデス！\nクウカのために、\nショーグンも手伝ってくれたデスよ！\nみんなで甘いケーキを食べまショウ！","1","1","0.5","0","0","27814083"
"0","91","27814","","","","","","","","27814084"
"103011","3","27814","1","wac_birthday_idle_kyapi","","","","0.2","","27814085"
"100811","3","27814","1","wac_birthday_talk_smile","","","","0.2","","27814086"
"vo_wac_27814","21","27814","0","vo_wac_27814_004","0","","","","","27814087"
"100811","11","27814","10","うんうん、せっかくだから、\nみんなでおいしく頂こうじゃないか♪\nそれにかわいらしいボクが祝うんだから、\n最高の誕生日になるよ♪","1","1","0.5","0","0","27814088"
"0","91","27814","","","","","","","","27814089"
"100811","3","27814","1","wac_birthday_idle_smile","","","","0.2","","27814090"
"104511","3","27814","1","wac_birthday_talk_wish","","","","0.2","","27814091"
"vo_wac_27814","21","27814","0","vo_wac_27814_005","0","","","","","27814092"
"104511","11","27814","10","た、誕生日を祝ってもらえるなんて……\nありがとうございます。\nで、でもドＳさんがいるということは\nこの後にどんでん返しが……じゅるり♪","1","1","0.5","0","0","27814093"
"0","91","27814","","","","","","","","27814094"
"0","22","27814","","","","","","","","27814095"
"bgm_M321","25","28114","","bgm_M321_2C","","","","","","28114001"
"1","1","28114","250","102211","-1000","-70","wac_birthday_idle_normal","2","0","28114002"
"1","1","28114","251","100611","-1150","-100","wac_birthday_idle_normal","2","0","28114003"
"1","1","28114","256","104411","200","-270","wac_birthday_idle_doya","2","1","28114004"
"1","1","28114","258","100711","315","-310","wac_birthday_idle_smile","2","1","28114005"
"1","1","28114","257","103111","450","-290","wac_birthday_idle_wish","2","1","28114006"
"102211","13","28114","","300","","","","","","28114007"
"100611","13","28114","","300","","","","","","28114008"
"104411","13","28114","","300","","","","","","28114009"
"100711","13","28114","","300","","","","","","28114010"
"103111","13","28114","","300","","","","","","28114011"
"600","31","28114","0","600","0","1","","1","","28114012"
"602","31","28114","0","602","0","1","","0","","28114013"
"603","31","28114","0","603","0","1","","0","","28114014"
"604","31","28114","30","604","60","1","","1","","28114015"
"614","31","28114","0","614","0","1","","1","","28114016"
"700","31","28114","0","700","0","1","","0","","28114017"
"701","31","28114","0","701","0","1","","0","","28114018"
"702","31","28114","0","702","0","1","","0","","28114019"
"800","31","28114","0","800","0","1","","0","","28114020"
"947","31","28114","30","947","60","1","","1","","28114021"
"1","93","28114","","","","","","","","28114022"
"100711","3","28114","0","wac_birthday_reaction_05","wac_birthday_reaction_03","1","","0.2","0.2","28114023"
"0.1","93","28114","","","","","","","","28114024"
"104411","3","28114","0","wac_birthday_reaction_03","wac_birthday_reaction_01","1","","0.2","0.2","28114025"
"103111","3","28114","0","wac_birthday_reaction_01","wac_birthday_reaction_04","1","","0.2","0.2","28114026"
"0.3","93","28114","","","","","","","","28114027"
"102211","3","28114","1","wac_birthday_kyaru_run_01","","","","0.2","","28114028"
"102211","2","28114","-70","0","3","","","","","28114029"
"100611","3","28114","1","wac_birthday_run_01","","","","0.2","","28114030"
"100611","2","28114","-100","-150","3","","","","","28114031"
"2.5","93","28114","","","","","","","","28114032"
"602","32","28114","","1","","","","","","28114033"
"0.6","93","28114","","","","","","","","28114034"
"600","32","28114","","0","","","","","","28114035"
"614","32","28114","","0","","","","","","28114036"
"604","32","28114","","0","","","","","","28114037"
"701","32","28114","","1","","","","","","28114038"
"947","33","28114","0","0","0.01","","","","","28114039"
"102211","3","28114","0","wac_birthday_blowout_03","wac_birthday_wish_yori","1","","0.2","0.2","28114040"
"102211","2","28114","-330","-200","0.01","","","","","28114041"
"100611","3","28114","0","wac_birthday_blowout_02","wac_birthday_wish_03","1","","0.2","0.2","28114042"
"100611","2","28114","-360","-320","0.01","","","","","28114043"
"104411","3","28114","1","wac_birthday_idle_doya","","","","0.2","","28114044"
"104411","2","28114","-320","180","0.01","","","","","28114045"
"100711","3","28114","1","wac_birthday_idle_smile","","","","0.2","","28114046"
"100711","2","28114","-360","285","0.01","","","","","28114047"
"103111","3","28114","1","wac_birthday_idle_wish","","","","0.2","","28114048"
"103111","2","28114","-340","425","0.01","","","","","28114049"
"0","93","28114","","","","","","","","28114050"
"800","32","28114","","1","","","","","","28114051"
"0.7","93","28114","","","","","","","","28114052"
"702","32","28114","","1","","","","","","28114053"
"0.5","93","28114","","","","","","","","28114054"
"se_common","23","28114","0","se_sys_login_birthday_blow_candle","","","","","","28114055"
"701","32","28114","","0","","","","","","28114056"
"0.4","93","28114","","","","","","","","28114057"
"se_common","23","28114","0","se_sys_login_birthday_cracker","","","","","","28114058"
"700","32","28114","","1","","","","","","28114059"
"se_common","23","28114","0","se_sys_login_birthday_calendar_applause","","","","","","28114060"
"104411","3","28114","0","wac_birthday_clap","wac_birthday_idle_doya","1","","0.2","0.2","28114061"
"0.1","93","28114","","","","","","","","28114062"
"100711","3","28114","0","wac_birthday_clap","wac_birthday_idle_smile","1","","0.2","0.2","28114063"
"0.1","93","28114","","","","","","","","28114064"
"103111","3","28114","0","wac_birthday_clap","wac_birthday_idle_wish","1","","0.2","0.2","28114065"
"2","93","28114","","","","","","","","28114066"
"1","131","28114","","","","","","","","28114067"
"vo_wac_28114","21","28114","0","vo_wac_28114_000","0","","","","","28114068"
"100611","11","28114","10","わわっ、お姉ちゃん、これって\nもしかして……","1","1","0.5","0","0","28114069"
"0","91","28114","","","","","","","","28114070"
"100611","3","28114","1","wac_birthday_idle_smile","","","","0.2","","28114071"
"102211","3","28114","1","wac_birthday_talk_wish","","","","0.2","","28114072"
"vo_wac_28114","21","28114","0","vo_wac_28114_001","0","","","","","28114073"
"102211","11","28114","10","わ、私たちの誕生日ケーキっ？\nいつの間にこんなものを……？","1","1","0.5","0","0","28114074"
"0","91","28114","","","","","","","","28114075"
"102211","3","28114","1","wac_birthday_idle_wish","","","","0.2","","28114076"
"104411","3","28114","1","wac_birthday_talk_doya","","","","0.2","","28114077"
"vo_wac_28114","21","28114","0","vo_wac_28114_002","0","","","","","28114078"
"104411","11","28114","10","もちろん、わらわが……と\n言いたいところじゃが、\nみんなで準備したのじゃ。\nあやつも手伝ってくれたのだぞ。","1","1","0.5","0","0","28114079"
"0","91","28114","","","","","","","","28114080"
"104411","3","28114","1","wac_birthday_idle_doya","","","","0.2","","28114081"
"100711","3","28114","1","wac_birthday_talk_smile","","","","0.2","","28114082"
"vo_wac_28114","21","28114","0","vo_wac_28114_003","0","","","","","28114083"
"100711","11","28114","10","ミヤコもお手伝いしたの～♪\nでも、大きなプリンを乗せようとしたら\nみんなにとめられたの～……\nむ～……分かってないの～！","1","1","0.5","0","0","28114084"
"3","93","28114","","1","","","","","","28114085"
"100711","3","28114","1","wac_birthday_talk_sad_maturi","","","","0.5","","28114086"
"28114084","91","28114","","","","","","","","28114087"
"100711","3","28114","1","wac_birthday_idle_normal","","","","0.5","","28114088"
"103111","3","28114","1","wac_birthday_talk_wish","","","","0.2","","28114089"
"vo_wac_28114","21","28114","0","vo_wac_28114_004","0","","","","","28114090"
"103111","11","28114","10","ヨリさん、アカリさん、お二人とも\nお誕生日おめでとうございます。\n同時にお祝いできるなんて、にぎやかで\n楽しいですね。","1","1","0.5","0","0","28114091"
"0","91","28114","","","","","","","","28114092"
"103111","3","28114","1","wac_birthday_idle_wish","","","","0.2","","28114093"
"102211","3","28114","1","wac_birthday_talk_wish","","","","0.2","","28114094"
"vo_wac_28114","21","28114","0","vo_wac_28114_005","0","","","","","28114095"
"102211","11","28114","10","み、みんな……その、ありがとう。\nあ、アンタも、そのぅ……あ、\nありが……っ……や、やっぱり\nなんでもないわよっ！","1","1","0.5","0","0","28114096"
"16","93","28114","","1","","","","","","28114097"
"102211","3","28114","1","wac_birthday_talk_shy_yori","","","","0.2","","28114098"
"28114096","91","28114","","","","","","","","28114099"
"102211","3","28114","1","wac_birthday_idle_shy_yori","","","","0.2","","28114100"
"100611","3","28114","1","wac_birthday_talk_smile","","","","0.2","","28114101"
"vo_wac_28114","21","28114","0","vo_wac_28114_006","0","","","","","28114102"
"100611","11","28114","10","お姉ちゃん、また照れちゃって♪\nこういう時は素直にありがとうで\nいいんだよ～？\nね、お兄ちゃん♪","1","1","0.5","0","0","28114103"
"0","91","28114","","","","","","","","28114104"
"0","22","28114","","","","","","","","28114105"
"bgm_M321","25","28414","","bgm_M321_2C","","","","","","28414001"
"1","1","28414","250","100511","-1000","-70","wac_birthday_idle_normal","2","0","28414002"
"1","1","28414","256","103711","200","-270","wac_birthday_idle_smile","2","1","28414003"
"1","1","28414","258","104711","315","-310","wac_birthday_idle_wish","2","1","28414004"
"1","1","28414","257","107111","450","-290","wac_birthday_idle_doya","2","1","28414005"
"100511","13","28414","","300","","","","","","28414006"
"103711","13","28414","","300","","","","","","28414007"
"104711","13","28414","","300","","","","","","28414008"
"107111","13","28414","","300","","","","","","28414009"
"600","31","28414","0","600","0","1","","1","","28414010"
"602","31","28414","0","602","0","1","","0","","28414011"
"603","31","28414","0","603","0","1","","0","","28414012"
"604","31","28414","30","604","60","1","","1","","28414013"
"614","31","28414","0","614","0","1","","1","","28414014"
"700","31","28414","0","700","0","1","","0","","28414015"
"701","31","28414","0","701","0","1","","0","","28414016"
"702","31","28414","0","702","0","1","","0","","28414017"
"800","31","28414","0","800","0","1","","0","","28414018"
"948","31","28414","30","948","60","1","","1","","28414019"
"1","93","28414","","","","","","","","28414020"
"104711","3","28414","0","wac_birthday_reaction_01","wac_birthday_reaction_04","1","","0.2","0.2","28414021"
"0.1","93","28414","","","","","","","","28414022"
"103711","3","28414","0","wac_birthday_reaction_03","wac_birthday_reaction_01","1","","0.2","0.2","28414023"
"107111","3","28414","0","wac_birthday_reaction_02","wac_birthday_reaction_03","1","","0.2","0.2","28414024"
"0.3","93","28414","","","","","","","","28414025"
"100511","3","28414","1","wac_birthday_kyaru_run_01","","","","0.2","","28414026"
"100511","2","28414","-70","0","3","","","","","28414027"
"2.5","93","28414","","","","","","","","28414028"
"602","32","28414","","1","","","","","","28414029"
"0.6","93","28414","","","","","","","","28414030"
"600","32","28414","","0","","","","","","28414031"
"614","32","28414","","0","","","","","","28414032"
"604","32","28414","","0","","","","","","28414033"
"701","32","28414","","1","","","","","","28414034"
"948","33","28414","0","0","0.01","","","","","28414035"
"100511","3","28414","0","wac_birthday_blowout_02","wac_birthday_wish_02","1","","0.2","0.2","28414036"
"100511","2","28414","-330","-200","0.01","","","","","28414037"
"103711","3","28414","1","wac_birthday_idle_smile","","","","0.2","","28414038"
"103711","2","28414","-320","180","0.01","","","","","28414039"
"104711","3","28414","1","wac_birthday_idle_wish","","","","0.2","","28414040"
"104711","2","28414","-360","285","0.01","","","","","28414041"
"107111","3","28414","1","wac_birthday_idle_doya","","","","0.2","","28414042"
"107111","2","28414","-340","425","0.01","","","","","28414043"
"0","93","28414","","","","","","","","28414044"
"800","32","28414","","1","","","","","","28414045"
"0.7","93","28414","","","","","","","","28414046"
"702","32","28414","","1","","","","","","28414047"
"0.5","93","28414","","","","","","","","28414048"
"se_common","23","28414","0","se_sys_login_birthday_blow_candle","","","","","","28414049"
"701","32","28414","","0","","","","","","28414050"
"0.4","93","28414","","","","","","","","28414051"
"se_common","23","28414","0","se_sys_login_birthday_cracker","","","","","","28414052"
"700","32","28414","","1","","","","","","28414053"
"se_common","23","28414","0","se_sys_login_birthday_calendar_applause","","","","","","28414054"
"103711","3","28414","0","wac_birthday_clap","wac_birthday_idle_smile","1","","0.2","0.2","28414055"
"0.1","93","28414","","","","","","","","28414056"
