051ac454a2aba8698c4ebaa1ae239857a003562f795cb0afbc1a43b6bc5c9fa0,4796148cc84eff4ef76df58e8061d0481a249be5135eaa403b3ed3930e9856c1,13f958fc6ab863f6ad20ff6ab883851fa7e2dfa38afe4697ba86cc3337cd1e17,4cef5da47431247437c5d9f2621e48b06835d82824c34da7a5193112c0270b13,0a2abab45b86e39e0cfa0b16dd45462939fae61a42f8015d36660fdd60c2f114,82d887b00db5de7288f1bacc0db1ce9fb212641b297319b5e71dc4f5f077b30b,563ee1b539d43d6b23f7d44cc2f743fe613b456011329bb0e0562935cbfe76a9,4d044e5c6b86eb155147e569f45bdac4cd3912ae3fb47542cfa29a15f7f5e2d2,06aa0e4325ec93134be8bdebed727b8f3d4a1a1c5ffd0aaa254b05e9ec8197bc,a84af8750b419ec6ca3137797fbe3c6834d98f9ba54eb041bf5597f915814f89,56e4f9eb0ab2ec012473bf35114830dfe7bdef50b70978fe08ec81738eab67ba,547aac7e877f2df8c4decf1e667fb945fbb2261aaf8d0cd6c0393993fd6448d0,bafd76fffbf982fa7c156b80c100c938adab091962aba3a316b79071d4bbdfb4,a54eecbc68eeb3b81543b1518d20bec2cdea807cadf52af7faba8a6de1777c48,7f82a7ca27b21213a79913da324055c2420a012769a6e23390874d0e978a1b59,1c7fe2d6c0f424c48ff8411309ed99a3bace90b9f04b7c1cf72a22dc30671b6d,1672ba93ccb92ff1d7ebf89b363ad6b32934f90791918615898af2f7d9c0f593,f57275aebcf9686efad0e3a2df7210c669d4636e600dc4524c3af3d2144c384a,7bb299adf2b4c320cbe73fc0aea1db83d2d4d5c1a31b8a0fef69ec6d7bcd4c22,06f23edd1b05f4c51fb2d69b36c9e4a2ec38cd0e8b94ef1ac988873f7e2161cf,149a62fe5e9c444a05c5cb401ba60b5135a4b09618481c224b7a774fae5defe8,a710e77a806dead75a21578eea48c275781e5c4d8447deecc7b0c33eed23cf20
"485","200","280","101192","5","1","1","-45","1.2","10790105","-30","5","-10","bgm_M55","1.3","1079","-50","0","101192","1","-70","1.1"
"-470","100","210","101201","1","1","1","0","1","10800101","-30","1","10","bgm_M64","1.35","1080","0","0","101201","1.1","0","0.85"
"-250","200","200","101201","2","1","1","-5","1","10800102","-30","2","10","bgm_M64","1","1080","0","0","101201","0.8","-120","0.65"
"-5","100","200","101201","3","1","1","0","1","10800103","-30","3","10","bgm_M64","1.2","1080","0","-15","101201","0.8","70","0.6"
"190","100","200","101201","4","1","1","-15","1","10800104","-30","4","0","bgm_M64","1","1080","10","0","101201","0.9","-110","0.7"
"475","100","250","101202","5","1","1","-45","1","10800105","-30","5","10","bgm_M55","1.45","1080","-50","-20","101202","1","-30","1"
"-480","170","210","101291","1","1","1","-30","1","10810101","-30","1","10","bgm_M64","1","1081","-25","0","101291","0.9","-100","0.575"
"-230","250","240","101291","2","1","1","-30","1","10810102","-30","2","0","bgm_M64","1","1081","-30","0","101291","0.8","-10","0.7"
"-10","100","200","101291","3","1","1","-10","1","10810103","-30","3","5","bgm_M64","1.2","1081","0","-15","101291","1","-110","0.75"
"200","300","200","101291","4","1","1","-50","1","10810104","-30","4","-20","bgm_M64","1.3","1081","-50","-10","101291","1","55","0.8"
"490","100","230","101292","5","1","1","30","1","10810105","-30","5","30","bgm_M55","1.45","1081","15","-20","101292","1","-15","1.1"
"-470","100","210","101301","1","1","1","0","1","10820101","-30","1","10","bgm_M64","1.45","1082","20","0","101301","1.1","0","0.8"
"-270","100","200","101301","2","1","1","0","1","10820102","-30","2","10","bgm_M64","1.2","1082","0","0","101301","1.1","-120","0.75"
"0","100","200","101301","3","1","1","-10","1","10820103","-30","3","0","bgm_M64","2.3","1082","0","-15","101301","2.2","65","1.55"
"200","100","200","101301","4","1","1","0","1","10820104","-30","4","0","bgm_M64","1","1082","0","0","101301","0.7","-120","0.7"
"470","100","270","101302","5","1","1","-30","1","10820105","-30","5","10","bgm_M55","1.2","1082","-15","-20","101302","1.1","-55","1"
"-450","170","210","101441","1","1","1","-30","1","10830101","-30","1","10","bgm_M64","1","1083","-25","0","101441","0.9","0","0.575"
"-250","100","240","101441","2","1","1","0","1","10830102","-30","2","0","bgm_M64","1.2","1083","0","0","101441","1.1","-90","0.75"
"-25","200","200","101441","3","1","1","-10","1","10830103","-30","3","0","bgm_M64","1.4","1083","-30","-15","101441","1","60","0.85"
"220","100","200","101441","4","1","1","0","1","10830104","-30","4","0","bgm_M64","1.2","1083","-30","0","101441","1","-70","0.75"
"470","100","230","101442","5","1","1","-30","1","10830105","-30","5","10","bgm_M55","1.2","1083","-35","-20","101442","1.1","-70","0.95"
"-470","100","210","101451","1","1","1","0","1","10840101","-30","1","10","bgm_M64","1.35","1084","0","0","101451","1.1","-50","0.85"
"-250","200","240","101451","2","1","1","10","1","10840102","-30","2","0","bgm_M64","1.35","1084","10","0","101451","1.1","40","1"
"0","100","200","101451","3","1","1","-10","1","10840103","-30","3","0","bgm_M64","1.2","1084","0","-15","101451","1.1","-110","0.75"
"210","300","200","101451","4","1","1","-30","1","10840104","-30","4","-25","bgm_M64","0.8","1084","-30","0","101451","0.6","30","0.6"
"510","100","290","101452","5","1","1","-50","1.2","10840105","-30","5","0","bgm_M55","1.55","1084","-35","0","101452","1.4","-70","1.25"
"-480","250","210","101561","1","1","1","-30","1","10850101","-30","1","10","bgm_M64","0.8","1085","0","0","101561","0.7","-50","0.6"
"-250","100","200","101561","2","1","1","0","1","10850102","-30","2","10","bgm_M64","1.5","1085","10","0","101561","1.4","-120","0.9"
"-10","100","200","101561","3","1","1","-10","1","10850103","-30","3","5","bgm_M64","1.1","1085","0","-5","101561","1","65","0.65"
"190","100","200","101561","4","1","1","0","1","10850104","-30","4","0","bgm_M64","1.1","1085","0","0","101561","1","-110","0.65"
"460","400","290","101562","5","1","1","-50","1.4","10850105","-30","5","0","bgm_M55","1.55","1085","-60","0","101562","1.35","-70","1.25"
"-480","170","210","101001","1","1","1","-30","1","10860101","-30","1","10","bgm_M64","1","1086","-25","0","101001","0.9","-100","0.575"
"-250","250","240","101001","2","1","1","-30","1","10860102","-30","2","0","bgm_M64","1","1086","-30","0","101001","0.8","-10","0.7"
"-10","100","200","101001","3","1","1","-10","1","10860103","-30","3","0","bgm_M64","1.4","1086","-30","-15","101001","1","-120","0.95"
"210","150","200","101001","4","1","1","-30","1","10860104","-30","4","0","bgm_M64","1.2","1086","0","0","101001","1","40","0.72"
"480","200","250","101011","5","1","1","0","1.2","10860105","-30","5","0","bgm_M55","1.3","1086","0","0","101011","1","-40","1.2"
"-450","170","210","101021","1","1","1","-30","1","10870101","-30","1","10","bgm_M64","1","1087","-25","0","101021","0.9","0","0.575"
"-250","200","200","101021","2","1","1","-5","1","10870102","-30","2","10","bgm_M64","1","1087","0","0","101021","0.8","-120","0.65"
"-10","100","200","101021","3","1","1","-10","1","10870103","-30","3","5","bgm_M64","0.9","1087","0","-5","101021","0.8","65","0.6"
"200","100","200","101021","4","1","1","0","1","10870104","-30","4","0","bgm_M64","1","1087","-25","0","101021","0.85","-100","0.7"
"470","200","220","101031","5","1","1","0","1","10870105","-30","5","0","bgm_M55","1.8","1087","0","0","101031","1.6","0","1.4"
"-470","100","210","101041","1","1","1","0","1","10880101","-30","1","10","bgm_M64","1.45","1088","20","0","101041","1.1","-100","0.85"
"-220","100","200","101041","2","1","1","0","1","10880102","-30","2","10","bgm_M64","1.45","1088","0","0","101041","1.1","30","0.85"
"-10","100","200","101041","3","1","1","-10","1","10880103","-30","3","0","bgm_M64","1.3","1088","-30","-15","101041","1.1","-120","0.75"
"200","100","200","101041","4","1","1","-20","1","10880104","-30","4","0","bgm_M64","1.4","1088","-30","0","101041","1.1","40","0.85"
"450","150","210","101042","5","1.3","1","0","1","10880105","-30","5","0","bgm_M55","1.8","1088","-50","0","101042","1.35","-55","1.1"
"-470","100","210","101161","1","1","1","0","1","10890101","-30","1","10","bgm_M64","1.35","1089","0","0","101161","1.1","-10","0.85"
"-250","250","240","101161","2","1","1","-30","1","10890102","-30","2","0","bgm_M64","1","1089","-30","0","101161","0.8","-110","0.7"
"-10","100","200","101161","3","1","1","-10","1","10890103","-30","3","5","bgm_M64","1.2","1089","0","-15","101161","1","50","0.75"
"210","200","200","101161","4","1","1","0","1","10890104","-30","4","0","bgm_M64","1.5","1089","0","0","101161","1","-90","1"
"485","270","280","101162","5","1.3","1","-45","1","10890105","-30","5","-10","bgm_M55","1.15","1089","-50","-40","101162","1","-70","0.9"
"-450","170","210","101171","1","1","1","-30","1","10900101","-30","1","10","bgm_M64","1","1090","-25","0","101171","0.9","-90","0.575"
"-230","100","240","101171","2","1","1","0","1","10900102","-30","2","0","bgm_M64","1.2","1090","0","0","101171","1.1","10","0.75"
"15","100","200","101171","3","1","1","-10","1","10900103","-30","3","0","bgm_M64","1.4","1090","-30","-15","101171","1","-120","0.9"
"200","300","200","101171","4","1","1","-50","1","10900104","-30","4","0","bgm_M64","1.3","1090","-60","0","101171","1","40","0.8"
"475","200","250","101172","5","1","1","0","1","10900105","-30","5","10","bgm_M55","1.45","1090","-50","-20","101172","1","-30","1"
"-480","170","210","101191","1","1","1","-30","1","10910101","-30","1","10","bgm_M64","1","1091","-25","0","101191","0.9","0","0.575"
"-250","100","200","101191","2","1","1","0","1","10910102","-30","2","10","bgm_M64","1.5","1091","10","0","101191","1.4","-120","0.9"
"-10","100","200","101191","3","1","1","-10","1","10910103","-30","3","0","bgm_M64","1.1","1091","0","-15","101191","1","65","0.8"
"200","100","200","101191","4","1","1","0","1","10910104","-30","4","0","bgm_M64","1","1091","0","0","101191","0.7","-120","0.7"
"485","200","280","101192","5","1","1","-45","1.2","10910105","-30","5","-10","bgm_M55","1.3","1091","-50","0","101192","1","-70","1.1"
"-470","100","210","101201","1","1","1","0","1","10920101","-30","1","10","bgm_M64","1.45","1092","20","0","101201","1.1","-100","0.85"
"-250","200","200","101201","2","1","1","-5","1","10920102","-30","2","10","bgm_M64","1","1092","0","0","101201","0.8","-120","0.65"
"0","100","200","101201","3","1","1","-10","1","10920103","-30","3","0","bgm_M64","1.15","1092","0","-10","101201","1.1","-65","0.8"
"190","100","200","101201","4","1","1","-15","1","10920104","-30","4","0","bgm_M64","1","1092","10","0","101201","0.9","-110","0.7"
"475","100","250","101202","5","1","1","-45","1","10920105","-30","5","10","bgm_M55","1.45","1092","-50","-20","101202","1","-30","1"
"-480","250","210","101291","1","1","1","-30","1","10930101","-30","1","10","bgm_M64","0.8","1093","0","0","101291","0.7","-30","0.6"
"-250","200","240","101291","2","1","1","10","1","10930102","-30","2","0","bgm_M64","1.35","1093","10","0","101291","1.1","-110","0.9"
"-10","150","200","101291","3","1","1","-60","1.4","10930103","-30","3","0","bgm_M64","0.9","1093","-50","-13","101291","0.55","0","0.6"
"200","100","200","101291","4","1","1","0","1","10930104","-30","4","0","bgm_M64","1.4","1093","0","0","101291","1","-120","1"
"490","100","230","101292","5","1","1","30","1","10930105","-30","5","30","bgm_M55","1.45","1093","15","-20","101292","1","20","1.1"
"-480","170","210","101301","1","1","1","-30","1","10940101","-30","1","10","bgm_M64","1","1094","-25","0","101301","0.9","0","0.575"
"-220","100","200","101301","2","1","1","0","1","10940102","-30","2","10","bgm_M64","1.45","1094","0","0","101301","1.1","-110","0.85"
"10","100","200","101301","3","1","1","-10","1","10940103","-30","3","0","bgm_M64","1","1094","-20","-15","101301","0.7","55","0.65"
"200","100","200","101301","4","1","1","0","1","10940104","-30","4","0","bgm_M64","1.5","1094","-30","0","101301","1","-110","0.9"
"470","100","270","101302","5","1","1","-30","1","10940105","-30","5","10","bgm_M55","1.2","1094","-15","-20","101302","1.1","-50","1"
"-470","100","210","101441","1","1","1","0","1","10950101","-30","1","10","bgm_M64","1.35","1095","0","0","101441","1.1","30","0.85"
"-250","250","240","101441","2","1","1","-30","1","10950102","-30","2","0","bgm_M64","1","1095","-30","0","101441","0.8","-120","0.7"
"20","100","200","101441","3","1","1","-10","1","10950103","-30","3","0","bgm_M64","1.4","1095","-30","-15","101441","1","30","0.95"
"210","150","200","101441","4","1","1","-30","1","10950104","-30","4","0","bgm_M64","1.2","1095","0","0","101441","1","-110","0.72"
"470","100","230","101442","5","1","1","-30","1","10950105","-30","5","10","bgm_M55","1.2","1095","-35","-20","101442","1.1","-20","0.95"
