c496eb6aa8784f9bff721ced44424f256799a0acbd5ca2af74508ce6c57f2d8f,2d2fafbcc949ddc6eaf6b56605161971b7e0649fffce9bcdabd9379a11edac44,9d614650155dfc645b692e673b8beb8c111da8a2e47393465a8eae50f3ec2728,1d0229ce0e9cf54b6101f543e8c773372133efc1233597ddb9169e098dbb6d60,3ce1d6bf0dc119c223af4e82acdd4dc84d2d7b31bf5b878dcdf2a0a5b9cc893c,2214a4ea35e0c859d939e5826754060d118f5a4b2bf6d76a0b1687e1190948e4,9700c364a3ec44aeca49b6a8903f9c52c137645bfdb6306302a319a418f4dd0f,5bf900bca334518ee4f953990482f7b240ea19f7795c27d5cd0419899f8087ca,f26b50f193a7f9d60f021d6466b5e954afffeb6e417a509e71e73ed709b134c8,7577781fd77abffec35d237576900341fcea6adca815876c37f394148e9d868f,dbefb3172f91cd5e3435021e1ce4d3ce3ff95ac3d0ccb4a75bce4271f573bd3f
"3","0.3","","idle_normal","5152066","1","","110311","","","66082"
"3","0.3","","cool_idle","5152066","1","","107811","","","66083"
"3","0.3","","sad_idle_normal","5152066","1","","113511","","","66084"
"21","","","vo_rag_1004","5152066","0","","vo_rag","0","","66085"
"11","10","0","次は腕と脚の曲げ伸ばしですよ\nはりきっていきましょう","5152066","10","5","132111","1","0.5","66086"
"93","","","0","5152066","","","5","","","66087"
"91","","","","5152066","0","","66086","0","","66088"
"3","0.3","","radio_stretch1_loop_surprise1","5152066","1","","131911","","","66089"
"3","0.3","","radio_stretch1_loop","5152066","1","","132111","","","66090"
"3","0.3","","radio_stretch1_loop","5152066","1","","4","","","66091"
"93","","","","5152066","0","","0.1","0","","66092"
"3","0.3","","radio_stretch1_loop","5152066","1","","107511","","","66093"
"3","0.3","","radio_stretch1_loop","5152066","1","","107611","","","66094"
"3","0.3","","radio_stretch1_loop","5152066","1","","126911","","","66095"
"3","0.3","","radio_stretch1_loop","5152066","1","","110311","","","66096"
"3","0.3","","radio_stretch1_loop","5152066","1","","107811","","","66097"
"3","0.3","","radio_stretch1_loop","5152066","1","","113511","","","66098"
"93","","","","5152066","0","","2","0","","66099"
"21","","","vo_rag_1005","5152066","0","","vo_rag","0","","66100"
"11","-10","0","よいしょ、よいしょ……！","5152066","10","5","131911","1","0.5","66101"
"93","","","0","5152066","","","5","","","66102"
"91","","","","5152066","0","","66101","0","","66103"
"93","","","0","5152066","","","0.3","","","66104"
"3","0.3","","radio_talk_normal","5152066","1","","131911","","","66105"
"3","0.3","","wish_idle_normal","5152066","1","","132111","","","66106"
"3","0.3","","cool_idle","5152066","1","","4","","","66107"
"93","","","0","5152066","","","0.1","","","66108"
"3","0.3","","idle_normal","5152066","1","","107511","","","66109"
"3","0.3","","wish_idle","5152066","1","","107611","","","66110"
"3","0.3","","wish_idle_normal","5152066","1","","126911","","","66111"
"3","0.3","","idle_normal","5152066","1","","110311","","","66112"
"3","0.3","","cool_idle","5152066","1","","107811","","","66113"
"3","0.3","","sad_idle_normal","5152066","1","","113511","","","66114"
"21","","","vo_rag_1006","5152066","0","","vo_rag","0","","66115"
"11","-10","0","さあ、今度は横曲げの運動よ\n弾みをつけてやってね","5152066","10","5","131911","1","0.5","66116"
"93","","","0","5152066","","","4.3","","","66117"
"91","","","","5152066","0","","66116","0","","66118"
"3","0.2","","radio_stretch2_loop","5152066","1","","131911","","","66119"
"3","0.2","","radio_stretch2_loop_normal2","5152066","1","","132111","","","66120"
"3","0.2","","radio_stretch2_loop_talk2","5152066","1","","4","","","66121"
"93","","","","5152066","0","","0.2","0","","66122"
"3","0.2","","radio_stretch2R_loop","5152066","1","","107511","","","66123"
"3","0.2","","radio_stretch2R_loop","5152066","1","","107611","","","66124"
"3","0.2","","radio_stretch2R_loop","5152066","1","","126911","","","66125"
"3","0.2","","radio_stretch2R_loop","5152066","1","","110311","","","66126"
"3","0.2","","radio_stretch2R_loop","5152066","1","","107811","","","66127"
"3","0.2","","radio_stretch2R_loop","5152066","1","","113511","","","66128"
"93","","","","5152066","0","","1.5","0","","66129"
"11","-10","0","ふっ、ふっ、ふっ……","5152066","20","5","4","1","0","66130"
"93","","","0","5152066","","","0.2","","","66131"
"21","","","vo_rag_1007","5152066","0","","vo_rag","0","","66132"
"93","","","0","5152066","","","2.5","","","66133"
"91","","","","5152066","0","","66130","0","","66134"
"21","","","vo_rag_1008","5152066","0","","vo_rag","0","","66135"
"11","10","0","なんというキレのある動き……\nさすがです、姉様","5152066","10","5","132111","1","0.5","66136"
"93","","","0","5152066","","","4.5","","","66137"
"91","","","","5152066","0","","66136","0","","66138"
"93","","","0","5152066","","","0.5","","","66139"
"3","0.2","1","radio_victory_in_normal2","5152066","0","0","131911","radio_victory_loop_normal2","","66140"
"3","0.2","1","radio_victory_in_normal2","5152066","0","0","132111","radio_victory_loop_normal2","","66141"
"3","0.2","1","radio_victory_in","5152066","0","0","4","radio_victory_loop","","66142"
"3","0.2","","idle_normal","5152066","1","","107511","","","66143"
"3","0.2","","wish_idle","5152066","1","","107611","","","66144"
"3","0.2","","wish_idle_normal","5152066","1","","126911","","","66145"
"3","0.2","","idle_normal","5152066","1","","110311","","","66146"
"3","0.2","","cool_idle","5152066","1","","107811","","","66147"
"3","0.2","","sad_idle_normal","5152066","1","","113511","","","66148"
"21","","","vo_rag_1009","5152066","0","","vo_rag","0","","66149"
"11","-10","0","最後は両手を掲げて、びくとりー！","5152066","10","5","131911","1","0.5","66150"
"93","","","","5152066","0","","1.5","0","","66151"
"3","0.2","1","radio_victory_in_normal2","5152066","0","0","107511","radio_victory_loop_normal2","","66152"
"3","0.2","1","radio_victory_in_normal2","5152066","0","0","107611","radio_victory_loop_normal2","","66153"
"3","0.2","1","radio_victory_in","5152066","0","0","126911","radio_victory_loop","","66154"
"3","0.2","1","radio_victory_in_normal2","5152066","0","0","110311","radio_victory_loop_normal2","","66155"
"3","0.2","1","radio_victory_in_normal2","5152066","0","0","107811","radio_victory_loop_normal2","","66156"
"3","0.2","1","radio_victory_in_normal2","5152066","0","0","113511","radio_victory_loop_normal2","","66157"
"93","","","0","5152066","","","0.8","","","66158"
"3","0.2","1","radio_victory_out","5152066","0","0","131911","radio_victory_idle","","66159"
"93","","","0","5152066","","","1.8","","","66160"
"91","","","","5152066","0","","66150","0","","66161"
"3","0.2","1","radio_victory_out","5152066","0","0","132111","radio_victory_idle","","66162"
"3","0.2","1","radio_victory_out_talk2","5152066","0","0","4","radio_victory_idle_talk2","","66163"
"3","0.2","1","radio_victory_out","5152066","0","0","107511","radio_victory_idle","","66164"
"3","0.2","1","radio_victory_out","5152066","0","0","107611","radio_victory_idle","","66165"
"3","0.2","1","radio_victory_out","5152066","0","0","126911","radio_victory_idle","","66166"
"3","0.2","1","radio_victory_out","5152066","0","0","110311","radio_victory_idle","","66167"
"3","0.2","1","radio_victory_out","5152066","0","0","107811","radio_victory_idle","","66168"
"3","0.2","1","radio_victory_out","5152066","0","0","113511","radio_victory_idle","","66169"
"21","","","vo_rag_1010","5152066","0","","vo_rag","0","","66170"
"3","0","0","0610_in","5152066","","","2","","","66171"
"27","0","0","bgm_MC173B","5152066","0.5","1","bgm_MC173B","0.5","","66172"
"23","","","se_10058300_radio_finish","5152066","0","","se_10058300","","","66173"
"37","","","finish","5152066","","","2","","","66174"
"93","","","1","5152066","0","","0.4","0","","66175"
"3","0","0","0610_mid","5152066","0","","2","","","66176"
"92","","","","5152066","0","","","0","","66177"
"3","0","0","0610_out","5152066","0","0","2","empty","","66178"
"93","","","0","5152066","0","","0.3","0","","66179"
"3","0.2","1","pack_vic_in","5152066","0","0","5","pack_vic_idle","","66180"
"23","","","se_10058300_pack_appear","5152066","0","","se_10058300","","","66181"
"3","0.2","","radio_victory_idle","5152066","1","","131911","","","66182"
"93","","","","5152066","0","","0.1","0","","66183"
"3","0.2","","radio_victory_idle","5152066","1","","132111","","","66184"
"3","0.2","","radio_victory_idle_talk2","5152066","1","","4","","","66185"
"93","","","","5152066","0","","0.1","0","","66186"
"3","0.2","","radio_victory_lookup2_idle","5152066","1","","107511","","","66187"
"3","0.2","","radio_victory_lookup_idle","5152066","1","","107611","","","66188"
"3","0.2","","radio_victory_lookup_idle","5152066","1","","126911","","","66189"
"3","0.2","","radio_victory_lookup2_idle","5152066","1","","110311","","","66190"
"3","0.2","","radio_victory_lookup2_idle","5152066","1","","107811","","","66191"
"3","0.2","","radio_victory_lookup_idle","5152066","1","","113511","","","66192"
"93","","","","5152066","0","","0.3","0","","66193"
"21","","","vo_rag_1011","5152066","0","","vo_rag","0","","66194"
"11","0","1","びくとりー！","5152066","10","5","5","1","0","66195"
"91","","","","5152066","0","","0","0","","66196"
"23","","","se_10058300_emotion_laugh","5152066","0","","se_10058300","","","66197"
"32","","","1","5152066","","","17","","","66198"
"3","0.2","1","smile2_joy","5152066","0","0","131911","sad_idle_joy","","66199"
"3","0.2","","wish_talk","5152066","1","","132111","","","66200"
"3","0.2","1","doya_in_normal","5152066","0","0","4","doya_idle","","66201"
"3","0.2","1","handsup_in","5152066","0","0","107511","handsup_loop","","66202"
"3","0.2","","wish_idle_dere","5152066","1","","107611","","","66203"
"3","0.2","","wish2_idle","5152066","1","","126911","","","66204"
"3","0.2","","joy_idle","5152066","1","","110311","","","66205"
"3","0.2","1","cool_in_dere2","5152066","0","0","107811","cool_talk_dere2","","66206"
"3","0.2","","wish_talk_joy_shy","5152066","1","","113511","","","66207"
"93","","","","5152066","","","2","","","66208"
"32","","","1","5152066","","","4","","","66209"
"93","","","","5152066","","","1","","","66210"
"93","","","0","5152066","","","0.5","","","66211"
"101","","","","5152066","","","66213","","","66212"
"25","","","bgm_MC173B","5152066","","","bgm_MC173B","","","66213"
"22","","","0","5152066","","","0","","","66214"
"1","1.5","-254","107511","5152067","53","0","1","-60","top_idle_normal","67001"
"93","","","0","5152067","","","0.5","","","67002"
"101","","","","5152067","","","67004","","","67003"
"3","0.2","1","top_doya_in","5152067","0","0","107511","top_doya_talk","","67004"
"21","","","vo_rag_0101","5152067","0","","vo_rag","0","","67005"
"11","80","1","どんな体操でも楽しむ準備は万全です。一緒にがんばりましょう！","5152067","10","-92","107511","1","0","67006"
"93","","","1","5152067","","","3.7","","","67007"
"102","","","0","5152067","0","","0","","","67008"
"1","1.5","-254","107511","5152068","53","0","1","-60","top_idle_normal","68001"
"93","","","0","5152068","","","0.5","","","68002"
"101","","","","5152068","","","68004","","","68003"
"3","0.2","","top_surprise3_loop","5152068","1","","107511","","","68004"
"21","","","vo_rag_0102","5152068","0","","vo_rag","0","","68005"
"11","80","1","体操した後に食べるごはん…これはもう絶対おいしいですよ☆","5152068","10","-92","107511","1","0","68006"
"93","","","1","5152068","","","3.6","","","68007"
"102","","","0","5152068","0","","0","","","68008"
"1","1.5","-254","107611","5152069","53","0","1","-60","top_idle_normal","69001"
"93","","","0","5152069","","","0.5","","","69002"
"101","","","","5152069","","","69004","","","69003"
"3","0.2","","top_sad_talk","5152069","1","","107611","","","69004"
"21","","","vo_rag_0201","5152069","0","","vo_rag","0","","69005"
"11","80","1","ここで習った体操のことは、必ずや主さまにお伝えいたします","5152069","10","-92","107611","1","0","69006"
"93","","","1","5152069","","","3.3","","","69007"
"102","","","0","5152069","0","","0","","","69008"
"1","1.5","-254","107611","5152070","53","0","1","-60","top_idle_normal","70001"
"93","","","0","5152070","","","0.5","","","70002"
"101","","","","5152070","","","70004","","","70003"
"3","0.2","","top_wish_talk_normal","5152070","1","","107611","","","70004"
"21","","","vo_rag_0202","5152070","0","","vo_rag","0","","70005"
"11","80","1","押されたスタンプは努力の証。大切な宝物となることでしょう","5152070","10","-92","107611","1","0","70006"
"93","","","1","5152070","","","3.3","","","70007"
"102","","","0","5152070","0","","0","","","70008"
"1","1.5","-254","107811","5152071","53","0","1","-60","top_idle_normal","71001"
"93","","","0","5152071","","","0.5","","","71002"
"101","","","","5152071","","","71004","","","71003"
"3","0.2","1","top_cool_in","5152071","0","0","107811","top_cool_talk","","71004"
"21","","","vo_rag_0301","5152071","0","","vo_rag","0","","71005"
"11","80","1","ほら、シャキッとしなさい。ダラダラやってるとケガするわよ","5152071","10","-92","107811","1","0","71006"
"93","","","1","5152071","","","3.8","","","71007"
"102","","","0","5152071","0","","0","","","71008"
"1","1.5","-254","107811","5152072","53","0","1","-60","top_idle_normal","72001"
"93","","","0","5152072","","","0.5","","","72002"
"101","","","","5152072","","","72004","","","72003"
"3","0.2","1","top_armcrossed_talk_shy","5152072","0","0.2","107811","top_armcrossed_talk_nervous","","72004"
"21","","","vo_rag_0302","5152072","0","","vo_rag","0","","72005"
"11","80","1","子どもじゃあるまいしスタンプでよろこんだりは…悪くないわね","5152072","10","-92","107811","1","0","72006"
"93","","","1","5152072","","","3.2","","","72007"
"102","","","0","5152072","0","","0","","","72008"
"1","1.5","-254","131911","5152073","53","0","1","-60","top_idle_normal","73001"
"93","","","0","5152073","","","0.5","","","73002"
"101","","","","5152073","","","73004","","","73003"
"3","0.2","","top_wish_talk_joy","5152073","1","","131911","","","73004"
"21","","","vo_rag_0401","5152073","0","","vo_rag","0","","73005"
"11","80","1","夏の海辺でラジーオタイソーができるなんて、すごーく楽しみ！","5152073","10","-92","131911","1","0","73006"
"93","","","1","5152073","","","3.6","","","73007"
"102","","","0","5152073","0","","0","","","73008"
"1","1.5","-254","131911","5152074","53","0","1","-60","top_idle_normal","74001"
"93","","","0","5152074","","","0.5","","","74002"
"101","","","","5152074","","","74004","","","74003"
"3","0.2","","top_gutsB_talk","5152074","1","0","131911","","","74004"
"21","","","vo_rag_0402","5152074","0","","vo_rag","0","","74005"
"11","80","1","みんなのタイソーも教えてもらえるのよ。しゃかりき頑張るわ！","5152074","10","-92","131911","1","0","74006"
"93","","","1","5152074","","","3.6","","","74007"
"102","","","0","5152074","0","","0","","","74008"
"1","1.9","-330","131911","5152075","60","0","1","-10","empty","75001"
"5","1.9","-330","1","5152075","61","0","1","-10","empty","75002"
"1","1.9","-315","132111","5152075","58","0","1","-192","empty","75003"
"5","1.9","-315","2","5152075","59","0","1","-192","empty","75004"
"5","1.9","-312","4","5152075","57","0","4","163","empty","75005"
"1","1.75","-165","107511","5152075","54","0","1","-132","empty","75006"
"1","1.75","-175","107811","5152075","55","0","1","-292","empty","75007"
"1","1.75","-190","107611","5152075","56","0","1","-452","empty","75008"
"1","1.75","-165","110311","5152075","51","1","1","105","empty","75009"
"1","1.75","-175","126911","5152075","52","1","1","265","empty","75010"
"1","1.75","-190","113511","5152075","53","1","1","425","empty","75011"
"5","1.9","-324","5","5152075","59","0","5","15","empty","75012"
"31","0","1","90","5152075","0","","90","0","","75013"
"91","","","0","5152075","","","0","","","75014"
"93","","","0","5152075","","","0.6","","","75015"
"32","","","1","5152075","","","90","","","75016"
"93","","","0","5152075","","","0.1","","","75017"
"3","0","","comp_victory_F_noFace","5152075","0","","131911","","","75018"
"3","0","","comp_victory_F_emilia","5152075","0","","1","","","75019"
"3","0","","comp_victory_F_noFace","5152075","0","","132111","","","75020"
"3","0","","comp_victory_F_rem","5152075","0","","2","","","75021"
"3","0","","comp_victory_F","5152075","0","","4","","","75022"
"3","0","","comp_victory_B","5152075","0","","107511","","","75023"
"3","0","","comp_victory_B","5152075","0","","107811","","","75024"
"3","0","","comp_victory_B_kokkoro","5152075","0","","107611","","","75025"
"3","0","","comp_victory_B","5152075","0","","110311","","","75026"
"3","0","","comp_victory_B","5152075","0","","126911","","","75027"
"3","0","","comp_victory_B","5152075","0","","113511","","","75028"
"3","0","1","pack_comp_vic_in","5152075","0","0","5","pack_comp_vic_idle","","75029"
"93","","","0","5152075","","","4.5","","","75030"
"37","","","out","5152075","","","90","","","75031"
"6","0.1","0","1","5152075","1","0","131911","1","","75032"
"6","0.1","0","1","5152075","1","0","1","1","","75033"
"6","0.1","0","1","5152075","1","0","132111","1","","75034"
"6","0.1","0","1","5152075","1","0","2","1","","75035"
"6","0.1","0","1","5152075","1","0","4","1","","75036"
"6","0.1","0","1","5152075","1","0","107511","1","","75037"
"6","0.1","0","1","5152075","1","0","107811","1","","75038"
"6","0.1","0","1","5152075","1","0","107611","1","","75039"
"6","0.1","0","1","5152075","1","0","110311","1","","75040"
"6","0.1","0","1","5152075","1","0","126911","1","","75041"
"6","0.1","0","1","5152075","1","0","113511","1","","75042"
"6","0.1","0","1","5152075","1","0","5","1","","75043"
"93","","","0","5152075","","","1","","","75044"
