c38f0ba25673dd1b0e305e7d5c7632359f5690c858620d33df53dd8fd3b9a7d6,168d1f4371108b0228d118419630611d8cac129346d12315b52d9985a3d6ab38,9496ad7de84b0d39419f866fe50cc6901cf11e9b592e0328b851eb41443d6d80,e3270245878879859aa15eabb124de04c3226bdeab9a7dc6c77cb8972077b16a,45f78d6e81619cc63e7bbb535512df7bb212d245a2da19b56f50fb80d13943b4,0da889c4f02393254251ef1aca61970d6f6d5536db73241850f746dba2c62090,e24d0d0dfecb59f4d28be5d783fd28555fd6013097af66de159ef488213fc598,91e6cdfed394606b79134ae9fd663499ab217e2b56d9c05bcec89ff9aa8694f1,8850d7f770d42fed7a7a508ea409a11832506b9e6e82431400d748923b17c1c0,477eea0f4bcf35ee29704d1445d6a97aee752bfaf27e9039f72eeef1f71a086c,7330aabbbb58472f1f401d105164cde298fba369c1906c461b47293354168848,05f4db382a452b2c4a56b338029431e1240f532cbef2567d069bb7deb1f7808f,76c09ba8b8f8869b1eec87a1cb2abd60dc7bbd7a4a70719c241873609109c7b7,d10af51b954974f60f5ebbd6b7338b020de32f04b983fbae38bde0ccea8de1e3,ef16b3d454515e8435d78a9a6f0528b4c17b2270bbf7980d46282d03663cb62e,af0a0b9df40fb858badfbe836df8f2a65edb3988542c8fa0b498cceee893d6f2,9ec63d8de2ef0b9f2ad3dc6753ed9eb8e032ca11474c5a16504b61fe443a8c0d,0e6e7cf38a2a9f1e383f6cacb43774eeb777c8660ff048232399dba81ab6dc6f,dc2e230b3549c4d50a4d2158217120d31291a7d6dcbdcac917e8dcca5debaad8
"1700","0","45","155","123701","0","10","9","100","0","0","0","1710","16","0","2","0","9","70"
"1970","0","45","170","123701","0","13","10","320","0","0","0","2175","45","0","4","0","14","75"
"2130","0","45","186","123701","0","13","11","540","0","0","0","2687","90","0","5","5","14","80"
"2230","0","45","222","123701","0","16","12","640","0","0","0","3211","143","0","6","11","14","85"
"2370","0","45","242","123701","0","21","13","640","0","0","0","3744","205","0","6","17","16","92"
"2510","0","45","272","123701","0","25","14","760","0","0","0","4324","281","0","6","17","18","99"
"2540","0","45","282","123701","0","33","15","880","0","0","0","4929","351","0","6","17","22","108"
"2570","0","45","312","123701","0","38","16","880","0","0","0","5602","426","0","6","17","22","116"
"2570","0","45","342","123701","0","42","17","880","0","0","0","6330","498","0","6","17","22","125"
"2570","0","45","372","123701","0","48","18","880","0","0","0","7114","587","0","6","17","22","134"
"2570","0","45","372","123701","0","53","19","880","0","0","0","8002","720","0","6","17","22","141"
"2570","0","45","372","123701","0","63","20","880","0","0","0","8923","877","0","6","17","22","155"
"2570","0","45","372","123701","0","69","21","980","0","0","0","9942","1079","0","6","17","22","163"
"2570","0","45","372","123701","0","74","22","1080","0","0","0","11139","1297","0","6","17","22","170"
"2570","0","45","372","123701","0","80","23","1080","0","0","0","12462","1481","0","6","17","22","186"
"2570","0","45","372","123701","0","86","24","1080","0","0","0","13937","1624","0","6","17","22","203"
"2570","0","45","372","123701","0","92","25","1080","0","0","0","15647","1733","0","6","17","22","211"
"3030","0","45","372","123701","0","98","26","1080","0","0","0","17487","1805","0","6","17","22","220"
"3030","0","45","372","123701","0","104","27","1080","0","0","0","19522","1850","0","6","17","22","228"
"3030","0","45","372","123701","0","109","28","1080","0","0","0","21720","1882","0","6","17","22","233"
"3490","0","45","372","123701","0","113","29","1080","0","0","0","24042","1915","0","6","17","22","237"
"3490","0","45","372","123701","0","117","30","1080","0","0","0","26563","1949","0","6","17","22","241"
"3950","0","45","372","123701","0","121","31","1080","0","0","0","29142","1983","0","6","17","22","245"
"3950","0","45","372","123701","0","125","32","1080","0","0","0","31884","2017","0","6","17","22","249"
"4450","0","45","372","123701","0","129","33","1080","0","0","0","34717","2050","0","6","17","22","253"
"4950","0","45","372","123701","0","133","34","1080","0","0","0","37699","2082","0","6","17","22","257"
"4950","0","45","372","123701","0","137","35","1080","0","0","0","40886","2114","0","6","17","22","261"
"4950","0","45","372","123701","0","141","36","1080","0","0","0","44185","2146","0","6","17","22","265"
"5450","0","45","372","123701","0","146","37","1080","0","0","0","47529","2178","0","6","17","22","270"
"5950","0","45","372","123701","0","151","38","1080","0","0","0","50977","2210","0","6","17","22","275"
"65","16","0","10","123801","0","1","2","75","1","0","0","0","0","0","0","0","0","0"
"185","68","0","30","123801","0","3","3","125","2","0","0","0","0","0","0","0","0","0"
"420","158","0","60","123801","0","7","4","260","4","0","0","0","0","0","0","0","0","3"
"810","293","0","100","123801","0","12","5","420","7","0","0","0","0","0","0","0","0","7"
"1340","486","0","130","123801","0","17","6","630","11","0","0","0","0","0","3","0","0","11"
"1660","731","0","155","123801","0","26","7","1235","15","0","0","0","0","0","6","0","0","17"
"2290","1030","0","180","123801","0","35","8","1795","15","0","10","0","0","0","9","0","9","24"
"2540","1459","0","205","123801","0","46","9","1795","16","0","40","0","0","0","9","5","23","27"
"2740","1941","10","205","123801","0","51","10","1795","16","0","100","0","0","0","9","10","37","35"
"3100","2439","20","205","123801","0","55","11","1795","16","0","158","0","0","3","9","15","37","44"
"3470","2871","20","205","123801","0","66","12","2045","18","0","198","0","0","36","9","15","37","46"
"3720","3345","20","230","123801","0","79","13","2045","18","0","251","0","0","56","9","15","37","54"
"3880","3840","20","255","123801","0","97","14","2045","20","0","328","0","0","56","9","15","37","68"
"3880","4412","20","255","123801","0","111","15","2045","20","0","448","0","0","56","9","15","37","82"
"3880","5015","20","255","123801","0","124","16","2045","20","0","586","0","0","59","9","15","37","94"
"3930","5656","20","255","123801","0","142","17","2045","20","0","711","0","0","62","9","15","37","103"
"3980","6351","20","255","123801","0","157","18","2045","20","0","856","0","0","62","9","15","37","119"
"4075","7154","20","255","123801","0","173","19","2045","20","0","984","0","0","62","9","15","37","135"
"4270","8017","20","255","123801","0","203","20","2045","20","0","1065","0","0","62","9","15","37","147"
"4580","8971","20","255","123801","0","232","21","2045","20","0","1160","0","0","62","9","15","37","157"
"4790","10078","20","255","123801","0","259","22","2045","20","0","1262","0","0","62","9","15","37","176"
"4880","11352","20","255","123801","0","287","23","2045","20","0","1343","0","0","62","9","15","37","199"
"4970","12783","20","255","123801","0","308","24","2045","20","0","1416","0","0","62","9","15","37","221"
"5230","14334","20","255","123801","0","331","25","2045","20","0","1471","0","0","62","9","15","37","247"
"5490","16052","20","255","123801","0","352","26","2045","20","0","1504","0","0","62","9","15","37","273"
"5490","17957","20","255","123801","0","367","27","2045","20","0","1540","0","0","62","9","15","37","295"
"5490","20045","20","255","123801","0","379","28","2045","20","0","1574","0","0","62","9","15","37","309"
"5810","22292","20","255","123801","0","389","29","2045","20","0","1607","0","0","62","9","15","37","319"
"6130","24630","20","255","123801","0","404","30","2045","20","0","1650","0","0","62","9","15","37","334"
"6450","27077","20","255","123801","0","419","31","2045","20","0","1693","0","0","62","9","15","37","349"
"7295","29680","20","255","123801","0","424","32","2045","20","0","1726","0","0","62","9","15","37","354"
"7820","32401","20","255","123801","0","435","33","2045","20","0","1765","0","0","62","9","15","37","365"
"7820","35230","20","255","123801","0","457","34","2045","20","0","1811","0","0","62","9","15","37","387"
"7820","38187","20","255","123801","0","479","35","2045","20","0","1857","0","0","62","9","15","37","409"
"7820","41244","20","255","123801","0","502","36","2045","20","0","1903","0","0","62","9","15","37","432"
"7820","44401","20","255","123801","0","526","37","2045","20","0","1949","0","0","62","9","15","37","456"
"7820","47661","20","255","123801","0","550","38","2045","20","0","1995","0","0","62","9","15","37","480"
"115","12","0","0","123901","0","3","2","125","0","0","0","0","0","0","0","0","0","0"
"300","52","0","15","123901","0","7","3","225","0","0","0","0","0","0","0","0","0","1"
"755","109","0","30","123901","0","15","4","275","2","0","0","0","0","0","0","0","0","5"
"1420","202","0","60","123901","0","25","5","275","2","0","0","0","0","0","0","0","0","14"
"2425","311","0","75","123901","0","35","6","645","6","0","0","0","0","0","0","0","0","24"
"3310","453","0","100","123901","0","57","7","645","6","0","0","0","0","0","0","0","0","43"
"4630","563","0","100","123901","0","76","8","945","16","0","0","0","0","0","0","0","0","59"
"5790","736","15","100","123901","0","93","9","1395","21","0","0","10","0","0","0","0","5","78"
"6720","960","15","125","123901","0","115","10","1695","21","0","10","20","0","5","0","0","10","100"
"7690","1179","25","125","123901","0","142","11","1995","21","0","40","20","0","10","1","0","10","125"
"8350","1464","45","125","123901","0","164","12","2245","26","0","80","20","0","10","1","0","15","144"
"8870","1761","47","125","123901","0","200","13","2465","26","0","126","20","0","10","1","0","20","168"
"9230","2047","49","131","123901","0","240","14","2585","26","0","162","20","0","10","1","3","20","200"
"9490","2361","49","137","123901","0","279","15","2685","26","0","202","20","0","10","1","5","20","237"
"9640","2716","49","149","123901","0","318","16","2835","26","0","236","20","0","10","1","5","20","277"
"9925","3030","49","149","123901","0","366","17","2885","29","0","280","20","0","14","1","5","20","319"
"10270","3381","49","149","123901","0","419","18","2885","32","0","352","20","0","18","1","5","20","361"
"10915","3778","49","164","123901","0","476","19","2980","32","0","409","20","0","18","1","5","20","409"
"11545","4189","49","199","123901","0","537","20","3075","37","0","436","20","0","18","1","5","20","463"
"12130","4655","49","239","123901","0","602","21","3075","42","0","488","20","0","18","1","5","20","520"
"13175","5187","49","279","123901","0","674","22","3075","42","0","569","20","0","18","1","5","20","586"
"14260","5760","49","299","123901","0","759","23","3075","42","0","645","20","0","18","1","5","20","667"
"15090","6390","49","299","123901","0","857","24","3075","42","0","710","20","0","18","1","5","20","756"
"15785","7318","49","299","123901","0","941","25","3075","42","0","760","20","0","18","1","5","20","836"
"17060","8563","49","299","123901","0","999","26","3075","42","0","785","20","0","18","1","5","20","897"
"18905","9867","49","299","123901","0","1057","27","3075","42","0","795","20","0","18","1","5","20","957"
"20390","11227","49","299","123901","0","1126","28","3075","42","0","814","20","0","18","1","5","20","1028"
"23875","12395","49","299","123901","0","1209","29","3075","42","0","833","20","0","18","1","5","20","1111"
"29750","13334","49","299","123901","0","1303","30","3075","42","0","843","20","0","18","1","5","20","1205"
"35915","14310","49","299","123901","0","1401","31","3075","42","0","853","20","0","18","1","5","20","1303"
"42450","15323","49","299","123901","0","1502","32","3075","42","0","863","20","0","18","1","5","20","1404"
"49600","16393","49","299","123901","0","1605","33","3075","42","0","873","20","0","18","1","5","20","1507"
"57530","17520","49","299","123901","0","1710","34","3075","42","0","883","20","0","18","1","5","20","1612"
"66170","18685","49","299","123901","0","1816","35","3075","42","0","893","20","0","18","1","5","20","1718"
"75370","19887","49","299","123901","0","1923","36","3075","42","0","903","20","0","18","1","5","20","1825"
"85035","21126","49","299","123901","0","2032","37","3075","42","0","913","20","0","18","1","5","20","1934"
"95190","22402","49","299","123901","0","2142","38","3075","42","0","923","20","0","18","1","5","20","2044"
"55","0","0","0","124001","0","0","2","50","0","0","0","26","0","0","0","0","0","3"
"150","0","0","0","124001","0","0","3","100","0","0","0","94","0","0","0","0","0","7"
"270","0","10","0","124001","0","2","4","100","0","0","0","214","0","0","0","0","0","14"
"450","0","10","0","124001","0","2","5","100","0","0","0","405","0","0","0","0","0","29"
"800","0","10","50","124001","0","4","6","100","0","0","0","634","0","0","0","0","0","42"
"1395","0","15","85","124001","0","8","7","100","0","0","0","894","0","0","0","0","0","56"
"1560","0","30","120","124001","0","10","8","100","0","0","0","1286","0","0","1","0","4","63"
"1700","0","45","155","124001","0","10","9","100","0","0","0","1710","16","0","2","0","9","70"
"1970","0","45","170","124001","0","11","10","520","0","0","0","2145","40","0","4","0","14","82"
"2130","0","45","186","124001","0","11","11","740","0","0","0","2657","85","0","5","5","14","87"
"2230","0","45","222","124001","0","14","12","840","0","0","0","3181","138","0","6","11","14","92"
"2370","0","45","242","124001","0","19","13","840","0","0","0","3714","200","0","6","17","16","99"
"2510","0","45","272","124001","0","23","14","960","0","0","0","4294","276","0","6","17","18","106"
"2540","0","45","282","124001","0","31","15","1080","0","0","0","4899","346","0","6","17","22","115"
"2570","0","45","312","124001","0","36","16","1080","0","0","0","5572","421","0","6","17","22","123"
"2570","0","45","342","124001","0","40","17","1080","0","0","0","6300","493","0","6","17","22","132"
"2570","0","45","372","124001","0","46","18","1080","0","0","0","7084","582","0","6","17","22","141"
"2570","0","45","372","124001","0","51","19","1080","0","0","0","7972","715","0","6","17","22","148"
"2570","0","45","372","124001","0","61","20","1080","0","0","0","8893","872","0","6","17","22","162"
"2570","0","45","372","124001","0","67","21","1180","0","0","0","9912","1074","0","6","17","22","170"
"2570","0","45","372","124001","0","72","22","1280","0","0","0","11109","1292","0","6","17","22","177"
"2570","0","45","372","124001","0","78","23","1280","0","0","0","12432","1476","0","6","17","22","193"
"2570","0","45","372","124001","0","84","24","1280","0","0","0","13907","1619","0","6","17","22","210"
"2570","0","45","372","124001","0","90","25","1280","0","0","0","15617","1728","0","6","17","22","218"
"3030","0","45","372","124001","0","96","26","1280","0","0","0","17457","1800","0","6","17","22","227"
"3030","0","45","372","124001","0","102","27","1280","0","0","0","19492","1845","0","6","17","22","235"
"3030","0","45","372","124001","0","107","28","1280","0","0","0","21690","1877","0","6","17","22","240"
"3490","0","45","372","124001","0","111","29","1280","0","0","0","24012","1910","0","6","17","22","244"
"3490","0","45","372","124001","0","115","30","1280","0","0","0","26533","1944","0","6","17","22","248"
"3950","0","45","372","124001","0","119","31","1280","0","0","0","29112","1978","0","6","17","22","252"
"3950","0","45","372","124001","0","123","32","1280","0","0","0","31854","2012","0","6","17","22","256"
"4450","0","45","372","124001","0","127","33","1280","0","0","0","34687","2045","0","6","17","22","260"
"4950","0","45","372","124001","0","131","34","1280","0","0","0","37669","2077","0","6","17","22","264"
"4950","0","45","372","124001","0","135","35","1280","0","0","0","40856","2109","0","6","17","22","268"
"4950","0","45","372","124001","0","139","36","1280","0","0","0","44155","2141","0","6","17","22","272"
"5450","0","45","372","124001","0","144","37","1280","0","0","0","47499","2173","0","6","17","22","277"
"5950","0","45","372","124001","0","149","38","1280","0","0","0","50947","2205","0","6","17","22","282"
"55","0","0","0","124101","0","1","2","75","0","0","0","23","0","0","0","0","0","2"
"150","0","0","0","124101","0","1","3","125","0","0","0","81","0","0","0","0","0","8"
"325","0","10","5","124101","0","4","4","175","0","0","0","172","0","0","0","0","0","17"
"505","0","10","15","124101","0","4","5","175","0","0","0","349","0","0","0","0","0","33"
"1035","0","25","15","124101","0","12","6","175","0","0","0","522","0","0","0","0","0","52"
"1395","0","30","85","124101","0","14","7","175","0","0","0","790","0","0","0","0","0","66"
"1675","0","75","85","124101","0","19","8","175","0","0","0","1089","0","0","0","0","4","88"
"2130","0","110","100","124101","0","25","9","175","0","0","0","1389","6","0","0","5","9","109"
"2490","0","115","135","124101","0","28","10","395","0","0","0","1758","30","0","0","10","14","126"
"2910","0","129","151","124101","0","35","11","735","0","0","0","2159","53","0","0","10","14","145"
"3430","0","138","177","124101","0","56","12","955","0","0","0","2471","63","0","0","12","17","171"
"3810","0","140","199","124101","0","94","13","1175","0","0","0","2705","63","0","0","14","20","209"
"3990","0","146","199","124101","0","133","14","1295","0","0","0","2982","71","0","0","16","20","251"
"4130","0","151","199","124101","0","168","15","1395","0","0","0","3310","81","0","0","18","20","293"
"4330","0","157","199","124101","0","208","16","1495","0","0","0","3658","81","0","0","18","20","336"
"4510","0","158","214","124101","0","250","17","1495","3","0","0","4008","81","0","0","18","20","384"
"4915","0","158","229","124101","0","295","18","1495","6","0","0","4353","81","0","0","18","20","441"
"5560","0","158","229","124101","0","349","19","1590","6","0","0","4719","81","0","0","18","20","506"
"6145","0","158","229","124101","0","406","20","1685","6","0","0","5176","93","0","0","18","20","568"
"6765","0","158","229","124101","0","472","21","1685","6","0","0","5618","93","0","0","18","20","646"
"8080","0","158","229","124101","0","541","22","1685","6","0","0","6142","93","0","0","18","20","725"
"9855","0","158","229","124101","0","619","23","1685","6","0","0","6707","93","0","0","18","20","810"
"11380","0","158","229","124101","0","704","24","1685","6","0","0","7347","93","0","0","18","20","901"
"12675","0","158","229","124101","0","784","25","1685","6","0","0","8212","103","0","0","18","20","987"
"13965","0","158","229","124101","0","853","26","1685","6","0","0","9328","118","0","0","18","20","1062"
"15535","0","158","229","124101","0","920","27","1685","6","0","0","10563","128","0","0","18","20","1132"
"17300","0","158","229","124101","0","990","28","1685","6","0","0","11885","138","0","0","18","20","1203"
"19295","0","158","229","124101","0","1066","29","1685","6","0","0","13290","148","0","0","18","20","1279"
"21525","0","158","229","124101","0","1147","30","1685","6","0","0","14765","158","0","0","18","20","1360"
"23915","0","158","229","124101","0","1230","31","1685","6","0","0","16312","168","0","0","18","20","1443"
"26460","0","158","229","124101","0","1315","32","1685","6","0","0","17930","178","0","0","18","20","1528"
"28070","0","158","229","124101","0","1369","33","1685","6","0","0","20100","195","0","0","18","20","1582"
"28670","0","158","229","124101","0","1391","34","1685","6","0","0","22860","219","0","0","18","20","1604"
"29270","0","158","229","124101","0","1413","35","1685","6","0","0","25750","243","0","0","18","20","1626"
"29870","0","158","229","124101","0","1436","36","1685","6","0","0","28741","267","0","0","18","20","1649"
"30470","0","158","229","124101","0","1460","37","1685","6","0","0","31831","291","0","0","18","20","1673"
"31070","0","158","229","124101","0","1484","38","1685","6","0","0","35029","315","0","0","18","20","1697"
"95","15","0","0","124201","0","4","2","75","0","0","0","0","0","0","0","0","0","0"
"365","53","0","0","124201","0","9","3","150","0","0","0","0","0","0","0","0","0","2"
"930","126","0","0","124201","0","18","4","175","0","0","0","0","0","0","0","0","0","4"
"1590","209","0","0","124201","0","30","5","175","6","0","0","0","0","0","0","0","0","10"
"2810","334","0","0","124201","0","50","6","265","6","0","0","0","0","0","0","0","0","15"
"3915","502","0","0","124201","0","70","7","500","6","0","0","0","0","0","0","0","0","26"
"5140","626","0","15","124201","0","94","8","500","6","0","0","0","0","0","4","0","0","48"
"6320","819","15","30","124201","0","111","9","500","11","0","10","10","0","0","4","0","9","62"
"7490","1009","15","30","124201","0","133","10","900","11","0","20","20","0","0","6","0","18","87"
"8410","1377","15","30","124201","0","150","11","900","11","0","52","20","0","3","11","0","18","99"
"9170","1635","35","30","124201","0","176","12","1000","16","0","62","20","0","9","11","0","18","123"
"9750","1954","37","38","124201","0","211","13","1100","18","0","72","20","0","12","11","0","18","146"
"10220","2236","39","46","124201","0","253","14","1100","18","0","86","20","0","12","11","3","18","178"
"10440","2621","39","58","124201","0","284","15","1200","18","0","100","20","0","15","11","5","18","210"
"10730","2989","39","58","124201","0","321","16","1350","20","0","124","20","0","15","11","5","18","247"
"11155","3309","39","58","124201","0","369","17","1400","23","0","154","20","0","15","11","5","18","289"
"11715","3667","39","58","124201","0","422","18","1400","26","0","191","20","0","15","11","5","18","331"
"12340","4074","39","73","124201","0","479","19","1495","26","0","232","20","0","15","11","5","18","379"
"12850","4525","39","108","124201","0","540","20","1590","26","0","270","20","0","15","11","5","18","433"
"13465","5028","39","148","124201","0","605","21","1590","26","0","306","20","0","15","11","5","18","490"
"14570","5577","39","188","124201","0","677","22","1590","26","0","340","20","0","15","11","5","18","556"
"15910","6144","39","208","124201","0","762","23","1590","26","0","370","20","0","15","11","5","18","637"
"17010","6760","39","208","124201","0","860","24","1590","26","0","402","20","0","15","11","5","18","726"
"18520","7442","39","208","124201","0","965","25","1590","26","0","432","20","0","15","11","5","18","818"
"20185","8375","39","208","124201","0","1052","26","1590","26","0","456","20","0","15","11","5","18","904"
"21585","9597","39","208","124201","0","1120","27","1590","26","0","480","20","0","15","11","5","18","979"
"23150","10924","39","208","124201","0","1191","28","1590","26","0","504","20","0","15","11","5","18","1052"
"27035","12049","39","208","124201","0","1274","29","1590","26","0","519","20","0","15","11","5","18","1135"
"33310","12945","39","208","124201","0","1368","30","1590","26","0","525","20","0","15","11","5","18","1229"
"39875","13878","39","208","124201","0","1466","31","1590","26","0","531","20","0","15","11","5","18","1327"
"46910","14838","39","208","124201","0","1567","32","1590","26","0","537","20","0","15","11","5","18","1428"
"54660","15843","39","208","124201","0","1670","33","1590","26","0","543","20","0","15","11","5","18","1531"
"63190","16904","39","208","124201","0","1775","34","1590","26","0","549","20","0","15","11","5","18","1636"
"72430","18003","39","208","124201","0","1881","35","1590","26","0","555","20","0","15","11","5","18","1742"
"82230","19139","39","208","124201","0","1988","36","1590","26","0","561","20","0","15","11","5","18","1849"
"92495","20312","39","208","124201","0","2097","37","1590","26","0","567","20","0","15","11","5","18","1958"
"103250","21523","39","208","124201","0","2207","38","1590","26","0","573","20","0","15","11","5","18","2068"
"55","0","0","0","124501","0","0","2","50","0","0","0","26","0","0","0","0","0","3"
"150","0","0","0","124501","0","0","3","100","0","0","0","94","0","0","0","0","0","7"
"270","0","10","0","124501","0","2","4","100","0","0","0","214","0","0","0","0","0","14"
"450","0","10","0","124501","0","2","5","100","0","0","0","405","0","0","0","0","0","29"
"800","0","10","50","124501","0","4","6","100","0","0","0","634","0","0","0","0","0","42"
"1395","0","15","85","124501","0","8","7","100","0","0","0","894","0","0","0","0","0","56"
"1560","0","45","120","124501","0","10","8","100","0","0","0","1255","0","0","1","0","4","66"
"1865","0","60","155","124501","0","14","9","100","0","0","0","1615","16","0","2","0","9","79"
"2225","0","60","190","124501","0","15","10","520","0","0","0","2003","45","0","3","0","14","95"
"2485","0","60","206","124501","0","18","11","740","0","0","0","2456","90","0","4","5","14","105"
"2625","0","60","242","124501","0","21","12","740","0","0","0","2922","145","0","4","13","14","115"
"2865","0","60","262","124501","0","29","13","740","0","0","0","3403","205","0","4","16","16","127"
"3005","0","60","284","124501","0","39","14","860","0","0","0","3895","269","0","4","16","18","144"
"3095","0","64","294","124501","0","53","15","980","0","0","0","4406","325","0","4","16","20","162"
"3125","0","64","314","124501","0","66","16","980","0","0","0","4974","384","0","4","16","22","179"
"3125","0","64","344","124501","0","75","17","980","0","0","0","5602","459","0","4","16","22","196"
"3125","0","64","354","124501","0","85","18","980","0","0","0","6284","563","0","4","16","22","214"
"3125","0","64","354","124501","0","96","19","980","0","0","0","7060","692","0","4","16","22","230"
"3125","0","64","354","124501","0","111","20","980","0","0","0","7878","830","0","4","16","22","251"
"3125","0","64","354","124501","0","121","21","1080","0","0","0","8817","1011","0","4","16","22","262"
"3125","0","64","354","124501","0","132","22","1180","0","0","0","9900","1203","0","4","16","22","277"
"3125","0","64","354","124501","0","143","23","1180","0","0","0","11161","1352","0","4","16","22","300"
"3125","0","64","354","124501","0","155","24","1180","0","0","0","12553","1468","0","4","16","22","325"
"3125","0","64","354","124501","0","167","25","1180","0","0","0","14168","1560","0","4","16","22","342"
"3585","0","64","354","124501","0","179","26","1180","0","0","0","15925","1604","0","4","16","22","359"
"4045","0","64","354","124501","0","191","27","1180","0","0","0","17810","1630","0","4","16","22","376"
"4045","0","64","354","124501","0","202","28","1180","0","0","0","19900","1656","0","4","16","22","389"
"4505","0","64","354","124501","0","211","29","1180","0","0","0","22133","1683","0","4","16","22","398"
"4965","0","64","354","124501","0","219","30","1180","0","0","0","24520","1711","0","4","16","22","406"
"4965","0","64","354","124501","0","231","31","1180","0","0","0","27022","1744","0","4","16","22","418"
"4965","0","64","354","124501","0","243","32","1180","0","0","0","29634","1777","0","4","16","22","430"
"5465","0","64","354","124501","0","251","33","1180","0","0","0","32380","1804","0","4","16","22","438"
"6465","0","64","354","124501","0","259","34","1180","0","0","0","35234","1830","0","4","16","22","446"
"6965","0","64","354","124501","0","267","35","1180","0","0","0","38273","1856","0","4","16","22","454"
"6965","0","64","354","124501","0","275","36","1180","0","0","0","41478","1882","0","4","16","22","462"
"7465","0","64","354","124501","0","284","37","1180","0","0","0","44727","1908","0","4","16","22","471"
"8465","0","64","354","124501","0","294","38","1180","0","0","0","48013","1934","0","4","16","22","481"
"55","0","0","0","124601","0","1","2","75","0","0","0","23","0","0","0","0","0","2"
"150","0","0","0","124601","0","1","3","125","0","0","0","81","0","0","0","0","0","8"
"325","0","10","5","124601","0","4","4","175","0","0","0","172","0","0","0","0","0","17"
"505","0","10","15","124601","0","4","5","175","0","0","0","349","0","0","0","0","0","33"
"1035","0","25","15","124601","0","12","6","175","0","0","0","522","0","0","0","0","0","52"
"1395","0","30","85","124601","0","14","7","175","0","0","0","790","0","0","0","0","0","66"
"1675","0","75","85","124601","0","19","8","175","0","0","0","1089","0","0","0","0","4","88"
"2130","0","110","100","124601","0","25","9","175","0","0","0","1389","6","0","0","5","9","109"
"2490","0","115","135","124601","0","28","10","395","0","0","0","1758","30","0","0","10","14","126"
"2910","0","129","151","124601","0","35","11","735","0","0","0","2159","53","0","0","10","14","145"
"3270","0","135","177","124601","0","52","12","955","0","0","0","2496","70","0","0","14","17","170"
"3430","0","137","199","124601","0","78","13","1075","0","0","0","2836","86","0","0","19","17","200"
"3690","0","141","211","124601","0","106","14","1195","0","0","0","3176","96","0","0","21","17","237"
"3890","0","150","211","124601","0","133","15","1415","0","0","0","3572","110","0","0","21","17","271"
"4050","0","156","211","124601","0","161","16","1415","0","0","0","4038","139","0","0","21","17","299"
"4110","0","157","211","124601","0","184","17","1415","3","0","0","4525","187","0","0","21","17","334"
"4455","0","157","221","124601","0","217","18","1415","3","0","0","4989","217","0","0","21","17","379"
"5100","0","157","221","124601","0","258","19","1510","3","0","0","5460","242","0","0","21","17","431"
"5685","0","157","221","124601","0","300","20","1510","3","0","0","6049","278","0","0","21","17","478"
"6270","0","157","221","124601","0","349","21","1510","3","0","0","6625","313","0","0","21","17","540"
"7475","0","157","221","124601","0","401","22","1610","3","0","0","7289","349","0","0","21","17","602"
"8935","0","157","221","124601","0","460","23","1610","3","0","0","8049","379","0","0","21","17","668"
"10460","0","157","221","124601","0","521","24","1610","3","0","0","8890","379","0","0","21","17","743"
"11755","0","157","221","124601","0","575","25","1610","3","0","0","9996","404","0","0","21","17","804"
"12750","0","157","221","124601","0","618","26","1610","3","0","0","11393","431","0","0","21","17","853"
"13865","0","157","221","124601","0","659","27","1610","3","0","0","12933","448","0","0","21","17","897"
"15085","0","157","221","124601","0","702","28","1610","3","0","0","14579","465","0","0","21","17","941"
"16460","0","157","221","124601","0","750","29","1610","3","0","0","16327","482","0","0","21","17","989"
"17915","0","157","221","124601","0","801","30","1610","3","0","0","18182","500","0","0","21","17","1040"
"19450","0","157","221","124601","0","853","31","1610","3","0","0","20127","518","0","0","21","17","1092"
"21060","0","157","221","124601","0","906","32","1610","3","0","0","22162","536","0","0","21","17","1145"
"22840","0","157","221","124601","0","960","33","1610","3","0","0","24313","554","0","0","21","17","1199"
"24860","0","157","221","124601","0","1016","34","1610","3","0","0","26580","571","0","0","21","17","1255"
"27050","0","157","221","124601","0","1072","35","1610","3","0","0","28958","588","0","0","21","17","1311"
"29410","0","157","221","124601","0","1129","36","1610","3","0","0","31418","605","0","0","21","17","1368"
"31845","0","157","221","124601","0","1188","37","1610","3","0","0","33959","622","0","0","21","17","1427"
"34445","0","157","221","124601","0","1247","38","1610","3","0","0","36589","639","0","0","21","17","1486"
"60","26","0","0","124701","0","3","2","50","0","0","0","0","0","0","0","0","0","0"
"330","77","0","0","124701","0","6","3","100","0","0","0","0","0","0","0","0","0","1"
"675","200","0","10","124701","0","9","4","160","0","0","0","0","0","0","0","0","0","1"
"1215","338","10","30","124701","0","16","5","160","3","0","0","0","0","0","0","0","0","4"
"2080","541","10","30","124701","0","30","6","340","3","0","0","0","0","0","0","0","0","6"
"3050","788","10","30","124701","0","42","7","810","3","0","0","0","0","0","0","0","0","8"
"3875","1113","10","45","124701","0","54","8","1045","3","0","0","0","0","0","0","0","0","10"
"4805","1426","10","60","124701","0","68","9","1445","3","0","20","0","0","0","0","0","9","14"
"5195","1827","20","85","124701","0","77","10","1445","3","0","50","0","0","0","5","0","18","22"
"5705","2186","30","85","124701","0","89","11","1445","5","0","88","0","0","13","8","0","18","38"
"6495","2588","30","85","124701","0","103","12","1445","5","0","130","0","0","29","8","0","18","50"
