adfca8b45739638dad6ef9881c6c8275b6f5c054af919cc3e905f6be45dfeea2,20d0e94cb87a9ab78b896f1f08cbd4cb83b1850e86d6aa7f1a09aeec6e80b786,6d9e4e0cc2d4df47a6e4fda63757f3ae7fd1cd79344104e369d4ae209d0c772a,9d399c0a7cae78e90c5c4c583f37e868c84c297a95437f817a56dc18b268e44b,e4af8cbd9a081c6f83a9a5c4e6da445707663aae06f8ab740d0082b8334c21a8
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92417020","魔法防御力（ダウン不可）アップ","995"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92417020","ＴＰ上昇上限付与","996"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92417020","ＨＰ吸収ダウン","997"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92417030","闇属性ボーナス特大アップ","998"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92417030","物理防御力（ダウン不可）アップ","999"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92417030","魔法防御力（ダウン不可）アップ","1000"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92417030","ＴＰ上昇上限付与","1001"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92417030","ＨＰ吸収ダウン","1002"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92417110","闇属性ボーナス特大アップ","1003"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92417110","物理防御力（ダウン不可）アップ","1004"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92417110","魔法防御力（ダウン不可）アップ","1005"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92417110","ＴＰダウンカット","1006"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92417110","ダメージ減衰","1007"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92417110","ＴＰ上昇上限付与","1008"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92417110","ＨＰ吸収ダウン","1009"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92417120","闇属性ボーナス特大アップ","1010"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92417120","物理防御力（ダウン不可）アップ","1011"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92417120","魔法防御力（ダウン不可）アップ","1012"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92417120","ＴＰダウンカット","1013"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92417120","ダメージ減衰","1014"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92417120","ＴＰ上昇上限付与","1015"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92417120","ＨＰ吸収ダウン","1016"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92417130","闇属性ボーナス特大アップ","1017"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92417130","物理防御力（ダウン不可）アップ","1018"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92417130","魔法防御力（ダウン不可）アップ","1019"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92417130","ＴＰダウンカット","1020"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92417130","ダメージ減衰","1021"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92417130","ＴＰ上昇上限付与","1022"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92417130","ＨＰ吸収ダウン","1023"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92417140","闇属性ボーナス特大アップ","1024"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92417140","物理防御力（ダウン不可）アップ","1025"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92417140","魔法防御力（ダウン不可）アップ","1026"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92417140","ＴＰダウンカット","1027"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92417140","ダメージ減衰","1028"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92417140","ＴＰ上昇上限付与","1029"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92417140","ＨＰ吸収ダウン","1030"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92417210","闇属性ボーナス特大アップ","1031"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92417210","物理防御力（ダウン不可）アップ","1032"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92417210","魔法防御力（ダウン不可）アップ","1033"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92417210","ＴＰダウンカット","1034"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92417210","ダメージ減衰","1035"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92417210","ＴＰ上昇上限付与","1036"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92417210","ＨＰ吸収ダウン","1037"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92417220","闇属性ボーナス特大アップ","1038"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92417220","物理防御力（ダウン不可）アップ","1039"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92417220","魔法防御力（ダウン不可）アップ","1040"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92417220","ＴＰダウンカット","1041"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92417220","ダメージ減衰","1042"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92417220","ＴＰ上昇上限付与","1043"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92417220","ＨＰ吸収ダウン","1044"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92417230","闇属性ボーナス特大アップ","1045"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92417230","物理防御力（ダウン不可）アップ","1046"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92417230","魔法防御力（ダウン不可）アップ","1047"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92417230","ＴＰダウンカット","1048"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92417230","ダメージ減衰","1049"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92417230","ＴＰ上昇上限付与","1050"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92417230","ＨＰ吸収ダウン","1051"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92417240","闇属性ボーナス特大アップ","1052"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92417240","物理防御力（ダウン不可）アップ","1053"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92417240","魔法防御力（ダウン不可）アップ","1054"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92417240","ＴＰダウンカット","1055"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92417240","ダメージ減衰","1056"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92417240","ＴＰ上昇上限付与","1057"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92417240","ＨＰ吸収ダウン","1058"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92417310","闇属性ボーナス特大アップ","1059"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92417310","物理防御力（ダウン不可）アップ","1060"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92417310","魔法防御力（ダウン不可）アップ","1061"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","92417310","ＴＰダウンカット","1062"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92417310","ダメージ減衰","1063"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92417310","ＴＰ上昇上限付与","1064"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92417310","ＨＰ吸収ダウン","1065"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92417320","闇属性ボーナス特大アップ","1066"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92417320","物理防御力（ダウン不可）アップ","1067"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92417320","魔法防御力（ダウン不可）アップ","1068"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","92417320","ＴＰダウンカット","1069"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92417320","ダメージ減衰","1070"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92417320","ＴＰ上昇上限付与","1071"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92417320","ＨＰ吸収ダウン","1072"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92417330","闇属性ボーナス特大アップ","1073"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92417330","物理防御力（ダウン不可）アップ","1074"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92417330","魔法防御力（ダウン不可）アップ","1075"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","92417330","ＴＰダウンカット","1076"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92417330","ダメージ減衰","1077"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92417330","ＴＰ上昇上限付与","1078"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92417330","ＨＰ吸収ダウン","1079"
"16","闇属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。闇属性以外の属性ボーナスを無効化する。","92417340","闇属性ボーナス特大アップ","1080"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92417340","物理防御力（ダウン不可）アップ","1081"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92417340","魔法防御力（ダウン不可）アップ","1082"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n50％カット状態になる。","92417340","ＴＰダウンカット","1083"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92417340","ダメージ減衰","1084"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92417340","ＴＰ上昇上限付与","1085"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92417340","ＨＰ吸収ダウン","1086"
"12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418010","火属性ボーナス特大アップ","1087"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418010","物理防御力（ダウン不可）アップ","1088"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418010","魔法防御力（ダウン不可）アップ","1089"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418010","ＴＰ上昇上限付与","1090"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418010","ＨＰ吸収ダウン","1091"
"12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418020","火属性ボーナス特大アップ","1092"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418020","物理防御力（ダウン不可）アップ","1093"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418020","魔法防御力（ダウン不可）アップ","1094"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418020","ＴＰ上昇上限付与","1095"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418020","ＨＰ吸収ダウン","1096"
"12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418030","火属性ボーナス特大アップ","1097"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418030","物理防御力（ダウン不可）アップ","1098"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418030","魔法防御力（ダウン不可）アップ","1099"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418030","ＴＰ上昇上限付与","1100"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418030","ＨＰ吸収ダウン","1101"
"12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418110","火属性ボーナス特大アップ","1102"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418110","物理防御力（ダウン不可）アップ","1103"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418110","魔法防御力（ダウン不可）アップ","1104"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418110","ＴＰダウンカット","1105"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418110","ダメージ減衰","1106"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418110","ＴＰ上昇上限付与","1107"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418110","ＨＰ吸収ダウン","1108"
"12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418120","火属性ボーナス特大アップ","1109"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418120","物理防御力（ダウン不可）アップ","1110"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418120","魔法防御力（ダウン不可）アップ","1111"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418120","ＴＰダウンカット","1112"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418120","ダメージ減衰","1113"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418120","ＴＰ上昇上限付与","1114"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418120","ＨＰ吸収ダウン","1115"
"12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418130","火属性ボーナス特大アップ","1116"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418130","物理防御力（ダウン不可）アップ","1117"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418130","魔法防御力（ダウン不可）アップ","1118"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418130","ＴＰダウンカット","1119"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418130","ダメージ減衰","1120"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418130","ＴＰ上昇上限付与","1121"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418130","ＨＰ吸収ダウン","1122"
"12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418140","火属性ボーナス特大アップ","1123"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418140","物理防御力（ダウン不可）アップ","1124"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418140","魔法防御力（ダウン不可）アップ","1125"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418140","ＴＰダウンカット","1126"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418140","ダメージ減衰","1127"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418140","ＴＰ上昇上限付与","1128"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418140","ＨＰ吸収ダウン","1129"
"12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418210","火属性ボーナス特大アップ","1130"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418210","物理防御力（ダウン不可）アップ","1131"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418210","魔法防御力（ダウン不可）アップ","1132"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418210","ＴＰダウンカット","1133"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418210","ダメージ減衰","1134"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418210","ＴＰ上昇上限付与","1135"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418210","ＨＰ吸収ダウン","1136"
"12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418220","火属性ボーナス特大アップ","1137"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418220","物理防御力（ダウン不可）アップ","1138"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418220","魔法防御力（ダウン不可）アップ","1139"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418220","ＴＰダウンカット","1140"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418220","ダメージ減衰","1141"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418220","ＴＰ上昇上限付与","1142"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418220","ＨＰ吸収ダウン","1143"
"12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418230","火属性ボーナス特大アップ","1144"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418230","物理防御力（ダウン不可）アップ","1145"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418230","魔法防御力（ダウン不可）アップ","1146"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418230","ＴＰダウンカット","1147"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418230","ダメージ減衰","1148"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418230","ＴＰ上昇上限付与","1149"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418230","ＨＰ吸収ダウン","1150"
"12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418240","火属性ボーナス特大アップ","1151"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418240","物理防御力（ダウン不可）アップ","1152"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418240","魔法防御力（ダウン不可）アップ","1153"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418240","ＴＰダウンカット","1154"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418240","ダメージ減衰","1155"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418240","ＴＰ上昇上限付与","1156"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418240","ＨＰ吸収ダウン","1157"
"12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418310","火属性ボーナス特大アップ","1158"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418310","物理防御力（ダウン不可）アップ","1159"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418310","魔法防御力（ダウン不可）アップ","1160"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418310","ＴＰダウンカット","1161"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418310","ダメージ減衰","1162"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418310","ＴＰ上昇上限付与","1163"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418310","ＨＰ吸収ダウン","1164"
"12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418320","火属性ボーナス特大アップ","1165"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418320","物理防御力（ダウン不可）アップ","1166"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418320","魔法防御力（ダウン不可）アップ","1167"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418320","ＴＰダウンカット","1168"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418320","ダメージ減衰","1169"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418320","ＴＰ上昇上限付与","1170"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418320","ＨＰ吸収ダウン","1171"
"12","火属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。火属性以外の属性ボーナスを無効化する。","92418330","火属性ボーナス特大アップ","1172"
"boss_def_lower_limit","バトル開始時、すべてのモンスターの物理防御力を特大アップさせる。この効果は物理防御力ダウンの影響を受けない。","92418330","物理防御力（ダウン不可）アップ","1173"
"boss_magic_def_lower_limit","バトル開始時、すべてのモンスターの魔法防御力を特大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","92418330","魔法防御力（ダウン不可）アップ","1174"
"boss_tp_down_cut","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","92418330","ＴＰダウンカット","1175"
"18","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","92418330","ダメージ減衰","1176"
"17","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","92418330","ＴＰ上昇上限付与","1177"
"9","バトル開始時、すべてのキャラのＨＰ吸収を中ダウンさせる。","92418330","ＨＰ吸収ダウン","1178"
