e0386b05761a2b3407ea7cbb53b8c20e930a2b86921647db15b65fb021bfae36,c08a22190b17184c569c6e23b6c67db3410565e61c5a40a55ba2ab0b76349291,71114efc0886203c870d9a9d80128cd70977fdde096fb9402b6f42358c0832e6,9a9cd80d1b5f1c83b87fce442505d698d3df78fc79a832eb6f0190329f78963e,152269f117ccd67782e7f0f148f87fe82fc749f2879d5b43e8f5dbc59db49772,30f5846dc0c4041306982b3de5c828931743123b1eddcc0c2dbd4d2f35590bdb,339bead5d990ff9b9ee6d300e8d49c4ebe886e4e3c2fb0cae35baa1caa53e928,e0281db678d2328c8b826f5a2bd1dd69a7b189f3b879caace0c41943bac4671c,cc193e9d18339094cbd21a3f3eed198ab9197363740057f33f2833cae2c89aeb,fd2ddd5e9472e99c7adcd72c417b0c75e15995a1142fdffce60a21c2cf200f3d,aab9d7bde800f891d156babd2feef3b3b0e1fb0b8895fcb48437fc4ecee866a8
"","20512","wac_talk_smile_in","0","20512026","","1","3","0.2","wac_talk_smile_loop","102911"
"","20512","vo_wac_220907_002","0","20512027","","","21","","0","vo_wac_220907"
"0","20512","ツムギは衣装づくりでも、\nすごくこだわってやってるからね♪\n私たちも手伝えるところがあれば、\nサポートしてあげよう♪","10","20512028","0.5","1","11","0","1","102911"
"","20512","","","20512029","","","91","","","0"
"","20512","0","","20512030","","","22","","","0"
"","20512","","","20512031","","","111","","",""
"","20513","wac_idle_sad","1","20513001","","","3","0.2","","105411"
"","20513","wac_idle_arm_crossed_L","1","20513002","","","3","0.2","","104211"
"","20513","wac_idle_smile","1","20513003","","","3","0.2","","102911"
"","20513","wac_no_items","1","20513004","","","3","0.2","","111"
"","20513","wac_no_items","1","20513005","","","3","0.2","","112"
"","20513","wac_no_items","1","20513006","","","3","0.2","","113"
"","20513","190","-335","20513007","","","2","","0","105411"
"","20513","-190","-360","20513008","","","2","","0","104211"
"","20513","350","-360","20513009","","","2","","0","102911"
"","20513","190","-335","20513010","","","2","","0","111"
"","20513","-190","-360","20513011","","","2","","0","112"
"","20513","350","-360","20513012","","","2","","0","113"
"","20513","0","","20513013","","","32","","","40"
"","20513","1","","20513014","","","32","","","41"
"","20513","0","","20513015","","","32","","","16"
"","20513","","","20513016","","","91","","","0"
"0","20611","104211","202","20611001","wac_default_01","-213","1","2","-108","1"
"0","20611","111","201","20611002","wac_default_01","-213","5","2","-108","1"
"","20611","32","0","20611003","","1","31","1","0","32"
"","20611","33","0","20611004","","1","31","0","0","33"
"","20611","11","0","20611005","","1","31","0","0","11"
"","20611","wac_paint_01","0","20611006","","0","3","0.2","","104211"
"","20611","wac_paint_01","0","20611007","","0","3","0.2","","111"
"","20611","0","","20611008","","","93","","","0"
"","20611","1","","20611009","","","32","","","11"
"","20611","se_10035700_brush","0","20611010","","","23","","","se_10035700"
"","20611","300","","20611011","","","13","","","104211"
"","20611","","","20611012","","","131","","","1"
"","20612","wac_talk_wish_in","0","20612001","","1","3","0.2","wac_talk_wish_loop","104211"
"","20612","wac_no_items","1","20612002","","","3","0.2","","111"
"","20612","200","-340","20612003","","","2","","0","104211"
"","20612","200","-340","20612004","","","2","","0","111"
"","20612","0","","20612005","","","32","","","32"
"","20612","1","","20612006","","","32","","","33"
"","20612","0","","20612007","","","32","","","11"
"","20612","vo_wac_220908_000","0","20612008","","","21","","0","vo_wac_220908"
"0","20612","なんとか、できあがりました。\n大きな絵を描くのは、\nライブで体を動かすのとは、\nまた違った大変さがありますね……","10","20612009","0.5","1","11","0","1","104211"
"","20612","","","20612010","","","91","","","0"
"","20612","vo_wac_220908_001","0","20612011","","","21","","0","vo_wac_220908"
"0","20612","でも、だからこそ達成感も大きいです。\nライブも、絵も、見る人に喜びを\n与えられる……これからもぜひ、\nお手伝いしていきたいですね♪","10","20612012","0.5","1","11","0","1","104211"
"","20612","","","20612013","","","91","","","0"
"","20612","0","","20612014","","","22","","","0"
"","20613","wac_idle_wish","1","20613001","","","3","0.2","","104211"
"","20613","wac_no_items","1","20613002","","","3","0.2","","111"
"","20613","200","-340","20613003","","","2","","0","104211"
"","20613","200","-340","20613004","","","2","","0","111"
"","20613","0","","20613005","","","32","","","32"
"","20613","1","","20613006","","","32","","","33"
"","20613","0","","20613007","","","32","","","11"
"","20613","","","20613008","","","91","","","0"
"0","20711","106611","202","20711001","wac_default_11","-213","1","2","-108","1"
"0","20711","111","201","20711002","wac_default_11","-213","5","2","-108","1"
"","20711","32","0","20711003","","1","31","1","0","32"
"","20711","33","0","20711004","","1","31","0","0","33"
"","20711","11","0","20711005","","1","31","0","0","11"
"","20711","wac_paint_11","0","20711006","","0","3","0.2","","106611"
"","20711","wac_paint_11","0","20711007","","0","3","0.2","","111"
"","20711","0","","20711008","","","93","","","0.3"
"","20711","1","","20711009","","","32","","","11"
"","20711","se_10035700_roller","0","20711010","","","23","","","se_10035700"
"","20711","300","","20711011","","","13","","","106611"
"","20711","","","20711012","","","131","","","1"
"","20712","wac_talk_sad_in","0","20712001","","1","3","0.2","wac_talk_sad_loop","106611"
"","20712","wac_no_items","1","20712002","","","3","0.2","","111"
"","20712","200","-340","20712003","","","2","","0","106611"
"","20712","200","-340","20712004","","","2","","0","111"
"","20712","0","","20712005","","","32","","","32"
"","20712","1","","20712006","","","32","","","33"
"","20712","0","","20712007","","","32","","","11"
"","20712","vo_wac_220909_000","0","20712008","","","21","","0","vo_wac_220909"
"0","20712","ふぃ～、やっと終わったです。\n絵を描くのは嫌いじゃねーですけど、\nボスはなんでもかんでもあたしらに\n仕事を押しつけすぎでは……","10","20712009","0.5","1","11","0","1","106611"
"","20712","","","20712010","","","91","","","0"
"","20712","wac_talk_doya_in","0","20712011","","1","3","0.2","wac_talk_doya_loop","106611"
"","20712","vo_wac_220909_001","0","20712012","","","21","","0","vo_wac_220909"
"0","20712","あたしが下剋上した暁には、\n雑巾がけから夕飯の買い物まで、\nぜ～んぶボスに押しつけてやるです！\nいつになるかは分からねーですけど！","10","20712013","0.5","1","11","0","1","106611"
"","20712","","","20712014","","","91","","","0"
"","20712","0","","20712015","","","22","","","0"
"","20713","wac_idle_doya","1","20713001","","","3","0.2","","106611"
"","20713","wac_no_items","1","20713002","","","3","0.2","","111"
"","20713","200","-340","20713003","","","2","","0","106611"
"","20713","200","-340","20713004","","","2","","0","111"
"","20713","0","","20713005","","","32","","","32"
"","20713","1","","20713006","","","32","","","33"
"","20713","0","","20713007","","","32","","","11"
"","20713","","","20713008","","","91","","","0"
"0","20811","106511","202","20811001","wac_default_01","-213","1","2","-108","1"
"0","20811","111","201","20811002","wac_default_02","-213","5","2","-108","1"
"","20811","32","0","20811003","","1","31","1","0","32"
"","20811","33","0","20811004","","1","31","0","0","33"
"","20811","11","0","20811005","","1","31","0","0","11"
"","20811","wac_paint_01","0","20811006","","0","3","0.2","","106511"
"","20811","wac_paint_02","0","20811007","","0","3","0.2","","111"
"","20811","0","","20811008","","","93","","","0"
"","20811","1","","20811009","","","32","","","11"
"","20811","se_10035700_brush","0","20811010","","","23","","","se_10035700"
"","20811","300","","20811011","","","13","","","106511"
"","20811","","","20811012","","","131","","","1"
"","20812","wac_talk_doya_in","0","20812001","","1","3","0.2","wac_talk_doya_loop","106511"
"","20812","wac_no_items","1","20812002","","","3","0.2","","111"
"","20812","200","-340","20812003","","","2","","0","106511"
"","20812","200","-340","20812004","","","2","","0","111"
"","20812","0","","20812005","","","32","","","32"
"","20812","1","","20812006","","","32","","","33"
"","20812","0","","20812007","","","32","","","11"
"","20812","vo_wac_220910_000","0","20812008","","","21","","0","vo_wac_220910"
"0","20812","あらよっと！\nもうすっかり慣れたもんだな、\n傑作の一丁あがり♪","10","20812009","0.5","1","11","0","1","106511"
"","20812","","","20812010","","","91","","","0"
"","20812","vo_wac_220910_001","0","20812011","","","21","","0","vo_wac_220910"
"0","20812","最近この仕事が楽しくなってきてさ。\n筆を振り回すのと拳を振り回すのって\nなんか似てるだろ？\n……あー、うん、流石に違うか。","10","20812012","0.5","1","11","0","1","106511"
"","20812","","","20812013","","","91","","","0"
"","20812","0","","20812014","","","22","","","0"
"","20813","wac_idle_doya","1","20813001","","","3","0.2","","106511"
"","20813","wac_no_items","1","20813002","","","3","0.2","","111"
"","20813","200","-340","20813003","","","2","","0","106511"
"","20813","200","-340","20813004","","","2","","0","111"
"","20813","0","","20813005","","","32","","","32"
"","20813","1","","20813006","","","32","","","33"
"","20813","0","","20813007","","","32","","","11"
"","20813","","","20813008","","","91","","","0"
"0","20911","106711","202","20911001","wac_default_01","-213","1","2","-108","1"
"0","20911","111","201","20911002","wac_default_02","-213","5","2","-108","1"
"","20911","32","0","20911003","","1","31","1","0","32"
"","20911","33","0","20911004","","1","31","0","0","33"
"","20911","11","0","20911005","","1","31","0","0","11"
"","20911","wac_paint_01","0","20911006","","0","3","0.2","","106711"
"","20911","wac_paint_02","0","20911007","","0","3","0.2","","111"
"","20911","0","","20911008","","","93","","","0"
"","20911","1","","20911009","","","32","","","11"
"","20911","se_10035700_brush","0","20911010","","","23","","","se_10035700"
"","20911","300","","20911011","","","13","","","106711"
"","20911","","","20911012","","","131","","","1"
"","20912","wac_talk_wish_in","0","20912001","","1","3","0.2","wac_talk_wish_loop","106711"
"","20912","wac_no_items","1","20912002","","","3","0.2","","111"
"","20912","200","-340","20912003","","","2","","0","106711"
"","20912","200","-340","20912004","","","2","","0","111"
"","20912","0","","20912005","","","32","","","32"
"","20912","1","","20912006","","","32","","","33"
"","20912","0","","20912007","","","32","","","11"
"","20912","vo_wac_220911_000","0","20912008","","","21","","0","vo_wac_220911"
"0","20912","うん、よくできたかな？\nこうして絵を描いていると\n気分が落ち着くな～\nやっぱり、好きなことだから。","10","20912009","0.5","1","11","0","1","106711"
"","20912","","","20912010","","","91","","","0"
"","20912","vo_wac_220911_001","0","20912011","","","21","","0","vo_wac_220911"
"0","20912","君はどうかな？　絵は好き？\n好きだったら嬉しいかな～？\n興味のある人と同じ趣味だったら、\n素敵だなって思うでしょ♪","10","20912012","0.5","1","11","0","1","106711"
"","20912","","","20912013","","","91","","","0"
"","20912","0","","20912014","","","22","","","0"
"","20913","wac_idle_wish","1","20913001","","","3","0.2","","106711"
"","20913","wac_no_items","1","20913002","","","3","0.2","","111"
"","20913","200","-340","20913003","","","2","","0","106711"
"","20913","200","-340","20913004","","","2","","0","111"
"","20913","0","","20913005","","","32","","","32"
"","20913","1","","20913006","","","32","","","33"
"","20913","0","","20913007","","","32","","","11"
"","20913","","","20913008","","","91","","","0"
"0","21011","105811","204","21011001","wac_default_bot_31","-325","1","2","-167","1"
"0","21011","118511","202","21011002","wac_default_51","-325","1","2","230","1"
"0","21011","111","203","21011003","wac_default_bot_35","-325","5","2","-167","1"
"0","21011","113","201","21011004","wac_default_bot_55","-325","5","2","230","1"
"","21011","300","","21011005","","","13","","","118511"
"","21011","300","","21011006","","","13","","","105811"
"","21011","37","0","21011007","","1","31","1","0","37"
"","21011","41","0","21011008","","1","31","0","0","41"
"","21011","17","0","21011009","","1","31","0","0","17"
"","21011","wac_paint_bot_31","0","21011010","","0","3","0.2","","105811"
"","21011","wac_paint_bot_35","0","21011011","","0","3","0.2","","111"
"","21011","wac_paint_bot_51","0","21011012","","0","3","0.2","","118511"
"","21011","wac_paint_bot_55","0","21011013","","0","3","0.2","","113"
"","21011","0","","21011014","","","93","","","0"
"","21011","1","","21011015","","","32","","","17"
"","21011","se_sys_login_birthday_calendar_smallbrush","0","21011016","","","23","","","se_common"
"","21011","","","21011017","","","131","","","1"
"","21012","wac_idle_wish","1","21012001","","","3","0","","118511"
"","21012","wac_idle_smile_L","1","21012002","","","3","0","","105811"
"","21012","wac_no_items","1","21012003","","","3","0","","111"
"","21012","wac_no_items","1","21012004","","","3","0","","113"
"","21012","190","-335","21012005","","","2","","0","118511"
"","21012","-190","-335","21012006","","","2","","0","105811"
"","21012","190","-335","21012007","","","2","","0","111"
"","21012","-190","-335","21012008","","","2","","0","113"
"","21012","0","","21012009","","","32","","","37"
"","21012","1","","21012010","","","32","","","41"
"","21012","0","","21012011","","","32","","","17"
"","21012","wac_talk_wish_in","0","21012012","","1","3","0.2","wac_talk_wish_loop","118511"
"","21012","vo_wac_220912_000","0","21012013","","","21","","0","vo_wac_220912"
"0","21012","ふぅ……できました。\nこの事業については、各ギルドの\nみなさんのお世話になりっぱなし\nですね……","10","21012014","0.5","1","11","0","1","118511"
"","21012","","","21012015","","","91","","","0"
"","21012","wac_idle_wish","1","21012016","","1","3","0.2","","118511"
"","21012","wac_talk_smile_in_L","0","21012017","","1","3","0.2","wac_talk_smile_loop_L","105811"
"","21012","vo_wac_220912_001","0","21012018","","","21","","0","vo_wac_220912"
"0","21012","ランドソルを素敵な場所にできるなら、\n喜んで手伝っちゃいます。\nこれからも力をあわせて、どんどん\n素敵な絵を描いていきましょうね♪","10","21012019","0.5","1","11","0","1","105811"
"","21012","","","21012020","","","91","","","0"
"","21012","0","","21012021","","","22","","","0"
"","21012","","","21012022","","","111","","",""
"","21013","wac_idle_wish","1","21013001","","","3","0.2","","118511"
"","21013","wac_idle_smile_L","1","21013002","","","3","0.2","","105811"
"","21013","wac_no_items","1","21013003","","","3","0.2","","111"
"","21013","wac_no_items","1","21013004","","","3","0.2","","113"
"","21013","190","-335","21013005","","","2","","0","118511"
"","21013","-190","-335","21013006","","","2","","0","105811"
"","21013","190","-335","21013007","","","2","","0","111"
"","21013","-190","-335","21013008","","","2","","0","113"
"","21013","0","","21013009","","","32","","","37"
"","21013","1","","21013010","","","32","","","41"
"","21013","0","","21013011","","","32","","","17"
"","21013","","","21013012","","","91","","","0"
"0","21111","111011","202","21111001","wac_default_01","-213","1","2","-108","1"
"0","21111","111","201","21111002","wac_default_01","-213","5","2","-108","1"
"","21111","32","0","21111003","","1","31","1","0","32"
"","21111","33","0","21111004","","1","31","0","0","33"
"","21111","11","0","21111005","","1","31","0","0","11"
"","21111","wac_paint_01","0","21111006","","0","3","0.2","","111011"
"","21111","wac_paint_01","0","21111007","","0","3","0.2","","111"
"","21111","0","","21111008","","","93","","","0"
"","21111","1","","21111009","","","32","","","11"
"","21111","se_10035700_brush","0","21111010","","","23","","","se_10035700"
"","21111","300","","21111011","","","13","","","111011"
"","21111","","","21111012","","","131","","","1"
"","21112","wac_talk_sad_in","0","21112001","","1","3","0.2","wac_talk_sad_loop","111011"
"","21112","wac_no_items","1","21112002","","","3","0.2","","111"
"","21112","200","-340","21112003","","","2","","0","111011"
"","21112","200","-340","21112004","","","2","","0","111"
"","21112","0","","21112005","","","32","","","32"
"","21112","1","","21112006","","","32","","","33"
"","21112","0","","21112007","","","32","","","11"
"","21112","vo_wac_220913_000","0","21112008","","","21","","0","vo_wac_220913"
"0","21112","しかし何だな、この作業……\nぼく個人の芸術性は不要と言うなら、\nぼくが筆を持つ必然はあるのだろうか。","10","21112009","0.5","1","11","0","1","111011"
"","21112","","","21112010","","","91","","","0"
"","21112","wac_talk_doya_in","0","21112011","","1","3","0.2","wac_talk_doya_loop","111011"
"","21112","vo_wac_220913_001","0","21112012","","","21","","0","vo_wac_220913"
"0","21112","いや、だが、これは国家事業だ。\n端的に換言すれば、金のためだ。\n商業と創作の狭間で葛藤するぼく──\nおお、まさに芸術家ならではの苦悩！","10","21112013","0.5","1","11","0","1","111011"
"","21112","","","21112014","","","91","","","0"
"","21112","0","","21112015","","","22","","","0"
"","21113","wac_idle_doya","1","21113001","","","3","0.2","","111011"
"","21113","wac_no_items","1","21113002","","","3","0.2","","111"
"","21113","200","-340","21113003","","","2","","0","111011"
"","21113","200","-340","21113004","","","2","","0","111"
"","21113","0","","21113005","","","32","","","32"
"","21113","1","","21113006","","","32","","","33"
"","21113","0","","21113007","","","32","","","11"
"","21113","","","21113008","","","91","","","0"
"0","21211","110811","202","21211001","wac_default_01","-213","1","2","-108","1"
"0","21211","111","201","21211002","wac_default_01","-213","5","2","-108","1"
"","21211","32","0","21211003","","1","31","1","0","32"
"","21211","33","0","21211004","","1","31","0","0","33"
"","21211","11","0","21211005","","1","31","0","0","11"
"","21211","wac_paint_01","0","21211006","","0","3","0.2","","110811"
"","21211","wac_paint_01","0","21211007","","0","3","0.2","","111"
"","21211","0","","21211008","","","93","","","0"
"","21211","1","","21211009","","","32","","","11"
"","21211","se_10035700_brush","0","21211010","","","23","","","se_10035700"
"","21211","300","","21211011","","","13","","","110811"
"","21211","","","21211012","","","131","","","1"
"","21212","wac_talk_sad_in","0","21212001","","1","3","0.2","wac_talk_sad_loop","110811"
"","21212","wac_no_items","1","21212002","","","3","0.2","","111"
"","21212","200","-340","21212003","","","2","","0","110811"
"","21212","200","-340","21212004","","","2","","0","111"
"","21212","0","","21212005","","","32","","","32"
"","21212","1","","21212006","","","32","","","33"
"","21212","0","","21212007","","","32","","","11"
"","21212","vo_wac_220914_000","0","21212008","","","21","","0","vo_wac_220914"
"0","21212","うち、見ちゃったんだよね……\nこないだ学校でユニ先輩が、\nもう一人のユニ先輩に筆を持たせて\n何やら教えこんでるカンジの場面……","10","21212009","0.5","1","11","0","1","110811"
"","21212","","","21212010","","","91","","","0"
"","21212","vo_wac_220914_001","0","21212011","","","21","","0","vo_wac_220914"
"0","21212","なんか自動描画プログラム？\nとかいうのが調整ダルくて\n諦めたッつってたけど。\n何させるつもりだったんだ、あの人……","10","21212012","0.5","1","11","0","1","110811"
"","21212","","","21212013","","","91","","","0"
"","21212","0","","21212014","","","22","","","0"
"","21213","wac_idle_sad","1","21213001","","","3","0.2","","110811"
"","21213","wac_no_items","1","21213002","","","3","0.2","","111"
"","21213","200","-340","21213003","","","2","","0","110811"
"","21213","200","-340","21213004","","","2","","0","111"
"","21213","0","","21213005","","","32","","","32"
"","21213","1","","21213006","","","32","","","33"
"","21213","0","","21213007","","","32","","","11"
"","21213","","","21213008","","","91","","","0"
"0","21311","111011","202","21311001","wac_default_31","-85","1","2","-167","1"
"0","21311","110811","254","21311002","wac_default_41","-211","1","2","-64","1"
"0","21311","110911","252","21311003","wac_default_51","-211","1","2","230","1"
"0","21311","111","201","21311004","wac_default_33","-85","5","2","-167","1"
"0","21311","112","253","21311005","wac_default_46","-211","5","2","-64","1"
"0","21311","113","251","21311006","wac_default_51","-211","5","2","230","1"
"","21311","300","","21311007","","","13","","","110911"
"","21311","300","","21311008","","","13","","","111011"
"","21311","300","","21311009","","","13","","","110811"
"","21311","40","0","21311010","","1","31","1","0","40"
"","21311","41","0","21311011","","1","31","0","0","41"
"","21311","16","0","21311012","","1","31","0","0","16"
"","21311","wac_paint_31","0","21311013","","0","3","0.2","","111011"
"","21311","wac_paint_33","0","21311014","","0","3","0.2","","111"
"","21311","wac_paint_41","0","21311015","","0","3","0.2","","110811"
"","21311","wac_paint_46","0","21311016","","0","3","0.2","","112"
"","21311","wac_paint_51","0","21311017","","0","3","0.2","","110911"
"","21311","wac_paint_51","0","21311018","","0","3","0.2","","113"
"","21311","0","","21311019","","","93","","","0"
"","21311","1","","21311020","","","32","","","16"
"","21311","se_sys_login_birthday_calendar_smallbrush","0","21311021","","","23","","","se_common"
"","21311","","","21311022","","","131","","","1"
"","21312","wac_idle_sad","1","21312001","","","3","0","","110911"
"","21312","wac_idle_doya_L","1","21312002","","","3","0","","111011"
"","21312","wac_idle_arm_crossed","1","21312003","","","3","0","","110811"
"","21312","wac_no_items","1","21312004","","","3","0","","111"
"","21312","wac_no_items","1","21312005","","","3","0","","112"
"","21312","wac_no_items","1","21312006","","","3","0","","113"
"","21312","190","-335","21312007","","","2","","0","110911"
"","21312","-190","-360","21312008","","","2","","0","111011"
"","21312","350","-360","21312009","","","2","","0","110811"
"","21312","190","-335","21312010","","","2","","0","111"
"","21312","-190","-360","21312011","","","2","","0","112"
"","21312","350","-360","21312012","","","2","","0","113"
"","21312","0","","21312013","","","32","","","40"
"","21312","1","","21312014","","","32","","","41"
"","21312","0","","21312015","","","32","","","16"
"","21312","wac_talk_sad_in","0","21312016","","1","3","0.2","wac_talk_sad_loop","110911"
"","21312","vo_wac_220915_000","0","21312017","","","21","","0","vo_wac_220915"
"0","21312","あのう、チエルまだバイト代、\n通称国家予算もらってないんですけど。\nコレ大丈夫なやつですかね。\n国家バックレ案件じゃないですよね？","10","21312018","0.5","1","11","0","1","110911"
"","21312","","","21312019","","","91","","","0"
"","21312","wac_idle_sad","1","21312020","","1","3","0.2","","110911"
"","21312","wac_talk_arm_crossed_in","0","21312021","","1","3","0.2","wac_talk_arm_crossed_loop","110811"
"","21312","vo_wac_220915_001","0","21312022","","","21","","0","vo_wac_220915"
"0","21312","あァ、国家そういうトコあんだよ。\nうちも前に世界救う的なバイトしたけど\nあいつあんときの日給まだくんないわ。","10","21312023","0.5","1","11","0","1","110811"
"","21312","","","21312024","","","91","","","0"
"","21312","wac_idle_arm_crossed","1","21312025","","1","3","0.2","","110811"
"","21312","wac_talk_doya_in_L","0","21312026","","1","3","0.2","wac_talk_doya_loop_L","111011"
"","21312","vo_wac_220915_002","0","21312027","","","21","","0","vo_wac_220915"
"0","21312","まあまあ、落ちつけ後輩たち。\n慌てる理系は貰いが少ないと言うぞ。\n国家予算ともなれば、相応に煩雑な\n手続きがあるのだろう。座して待て。","10","21312028","0.5","1","11","0","1","111011"
"","21312","","","21312029","","","91","","","0"
"","21312","0","","21312030","","","22","","","0"
"","21312","","","21312031","","","111","","",""
"","21313","wac_idle_sad","1","21313001","","","3","0.2","","110911"
"","21313","wac_idle_doya_L","1","21313002","","","3","0.2","","111011"
"","21313","wac_idle_arm_crossed","1","21313003","","","3","0.2","","110811"
"","21313","wac_no_items","1","21313004","","","3","0.2","","111"
"","21313","wac_no_items","1","21313005","","","3","0.2","","112"
"","21313","wac_no_items","1","21313006","","","3","0.2","","113"
"","21313","190","-335","21313007","","","2","","0","110911"
"","21313","-190","-360","21313008","","","2","","0","111011"
"","21313","350","-360","21313009","","","2","","0","110811"
"","21313","190","-335","21313010","","","2","","0","111"
"","21313","-190","-360","21313011","","","2","","0","112"
"","21313","350","-360","21313012","","","2","","0","113"
"","21313","0","","21313013","","","32","","","40"
"","21313","1","","21313014","","","32","","","41"
"","21313","0","","21313015","","","32","","","16"
"","21313","","","21313016","","","91","","","0"
"0","21411","104011","202","21411001","wac_default_01","-213","1","2","-108","1"
"0","21411","111","201","21411002","wac_default_02","-213","5","2","-108","1"
"","21411","32","0","21411003","","1","31","1","0","32"
"","21411","33","0","21411004","","1","31","0","0","33"
"","21411","11","0","21411005","","1","31","0","0","11"
"","21411","wac_paint_01","0","21411006","","0","3","0.2","","104011"
"","21411","wac_paint_02","0","21411007","","0","3","0.2","","111"
"","21411","0","","21411008","","","93","","","0"
"","21411","1","","21411009","","","32","","","11"
"","21411","se_10035700_brush","0","21411010","","","23","","","se_10035700"
"","21411","300","","21411011","","","13","","","104011"
"","21411","","","21411012","","","131","","","1"
"","21412","wac_talk_wish_in","0","21412001","","1","3","0.2","wac_talk_wish_loop","104011"
"","21412","wac_no_items","1","21412002","","","3","0.2","","111"
"","21412","200","-340","21412003","","","2","","0","104011"
"","21412","200","-340","21412004","","","2","","0","111"
"","21412","0","","21412005","","","32","","","32"
"","21412","1","","21412006","","","32","","","33"
"","21412","0","","21412007","","","32","","","11"
"","21412","vo_wac_220916_000","0","21412008","","","21","","0","vo_wac_220916"
"0","21412","おわりました～……\nやっぱり、絵を描くのはいいですね。\nぼっちが一人で絵を描いてても、\nそんなに違和感ないですから。","10","21412009","0.5","1","11","0","1","104011"
"","21412","","","21412010","","","91","","","0"
"","21412","vo_wac_220916_001","0","21412011","","","21","","0","vo_wac_220916"
"0","21412","はっ、そうです！\nこの調子で、ぼっちでも関係ない\n趣味を発掘しまくれば、ぼっちライフも\n充実していくのでは……！？","10","21412012","0.5","1","11","0","1","104011"
"","21412","","","21412013","","","91","","","0"
"","21412","0","","21412014","","","22","","","0"
"","21413","wac_idle_wish","1","21413001","","","3","0.2","","104011"
"","21413","wac_no_items","1","21413002","","","3","0.2","","111"
"","21413","200","-340","21413003","","","2","","0","104011"
"","21413","200","-340","21413004","","","2","","0","111"
"","21413","0","","21413005","","","32","","","32"
"","21413","1","","21413006","","","32","","","33"
"","21413","0","","21413007","","","32","","","11"
"","21413","","","21413008","","","91","","","0"
"0","21511","101211","202","21511001","wac_default_11","-213","1","2","-108","1"
"0","21511","111","201","21511002","wac_default_12","-213","5","2","-108","1"
"","21511","32","0","21511003","","1","31","1","0","32"
"","21511","33","0","21511004","","1","31","0","0","33"
"","21511","11","0","21511005","","1","31","0","0","11"
"","21511","wac_paint_11","0","21511006","","0","3","0.2","","101211"
"","21511","wac_paint_12","0","21511007","","0","3","0.2","","111"
"","21511","0","","21511008","","","93","","","0.3"
"","21511","1","","21511009","","","32","","","11"
"","21511","se_10035700_roller","0","21511010","","","23","","","se_10035700"
"","21511","300","","21511011","","","13","","","101211"
"","21511","","","21511012","","","131","","","1"
"","21512","wac_talk_kyapi_in","0","21512001","","1","3","0.2","wac_talk_kyapi_loop","101211"
"","21512","wac_no_items","1","21512002","","","3","0.2","","111"
"","21512","200","-340","21512003","","","2","","0","101211"
"","21512","200","-340","21512004","","","2","","0","111"
"","21512","0","","21512005","","","32","","","32"
"","21512","1","","21512006","","","32","","","33"
"","21512","0","","21512007","","","32","","","11"
"","21512","vo_wac_220917_000","0","21512008","","","21","","0","vo_wac_220917"
"0","21512","できあがりー！　やったー☆\n……んー、でも、ところどころ\n最後に直したいところもあるなぁ。","10","21512009","0.5","1","11","0","1","101211"
"","21512","","","21512010","","","91","","","0"
"","21512","vo_wac_220917_001","0","21512011","","","21","","0","vo_wac_220917"
"0","21512","というわけで、パパっと\n超能力で直しちゃおう！\nきらーんっ☆\n……スヤァ……","10","21512012","0.5","1","11","0","1","101211"
"","21512","","","21512013","","","91","","","0"
"","21512","0","","21512014","","","22","","","0"
"","21513","wac_idle_sleep","1","21513001","","","3","0.2","","101211"
"","21513","wac_no_items","1","21513002","","","3","0.2","","111"
"","21513","200","-340","21513003","","","2","","0","101211"
"","21513","200","-340","21513004","","","2","","0","111"
"","21513","0","","21513005","","","32","","","32"
"","21513","1","","21513006","","","32","","","33"
"","21513","0","","21513007","","","32","","","11"
"","21513","","","21513008","","","91","","","0"
"0","21611","101511","202","21611001","wac_default_01","-213","1","2","-108","1"
"0","21611","111","201","21611002","wac_default_02","-213","5","2","-108","1"
"","21611","32","0","21611003","","1","31","1","0","32"
"","21611","33","0","21611004","","1","31","0","0","33"
"","21611","11","0","21611005","","1","31","0","0","11"
"","21611","wac_paint_01","0","21611006","","0","3","0.2","","101511"
"","21611","wac_paint_02","0","21611007","","0","3","0.2","","111"
"","21611","0","","21611008","","","93","","","0"
"","21611","1","","21611009","","","32","","","11"
"","21611","se_10035700_brush","0","21611010","","","23","","","se_10035700"
"","21611","300","","21611011","","","13","","","101511"
"","21611","","","21611012","","","131","","","1"
"","21612","wac_talk_wish_in","0","21612001","","1","3","0.2","wac_talk_wish_loop","101511"
"","21612","wac_no_items","1","21612002","","","3","0.2","","111"
"","21612","200","-340","21612003","","","2","","0","101511"
"","21612","200","-340","21612004","","","2","","0","111"
"","21612","0","","21612005","","","32","","","32"
"","21612","1","","21612006","","","32","","","33"
"","21612","0","","21612007","","","32","","","11"
"","21612","vo_wac_220918_000","0","21612008","","","21","","0","vo_wac_220918"
"0","21612","うん、いい絵が描けたわ～♪\nどんどん壁が素敵に彩られていって、\n今から完成が待ち遠しいわね。","10","21612009","0.5","1","11","0","1","101511"
"","21612","","","21612010","","","91","","","0"
"","21612","vo_wac_220918_001","0","21612011","","","21","","0","vo_wac_220918"
"0","21612","今度、子どもたちも\n連れてこようかしら？\nみんなお絵描きは大好きだし、\n喜んでくれると思うの♪","10","21612012","0.5","1","11","0","1","101511"
"","21612","","","21612013","","","91","","","0"
