86ece292d2d0f620dfeff38b97dbe371fa6f194c1dc9cadca323ca41a9a53c04,a630e132c61e3fd5d1c80693f158ddfb8bd240ca43bb13788bcfb7e585a755a2,9772ef805cf92dcfb417afb4ee63b9af320c192fe6ea4d80d2107815a912eb03,bb7f3536fbc827b3da06fa3d97d5d0f5bf58851588138f458835b61888fd3343,ae04335d3a4732c85835a823c7e6a24ab62319ca969e89ff8096cf32e53c7a76,6b9397211f1fc973741eb634e4cc30d25e350287201a859a2eb32b36939e787b,2b2993ef73dfb5668d10678b4a9cf7822d0b348b316923867082051648b4bc16,ee75cf91125dbc0f1ef8f4684b25848e59f9a010a55141ba526a5d4eb580d357,48f177966e689178bca2951545efdf65e4e5b8fddc819aa176ed74d1381219fd,cb58a2d71fd78fa702495d8d5d0a7776a661d26db32d8832a96d77d752b84a7e,1cb70445aeddc34de00b14c25073b277309dca62d678e18a47932982093cf669
"3","1","1009807","1009807148","","","102011","","0.2","","lsv_talk_surprise"
"93","","1009807","1009807149","","","3","","","","0"
"3","1","1009807","1009807150","","","102011","","0.2","","lsv_idle_normal_joyR"
"12","1","1009807","1009807151","0","0","100411","0","0","0","6"
"3","1","1009807","1009807152","","","100411","","0.2","","lsv_talk_joy1_normal"
"93","","1009807","1009807153","","","3","","","","0"
"3","1","1009807","1009807154","","","100411","","0.2","","lsv_idle_normal_joy"
"12","1","1009807","1009807155","0","0","103611","0","0","0","10"
"3","1","1009807","1009807156","","","103611","","0.2","","lsv_talk_joy3_dere"
"93","","1009807","1009807157","","","3","","","","0"
"3","1","1009807","1009807158","","","103611","","0.2","","lsv_idle_wish"
"101","","1009807","1009807159","","","1009807147","","","",""
"6","1","1009807","1009807160","0","1","333","","1","0","1"
"4","","1009807","1009807161","","","102011","","","","1"
"3","1","1009807","1009807162","","","102011","","0.2","","lsv_run"
"2","-235","1009807","1009807163","","0.8","102011","","","0","-750"
"4","","1009807","1009807164","","","100411","","","","0"
"3","1","1009807","1009807165","","","100411","","0.2","","lsv_run"
"2","-220","1009807","1009807166","","0.8","100411","","","0","750"
"4","","1009807","1009807167","","","103611","","","","0"
"3","1","1009807","1009807168","","","103611","","0.2","","lsv_run"
"2","-250","1009807","1009807169","","0.8","103611","","","0","850"
"93","","1009807","1009807170","","","0.6","","","",""
"6","1","1009807","1009807171","0","1","102011","","0.2","0","1"
"6","1","1009807","1009807172","0","1","100411","","0.2","0","1"
"6","1","1009807","1009807173","0","1","103611","","0.2","0","1"
"91","","1009807","1009807174","","","0","","","",""
"1","101","1009808","1009808001","0","-700","1","lsv_idle_normal","1.95","-220","100411"
"1","100","1009808","1009808002","0","-550","1","lsv_idle_normal","1.95","-235","102011"
"1","102","1009808","1009808003","0","-800","1","lsv_idle_normal","1.95","-250","103611"
"5","0","1009808","1009808004","0","0","1","lsv_white_loop","1","0","333"
"6","1","1009808","1009808005","0","1","333","","0","0","1"
"31","-630","1009808","1009808006","","110","3","","0","1.3","13"
"6","1","1009808","1009808007","0","1","100411","","0","0","1"
"6","1","1009808","1009808008","0","1","102011","","0","0","1"
"6","1","1009808","1009808009","0","1","103611","","0","0","1"
"93","","1009808","1009808010","","","1","","","","0"
"6","1","1009808","1009808011","0","1","333","","0.8","0.4","1"
"3","1","1009808","1009808012","","","100411","","0.2","","lsv_walk_glad"
"2","-220","1009808","1009808013","","2","100411","","","0","-100"
"6","1","1009808","1009808014","0","1","100411","","0.4","1","1"
"3","1","1009808","1009808015","","","102011","","0.2","","lsv_walk_glad2"
"2","-235","1009808","1009808016","","2.2","102011","","","0","100"
"6","1","1009808","1009808017","0","1","102011","","0.4","1","1"
"3","1","1009808","1009808018","","","103611","","0.2","","lsv_walk_glad"
"2","-250","1009808","1009808019","","2","103611","","","0","-270"
"6","1","1009808","1009808020","0","1","103611","","0.4","1","1"
"32","","1009808","1009808021","","","13","","","","1"
"33","110","1009808","1009808022","","2","13","","","0","-180"
"93","","1009808","1009808023","","","2","","","",""
"32","","1009808","1009808024","","","13","","","","0"
"3","1","1009808","1009808025","","","100411","","0.2","","lsv_idle_normal"
"3","1","1009808","1009808026","","","103611","","0.2","","lsv_idle_normal"
"93","","1009808","1009808027","","","0.2","","","",""
"4","","1009808","1009808028","","","102011","","","","1"
"3","1","1009808","1009808029","","","102011","","0.2","","lsv_idle_normal"
"93","","1009808","1009808030","","","0.5","","","",""
"12","0.5","1009808","1009808031","0","","100411","","0","","10"
"3","0","1009808","1009808032","0.2","lsv_idle_normal","100411","","0","1","lsv_smile2"
"12","0.5","1009808","1009808033","0","","102011","","0","","10"
"3","0","1009808","1009808034","0.2","lsv_idle_normal","102011","","0","1","lsv_smile2"
"12","0.5","1009808","1009808035","0","","103611","","0","","10"
"3","0","1009808","1009808036","0.2","lsv_idle_normal","103611","","0","1","lsv_smile2"
"93","","1009808","1009808037","","","1.5","","","",""
"4","","1009808","1009808038","","","102011","","","","0"
"3","1","1009808","1009808039","","","102011","","0.2","","lsv_walk"
"2","-235","1009808","1009808040","","1","102011","","","0","200"
"93","","1009808","1009808041","","","1","","","",""
"3","1","1009808","1009808042","","","102011","","0.2","","lsv_idle_normal"
"93","","1009808","1009808043","","","0","","","",""
"4","","1009808","1009808044","","","102011","","","","1"
"93","","1009808","1009808045","","","0.6","","","",""
"3","0","1009808","1009808046","0.2","lsv_talk_arm_crossed_loop_joy","100411","","0","1","lsv_talk_arm_crossed_joy"
"21","0","1009808","1009808047","","0","vo_lsv","","","","vo_lsv_0821"
"11","10","1009808","1009808048","0","1","100411","0","0","1","ニャットちゃん\nおっきくてかわいかったねー！"
"91","","1009808","1009808049","","","0","","","",""
"3","1","1009808","1009808050","","","100411","","0.2","","lsv_idle_arm_crossed_joy"
"3","1","1009808","1009808051","","","102011","","0.2","","lsv_talk_memory_dere2"
"21","0","1009808","1009808052","","0","vo_lsv","","","","vo_lsv_0822"
"11","10","1009808","1009808053","0","1","102011","0","0","1","うんっ♪\nそれにとってもやさしくて…\nとってもフワフワ♪"
"91","","1009808","1009808054","","","0","","","",""
"3","1","1009808","1009808055","","","102011","","0.2","","lsv_idle_memory"
"3","1","1009808","1009808056","","","103611","","0.2","","lsv_talk_thinking_joyR"
"21","0","1009808","1009808057","","0","vo_lsv","","","","vo_lsv_0823"
"11","10","1009808","1009808058","0","1","103611","0","0","1","シオリさんもやさしくて、\n協力してもらえることも\nわかったし…いい日だったよ。"
"91","","1009808","1009808059","","","0","","","",""
"3","1","1009808","1009808060","","","103611","","0.2","","lsv_idle_normal"
"3","1","1009808","1009808061","","","102011","","0.2","","lsv_idle_normal"
"3","0","1009808","1009808062","0.2","lsv_talk_cool_normal2_loop","100411","","0","1","lsv_talk_cool_normal2"
"21","0","1009808","1009808063","","0","vo_lsv","","","","vo_lsv_0824"
"11","10","1009808","1009808064","0","1","100411","0","0","1","この調子でみゅ～ちゃんと\nいろんなところに行って、\nいろんな遊びをしようよ！"
"91","","1009808","1009808065","","","0","","","",""
"3","1","1009808","1009808066","","","100411","","0.2","","lsv_idle_cool_joy"
"3","0","1009808","1009808067","0.2","lsv_talk_doya_anger_loop","103611","","0","1","lsv_talk_doya"
"21","0","1009808","1009808068","","0","vo_lsv","","","","vo_lsv_0825"
"11","10","1009808","1009808069","0","1","103611","0","0","1","うん！\n…あっ。観察するのも\n忘れないようにねっ？"
"91","","1009808","1009808070","","","0","","","",""
"3","1","1009808","1009808071","","","103611","","0.2","","lsv_idle_doya"
"3","1","1009808","1009808072","","","100411","","0.2","","lsv_talk_bitter"
"21","0","1009808","1009808073","","0","vo_lsv","","","","vo_lsv_0826"
"11","10","1009808","1009808074","0","1","100411","0","0","1","も、もちろんだって～！\nあはははは～"
"91","","1009808","1009808075","","","0","","","",""
"3","1","1009808","1009808076","","","100411","","0.2","","lsv_idle_bitter"
"3","1","1009808","1009808077","","","102011","","0.2","","lsv_talk_surprise_talkjoy"
"21","0","1009808","1009808078","","0","vo_lsv","","","","vo_lsv_0827"
"11","10","1009808","1009808079","0","1","102011","0","0","1","ねえねえ、おにいちゃんっ♪\nみゅ～ちゃんとなかよしになって\nくれる子、もっと知ってる？"
"91","","1009808","1009808080","","","0","","","",""
"3","1","1009808","1009808081","","","102011","","0.2","","lsv_idle_surprise_joy"
"3","0","1009808","1009808082","0.2","lsv_look_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009808","1009808083","0.2","lsv_look_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009808","1009808084","0.2","lsv_look_idle_normal","103611","","0","1","lsv_choice"
"93","","1009808","1009808085","","","0.1","","","","0"
"2","-220","1009808","1009808086","0.2","0.33","100411","","","2","-420"
"2","-235","1009808","1009808087","0.2","0.33","102011","","","2","452"
"2","-250","1009808","1009808088","0.2","0.33","103611","","","2","-545"
"22","1","1009808","1009808089","","","0","","0.2","","0"
"103","0","1009808","1009808090","","","牧場の牛たち。","","","","1009808093"
"103","0","1009808","1009808091","","","ぷうきち。","","","","1009808117"
"103","0","1009808","1009808092","","","ラーゴ。","","","","1009808141"
"3","0","1009808","1009808093","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009808","1009808094","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009808","1009808095","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"93","","1009808","1009808096","","","0.1","","","","0"
"2","-220","1009808","1009808097","0.2","0.33","100411","","","2","-100"
"2","-235","1009808","1009808098","0.2","0.33","102011","","","2","200"
"2","-250","1009808","1009808099","0.2","0.33","103611","","","2","-270"
"93","","1009808","1009808100","","","0.7","","","","0"
"3","1","1009808","1009808101","","","103611","","0.2","","lsv_talk_thinking_joyR"
"21","0","1009808","1009808102","","0","vo_lsv","","","","vo_lsv_0828"
"11","10","1009808","1009808103","0","1","103611","0","0","1","なるほど…いい案ですね。\n牧場の牛さんなら、\n人にも慣れていそうですし。"
"91","","1009808","1009808104","","","0","","","",""
"3","1","1009808","1009808105","","","103611","","0.2","","lsv_idle_thinking_joy1"
"3","1","1009808","1009808106","","","102011","","0.2","","lsv_talk_wish_joy"
"21","0","1009808","1009808107","","0","vo_lsv","","","","vo_lsv_0829"
"11","10","1009808","1009808108","0","1","102011","0","0","1","きっと、みゅ～ちゃんにも\n優しくしてくれるよね♪"
"91","","1009808","1009808109","","","0","","","",""
"3","1","1009808","1009808110","","","102011","","0.2","","lsv_idle_wish_joy"
"3","1","1009808","1009808111","","","100411","","0.2","","lsv_talk_normal"
"21","0","1009808","1009808112","","0","vo_lsv","","","","vo_lsv_0830"
"11","10","1009808","1009808113","0","1","100411","0","0","1","牧場だったら\nシオリねえちゃんもいるから\n安心だしね！"
"91","","1009808","1009808114","","","0","","","",""
"3","1","1009808","1009808115","","","100411","","0.2","","lsv_idle_normal"
"101","","1009808","1009808116","","","1009808166","","","",""
"3","0","1009808","1009808117","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009808","1009808118","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009808","1009808119","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"93","","1009808","1009808120","","","0.1","","","","0"
"2","-220","1009808","1009808121","0.2","0.33","100411","","","2","-100"
"2","-235","1009808","1009808122","0.2","0.33","102011","","","2","200"
"2","-250","1009808","1009808123","0.2","0.33","103611","","","2","-270"
"93","","1009808","1009808124","","","0.7","","","","0"
"3","1","1009808","1009808125","","","102011","","0.2","","lsv_talk_joy3_blink"
"21","0","1009808","1009808126","","0","vo_lsv","","","","vo_lsv_0831"
"11","10","1009808","1009808127","0","1","102011","0","0","1","アヤネちゃんのおともだちの？\nぷうきちさんなら、\nきっとなかよくしてくれるね♪"
"91","","1009808","1009808128","","","0","","","",""
"3","1","1009808","1009808129","","","102011","","0.2","","lsv_idle_joy"
"3","1","1009808","1009808130","","","103611","","0.2","","lsv_talk_surprise"
"21","0","1009808","1009808131","","0","vo_lsv","","","","vo_lsv_0832"
"11","10","1009808","1009808132","0","1","103611","0","0","1","アヤネさんなら、心配は\nいらないですね……不思議な\n子には慣れてるでしょうし。"
"91","","1009808","1009808133","","","0","","","",""
"3","1","1009808","1009808134","","","103611","","0.2","","lsv_idle_surprise"
"3","1","1009808","1009808135","","","100411","","0.2","","lsv_talk_thinking_talkR"
"21","0","1009808","1009808136","","0","vo_lsv","","","","vo_lsv_0833"
"11","10","1009808","1009808137","0","1","100411","0","0","1","考えてみれば、\nぷうきちもぷうきちで\nふしぎだもんね…"
"91","","1009808","1009808138","","","0","","","",""
"3","1","1009808","1009808139","","","100411","","0.2","","lsv_idle_thinking_joy1"
"101","","1009808","1009808140","","","1009808166","","","",""
"3","0","1009808","1009808141","0.2","lsv_idle_normal","100411","","0","1","lsv_choice"
"3","0","1009808","1009808142","0.2","lsv_idle_normal","102011","","0","1","lsv_choice"
"3","0","1009808","1009808143","0.2","lsv_idle_normal","103611","","0","1","lsv_choice"
"93","","1009808","1009808144","","","0.1","","","","0"
"2","-220","1009808","1009808145","0.2","0.33","100411","","","2","-100"
"2","-235","1009808","1009808146","0.2","0.33","102011","","","2","200"
"2","-250","1009808","1009808147","0.2","0.33","103611","","","2","-270"
"93","","1009808","1009808148","","","0.7","","","","0"
"3","1","1009808","1009808149","","","100411","","0.2","","lsv_talk_surprise2"
"21","0","1009808","1009808150","","0","vo_lsv","","","","vo_lsv_0834"
"11","10","1009808","1009808151","0","1","100411","0","0","1","ええっ、ドラゴン！？\nドラゴンって、あの？"
"91","","1009808","1009808152","","","0","","","",""
"3","1","1009808","1009808153","","","100411","","0.2","","lsv_idle_surprise"
"3","1","1009808","1009808154","","","102011","","0.2","","lsv_talk_normal_suprise1"
"21","0","1009808","1009808155","","0","vo_lsv","","","","vo_lsv_0835"
"11","10","1009808","1009808156","0","1","102011","0","0","1","すごい魔物さんと\nなかよしの人がいるんだね～"
"91","","1009808","1009808157","","","0","","","",""
"3","1","1009808","1009808158","","","102011","","0.2","","lsv_idle_normal"
"3","1","1009808","1009808159","","","103611","","0.2","","lsv_talk_sad"
"21","0","1009808","1009808160","","0","vo_lsv","","","","vo_lsv_0836"
"11","10","1009808","1009808161","0","1","103611","0","0","1","き、危険な感じがしますね…\nちょっと、その人については\nその…検討、してみましょう。"
"91","","1009808","1009808162","","","0","","","",""
"3","1","1009808","1009808163","","","103611","","0.2","","lsv_idle_sad"
"3","1","1009808","1009808164","","","100411","","0.2","","lsv_idle_surprise_talkR1"
"101","","1009808","1009808165","","","1009808166","","","",""
"91","","1009808","1009808166","","","0","","","",""
"102","","1009808","1009808167","","","","","","",""
"22","","1009808","1009808168","","","0","","","","0.2"
"93","","1009808","1009808169","","","0.2","","","",""
"12","1","1009808","1009808170","0","0","102011","0","0","0","7"
"3","1","1009808","1009808171","","","102011","","0.2","","lsv_talk_surprise_kira"
"93","","1009808","1009808172","","","3","","","","0"
"3","1","1009808","1009808173","","","102011","","0.2","","lsv_idle_surprise"
"12","1","1009808","1009808174","0","0","100411","0","0","0","5"
"3","1","1009808","1009808175","","","100411","","0.2","","lsv_talk_wish_surprise"
"93","","1009808","1009808176","","","3","","","","0"
"3","1","1009808","1009808177","","","100411","","0.2","","lsv_idle_wish"
"12","1","1009808","1009808178","0","0","103611","0","0","0","1"
"3","1","1009808","1009808179","","","103611","","0.2","","lsv_talk_normal_sad"
"93","","1009808","1009808180","","","3","","","","0"
"3","1","1009808","1009808181","","","103611","","0.2","","lsv_idle_normal"
"101","","1009808","1009808182","","","1009808170","","","",""
"6","1","1009808","1009808183","0","1","333","","1","0","1"
"4","","1009808","1009808184","","","100411","","","","1"
"3","1","1009808","1009808185","","","100411","","0.2","","lsv_run"
"2","-220","1009808","1009808186","","0.8","100411","","","0","-750"
"4","","1009808","1009808187","","","102011","","","","0"
"3","1","1009808","1009808188","","","102011","","0.2","","lsv_run"
"2","-235","1009808","1009808189","","0.8","102011","","","0","750"
"4","","1009808","1009808190","","","103611","","","","1"
"3","1","1009808","1009808191","","","103611","","0.2","","lsv_run"
"2","-250","1009808","1009808192","","0.8","103611","","","0","-850"
"93","","1009808","1009808193","","","0.6","","","",""
"6","1","1009808","1009808194","0","1","100411","","0.2","0","1"
"6","1","1009808","1009808195","0","1","102011","","0.2","0","1"
"6","1","1009808","1009808196","0","1","103611","","0.2","0","1"
"91","","1009808","1009808197","","","0","","","",""
"1","102","1009809","1009809001","0","-750","1","lsv_idle_normal","1.95","-235","103611"
"1","100","1009809","1009809002","1","650","1","lsv_idle_normal","1.95","-220","102011"
"1","101","1009809","1009809003","1","750","1","lsv_idle_normal","1.95","-250","100411"
"5","0","1009809","1009809004","0","0","1","lsv_white_loop","1","0","333"
"6","1","1009809","1009809005","0","1","333","","0","0","1"
"6","1","1009809","1009809006","0","1","103611","","0","0","1"
"6","1","1009809","1009809007","0","1","102011","","0","0","1"
"6","1","1009809","1009809008","0","1","100411","","0","0","1"
"7","0","1009809","1009809009","","0","103611","","","","2"
"2","-235","1009809","1009809010","","0.5","103611","","","0","-750"
"31","-140","1009809","1009809011","","10","2","","0","0.8","16"
"34","0","1009809","1009809012","","0","16","","","","2"
"93","","1009809","1009809013","","","1","","","","0"
"6","1","1009809","1009809014","0","1","333","","0.8","0.4","1"
"3","0","1009809","1009809015","0","lsv_see_sad","103611","","0.2","1","lsv_see_sad_pre"
"2","-235","1009809","1009809016","","1.1","103611","","","0","-600"
"6","1","1009809","1009809017","0","1","103611","","0.4","1","1"
"93","","1009809","1009809018","","","1","","","",""
"32","","1009809","1009809019","","","16","","","","1"
"91","","1009809","1009809020","","","0","","","",""
"94","260","1009809","1009809021","","0","103611","","","80","240"
"32","","1009809","1009809022","","","16","","","","0"
"12","1","1009809","1009809023","0","","103611","","0","","1"
"7","2","1009809","1009809024","","0","103611","","","","0"
"3","1","1009809","1009809025","","","103611","","0.2","","lsv_walk_sad"
"2","-235","1009809","1009809026","","2","103611","","","0","-250"
"3","1","1009809","1009809027","","","102011","","0.2","","lsv_walk"
"2","-220","1009809","1009809028","","2","102011","","","0","100"
"6","1","1009809","1009809029","0","1","102011","","0.4","1","1"
"3","1","1009809","1009809030","","","100411","","0.2","","lsv_walk_talkR"
"2","-250","1009809","1009809031","","2","100411","","","0","270"
"6","1","1009809","1009809032","0","1","100411","","0.4","1","1"
"93","","1009809","1009809033","","","2","","","",""
"3","1","1009809","1009809034","","","103611","","0.2","","lsv_idle_normal"
"3","1","1009809","1009809035","","","102011","","0.2","","lsv_idle_normal"
"3","1","1009809","1009809036","","","100411","","0.2","","lsv_idle_sad"
"93","","1009809","1009809037","","","0.5","","","",""
"91","","1009809","1009809038","","","0","","","",""
"3","1","1009809","1009809039","","","100411","","0.2","","lsv_talk_sad"
"21","0","1009809","1009809040","","0","vo_lsv","","","","vo_lsv_0921"
"11","10","1009809","1009809041","0","1","100411","0","0","1","今日は…\nいろんなことがあったね。"
"91","","1009809","1009809042","","","0","","","",""
"3","1","1009809","1009809043","","","100411","","0.2","","lsv_idle_sad"
"3","1","1009809","1009809044","","","102011","","0.2","","lsv_talk_wish_nervous"
"21","0","1009809","1009809045","","0","vo_lsv","","","","vo_lsv_0922"
"11","10","1009809","1009809046","0","1","102011","0","0","1","うん…\nでも、みゅ～ちゃんのこと\n助けられてよかったよ。"
"91","","1009809","1009809047","","","0","","","",""
"3","1","1009809","1009809048","","","102011","","0.2","","lsv_idle_wish_nervous"
"3","1","1009809","1009809049","","","100411","","0.2","","lsv_talk_sad"
"21","0","1009809","1009809050","","0","vo_lsv","","","","vo_lsv_0923"
"11","10","1009809","1009809051","0","1","100411","0","0","1","…ちょっとだけ、\n小さくなっちゃってるけどね。"
"91","","1009809","1009809052","","","0","","","",""
"3","1","1009809","1009809053","","","100411","","0.2","","lsv_idle_sad"
"3","1","1009809","1009809054","","","102011","","0.2","","lsv_talk_sad"
"21","0","1009809","1009809055","","0","vo_lsv","","","","vo_lsv_0924"
"11","10","1009809","1009809056","0","1","102011","0","0","1","…うん。"
"91","","1009809","1009809057","","","0","","","",""
"3","1","1009809","1009809058","","","102011","","0.2","","lsv_idle_normal"
"3","1","1009809","1009809059","","","100411","","0.2","","lsv_idle_normal_talkR"
"3","1","1009809","1009809060","","","103611","","0.2","","lsv_talk_thinking"
"21","0","1009809","1009809061","","0","vo_lsv","","","","vo_lsv_0925"
"11","10","1009809","1009809062","0","1","103611","0","0","1","…みゅ～ちゃんが\nどんな生き物なのか、\nずっと不思議だったけど…"
"91","","1009809","1009809063","","","0","","","",""
"3","1","1009809","1009809064","","","103611","","0.2","","lsv_idle_thinking"
"3","1","1009809","1009809065","","","100411","","0.2","","lsv_talk_normal_suprise1"
"21","0","1009809","1009809066","","0","vo_lsv","","","","vo_lsv_0926"
"11","10","1009809","1009809067","0","1","100411","0","0","1","やっとわかったね。\nでも、ちょっとだけ…\nううん、すごくびっくりだよ。"
"91","","1009809","1009809068","","","0","","","",""
"3","1","1009809","1009809069","","","100411","","0.2","","lsv_idle_normal_talkR"
"3","1","1009809","1009809070","","","103611","","0.2","","lsv_talk_thinking_anger"
"21","0","1009809","1009809071","","0","vo_lsv","","","","vo_lsv_0927"
"11","10","1009809","1009809072","0","1","103611","0","0","1","幸福を呼ぶ生き物…\nそれがみゅ～ちゃんなんだね。"
"91","","1009809","1009809073","","","0","","","",""
"3","1","1009809","1009809074","","","103611","","0.2","","lsv_idle_sad"
"3","1","1009809","1009809075","","","102011","","0.2","","lsv_talk_sad"
"21","0","1009809","1009809076","","0","vo_lsv","","","","vo_lsv_0928"
"11","10","1009809","1009809077","0","1","102011","0","0","1","ミミたち…\nこれから、どうすれば\nいいのかなぁ？"
"91","","1009809","1009809078","","","0","","","",""
"3","1","1009809","1009809079","","","102011","","0.2","","lsv_idle_normal"
"3","1","1009809","1009809080","","","100411","","0.2","","lsv_talk_anger_dead"
"21","0","1009809","1009809081","","0","vo_lsv","","","","vo_lsv_0929"
"11","10","1009809","1009809082","0","1","100411","0","0","1","…わかんない。"
"91","","1009809","1009809083","","","0","","","",""
"3","1","1009809","1009809084","","","100411","","0.2","","lsv_idle_anger_sad"
"3","1","1009809","1009809085","","","103611","","0.2","","lsv_talk_normal_sad"
"21","0","1009809","1009809086","","0","vo_lsv","","","","vo_lsv_0930"
"11","10","1009809","1009809087","0","1","103611","0","0","1","急にいろいろなことが\n起こったもんね。\n…落ち着かなくて当然だよ。"
"91","","1009809","1009809088","","","0","","","",""
"21","0","1009809","1009809089","","0","vo_lsv","","","","vo_lsv_0931"
"11","10","1009809","1009809090","0","1","103611","0","0","1","とにかく、今日は休もう。\nこれからのことは、また明日\n考えようよ。"
"91","","1009809","1009809091","","","0","","","",""
"3","1","1009809","1009809092","","","103611","","0.2","","lsv_idle_normal"
"3","0","1009809","1009809093","0.2","lsv_idle_normal_sad","100411","","0","1","lsv_agree_sad"
"3","0","1009809","1009809094","0.2","lsv_idle_normal_sad","102011","","0","1","lsv_agree_sad"
"21","0","1009809","1009809095","","0","vo_lsv","","","","vo_lsv_0932"
"11","10","1009809","1009809096","0","1","100411","0","0","1","…うんっ。"
"11","10","1009809","1009809097","0","1","102011","0","0","1","…うんっ。"
"91","","1009809","1009809098","","","0","","","",""
"22","1","1009809","1009809099","","","0","","0.2","","0"
"102","","1009809","1009809100","","","","","","",""
"93","","1009809","1009809101","","","0.2","","","",""
"12","1","1009809","1009809102","0","0","103611","0","0","0","1"
"3","1","1009809","1009809103","","","103611","","0.2","","lsv_talk_normal_sad"
"93","","1009809","1009809104","","","3","","","","0"
"3","1","1009809","1009809105","","","103611","","0.2","","lsv_idle_normal"
"12","1","1009809","1009809106","0","0","102011","0","0","0","2"
"3","1","1009809","1009809107","","","102011","","0.2","","lsv_talk_bitter"
"93","","1009809","1009809108","","","3","","","","0"
"3","1","1009809","1009809109","","","102011","","0.2","","lsv_idle_sad_normal"
"12","1","1009809","1009809110","0","0","100411","0","0","0","4"
"3","1","1009809","1009809111","","","100411","","0.2","","lsv_idle_anger_sad"
"93","","1009809","1009809112","","","3","","","","0"
"3","1","1009809","1009809113","","","100411","","0.2","","lsv_idle_normal_sad"
"101","","1009809","1009809114","","","1009809102","","","",""
"6","1","1009809","1009809115","0","1","333","","1","0","1"
"4","","1009809","1009809116","","","103611","","","","1"
"3","1","1009809","1009809117","","","103611","","0.2","","lsv_run_sad"
"2","-235","1009809","1009809118","","0.8","103611","","","0","-750"
"4","","1009809","1009809119","","","102011","","","","0"
"3","1","1009809","1009809120","","","102011","","0.2","","lsv_run_sad"
"2","-220","1009809","1009809121","","0.8","102011","","","0","750"
"4","","1009809","1009809122","","","100411","","","","0"
"3","1","1009809","1009809123","","","100411","","0.2","","lsv_run_sad"
"2","-250","1009809","1009809124","","0.8","100411","","","0","850"
"93","","1009809","1009809125","","","0.6","","","",""
"6","1","1009809","1009809126","0","1","103611","","0.2","0","1"
"6","1","1009809","1009809127","0","1","102011","","0.2","0","1"
"6","1","1009809","1009809128","0","1","100411","","0.2","0","1"
"91","","1009809","1009809129","","","0","","","",""
"1","102","1009810","1009810001","0","-650","1","lsv_idle_normal","1.95","-235","100411"
"1","100","1009810","1009810002","1","650","1","lsv_idle_normal","1.95","-220","102011"
"1","101","1009810","1009810003","1","750","1","lsv_idle_normal","1.95","-250","103611"
"5","0","1009810","1009810004","0","0","1","lsv_white_loop","1","0","333"
"6","1","1009810","1009810005","0","1","333","","0","0","1"
"6","1","1009810","1009810006","0","1","100411","","0","0","1"
"6","1","1009810","1009810007","0","1","102011","","0","0","1"
"6","1","1009810","1009810008","0","1","103611","","0","0","1"
"93","","1009810","1009810009","","","1","","","","0"
"6","1","1009810","1009810010","0","1","333","","0.8","0.4","1"
"3","1","1009810","1009810011","","","100411","","0.2","","lsv_walk"
"2","-235","1009810","1009810012","","2","100411","","","0","-200"
"6","1","1009810","1009810013","0","1","100411","","0.4","1","1"
"3","1","1009810","1009810014","","","102011","","0.2","","lsv_walk"
"2","-220","1009810","1009810015","","2","102011","","","0","100"
"6","1","1009810","1009810016","0","1","102011","","0.4","1","1"
"3","1","1009810","1009810017","","","103611","","0.2","","lsv_walk"
"2","-250","1009810","1009810018","","2","103611","","","0","270"
"6","1","1009810","1009810019","0","1","103611","","0.4","1","1"
"93","","1009810","1009810020","","","2","","","","0"
"3","1","1009810","1009810021","","","100411","","0.2","","lsv_idle_normal"
"3","1","1009810","1009810022","","","102011","","0.2","","lsv_idle_normal"
"3","1","1009810","1009810023","","","103611","","0.2","","lsv_idle_normal"
"93","","1009810","1009810024","","","0.6","","","","0"
"3","0","1009810","1009810025","0.2","lsv_talk_guts2_anger_loop","103611","","0","1","lsv_talk_guts2_anger"
"21","0","1009810","1009810026","","0","vo_lsv","","","","vo_lsv_1021"
"11","10","1009810","1009810027","0","1","103611","0","0","1","…ここまで来たら、\n最後まで責任を持って\nちゃんと帰してあげよう。"
"91","","1009810","1009810028","","","0","","","",""
"3","1","1009810","1009810029","","","103611","","0.2","","lsv_idle_guts2_anger"
"3","1","1009810","1009810030","","","102011","","0.2","","lsv_talk_joy3_dere"
"21","0","1009810","1009810031","","0","vo_lsv","","","","vo_lsv_1022"
"11","10","1009810","1009810032","0","1","102011","0","0","1","…そうだよね。\nみんなで決めたんだもん。"
"91","","1009810","1009810033","","","0","","","",""
"3","1","1009810","1009810034","","","102011","","0.2","","lsv_idle_sad_joynormal"
"3","1","1009810","1009810035","","","100411","","0.2","","lsv_talk_thinking"
"21","0","1009810","1009810036","","0","vo_lsv","","","","vo_lsv_1023"
"11","10","1009810","1009810037","0","1","100411","0","0","1","でも…\nその前にやることはあるよ。"
"91","","1009810","1009810038","","","0","","","",""
"3","1","1009810","1009810039","","","100411","","0.2","","lsv_idle_normal"
"3","1","1009810","1009810040","","","102011","","0.2","","lsv_idle_normal"
