a9e3511f62504dee5e17c095066ed735457d40e701c90c6a705cd2e1ee5117f9,dd8710878833c54ef52de32147f40a72fde9966ac6ebf3a9d3b976443042d67b,84954fa73d673914a832db024baaf4c94c949a99169b230c6e50edeee213732d,f4ebafbdc253259a6e7285e917532d5a461d15407e9ec737253236536359956d,feec7bf0f73f3b19487e8ab0ce44cce6fb90378fa4a34336bfc7fe3913abad23,3236534485f85938636da389f2a87ae38a2ebf9c5013c2bf506173826f3f228d,c2ad364bf9c27a74f7b6cc21f5c97f7e79a0993a1e69a39746de04d05adb7f58,75065995db9554c345fda251f9f878499380110758d2f651c6a5b23068cf5e97,a8a996b0e964f5599285c0c72306e66daa8dabefbf575cd049c4a3f9e416baa9,48842b02976dd836ddf98e93753d9a5d6d539a972674762103951f4ae4da13eb,37638b0dd756bc1d5d890b4b63900e010916015ffca07f57e30ba80a96d73adb,962ae8bfcd96564f620cba79f3ed16d3fd2c5032eaff045f9a7816495c458cbc,fd0126a29005241c0aae8e2dbcd220c54ce9ff7874a5dc59d0d1eee6350a927a,30d984d59fc169ccd5c257d1d215c1ef7a044955cbeeb136602c18061d5c8715,8ee7c4ebf9aaae6d9f55589f9d963b6bf1931a7a5a89532ca6afcf97e4de5e10,f78718f014b3a523ea023fe646e00d8d2f8fb3b7848789a8e4e3bd8125e71d34,582d17c8a7ec24a5637cef64077b1ab755dcd0fa145f88de05b28727a6ccf1f7,fc70ef54208fd7ea72f6db1974a03c69dcc492c0c3bc3b48141e9bbbb264755f,4484362d6a887bd084f50c21a03dc88516b8702ca279d6f545bd2e12f8b2e7ae,df605c30697ff8e0197b3f49fa6f475677cb7de43cf7d9d8d0c8b875f5a64a07,bb79a33e1fd441b3d1927fdc835e072f381e8707b1b38b1076b9fe70ebd8b264,604282b05044024fc41e7153d5469cbf4b636ccc37c8f243771bf7457cfb983a,e4a8de6090573b0924c9ab489ce4f1c3986e4948fe25e20039f5080f03a53524,ea90afd4c38d9e99e6841bfeae993024a181489fa8a867fdb127da810f9f4aa6,b2cda13704c0eed5be12d1b7d950da09d5dc0308ff2730012bb7c3a8d942d138,82d3075e1d845e4e531050963db386307ef134026bccde34d60c2cdf3e910b75,202f66750065a0451cf00ecba6a73db8a33f65fa5a114c15d35af18074decb94,9138ad8ea3118244df58eea1125a6886992e28fed5aa6645ba53e1ec701276fb,56cc56c413f0e4c71d2a429b6337d9f392770d18ed7ceacba106e990cbbc95a6,b1cc78011b6cca0630af1cafed3c0aa7acb9e53618a2051c0be09e668830bad7,5d4c9ce9ebbcdc1d851b68fef195174c3d2690d0d0896c6717cee718259ea165,49af9147d4d3867ec63223b8a94e1558144cbae21124425bdab92d93bb72ab73,a1993a52f46a629a8bd32e4724bff428acf78f277238d0adc8a9578619cffe63,3d1e299a517e00e7390a819d90ebb842a58dd1125c1ac591d704874960b6e80c,16f37a3fcdcd2c24362fb5d875685a908801fbc9c3c78ecbb83c72544f1e22e3,d8ae98947db1a68739dd2539d4ddc5733690325154fcb3fc41428e3cad9c6eb7,7f95212fbe9f8159bf2f6b41ea3af4bbe911e67e15b89730f084e7d6f657f291,7af151b8c6686ad5fcc267cc1df11a08a73ea4f7d8f2b17cf1c905c3719d46d8,f0474ba6dec226de152ffc40d967032f806bd70acd2477391e569d5d3a9dea6a,eafa8a46e0afdedea8281dd4d18ca5166fb9a2aff2e21c2946b63436753646ef
"35","0","10","0","35","35","200000001","35","35","35","30","1","1","9999","519","0","35","89","35","35","0","10","35","35","0","0","35","0","0","202000","35","0","35","35","35","0","620200035","5824","35","1"
"36","0","10","0","36","36","200000001","36","36","36","30","1","1","9999","548","0","36","89","36","36","0","10","36","36","0","0","36","0","0","202000","36","0","36","36","36","0","620200036","4137","36","1"
"37","0","10","0","37","37","200000001","37","37","37","30","1","1","9999","577","0","37","89","37","37","0","10","37","37","0","0","37","0","0","202000","37","0","37","37","37","0","620200037","4698","37","1"
"38","0","10","0","38","38","200000001","38","38","38","30","1","1","9999","584","0","38","89","38","38","0","10","38","38","0","0","38","0","0","202000","38","0","38","38","38","0","620200038","4698","38","1"
"39","0","10","0","39","39","200000001","39","39","39","30","1","1","9999","777","0","39","89","39","39","0","10","39","39","0","0","39","0","0","202000","39","0","39","39","39","0","620200039","5835","39","1"
"40","0","10","0","40","40","200000001","40","40","40","30","1","1","9999","837","0","40","89","40","40","0","10","40","40","0","0","40","0","0","202000","40","0","40","40","40","0","620200040","6716","40","1"
"41","0","10","0","41","41","200000001","41","41","41","30","1","1","9999","954","0","41","89","41","41","0","10","41","41","0","0","41","0","0","202000","41","0","41","41","41","0","620200041","7269","41","1"
"42","0","10","0","42","42","200000001","42","42","42","30","1","1","9999","1228","0","42","89","42","42","0","10","42","42","0","0","42","0","0","202000","42","0","42","42","42","0","620200042","7823","42","1"
"43","0","10","0","43","43","200000001","43","43","43","30","1","1","9999","1317","0","43","93","43","43","0","10","43","43","0","0","43","0","0","202000","43","0","43","43","43","0","620200043","8991","43","1"
"44","0","10","0","44","44","200000001","44","44","44","30","1","1","9999","1508","0","44","90","44","44","0","10","44","44","0","0","44","0","0","202000","44","0","44","44","44","0","620200044","10269","44","1"
"45","0","10","0","45","45","200000001","45","45","45","30","1","1","9999","1514","0","45","93","45","45","0","10","45","45","0","0","45","0","0","202000","45","0","45","45","45","0","620200045","10323","45","1"
"46","0","10","0","46","46","200000001","46","46","46","30","1","1","9999","1520","0","46","124","46","46","0","10","46","46","0","0","46","0","0","202000","46","0","46","46","46","0","620200046","10377","46","1"
"47","0","10","0","47","47","200000001","47","47","47","30","1","1","9999","1526","0","47","98","47","47","0","10","47","47","0","0","47","0","0","202000","47","0","47","47","47","0","620200047","10431","47","1"
"48","0","10","0","48","48","200000001","48","48","48","30","1","1","9999","1616","0","48","101","48","48","0","10","48","48","0","0","48","0","0","202000","48","0","48","48","48","0","620200048","11876","48","1"
"49","0","10","0","49","49","200000001","49","49","49","30","1","1","9999","1616","0","49","102","49","49","0","10","49","49","0","0","49","0","0","202000","49","0","49","49","49","0","620200049","11876","49","1"
"50","0","10","0","50","50","200000001","50","50","50","30","1","1","9999","1543","0","50","103","50","50","0","10","50","50","0","0","50","0","0","202000","50","0","50","50","50","0","620200050","10594","50","1"
"51","0","10","0","51","51","200000001","51","51","51","30","1","1","9999","1549","0","51","103","51","51","0","10","51","51","0","0","51","0","0","202000","51","0","51","51","51","0","620200051","10648","51","1"
"52","0","10","0","52","52","200000001","52","52","52","30","1","1","9999","1555","0","52","104","52","52","0","10","52","52","0","0","52","0","0","202000","52","0","52","52","52","0","620200052","10702","52","1"
"53","0","10","0","53","53","200000001","53","53","53","30","1","1","9999","2355","0","53","126","53","53","0","10","53","53","0","0","53","0","0","202000","53","0","53","53","53","0","620200053","19897","53","1"
"54","0","10","0","54","54","200000001","54","54","54","30","1","1","9999","2355","0","54","126","54","54","0","10","54","54","0","0","54","0","0","202000","54","0","54","54","54","0","620200054","19897","54","1"
"55","0","10","0","55","55","200000001","55","55","55","30","1","1","9999","2411","0","55","126","55","55","0","10","55","55","0","0","55","0","0","202000","55","0","55","55","55","0","620200055","21560","55","1"
"56","0","10","0","56","56","200000001","56","56","56","30","1","1","9999","2467","0","56","126","56","56","0","10","56","56","0","0","56","0","0","202000","56","0","56","56","56","0","620200056","23222","56","1"
"57","0","10","0","57","57","200000001","57","57","57","30","1","1","9999","2523","0","57","126","57","57","0","10","57","57","0","0","57","0","0","202000","57","0","57","57","57","0","620200057","24885","57","1"
"58","0","10","0","58","58","200000001","58","58","58","30","1","1","9999","2635","0","58","126","58","58","0","10","58","58","0","0","58","0","0","202000","58","0","58","58","58","0","620200058","28210","58","1"
"59","0","10","0","59","59","200000001","59","59","59","30","1","1","9999","2691","0","59","126","59","59","0","10","59","59","0","0","59","0","0","202000","59","0","59","59","59","0","620200059","29873","59","1"
"60","0","10","0","60","60","200000001","60","60","60","30","1","1","13332","2747","0","60","126","60","60","0","10","60","60","0","0","60","0","0","202000","60","0","60","60","60","0","620200060","31535","60","1"
"61","0","10","0","61","61","200000001","61","61","61","30","1","1","13332","2909","0","61","126","61","61","0","10","61","61","0","0","61","0","0","202000","61","0","61","61","61","0","620200061","33895","61","1"
"62","0","10","0","62","62","200000001","62","62","62","30","1","1","13332","3012","0","62","127","62","62","0","10","62","62","0","0","62","0","0","202000","62","0","62","62","62","0","620200062","33949","62","1"
"63","0","10","0","63","63","200000001","63","63","63","30","1","1","13332","3114","0","63","128","63","63","0","10","63","63","0","0","63","0","0","202000","63","0","63","63","63","0","620200063","34003","63","1"
"64","0","10","0","64","64","200000001","64","64","64","30","1","1","13332","3217","0","64","130","64","64","0","10","64","64","0","0","64","0","0","202000","64","0","64","64","64","0","620200064","34057","64","1"
"65","0","10","0","65","65","200000001","65","65","65","30","1","1","13332","3320","0","65","131","65","65","0","10","65","65","0","0","65","0","0","202000","65","0","65","65","65","0","620200065","34111","65","1"
"66","0","10","0","66","66","200000001","66","66","66","30","1","1","13332","3422","0","66","132","66","66","0","10","66","66","0","0","66","0","0","202000","66","0","66","66","66","0","620200066","34165","66","1"
"67","0","10","0","67","67","200000001","67","67","67","30","1","1","13332","3525","0","67","133","67","67","0","10","67","67","0","0","67","0","0","202000","67","0","67","67","67","0","620200067","34219","67","1"
"68","0","10","0","68","68","200000001","68","68","68","30","1","1","13332","3628","0","68","135","68","68","0","10","68","68","0","0","68","0","0","202000","68","0","68","68","68","0","620200068","34273","68","1"
"69","0","10","0","69","69","200000001","69","69","69","30","1","1","13332","3731","0","69","136","69","69","0","10","69","69","0","0","69","0","0","202000","69","0","69","69","69","0","620200069","34327","69","1"
"70","0","10","0","70","70","200000001","70","70","70","30","1","1","13332","3833","0","70","137","70","70","0","10","70","70","0","0","70","0","0","202000","70","0","70","70","70","0","620200070","34381","70","1"
"71","0","10","0","71","71","200000001","71","71","71","30","1","1","13332","3936","0","71","138","71","71","0","10","71","71","0","0","71","0","0","202000","71","0","71","71","71","0","620200071","34435","71","1"
"1","0","10","0","1","1","200000001","1","1","1","30","1","1","3","28","0","1","2","1","1","0","10","1","1","0","0","1","0","0","202101","1","0","1","1","1","0","620210101","246","1","1"
"2","0","10","0","2","2","200000001","2","2","2","30","1","1","4","32","0","2","3","2","2","0","10","2","2","0","0","2","0","0","202101","2","0","2","2","2","0","620210102","322","2","1"
"3","0","10","0","3","3","200000001","3","3","3","30","1","1","5","35","0","3","3","3","3","0","10","3","3","0","0","3","0","0","202101","3","0","3","3","3","0","620210103","537","3","1"
"4","0","10","0","4","4","200000001","4","4","4","30","1","1","5","50","0","4","3","4","4","0","10","4","4","0","0","4","0","0","202101","4","0","4","4","4","0","620210104","473","4","1"
"5","0","10","0","5","5","200000001","5","5","5","30","1","1","6","74","0","5","4","5","5","0","10","5","5","0","0","5","0","0","202101","5","0","5","5","5","0","620210105","526","5","1"
"6","0","10","0","6","6","200000001","6","6","6","30","1","1","7","98","0","6","5","6","6","0","10","6","6","0","0","6","0","0","202101","6","0","6","6","6","0","620210106","577","6","1"
"7","0","10","0","7","7","200000001","7","7","7","30","1","1","8","121","0","7","6","7","7","0","10","7","7","0","0","7","0","0","202101","7","0","7","7","7","0","620210107","711","7","1"
"8","0","10","0","8","8","200000001","8","8","8","30","1","1","8","136","0","8","7","8","8","0","10","8","8","0","0","8","0","0","202101","8","0","8","8","8","0","620210108","885","8","1"
"9","0","10","0","9","9","200000001","9","9","9","30","1","1","9","145","0","9","8","9","9","0","10","9","9","0","0","9","0","0","202101","9","0","9","9","9","0","620210109","911","9","1"
"10","0","10","0","10","10","200000001","10","10","10","30","1","1","9","154","0","10","8","10","10","0","10","10","10","0","0","10","0","0","202101","10","0","10","10","10","0","620210110","937","10","1"
"11","0","10","0","11","11","200000001","11","11","11","30","1","1","10","183","0","11","9","11","11","0","10","11","11","0","0","11","0","0","202101","11","0","11","11","11","0","620210111","1101","11","1"
"12","0","10","0","12","12","200000001","12","12","12","30","1","1","12","211","0","12","10","12","12","0","10","12","12","0","0","12","0","0","202101","12","0","12","12","12","0","620210112","1265","12","1"
"13","0","10","0","13","13","200000001","13","13","13","30","1","1","13","240","0","13","11","13","13","0","10","13","13","0","0","13","0","0","202101","13","0","13","13","13","0","620210113","1429","13","1"
"14","0","10","0","14","14","200000001","14","14","14","30","1","1","15","240","0","14","12","14","14","0","10","14","14","0","0","14","0","0","202101","14","0","14","14","14","0","620210114","1435","14","1"
"15","0","10","0","15","15","200000001","15","15","15","30","1","1","15","251","0","15","12","15","15","0","10","15","15","0","0","15","0","0","202101","15","0","15","15","15","0","620210115","1553","15","1"
"16","0","10","0","16","16","200000001","16","16","16","30","1","1","15","262","0","16","13","16","16","0","10","16","16","0","0","16","0","0","202101","16","0","16","16","16","0","620210116","1670","16","1"
"17","0","10","0","17","17","200000001","17","17","17","30","1","1","15","273","0","17","13","17","17","0","10","17","17","0","0","17","0","0","202101","17","0","17","17","17","0","620210117","1788","17","1"
"18","0","10","0","18","18","200000001","18","18","18","30","1","1","16","284","0","18","13","18","18","0","10","18","18","0","0","18","0","0","202101","18","0","18","18","18","0","620210118","1906","18","1"
"19","0","10","0","19","19","200000001","19","19","19","30","1","1","16","295","0","19","13","19","19","0","10","19","19","0","0","19","0","0","202101","19","0","19","19","19","0","620210119","2023","19","1"
"20","0","10","0","20","20","200000001","20","20","20","30","1","1","16","306","0","20","14","20","20","0","10","20","20","0","0","20","0","0","202101","20","0","20","20","20","0","620210120","2141","20","1"
"21","0","10","0","21","21","200000001","21","21","21","30","1","1","16","317","0","21","14","21","21","0","10","21","21","0","0","21","0","0","202101","21","0","21","21","21","0","620210121","2258","21","1"
"22","0","10","0","22","22","200000001","22","22","22","30","1","1","16","328","0","22","14","22","22","0","10","22","22","0","0","22","0","0","202101","22","0","22","22","22","0","620210122","2376","22","1"
"23","0","10","0","23","23","200000001","23","23","23","30","1","1","20","375","0","23","17","23","23","0","10","23","23","0","0","23","0","0","202101","23","0","23","23","23","0","620210123","2869","23","1"
"24","0","10","0","24","24","200000001","24","24","24","30","1","1","23","422","0","24","20","24","24","0","10","24","24","0","0","24","0","0","202101","24","0","24","24","24","0","620210124","3361","24","1"
"25","0","10","0","25","25","200000001","25","25","25","30","1","1","23","440","0","25","20","25","25","0","10","25","25","0","0","25","0","0","202101","25","0","25","25","25","0","620210125","3606","25","1"
"26","0","10","0","26","26","200000001","26","26","26","30","1","1","24","458","0","26","21","26","26","0","10","26","26","0","0","26","0","0","202101","26","0","26","26","26","0","620210126","3852","26","1"
"27","0","10","0","27","27","200000001","27","27","27","30","1","1","24","477","0","27","21","27","27","0","10","27","27","0","0","27","0","0","202101","27","0","27","27","27","0","620210127","4097","27","1"
"28","0","10","0","28","28","200000001","28","28","28","30","1","1","24","495","0","28","21","28","28","0","10","28","28","0","0","28","0","0","202101","28","0","28","28","28","0","620210128","4342","28","1"
"29","0","10","0","29","29","200000001","29","29","29","30","1","1","25","531","0","29","22","29","29","0","10","29","29","0","0","29","0","0","202101","29","0","29","29","29","0","620210129","4833","29","1"
"30","0","10","0","30","30","200000001","30","30","30","30","1","1","26","549","0","30","22","30","30","0","10","30","30","0","0","30","0","0","202101","30","0","30","30","30","0","620210130","5078","30","1"
"31","0","10","0","31","31","200000001","31","31","31","30","1","1","26","567","0","31","22","31","31","0","10","31","31","0","0","31","0","0","202101","31","0","31","31","31","0","620210131","5323","31","1"
"32","0","10","0","32","32","200000001","32","32","32","30","1","1","26","586","0","32","22","32","32","0","10","32","32","0","0","32","0","0","202101","32","0","32","32","32","0","620210132","5568","32","1"
"33","0","10","0","33","33","200000001","33","33","33","30","1","1","27","604","0","33","23","33","33","0","10","33","33","0","0","33","0","0","202101","33","0","33","33","33","0","620210133","5814","33","1"
"34","0","10","0","34","34","200000001","34","34","34","30","1","1","27","622","0","34","23","34","34","0","10","34","34","0","0","34","0","0","202101","34","0","34","34","34","0","620210134","6059","34","1"
"35","0","10","0","35","35","200000001","35","35","35","30","1","1","27","626","0","35","23","35","35","0","10","35","35","0","0","35","0","0","202101","35","0","35","35","35","0","620210135","6619","35","1"
"36","0","10","0","36","36","200000001","36","36","36","30","1","1","27","633","0","36","23","36","36","0","10","36","36","0","0","36","0","0","202101","36","0","36","36","36","0","620210136","6855","36","1"
"37","0","10","0","37","37","200000001","37","37","37","30","1","1","28","639","0","37","23","37","37","0","10","37","37","0","0","37","0","0","202101","37","0","37","37","37","0","620210137","7091","37","1"
"38","0","10","0","38","38","200000001","38","38","38","30","1","1","28","819","0","38","23","38","38","0","10","38","38","0","0","38","0","0","202101","38","0","38","38","38","0","620210138","7327","38","1"
"39","0","10","0","39","39","200000001","39","39","39","30","1","1","30","870","0","39","25","39","39","0","10","39","39","0","0","39","0","0","202101","39","0","39","39","39","0","620210139","8014","39","1"
"40","0","10","0","40","40","200000001","40","40","40","30","1","1","33","920","0","40","28","40","40","0","10","40","40","0","0","40","0","0","202101","40","0","40","40","40","0","620210140","8700","40","1"
"41","0","10","0","41","41","200000001","41","41","41","30","1","1","36","970","0","41","30","41","41","0","10","41","41","0","0","41","0","0","202101","41","0","41","41","41","0","620210141","9387","41","1"
"42","0","10","0","42","42","200000001","42","42","42","30","1","1","38","1020","0","42","33","42","42","0","10","42","42","0","0","42","0","0","202101","42","0","42","42","42","0","620210142","10074","42","1"
"43","0","10","0","43","43","200000001","43","43","43","30","1","1","41","1071","0","43","35","43","43","0","10","43","43","0","0","43","0","0","202101","43","0","43","43","43","0","620210143","10761","43","1"
"44","0","10","0","44","44","200000001","44","44","44","30","1","1","43","1120","0","44","37","44","44","0","10","44","44","0","0","44","0","0","202101","44","0","44","44","44","0","620210144","11448","44","1"
"45","0","10","0","45","45","200000001","45","45","45","30","1","1","46","1177","0","45","40","45","45","0","10","45","45","0","0","45","0","0","202101","45","0","45","45","45","0","620210145","12698","45","1"
"46","0","10","0","46","46","200000001","46","46","46","30","1","1","49","1233","0","46","42","46","46","0","10","46","46","0","0","46","0","0","202101","46","0","46","46","46","0","620210146","13947","46","1"
"47","0","10","0","47","47","200000001","47","47","47","30","1","1","52","1290","0","47","45","47","47","0","10","47","47","0","0","47","0","0","202101","47","0","47","47","47","0","620210147","15197","47","1"
"48","0","10","0","48","48","200000001","48","48","48","30","1","1","54","1347","0","48","48","48","48","0","10","48","48","0","0","48","0","0","202101","48","0","48","48","48","0","620210148","16446","48","1"
"49","0","10","0","49","49","200000001","49","49","49","30","1","1","57","1403","0","49","50","49","49","0","10","49","49","0","0","49","0","0","202101","49","0","49","49","49","0","620210149","17696","49","1"
"50","0","10","0","50","50","200000001","50","50","50","30","1","1","60","1460","0","50","52","50","50","0","10","50","50","0","0","50","0","0","202101","50","0","50","50","50","0","620210150","18945","50","1"
"51","0","10","0","51","51","200000001","51","51","51","30","1","1","63","1516","0","51","55","51","51","0","10","51","51","0","0","51","0","0","202101","51","0","51","51","51","0","620210151","20195","51","1"
"52","0","10","0","52","52","200000001","52","52","52","30","1","1","65","1572","0","52","57","52","52","0","10","52","52","0","0","52","0","0","202101","52","0","52","52","52","0","620210152","21445","52","1"
"53","0","10","0","53","53","200000001","53","53","53","30","1","1","68","1630","0","53","60","53","53","0","10","53","53","0","0","53","0","0","202101","53","0","53","53","53","0","620210153","22695","53","1"
"54","0","10","0","54","54","200000001","54","54","54","30","1","1","71","1686","0","54","63","54","54","0","10","54","54","0","0","54","0","0","202101","54","0","54","54","54","0","620210154","23944","54","1"
"55","0","10","0","55","55","200000001","55","55","55","30","1","1","74","1742","0","55","65","55","55","0","10","55","55","0","0","55","0","0","202101","55","0","55","55","55","0","620210155","25194","55","1"
"56","0","10","0","56","56","200000001","56","56","56","30","1","1","77","1818","0","56","67","56","56","0","10","56","56","0","0","56","0","0","202101","56","0","56","56","56","0","620210156","26456","56","1"
"57","0","10","0","57","57","200000001","57","57","57","30","1","1","79","1893","0","57","70","57","57","0","10","57","57","0","0","57","0","0","202101","57","0","57","57","57","0","620210157","27718","57","1"
"58","0","10","0","58","58","200000001","58","58","58","30","1","1","83","1968","0","58","73","58","58","0","10","58","58","0","0","58","0","0","202101","58","0","58","58","58","0","620210158","28981","58","1"
"59","0","10","0","59","59","200000001","59","59","59","30","1","1","85","2043","0","59","75","59","59","0","10","59","59","0","0","59","0","0","202101","59","0","59","59","59","0","620210159","30243","59","1"
"60","0","10","0","60","60","200000001","60","60","60","30","1","1","88","2118","0","60","77","60","60","0","10","60","60","0","0","60","0","0","202101","60","0","60","60","60","0","620210160","31505","60","1"
"61","0","10","0","61","61","200000001","61","61","61","30","1","1","91","2193","0","61","80","61","61","0","10","61","61","0","0","61","0","0","202101","61","0","61","61","61","0","620210161","32768","61","1"
"62","0","10","0","62","62","200000001","62","62","62","30","1","1","94","2255","0","62","83","62","62","0","10","62","62","0","0","62","0","0","202101","62","0","62","62","62","0","620210162","33991","62","1"
"63","0","10","0","63","63","200000001","63","63","63","30","1","1","97","2318","0","63","85","63","63","0","10","63","63","0","0","63","0","0","202101","63","0","63","63","63","0","620210163","35213","63","1"
"64","0","10","0","64","64","200000001","64","64","64","30","1","1","99","2380","0","64","88","64","64","0","10","64","64","0","0","64","0","0","202101","64","0","64","64","64","0","620210164","36436","64","1"
"65","0","10","0","65","65","200000001","65","65","65","30","1","1","102","2442","0","65","90","65","65","0","10","65","65","0","0","65","0","0","202101","65","0","65","65","65","0","620210165","37658","65","1"
"66","0","10","0","66","66","200000001","66","66","66","30","1","1","105","2505","0","66","93","66","66","0","10","66","66","0","0","66","0","0","202101","66","0","66","66","66","0","620210166","38881","66","1"
"67","0","10","0","67","67","200000001","67","67","67","30","1","1","108","2567","0","67","95","67","67","0","10","67","67","0","0","67","0","0","202101","67","0","67","67","67","0","620210167","40104","67","1"
"68","0","10","0","68","68","200000001","68","68","68","30","1","1","110","2629","0","68","98","68","68","0","10","68","68","0","0","68","0","0","202101","68","0","68","68","68","0","620210168","41326","68","1"
"69","0","10","0","69","69","200000001","69","69","69","30","1","1","113","2692","0","69","100","69","69","0","10","69","69","0","0","69","0","0","202101","69","0","69","69","69","0","620210169","42549","69","1"
"70","0","10","0","70","70","200000001","70","70","70","30","1","1","116","2754","0","70","103","70","70","0","10","70","70","0","0","70","0","0","202101","70","0","70","70","70","0","620210170","43772","70","1"
"71","0","10","0","71","71","200000001","71","71","71","30","1","1","119","2816","0","71","105","71","71","0","10","71","71","0","0","71","0","0","202101","71","0","71","71","71","0","620210171","44994","71","1"
"1","0","10","0","1","1","200000001","1","1","1","30","1","1","4","0","0","1","4","1","1","0","10","1","1","0","0","1","0","0","202200","1","110","1","1","1","0","620220001","156","1","1"
"2","0","10","0","2","2","200000001","2","2","2","30","1","1","5","0","0","2","5","2","2","0","10","2","2","0","0","2","0","0","202200","2","115","2","2","2","0","620220002","188","2","1"
"3","0","10","0","3","3","200000001","3","3","3","30","1","1","5","0","0","3","5","3","3","0","10","3","3","0","0","3","0","0","202200","3","119","3","3","3","0","620220003","288","3","1"
"4","0","10","0","4","4","200000001","4","4","4","30","1","1","6","0","0","4","6","4","4","0","10","4","4","0","0","4","0","0","202200","4","124","4","4","4","0","620220004","348","4","1"
"5","0","10","0","5","5","200000001","5","5","5","30","1","1","6","0","0","5","6","5","5","0","10","5","5","0","0","5","0","0","202200","5","130","5","5","5","0","620220005","531","5","1"
"6","0","10","0","6","6","200000001","6","6","6","30","1","1","7","0","0","6","7","6","6","0","10","6","6","0","0","6","0","0","202200","6","135","6","6","6","0","620220006","641","6","1"
"7","0","10","0","7","7","200000001","7","7","7","30","1","1","7","0","0","7","8","7","7","0","10","7","7","0","0","7","0","0","202200","7","141","7","7","7","0","620220007","979","7","1"
"8","0","10","0","8","8","200000001","8","8","8","30","1","1","7","0","0","8","9","8","8","0","10","8","8","0","0","8","0","0","202200","8","147","8","8","8","0","620220008","1183","8","1"
"9","0","10","0","9","9","200000001","9","9","9","30","1","1","7","0","0","9","10","9","9","0","10","9","9","0","0","9","0","0","202200","9","159","9","9","9","0","620220009","1223","9","1"
"10","0","10","0","10","10","200000001","10","10","10","30","1","1","7","0","0","10","10","10","10","0","10","10","10","0","0","10","0","0","202200","10","171","10","10","10","0","620220010","1263","10","1"
"11","0","10","0","11","11","200000001","11","11","11","30","1","1","7","0","0","11","10","11","11","0","10","11","11","0","0","11","0","0","202200","11","171","11","11","11","0","620220011","1263","11","1"
"12","0","10","0","12","12","200000001","12","12","12","30","1","1","8","0","0","12","11","12","12","0","10","12","12","0","0","12","0","0","202200","12","185","12","12","12","0","620220012","1286","12","1"
"13","0","10","0","13","13","200000001","13","13","13","30","1","1","11","0","0","13","15","13","13","0","10","13","13","0","0","13","0","0","202200","13","203","13","13","13","0","620220013","1310","13","1"
"14","0","10","0","14","14","200000001","14","14","14","30","1","1","11","0","0","14","15","14","14","0","10","14","14","0","0","14","0","0","202200","14","203","14","14","14","0","620220014","1310","14","1"
"15","0","10","0","15","15","200000001","15","15","15","30","1","1","12","0","0","15","16","15","15","0","10","15","15","0","0","15","0","0","202200","15","220","15","15","15","0","620220015","1446","15","1"
"16","0","10","0","16","16","200000001","16","16","16","30","1","1","12","0","0","16","16","16","16","0","10","16","16","0","0","16","0","0","202200","16","256","16","16","16","0","620220016","1739","16","1"
"17","0","10","0","17","17","200000001","17","17","17","30","1","1","12","0","0","17","16","17","17","0","10","17","17","0","0","17","0","0","202200","17","309","17","17","17","0","620220017","2169","17","1"
"18","0","10","0","18","18","200000001","18","18","18","30","1","1","13","0","0","18","17","18","18","0","10","18","18","0","0","18","0","0","202200","18","353","18","18","18","0","620220018","2260","18","1"
"19","0","10","0","19","19","200000001","19","19","19","30","1","1","15","0","0","19","20","19","19","0","10","19","19","0","0","19","0","0","202200","19","366","19","19","19","0","620220019","2351","19","1"
"20","0","10","0","20","20","200000001","20","20","20","30","1","1","17","0","0","20","23","20","20","0","10","20","20","0","0","20","0","0","202200","20","379","20","20","20","0","620220020","2443","20","1"
"21","0","10","0","21","21","200000001","21","21","21","30","1","1","19","0","0","21","25","21","21","0","10","21","21","0","0","21","0","0","202200","21","391","21","21","21","0","620220021","2534","21","1"
"22","0","10","0","22","22","200000001","22","22","22","30","1","1","21","0","0","22","28","22","22","0","10","22","22","0","0","22","0","0","202200","22","404","22","22","22","0","620220022","2625","22","1"
"23","0","10","0","23","23","200000001","23","23","23","30","1","1","21","0","0","23","29","23","23","0","10","23","23","0","0","23","0","0","202200","23","409","23","23","23","0","620220023","2807","23","1"
"24","0","10","0","24","24","200000001","24","24","24","30","1","1","21","0","0","24","29","24","24","0","10","24","24","0","0","24","0","0","202200","24","437","24","24","24","0","620220024","3059","24","1"
"25","0","10","0","25","25","200000001","25","25","25","30","1","1","21","0","0","25","29","25","25","0","10","25","25","0","0","25","0","0","202200","25","465","25","25","25","0","620220025","3312","25","1"
"26","0","10","0","26","26","200000001","26","26","26","30","1","1","21","0","0","26","29","26","26","0","10","26","26","0","0","26","0","0","202200","26","493","26","26","26","0","620220026","3564","26","1"
"27","0","10","0","27","27","200000001","27","27","27","30","1","1","21","0","0","27","29","27","27","0","10","27","27","0","0","27","0","0","202200","27","514","27","27","27","0","620220027","3755","27","1"
"28","0","10","0","28","28","200000001","28","28","28","30","1","1","22","0","0","28","30","28","28","0","10","28","28","0","0","28","0","0","202200","28","535","28","28","28","0","620220028","3946","28","1"
"29","0","10","0","29","29","200000001","29","29","29","30","1","1","23","0","0","29","30","29","29","0","10","29","29","0","0","29","0","0","202200","29","556","29","29","29","0","620220029","4137","29","1"
"30","0","10","0","30","30","200000001","30","30","30","30","1","1","23","0","0","30","30","30","30","0","10","30","30","0","0","30","0","0","202200","30","576","30","30","30","0","620220030","4328","30","1"
