7bf6cd41f35b5e27458bb9a171b7fc2410cb56bce7cf27bbe3da6052f26d220e,f68d372f51630e2fff66d0687269b0c7f05d0ccf1a9787c5c678a8a5a347ccb5,f26c7949b215f9124d0b650a2d3653ec4531789743aa9f3a8d1a90e23af7acae,cde0cfe7e4404cba4d93af70437fa1c3842731cdc7d52ff5a3e9a8dc43b33117,0fbab6c9b0ae18627e68c28229a4e6033924edd8b05ce3fef8795de8168e006f,d6350f2ee663f66c8bede0c65359ced22122a982a502381308ede3cf6a5fc458,6fd92a972079683864c8d1d995bff9d77e4ac36bea6b91e0279a117af2af902f,25b631b7b8946f81e568403d14a5b90e1bb9119bdedc934606f252b03cc38a51,1e91f71fd14f5330842e2e1777d734ae73f22d7793e10ac8fdf95db9374f7356,64c46b29558d75bc9b91517d7ca8545cf360668f491bbc33453423be0aeb605f,de9d7b4c3f53d1fc4d82e218c87fa3cfb2a1b660b4ae98cddc886a71359e5e6d,3514b7bc8c7c1de2bf194d3692a81429b75e3a32391963c7553f0c26c0e743d6,3ac3c2f6ad633f89d242355093a935256ad2ab40c28a46f50705151751c83d82,30ec1eb4c15e89f2b136aa73c350e253d6501496c6eaf5f6c5528191523299b2,5de702dba60009f64dc9f035ca820965eb03a70914065ba8c51c73bdb373348d,d06072b1fe7b8b90fbc6e335972ad09dd3986099f766a4b7eca95c8e4ecf611a,72df0f93ff9a1b294c61f0118542ecf8f3b15ce74d6d0fbe4d48c646e50f1b64,7b9ed9bc68ff8d1ddadb49fa53446129a73e91ae1cc170139a0b6c72812e8c3e,4e87c514add3aa59abd6cb23ecfc84599e4f4a43fdad7cc698e460abe4a7dee8,0426226afec33ef26dbc07a6b8aaacc7e20d57cab69245fe790053852c66d5b4,dfb0e420fd5e2a495c75b9b50b411c9adc5f54c8903186acf81413c7232f16e6,ac432745cbee10c6b016221d9b119ac9703cf0a4564b32acaac957dc7919c930
"10800101","1","0","1","101201","-30","0","210","1.1","1","1080","0","0","100","-470","10","1","bgm_M64","1","1.35","0.85","101201"
"10800102","1","0","1","101201","-30","-120","200","0.8","2","1080","0","-5","200","-250","10","2","bgm_M64","1","1","0.65","101201"
"10800103","1","-15","1","101201","-30","70","200","0.8","3","1080","0","0","100","-5","10","3","bgm_M64","1","1.2","0.6","101201"
"10800104","1","0","1","101201","-30","-110","200","0.9","4","1080","10","-15","100","190","0","4","bgm_M64","1","1","0.7","101201"
"10800105","1","-20","1","101202","-30","-30","250","1","5","1080","-50","-45","100","475","10","5","bgm_M55","1","1.45","1","101202"
"10810101","1","0","1","101291","-30","-100","210","0.9","1","1081","-25","-30","170","-480","10","1","bgm_M64","1","1","0.575","101291"
"10810102","1","0","1","101291","-30","-10","240","0.8","2","1081","-30","-30","250","-230","0","2","bgm_M64","1","1","0.7","101291"
"10810103","1","-15","1","101291","-30","-110","200","1","3","1081","0","-10","100","-10","5","3","bgm_M64","1","1.2","0.75","101291"
"10810104","1","-10","1","101291","-30","55","200","1","4","1081","-50","-50","300","200","-20","4","bgm_M64","1","1.3","0.8","101291"
"10810105","1","-20","1","101292","-30","-15","230","1","5","1081","15","30","100","490","30","5","bgm_M55","1","1.45","1.1","101292"
