561a63b55a85e1bf32bc38fa5407c4a485b0e66f0bbc2aac5bcb682d5cedf910,ba34a57b92ee2d2b8ee254dad3fe1508af5a87bb65d478c8808df06272825d4f,33ec32f4d743881ed3fc6973027602b4e8b92d3ec32979ebf92e7b72cc7344c7,d417154f8dcc4d084631ca19f12b7eec40dd509142050dbd8dd19d018ea227fd,bcf4ff2d72c00b30ad96d1492a611dceb71d0bae01855d9c99bc7bef89a37629,49b6b028bd300bf607b31552713cb598e4605438cfe0a56fcc7706483aa48318,d6d988cdf8e33aef1b5d51624eee7332519d119b0b658c938a761b165badbf37,cb31d55783139904b6e1590b87e784ba2c8d3b5f9bfd786bf8386af12a17c502,6584f5221bebd5349a1f894163af0753f996b1e4135b186c23566209f8cd65c4,931b9be1e1183295d04ca2091d3a9a07e2511cd1d5bae9645de529ba0529939b,d0d935590f2962bc672b8a900730e8edaa01f42fe0c6a54cec7a9d4972b11f73,babd37bd61ca21e45fa7cbbbd91cddd45003e1e264ec19127bca299d74938c40,2179b5a2e1949bc88a653577abb040c310069553fc87bf80cd79e5eaaf3f2f72,b1ccd1cd5ae49fbadf86a468994a5563de8dd2e982735b1873e36b6ae1a79e80,88f45e9175462ff91acb8a7d48449da930c3371ed56f82476e67bfd67a3f71fb
"スペシャルバトルのMODE1をクリアしよう","81092003","0","6011","1","0","9016","10092","1","601","2022/04/30 12:00:00","2022/05/18 14:59:59","10092105","0","81092003"
"MODE2のお供のモンスターを全て倒そう","81092004","0","6011","2","0","9016","10092","1","601","2022/04/30 12:00:00","2022/05/18 14:59:59","10092106","0","81092004"
"スペシャルバトルのボスのHPを19440000まで減らそう","81092005","0","6011","1","1","9018","10092","29160000","601","2022/04/30 12:00:00","2022/05/18 14:59:59","10092107","0","81092005"
"スペシャルバトルのボスのHPを9720000まで減らそう","81092006","0","6011","1","1","9018","10092","38880000","601","2022/04/30 12:00:00","2022/05/18 14:59:59","10092108","0","81092006"
"スペシャルバトルのボスを討伐しよう","81092007","0","6011","3","0","9016","10092","1","601","2022/04/30 12:00:00","2022/05/18 14:59:59","10092109","0","81092007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81092008","0","6011","5","0","9015","10092","1","601","2022/04/30 12:00:00","2022/05/18 14:59:59","10092110","0","81092008"
"スペシャルバトルのボスのHPを10800000まで減らそう","81093001","0","6011","1","1","9018","10093","1200000","601","2022/05/16 12:00:00","2022/05/25 14:59:59","10093103","0","81093001"
"スペシャルバトルのボスのHPを9600000まで減らそう","81093002","0","6011","1","1","9018","10093","2400000","601","2022/05/16 12:00:00","2022/05/25 14:59:59","10093104","0","81093002"
"スペシャルバトルのMODE1をクリアしよう","81093003","0","6011","1","0","9016","10093","1","601","2022/05/16 12:00:00","2022/05/25 14:59:59","10093105","0","81093003"
"ゲートキーパーとイノリとカヤのシャドウを倒そう","81093004","0","6011","0","0","9001","10093","3","601","2022/05/16 12:00:00","2022/05/25 14:59:59","10093106","0","81093004"
"スペシャルバトルのボスのHPを5600000まで減らそう","81093005","0","6011","1","1","9018","10093","6400000","601","2022/05/16 12:00:00","2022/05/25 14:59:59","10093107","0","81093005"
"スペシャルバトルのボスのHPを2800000まで減らそう","81093006","0","6011","1","1","9018","10093","9200000","601","2022/05/16 12:00:00","2022/05/25 14:59:59","10093108","0","81093006"
"スペシャルバトルのボスを討伐しよう","81093007","0","6011","3","0","9016","10093","1","601","2022/05/16 12:00:00","2022/05/25 14:59:59","10093109","0","81093007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81093008","0","6011","5","0","9015","10093","1","601","2022/05/16 12:00:00","2022/05/25 14:59:59","10093110","0","81093008"
"子分を10体倒そう","81094001","0","6011","0","0","9014","10094","10","601","2022/05/31 12:00:00","2022/06/18 14:59:59","10094103","0","81094001"
"スペシャルバトルのボスのHPを64400000まで減らそう","81094002","0","6011","1","1","9018","10094","3600000","601","2022/05/31 12:00:00","2022/06/18 14:59:59","10094104","0","81094002"
"スペシャルバトルのボスのHPを60800000まで減らそう","81094003","0","6011","1","1","9018","10094","7200000","601","2022/05/31 12:00:00","2022/06/18 14:59:59","10094105","0","81094003"
"スペシャルバトルのMODE2をクリアしよう","81094004","0","6011","2","0","9016","10094","1","601","2022/05/31 12:00:00","2022/06/18 14:59:59","10094106","0","81094004"
"スペシャルバトルのボスのHPを38100000まで減らそう","81094005","0","6011","1","1","9018","10094","29900000","601","2022/05/31 12:00:00","2022/06/18 14:59:59","10094107","0","81094005"
"スペシャルバトルのボスのHPを19050000まで減らそう","81094006","0","6011","1","1","9018","10094","48950000","601","2022/05/31 12:00:00","2022/06/18 14:59:59","10094108","0","81094006"
"スペシャルバトルのボスを討伐しよう","81094007","0","6011","3","0","9016","10094","1","601","2022/05/31 12:00:00","2022/06/18 14:59:59","10094109","0","81094007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81094008","0","6011","5","0","9015","10094","1","601","2022/05/31 12:00:00","2022/06/18 14:59:59","10094110","0","81094008"
"スペシャルバトルのボスのHPを14200000まで減らそう","81095001","0","6011","1","1","9018","10095","1800000","601","2022/06/16 12:00:00","2022/06/25 14:59:59","10095103","0","81095001"
"スペシャルバトルのボスのHPを12400000まで減らそう","81095002","0","6011","1","1","9018","10095","3600000","601","2022/06/16 12:00:00","2022/06/25 14:59:59","10095104","0","81095002"
"スペシャルバトルのMODE1をクリアしよう","81095003","0","6011","1","0","9016","10095","1","601","2022/06/16 12:00:00","2022/06/25 14:59:59","10095105","0","81095003"
"アオイ、ミフユ、タマキのシャドウを倒そう","81095004","0","6011","0","0","9001","10095","3","601","2022/06/16 12:00:00","2022/06/25 14:59:59","10095106","0","81095004"
"スペシャルバトルのボスのHPを7000000まで減らそう","81095005","0","6011","1","1","9018","10095","9000000","601","2022/06/16 12:00:00","2022/06/25 14:59:59","10095107","0","81095005"
"スペシャルバトルのボスのHPを3500000まで減らそう","81095006","0","6011","1","1","9018","10095","12500000","601","2022/06/16 12:00:00","2022/06/25 14:59:59","10095108","0","81095006"
"スペシャルバトルのボスを討伐しよう","81095007","0","6011","3","0","9016","10095","1","601","2022/06/16 12:00:00","2022/06/25 14:59:59","10095109","0","81095007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81095008","0","6011","5","0","9015","10095","1","601","2022/06/16 12:00:00","2022/06/25 14:59:59","10095110","0","81095008"
"スペシャルバトルのボスのHPを42000000まで減らそう","81096001","0","6011","1","1","9018","10096","3600000","601","2022/06/30 12:00:00","2022/07/18 14:59:59","10096103","0","81096001"
"スペシャルバトルのボスのHPを38400000まで減らそう","81096002","0","6011","1","1","9018","10096","7200000","601","2022/06/30 12:00:00","2022/07/18 14:59:59","10096104","0","81096002"
"スペシャルバトルのMODE1をクリアしよう","81096003","0","6011","1","0","9016","10096","1","601","2022/06/30 12:00:00","2022/07/18 14:59:59","10096105","0","81096003"
"トゥインクルウィッシュのシャドウを倒そう","81096004","0","6011","0","0","9001","10096","3","601","2022/06/30 12:00:00","2022/07/18 14:59:59","10096106","0","81096004"
"スペシャルバトルのボスのHPを23000000まで減らそう","81096005","0","6011","1","1","9018","10096","22600000","601","2022/06/30 12:00:00","2022/07/18 14:59:59","10096107","0","81096005"
"スペシャルバトルのボスのHPを11500000まで減らそう","81096006","0","6011","1","1","9018","10096","34100000","601","2022/06/30 12:00:00","2022/07/18 14:59:59","10096108","0","81096006"
"スペシャルバトルのボスを討伐しよう","81096007","0","6011","3","0","9016","10096","1","601","2022/06/30 12:00:00","2022/07/18 14:59:59","10096109","0","81096007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81096008","0","6011","5","0","9015","10096","1","601","2022/06/30 12:00:00","2022/07/18 14:59:59","10096110","0","81096008"
"スペシャルバトルのMODE1をクリアしよう","81097001","0","6011","1","0","9016","10097","1","601","2022/07/18 12:00:00","2022/07/27 14:59:59","10097101","0","81097001"
"スペシャルバトルのMODE2をクリアしよう","81097002","0","6011","2","0","9016","10097","1","601","2022/07/18 12:00:00","2022/07/27 14:59:59","10097102","0","81097002"
"夏休み最後まで残りし宿題を40%進めよう","81097003","0","6011","0","1","9020","10097","40","601","2022/07/18 12:00:00","2022/07/27 14:59:59","10097103","0","81097003"
"夏休み最後まで残りし宿題を70%進めよう","81097004","0","6011","0","1","9020","10097","70","601","2022/07/18 12:00:00","2022/07/27 14:59:59","10097104","0","81097004"
"夏休み最後まで残りし宿題を終わらせよう","81097005","0","6011","3","0","9016","10097","1","601","2022/07/18 12:00:00","2022/07/27 14:59:59","10097105","0","81097005"
"スペシャルかエキシビションのバトルで5回以内にクリアしよう","81097006","0","6011","5","0","9015","10097","1","601","2022/07/18 12:00:00","2022/07/27 14:59:59","10097106","0","81097006"
"リトルリリカルのシャドウを倒そう","81098001","0","6011","0","0","9001","10098","3","601","2022/07/31 12:00:00","2022/08/18 14:59:59","10098101","0","81098001"
"MODE2のお供のモンスターを全て倒そう","81098002","0","6011","2","0","9016","10098","1","601","2022/07/31 12:00:00","2022/08/18 14:59:59","10098102","0","81098002"
"スペシャルバトルのボスのHPを25300000まで減らそう","81098003","0","6011","1","1","9018","10098","12700000","601","2022/07/31 12:00:00","2022/08/18 14:59:59","10098103","0","81098003"
"スペシャルバトルのボスのHPを12600000まで減らそう","81098004","0","6011","1","1","9018","10098","25400000","601","2022/07/31 12:00:00","2022/08/18 14:59:59","10098104","0","81098004"
"スペシャルバトルのボスを討伐しよう","81098005","0","6011","3","0","9016","10098","1","601","2022/07/31 12:00:00","2022/08/18 14:59:59","10098105","0","81098005"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81098006","0","6011","5","0","9015","10098","1","601","2022/07/31 12:00:00","2022/08/18 14:59:59","10098106","0","81098006"
"ウタクラゲを25体倒そう","81099001","0","6011","0","0","9014","10099","25","601","2022/08/18 12:00:00","2022/08/27 14:59:59","10099101","0","81099001"
"カルミナのシャドウを倒そう","81099002","0","6011","0","0","9001","10099","3","601","2022/08/18 12:00:00","2022/08/27 14:59:59","10099102","0","81099002"
"スペシャルバトルのボスのHPを4500000まで減らそう","81099003","0","6011","1","1","9018","10099","2300000","601","2022/08/18 12:00:00","2022/08/27 14:59:59","10099103","0","81099003"
"スペシャルバトルのボスのHPを2300000まで減らそう","81099004","0","6011","1","1","9018","10099","4500000","601","2022/08/18 12:00:00","2022/08/27 14:59:59","10099104","0","81099004"
"スペシャルバトルのボスを討伐しよう","81099005","0","6011","3","0","9016","10099","1","601","2022/08/18 12:00:00","2022/08/27 14:59:59","10099105","0","81099005"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81099006","0","6011","5","0","9015","10099","1","601","2022/08/18 12:00:00","2022/08/27 14:59:59","10099106","0","81099006"
"MODE1のお供のモンスターを全て倒そう","81100001","0","6011","0","0","9001","10100","4","601","2022/08/31 12:00:00","2022/09/18 14:59:59","10100103","0","81100001"
"スペシャルバトルのボスのHPを77200000まで減らそう","81100002","0","6011","1","1","9018","10100","8550000","601","2022/08/31 12:00:00","2022/09/18 14:59:59","10100104","0","81100002"
"スペシャルバトルのボスのHPを68600000まで減らそう","81100003","0","6011","1","1","9018","10100","17150000","601","2022/08/31 12:00:00","2022/09/18 14:59:59","10100105","0","81100003"
"スペシャルバトルのMODE2をクリアしよう","81100004","0","6011","2","0","9016","10100","1","601","2022/08/31 12:00:00","2022/09/18 14:59:59","10100106","0","81100004"
"スペシャルバトルのボスのHPを40000000まで減らそう","81100005","0","6011","1","1","9018","10100","45750000","601","2022/08/31 12:00:00","2022/09/18 14:59:59","10100107","0","81100005"
"スペシャルバトルのボスのHPを20000000まで減らそう","81100006","0","6011","1","1","9018","10100","65750000","601","2022/08/31 12:00:00","2022/09/18 14:59:59","10100108","0","81100006"
"スペシャルバトルのボスを討伐しよう","81100007","0","6011","3","0","9016","10100","1","601","2022/08/31 12:00:00","2022/09/18 14:59:59","10100109","0","81100007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81100008","0","6011","5","0","9015","10100","1","601","2022/08/31 12:00:00","2022/09/18 14:59:59","10100110","0","81100008"
"ミツキとユキのシャドウとお供モンスターを倒そう","81101001","0","6011","0","0","9001","10101","4","601","2022/09/17 12:00:00","2022/09/26 14:59:59","10101101","0","81101001"
"ターゲットを25体倒そう","81101002","0","6011","0","0","9014","10101","25","601","2022/09/17 12:00:00","2022/09/26 14:59:59","10101102","0","81101002"
"スペシャルバトルのボスのHPを7300000まで減らそう","81101003","0","6011","1","1","9018","10101","3700000","601","2022/09/17 12:00:00","2022/09/26 14:59:59","10101103","0","81101003"
"スペシャルバトルのボスのHPを3700000まで減らそう","81101004","0","6011","1","1","9018","10101","7300000","601","2022/09/17 12:00:00","2022/09/26 14:59:59","10101104","0","81101004"
"スペシャルバトルのボスを討伐しよう","81101005","0","6011","3","0","9016","10101","1","601","2022/09/17 12:00:00","2022/09/26 14:59:59","10101105","0","81101005"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81101006","0","6011","5","0","9015","10101","1","601","2022/09/17 12:00:00","2022/09/26 14:59:59","10101106","0","81101006"
"スペシャルバトルのボスのHPを75000000まで減らそう","81102001","0","6011","1","1","9018","10102","22000000","601","2022/09/30 12:00:00","2022/10/18 14:59:59","10102103","0","81102001"
"スペシャルバトルのボスのHPを53000000まで減らそう","81102002","0","6011","1","1","9018","10102","44000000","601","2022/09/30 12:00:00","2022/10/18 14:59:59","10102104","0","81102002"
"スペシャルバトルのMODE1をクリアしよう","81102003","0","6011","1","0","9016","10102","1","601","2022/09/30 12:00:00","2022/10/18 14:59:59","10102105","0","81102003"
"トモ、リン、ナナカのシャドウを倒そう","81102004","0","6011","0","0","9001","10102","3","601","2022/09/30 12:00:00","2022/10/18 14:59:59","10102106","0","81102004"
"スペシャルバトルのボスのHPを20000000まで減らそう","81102005","0","6011","1","1","9018","10102","77000000","601","2022/09/30 12:00:00","2022/10/18 14:59:59","10102107","0","81102005"
"スペシャルバトルのボスのHPを10000000まで減らそう","81102006","0","6011","1","1","9018","10102","87000000","601","2022/09/30 12:00:00","2022/10/18 14:59:59","10102108","0","81102006"
"スペシャルバトルのボスを討伐しよう","81102007","0","6011","3","0","9016","10102","1","601","2022/09/30 12:00:00","2022/10/18 14:59:59","10102109","0","81102007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81102008","0","6011","5","0","9015","10102","1","601","2022/09/30 12:00:00","2022/10/18 14:59:59","10102110","0","81102008"
"カオリ、ニノン、スズナのシャドウを倒そう","81103001","0","6011","0","0","9001","10103","3","601","2022/10/17 12:00:00","2022/10/26 14:59:59","10103103","0","81103001"
"スペシャルバトルのボスのHPを8200000まで減らそう","81103002","0","6011","1","1","9018","10103","100000","601","2022/10/17 12:00:00","2022/10/26 14:59:59","10103104","0","81103002"
"スペシャルバトルのボスのHPを8100000まで減らそう","81103003","0","6011","1","1","9018","10103","200000","601","2022/10/17 12:00:00","2022/10/26 14:59:59","10103105","0","81103003"
"スペシャルバトルのMODE2をクリアしよう","81103004","0","6011","2","0","9016","10103","1","601","2022/10/17 12:00:00","2022/10/26 14:59:59","10103106","0","81103004"
"スペシャルバトルのボスのHPを5360000まで減らそう","81103005","0","6011","1","1","9018","10103","2940000","601","2022/10/17 12:00:00","2022/10/26 14:59:59","10103107","0","81103005"
"スペシャルバトルのボスのHPを2680000まで減らそう","81103006","0","6011","1","1","9018","10103","5620000","601","2022/10/17 12:00:00","2022/10/26 14:59:59","10103108","0","81103006"
"スペシャルバトルのボスを討伐しよう","81103007","0","6011","3","0","9016","10103","1","601","2022/10/17 12:00:00","2022/10/26 14:59:59","10103109","0","81103007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81103008","0","6011","5","0","9015","10103","1","601","2022/10/17 12:00:00","2022/10/26 14:59:59","10103110","0","81103008"
"クリスティーナとマツリのシャドウとお供モンスターを倒そう","81104001","0","6011","0","0","9001","10104","3","601","2022/10/31 12:00:00","2022/11/18 14:59:59","10104103","0","81104001"
"スペシャルバトルのボスのHPを110800000まで減らそう","81104002","0","6011","1","1","9018","10104","27700000","601","2022/10/31 12:00:00","2022/11/18 14:59:59","10104104","0","81104002"
"スペシャルバトルのボスのHPを83100000まで減らそう","81104003","0","6011","1","1","9018","10104","55400000","601","2022/10/31 12:00:00","2022/11/18 14:59:59","10104105","0","81104003"
"スペシャルバトルのMODE2をクリアしよう","81104004","0","6011","2","0","9016","10104","1","601","2022/10/31 12:00:00","2022/11/18 14:59:59","10104106","0","81104004"
"スペシャルバトルのボスのHPを37000000まで減らそう","81104005","0","6011","1","1","9018","10104","101500000","601","2022/10/31 12:00:00","2022/11/18 14:59:59","10104107","0","81104005"
"スペシャルバトルのボスのHPを18500000まで減らそう","81104006","0","6011","1","1","9018","10104","120000000","601","2022/10/31 12:00:00","2022/11/18 14:59:59","10104108","0","81104006"
"スペシャルバトルのボスを討伐しよう","81104007","0","6011","3","0","9016","10104","1","601","2022/10/31 12:00:00","2022/11/18 14:59:59","10104109","0","81104007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81104008","0","6011","5","0","9015","10104","1","601","2022/10/31 12:00:00","2022/11/18 14:59:59","10104110","0","81104008"
"スペシャルバトルのボスのHPを7540000まで減らそう","81105001","0","6011","1","1","9018","10105","1760000","601","2022/11/17 12:00:00","2022/11/26 14:59:59","10105103","0","81105001"
"スペシャルバトルのボスのHPを5780000まで減らそう","81105002","0","6011","1","1","9018","10105","3520000","601","2022/11/17 12:00:00","2022/11/26 14:59:59","10105104","0","81105002"
"スペシャルバトルのMODE1をクリアしよう","81105003","0","6011","1","0","9016","10105","1","601","2022/11/17 12:00:00","2022/11/26 14:59:59","10105105","0","81105003"
"アンチビースト・トリニティのバリアを破ろう","81105004","0","6011","0","4","9014","10105","490","601","2022/11/17 12:00:00","2022/11/26 14:59:59","10105106","0","81105004"
"スペシャルバトルのボスのHPを3860000まで減らそう","81105005","0","6011","1","1","9018","10105","5440000","601","2022/11/17 12:00:00","2022/11/26 14:59:59","10105111","0","81105005"
"スペシャルバトルのボスのHPを1960000まで減らそう","81105006","0","6011","1","1","9018","10105","7340000","601","2022/11/17 12:00:00","2022/11/26 14:59:59","10105113","0","81105006"
"スペシャルバトルのボスを討伐しよう","81105007","0","6011","3","0","9016","10105","1","601","2022/11/17 12:00:00","2022/11/26 14:59:59","10105115","0","81105007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう ","81105008","0","6011","5","0","9015","10105","1","601","2022/11/17 12:00:00","2022/11/26 14:59:59","10105118","0","81105008"
"ターゲットを12体倒そう","81106001","0","6011","0","0","9014","10106","12","601","2022/11/30 12:00:00","2022/12/18 14:59:59","10106103","0","81106001"
"スペシャルバトルのボスのHPを86700000まで減らそう","81106002","0","6011","1","1","9018","10106","13300000","601","2022/11/30 12:00:00","2022/12/18 14:59:59","10106104","0","81106002"
"スペシャルバトルのボスのHPを73400000まで減らそう","81106003","0","6011","1","1","9018","10106","26600000","601","2022/11/30 12:00:00","2022/12/18 14:59:59","10106105","0","81106003"
"スペシャルバトルのMODE2をクリアしよう","81106004","0","6011","2","0","9016","10106","1","601","2022/11/30 12:00:00","2022/12/18 14:59:59","10106106","0","81106004"
"スペシャルバトルのボスのHPを40000000まで減らそう","81106005","0","6011","1","1","9018","10106","60000000","601","2022/11/30 12:00:00","2022/12/18 14:59:59","10106107","0","81106005"
"スペシャルバトルのボスのHPを20000000まで減らそう","81106006","0","6011","1","1","9018","10106","80000000","601","2022/11/30 12:00:00","2022/12/18 14:59:59","10106108","0","81106006"
"スペシャルバトルのボスを討伐しよう","81106007","0","6011","3","0","9016","10106","1","601","2022/11/30 12:00:00","2022/12/18 14:59:59","10106109","0","81106007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81106008","0","6011","5","0","9015","10106","1","601","2022/11/30 12:00:00","2022/12/18 14:59:59","10106110","0","81106008"
"ミヤコ、マヒル、リノのシャドウを倒そう","81107001","0","6011","0","0","9001","10107","3","601","2022/12/16 12:00:00","2022/12/25 14:59:59","10107103","0","81107001"
"スペシャルバトルのボスのHPを8670000まで減らそう","81107002","0","6011","1","1","9018","10107","1330000","601","2022/12/16 12:00:00","2022/12/25 14:59:59","10107104","0","81107002"
"スペシャルバトルのボスのHPを7340000まで減らそう","81107003","0","6011","1","1","9018","10107","2660000","601","2022/12/16 12:00:00","2022/12/25 14:59:59","10107105","0","81107003"
"スペシャルバトルのMODE2をクリアしよう","81107004","0","6011","2","0","9016","10107","1","601","2022/12/16 12:00:00","2022/12/25 14:59:59","10107106","0","81107004"
"スペシャルバトルのボスのHPを4000000まで減らそう","81107005","0","6011","1","1","9018","10107","6000000","601","2022/12/16 12:00:00","2022/12/25 14:59:59","10107107","0","81107005"
"スペシャルバトルのボスのHPを2000000まで減らそう","81107006","0","6011","1","1","9018","10107","8000000","601","2022/12/16 12:00:00","2022/12/25 14:59:59","10107108","0","81107006"
"スペシャルバトルのボスを討伐しよう","81107007","0","6011","3","0","9016","10107","1","601","2022/12/16 12:00:00","2022/12/25 14:59:59","10107109","0","81107007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81107008","0","6011","5","0","9015","10107","1","601","2022/12/16 12:00:00","2022/12/25 14:59:59","10107110","0","81107008"
"スペシャルバトルのボスのHPを93300000まで減らそう","81108001","0","6011","1","1","9018","10108","6700000","601","2022/12/31 12:00:00","2023/01/18 14:59:59","10108103","0","81108001"
"スペシャルバトルのボスのHPを86600000まで減らそう","81108002","0","6011","1","1","9018","10108","13400000","601","2022/12/31 12:00:00","2023/01/18 14:59:59","10108104","0","81108002"
"スペシャルバトルのMODE1をクリアしよう","81108003","0","6011","1","0","9016","10108","1","601","2022/12/31 12:00:00","2023/01/18 14:59:59","10108105","0","81108003"
"スペシャルバトルのボスのHPを73300000まで減らそう","81108004","0","6011","1","1","9018","10108","26700000","601","2022/12/31 12:00:00","2023/01/18 14:59:59","10108106","0","81108004"
"スペシャルバトルのボスのHPを66600000まで減らそう","81108005","0","6011","1","1","9018","10108","33400000","601","2022/12/31 12:00:00","2023/01/18 14:59:59","10108107","0","81108005"
"スペシャルバトルのMODE2をクリアしよう","81108006","0","6011","2","0","9016","10108","1","601","2022/12/31 12:00:00","2023/01/18 14:59:59","10108108","0","81108006"
"スペシャルバトルのボスのHPを40000000まで減らそう","81108007","0","6011","1","1","9018","10108","60000000","601","2022/12/31 12:00:00","2023/01/18 14:59:59","10108109","0","81108007"
"スペシャルバトルのボスのHPを20000000まで減らそう","81108008","0","6011","1","1","9018","10108","80000000","601","2022/12/31 12:00:00","2023/01/18 14:59:59","10108110","0","81108008"
"スペシャルバトルのボスを討伐しよう","81108009","0","6011","3","0","9016","10108","1","601","2022/12/31 12:00:00","2023/01/18 14:59:59","10108111","0","81108009"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81108010","0","6011","5","0","9015","10108","1","601","2022/12/31 12:00:00","2023/01/18 14:59:59","10108112","0","81108010"
"ハイオークを20体倒そう","81109001","0","6011","0","0","9014","10109","20","601","2023/01/16 12:00:00","2023/01/25 14:59:59","10109103","0","81109001"
"スペシャルバトルのボスのHPを8500000まで減らそう","81109002","0","6011","1","1","9018","10109","1000000","601","2023/01/16 12:00:00","2023/01/25 14:59:59","10109106","0","81109002"
"スペシャルバトルのボスのHPを7500000まで減らそう","81109003","0","6011","1","1","9018","10109","2000000","601","2023/01/16 12:00:00","2023/01/25 14:59:59","10109107","0","81109003"
"スペシャルバトルのMODE2をクリアしよう","81109004","0","6011","2","0","9016","10109","1","601","2023/01/16 12:00:00","2023/01/25 14:59:59","10109108","0","81109004"
"スペシャルバトルのボスのHPを4330000まで減らそう","81109005","0","6011","1","1","9018","10109","5170000","601","2023/01/16 12:00:00","2023/01/25 14:59:59","10109109","0","81109005"
"スペシャルバトルのボスのHPを2160000まで減らそう","81109006","0","6011","1","1","9018","10109","7340000","601","2023/01/16 12:00:00","2023/01/25 14:59:59","10109110","0","81109006"
"スペシャルバトルのボスを討伐しよう","81109007","0","6011","3","0","9016","10109","1","601","2023/01/16 12:00:00","2023/01/25 14:59:59","10109111","0","81109007"
"スペシャルかエキシビションのバトルでボスを5回以内に討伐しよう","81109008","0","6011","5","0","9015","10109","1","601","2023/01/16 12:00:00","2023/01/25 14:59:59","10109112","0","81109008"
"スペシャルバトルの楽園の守護者のHPを123000000まで減らそう","81110001","0","6011","1","1","9018","10110","22000000","601","2023/01/31 12:00:00","2023/02/27 14:59:59","10110103","0","81110001"
"スペシャルバトルの楽園の守護者のHPを101000000まで減らそう","81110002","0","6011","1","1","9018","10110","44000000","601","2023/01/31 12:00:00","2023/02/27 14:59:59","10110104","0","81110002"
"楽園の守護者のMODE1をクリアしよう","81110003","0","6011","1","0","9016","10110","1","601","2023/01/31 12:00:00","2023/02/27 14:59:59","10110105","0","81110003"
"チカとツムギのシャドウとお供モンスターを倒そう","81110004","0","6011","0","0","9001","10110","4","601","2023/01/31 12:00:00","2023/02/27 14:59:59","10110106","0","81110004"
"スペシャルバトルの楽園の守護者のHPを53200000まで減らそう","81110005","0","6011","1","1","9018","10110","91800000","601","2023/01/31 12:00:00","2023/02/27 14:59:59","10110107","0","81110005"
"スペシャルバトルの楽園の守護者のHPを26600000まで減らそう","81110006","0","6011","1","1","9018","10110","118400000","601","2023/01/31 12:00:00","2023/02/27 14:59:59","10110108","0","81110006"
"スペシャルバトルの楽園の守護者を討伐しよう","81110007","0","6011","3","0","9016","10110","1","601","2023/01/31 12:00:00","2023/02/27 14:59:59","10110109","0","81110007"
"スペシャルかエキシビションのバトルで楽園の守護者を5回以内に討伐しよう","81110008","0","6011","5","0","9015","10110","1","601","2023/01/31 12:00:00","2023/02/27 14:59:59","10110110","0","81110008"
"スペシャルバトルの久遠の園を象る者のHPを65900000まで減らそう","81111001","0","6011","1","1","9018","10111","10100000","601","2023/02/07 12:00:00","2023/02/27 14:59:59","10111103","0","81111001"
"スペシャルバトルの久遠の園を象る者のHPを55800000まで減らそう","81111002","0","6011","1","1","9018","10111","20200000","601","2023/02/07 12:00:00","2023/02/27 14:59:59","10111104","0","81111002"
"久遠の園を象る者のMODE1をクリアしよう","81111003","0","6011","1","0","9016","10111","1","601","2023/02/07 12:00:00","2023/02/27 14:59:59","10111105","0","81111003"
"ノゾミ、ムイミ、カヤのシャドウを倒そう","81111004","0","6011","0","0","9001","10111","3","601","2023/02/07 12:00:00","2023/02/27 14:59:59","10111106","0","81111004"
"スペシャルバトルの久遠の園を象る者のHPを30400000まで減らそう","81111005","0","6011","1","1","9018","10111","45600000","601","2023/02/07 12:00:00","2023/02/27 14:59:59","10111107","0","81111005"
"スペシャルバトルの久遠の園を象る者のHPを15200000まで減らそう","81111006","0","6011","1","1","9018","10111","60800000","601","2023/02/07 12:00:00","2023/02/27 14:59:59","10111108","0","81111006"
"スペシャルバトルの久遠の園を象る者を討伐しよう","81111007","0","6011","3","0","9016","10111","1","601","2023/02/07 12:00:00","2023/02/27 14:59:59","10111109","0","81111007"
"スペシャルかエキシビションのバトルで久遠の園を象る者を5回以内に討伐しよう","81111008","0","6011","5","0","9015","10111","1","601","2023/02/07 12:00:00","2023/02/27 14:59:59","10111110","0","81111008"
"ゴーレムとブルーゴーレムを倒そう","81112001","0","6011","0","0","9001","10112","4","601","2023/02/09 12:00:00","2023/02/26 14:59:59","10112103","0","81112001"
"シャドウを10体倒そう","81112002","0","6011","0","0","9014","10112","10","601","2023/02/09 12:00:00","2023/02/26 14:59:59","10112104","0","81112002"
"グレーターゴーレムのHPを2350000まで減らそう","81112003","0","6011","1","1","9018","10112","1150000","601","2023/02/09 12:00:00","2023/02/26 14:59:59","10112105","0","81112003"
