542956fb1202f86292abf8bd3a45473b00dfe5dcfaf8ce1d4912a1e483c26e92,15ab128832a826294bdd74cefe2a0dae6b502c8f4d8ef9d31f8d2fe893331c7c,b032ae6f880940de2205f36782950c4616d7d2b3d83d45661cc033f2b17ed7fd,7761172c4f8f6206b72c304c46d7b995c4535cf270622a5ad1befe425fd1f68f,39c3365dc5d2de3a8d72d2d591f7f8b2b1123f5890595398c9b9fe657e89f903,be0ec74603175de4fa41a007ebf3ab9353e28168d1ee571be51ea51a1b0d53eb,86d42b9c2aad1b23ced4c111f77e3a1bc69a43e938e7bc53c1a4c32e684f8f77,a5923585095f5487b08eb5f495e8ff3946733f3606255cea055036b95f4b604b,012815ba62a67f309ffdaecbc73b7ea901ab6269ac0248e9cd6808e98edccddf,032cf0379339ff0cc499e0a2dcbb241702d30bd1bf3b84a9100636bfd3c40812,e50f9f9a9d3cf7d45b9c2f478eb00fe7670136ae31ad9d6f8e10bca52af73596
"","1007409","","","","","91","","0","1007409061",""
"0.2","1007409","0","1","mhp_mitsuki_sit_kaihou_loop","mhp_mitsuki_sit_kaihou_in","3","0.2","117531","1007409062",""
"","1007409","","","","0","93","","1.5","1007409063",""
"1","1007409","","1","","1","32","","122","1007409064",""
"","1007409","","","","se_10031400_flash","23","","se_10031400","1007409065",""
"","1007409","","","","0","93","","0.5","1007409066",""
"0.2","1007409","1","","","mhp_sit_talk_thinking","3","","117531","1007409067",""
"0.2","1007409","1","","","mhp_sit_talk_surprise2","3","","102511","1007409068",""
"","1007409","","","","0","93","","1.5","1007409069",""
"","1007409","0","","0","vo_mhp_2209","21","","vo_mhp_1007409","1007409070",""
"0","1007409","4","0","1","きゃあ！\nど、どうでした、か……","11","0","102511","1007409071","0.5"
"","1007409","","","","","91","","0","1007409072",""
"0.2","1007409","1","","","mhp_sit_idle_sad","3","","102511","1007409073",""
"0.2","1007409","1","","","mhp_sit_talk_thinking","3","","117531","1007409074",""
"","1007409","0","","0","vo_mhp_2210","21","","vo_mhp_1007409","1007409075",""
"0","1007409","4","0","1","ふ、ふふ……この目であなたの全てを\n見通したわ。でも、体は極めて健康で\n身体能力に異常もない。\n全くドジの原因が分からないわ……","11","0","117531","1007409076","0.5"
"","1007409","","","","","91","","0","1007409077",""
"0.2","1007409","1","","","mhp_sit_talk_sad2","3","","117531","1007409078",""
"","1007409","0","","0","vo_mhp_2211","21","","vo_mhp_1007409","1007409079",""
"0","1007409","5","0","1","これ以上は医学が踏み込めない\n禁忌の領域だわ。\n悔しいけど、お手上げね……","11","0","117531","1007409080","0.5"
"","1007409","","","","","91","","0","1007409081",""
"0.2","1007409","1","","","mhp_sit_talk_worry","3","","117531","1007409082",""
"","1007409","0","","0","vo_mhp_2212","21","","vo_mhp_1007409","1007409083",""
"0","1007409","6","0","1","辛いと思うけど、ドジという業と\nしっかり向き合い、強く生きてね。","11","0","117531","1007409084","0.5"
"","1007409","","","","","91","","0","1007409085",""
"0.2","1007409","0","1","mhp_suzume_tohoho_loop","mhp_suzume_tohoho_in","3","0.2","102511","1007409086",""
"","1007409","","","","0","93","","1","1007409087",""
"","1007409","","1","","1","32","","110","1007409088",""
"","1007409","-100","1","0","-205","33","","110","1007409089",""
"","1007409","-100","1","0","-205","33","","114","1007409090",""
"","1007409","","","","0","93","","0.8","1007409091",""
"","1007409","0","","0","vo_mhp_2213","21","","vo_mhp_1007409","1007409092",""
"","1007409","","","","10001","13","","102511","1007409093",""
"0","1007409","4","0","1","えぇ～、そんな～！","11","0","102511","1007409094","0.5"
"","1007409","","","","","91","","0","1007409095",""
"","1007409","","","","0","22","","0","1007409096",""
"","1007409","","","","0","93","","0.2","1007409097",""
"","1007409","","1","","1","32","","114","1007409098",""
"","1007409","","","","0","93","","1","1007409099",""
"","1007409","","","","1","32","","130","1007409100",""
"","1007409","","","","0","93","","4","1007409101",""
"","1007409","","","","0","32","","130","1007409102",""
"1.7","1007410","100","-240","-1000","104431","1","0","1","1007410001","mhp_idle_normal"
"1.7","1007410","100","-200","365","117631","1","1","1","1007410002","mhp_sit_idle"
"1.7","1007410","100","-220","185","117531","1","1","1","1007410003","mhp_sit_idle"
"1","1007410","-240","0.85","-154","1","31","","1","1007410004",""
"1.7","1007410","110","-220","-200","11","5","0","1","1007410005","NoItem"
"1.7","1007410","105","-220","-200","12","5","0","1","1007410006","NoItem"
"1.7","1007410","110","-220","185","21","5","1","1","1007410007","NoItem"
"1.7","1007410","105","-220","185","22","5","1","1","1007410008","NoItem"
"0","1007410","1","0","1","1","6","0","11","1007410009",""
"0","1007410","1","0","1","1","6","0","12","1007410010",""
"0","1007410","1","0","1","1","6","0","21","1007410011",""
"0","1007410","1","0","1","1","6","0","22","1007410012",""
"","1007410","","","","","91","","0","1007410013",""
"0.2","1007410","1","","","mhp_sit_talk_normal","3","","117531","1007410014",""
"","1007410","0","","0","vo_mhp_5001","21","","vo_mhp_1007410","1007410015",""
"0","1007410","8","0","0","次の方どうぞー","11","0","117531","1007410016","0.5"
"","1007410","","","","","91","","0","1007410017",""
"0.2","1007410","1","","","mhp_sit_idle","3","","117531","1007410018",""
"0.2","1007410","1","","","mhp_walk","3","","104431","1007410019",""
"","1007410","-220","0","4","-200","2","","104431","1007410020",""
"","1007410","","","","","91","","0","1007410021",""
"0.2","1007410","0","","","mhp_sit_in","3","","104431","1007410022",""
"","1007410","","","","","91","","0","1007410023",""
"0.2","1007410","1","","","mhp_sit_idle","3","","104431","1007410024",""
"","1007410","","","","0","93","","1","1007410025",""
"0.2","1007410","1","","","mhp_sit_talk_normal","3","","117531","1007410026",""
"","1007410","0","","0","vo_mhp_5002","21","","vo_mhp_1007410","1007410027",""
"0","1007410","6","0","1","あら、これはまた\n只者じゃない人が来たわね。","11","0","117531","1007410028","0.5"
"","1007410","","","","","91","","0","1007410029",""
"0.2","1007410","1","","","mhp_sit_idle","3","","117531","1007410030",""
"0.2","1007410","0","1","mhp_ilya_doya_talk_loop","mhp_ilya_doya_in","3","0","104431","1007410031",""
"","1007410","0","","0","vo_mhp_5003","21","","vo_mhp_1007410","1007410032",""
"0","1007410","4","0","1","ほう、分かるか？　いかにも！\n我が名はイリヤ・オーンスタイン\n夜を総べる者であるぞ！","11","0","104431","1007410033","1.5"
"","1007410","","","","","91","","0","1007410034",""
"0.2","1007410","1","","","mhp_ilya_doya_loop","3","","104431","1007410035",""
"0.2","1007410","1","","","mhp_sit_talk_wish","3","","117531","1007410036",""
"","1007410","0","","0","vo_mhp_5004","21","","vo_mhp_1007410","1007410037",""
"0","1007410","5","0","1","ふーん、伝説の吸血鬼が復活したって\n噂では聞いたけど、もしかして\nあなたがそうなのかしら。","11","0","117531","1007410038","0.5"
"","1007410","","","","","91","","0","1007410039",""
"0.2","1007410","1","","","mhp_sit_idle_memory","3","","117531","1007410040",""
"0.2","1007410","1","","","mhp_sit_talk_normal","3","","104431","1007410041",""
"","1007410","0","","0","vo_mhp_5005","21","","vo_mhp_1007410","1007410042",""
"0","1007410","5","0","1","さすが名医、理解が早くて助かる……\nって、ど、どうした？　なんだか\n興奮しておるようじゃが……","11","0","104431","1007410043","0.5"
"","1007410","","","","1","93","","5","1007410044",""
"0.2","1007410","1","","","mhp_sit_talk_sad","3","","104431","1007410045",""
"","1007410","","","","","91","","1007410043","1007410046",""
"0.2","1007410","1","","","mhp_sit_idle_sad","3","","104431","1007410047",""
"0.2","1007410","1","","","mhp_mitsuki_sit_ecstatic_talk","3","","117531","1007410048",""
"","1007410","0","","0","vo_mhp_5006","21","","vo_mhp_1007410","1007410049",""
"0","1007410","5","0","1","当然よ。だって伝説の吸血鬼でしょ？\nこんな魅力的な研究対象を前にすれば\n誰だって興奮するわ。だから――","11","0","117531","1007410050","0.5"
"","1007410","","","","","91","","0","1007410051",""
"","1007410","0","","","1007410055","103","","その体、解剖させてくれない？","1007410052",""
"","1007410","0","","","1007410066","103","","私の血を吸ってみる？","1007410053",""
"","1007410","0","","","1007410072","103","","私の目、使っちゃおうかしら？","1007410054",""
"0.2","1007410","1","","","mhp_mitsuki_sit_ecstatic_idle","3","","117531","1007410055",""
"0.2","1007410","1","","","mhp_sit_talk_surprise2","3","","104431","1007410056",""
"","1007410","0","","0","vo_mhp_5007","21","","vo_mhp_1007410","1007410057",""
"0","1007410","6","0","1","怖い怖い！　急に何を言い出すんじゃ！\nいいわけないじゃろ！","11","0","104431","1007410058","0.5"
"","1007410","","","","","91","","0","1007410059",""
"0.2","1007410","1","","","mhp_sit_idle_surprise2","3","","104431","1007410060",""
"0.2","1007410","1","","","mhp_mitsuki_sit_ecstatic_talk","3","","117531","1007410061",""
"","1007410","0","","0","vo_mhp_5008","21","","vo_mhp_1007410","1007410062",""
"0","1007410","6","0","1","そこをなんとか。安心して？\n切られたことも気付かないうちに\n終わらせるから？","11","0","117531","1007410063","0.5"
"","1007410","","","","","91","","0","1007410064",""
"","1007410","","","","","101","","1007410081","1007410065",""
"0.2","1007410","1","","","mhp_mitsuki_sit_ecstatic_idle","3","","117531","1007410066",""
"0.2","1007410","1","","","mhp_sit_talk_sad","3","","104431","1007410067",""
"","1007410","0","","0","vo_mhp_5009","21","","vo_mhp_1007410","1007410068",""
"0","1007410","5","0","1","え、う、ううん……なんじゃろうか。\nありがたい申し出のはずなのに\n何か取り返しがつかなさそうだから\n遠慮させてもらおう……","11","0","104431","1007410069","0.5"
"","1007410","","","","","91","","0","1007410070",""
"","1007410","","","","","101","","1007410081","1007410071",""
"0.2","1007410","0","1","mhp_mitsuki_sit_kaihou_loop","mhp_mitsuki_sit_kaihou_in","3","0","117531","1007410072",""
"0.2","1007410","1","","","mhp_sit_talk_worry","3","","104431","1007410073",""
"","1007410","0","","0","vo_mhp_5010","21","","vo_mhp_1007410","1007410074",""
"0","1007410","5","0","1","ん？　お、お主何をするつもりじゃ？\nおそらくその眼帯\nあまり取っていいものではなかろう？","11","0","104431","1007410075","0.5"
"","1007410","","","","","91","","0","1007410076",""
"0.2","1007410","1","","","mhp_sit_idle_sad","3","","104431","1007410077",""
"0.2","1007410","1","","","mhp_sit_talk_joy1","3","","117531","1007410078",""
"","1007410","0","","0","vo_mhp_5011","21","","vo_mhp_1007410","1007410079",""
"0","1007410","6","0","1","そうね。でも、あなたになら特別に\n見せてあげてもいいかなって\n思ったのよ♪","11","0","117531","1007410080","0.5"
"","1007410","","","","","91","","0","1007410081",""
"","1007410","","","","0.5","22","","0","1007410082",""
"0.2","1007410","1","","","mhp_mitsuki_sit_ecstatic_idle","3","","117531","1007410083",""
"0.2","1007410","0","1","mhp_talk_anger2","mhp_sit_out_sad","3","0.2","104431","1007410084",""
"","1007410","","","","1","93","","1","1007410085",""
"","1007410","0","","0","vo_mhp_5012","21","","vo_mhp_1007410","1007410086",""
"0","1007410","6","0","1","こ、こんな危険なところにいられるか！\n退散、退散じゃ！","11","0","104431","1007410087","0.5"
"","1007410","","","","1","93","","0.5","1007410088",""
"","1007410","","","","","91","","1007410087","1007410089",""
"","1007410","","","","1","4","","104431","1007410090",""
"0","1007410","2","","","1","12","0","104431","1007410091",""
"0.2","1007410","1","","","mhp_run_sad","3","","104431","1007410092",""
"","1007410","-220","0","2","-1000","2","","104431","1007410093",""
"","1007410","","","","0","93","","0.2","1007410094",""
"0.2","1007410","0","1","mhp_sit_talk_normal","mhp_sit_wavehand","3","0.2","117531","1007410095",""
"","1007410","0","","0","vo_mhp_5013","21","","vo_mhp_1007410","1007410096",""
"0","1007410","6","0","1","そう、残念だわ。また来てね♪","11","0","117531","1007410097","0.5"
"","1007410","","","","","91","","0","1007410098",""
"","1007410","","","","0.5","22","","0","1007410099",""
"0.2","1007410","1","","","mhp_sit_idle","3","","117531","1007410100",""
"","1007410","","","","0","93","","1.8","1007410101",""
"","1007410","","","","","91","","0","1007410102",""
"1.7","1007411","100","-240","-1000","104431","1","0","1","1007411001","mhp_idle_normal"
"1.7","1007411","100","-200","365","117631","1","1","1","1007411002","mhp_sit_idle"
"1.7","1007411","120","-220","185","117531","1","1","1","1007411003","mhp_sit_idle"
"1","1007411","-240","0.85","-154","1","31","","1","1007411004",""
"1.7","1007411","110","-200","365","11","5","1","1","1007411005","NoItem"
"0","1007411","1","1","1","1","6","0","11","1007411006",""
"","1007411","","","","","91","","0","1007411007",""
"0.2","1007411","1","","","mhp_sit_talk_normal","3","","117531","1007411008",""
"","1007411","0","","0","vo_mhp_5101","21","","vo_mhp_1007411","1007411009",""
"0","1007411","8","0","0","イリヤさん、どうぞー","11","0","117531","1007411010","0.5"
"","1007411","","","","","91","","0","1007411011",""
"0.2","1007411","1","","","mhp_sit_idle","3","","117531","1007411012",""
"0.2","1007411","1","","","mhp_walk","3","","104431","1007411013",""
"","1007411","-220","0","4","-200","2","","104431","1007411014",""
"","1007411","","","","","91","","0","1007411015",""
"0.2","1007411","0","","","mhp_sit_in_sad","3","","104431","1007411016",""
"","1007411","","","","","91","","0","1007411017",""
"0.2","1007411","1","","","mhp_sit_idle_sad","3","","104431","1007411018",""
"","1007411","","","","0","93","","1","1007411019",""
"0.2","1007411","1","","","mhp_sit_talk_worry","3","","104431","1007411020",""
"","1007411","0","","0","vo_mhp_5102","21","","vo_mhp_1007411","1007411021",""
"0","1007411","5","0","1","……気は進まんかったが\n目的達成のため背に腹は代えられん。\n頼む、この姿を保つために\n協力をしてくれんか？","11","0","104431","1007411022","0.5"
"","1007411","","","","","91","","0","1007411023",""
"0.2","1007411","1","","","mhp_sit_idle_sad","3","","104431","1007411024",""
"0.2","1007411","1","","","mhp_sit_talk_normal","3","","117631","1007411025",""
"","1007411","0","","0","vo_mhp_5103","21","","vo_mhp_1007411","1007411026",""
"0","1007411","7","0","1","なんだか別の姿が\nあるみたいな言い方だね？","11","0","117631","1007411027","0.5"
"","1007411","","","","","91","","0","1007411028",""
"0.2","1007411","1","","","mhp_sit_idle","3","","117631","1007411029",""
"0.2","1007411","1","","","mhp_sit_talk_sad","3","","104431","1007411030",""
"","1007411","0","","0","vo_mhp_5104","21","","vo_mhp_1007411","1007411031",""
"0","1007411","5","0","1","実は魔力不足で子どもの姿に\nなってしまうのじゃ。\n今は相当無理しているが、とある条件下\nでなら本来の姿を保てるのだが……","11","0","104431","1007411032","1"
"","1007411","","","","","91","","0","1007411033",""
"0.2","1007411","1","","","mhp_sit_idle_sad","3","","104431","1007411034",""
"0.2","1007411","1","","","mhp_sit_talk_normal","3","","117531","1007411035",""
"","1007411","0","","0","vo_mhp_5105","21","","vo_mhp_1007411","1007411036",""
"0","1007411","6","0","1","そういうことなのね\nちなみにその条件というのは\nどういうものなのかしら？","11","0","117531","1007411037","0.5"
"","1007411","","","","","91","","0","1007411038",""
"0.2","1007411","1","","","mhp_sit_idle","3","","117531","1007411039",""
"0.2","1007411","1","","","mhp_sit_talk_wish","3","","104431","1007411040",""
"","1007411","0","","0","vo_mhp_5106","21","","vo_mhp_1007411","1007411041",""
"0","1007411","6","0","1","とある者がそばにいることじゃ。\nだからあやつがずっとわらわの側に\nおれば手っ取り早いのじゃが……","11","0","104431","1007411042","0.5"
"","1007411","","","","","91","","0","1007411043",""
"0.2","1007411","1","","","mhp_sit_talk_worry","3","","104431","1007411044",""
"","1007411","0","","0","vo_mhp_5107","21","","vo_mhp_1007411","1007411045",""
"0","1007411","6","0","1","わらわに遠慮しておるのか……\nとにかく、なかなか\nわらわの魅力が届かんのじゃ。","11","0","104431","1007411046","0.5"
"","1007411","","","","","91","","0","1007411047",""
"0.2","1007411","1","","","mhp_sit_idle_sad","3","","104431","1007411048",""
"0.2","1007411","1","","","mhp_sit_talk_thinking","3","","117631","1007411049",""
"","1007411","0","","0","vo_mhp_5108","21","","vo_mhp_1007411","1007411050",""
"0","1007411","5","0","1","うーん、ボクほどじゃないにしても\n十分魅力的だと思うけど……\nそれなら――","11","0","117631","1007411051","0.5"
"","1007411","","","","1","93","","7.5","1007411052",""
"0.2","1007411","1","","","mhp_sit_idle_thinking","3","","117631","1007411053",""
"","1007411","","","","","91","","1007411051","1007411054",""
"","1007411","","","","0","22","","0","1007411055",""
"","1007411","0","","","1007411059","103","","かわいさで魅了しちゃおう！","1007411056",""
"","1007411","0","","","1007411076","103","","美しさで迫ろう！","1007411057",""
"","1007411","0","","","1007411093","103","","ボクがプロデュースしてあげるよ！","1007411058",""
"0.2","1007411","1","","","mhp_sit_idle_memory","3","","117631","1007411059",""
"0.2","1007411","1","","","mhp_sit_talk_anger2","3","","104431","1007411060",""
"","1007411","0","","0","vo_mhp_5109","21","","vo_mhp_1007411","1007411061",""
"0","1007411","6","0","1","か、かわいい、じゃと？\nや、やめんかそういうのは。\n恥ずかしい、じゃろ……","11","0","104431","1007411062","0.5"
"","1007411","","","","","91","","0","1007411063",""
"0.2","1007411","1","","","mhp_sit_idle_anger2","3","","104431","1007411064",""
"0.2","1007411","0","1","mhp_idle_normal","mhp_sit_out","3","0.2","117631","1007411065",""
"","1007411","","","","","93","","1","1007411066",""
"0.2","1007411","0","1","mhp_yuki_idle","mhp_yuki_pose","3","0.2","117631","1007411067",""
"0.2","1007411","0","1","mhp_yuki_idle","mhp_yuki_pose","3","0.2","11","1007411068",""
"","1007411","0","","0","vo_mhp_5110","21","","vo_mhp_1007411","1007411069",""
"0","1007411","5","0","1","何言ってるのさ\nそこが最高の武器になるんだよ！\nもし自信がないならボクに任せてよ？","11","10","117631","1007411070","0.5"
"","1007411","","","","1","93","","6.5","1007411071",""
"0.2","1007411","0","1","mhp_yuki_idle_2","mhp_yuki_pose_2","3","0.2","117631","1007411072",""
"0.2","1007411","0","1","mhp_yuki_idle_2","mhp_yuki_pose_2","3","0.2","11","1007411073",""
"","1007411","","","","","91","","1007411070","1007411074",""
"","1007411","","","","","101","","1007411109","1007411075",""
"0.2","1007411","1","","","mhp_sit_idle_memory","3","","117631","1007411076",""
"0.2","1007411","1","","","mhp_sit_talk_thinking","3","","104431","1007411077",""
"","1007411","0","","0","vo_mhp_5111","21","","vo_mhp_1007411","1007411078",""
"0","1007411","5","0","1","美しさな。悪い手ではないが\nあやつは外見で人を判断するヤツでは\nないからのう……\nそこがいいところでもあるのじゃが。","11","0","104431","1007411079","0.5"
"","1007411","","","","","91","","0","1007411080",""
"0.2","1007411","1","","","mhp_sit_idle_thinking","3","","104431","1007411081",""
"0.2","1007411","0","1","mhp_idle_normal","mhp_sit_out","3","0.2","117631","1007411082",""
"","1007411","","","","","93","","1","1007411083",""
"0.2","1007411","0","1","mhp_yuki_idle","mhp_yuki_pose","3","0.2","117631","1007411084",""
"0.2","1007411","0","1","mhp_yuki_idle","mhp_yuki_pose","3","0.2","11","1007411085",""
"","1007411","0","","0","vo_mhp_5112","21","","vo_mhp_1007411","1007411086",""
"0","1007411","5","0","1","安心して、美の化身たるボクにかかれば\nどんな人間だって虜にできるよ。\nさあ、ボクと一緒に\n美の高みを目指そうね♪","11","0","117631","1007411087","0.5"
"","1007411","","","","1","93","","7","1007411088",""
"0.2","1007411","0","1","mhp_yuki_idle_2","mhp_yuki_pose_2","3","0.2","117631","1007411089",""
"0.2","1007411","0","1","mhp_yuki_idle_2","mhp_yuki_pose_2","3","0.2","11","1007411090",""
"","1007411","","","","","91","","1007411087","1007411091",""
"","1007411","","","","","101","","1007411109","1007411092",""
"0.2","1007411","1","","","mhp_sit_idle_memory","3","","117631","1007411093",""
"0.2","1007411","1","","","mhp_sit_talk_anger2","3","","104431","1007411094",""
"","1007411","0","","0","vo_mhp_5113","21","","vo_mhp_1007411","1007411095",""
"0","1007411","5","0","1","か、看護師が何を言っとるんじゃ？\nいや、そもそもお主本当に看護師か？\nわらわが言うのもなんだが\n色々怪しいぞ！","11","0","104431","1007411096","0.5"
"","1007411","","","","","91","","0","1007411097",""
"0.2","1007411","1","","","mhp_sit_idle_anger2","3","","104431","1007411098",""
"0.2","1007411","0","1","mhp_idle_normal","mhp_sit_out","3","0.2","117631","1007411099",""
"","1007411","","","","","93","","1","1007411100",""
"0.2","1007411","0","1","mhp_yuki_idle","mhp_yuki_pose","3","0.2","117631","1007411101",""
"0.2","1007411","0","1","mhp_yuki_idle","mhp_yuki_pose","3","0.2","11","1007411102",""
"","1007411","0","","0","vo_mhp_5114","21","","vo_mhp_1007411","1007411103",""
"0","1007411","5","0","1","大丈夫大丈夫、ぜーんぶボクに\n任せてくれれば問題なしだよ\nこれはボクの腕の見せ所だね♪","11","0","117631","1007411104","0.5"
"","1007411","","","","1","93","","3.5","1007411105",""
"0.2","1007411","0","1","mhp_yuki_idle_2","mhp_yuki_pose_2","3","0.2","117631","1007411106",""
"0.2","1007411","0","1","mhp_yuki_idle_2","mhp_yuki_pose_2","3","0.2","11","1007411107",""
"","1007411","","","","","91","","1007411104","1007411108",""
"","1007411","","","","","91","","0","1007411109",""
"0","1007411","0","1","mhp_sit_idle","mhp_sit_in","3","0.2","117631","1007411110",""
"0","1007411","1","","","NoItem","3","","11","1007411111",""
"0.2","1007411","1","","","mhp_sit_talk_worry","3","","104431","1007411112",""
"","1007411","0","","0","vo_mhp_5115","21","","vo_mhp_1007411","1007411113",""
"0","1007411","6","0","1","お、おい、お主こやつの主であろう。\n任せて大丈夫なのか？","11","0","104431","1007411114","0.5"
"","1007411","","","","","91","","0","1007411115",""
"0.2","1007411","1","","","mhp_sit_idle_sad","3","","104431","1007411116",""
"0.2","1007411","1","","","mhp_sit_talk_normal","3","","117531","1007411117",""
"","1007411","0","","0","vo_mhp_5116","21","","vo_mhp_1007411","1007411118",""
"","1007411","6","0","1","この手のことに関しては私より\nユキの方が適任よ。\n私じゃあまり力になれそうにないから\n任せてみるのもアリかもね♪","11","0","117531","1007411119","0.5"
"","1007411","","","","","91","","0","1007411120",""
"","1007411","","","","0.5","22","","0","1007411121",""
"","1007411","","","","","93","","0.5","1007411122",""
"0.2","1007411","1","","","mhp_sit_idle","3","","117531","1007411123",""
"0.2","1007411","0","1","mhp_idle_sad","mhp_sit_out_sad","3","0.2","104431","1007411124",""
"","1007411","","","","","93","","0.5","1007411125",""
"0","1007411","2","","","1","12","0","104431","1007411126",""
"","1007411","","","","","93","","0.5","1007411127",""
"0.2","1007411","1","","","mhp_walk_sad","3","","104431","1007411128",""
"","1007411","","","","1","4","","104431","1007411129",""
"","1007411","-220","0","5","-1000","2","","104431","1007411130",""
"","1007411","","","","0","93","","4.1","1007411131",""
"","1007411","","","","0","91","","0","1007411132",""
"1.7","1007412","100","-240","-1000","104431","1","0","1","1007412001","mhp_idle_normal"
"1.7","1007412","104","-220","185","117631","1","1","1","1007412002","mhp_sit_idle"
"1.7","1007412","100","-200","365","117531","1","1","1","1007412003","mhp_sit_idle"
"1","1007412","-240","0.85","-154","1","31","","1","1007412004",""
"0","1007412","173","1","-237","120","31","","24","1007412005",""
"0","1007412","0","1","160","130","31","","30","1007412006",""
"0","1007412","0","1","0","111","31","","11","1007412007",""
"1.7","1007412","110","-220","-200","11","5","0","1","1007412008","NoItem"
"1.7","1007412","105","-220","-200","12","5","0","1","1007412009","NoItem"
"1.7","1007412","110","-220","185","21","5","1","1","1007412010","NoItem"
"1.7","1007412","105","-220","185","22","5","1","1","1007412011","NoItem"
"0","1007412","1","1","1","1","6","0","11","1007412012",""
"0","1007412","1","0","1","1","6","0","12","1007412013",""
"0","1007412","1","0","1","1","6","0","21","1007412014",""
"0","1007412","1","0","1","1","6","0","22","1007412015",""
"","1007412","","","","0","91","","0","1007412016",""
"0.2","1007412","1","","","mhp_sit_talk_normal","3","","117531","1007412017",""
"","1007412","0","","0","vo_mhp_5201","21","","vo_mhp_1007412","1007412018",""
"0","1007412","8","0","0","イリヤさん、どうぞー","11","0","117531","1007412019","0.5"
"","1007412","","","","","91","","0","1007412020",""
"0.2","1007412","1","","","mhp_sit_idle","3","","117531","1007412021",""
"0.2","1007412","1","","","mhp_walk","3","","104431","1007412022",""
"","1007412","-220","0","4","-200","2","","104431","1007412023",""
"","1007412","","","","","91","","0","1007412024",""
"0.2","1007412","0","","","mhp_sit_in","3","","104431","1007412025",""
"","1007412","","","","","91","","0","1007412026",""
"0.2","1007412","1","","","mhp_sit_idle","3","","104431","1007412027",""
"","1007412","","","","0","93","","1","1007412028",""
"0.2","1007412","1","","","mhp_sit_talk_wish2","3","","104431","1007412029",""
"","1007412","0","","0","vo_mhp_5202","21","","vo_mhp_1007412","1007412030",""
"0","1007412","6","0","1","う、うむ。今日もよろしく頼むぞ。","11","0","104431","1007412031","0.5"
"","1007412","","","","","91","","0","1007412032",""
"0.2","1007412","1","","","mhp_sit_idle","3","","104431","1007412033",""
"0.2","1007412","1","","","mhp_sit_talk_normal","3","","117631","1007412034",""
"","1007412","0","","0","vo_mhp_5203","21","","vo_mhp_1007412","1007412035",""
"0","1007412","5","0","1","それじゃあさっそく始めようか。\nまずは煽情的に迫ってみて！","11","0","117631","1007412036","0.5"
"","1007412","","","","","91","","0","1007412037",""
"0.2","1007412","1","","","mhp_sit_idle","3","","117631","1007412038",""
"0.2","1007412","0","1","mhp_ilya_approach_loop","mhp_ilya_approach_in","3","0","104431","1007412039",""
"0.2","1007412","0","1","mhp_ilya_approach_loop","NoItem","3","0","11","1007412040",""
"","1007412","0","","0","vo_mhp_5204","21","","vo_mhp_1007412","1007412041",""
"0","1007412","5","0","1","ふふ、緊張しておるのか？\n愛いヤツじゃのう……","11","0","104431","1007412042","1"
"","1007412","","","","","91","","0","1007412043",""
"0.2","1007412","1","","","mhp_sit_talk_joy1","3","","117631","1007412044",""
"","1007412","0","","0","vo_mhp_5205","21","","vo_mhp_1007412","1007412045",""
"0","1007412","6","0","1","いいよいいよイリヤさん♪\n今度は上目遣いちょうだい！","11","0","117631","1007412046","0.5"
"","1007412","","","","","91","","0","1007412047",""
"0.2","1007412","1","","","mhp_sit_idle_joy1","3","","117631","1007412048",""
"0.2","1007412","0","1","mhp_ilya_uwame_loop","mhp_ilya_uwame_in","3","0","104431","1007412049",""
"0.2","1007412","0","1","mhp_ilya_uwame_loop","mhp_ilya_uwame_in","3","0","11","1007412050",""
"","1007412","0","","0","vo_mhp_5206","21","","vo_mhp_1007412","1007412051",""
"0","1007412","4","0","1","お主……\n目を、そらすでないぞ？","11","0","104431","1007412052","1"
"","1007412","","","","","91","","0","1007412053",""
"0.2","1007412","1","","","mhp_sit_talk_joy1","3","","117631","1007412054",""
"","1007412","0","","0","vo_mhp_5207","21","","vo_mhp_1007412","1007412055",""
"0","1007412","6","0","1","うーんあざとい！　でもそれがいい♪\n次は小悪魔ムーブで迫ってみてよ！","11","0","117631","1007412056","0.5"
"","1007412","","","","","91","","0","1007412057",""
"0.2","1007412","1","","","mhp_sit_idle_joy1","3","","117631","1007412058",""
"0.2","1007412","0","1","mhp_ilya_koakuma_loop","mhp_ilya_koakuma_in","3","0","104431","1007412059",""
"0.2","1007412","0","1","NoItem","mhp_ilya_koakuma_in","3","0","11","1007412060",""
"","1007412","0","","0","vo_mhp_5208","21","","vo_mhp_1007412","1007412061",""
"0","1007412","6","0","1","わらわだけを、見てほしいのじゃ……","11","0","104431","1007412062","1"
"","1007412","","","","","91","","0","1007412063",""
"0.2","1007412","1","","","mhp_sit_talk_joy2","3","","117631","1007412064",""
"","1007412","0","","0","vo_mhp_5209","21","","vo_mhp_1007412","1007412065",""
"0","1007412","7","0","1","エクセレント！\n最後は壁ドンで決めちゃおう！","11","0","117631","1007412066","0.5"
"","1007412","","","","0","91","","0","1007412067",""
"0.2","1007412","1","","","mhp_sit_idle_joy2","3","","117631","1007412068",""
"0.2","1007412","0","1","mhp_ilya_kabedon_loop","mhp_ilya_kabedon_in","3","0","104431","1007412069",""
"","1007412","0","","0","vo_mhp_5210","21","","vo_mhp_1007412","1007412070",""
"0","1007412","7","0","1","わらわのものに、なるのじゃ……","11","0","104431","1007412071","1"
"","1007412","","","","","91","","0","1007412072",""
