8c87f3a256eec8993be535a4936c805976794ac1e14f66d8860197e838794ba9,49e08758e6acaba21215192a2d6fe363b8ea0084e90176b56ea72635736f3937,de85e2251c240bcfc00cdd69905ed2a228d191ac01adb912017d5e8555e3ba49,43c43d2af977b3ef6b466864dde5f8f7f4919646648896d22d93e21e306f343f,ccc0444a0fb894eb925001ccd48bc892d6264752ba8fb9ba17980b625ff84cd6
"50092","50","165","176","100"
"50093","50","402","176","100"
"50094","50","658","178","100"
"50095","50","355","180","100"
"50096","50","36","180","101"
"50097","50","383","183","100"
"50098","50","154","185","100"
"50099","50","51","186","100"
"50100","50","289","186","100"
"50101","50","736","187","100"
"50102","50","1046","188","100"
"50103","50","643","190","100"
"50104","50","699","190","100"
"50105","50","1065","192","100"
"50106","50","880","195","100"
"50107","50","802","195","200"
"50108","50","567","196","100"
"50109","50","518","197","100"
"50110","50","813","198","100"
"50111","50","583","200","100"
"50112","50","170","202","100"
"50113","50","318","202","100"
"50114","50","217","204","100"
"50115","50","325","204","100"
"50116","50","44","205","100"
"50117","50","223","206","100"
"50118","50","492","207","101"
"50119","50","254","208","100"
"50120","50","134","208","100"
"50121","50","475","209","100"
"50122","50","603","209","100"
"50123","50","789","211","100"
"50124","50","447","211","100"
"50125","50","411","214","100"
"50126","50","567","215","100"
"50127","50","866","218","100"
"50128","50","578","221","100"
"50129","50","147","224","100"
"50130","50","366","225","101"
"50131","50","243","227","100"
"50132","50","441","227","100"
"50133","50","576","228","100"
"50134","50","471","228","100"
"50135","50","23","231","100"
"50136","50","349","232","100"
"50137","50","464","234","100"
"50138","50","40","234","100"
"50139","50","286","235","100"
"50140","50","188","237","100"
"50141","50","290","239","100"
"50142","50","37","239","100"
"50143","50","181","240","100"
"50144","50","626","243","101"
"50145","50","537","244","100"
"50146","50","348","244","100"
"50147","50","837","246","100"
"50148","50","1127","249","100"
"50149","50","1054","251","100"
"50150","50","887","254","100"
"50151","50","1164","255","100"
"50152","50","882","258","100"
"50153","50","778","258","100"
"50154","50","491","259","100"
"50155","50","226","262","100"
"50156","50","707","263","100"
"50157","50","911","265","100"
"50158","50","416","266","101"
"50159","50","503","269","100"
"50160","50","156","271","100"
"50161","50","101","273","100"
"50162","50","300","276","100"
"50163","50","144","276","100"
"50164","50","506","276","100"
"50165","50","709","276","100"
"50166","50","1031","279","100"
"50167","50","1142","281","100"
"50168","50","767","283","100"
"50169","50","314","286","100"
"50170","50","647","289","100"
"50171","50","506","291","100"
"50172","50","998","294","100"
"50173","50","1132","296","100"
"50174","50","1178","298","101"
"50175","50","970","300","100"
"50176","50","1195","301","100"
"50177","50","945","303","100"
"50178","50","637","305","100"
"50179","50","544","307","100"
"50180","50","754","307","100"
"50181","50","1033","307","100"
"50182","50","734","310","100"
"50183","50","1188","310","100"
"50184","50","900","313","100"
"50185","50","533","314","100"
"50186","50","912","315","100"
"50187","50","1084","316","100"
"50188","50","688","316","200"
"50189","50","290","317","100"
"50190","50","393","319","100"
"50191","50","847","322","100"
"50192","50","520","325","100"
"50193","50","850","325","100"
"50194","50","813","325","300"
"50195","50","1104","325","100"
"50196","50","821","326","100"
"50197","50","1027","326","100"
"50198","50","660","328","100"
"50199","50","498","329","100"
"50200","50","702","330","100"
"50201","50","1083","331","100"
"50202","50","717","332","100"
"50203","50","330","335","100"
"50204","50","454","335","100"
"50205","50","44","336","100"
"50206","50","171","339","100"
"50207","50","503","339","100"
"50208","50","123","341","100"
"50209","50","535","341","100"
"50210","50","87","343","100"
"50211","50","265","343","100"
"50212","50","87","346","100"
"50213","50","376","349","100"
"50214","50","306","350","100"
"50215","50","623","352","100"
"50216","50","302","354","101"
"50217","50","208","357","100"
"50218","50","694","360","100"
"50219","50","503","363","100"
"50220","50","776","363","100"
"50221","50","326","364","100"
"50222","50","267","366","100"
"50223","50","472","366","100"
"50224","50","690","367","100"
"50225","50","436","367","100"
"50226","50","296","370","100"
"50227","50","145","373","100"
"50228","50","308","373","100"
"50229","50","621","373","100"
"50230","50","1034","373","100"
"50231","50","730","374","101"
"50232","50","279","375","100"
"50233","50","579","378","100"
"50234","50","962","381","100"
"50235","50","1091","382","100"
"50236","50","950","382","100"
"50237","50","1125","382","100"
"50238","50","892","384","100"
"50239","50","703","387","100"
"50240","50","375","388","100"
"50241","50","275","390","100"
"50242","50","322","392","100"
"50243","50","111","393","100"
"50244","50","480","396","100"
"50245","50","68","399","100"
"50246","50","302","402","100"
"50247","50","70","405","100"
"50248","50","194","405","100"
"50249","50","466","407","100"
"50250","50","152","410","100"
"50251","50","44","411","100"
"50252","50","255","413","100"
"50253","50","375","415","100"
"50254","50","669","417","100"
"50255","50","629","420","100"
"50256","50","552","423","100"
"50257","50","751","423","100"
"50258","50","894","423","100"
"50259","50","700","426","100"
"50260","50","574","429","101"
"50261","50","896","432","100"
"50262","50","740","432","100"
"50263","50","300","434","100"
"50264","50","584","437","100"
"50265","50","889","440","100"
"50266","50","463","440","100"
"50267","50","660","440","100"
"50268","50","794","441","100"
"50269","50","867","443","100"
"50270","50","966","443","100"
"50271","50","1074","446","100"
"50272","50","1128","446","100"
"50273","50","903","447","100"
"50274","50","1148","448","100"
"50275","50","985","450","100"
"50276","50","1024","452","100"
"50277","50","1177","453","100"
"50278","50","1085","454","100"
"50279","50","958","454","101"
"50280","50","864","457","100"
"50281","50","938","459","100"
"50282","50","1091","460","100"
"50283","50","1169","460","100"
"50284","50","1096","461","100"
"50285","50","1015","463","100"
"50286","50","1073","463","100"
"50287","50","897","465","100"
"50288","50","1040","465","100"
"50289","50","1102","468","100"
"50290","50","909","470","100"
"50291","50","751","473","300"
"50292","50","626","476","100"
"50293","50","572","476","100"
"50294","50","713","478","100"
"50295","50","441","479","100"
"50296","50","253","482","100"
"50297","50","449","485","100"
"50298","50","326","487","100"
"50299","50","98","488","100"
"50300","50","343","489","100"
"50301","50","533","490","100"
"50302","50","361","491","100"
"50303","50","311","494","100"
"50304","50","376","494","100"
"50305","50","256","497","100"
"50306","50","636","498","100"
"50307","50","996","501","100"
"50308","50","759","501","100"
"50309","50","477","503","100"
"50310","50","602","504","100"
"50311","50","421","504","100"
"50312","50","513","504","100"
"50313","50","444","505","100"
"50314","50","718","505","100"
"50315","50","389","508","100"
"50316","50","242","508","100"
"50317","50","594","509","100"
"50318","50","459","512","100"
"50319","50","30","514","100"
"50320","50","176","514","100"
"50321","50","436","514","100"
"50322","50","496","514","100"
"50323","50","172","516","100"
"50324","50","276","516","101"
"50325","50","27","516","100"
"50326","50","319","517","100"
"50327","50","273","518","100"
"50328","50","518","518","100"
"50329","50","416","519","100"
"50330","50","15","520","100"
"50331","50","119","520","100"
"50332","50","88","522","100"
"50333","50","521","525","100"
"50334","50","891","526","100"
"50335","50","998","528","100"
"50336","50","808","528","100"
"50337","50","412","528","100"
"50338","50","524","531","100"
"50339","50","688","533","100"
"50340","50","1101","533","100"
"50341","50","842","535","100"
"50342","50","678","537","100"
"50343","50","842","538","100"
"50344","50","761","538","100"
"50345","50","831","538","100"
"50346","50","707","541","100"
"50347","50","1069","542","100"
"50348","50","1182","544","100"
"50349","50","1060","544","101"
"50350","50","802","544","100"
"50351","50","1170","547","100"
"50352","50","767","547","100"
"50353","50","1115","547","100"
"50354","50","860","549","100"
"50355","50","719","550","100"
"50356","50","1121","553","100"
"50357","50","982","554","101"
"50358","50","879","557","100"
"50359","50","434","559","100"
"50360","50","191","561","100"
"50361","50","95","561","100"
"50362","50","153","563","100"
"50363","50","416","563","100"
"50364","50","376","565","100"
"50365","50","90","566","101"
"50366","50","218","568","100"
"50367","50","356","571","100"
"50368","50","534","571","100"
"50369","50","896","571","100"
"50370","50","1056","573","100"
"50371","50","913","573","100"
"50372","50","1103","573","100"
"50373","50","995","576","100"
"50374","50","643","579","100"
"50375","50","704","579","100"
"50376","50","822","582","100"
"50377","50","727","585","100"
"50378","50","954","586","100"
"50379","50","680","586","100"
"50380","50","255","589","100"
"50381","50","98","591","200"
"50382","50","281","591","100"
"50383","50","394","594","100"
"50384","50","605","596","100"
"50385","50","435","597","100"
"50386","50","105","600","100"
"50387","50","10","601","100"
"50388","50","200","602","100"
"50389","50","146","603","100"
"50390","50","517","603","100"
"50391","50","170","606","100"
"50392","50","201","606","100"
"50393","50","427","609","100"
"50394","50","585","612","100"
"50395","50","657","613","100"
"50396","50","823","615","100"
"50397","50","749","615","100"
"50398","50","370","618","100"
"50399","50","559","620","100"
"50400","50","119","621","100"
"50401","50","553","623","100"
"50402","50","862","624","100"
"50403","50","781","626","100"
"50404","50","382","628","300"
"50405","50","314","628","100"
"50406","50","629","628","100"
"50407","50","668","630","100"
"50408","50","302","630","100"
"50409","50","348","631","100"
"50410","50","382","633","100"
"50411","50","589","634","100"
"50412","50","502","634","100"
"50413","50","228","634","100"
"50414","50","87","635","100"
"50415","50","442","636","100"
"50416","50","292","636","100"
"50417","50","739","637","100"
"50418","50","959","637","100"
"50419","50","806","640","101"
"50420","50","1160","643","100"
"50421","50","992","646","100"
"50422","50","1090","649","100"
"50423","50","311","650","100"
"50424","50","488","650","100"
"50425","50","371","653","100"
"50426","50","136","654","100"
"50427","50","78","657","100"
"50428","50","282","660","100"
"50429","50","51","661","100"
"50430","50","238","662","100"
"50431","50","13","665","100"
"50432","50","233","665","100"
"50433","50","98","665","100"
"50434","50","233","665","200"
"50435","50","366","667","100"
"50436","50","415","668","100"
"50437","50","291","670","100"
"50438","50","172","673","100"
"50439","50","90","675","100"
"50440","50","188","678","100"
"50441","50","261","680","100"
"50442","50","163","680","100"
"50443","50","236","682","100"
"50444","50","92","684","100"
"50445","50","204","687","100"
"50446","50","165","687","100"
"50447","50","295","689","101"
"50448","50","357","692","100"
"50449","50","318","692","100"
"50450","50","366","693","100"
"50451","50","422","693","100"
"50452","50","533","696","100"
"50453","50","496","696","100"
"50454","50","349","696","100"
"50455","50","447","698","100"
"50456","50","406","700","100"
"50457","50","521","700","100"
"50458","50","462","700","100"
"50459","50","376","700","100"
"50460","50","416","702","100"
"50461","50","315","703","100"
"50462","50","230","703","100"
"50463","50","87","703","100"
"50464","50","211","703","100"
"50465","50","287","705","100"
"50466","50","351","705","100"
"50467","50","454","708","101"
"50468","50","528","711","100"
"50469","50","400","711","100"
"50470","50","67","713","100"
"50471","50","502","715","100"
"50472","50","304","715","100"
"50473","50","347","718","100"
"50474","50","621","721","100"
"50475","50","1041","722","100"
"50476","50","935","723","100"
"50477","50","1095","726","100"
"50478","50","706","727","100"
"50479","50","413","727","100"
"50480","50","152","728","100"
"50481","50","445","730","100"
"50482","50","281","732","100"
"50483","50","201","732","100"
"50484","50","80","734","100"
"50485","50","341","734","100"
"50486","50","143","737","100"
"50487","50","279","738","100"
"50488","50","96","740","100"
"50489","50","532","742","100"
"50490","50","299","745","100"
"50491","50","199","748","100"
"50492","50","362","749","100"
"50493","50","218","751","100"
"50494","50","143","754","100"
"50495","50","381","754","100"
"50496","50","417","755","100"
"50497","50","760","756","100"
"50498","50","962","756","100"
"50499","50","1048","756","100"
"50500","50","885","758","100"
"50501","50","1034","759","100"
"50502","50","1114","759","100"
"50503","50","1032","761","100"
"50504","50","568","761","100"
"50505","50","73","763","100"
"50506","50","456","763","100"
"50507","50","353","764","100"
"50508","50","683","766","100"
"50509","50","1069","766","100"
"50510","50","877","768","100"
"50511","50","494","769","101"
"50512","50","843","771","100"
"50513","50","936","772","100"
"50514","50","901","772","100"
"50515","50","950","772","100"
"50516","50","560","772","100"
"50517","50","866","772","100"
"50518","50","708","774","100"
"50519","50","401","776","100"
"50520","50","673","776","100"
"50521","50","344","776","100"
"50522","50","688","777","100"
"50523","50","1073","779","100"
"50524","50","998","780","100"
"50525","50","634","780","100"
"50526","50","1110","782","100"
"50527","50","1166","784","100"
"50528","50","1081","784","100"
"50529","50","716","785","100"
"50530","50","596","785","100"
"50531","50","178","785","100"
"50532","50","565","785","100"
"50533","50","165","787","101"
"50534","50","124","788","100"
"50535","50","3","789","100"
"50536","50","168","789","100"
"50537","50","382","789","100"
"50538","50","149","791","100"
"50539","50","460","793","100"
"50540","50","185","793","100"
"50541","50","679","794","100"
"50542","50","303","796","100"
"50543","50","752","796","100"
"50544","50","914","798","100"
"50545","50","657","799","100"
"50546","50","214","800","100"
"50547","50","700","801","100"
"50548","50","556","801","100"
"50549","50","777","801","100"
"50550","50","917","802","100"
"50551","50","1008","804","100"
"50552","50","771","805","100"
"50553","50","721","806","100"
"50554","50","347","808","100"
"50555","50","63","810","100"
"50556","50","359","811","100"
"50557","50","634","811","101"
"50558","50","820","811","100"
"50559","50","888","811","100"
"50560","50","751","811","100"
"50561","50","455","812","100"
"50562","50","513","813","100"
"50563","50","639","814","100"
"50564","50","350","814","100"
"50565","50","195","815","100"
"50566","50","662","817","100"
"50567","50","630","819","100"
"50568","50","821","820","100"
"50569","50","945","820","100"
"50570","50","736","822","100"
"50571","50","1199","823","100"
"50572","50","731","823","100"
"50573","50","891","825","100"
"50574","50","858","825","100"
"50575","50","506","827","100"
"50576","50","688","829","100"
"50577","50","579","830","100"
"50578","50","439","832","101"
"50579","50","921","832","100"
"50580","50","505","834","100"
"50581","50","669","834","100"
"50582","50","372","836","100"
"50583","50","95","838","100"
"50584","50","189","838","100"
"50585","50","223","839","100"
"50586","50","692","841","100"
"50587","50","1118","843","100"
"50588","50","926","844","100"
"50589","50","612","844","100"
"50590","50","680","845","100"
"50591","50","614","845","100"
"50592","50","766","845","100"
"50593","50","374","845","100"
"50594","50","552","846","200"
"50595","50","667","848","100"
"50596","50","815","849","100"
"50597","50","648","850","100"
"50598","50","842","852","100"
"50599","50","982","852","100"
"50600","50","732","852","100"
