e7a51150f86589c5d5ab0814cd3251f62c4093163a0f7c4403a68a2be29c28ce,dd0e5d6c204be8fe7df9835923bc765d219b9aa32ec73b3f672026b9199714e1,190438667c1e0710833760985361b5bd838cf27509084377bd4d3396f8888ace,ae3e830d394965ab28e4fee100fe23df9787d5e0c851d3bb87e14cb28cb74d0b,ac3bb31751b2a5d87a232e3e19613805747e352f40ee7d0c56ce5b48037ef7b7,cbfad4a688983af19119f929181111b12362f54233d726ff100ebf65dc63044d,a2b596af1f9a7386a5fb647330413e1a4e62c2f76b935a34f8f625b10cbcf258,aaf18c74c93fc8c5ebce6bd8ca70efc727ef5d7e047b9d4d0036c9dbd2203960,64996e2571ae55be8feffa4cd2a3506b7bff81f153e4ad8128c2f17583885fac,8876540525a3650113f4cd468e3a194e35eb181188b85097d400850445e4f22a,805de2e81a0506c7e325f9b42ccbba00fcbb583e5aa398a5dac4b38ef2ff726e,c3e6c0191f81e95bb5d8aed9fa07b83c3bad070023233551c7d39a156f467640,f5a6f87e58bf5bda998117dd4e3e41bb6f951983e2ccd05940dd8294704f0e15
"ごうかもえさかりしみつりん","318","20","","","-1","318","1000","業火燃え盛りし密林","","","2023-12-15 15:00:00",""
"じおげへなのたたかい","319","20","","","-1","319","1000","ジオ・ゲヘナの戦い","","","2023-12-15 15:00:00",""
"げいしゅんどりーまーずしんねんあけましておめてお","320","20","","","-1","320","1000","迎春ドリーマーズ！　新年、あけましてお隕石（メテオ）！？","","","2024-01-15 15:00:00",""
"めておいんどりーむ","321","20","","","-1","321","1000","メテオ・イン・ドリーム","","","2024-01-15 15:00:00",""
"みらいのゆめ","322","20","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-38-ep/1737858842?app=itunes","-1","322","1500","ミライノユメ","","","2024-01-15 15:00:00","A2004367403/"
"はつゆめちゃれんじ","323","20","","","-1","323","1000","初夢チャレンジ","","","2024-01-15 15:00:00",""
"やけつくせかいのきょうてき","324","20","","","-1","324","1000","灼けつく世界の強敵","","","2024-01-15 15:00:00",""
"てんさいはつめいかのさんじょふぶき","325","20","","","-1","325","1000","天才発明家の三女　フブキ","","","2024-01-15 15:00:00",""
"じゅなんたいしつのじじょわかな","326","20","","","-1","326","1000","受難体質の次女　ワカナ","","","2024-01-15 15:00:00",""
"ごうほうらいらくのちょうじょやまと","327","20","","","-1","327","1000","豪放磊落の長女　ヤマト","","","2024-01-15 15:00:00",""
"ねふぃねら","328","20","","","2205002","328","1000","ネフィ＝ネラ","","","2024-01-15 15:00:00",""
"かがみうつしのらいほうしゃ","329","20","","","-1","329","1000","鏡映しの来訪者","","","2024-02-15 0:00:00",""
"もういちどそしてもうにどと","330","20","","","-1","330","1000","もう一度。そして、もう二度と。","","","2024-02-15 0:00:00",""
"あかいきりのせいれい","331","20","","","-1","331","1000","赤い霧の精霊","","","2024-02-15 0:00:00",""
"あらわれるくちゅうあいらあんどしなつ","332","20","","","-1","332","1000","顕れる苦衷 アイラ＆シナツ","","","2024-02-15 0:00:00",""
"ぷれいやー","333","20","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-39/1746219426?app=itunes","-1","333","1500","Prayer","","","2024-02-15 0:00:00","A2004477541/"
"あなざーうぃっしゅろぐ","334","20","","","-1","334","1000","アナザーウィッシュ・ログ","","","2024-02-15 0:00:00",""
"やけつくせかいをゆく","335","20","","","-1","335","1000","灼けつく世界をゆく","","","2024-02-15 0:00:00",""
"らんにゅうばんでぃしすたーず","336","20","","","-1","336","1000","乱入！バンディ・シスターズ","","","2024-02-15 0:00:00",""
"えりす","337","20","","","2109008","337","1000","エリス","","","2024-02-15 0:00:00",""
"まふゆのまなつとせいなるがくしゃのりせえんぬ","338","20","","","-1","338","1000","真冬の真夏と聖なる学舎の異端児","","","2024-03-15 15:00:00",""
"ならくのせいじょとみえ","339","20","","","-1","339","1000","奈落の聖女トミヱ","","","2024-03-15 15:00:00",""
"もうそうさまーはれーしょん","340","20","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-39/1746219426?app=itunes","-1","340","1500","妄想サマーハレーション","","","2024-03-15 15:00:00","A2004477541/"
"らいぶながれるぷーるひる","341","20","","","-1","341","1000","【LIVE】流れるプール　昼","","","2024-03-15 15:00:00",""
"らいぶながれるぷーるよる","342","20","","","-1","342","1000","【LIVE】流れるプール　夜","","","2024-03-15 15:00:00",""
"ぷりんせすないとのちから","343","20","","","-1","343","1000","プリンセスナイトの力","","","2024-03-15 15:00:00",""
"しんおうなるりょういきへいたる","344","20","","","-1","344","1000","深奥なる領域へ至る","","","2024-03-15 15:00:00",""
"こうえんのしんいき","345","20","","","-1","345","1000","紅焔の深域","","","2024-03-15 15:00:00",""
"そうはのしんいき","346","20","","","-1","346","1000","蒼波の深域","","","2024-03-15 15:00:00",""
"すいらんのしんいき","347","20","","","-1","347","1000","翠嵐の深域","","","2024-03-15 15:00:00",""
"はくてんのしんいき","348","20","","","-1","348","1000","珀天の深域","","","2024-03-15 15:00:00",""
"しめいのしんいき","349","20","","","-1","349","1000","紫冥の深域","","","2024-03-15 15:00:00",""
"くーりぃふゅーりぃぶーときゃんぷおにきょうかんとむちとあめ","350","20","","","-1","350","1000","クーリィ・フューリィ・ブートキャンプ　鬼教官と鞭と…飴？","","","2024-04-15 15:00:00",""
"ごうらいじゅうらいがほーん","351","20","","","-1","351","1000","剛雷獣・ライガホーン","","","2024-04-15 15:00:00",""
"いんとぅざとらすと","352","20","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-40/1756564718?app=itunes","-1","352","1500","Into The Trust","","","2024-04-15 15:00:00","A2004615291/"
"えりことまことのまーちあごーごー","353","20","","","-1","353","1000","エリコとマコトの行軍（マーチ）A-Go-Go！","","","2024-04-15 15:00:00",""
"しんぺいらよわれにつづけ","354","20","","","-1","354","1000","新兵らよ、我に続け","","","2024-04-15 15:00:00",""
"けっとうのぶたいへ","355","20","","","-1","355","1000","決闘の舞台へ","","","2024-04-15 15:00:00",""
"ばとるすたじあむかいまく","356","20","","","-1","356","1000","バトルスタジアム、開幕！","","","2024-04-15 15:00:00",""
"はなさくきせつのさんせりて","357","20","","","-1","357","1000","花咲く季節のサンセリテ","","","2024-05-15 15:00:00",""
"まものしょくぶつもべるべ","358","20","","","-1","358","1000","魔物植物・モベルベ","","","2024-05-15 15:00:00",""
"ひとみにうつるしるえっと","359","20","","https://music.apple.com/jp/album/princess-connect-re-dive-priconne-character-song-40/1756564718?app=itunes","-1","359","1500","瞳に映るシルエット","","","2024-05-15 15:00:00","A2004615291/"
"れんごくにちんざせしもの","360","20","","","-1","360","1000","煉獄に鎮座せしもの","","","2024-05-15 15:00:00",""
"ぐらんどりーむおんぱれーどかーばんくるとひみつのなかまたち","361","20","","","-1","361","1000","グランドリーム・オンパレード　宝石兎と秘密の仲間たち","","","2024-06-15 15:00:00",""
"けんどちょうらいじーの","362","20","","","-1","362","1000","捲土重来・ジーノ","","","2024-06-15 15:00:00",""
"みらくるじゅえるぱれーど","363","20","","","-1","363","1500","ミラクル・ジュエル・パレード！","","","2024-06-15 15:00:00",""
"ぐらんどりーむぱーくがいど","364","20","","","-1","364","1000","グランドリームパークガイド","","","2024-06-15 15:00:00",""
"あつまれいいことくらぶみそらのゆかいななつやすみ","365","20","","","-1","365","1000","あつまれイイコトクラブ！　ミソラの愉快な夏休み","","","2024-07-15 15:00:00",""
"まなつのばーさーくすらいむ","366","20","","","-1","366","1000","真夏のバーサークスライム","","","2024-07-15 15:00:00",""
"あいあいらんでぶー","367","20","","","-1","367","1500","Ai-愛 逃避行★","","","2024-07-15 15:00:00",""
"さまーふぉとふぃっくす","368","20","","","-1","368","1000","サマーフォトフィックス","","","2024-07-15 15:00:00",""
"げんわくのようせいまなつのそのでおどるかげ","369","20","","","-1","369","1000","幻惑の妖精　‐真夏の園で舞踊る影‐","","","2024-08-15 15:00:00",""
"かおすじぇねれーたー","370","20","","","-1","370","1000","カオス・ジェネレーター","","","2024-08-15 15:00:00",""
"りこれくしょん","371","20","","","-1","371","1500","Re:collection","","","2024-08-15 15:00:00",""
"すいとのめもりえ","372","20","","","-1","372","1000","水都のメモリエ","","","2024-08-15 15:00:00",""
"れんごくのりべりおん","373","20","","","2209006","373","1000","煉獄のリベリオン","","","2024-09-15 15:00:00",""
"れんごくのりべりおんしっくすからみてぃまくあらくね","374","20","","","2209006","374","1000","煉獄のリベリオン　-六凶・魔蜘アラクネ-","","","2024-09-15 15:00:00",""
"まくのしもべとのたたかい","375","20","","","2209006","375","1000","魔蜘のしもべとの戦い","","","2024-09-15 15:00:00",""
"まどいのとうぞくさんしまい","376","20","","","2209006","376","1000","惑いの盗賊三姉妹","","","2024-09-15 15:00:00",""
"かくめいのおとめとのたたかい","377","20","","","2209006","377","1000","革命の乙女との戦い","","","2024-09-15 15:00:00",""
"ちていのごくにひそみしきょうか","378","20","","","2209006","378","1000","地底の獄に潜みし凶禍","","","2024-09-15 15:00:00",""
"めざめししっくすからみてぃまくあらくね","379","20","","","2209006","379","1000","目覚めし六凶・魔蜘アラクネ","","","2024-09-15 15:00:00",""
"さいりんせしきしょうのひょうりゅう","380","20","","","2209006","380","1000","再臨せし姫装の氷竜","","","2024-09-15 15:00:00",""
"しぇふぃ","381","20","","","2104010","381","1000","シェフィ","","","2024-09-15 15:00:00",""
"ふれいや","382","20","","","2209006","382","1000","フレイヤ","","","2024-09-15 15:00:00",""
"あらくね","383","20","","","2209006","383","1000","アラクネ","","","2024-09-15 15:00:00",""
"あらわれしまくのしんぞう","384","20","","","2209006","384","1000","顕れし魔蜘の真像","","","2024-09-15 15:00:00",""
"のぞみのいちにちてんちょうきこちらあるけすれんきんどう","385","20","","","-1","385","1000","ノゾミの一日店長記　こちらアルケス錬金堂","","","2024-10-15 15:00:00",""
"ヴぇのむひゅどら","386","20","","","-1","386","1000","ヴェノム・ヒュドラ","","","2024-10-15 15:00:00",""
"だんすいんざふれぐらんす","387","20","","","-1","387","1500","Dance in the Fragrance","","","2024-10-15 15:00:00",""
"あるけすれんきんどうぎょうむにっし","388","20","","","-1","388","1000","アルケス錬金堂　業務日誌","","","2024-10-15 15:00:00",""
"あるけすれんきんどう","389","20","","","-1","389","1000","アルケス錬金堂","","","2024-10-15 15:00:00",""
"あるけすれんきんどうけみかるばーじょん","390","20","","","-1","390","1000","アルケス錬金堂（ケミカルVer.）","","","2024-10-15 15:00:00",""
"ばんでぃっとりたーんず　えんごくのあうとろー","391","20","","","-1","391","1000","バンディット・リターンズ　炎国の無法姉妹","","","2024-11-15 15:00:00",""
"はいぱーだっしゅじょー","392","20","","","-1","392","1000","ハイパー・ダッシュジョー","","","2024-11-15 15:00:00",""
"ばんでぃらうでぃしょーたいむ","393","20","","","-1","393","1500","バンディ・ラウディ・ショータイム！！","","","2024-11-15 15:00:00",""
"げきとつはかいいりーがるたんくうぉー","394","20","","","-1","394","1000","激突！破壊！イリーガルタンクウォー","","","2024-11-15 15:00:00",""
"いざしゅつげきせんしゃばとる","395","20","","","-1","395","1000","いざ出撃！戦車バトル！","","","2024-11-15 15:00:00",""
"れっつおぷすまぐぬむ","396","20","","","-1","396","1000","レッツ！『究極錬成』！","","","2024-11-15 15:00:00",""
"れきせんのなんてきこのちにてかいこうす","397","20","","","-1","397","1000","歴戦の難敵、此の地にて邂逅す","","","2024-11-15 15:00:00",""
"らぶあんどぱにっしゅめんとあくまがとどけるくりすます","398","20","","","-1","398","1000","ラブ＆パニッシュメント　悪魔が届けるクリスマス","","","2024-12-15 15:00:00",""
"ごーすときっどべろりー","399","20","","","-1","399","1000","ゴーストキッド・ベロリー","","","2024-12-15 15:00:00",""
"こよいやどりぎのしたで","400","20","","","-1","400","1500","今宵、ヤドリギの下で","","","2024-12-15 15:00:00",""
"しゅかのしんえん","401","20","","","-1","401","1000","朱火の深淵","","","2024-12-15 15:00:00",""
"ごうりゅうのしんえん","402","20","","","-1","402","1000","轟流の深淵","","","2024-12-15 15:00:00",""
"れっぷうのしんえん","403","20","","","-1","403","1000","烈風の深淵","","","2024-12-15 15:00:00",""
"さんらんのしんえん","404","20","","","-1","404","1000","燦爛の深淵","","","2024-12-15 15:00:00",""
"げんあんのしんえん","405","20","","","-1","405","1000","玄闇の深淵","","","2024-12-15 15:00:00",""
"ふかきふくまのふちへゆく","406","20","","","-1","406","1000","深き伏魔の淵へ征く","","","2024-12-15 15:00:00",""
"げいしゅんじおげへなめどぅーさとそうれいのけんし","407","20","","","-1","407","1000","迎春ジオ・ゲヘナ　蛇乙女と双麗の剣士","","","2025-1-15 15:00:00",""
"じゅばくのだいじゃめどぅしあな","408","20","","","-1","408","1000","呪縛の大蛇・メドゥシアナ","","","2025-1-15 15:00:00",""
"たいにーついんすたーず","409","20","","","-1","409","1500","Tiny Twin Stars！！","","","2025-1-15 15:00:00",""
"しんかんたるえいとうのめいかい","410","20","","","-1","410","1000","深閑たる永凍の冥界","","","2025-1-15 15:00:00",""
"じおにヴるへるのたたかい","411","20","","","-1","411","1000","ジオ・ニヴルヘルの戦い","","","2025-1-15 15:00:00",""
"せいじゃくなるせかいのきょうてき","412","20","","","-1","412","1000","静寂なる世界の強敵","","","2025-1-15 15:00:00",""
"ヴぁいおれっと","413","20","","","2210002","413","1000","ヴァイオレット","","","2025-1-15 15:00:00",""
"さんまきぞく","414","20","","","2210002","414","1000","三魔姫属","","","2025-1-15 15:00:00",""
"だいぶあすとるむななつのねがいとそうせいのざんきょう","415","20","","","-1","415","1000","ダイブ・アストルム　七つの願いと創世の残響","","","2025-2-28 12:00:00",""
"ようこかむらをしげん","416","20","","","-1","416","1000","妖狐カムラヲ・始原","","","2025-2-28 12:00:00",""
"あるふぁれがりあす","417","20","","","-1","417","1000","アルファ・レガリアス","","","2025-2-28 12:00:00",""
"フォスフォラス","418","20","","","-1","418","1500","Phosphorus","","","2025-2-28 12:00:00",""
"あすとるむかいはつろく","419","20","","","-1","419","1000","アストルム開発録","","","2025-2-28 12:00:00",""
"せいじゃくなるせかいをゆく","420","20","","","-1","420","1000","静寂なる世界をゆく","","","2025-2-28 12:00:00",""
"れじーなげっしゅ","421","20","","","2002002","421","1000","誓約女君","","","2025-2-28 12:00:00",""
"めたもるれぐなんと","422","20","","","2009005","422","1000","変貌大妃","","","2025-2-28 12:00:00",""
"くいーんらびりんす","423","20","","","2005006","423","1000","迷宮女王","","","2025-2-28 12:00:00",""
"かいざーいんさいと","424","20","","","2005004","424","1000","覇瞳皇帝","","","2025-2-28 12:00:00",""
"きんぐりーぷ","425","20","","","2005003","425","1000","跳躍王","","","2025-2-28 12:00:00",""
"ぐれーとがいだんす","426","20","","","2113007","426","1000","嚮導老君","","","2025-2-28 12:00:00",""
"つなぐもの","427","20","","","2013016","427","1500","つなぐもの","","","2025-2-28 12:00:00",""
"あんだんてうぃずゆーいのりのうたがひびくとき","428","20","","","-1","428","1000","アンダンテ・ウィズ・ユー　祈りの双唱が響く時","","","2025-3-31 12:00:00",""
"ゆがみねのせいれい","429","20","","","-1","429","1000","歪音の精霊","","","2025-3-31 12:00:00",""
"ほしよみのいのりうた","430","20","","","-1","430","1500","星詠みの祈り唄","","","2025-3-31 12:00:00",""
"こんさーとぽすたー","431","20","","","-1","431","1000","コンサートポスター","","","2025-3-31 12:00:00",""
"ませいじゅうけっせん","432","20","","","-1","432","1000","魔星獣決戦","","","2025-3-31 12:00:00",""
"ちょうこうおとめぎがんてぃっくろーちぇだいしゅつげきらんどそるばくはつよんてんいちびょうまえ","433","20","","","-1","433","1000","超鋼乙女ギガンティックローチェ　～大出撃！ランドソル爆発4.1秒前～","","","2025-4-30 12:00:00",""
"きょこうきじゅうかいぞうげどん","434","20","","","-1","434","1000","巨鋼機獣・改造ゲドン","","","2025-4-30 12:00:00",""
"あいだゆうきだぎがんてぃっくろーちぇ","435","20","","","-1","435","1500","AIだ！勇気だ！ギガンティックローチェ","","","2025-4-30 12:00:00",""
"なぜなにくろーちぇ","436","20","","","-1","436","1000","なぜなにクローチェ","","","2025-4-30 12:00:00",""
"けっしゅうあるけすとわいらいとやみいしゃとふたりのれんきんじゅつし","437","20","","","-1","437","1000","結集！　アルケス＆トワイライト　闇医者と二人の錬金術師","","","2025-5-31 12:00:00",""
"こいするれんぼくほむんほむん","438","20","","","-1","438","1000","恋する錬僕・ホムンホムン","","","2025-5-31 12:00:00",""
"れきめき","439","20","","","-1","439","1500","レキメキ！","","","2025-5-31 12:00:00",""
"れきめきおふどらまばーじょん","440","20","","","-1","440","1500","レキメキ！ (off drama ver.)","","","2025-5-31 12:00:00",""
"あるけみっくりぷれい","441","20","","","-1","441","1000","アルケミック・リプレイ","","","2025-5-31 12:00:00",""
"どれいじょうかのんのかれいなるおりべんじつんでれおぴんくをそえて","442","20","","","-1","442","1000","ド令嬢カノンの華麗なるおリベンジ　～ツンデレおピンクを添えて～","","","2025-6-30 12:00:00",""
"しゃくれいのけんどごぶりんれでぃ","443","20","","","-1","443","1000","灼麗の剣奴 ゴブリンレディ","","","2025-6-30 12:00:00",""
"ばっくとぅーばっく","444","20","","","-1","444","1500","Back×Back","","","2025-6-30 12:00:00",""
"どれいじょうこうせいちゃれんじ","445","20","","","-1","445","1000","ド令嬢更生チャレンジ","","","2025-6-30 12:00:00",""
"さまーどりーむりふれいんすいへいせんのかなたのみち","446","20","","","-1","446","1000","サマードリーム・リフレイン　水平線の彼方の旅路","","","2025-7-31 12:00:00",""
"えりすのしゃどう","447","20","","","-1","447","1000","エリスのシャドウ","","","2025-7-31 12:00:00",""
"しあわせのあじ","448","20","","","-1","448","1500","しあわせのあじ","","","2025-7-31 12:00:00",""
"さまーあねもすさまーくおりあ","449","20","","","-1","449","1000","Summer Anemos, Summer Qualia","","","2025-8-31 12:00:00",""
"ぺんぎゃっちょ","450","20","","","-1","450","1000","ペンギャッチョ","","","2025-8-31 12:00:00",""
"なつのひとひら","451","20","","","-1","451","1500","夏のひとひら","","","2025-8-31 12:00:00",""
"にのんおーおくをつくる","452","20","","","-1","452","1000","ニノン、オーオクを作る","","","2025-8-31 12:00:00",""
"えんどあいうぃるつかみとるこのてで","453","20","","","-1","453","1000",", And I Will 掴み取るこの手で","","","2025-9-30 12:00:00",""
"かいざーいんさいとだっしゅ","454","20","","","-1","454","1000","覇瞳皇帝'","","","2025-9-30 12:00:00",""
"れぞねいとそしてまだみぬあしたへ","455","20","","","-1","455","1500","Resonate　～そしてまだ見ぬ明日へ～","","","2025-9-30 12:00:00",""
"こぴーせかいめもりーずあいらのせかい","456","20","","","-1","456","1000","複製世界メモリーズ（アイラの世界）","","","2025-9-30 12:00:00",""
"こぴーせかいめもりーずしなつのせかい","457","20","","","-1","457","1000","複製世界メモリーズ（シナツの世界）","","","2025-9-30 12:00:00",""
"ヴぃじょんずえんぷれす","458","20","","","2213099","458","1000","幻境竜后","","","2025-9-30 12:00:00",""
"あるしゃと","459","20","","","2214002","459","1000","アルシャト","","","2025-9-30 12:00:00",""
"でもんすのうきしかいせいのめいふりょじょう","460","20","","","-1","460","1000","Demon/Snow　起死回生ノ冥府旅情","","","2025-10-31 12:00:00",""
"そうそうか","461","20","","","-1","461","1500","双奏歌","","","2025-10-31 12:00:00",""
"れんごくのめいたんていすべてがうぇぶになる","462","20","","","-1","462","1000","煉獄の名探偵　すべてがＷ（ウェブ）になる","","","2025-11-30 12:00:00",""
"さいだいきゅうのあいうぉんちゅ","463","20","","","-1","463","1500","最大級のあいうぉんちゅ！","","","2025-11-30 12:00:00",""
"さいれんとらすとないとゆいたいみそらのくりすますだいけっせん","464","20","","","-1","464","1000","サイレント（ラスト）ナイト　ユイvsミソラのクリスマス大決戦","","","2025-12-31 12:00:00",""
"ひめごとうぃすぱー","465","20","","","-1","465","1500","ヒメゴトWhisper","","","2025-12-31 12:00:00",""
"りとるがいだんす","466","20","","","2215003","466","1000","嚮導幼君","","","2025-12-31 12:00:00",""
"らびりんすりぶーとかさなるれいめいのしるべ","467","20","","","-1","467","1000","Labyrinth -reboot　重なる黎明の標","","","2026-01-31 12:00:00",""
"いっつまいたーん","468","20","","","-1","468","1500","It's My Turn！","","","2026-01-31 12:00:00",""
"りーざあヴぁりてぃあ","469","20","","","2214097","469","1000","リーザ（強欲）","","","2026-01-31 12:00:00",""
"ふれいやいら","470","20","","","2215005","470","1000","フレイヤ（憤怒）","","","2026-01-31 12:00:00",""
"ぐらんくりゅろわいやるめしませはーとふるこーす","471","20","","","-1","471","1000","Grand Cru Royal　召しませ！ハートフルコース","","","2026-02-28 12:00:00",""
"らすとどらごんすれいヴ","472","20","","","-1","472","1000","ラストドラゴン・スレイヴ","","","2026-02-28 12:00:00",""
"しっくすからみてぃごくほうめりっさ","473","20","","","-1","473","1000","六凶・獄蜂メリッサ","","","2026-02-28 12:00:00",""
"でりしゃすふゅーちゃー","474","20","","","-1","474","1500","Delicious Future","","","2026-02-28 12:00:00",""
"ふくはじけるしゅっちょうびすとろ","475","20","","","-1","475","1000","福弾ける出張ビストロ","","","2026-02-28 12:00:00",""
"とびきりでぃあまいふれんず","478","20","","","-1","478","1500","とびきりDear My Friends!","","","2026-02-28 12:00:00",""
"ぺこりーぬあすとらいあ","479","20","","","-1","479","1000","ペコリーヌ（アストライア）","","","2026-02-28 12:00:00",""
"ぺこりーぬのぐらんくりゅ","480","20","","","-1","480","1000","ペコリーヌのグラン・クリュ","","","2026-02-28 12:00:00",""
"らいらえるのぐらんくりゅ","481","20","","","-1","481","1000","ライラエルのグラン・クリュ","","","2026-02-28 12:00:00",""
"ねふぃねらのぐらんくりゅ","482","20","","","-1","482","1000","ネフィ＝ネラのグラン・クリュ","","","2026-02-28 12:00:00",""
"ヴぁいおれっとのぐらんくりゅ","483","20","","","-1","483","1000","ヴァイオレットのグラン・クリュ","","","2026-02-28 12:00:00",""
"ばくねつぴーちくらっしゅとーなめんとわかなあんどしおりのひっぷあんどすぷらっしゅ","484","20","","","-1","484","1000","爆熱！ピーチクラッシュ・トーナメント　ワカナ＆シオリのHIP＆SPLASH","","","2026-03-31 12:00:00",""
"しぇいくゆあぴーち","485","20","","","-1","485","1500","Shake Your Peach♡","","","2026-03-31 12:00:00",""
"いざれいめいのもんをひらく","486","20","","","-1","486","1000","いざ、黎明の門を開く","","","2026-03-31 12:00:00",""
"ばんしょううずまくめいきゅうかいろう","487","20","","","-1","487","1000","万象渦巻く迷宮回廊","","","2026-03-31 12:00:00",""
"ばんりゅうきいつのえんどぽいんと","488","20","","","-1","488","1000","万流帰一のエンドポイント","","","2026-03-31 12:00:00",""
"ぷれしゃすじゃーにーびしょくでんヴぁー","489","20","","","-1","489","1500","Precious Journey（美食殿ver.）","","","2026-04-30 12:00:00",""
"こねくてぃんぐはっぴーよにんヴぁー","490","20","","","-1","490","1500","Connecting Happy!!（4人ver.）","","","2026-04-30 12:00:00",""
"ヴぃらねすかいひせよきょうかのへんふしはめつえんど","491","20","","","-1","491","1000","VILLAINESS　回避せよ！キョウカのへんふし破滅エンド","","","2026-04-30 12:00:00",""
"しーするー","492","20","","","-1","492","1500","See-Through","","","2026-04-30 12:00:00",""
"はどうてんせい","493","20","","","-1","493","1000","覇瞳天星","","","2026-04-30 12:00:00",""
"ならくよりいでしさいか","494","20","","","-1","494","1000","奈落より出でし災禍","","","2026-05-31 12:00:00",""
"ゆうおうなるせんじんにてまをうたん","495","20","","","-1","495","1000","勇往なる戦陣にて魔を討たん","","","2026-05-31 12:00:00",""
"あすをかちとるさいぜんせん","496","20","","","-1","496","1000","明日を勝ち取る最前線","","","2026-05-31 12:00:00",""
"りばーすめいでんさいたんのおとめたち","497","20","","","-1","497","1000","Re:birth maiden　‐再誕の乙女たち‐","","","2026-06-30 12:00:00",""
"うぉーろっくきょくちょうやとがみ","498","20","","","-1","498","1000","ウォーロック局長 ヤトガミ","","","2026-06-30 12:00:00",""
"あけしらむりり","499","20","","","-1","499","1500","明け白むReRe","","","2026-06-30 12:00:00",""
"ヴぃじょんずえんぷれすだいにけいたい","500","20","","","2217001","500","1000","幻境竜后（第二形態）","","","2026-06-30 12:00:00",""
"しぇふぃヴぁーどらっへ","501","20","","","2217003","501","1000","シェフィ（ヴァードラッヘ）","","","2026-06-30 12:00:00",""
