543b771a2feee9d8f4ca180116228963fbdbd4b05e29f22acb3e619317379700,6184c2a753557e831fadef38606b911b7528aa69ba928e5a8952f883cacf0e3d,ec8630e00e0317fc09b233f09e8d3d5192656a859e8c3e24d2887c27dc8290fd,43a3bd1ef32704547b108e65362acb72d2d2fc2413cd2a375f2a3b17c69e8f39,1741db1c718e9f96f899653f7bbba67ff901930f0b55a275a13c57a7991b8cd0,1fa85ae63e4cd8a7209cb53e64f2890fa8eff27986502d8ec6a898f9a4410e27,66fc924fcdd8ca98f61f49600f6c7df26e62710aed45266eeead5bbc50ba352d,7f10cf02c2888d6fce412ffdd42eb82b36cf5a762952ddc7d617d402dfd39c06,99d497db48a7236c9f6d7993c3732905f00403713cda7e57f5495300e9a89a5e,91d1d5d452876a4643d3bfbc42d939d2f899beded6a2a3d3eae96d6ea9626199,de8ab571e004254d814da6410f188f5d59a09ddd1c46cf453414c60611ec5541
"3","","","0","","1009807","","93","1009807149","",""
"102011","","","lsv_idle_normal_joyR","","1009807","1","3","1009807150","0.2",""
"100411","0","0","6","0","1009807","1","12","1009807151","0","0"
"100411","","","lsv_talk_joy1_normal","","1009807","1","3","1009807152","0.2",""
"3","","","0","","1009807","","93","1009807153","",""
"100411","","","lsv_idle_normal_joy","","1009807","1","3","1009807154","0.2",""
"103611","0","0","10","0","1009807","1","12","1009807155","0","0"
"103611","","","lsv_talk_joy3_dere","","1009807","1","3","1009807156","0.2",""
"3","","","0","","1009807","","93","1009807157","",""
"103611","","","lsv_idle_wish","","1009807","1","3","1009807158","0.2",""
"1009807147","","","","","1009807","","101","1009807159","",""
"333","0","1","1","0","1009807","1","6","1009807160","1",""
"102011","","","1","","1009807","","4","1009807161","",""
"102011","","","lsv_run","","1009807","1","3","1009807162","0.2",""
"102011","0","0.8","-750","","1009807","-235","2","1009807163","",""
"100411","","","0","","1009807","","4","1009807164","",""
"100411","","","lsv_run","","1009807","1","3","1009807165","0.2",""
"100411","0","0.8","750","","1009807","-220","2","1009807166","",""
"103611","","","0","","1009807","","4","1009807167","",""
"103611","","","lsv_run","","1009807","1","3","1009807168","0.2",""
"103611","0","0.8","850","","1009807","-250","2","1009807169","",""
"0.6","","","","","1009807","","93","1009807170","",""
"102011","0","1","1","0","1009807","1","6","1009807171","0.2",""
"100411","0","1","1","0","1009807","1","6","1009807172","0.2",""
"103611","0","1","1","0","1009807","1","6","1009807173","0.2",""
"0","","","","","1009807","","91","1009807174","",""
"1","-220","-700","100411","0","1009808","101","1","1009808001","1.95","lsv_idle_normal"
"1","-235","-550","102011","0","1009808","100","1","1009808002","1.95","lsv_idle_normal"
"1","-250","-800","103611","0","1009808","102","1","1009808003","1.95","lsv_idle_normal"
"1","0","0","333","0","1009808","0","5","1009808004","1","lsv_white_loop"
"333","0","1","1","0","1009808","1","6","1009808005","0",""
"3","1.3","110","13","","1009808","-630","31","1009808006","0",""
"100411","0","1","1","0","1009808","1","6","1009808007","0",""
"102011","0","1","1","0","1009808","1","6","1009808008","0",""
"103611","0","1","1","0","1009808","1","6","1009808009","0",""
"1","","","0","","1009808","","93","1009808010","",""
"333","0.4","1","1","0","1009808","1","6","1009808011","0.8",""
"100411","","","lsv_walk_glad","","1009808","1","3","1009808012","0.2",""
"100411","0","2","-100","","1009808","-220","2","1009808013","",""
"100411","1","1","1","0","1009808","1","6","1009808014","0.4",""
"102011","","","lsv_walk_glad2","","1009808","1","3","1009808015","0.2",""
"102011","0","2.2","100","","1009808","-235","2","1009808016","",""
"102011","1","1","1","0","1009808","1","6","1009808017","0.4",""
"103611","","","lsv_walk_glad","","1009808","1","3","1009808018","0.2",""
"103611","0","2","-270","","1009808","-250","2","1009808019","",""
"103611","1","1","1","0","1009808","1","6","1009808020","0.4",""
"13","","","1","","1009808","","32","1009808021","",""
"13","0","2","-180","","1009808","110","33","1009808022","",""
"2","","","","","1009808","","93","1009808023","",""
"13","","","0","","1009808","","32","1009808024","",""
"100411","","","lsv_idle_normal","","1009808","1","3","1009808025","0.2",""
"103611","","","lsv_idle_normal","","1009808","1","3","1009808026","0.2",""
"0.2","","","","","1009808","","93","1009808027","",""
"102011","","","1","","1009808","","4","1009808028","",""
"102011","","","lsv_idle_normal","","1009808","1","3","1009808029","0.2",""
"0.5","","","","","1009808","","93","1009808030","",""
"100411","","","10","0","1009808","0.5","12","1009808031","0",""
"100411","1","lsv_idle_normal","lsv_smile2","0.2","1009808","0","3","1009808032","0",""
"102011","","","10","0","1009808","0.5","12","1009808033","0",""
"102011","1","lsv_idle_normal","lsv_smile2","0.2","1009808","0","3","1009808034","0",""
"103611","","","10","0","1009808","0.5","12","1009808035","0",""
"103611","1","lsv_idle_normal","lsv_smile2","0.2","1009808","0","3","1009808036","0",""
"1.5","","","","","1009808","","93","1009808037","",""
"102011","","","0","","1009808","","4","1009808038","",""
"102011","","","lsv_walk","","1009808","1","3","1009808039","0.2",""
"102011","0","1","200","","1009808","-235","2","1009808040","",""
"1","","","","","1009808","","93","1009808041","",""
"102011","","","lsv_idle_normal","","1009808","1","3","1009808042","0.2",""
"0","","","","","1009808","","93","1009808043","",""
"102011","","","1","","1009808","","4","1009808044","",""
"0.6","","","","","1009808","","93","1009808045","",""
"100411","1","lsv_talk_arm_crossed_loop_joy","lsv_talk_arm_crossed_joy","0.2","1009808","0","3","1009808046","0",""
"vo_lsv","","0","vo_lsv_0821","","1009808","0","21","1009808047","",""
"100411","1","1","ニャットちゃん\nおっきくてかわいかったねー！","0","1009808","10","11","1009808048","0","0"
"0","","","","","1009808","","91","1009808049","",""
"100411","","","lsv_idle_arm_crossed_joy","","1009808","1","3","1009808050","0.2",""
"102011","","","lsv_talk_memory_dere2","","1009808","1","3","1009808051","0.2",""
"vo_lsv","","0","vo_lsv_0822","","1009808","0","21","1009808052","",""
"102011","1","1","うんっ♪\nそれにとってもやさしくて…\nとってもフワフワ♪","0","1009808","10","11","1009808053","0","0"
"0","","","","","1009808","","91","1009808054","",""
"102011","","","lsv_idle_memory","","1009808","1","3","1009808055","0.2",""
"103611","","","lsv_talk_thinking_joyR","","1009808","1","3","1009808056","0.2",""
"vo_lsv","","0","vo_lsv_0823","","1009808","0","21","1009808057","",""
"103611","1","1","シオリさんもやさしくて、\n協力してもらえることも\nわかったし…いい日だったよ。","0","1009808","10","11","1009808058","0","0"
"0","","","","","1009808","","91","1009808059","",""
"103611","","","lsv_idle_normal","","1009808","1","3","1009808060","0.2",""
"102011","","","lsv_idle_normal","","1009808","1","3","1009808061","0.2",""
"100411","1","lsv_talk_cool_normal2_loop","lsv_talk_cool_normal2","0.2","1009808","0","3","1009808062","0",""
"vo_lsv","","0","vo_lsv_0824","","1009808","0","21","1009808063","",""
"100411","1","1","この調子でみゅ～ちゃんと\nいろんなところに行って、\nいろんな遊びをしようよ！","0","1009808","10","11","1009808064","0","0"
"0","","","","","1009808","","91","1009808065","",""
"100411","","","lsv_idle_cool_joy","","1009808","1","3","1009808066","0.2",""
"103611","1","lsv_talk_doya_anger_loop","lsv_talk_doya","0.2","1009808","0","3","1009808067","0",""
"vo_lsv","","0","vo_lsv_0825","","1009808","0","21","1009808068","",""
"103611","1","1","うん！\n…あっ。観察するのも\n忘れないようにねっ？","0","1009808","10","11","1009808069","0","0"
"0","","","","","1009808","","91","1009808070","",""
"103611","","","lsv_idle_doya","","1009808","1","3","1009808071","0.2",""
"100411","","","lsv_talk_bitter","","1009808","1","3","1009808072","0.2",""
"vo_lsv","","0","vo_lsv_0826","","1009808","0","21","1009808073","",""
"100411","1","1","も、もちろんだって～！\nあはははは～","0","1009808","10","11","1009808074","0","0"
"0","","","","","1009808","","91","1009808075","",""
"100411","","","lsv_idle_bitter","","1009808","1","3","1009808076","0.2",""
"102011","","","lsv_talk_surprise_talkjoy","","1009808","1","3","1009808077","0.2",""
"vo_lsv","","0","vo_lsv_0827","","1009808","0","21","1009808078","",""
"102011","1","1","ねえねえ、おにいちゃんっ♪\nみゅ～ちゃんとなかよしになって\nくれる子、もっと知ってる？","0","1009808","10","11","1009808079","0","0"
"0","","","","","1009808","","91","1009808080","",""
"102011","","","lsv_idle_surprise_joy","","1009808","1","3","1009808081","0.2",""
"100411","1","lsv_look_idle_normal","lsv_choice","0.2","1009808","0","3","1009808082","0",""
"102011","1","lsv_look_idle_normal","lsv_choice","0.2","1009808","0","3","1009808083","0",""
"103611","1","lsv_look_idle_normal","lsv_choice","0.2","1009808","0","3","1009808084","0",""
"0.1","","","0","","1009808","","93","1009808085","",""
"100411","2","0.33","-420","0.2","1009808","-220","2","1009808086","",""
"102011","2","0.33","452","0.2","1009808","-235","2","1009808087","",""
"103611","2","0.33","-545","0.2","1009808","-250","2","1009808088","",""
"0","","","0","","1009808","1","22","1009808089","0.2",""
"牧場の牛たち。","","","1009808093","","1009808","0","103","1009808090","",""
"ぷうきち。","","","1009808117","","1009808","0","103","1009808091","",""
"ラーゴ。","","","1009808141","","1009808","0","103","1009808092","",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009808","0","3","1009808093","0",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009808","0","3","1009808094","0",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009808","0","3","1009808095","0",""
"0.1","","","0","","1009808","","93","1009808096","",""
"100411","2","0.33","-100","0.2","1009808","-220","2","1009808097","",""
"102011","2","0.33","200","0.2","1009808","-235","2","1009808098","",""
"103611","2","0.33","-270","0.2","1009808","-250","2","1009808099","",""
"0.7","","","0","","1009808","","93","1009808100","",""
"103611","","","lsv_talk_thinking_joyR","","1009808","1","3","1009808101","0.2",""
"vo_lsv","","0","vo_lsv_0828","","1009808","0","21","1009808102","",""
"103611","1","1","なるほど…いい案ですね。\n牧場の牛さんなら、\n人にも慣れていそうですし。","0","1009808","10","11","1009808103","0","0"
"0","","","","","1009808","","91","1009808104","",""
"103611","","","lsv_idle_thinking_joy1","","1009808","1","3","1009808105","0.2",""
"102011","","","lsv_talk_wish_joy","","1009808","1","3","1009808106","0.2",""
"vo_lsv","","0","vo_lsv_0829","","1009808","0","21","1009808107","",""
"102011","1","1","きっと、みゅ～ちゃんにも\n優しくしてくれるよね♪","0","1009808","10","11","1009808108","0","0"
"0","","","","","1009808","","91","1009808109","",""
"102011","","","lsv_idle_wish_joy","","1009808","1","3","1009808110","0.2",""
"100411","","","lsv_talk_normal","","1009808","1","3","1009808111","0.2",""
"vo_lsv","","0","vo_lsv_0830","","1009808","0","21","1009808112","",""
"100411","1","1","牧場だったら\nシオリねえちゃんもいるから\n安心だしね！","0","1009808","10","11","1009808113","0","0"
"0","","","","","1009808","","91","1009808114","",""
"100411","","","lsv_idle_normal","","1009808","1","3","1009808115","0.2",""
"1009808166","","","","","1009808","","101","1009808116","",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009808","0","3","1009808117","0",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009808","0","3","1009808118","0",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009808","0","3","1009808119","0",""
"0.1","","","0","","1009808","","93","1009808120","",""
"100411","2","0.33","-100","0.2","1009808","-220","2","1009808121","",""
"102011","2","0.33","200","0.2","1009808","-235","2","1009808122","",""
"103611","2","0.33","-270","0.2","1009808","-250","2","1009808123","",""
"0.7","","","0","","1009808","","93","1009808124","",""
"102011","","","lsv_talk_joy3_blink","","1009808","1","3","1009808125","0.2",""
"vo_lsv","","0","vo_lsv_0831","","1009808","0","21","1009808126","",""
"102011","1","1","アヤネちゃんのおともだちの？\nぷうきちさんなら、\nきっとなかよくしてくれるね♪","0","1009808","10","11","1009808127","0","0"
"0","","","","","1009808","","91","1009808128","",""
"102011","","","lsv_idle_joy","","1009808","1","3","1009808129","0.2",""
"103611","","","lsv_talk_surprise","","1009808","1","3","1009808130","0.2",""
"vo_lsv","","0","vo_lsv_0832","","1009808","0","21","1009808131","",""
"103611","1","1","アヤネさんなら、心配は\nいらないですね……不思議な\n子には慣れてるでしょうし。","0","1009808","10","11","1009808132","0","0"
"0","","","","","1009808","","91","1009808133","",""
"103611","","","lsv_idle_surprise","","1009808","1","3","1009808134","0.2",""
"100411","","","lsv_talk_thinking_talkR","","1009808","1","3","1009808135","0.2",""
"vo_lsv","","0","vo_lsv_0833","","1009808","0","21","1009808136","",""
"100411","1","1","考えてみれば、\nぷうきちもぷうきちで\nふしぎだもんね…","0","1009808","10","11","1009808137","0","0"
"0","","","","","1009808","","91","1009808138","",""
"100411","","","lsv_idle_thinking_joy1","","1009808","1","3","1009808139","0.2",""
"1009808166","","","","","1009808","","101","1009808140","",""
"100411","1","lsv_idle_normal","lsv_choice","0.2","1009808","0","3","1009808141","0",""
"102011","1","lsv_idle_normal","lsv_choice","0.2","1009808","0","3","1009808142","0",""
"103611","1","lsv_idle_normal","lsv_choice","0.2","1009808","0","3","1009808143","0",""
"0.1","","","0","","1009808","","93","1009808144","",""
"100411","2","0.33","-100","0.2","1009808","-220","2","1009808145","",""
"102011","2","0.33","200","0.2","1009808","-235","2","1009808146","",""
"103611","2","0.33","-270","0.2","1009808","-250","2","1009808147","",""
"0.7","","","0","","1009808","","93","1009808148","",""
"100411","","","lsv_talk_surprise2","","1009808","1","3","1009808149","0.2",""
"vo_lsv","","0","vo_lsv_0834","","1009808","0","21","1009808150","",""
"100411","1","1","ええっ、ドラゴン！？\nドラゴンって、あの？","0","1009808","10","11","1009808151","0","0"
"0","","","","","1009808","","91","1009808152","",""
"100411","","","lsv_idle_surprise","","1009808","1","3","1009808153","0.2",""
"102011","","","lsv_talk_normal_suprise1","","1009808","1","3","1009808154","0.2",""
"vo_lsv","","0","vo_lsv_0835","","1009808","0","21","1009808155","",""
"102011","1","1","すごい魔物さんと\nなかよしの人がいるんだね～","0","1009808","10","11","1009808156","0","0"
"0","","","","","1009808","","91","1009808157","",""
"102011","","","lsv_idle_normal","","1009808","1","3","1009808158","0.2",""
"103611","","","lsv_talk_sad","","1009808","1","3","1009808159","0.2",""
"vo_lsv","","0","vo_lsv_0836","","1009808","0","21","1009808160","",""
"103611","1","1","き、危険な感じがしますね…\nちょっと、その人については\nその…検討、してみましょう。","0","1009808","10","11","1009808161","0","0"
"0","","","","","1009808","","91","1009808162","",""
"103611","","","lsv_idle_sad","","1009808","1","3","1009808163","0.2",""
"100411","","","lsv_idle_surprise_talkR1","","1009808","1","3","1009808164","0.2",""
"1009808166","","","","","1009808","","101","1009808165","",""
"0","","","","","1009808","","91","1009808166","",""
"","","","","","1009808","","102","1009808167","",""
"0","","","0.2","","1009808","","22","1009808168","",""
"0.2","","","","","1009808","","93","1009808169","",""
"102011","0","0","7","0","1009808","1","12","1009808170","0","0"
"102011","","","lsv_talk_surprise_kira","","1009808","1","3","1009808171","0.2",""
"3","","","0","","1009808","","93","1009808172","",""
"102011","","","lsv_idle_surprise","","1009808","1","3","1009808173","0.2",""
"100411","0","0","5","0","1009808","1","12","1009808174","0","0"
"100411","","","lsv_talk_wish_surprise","","1009808","1","3","1009808175","0.2",""
"3","","","0","","1009808","","93","1009808176","",""
"100411","","","lsv_idle_wish","","1009808","1","3","1009808177","0.2",""
"103611","0","0","1","0","1009808","1","12","1009808178","0","0"
"103611","","","lsv_talk_normal_sad","","1009808","1","3","1009808179","0.2",""
"3","","","0","","1009808","","93","1009808180","",""
"103611","","","lsv_idle_normal","","1009808","1","3","1009808181","0.2",""
"1009808170","","","","","1009808","","101","1009808182","",""
"333","0","1","1","0","1009808","1","6","1009808183","1",""
"100411","","","1","","1009808","","4","1009808184","",""
"100411","","","lsv_run","","1009808","1","3","1009808185","0.2",""
"100411","0","0.8","-750","","1009808","-220","2","1009808186","",""
"102011","","","0","","1009808","","4","1009808187","",""
"102011","","","lsv_run","","1009808","1","3","1009808188","0.2",""
"102011","0","0.8","750","","1009808","-235","2","1009808189","",""
"103611","","","1","","1009808","","4","1009808190","",""
"103611","","","lsv_run","","1009808","1","3","1009808191","0.2",""
"103611","0","0.8","-850","","1009808","-250","2","1009808192","",""
"0.6","","","","","1009808","","93","1009808193","",""
"100411","0","1","1","0","1009808","1","6","1009808194","0.2",""
"102011","0","1","1","0","1009808","1","6","1009808195","0.2",""
"103611","0","1","1","0","1009808","1","6","1009808196","0.2",""
"0","","","","","1009808","","91","1009808197","",""
"1","-235","-750","103611","0","1009809","102","1","1009809001","1.95","lsv_idle_normal"
"1","-220","650","102011","1","1009809","100","1","1009809002","1.95","lsv_idle_normal"
"1","-250","750","100411","1","1009809","101","1","1009809003","1.95","lsv_idle_normal"
"1","0","0","333","0","1009809","0","5","1009809004","1","lsv_white_loop"
"333","0","1","1","0","1009809","1","6","1009809005","0",""
"103611","0","1","1","0","1009809","1","6","1009809006","0",""
"102011","0","1","1","0","1009809","1","6","1009809007","0",""
"100411","0","1","1","0","1009809","1","6","1009809008","0",""
"103611","","0","2","","1009809","0","7","1009809009","",""
"103611","0","0.5","-750","","1009809","-235","2","1009809010","",""
"2","0.8","10","16","","1009809","-140","31","1009809011","0",""
"16","","0","2","","1009809","0","34","1009809012","",""
"1","","","0","","1009809","","93","1009809013","",""
"333","0.4","1","1","0","1009809","1","6","1009809014","0.8",""
"103611","1","lsv_see_sad","lsv_see_sad_pre","0","1009809","0","3","1009809015","0.2",""
"103611","0","1.1","-600","","1009809","-235","2","1009809016","",""
"103611","1","1","1","0","1009809","1","6","1009809017","0.4",""
"1","","","","","1009809","","93","1009809018","",""
"16","","","1","","1009809","","32","1009809019","",""
"0","","","","","1009809","","91","1009809020","",""
"103611","80","0","240","","1009809","260","94","1009809021","",""
"16","","","0","","1009809","","32","1009809022","",""
"103611","","","1","0","1009809","1","12","1009809023","0",""
"103611","","0","0","","1009809","2","7","1009809024","",""
"103611","","","lsv_walk_sad","","1009809","1","3","1009809025","0.2",""
"103611","0","2","-250","","1009809","-235","2","1009809026","",""
"102011","","","lsv_walk","","1009809","1","3","1009809027","0.2",""
"102011","0","2","100","","1009809","-220","2","1009809028","",""
"102011","1","1","1","0","1009809","1","6","1009809029","0.4",""
"100411","","","lsv_walk_talkR","","1009809","1","3","1009809030","0.2",""
"100411","0","2","270","","1009809","-250","2","1009809031","",""
"100411","1","1","1","0","1009809","1","6","1009809032","0.4",""
"2","","","","","1009809","","93","1009809033","",""
"103611","","","lsv_idle_normal","","1009809","1","3","1009809034","0.2",""
"102011","","","lsv_idle_normal","","1009809","1","3","1009809035","0.2",""
"100411","","","lsv_idle_sad","","1009809","1","3","1009809036","0.2",""
"0.5","","","","","1009809","","93","1009809037","",""
"0","","","","","1009809","","91","1009809038","",""
"100411","","","lsv_talk_sad","","1009809","1","3","1009809039","0.2",""
"vo_lsv","","0","vo_lsv_0921","","1009809","0","21","1009809040","",""
"100411","1","1","今日は…\nいろんなことがあったね。","0","1009809","10","11","1009809041","0","0"
"0","","","","","1009809","","91","1009809042","",""
"100411","","","lsv_idle_sad","","1009809","1","3","1009809043","0.2",""
"102011","","","lsv_talk_wish_nervous","","1009809","1","3","1009809044","0.2",""
"vo_lsv","","0","vo_lsv_0922","","1009809","0","21","1009809045","",""
"102011","1","1","うん…\nでも、みゅ～ちゃんのこと\n助けられてよかったよ。","0","1009809","10","11","1009809046","0","0"
"0","","","","","1009809","","91","1009809047","",""
"102011","","","lsv_idle_wish_nervous","","1009809","1","3","1009809048","0.2",""
"100411","","","lsv_talk_sad","","1009809","1","3","1009809049","0.2",""
"vo_lsv","","0","vo_lsv_0923","","1009809","0","21","1009809050","",""
"100411","1","1","…ちょっとだけ、\n小さくなっちゃってるけどね。","0","1009809","10","11","1009809051","0","0"
"0","","","","","1009809","","91","1009809052","",""
"100411","","","lsv_idle_sad","","1009809","1","3","1009809053","0.2",""
"102011","","","lsv_talk_sad","","1009809","1","3","1009809054","0.2",""
"vo_lsv","","0","vo_lsv_0924","","1009809","0","21","1009809055","",""
"102011","1","1","…うん。","0","1009809","10","11","1009809056","0","0"
"0","","","","","1009809","","91","1009809057","",""
"102011","","","lsv_idle_normal","","1009809","1","3","1009809058","0.2",""
"100411","","","lsv_idle_normal_talkR","","1009809","1","3","1009809059","0.2",""
"103611","","","lsv_talk_thinking","","1009809","1","3","1009809060","0.2",""
"vo_lsv","","0","vo_lsv_0925","","1009809","0","21","1009809061","",""
"103611","1","1","…みゅ～ちゃんが\nどんな生き物なのか、\nずっと不思議だったけど…","0","1009809","10","11","1009809062","0","0"
"0","","","","","1009809","","91","1009809063","",""
"103611","","","lsv_idle_thinking","","1009809","1","3","1009809064","0.2",""
"100411","","","lsv_talk_normal_suprise1","","1009809","1","3","1009809065","0.2",""
"vo_lsv","","0","vo_lsv_0926","","1009809","0","21","1009809066","",""
"100411","1","1","やっとわかったね。\nでも、ちょっとだけ…\nううん、すごくびっくりだよ。","0","1009809","10","11","1009809067","0","0"
"0","","","","","1009809","","91","1009809068","",""
"100411","","","lsv_idle_normal_talkR","","1009809","1","3","1009809069","0.2",""
"103611","","","lsv_talk_thinking_anger","","1009809","1","3","1009809070","0.2",""
"vo_lsv","","0","vo_lsv_0927","","1009809","0","21","1009809071","",""
"103611","1","1","幸福を呼ぶ生き物…\nそれがみゅ～ちゃんなんだね。","0","1009809","10","11","1009809072","0","0"
"0","","","","","1009809","","91","1009809073","",""
"103611","","","lsv_idle_sad","","1009809","1","3","1009809074","0.2",""
"102011","","","lsv_talk_sad","","1009809","1","3","1009809075","0.2",""
"vo_lsv","","0","vo_lsv_0928","","1009809","0","21","1009809076","",""
"102011","1","1","ミミたち…\nこれから、どうすれば\nいいのかなぁ？","0","1009809","10","11","1009809077","0","0"
"0","","","","","1009809","","91","1009809078","",""
"102011","","","lsv_idle_normal","","1009809","1","3","1009809079","0.2",""
"100411","","","lsv_talk_anger_dead","","1009809","1","3","1009809080","0.2",""
"vo_lsv","","0","vo_lsv_0929","","1009809","0","21","1009809081","",""
"100411","1","1","…わかんない。","0","1009809","10","11","1009809082","0","0"
"0","","","","","1009809","","91","1009809083","",""
"100411","","","lsv_idle_anger_sad","","1009809","1","3","1009809084","0.2",""
"103611","","","lsv_talk_normal_sad","","1009809","1","3","1009809085","0.2",""
"vo_lsv","","0","vo_lsv_0930","","1009809","0","21","1009809086","",""
"103611","1","1","急にいろいろなことが\n起こったもんね。\n…落ち着かなくて当然だよ。","0","1009809","10","11","1009809087","0","0"
"0","","","","","1009809","","91","1009809088","",""
"vo_lsv","","0","vo_lsv_0931","","1009809","0","21","1009809089","",""
"103611","1","1","とにかく、今日は休もう。\nこれからのことは、また明日\n考えようよ。","0","1009809","10","11","1009809090","0","0"
"0","","","","","1009809","","91","1009809091","",""
"103611","","","lsv_idle_normal","","1009809","1","3","1009809092","0.2",""
"100411","1","lsv_idle_normal_sad","lsv_agree_sad","0.2","1009809","0","3","1009809093","0",""
"102011","1","lsv_idle_normal_sad","lsv_agree_sad","0.2","1009809","0","3","1009809094","0",""
"vo_lsv","","0","vo_lsv_0932","","1009809","0","21","1009809095","",""
"100411","1","1","…うんっ。","0","1009809","10","11","1009809096","0","0"
"102011","1","1","…うんっ。","0","1009809","10","11","1009809097","0","0"
"0","","","","","1009809","","91","1009809098","",""
"0","","","0","","1009809","1","22","1009809099","0.2",""
"","","","","","1009809","","102","1009809100","",""
"0.2","","","","","1009809","","93","1009809101","",""
"103611","0","0","1","0","1009809","1","12","1009809102","0","0"
"103611","","","lsv_talk_normal_sad","","1009809","1","3","1009809103","0.2",""
"3","","","0","","1009809","","93","1009809104","",""
"103611","","","lsv_idle_normal","","1009809","1","3","1009809105","0.2",""
"102011","0","0","2","0","1009809","1","12","1009809106","0","0"
"102011","","","lsv_talk_bitter","","1009809","1","3","1009809107","0.2",""
"3","","","0","","1009809","","93","1009809108","",""
"102011","","","lsv_idle_sad_normal","","1009809","1","3","1009809109","0.2",""
"100411","0","0","4","0","1009809","1","12","1009809110","0","0"
"100411","","","lsv_idle_anger_sad","","1009809","1","3","1009809111","0.2",""
"3","","","0","","1009809","","93","1009809112","",""
"100411","","","lsv_idle_normal_sad","","1009809","1","3","1009809113","0.2",""
"1009809102","","","","","1009809","","101","1009809114","",""
"333","0","1","1","0","1009809","1","6","1009809115","1",""
"103611","","","1","","1009809","","4","1009809116","",""
"103611","","","lsv_run_sad","","1009809","1","3","1009809117","0.2",""
"103611","0","0.8","-750","","1009809","-235","2","1009809118","",""
"102011","","","0","","1009809","","4","1009809119","",""
"102011","","","lsv_run_sad","","1009809","1","3","1009809120","0.2",""
"102011","0","0.8","750","","1009809","-220","2","1009809121","",""
"100411","","","0","","1009809","","4","1009809122","",""
"100411","","","lsv_run_sad","","1009809","1","3","1009809123","0.2",""
"100411","0","0.8","850","","1009809","-250","2","1009809124","",""
"0.6","","","","","1009809","","93","1009809125","",""
"103611","0","1","1","0","1009809","1","6","1009809126","0.2",""
"102011","0","1","1","0","1009809","1","6","1009809127","0.2",""
"100411","0","1","1","0","1009809","1","6","1009809128","0.2",""
"0","","","","","1009809","","91","1009809129","",""
"1","-235","-650","100411","0","1009810","102","1","1009810001","1.95","lsv_idle_normal"
"1","-220","650","102011","1","1009810","100","1","1009810002","1.95","lsv_idle_normal"
"1","-250","750","103611","1","1009810","101","1","1009810003","1.95","lsv_idle_normal"
"1","0","0","333","0","1009810","0","5","1009810004","1","lsv_white_loop"
"333","0","1","1","0","1009810","1","6","1009810005","0",""
"100411","0","1","1","0","1009810","1","6","1009810006","0",""
"102011","0","1","1","0","1009810","1","6","1009810007","0",""
"103611","0","1","1","0","1009810","1","6","1009810008","0",""
"1","","","0","","1009810","","93","1009810009","",""
"333","0.4","1","1","0","1009810","1","6","1009810010","0.8",""
"100411","","","lsv_walk","","1009810","1","3","1009810011","0.2",""
"100411","0","2","-200","","1009810","-235","2","1009810012","",""
"100411","1","1","1","0","1009810","1","6","1009810013","0.4",""
"102011","","","lsv_walk","","1009810","1","3","1009810014","0.2",""
"102011","0","2","100","","1009810","-220","2","1009810015","",""
"102011","1","1","1","0","1009810","1","6","1009810016","0.4",""
"103611","","","lsv_walk","","1009810","1","3","1009810017","0.2",""
"103611","0","2","270","","1009810","-250","2","1009810018","",""
"103611","1","1","1","0","1009810","1","6","1009810019","0.4",""
"2","","","0","","1009810","","93","1009810020","",""
"100411","","","lsv_idle_normal","","1009810","1","3","1009810021","0.2",""
"102011","","","lsv_idle_normal","","1009810","1","3","1009810022","0.2",""
"103611","","","lsv_idle_normal","","1009810","1","3","1009810023","0.2",""
"0.6","","","0","","1009810","","93","1009810024","",""
"103611","1","lsv_talk_guts2_anger_loop","lsv_talk_guts2_anger","0.2","1009810","0","3","1009810025","0",""
"vo_lsv","","0","vo_lsv_1021","","1009810","0","21","1009810026","",""
"103611","1","1","…ここまで来たら、\n最後まで責任を持って\nちゃんと帰してあげよう。","0","1009810","10","11","1009810027","0","0"
"0","","","","","1009810","","91","1009810028","",""
"103611","","","lsv_idle_guts2_anger","","1009810","1","3","1009810029","0.2",""
"102011","","","lsv_talk_joy3_dere","","1009810","1","3","1009810030","0.2",""
"vo_lsv","","0","vo_lsv_1022","","1009810","0","21","1009810031","",""
"102011","1","1","…そうだよね。\nみんなで決めたんだもん。","0","1009810","10","11","1009810032","0","0"
"0","","","","","1009810","","91","1009810033","",""
"102011","","","lsv_idle_sad_joynormal","","1009810","1","3","1009810034","0.2",""
"100411","","","lsv_talk_thinking","","1009810","1","3","1009810035","0.2",""
"vo_lsv","","0","vo_lsv_1023","","1009810","0","21","1009810036","",""
"100411","1","1","でも…\nその前にやることはあるよ。","0","1009810","10","11","1009810037","0","0"
"0","","","","","1009810","","91","1009810038","",""
"100411","","","lsv_idle_normal","","1009810","1","3","1009810039","0.2",""
"102011","","","lsv_idle_normal","","1009810","1","3","1009810040","0.2",""
"100411","1","lsv_talk_guts2_loop","lsv_talk_guts2","0.2","1009810","0","3","1009810041","0",""
