bf74ae2615a636a35b5079eeaf833a13ec8608e5a500811a28cb5a2db41626f9,94dfb496c62c0c91d1100539a145dbf7812d5c6688f8a83c9609ff1a89136427,d4f8c53075319ee337b2641bf6f56e14e6b06f948b397df7ad2be8a235432f36,82672d6575d0dba270511195360c2d46e826a8d9d411b6894dbaf16cb6f051a4,788d2f1402b75a5d6926ee9a908c4f2cbbf9495509554685bd082dea54445120,8ba5402da24156e7a7eb572df6b01bce10ff7c816fbe428dc7c5fffe797be48b,c871c35b7d267179264e5b5c3d439e1eac80b41f807a2405dfa52097a255aaac,e8f742ce4dbb002451abecaf1aaa1eb7fa4c9611ca217adbc075ae6ff3f6456e,67e7ec60ba83e4830d2759eae7a14f100fa905d9bfdb38fa14b6ea89b6d3a5f3,b25f94ee6d962c81340ffde8a854daf02d023e70aac8d13631020bd4adda7308,28c202be1277253f9f390cabb9e9ce631fbe7c6fe76ecf0393097aee37b23dac
"65083","0.2","0","3","0","130911","","kururu_kurukuru_in","1","kururu_kurukuru_loop","5146065"
"65084","0.2","0","3","0","97","","kururu_kurukuru_inF","1","kururu_kurukuru_loopF","5146065"
"65085","0.2","0","3","0","96","","kururu_kurukuru_inB","1","kururu_kurukuru_loopB","5146065"
"65086","","0","21","","vo_apg","","vo_apg_0511","","0","5146065"
"65087","0","10","11","0","131011","1.1","くるくる～♪","0","0","5146065"
"65088","","","91","","0","","","","","5146065"
"65089","","0","21","","vo_apg","","vo_apg_0512","","0","5146065"
"65090","0","10","11","0","130911","1","くるくるくる～♪","0","0","5146065"
"65091","","","91","","0","","","","","5146065"
"65092","0","2","12","10","131011","0","6","0","0","5146065"
"65093","0","2","12","10","130911","0","7","0","0","5146065"
"65094","0.2","1","3","","106011","","walk_normal","","","5146065"
"65095","0.2","1","3","","1060","","walk_normal","","","5146065"
"65096","","-305","2","","106011","","-376","0","3.4","5146065"
"65097","","-305","2","","1060","","-376","0","3.4","5146065"
"65098","","","93","","3.4","","0","","","5146065"
"65099","","-305","2","","106011","","-446","14","0.6","5146065"
"65100","","-305","2","","1060","","-446","14","0.6","5146065"
"65101","0","0","3","","106011","","kyaru_damage","","","5146065"
"65102","0","0","3","","1060","","kyaru_damage","","","5146065"
"65103","","","93","","0.8","","0","","","5146065"
"65104","0.2","0","3","0","106011","","cool_in_jitome","1","cool_talk_jitome","5146065"
"65105","0.2","0","3","0","1060","","cool_in_jitome","1","cool_talk_jitome","5146065"
"65106","","0","21","","vo_apg","","vo_apg_0513","","0","5146065"
"65107","0","10","11","0","106011","0","なにやってんの、あんたら…","1","1","5146065"
"65108","","","91","","0","","","","","5146065"
"65109","","","101","","65110","","","","","5146065"
"65110","","","22","","0","","0.2","","","5146065"
"66001","1.8","140","1","0","1","aoi_walk_fear","104011","-278","-500","5146066"
"66002","1.8","141","5","0","1","idle_normal","99","-262","30","5146066"
"66003","1.8","100","1","1","1","idle_normal_noface","130911","-278","290","5146066"
"66004","1.8","101","5","1","1","idle_normal_kururu","98","-278","290","5146066"
"66005","","","13","","104011","","201","","","5146066"
"66006","","","13","","130911","","200","","","5146066"
"66007","0.85","15","5","0","8","idle","8","-174","0","5146066"
"66008","1","210","5","0","20","empty","20","-79","-119","5146066"
"66009","1","210","5","0","22","empty","22","-194","0","5146066"
"66010","1","0","31","","1","","1","1","0","5146066"
"66011","0","0","31","","2","","2","1","-57.7","5146066"
"66012","0","0","31","","13","","13","1","0","5146066"
"66013","0","11","31","","19","","19","1","-69","5146066"
"66014","1","0","31","","20","","20","1","0","5146066"
"66015","","","36","","20","","104011","","","5146066"
"66016","","","36","","20","","99","","","5146066"
"66017","","","36","","20","","20","","","5146066"
"66018","","","36","","20","","22","","","5146066"
"66019","","","91","","0","","0","","","5146066"
"66020","","0","102","","0","","0","","","5146066"
"66021","","-278","2","","104011","","-290","0","2.7","5146066"
"66022","0.2","1","3","","104011","","aoi_walk_fear","","","5146066"
"66023","","","93","","2.7","","0","","","5146066"
"66024","0.2","1","3","","104011","","see_talk","","","5146066"
"66025","","0","21","","vo_apg","","vo_apg_0601","","0","5146066"
"66026","0","10","11","0","104011","0","とうとう来ちゃいました…\nグランドリームパーク…\n一人『グラドリ』大丈夫ですかね？\n実はぼっちは捕まって強制退園とか…","1","1","5146066"
"66027","","","91","","0","","","","","5146066"
"66028","0.2","1","3","","104011","","see_idle","","","5146066"
"66029","0.2","0","3","0.2","130911","","smile","1","talk_normal","5146066"
"66030","0.2","0","3","0.2","98","","smile","1","talk_normal","5146066"
"66031","","0","21","","vo_apg","","vo_apg_0602","","0","5146066"
"66032","0","10","11","0","130911","0","アオイさんですよね～っ！？\nグランドリームパークへようこそっ♪\n本日はおひとりさまですますか？","1","1","5146066"
"66033","","","91","","0","","","","","5146066"
"66034","0.2","1","3","","130911","","idle_normal_surprise","","","5146066"
"66035","0.2","1","3","","104011","","panic","","","5146066"
"66036","","0","21","","vo_apg","","vo_apg_0603","","0","5146066"
"66037","0","15","11","0","104011","0","ぶひゃおおおお！？\nすすす、すみません！\nぼっちは強制退園ですよね！\n今すぐ出ていきますので～！","1","1","5146066"
"66038","","","91","","0","","","","","5146066"
"66039","0.2","1","3","","130911","","anger_talk_pain","","","5146066"
"66040","0.2","1","3","","98","","anger_talk_pain","","","5146066"
"66041","","0","21","","vo_apg","","vo_apg_0604","","0","5146066"
"66042","0","10","11","0","130911","0","待ってください待ってくださいっ！\n強制退園ってなんですます～っ！？\nそんなことしませんですですっ！","1","1","5146066"
"66043","","","91","","0","","","","","5146066"
"66044","0.2","1","3","","130911","","idle_normal_dere","","","5146066"
"66045","0","0","3","0.1","104011","","aoi_surprise_in","1","surprise_talk_search_dere","5146066"
"66046","","0","21","","vo_apg","","vo_apg_0605","","0","5146066"
"66047","0","10","11","0","104011","0","そんな、ぼっちにも優しいなんて…\nサービスが行き届いている！\nそれで、どこなんです？\nぼっち専用アトラクションは？","1","1","5146066"
"66048","","","91","","0","","","","","5146066"
"66049","0.2","1","3","","104011","","surprise_idle_dere","","","5146066"
"66050","0.2","0","3","0.2","130911","","kururu_surprise_talk_long","1","kururu_guid_talk","5146066"
"66051","0.2","0","3","0.2","98","","kururu_surprise_talk_long","1","kururu_guid_talk","5146066"
"66052","","0","21","","vo_apg","","vo_apg_0606","","0","5146066"
"66053","0","10","11","0","130911","0","えっ？\nえーっとえーっと\nこの観覧車なんかどうでしょう？\nぼっち専用ではないですけど…","1","1","5146066"
"66054","","","91","","0","","","","","5146066"
"66055","0.2","1","3","","130911","","idle_normal_noface","","","5146066"
"66056","0.2","1","3","","98","","idle_normal_kururu","","","5146066"
"66057","0.2","0","3","0","104011","","guts2_in_surprise2","1","guts2_talk_surprise2","5146066"
"66058","","0","21","","vo_apg","","vo_apg_0607","","0","5146066"
"66059","0","10","11","0","104011","0","の、乗ります！\nぼっち料金でもいいので\n乗せてくださいぃ！","1","1","5146066"
"66060","","","91","","0","","","","","5146066"
"66061","0.2","1","3","","104011","","guts2_idle_surprise2","","","5146066"
"66062","0.2","1","3","","130911","","joy_talk_dere","","","5146066"
"66063","0.2","1","3","","98","","joy_talk","","","5146066"
"66064","","0","21","","vo_apg","","vo_apg_0608","","0","5146066"
"66065","0","10","11","0","130911","0","別に料金は変わりませんので…\n気が済むまでお乗りください♪","1","1","5146066"
"66066","","","91","","0","","","","","5146066"
"66067","","","22","","0","","0","","","5146066"
"66068","0.4","0","3","0.1","130911","","hello","1","idle_normal_joy","5146066"
"66069","0.2","1","3","","104011","","walk_jog_dere","","","5146066"
"66070","","-278","2","","104011","","-50","0","2","5146066"
"66071","","","93","","1","","0","","","5146066"
"66072","","","32","","2","","1","","","5146066"
"66073","","","93","","1.5","","0","","","5146066"
"66074","","-480","2","","104011","","0","0","0","5146066"
"66075","0","1","3","","104011","","empty","","","5146066"
"66076","","","37","","20","","scale15","","","5146066"
"66077","","","37","","2","","fade_out","","","5146066"
"66078","","","32","","13","","1","","","5146066"
"66079","","","93","","2","","0","","","5146066"
"66080","","0","21","","vo_apg","","vo_apg_0609","","0","5146066"
"66081","0","0","3","","22","","0609_in","","","5146066"
"66082","","","93","","2.2","","1","","","5146066"
"66083","0","0","3","","22","","0609_mid","","","5146066"
"66084","","","92","","","","","","","5146066"
"66085","0","0","3","","22","","0609_out","","","5146066"
"66086","","","93","","0.2","","0","","","5146066"
"66087","","-79","2","","20","","-132","0","0","5146066"
"66088","","0","21","","vo_apg","","vo_apg_0610","","0","5146066"
"66089","0","0","3","","22","","0610_in","","","5146066"
"66090","","","93","","2.2","","1","","","5146066"
"66091","0","0","3","","22","","0610_mid","","","5146066"
"66092","","","92","","","","","","","5146066"
"66093","0","0","3","","22","","0610_out","","","5146066"
"66094","","","93","","0.2","","0","","","5146066"
"66095","","0","21","","vo_apg","","vo_apg_0611","","0","5146066"
"66096","0","0","3","","22","","0611_in","","","5146066"
"66097","","","93","","2.3","","1","","","5146066"
"66098","0","0","3","","22","","0611_mid","","","5146066"
"66099","","","92","","","","","","","5146066"
"66100","0","0","3","","22","","0611_out","","","5146066"
"66101","","","93","","0.2","","0","","","5146066"
"66102","","","22","","0","","0","","","5146066"
"66103","0","1","3","","104011","","empty","","","5146066"
"66104","","","37","","2","","fade_in","","","5146066"
"66105","","","93","","1","","0","","","5146066"
"66106","","","32","","13","","0","","","5146066"
"66107","","","37","","2","","fade_out","","","5146066"
"66108","0","1","3","","130911","","kururu_wish_talk_surprise_lookup","","","5146066"
"66109","","","93","","1","","0","","","5146066"
"66110","0.2","0","3","0.2","130911","","kururu_wish_talk_surprise_lookup","1","kururu_surprise_talk_joy","5146066"
"66111","","0","21","","vo_apg","","vo_apg_0612","","0","5146066"
"66112","0","10","11","0","130911","0","どうでしたか～？\nって、そのまま二周目ですか？\nふふっ、ずいぶんと気に入ってくれた\nみたいでうれしいですです♪","1","1","5146066"
"66113","","","91","","0","","","","","5146066"
"66114","","","22","","0","","0","","","5146066"
"66115","","","37","","2","","fade_in","","","5146066"
"66116","","","93","","1","","0","","","5146066"
"66117","","","37","","20","","scale1","","","5146066"
"66118","","","37","","2","","blackroom_in","","","5146066"
"66119","10","1.15","121","","0","","20","9","1.15","5146066"
"66120","","-248","2","","104011","","27","0","0","5146066"
"66121","","-248","2","","99","","27","0","0","5146066"
"66122","0","1","3","","104011","","aoi_satori_in","","","5146066"
"66123","0","1","3","","99","","aoi_satori_in","","","5146066"
"66124","","","93","","0.5","","0","","","5146066"
"66125","","0","21","","vo_apg","","vo_apg_0613","","0","5146066"
"66126","0","4","11","0","104011","1","ふふ…ふふふふふ…\nああ、これが悟り…！","1","0","5146066"
"66127","","","93","","3","","","","","5146066"
"66128","","","32","","19","","1","","","5146066"
"66129","","0","23","","se_10055900","","se_10055900_satori","","","5146066"
"66130","","","93","","0.5","","","","","5146066"
"66131","0.2","0","3","0","104011","","aoi_satori_mid","1","aoi_satori_loop","5146066"
"66132","0.2","0","3","0","99","","aoi_satori_mid","1","aoi_satori_loop","5146066"
"66133","","","93","","4","","0","","","5146066"
"66134","","","92","","","","","","","5146066"
"66135","","","101","","66136","","","","","5146066"
"66136","","","22","","0","","0.2","","","5146066"
"67001","1.8","106","1","0","1","idle_normal","106611","-288","-385","5146067"
"67002","1.8","107","5","0","3","idle_normal","1066","-288","-385","5146067"
"67003","1.8","103","1","0","1","idle_normal","106511","-278","-225","5146067"
"67004","1.8","104","5","0","2","idle_normal","1065","-278","-225","5146067"
"67005","1.8","100","1","1","1","idle_normal","131011","-278","290","5146067"
"67006","","","13","","106611","","206","","","5146067"
"67007","","","13","","106511","","203","","","5146067"
"67008","","","13","","131011","","200","","","5146067"
"67009","0.85","15","5","0","9","idle","9","-174","0","5146067"
"67010","1","210","5","0","20","empty","201","71","-292","5146067"
"67011","1","210","5","0","20","empty","202","71","-61","5146067"
"67012","1","210","5","0","22","empty","22","-43","126","5146067"
"67013","1","60","5","0","21","empty","21","94","0","5146067"
"67014","1","0","31","","1","","1","1","0","5146067"
"67015","0","0","31","","2","","2","1","-57.7","5146067"
"67016","0","0","31","","10","","10","1","0","5146067"
"67017","1","0","31","","20","","20","1","0","5146067"
"67018","","","36","","20","","106611","","","5146067"
"67019","","","36","","20","","106511","","","5146067"
"67020","","","36","","20","","201","","","5146067"
"67021","","","36","","20","","202","","","5146067"
"67022","","","36","","20","","22","","","5146067"
"67023","","","91","","0","","0","","","5146067"
"67024","","0","102","","0","","0","","","5146067"
"67025","","","93","","1","","0","","","5146067"
"67026","0.2","1","3","","106511","","talk_normal_noface","","","5146067"
"67027","0.2","1","3","","1065","","talk_normal_kaya","","","5146067"
"67028","","0","21","","vo_apg","","vo_apg_0701","","0","5146067"
"67029","0","10","11","0","106511","0","イノリー\n次はこれ乗ってみようぜ","1","1","5146067"
"67030","","","91","","0","","","","","5146067"
"67031","0.2","1","3","","106511","","idle_normal_look","","","5146067"
"67032","0.2","1","3","","1065","","idle_normal_look","","","5146067"
"67033","0.2","0","3","0","106611","","cool_in_sad","1","cool_talk_sad","5146067"
"67034","0.2","0","3","0","1066","","cool_in_sad","1","cool_talk_sad","5146067"
"67035","","0","21","","vo_apg","","vo_apg_0702","","0","5146067"
"67036","0","10","11","0","106611","0","コーヒーカップぅ～？\nなんかガキっぽすぎやしないですかね？","1","1","5146067"
"67037","","","91","","0","","","","","5146067"
"67038","0.2","1","3","","106611","","cool_idle","","","5146067"
"67039","0.2","1","3","","1066","","cool_idle","","","5146067"
"67040","0.2","1","3","","106511","","idle_normal","","","5146067"
"67041","0.2","1","3","","1065","","idle_normal","","","5146067"
"67042","0.2","1","3","","131011","","joy_talk_normal","","","5146067"
"67043","","0","21","","vo_apg","","vo_apg_0703","","0","5146067"
"67044","0","10","11","0","131011","0","このアトラクション、大人気どすえ♪\n最高回転記録を出すために\nみなはんシノギを削ってはるんや♪","1","1","5146067"
"67045","","","91","","0","","","","","5146067"
"67046","0.2","1","3","","131011","","idle_normal","","","5146067"
"67047","0.2","0","3","0","106511","","doya_in_normal","1","doya_talk_normal","5146067"
"67048","0.2","0","3","0","1065","","doya_in_normal","1","doya_talk_normal","5146067"
"67049","","0","21","","vo_apg","","vo_apg_0704","","0","5146067"
"67050","0","10","11","0","106511","0","へえ、それじゃ最高回転記録っての、\n塗り替えてやろうじゃねえか。\nマホさん、ちゃんと数えといてくれよ！","1","1","5146067"
"67051","","","91","","0","","","","","5146067"
"67052","0.2","1","3","","106511","","doya_idle_normal","","","5146067"
"67053","0.2","1","3","","1065","","doya_idle_normal","","","5146067"
"67054","0.2","1","3","","131011","","wish_talk_joy","","","5146067"
"67055","","0","21","","vo_apg","","vo_apg_0705","","0","5146067"
"67056","0","10","11","0","131011","0","は～い♪\nまかしておくれやす～","1","1","5146067"
"67057","","","91","","0","","","","","5146067"
"67058","","","22","","0","","0","","","5146067"
"67059","0.4","0","3","0.1","131011","","hello","1","idle_normal","5146067"
"67060","0.4","1","3","","106611","","walk_yareyare","","","5146067"
"67061","0.4","1","3","","1066","","walk_yareyare","","","5146067"
"67062","0.2","1","3","","106511","","walk_kyapi","","","5146067"
"67063","0.2","1","3","","1065","","walk_kyapi","","","5146067"
"67064","","-288","2","","106611","","-194","0","2","5146067"
"67065","","-288","2","","1066","","-194","0","2","5146067"
"67066","","-278","2","","106511","","-34","0","2","5146067"
"67067","","-278","2","","1065","","-34","0","2","5146067"
"67068","","","93","","1","","0","","","5146067"
"67069","","","32","","2","","1","","","5146067"
"67070","","","93","","1.5","","0","","","5146067"
"67071","","1","23","","se_10055900","","se_10055900_coffee_01","","","5146067"
"67072","","-331","2","","106611","","-126","0","0","5146067"
"67073","","-331","2","","1066","","-126","0","0","5146067"
"67074","","-331","2","","106511","","126","0","0","5146067"
"67075","","-331","2","","1065","","126","0","0","5146067"
"67076","","","37","","20","","scale15","","","5146067"
"67077","","0","21","","vo_apg","","vo_apg_0706","","0","5146067"
"67078","0","0","3","","22","","0706_in","","","5146067"
"67079","","","93","","3","","1","","","5146067"
"67080","0","0","3","","22","","0706_mid","","","5146067"
"67081","","","92","","","","","","","5146067"
"67082","0","0","3","","22","","0706_out","","","5146067"
"67083","","","93","","0.2","","0","","","5146067"
"67084","","-43","2","","22","","-126","0","0","5146067"
"67085","","0","21","","vo_apg","","vo_apg_0707","","0","5146067"
"67086","0","0","3","","22","","0707_in","","","5146067"
"67087","","","93","","3.7","","1","","","5146067"
"67088","0","0","3","","22","","0707_mid","","","5146067"
"67089","","","92","","","","","","","5146067"
"67090","0","0","3","","22","","0707_out","","","5146067"
"67091","","","93","","0.2","","0","","","5146067"
"67092","","","93","","0.1","","0","","","5146067"
"67093","","","32","","10","","1","","","5146067"
"67094","","","37","","10","","horizontal","","","5146067"
"67095","","","24","","se_10055900_coffee_01","","0.3","","","5146067"
"67096","","1","23","","se_10055900","","se_10055900_coffee_02","","","5146067"
"67097","","-12","2","","202","","179","0","0","5146067"
"67098","","","37","","20","","scale1","","","5146067"
"67099","","0.5","122","","30","","30","","","5146067"
"67100","","0","21","","vo_apg","","vo_apg_0708","","0","5146067"
"67101","0","0","3","","202","","0708_in","","","5146067"
"67102","","","93","","1.8","","1","","","5146067"
"67103","0","0","3","","202","","0708_mid","","","5146067"
"67104","","","92","","","","","","","5146067"
"67105","0","0","3","","202","","0708_out","","","5146067"
"67106","","","93","","0.2","","0","","","5146067"
"67107","","71","2","","201","","-237","0","0","5146067"
"67108","","","37","","20","","scale15","","","5146067"
"67109","","0","21","","vo_apg","","vo_apg_0709","","0","5146067"
"67110","0","0","3","","22","","0709_in","","","5146067"
"67111","","","93","","2.3","","1","","","5146067"
"67112","0","0","3","","22","","0709_mid","","","5146067"
"67113","","","92","","","","","","","5146067"
"67114","0","0","3","","22","","0709_out","","","5146067"
"67115","","","93","","0.2","","0","","","5146067"
"67116","","","93","","0.1","","0","","","5146067"
"67117","","","37","","20","","scale1","","","5146067"
"67118","","-12","2","","202","","0","0","0","5146067"
"67119","","0.5","122","","30","","30","","","5146067"
"67120","","0","21","","vo_apg","","vo_apg_0710","","0","5146067"
"67121","0","0","3","","202","","0710_in","","","5146067"
"67122","","","93","","2.2","","1","","","5146067"
"67123","0","0","3","","202","","0710_mid","","","5146067"
"67124","","","92","","","","","","","5146067"
"67125","0","0","3","","202","","0710_out","","","5146067"
"67126","","","93","","0.2","","0","","","5146067"
"67127","","","22","","0","","0","","","5146067"
"67128","0","0","3","","202","","empty","","","5146067"
"67129","","","32","","10","","0","","","5146067"
"67130","","","93","","1","","0","","","5146067"
"67131","","","24","","se_10055900_coffee_02","","0.5","","","5146067"
"67132","0","1","3","","131011","","see_guru","","","5146067"
"67133","0.2","1","3","","106611","","empty","","","5146067"
"67134","0.2","1","3","","1066","","empty","","","5146067"
"67135","","-195","2","","106611","","-104","0","0","5146067"
"67136","","-195","2","","1066","","-104","0","0","5146067"
"67137","","","37","","2","","iris_out","","","5146067"
"67138","","-278","2","","106511","","-129","0","0","5146067"
"67139","","-278","2","","1065","","-129","0","0","5146067"
"67140","0.2","1","3","","106511","","walk_normal_doya","","","5146067"
"67141","0.2","1","3","","1065","","walk_normal_doya","","","5146067"
"67142","","-278","2","","106511","","-290","0","2","5146067"
"67143","","-278","2","","1065","","-290","0","2","5146067"
"67144","","21","2","","202","","-290","0","0","5146067"
"67145","","","4","","106511","","1","","","5146067"
"67146","","","4","","1065","","1","","","5146067"
"67147","","","93","","2","","0","","","5146067"
"67148","","","4","","106511","","0","","","5146067"
"67149","","","4","","1065","","0","","","5146067"
"67150","0.2","1","3","","106511","","cool_idle_doya","","","5146067"
"67151","0.2","1","3","","1065","","cool_idle_doya","0","","5146067"
"67152","","","93","","0.2","","0","","","5146067"
"67153","0.2","0","3","0","106511","","cool_in_nobi","1","cool_talk_dere","5146067"
"67154","0.2","0","3","0","1065","","cool_in_nobi","1","cool_talk_dere","5146067"
"67155","","0","21","","vo_apg","","vo_apg_0711","","0","5146067"
"67156","0","10","11","0","106511","0","ふう…全力で回してやったぜ…\nで、何回だった？","1","1","5146067"
"67157","","","91","","0","","","","","5146067"
"67158","0.2","1","3","","106511","","cool_idle_doya","","","5146067"
"67159","0.2","1","3","","1065","","cool_idle_doya","","","5146067"
"67160","","0","21","","vo_apg","","vo_apg_0712","","0","5146067"
"67161","0","10","11","0","131011","0","くるくるくる～\n見てるこっちも目が回ってもうて\n分からへんかったわ～","1","1","5146067"
"67162","","","91","","0","","","","","5146067"
"67163","0.5","0","3","0","131011","","maho_idle_normal_in","1","idle_normal_shy","5146067"
"67164","0.2","0","3","0.3","106511","","cool_talk_surprise","1","surprise_talk_search","5146067"
"67165","0.2","0","3","0.3","1065","","cool_talk_surprise","1","surprise_talk_search","5146067"
"67166","","0","21","","vo_apg","","vo_apg_0713","","0","5146067"
"67167","0","10","11","0","106511","0","そっか…\nなーイノリ、お前数えて…あれ？\nそういやぁイノリはどこだ？","1","1","5146067"
"67168","","","91","","0","","","","","5146067"
"67169","0.3","1","3","","106511","","surprise_idle_talk1R","","","5146067"
"67170","0.3","1","3","","1065","","surprise_idle_talk1R","","","5146067"
"67171","0.2","1","3","","131011","","sad_talk","","","5146067"
"67172","","0","21","","vo_apg","","vo_apg_0714","","0","5146067"
"67173","0","10","11","0","131011","0","イノリはんなら、\n吹き飛ばされてあそこに…","1","1","5146067"
"67174","","","91","","0","","","","","5146067"
"67175","0.2","1","3","","131011","","sad_idle_lookup","","","5146067"
"67176","0.2","1","3","","106511","","surprise_idle_noface_lookup","","","5146067"
"67177","0.2","1","3","","1065","","surprise_idle_kaya_lookup","","","5146067"
"67178","0","0","3","0","21","","coffee_1_in","1","coffee_1_loop","5146067"
"67179","","0","23","","se_10055900","","se_10055900_photo","","","5146067"
"67180","","","93","","0.5","","0","","","5146067"
"67181","","0","2","","201","","0","0","0","5146067"
"67182","","0","21","","vo_apg","","vo_apg_0715","","0","5146067"
"67183","0","10","11","0","106611","0","うう…もう、ダメです…\nカヤぴぃの…脳筋、回転、バカ…\nガクッ！","1","1","5146067"
"67184","","","91","","0","","","","","5146067"
"67185","0","0","3","","21","","coffee_1_out","","","5146067"
"67186","","0","23","","se_10055900","","se_10055900_down","","","5146067"
"67187","","","93","","0.7","","0","","","5146067"
"67188","0.2","1","3","","131011","","sad_idle_sad2_lookup","","","5146067"
"67189","0.2","0","3","0","106511","","surprise3_in_lookup","1","surprise3_loop_lookup","5146067"
"67190","0.2","0","3","0","1065","","surprise3_in_lookup","1","surprise3_loop_lookup","5146067"
"67191","","0","21","","vo_apg","","vo_apg_0716","","0","5146067"
"67192","","0.5","122","","30","","30","","","5146067"
"67193","0","0","3","","202","","0716_in","","","5146067"
"67194","","","93","","1.2","","1","","","5146067"
"67195","0","0","3","","202","","0716_mid","","","5146067"
"67196","","","92","","","","","","","5146067"
"67197","0","0","3","","202","","0716_out","","","5146067"
"67198","","","91","","0","","","","","5146067"
"67199","","","101","","67200","","","","","5146067"
"67200","","","22","","0","","0.2","","","5146067"
"68001","1.8","106","1","0","1","idle_normal_eating_noface","105811","-288","-385","5146068"
"68002","1.8","107","5","0","6","idle_normal_eating_peko","1058","-288","-385","5146068"
"68003","1.8","100","1","0","1","idle_normal","106011","-278","-225","5146068"
"68004","1.8","101","5","0","4","idle_normal","1060","-278","-225","5146068"
"68005","1.8","103","1","1","1","idle_normal_noface","130911","-278","225","5146068"
"68006","1.8","104","5","1","1","idle_normal_kururu","97","-278","225","5146068"
"68007","","","13","","105811","","206","","","5146068"
"68008","","","13","","106011","","200","","","5146068"
"68009","","","13","","130911","","203","","","5146068"
"68010","0.85","15","5","0","9","idle","9","-174","0","5146068"
"68011","1","210","5","0","20","empty","20","71","-132","5146068"
"68012","1","60","5","0","21","empty","21","153","0","5146068"
"68013","1","0","31","","1","","1","1","0","5146068"
"68014","","","91","","0","","0","","","5146068"
"68015","","0","102","","0","","0","","","5146068"
"68016","","","93","","1","","0","","","5146068"
"68017","0.2","0","3","0","130911","","kururu_guid_in","1","kururu_guid_talk","5146068"
"68018","0.2","0","3","0","97","","kururu_guid_in","1","kururu_guid_talk","5146068"
"68019","","0","21","","vo_apg","","vo_apg_0801","","0","5146068"
"68020","0","10","11","0","130911","0","こちらはコーヒーカップです♪\n真ん中のハンドルを回すと\nカップがくるくると…","1","1","5146068"
"68021","","","91","","0","","","","","5146068"
"68022","0.2","1","3","","130911","","kururu_guid_idle","","","5146068"
"68023","0.2","1","3","","97","","kururu_guid_idle","","","5146068"
"68024","0","0","3","0","21","","coffee_3_in","1","coffee_3_loop","5146068"
"68025","","0","23","","se_10055900","","se_10055900_photo","","","5146068"
"68026","0.2","0","3","0","105811","","peko_notice_in","1","peko_notice_idle","5146068"
"68027","0.2","0","3","0","1058","","peko_notice_in","1","peko_notice_idle","5146068"
"68028","0.2","1","3","","106011","","cool_talk_surprise_lookup","","","5146068"
"68029","0.2","1","3","","1060","","cool_talk_surprise_lookup","","","5146068"
"68030","","0","21","","vo_apg","","vo_apg_0802","","0","5146068"
"68031","0","10","11","0","106011","0","真ん中にハンドルなんかないけど？","1","1","5146068"
"68032","","","91","","0","","","","","5146068"
"68033","0.2","1","3","","106011","","cool_idle_talkR","","","5146068"
"68034","0.2","1","3","","1060","","cool_idle_talkR","","","5146068"
"68035","0.2","0","3","0.2","130911","","hawawa_lookup","1","anger_talk_surprise2_lookup","5146068"
"68036","0.2","1","3","","97","","hawawa","","","5146068"
"68037","","0","21","","vo_apg","","vo_apg_0803","","0","5146068"
"68038","0","10","11","0","130911","0","ほえっ！？　そんなそんな…\nあ、ほんとにないですます！？\nどこいったんでしょ～っ！？","1","1","5146068"
"68039","","","91","","0","","","","","5146068"
"68040","0","0","3","","21","","coffee_3_out","","","5146068"
"68041","0.2","1","3","","130911","","anger_idle_sad","","","5146068"
"68042","0.2","1","3","","105811","","sad_idle_noface","","","5146068"
"68043","0.2","1","3","0","1058","","sad_idle_peko_in","1","sad_idle_peko_loop","5146068"
"68044","","0","21","","vo_apg","","vo_apg_0804","","0","5146068"
"68045","0","10","11","0","105811","0","…………","1","1","5146068"
"68046","","","91","","0","","","","","5146068"
"68047","","","4","","106011","","1","","","5146068"
"68048","","","4","","1060","","1","","","5146068"
"68049","0.2","1","3","","130911","","idle_normal_surprise","","","5146068"
"68050","0.2","1","3","","106011","","shock_loop_doteyes","","","5146068"
"68051","0.2","1","3","","1060","","shock_loop_doteyes","","","5146068"
"68052","0.2","0","3","0","105811","","peko_bowbowbow_in","1","peko_bowbowbow_loop","5146068"
"68053","0.2","0","3","0","1058","","peko_bowbowbow_in","1","peko_bowbowbow_loop","5146068"
"68054","","0","21","","vo_apg","","vo_apg_0805","","0","5146068"
"68055","0","10","11","0","105811","0","すみません～っ！！","1","1","5146068"
"68056","","","91","","0","","","","","5146068"
"68057","0.2","1","3","","106011","","anger_talk_shy","","","5146068"
"68058","0.2","1","3","","1060","","anger_talk_shy","","","5146068"
"68059","","0","21","","vo_apg","","vo_apg_0806","","0","5146068"
"68060","0","10","11","0","106011","0","あんた食べたの！？\n何やってんのよ～！？","1","1","5146068"
"68061","","","91","","0","","","","","5146068"
"68062","0.2","1","3","","106011","","anger_idle_shy","","","5146068"
"68063","0.2","1","3","","1060","","anger_idle_shy","","","5146068"
"68064","0.2","0","3","0","105811","","tahaha_in","1","tahaha_talk","5146068"
"68065","0.2","0","3","0","1058","","tahaha_in","1","tahaha_talk","5146068"
"68066","","0","21","","vo_apg","","vo_apg_0807","","0","5146068"
"68067","0","10","11","0","105811","0","まさかハンドルなんて思わなくって…\n軽食にドーナツを用意して\nいただいてると思って、\nおいしくいただいちゃいましたぁ…","1","1","5146068"
"68068","","","91","","0","","","","","5146068"
"68069","0.2","1","3","","105811","","tahaha_idle","","","5146068"
"68070","0.2","1","3","","1058","","tahaha_idle","","","5146068"
