709ab31ad96c44ad4f33078e15c69892bb7c6ae2008adce2382f9f78d852bfb4,75b897c98b721894b0e6174a7c214762d8d5d0c14bcc19a1acc1865e17371796,c166b3b04841c4d9cc0f48364394cd0eb7f041d5da7de7f42d06fb3c8afed6ba,e9b071f23b99e6873b11117daf2bd3c28a5ca8ed1d84e91330fb5e33b639d823,3c667f2269d2972929ad54cef66b198901150a6dee68582e36ec2034f8c23c11,3781aefbf8f7844f157007cf1ff4e2b4c300cdd86aaa1d0980b64cea756ae2d8,c1f3d4ed2c183b4ca29fd2001296e063985a94c67e080bd2b7e87be7267daafd,c5a1f912046761f01c47961b2c008391a570d5859dab7faa8a9a4731fcfa2a25,06547bc27f146f77268bd34885031bebfe56949b50291d59af905a478f99acb5,1dceb52d2b23be1e3f63b3efa624dd529127c635053379f3848610ec9d45898e,0502e6a6175c6ba9d4596daf37d913f4ad6c1513a45f50f794bd2fbe9fda9224
"","","-335","111","2","17812","","","0","-360","17812013"
"","","-190","113","2","17812","","","0","-335","17812014"
"","","190","114","2","17812","","","0","-335","17812015"
"","","350","115","2","17812","","","0","-360","17812016"
"","","0","27","32","17812","","","","","17812017"
"","","1","30","32","17812","","","","","17812018"
"","","0","15","32","17812","","","","","17812019"
"1","0.2","wac_talk_arm_crossed_in","103711","3","17812","","","wac_talk_arm_crossed_loop","0","17812020"
"","","vo_wac_220811_000","vo_wac_220811","21","17812","","","0","0","17812021"
"1","0","これで担当分はおしまいかな？\n剣術も芸術も、雑念を振り払い、\n一意専心に取り組むのが\nうまくいくコツな気がするよ。","103711","11","17812","0.5","0","1","10","17812022"
"","","","0","91","17812","","","","","17812023"
"1","0.2","wac_idle_arm_crossed","103711","3","17812","","","","1","17812024"
"1","0.2","wac_talk_sad_in_L","104711","3","17812","","","wac_talk_sad_loop_L","0","17812025"
"","","vo_wac_220811_001","vo_wac_220811","21","17812","","","0","0","17812026"
"1","0","トモちゃんは真面目だね。\n私は絵の具が鎧にはねたら\nどうしようって、そればかり\n考えていたよ。","104711","11","17812","0.5","0","1","10","17812027"
"","","","0","91","17812","","","","","17812028"
"1","0.2","wac_idle_sad_L","104711","3","17812","","","","1","17812029"
"1","0.2","wac_talk_smile_in","100511","3","17812","","","wac_talk_smile_loop","0","17812030"
"","","vo_wac_220811_002","vo_wac_220811","21","17812","","","0","0","17812031"
"1","0","自分は、トラタイガーの\nことを考えながら描いてたッス！\n正義のヒーローへの憧れと情熱を、\nランドソルの壁に叩きつけたッス！","100511","11","17812","0.5","0","1","10","17812032"
"","","","0","91","17812","","","","","17812033"
"1","0.2","wac_idle_smile","100511","3","17812","","","","1","17812034"
"1","0.2","wac_talk_doya_in_L","107111","3","17812","","","wac_talk_doya_loop_L","0","17812035"
"","","vo_wac_220811_003","vo_wac_220811","21","17812","","","0","0","17812036"
"1","0","まったく、分かっていないな！\n芸術とは感性の爆発だ、勢い任せだ！\n宴の始まりに狂喜乱舞するかの如く、\n本能のまま描くのが最良なんだぞ☆","107111","11","17812","0.5","0","1","10","17812037"
"","","","0","91","17812","","","","","17812038"
"","","0","0","22","17812","","","","","17812039"
"","","","","111","17812","","","","","17812040"
"","0.2","wac_idle_doya_L","107111","3","17813","","","","1","17813001"
"","0.2","wac_idle_sad_L","104711","3","17813","","","","1","17813002"
"","0.2","wac_idle_doya","103711","3","17813","","","","1","17813003"
"","0.2","wac_idle_smile","100511","3","17813","","","","1","17813004"
"","0.2","wac_no_items","111","3","17813","","","","1","17813005"
"","0.2","wac_no_items","113","3","17813","","","","1","17813006"
"","0.2","wac_no_items","114","3","17813","","","","1","17813007"
"","0.2","wac_no_items","115","3","17813","","","","1","17813008"
"","","-335","107111","2","17813","","","0","-360","17813009"
"","","-190","104711","2","17813","","","0","-335","17813010"
"","","190","103711","2","17813","","","0","-335","17813011"
"","","350","100511","2","17813","","","0","-360","17813012"
"","","-335","111","2","17813","","","0","-360","17813013"
"","","-190","113","2","17813","","","0","-335","17813014"
"","","190","114","2","17813","","","0","-335","17813015"
"","","350","115","2","17813","","","0","-360","17813016"
"","","0","27","32","17813","","","","","17813017"
"","","1","30","32","17813","","","","","17813018"
"","","0","15","32","17813","","","","","17813019"
"","","","0","91","17813","","","","","17813020"
"-325","2","107111","1","1","17821","wac_default_bot_31","0","-167","204","17821001"
"-325","2","106111","1","1","17821","wac_default_51","0","230","202","17821002"
"-325","2","111","1","5","17821","wac_default_bot_34","0","-167","203","17821003"
"-325","2","113","1","5","17821","wac_default_bot_58","0","230","201","17821004"
"","","300","106111","13","17821","","","","","17821005"
"","","300","107111","13","17821","","","","","17821006"
"1","1","26","26","31","17821","","","0","0","17821007"
"1","0","30","30","31","17821","","","0","0","17821008"
"1","0","17","17","31","17821","","","0","0","17821009"
"1","1","501","501","31","17821","","","0","0","17821010"
"0","0.2","wac_paint_bot_31","107111","3","17821","","","","0","17821011"
"0","0.2","wac_paint_bot_34","111","3","17821","","","","0","17821012"
"0","0.2","wac_paint_bot_51","106111","3","17821","","","","0","17821013"
"0","0.2","wac_paint_bot_58","113","3","17821","","","","0","17821014"
"","","0","0","93","17821","","","","","17821015"
"","","1","17","32","17821","","","","","17821016"
"","","se_sys_login_birthday_calendar_smallbrush","se_common","23","17821","","","","0","17821017"
"","","","1","131","17821","","","","","17821018"
"","0","wac_idle_doya","106111","3","17822","","","","1","17822001"
"","0","wac_idle_smile_L","107111","3","17822","","","","1","17822002"
"","0","wac_no_items","111","3","17822","","","","1","17822003"
"","0","wac_no_items","113","3","17822","","","","1","17822004"
"","","190","106111","2","17822","","","0","-335","17822005"
"","","-190","107111","2","17822","","","0","-335","17822006"
"","","190","111","2","17822","","","0","-335","17822007"
"","","-190","113","2","17822","","","0","-335","17822008"
"","","0","26","32","17822","","","","","17822009"
"","","1","30","32","17822","","","","","17822010"
"","","0","17","32","17822","","","","","17822011"
"1","0.2","wac_talk_doya_in","106111","3","17822","","","wac_talk_doya_loop","0","17822012"
"","","vo_wac_220811_100","vo_wac_220811","21","17822","","","0","0","17822013"
"1","0","よし、できあがりだ！\nどうだ、大悪党にふさわしい、\nすごく悪そうな絵に仕上がっただろ？\n特にこのあたりとか！","106111","11","17822","0.5","0","1","10","17822014"
"","","","0","91","17822","","","","","17822015"
"1","0.2","wac_idle_doya","106111","3","17822","","","","1","17822016"
"1","0.2","wac_talk_smile_in_L","107111","3","17822","","","wac_talk_smile_loop_L","0","17822017"
"","","vo_wac_220811_101","vo_wac_220811","21","17822","","","0","0","17822018"
"1","0","さっぱり分からん！\nだが、欲望の赴くままに描く様は\n確かに悪くなかったぞ？\nそれでこそ芸術というものだ♪","107111","11","17822","0.5","0","1","10","17822019"
"","","","0","91","17822","","","","","17822020"
"","","0","0","22","17822","","","","","17822021"
"","","","","111","17822","","","","","17822022"
"","0.2","wac_idle_doya","106111","3","17823","","","","1","17823001"
"","0.2","wac_idle_smile_L","107111","3","17823","","","","1","17823002"
"","0.2","wac_no_items","111","3","17823","","","","1","17823003"
"","0.2","wac_no_items","113","3","17823","","","","1","17823004"
"","","190","106111","2","17823","","","0","-335","17823005"
"","","-190","107111","2","17823","","","0","-335","17823006"
"","","190","111","2","17823","","","0","-335","17823007"
"","","-190","113","2","17823","","","0","-335","17823008"
"","","0","26","32","17823","","","","","17823009"
"","","1","30","32","17823","","","","","17823010"
"","","0","17","32","17823","","","","","17823011"
"","","","0","91","17823","","","","","17823012"
"-213","2","102011","1","1","17911","wac_default_01","0","-108","202","17911001"
"-213","2","111","1","5","17911","wac_default_02","0","-108","201","17911002"
"1","1","21","21","31","17911","","","0","0","17911003"
"1","0","54","54","31","17911","","","0","0","17911004"
"1","0","11","11","31","17911","","","0","0","17911005"
"1","1","501","501","31","17911","","","0","0","17911006"
"0","0.2","wac_paint_01","102011","3","17911","","","","0","17911007"
"0","0.2","wac_paint_02","111","3","17911","","","","0","17911008"
"","","0","0","93","17911","","","","","17911009"
"","","1","11","32","17911","","","","","17911010"
"","","se_10035700_brush","se_10035700","23","17911","","","","0","17911011"
"","","300","102011","13","17911","","","","","17911012"
"","","","1","131","17911","","","","","17911013"
"1","0.2","wac_talk_sad_in","102011","3","17912","","","wac_talk_sad_loop","0","17912001"
"","0.2","wac_no_items","111","3","17912","","","","1","17912002"
"","","200","102011","2","17912","","","0","-340","17912003"
"","","200","111","2","17912","","","0","-340","17912004"
"","","0","21","32","17912","","","","","17912005"
"","","1","54","32","17912","","","","","17912006"
"","","0","11","32","17912","","","","","17912007"
"","","vo_wac_220812_000","vo_wac_220812","21","17912","","","0","0","17912008"
"1","0","うんしょ……おわった～♪\nミミはちいさいから、\n高いところのお絵描きは、\nちょっと大変かも……","102011","11","17912","0.5","0","1","10","17912009"
"","","","0","91","17912","","","","","17912010"
"1","0.2","wac_talk_wish_in","102011","3","17912","","","wac_talk_wish_loop","0","17912011"
"","","vo_wac_220812_001","vo_wac_220812","21","17912","","","0","0","17912012"
"1","0","はやく大人になりたいなぁ。\nそれでもっとおおきくなったら、\nお絵描きも楽ちんになりそう♪","102011","11","17912","0.5","0","1","10","17912013"
"","","","0","91","17912","","","","","17912014"
"","","0","0","22","17912","","","","","17912015"
"","0.2","wac_idle_wish","102011","3","17913","","","","1","17913001"
"","0.2","wac_no_items","111","3","17913","","","","1","17913002"
"","","200","102011","2","17913","","","0","-340","17913003"
"","","200","111","2","17913","","","0","-340","17913004"
"","","0","21","32","17913","","","","","17913005"
"","","1","54","32","17913","","","","","17913006"
"","","0","11","32","17913","","","","","17913007"
"","","","0","91","17913","","","","","17913008"
"-212.75","2","103611","1","1","18011","wac_default_01","0","-108","202","18011001"
"-212.75","2","111","1","5","18011","wac_default_02","0","-108","201","18011002"
"1","1","21","21","31","18011","","","0","0","18011003"
"1","0","30","30","31","18011","","","0","0","18011004"
"1","0","11","11","31","18011","","","0","0","18011005"
"1","0","14","14","31","18011","","","0","0","18011006"
"1","0","18","18","31","18011","","","0","0","18011007"
"1","1","501","501","31","18011","","","0","0","18011008"
"0","0.2","wac_paint_01","103611","3","18011","","","","0","18011009"
"0","0.2","wac_paint_02","111","3","18011","","","","0","18011010"
"","","0","0","93","18011","","","","","18011011"
"","","1","11","32","18011","","","","","18011012"
"","","se_10035700_brush","se_10035700","23","18011","","","","0","18011013"
"","","300","103611","13","18011","","","","","18011014"
"","","","1","131","18011","","","","","18011015"
"1","0.2","wac_talk_sad_in","103611","3","18012","","","wac_talk_sad_loop","0","18012001"
"","0.2","wac_no_items","111","3","18012","","","","1","18012002"
"","","415","103611","2","18012","","","0","-340","18012003"
"","","415","111","2","18012","","","0","-340","18012004"
"","","0","21","32","18012","","","","","18012005"
"","","1","30","32","18012","","","","","18012006"
"","","0","11","32","18012","","","","","18012007"
"","","1","14","32","18012","","","","","18012008"
"","","1","18","32","18012","","","","","18012009"
"","","0","1.8","93","18012","","","","","18012010"
"","","vo_wac_220813_000","vo_wac_220813","21","18012","","","0","0","18012011"
"1","0","うーん、ちょっとおかしいような。\nこれって、ちゃんと描けてますか？\n大事なお仕事だから、間違いが\nないようにしないと！","103611","11","18012","0.5","0","1","10","18012012"
"","","","0","91","18012","","","","","18012013"
"0","0.2","wac_talk_sad_loop_shy","103611","3","18012","","","","1","18012014"
"","","vo_wac_220813_001","vo_wac_220813","21","18012","","","0","0","18012015"
"1","0","心配しなくても、ちゃんと描けてる？\nだったら、いいです。\n……確認してくれて、\nありがとうございました。","103611","11","18012","0.5","0","1","10","18012016"
"","","","0","91","18012","","","","","18012017"
"","","0","0","22","18012","","","","","18012018"
"","0.2","wac_idle_sad_shy","103611","3","18013","","","","1","18013001"
"","0.2","wac_no_items","111","3","18013","","","","1","18013002"
"","","415","103611","2","18013","","","0","-340","18013003"
"","","415","111","2","18013","","","0","-340","18013004"
"","","0","21","32","18013","","","","","18013005"
"","","1","30","32","18013","","","","","18013006"
"","","0","11","32","18013","","","","","18013007"
"","","0","14","32","18013","","","","","18013008"
"","","1","18","32","18013","","","","","18013009"
"","","","0","91","18013","","","","","18013010"
"-205","2","101611","1","1","18111","wac_default_31","0","-167","202","18111001"
"-350","2","105011","1","1","18111","wac_default_bot_41","0","-64","254","18111002"
"-325","2","101811","1","1","18111","wac_default_51","0","230","252","18111003"
"-205","2","111","1","5","18111","wac_default_31","0","-167","201","18111004"
"-350","2","112","1","5","18111","wac_default_48","0","-64","253","18111005"
"-325","2","113","1","5","18111","wac_default_bot_52","0","230","251","18111006"
"","","300","101811","13","18111","","","","","18111007"
"","","300","101611","13","18111","","","","","18111008"
"","","300","105011","13","18111","","","","","18111009"
"1","1","25","25","31","18111","","","0","0","18111010"
"1","0","30","30","31","18111","","","0","0","18111011"
"1","0","15","15","31","18111","","","0","0","18111012"
"1","1","501","501","31","18111","","","0","0","18111013"
"0","0.2","wac_paint_31","101611","3","18111","","","","0","18111014"
"0","0.2","wac_paint_31","111","3","18111","","","","0","18111015"
"0","0.2","wac_paint_bot_41","105011","3","18111","","","","0","18111016"
"0","0.2","wac_paint_48","112","3","18111","","","","0","18111017"
"0","0.2","wac_paint_bot_51","101811","3","18111","","","","0","18111018"
"0","0.2","wac_paint_bot_52","113","3","18111","","","","0","18111019"
"","","0","0","93","18111","","","","","18111020"
"","","1","15","32","18111","","","","","18111021"
"","","se_sys_login_birthday_calendar_smallbrush","se_common","23","18111","","","","0","18111022"
"","","","1","131","18111","","","","","18111023"
"","0","wac_idle_smile","101811","3","18112","","","","1","18112001"
"","0","wac_idle_sad_L","101611","3","18112","","","","1","18112002"
"","0","wac_idle_sad","105011","3","18112","","","","1","18112003"
"","0","wac_no_items","111","3","18112","","","","1","18112004"
"","0","wac_no_items","112","3","18112","","","","1","18112005"
"","0","wac_no_items","113","3","18112","","","","1","18112006"
"","","190","101811","2","18112","","","0","-335","18112007"
"","","-190","101611","2","18112","","","0","-360","18112008"
"","","350","105011","2","18112","","","0","-360","18112009"
"","","190","111","2","18112","","","0","-335","18112010"
"","","-190","112","2","18112","","","0","-360","18112011"
"","","350","113","2","18112","","","0","-360","18112012"
"","","0","25","32","18112","","","","","18112013"
"","","1","30","32","18112","","","","","18112014"
"","","0","15","32","18112","","","","","18112015"
"1","0.2","wac_talk_smile_in","101811","3","18112","","","wac_talk_smile_loop","0","18112016"
"","","vo_wac_220814_000","vo_wac_220814","21","18112","","","0","0","18112017"
"1","0","みんな、できたかしら？\nこれも立派な課外活動として、\nあとで採点する予定よ。\nだから、丁寧に仕上げてちょうだいね？","101811","11","18112","0.5","0","1","10","18112018"
"","","","0","91","18112","","","","","18112019"
"1","0.2","wac_idle_smile","101811","3","18112","","","","1","18112020"
"1","0.2","wac_talk_surprise_in_sad_L","101611","3","18112","","","wac_talk_surprise_loop_sad_L","0","18112021"
"","","vo_wac_220814_001","vo_wac_220814","21","18112","","","0","0","18112022"
"1","0","ええっ！？\nちゃんイオ、そういうのは\n最初に言ってもらわないと～！\nミサキっち、どう……？","101611","11","18112","0.5","0","1","10","18112023"
"","","","0","91","18112","","","","","18112024"
"1","0.2","wac_idle_surprise_sad_L","101611","3","18112","","","","1","18112025"
"","0.2","wac_talk_anger_shy","105011","3","18112","","","","1","18112026"
"","","vo_wac_220814_002","vo_wac_220814","21","18112","","","0","0","18112027"
"1","0","お、大人のレディは\n常にぬかりないものなのよ！\nでも、そのぉ……ちょっとだけ、\n見直しの時間が欲しいなぁ～って……","105011","11","18112","0.5","0","1","10","18112028"
"","","","0","91","18112","","","","","18112029"
"","","0","0","22","18112","","","","","18112030"
"","","","","111","18112","","","","","18112031"
"","0.2","wac_idle_smile","101811","3","18113","","","","1","18113001"
"","0.2","wac_idle_sad_L","101611","3","18113","","","","1","18113002"
"","0.2","wac_idle_sad_shy","105011","3","18113","","","","1","18113003"
"","0.2","wac_no_items","111","3","18113","","","","1","18113004"
"","0.2","wac_no_items","112","3","18113","","","","1","18113005"
"","0.2","wac_no_items","113","3","18113","","","","1","18113006"
"","","190","101811","2","18113","","","0","-335","18113007"
"","","-190","101611","2","18113","","","0","-360","18113008"
"","","350","105011","2","18113","","","0","-360","18113009"
"","","190","111","2","18113","","","0","-335","18113010"
"","","-190","112","2","18113","","","0","-360","18113011"
"","","350","113","2","18113","","","0","-360","18113012"
"","","0","25","32","18113","","","","","18113013"
"","","1","30","32","18113","","","","","18113014"
"","","0","15","32","18113","","","","","18113015"
"","","","0","91","18113","","","","","18113016"
"-213","2","105011","1","1","18211","wac_default_11","0","-108","202","18211001"
"-213","2","111","1","5","18211","wac_default_13","0","-108","201","18211002"
"1","1","21","21","31","18211","","","0","0","18211003"
"1","0","54","54","31","18211","","","0","0","18211004"
"1","0","11","11","31","18211","","","0","0","18211005"
"1","1","501","501","31","18211","","","0","0","18211006"
"0","0.2","wac_paint_11","105011","3","18211","","","","0","18211007"
"0","0.2","wac_paint_13","111","3","18211","","","","0","18211008"
"","","0","0.3","93","18211","","","","","18211009"
"","","1","11","32","18211","","","","","18211010"
"","","se_10035700_roller","se_10035700","23","18211","","","","0","18211011"
"","","300","105011","13","18211","","","","","18211012"
"","","","1","131","18211","","","","","18211013"
"1","0.2","wac_talk_doya_in","105011","3","18212","","","wac_talk_doya_loop","0","18212001"
"","0.2","wac_no_items","111","3","18212","","","","1","18212002"
"","","200","105011","2","18212","","","0","-340","18212003"
"","","200","111","2","18212","","","0","-340","18212004"
"","","0","21","32","18212","","","","","18212005"
"","","1","54","32","18212","","","","","18212006"
"","","0","11","32","18212","","","","","18212007"
"","","vo_wac_220815_000","vo_wac_220815","21","18212","","","0","0","18212008"
"1","0","今回は自信作よ！\n大人のレディにふさわしい、\nえーっと……そう、気品！\n気品にあふれてるでしょ？","105011","11","18212","0.5","0","1","10","18212009"
"","","","0","91","18212","","","","","18212010"
"","0.2","wac_talk_anger_shy","105011","3","18212","","","","1","18212011"
"","","vo_wac_220815_001","vo_wac_220815","21","18212","","","0","0","18212012"
"1","0","どの辺がって……全部よ！\nアタシが描いたんだから、\nとにかく大人っぽくなってるの！\nわかった？","105011","11","18212","0.5","0","1","10","18212013"
"","","","0","91","18212","","","","","18212014"
"","","0","0","22","18212","","","","","18212015"
"","0.2","wac_idle_sad_shy","105011","3","18213","","","","1","18213001"
"","0.2","wac_no_items","111","3","18213","","","","1","18213002"
"","","200","105011","2","18213","","","0","-340","18213003"
"","","200","111","2","18213","","","0","-340","18213004"
"","","0","21","32","18213","","","","","18213005"
"","","1","54","32","18213","","","","","18213006"
"","","0","11","32","18213","","","","","18213007"
"","","","0","91","18213","","","","","18213008"
"-213","2","101611","1","1","18311","wac_default_11","0","-108","202","18311001"
"-213","2","111","1","5","18311","wac_default_13","0","-108","201","18311002"
"1","1","21","21","31","18311","","","0","0","18311003"
"1","0","54","54","31","18311","","","0","0","18311004"
"1","0","11","11","31","18311","","","0","0","18311005"
"1","1","501","501","31","18311","","","0","0","18311006"
"0","0.2","wac_paint_11","101611","3","18311","","","","0","18311007"
"0","0.2","wac_paint_13","111","3","18311","","","","0","18311008"
"","","0","0.3","93","18311","","","","","18311009"
"","","1","11","32","18311","","","","","18311010"
"","","se_10035700_roller","se_10035700","23","18311","","","","0","18311011"
"","","300","101611","13","18311","","","","","18311012"
"","","","1","131","18311","","","","","18311013"
"1","0.2","wac_talk_kyapi_in","101611","3","18312","","","wac_talk_kyapi_loop","0","18312001"
"","0.2","wac_no_items","111","3","18312","","","","1","18312002"
"","","200","101611","2","18312","","","0","-340","18312003"
"","","200","111","2","18312","","","0","-340","18312004"
"","","0","21","32","18312","","","","","18312005"
"","","1","54","32","18312","","","","","18312006"
"","","0","11","32","18312","","","","","18312007"
"","","vo_wac_220816_000","vo_wac_220816","21","18312","","","0","0","18312008"
"1","0","できた～♪\nどうどう、ヒデサイ？\nおにヤバな感じに\n仕上がってるっしょ～？","101611","11","18312","0.5","0","1","10","18312009"
"","","","0","91","18312","","","","","18312010"
"","","vo_wac_220816_001","vo_wac_220816","21","18312","","","0","0","18312011"
"1","0","今度の撮影会は、\nこの壁をバックにしよっかな～？\nみんなの描いた絵の前でって、\nすごくエモくなりそうだし♪","101611","11","18312","0.5","0","1","10","18312012"
"","","","0","91","18312","","","","","18312013"
"","","0","0","22","18312","","","","","18312014"
"","0.2","wac_idle_kyapi","101611","3","18313","","","","1","18313001"
"","0.2","wac_no_items","111","3","18313","","","","1","18313002"
"","","200","101611","2","18313","","","0","-340","18313003"
"","","200","111","2","18313","","","0","-340","18313004"
"","","0","21","32","18313","","","","","18313005"
"","","1","54","32","18313","","","","","18313006"
"","","0","11","32","18313","","","","","18313007"
"","","","0","91","18313","","","","","18313008"
"-213","2","105611","1","1","18411","wac_default_01","0","-108","202","18411001"
"-213","2","111","1","5","18411","wac_default_03","0","-108","201","18411002"
"1","1","21","21","31","18411","","","0","0","18411003"
"1","0","54","54","31","18411","","","0","0","18411004"
"1","0","11","11","31","18411","","","0","0","18411005"
"1","1","501","501","31","18411","","","0","0","18411006"
"0","0.2","wac_paint_01","105611","3","18411","","","","0","18411007"
"0","0.2","wac_paint_03","111","3","18411","","","","0","18411008"
"","","0","0","93","18411","","","","","18411009"
"","","1","11","32","18411","","","","","18411010"
"","","se_10035700_brush","se_10035700","23","18411","","","","0","18411011"
"","","300","105611","13","18411","","","","","18411012"
"","","","1","131","18411","","","","","18411013"
"1","0.2","wac_talk_doya_in","105611","3","18412","","","wac_talk_doya_loop","0","18412001"
"","0.2","wac_no_items","111","3","18412","","","","1","18412002"
"","","200","105611","2","18412","","","0","-340","18412003"
"","","200","111","2","18412","","","0","-340","18412004"
"","","0","21","32","18412","","","","","18412005"
"","","1","54","32","18412","","","","","18412006"
"","","0","11","32","18412","","","","","18412007"
"","","vo_wac_220817_000","vo_wac_220817","21","18412","","","0","0","18412008"
"1","0","さて、こんなもんか。\nだんだん慣れてきたけど、\nやっぱり剣を振るのとは、\nだいぶ勝手が違うね。","105611","11","18412","0.5","0","1","10","18412009"
"","","","0","91","18412","","","","","18412010"
"","","vo_wac_220817_001","vo_wac_220817","21","18412","","","0","0","18412011"
"1","0","まぁ、のんびりやらせてもらうよ。\n一朝一夕に上達するもんでもないし。\n釣りでもなんでも、焦らずじっくり\nやった方がいい結果になるもんさ。","105611","11","18412","0.5","0","1","10","18412012"
"","","","0","91","18412","","","","","18412013"
"","","0","0","22","18412","","","","","18412014"
"","0.2","wac_idle_doya","105611","3","18413","","","","1","18413001"
"","0.2","wac_no_items","111","3","18413","","","","1","18413002"
"","","200","105611","2","18413","","","0","-340","18413003"
"","","200","111","2","18413","","","0","-340","18413004"
"","","0","21","32","18413","","","","","18413005"
"","","1","54","32","18413","","","","","18413006"
"","","0","11","32","18413","","","","","18413007"
"","","","0","91","18413","","","","","18413008"
"-213","2","105111","1","1","18511","wac_default_01","0","-108","202","18511001"
"-213","2","111","1","5","18511","wac_default_02","0","-108","201","18511002"
"1","1","21","21","31","18511","","","0","0","18511003"
"1","0","54","54","31","18511","","","0","0","18511004"
"1","0","11","11","31","18511","","","0","0","18511005"
"1","1","501","501","31","18511","","","0","0","18511006"
"0","0.2","wac_paint_01","105111","3","18511","","","","0","18511007"
"0","0.2","wac_paint_02","111","3","18511","","","","0","18511008"
"","","0","0","93","18511","","","","","18511009"
"","","1","11","32","18511","","","","","18511010"
"","","se_10035700_brush","se_10035700","23","18511","","","","0","18511011"
"","","300","105111","13","18511","","","","","18511012"
"","","","1","131","18511","","","","","18511013"
"1","0.2","wac_talk_doya_in","105111","3","18512","","","wac_talk_doya_loop","0","18512001"
"","0.2","wac_no_items","111","3","18512","","","","1","18512002"
"","","200","105111","2","18512","","","0","-340","18512003"
"","","200","111","2","18512","","","0","-340","18512004"
"","","0","21","32","18512","","","","","18512005"
"","","1","54","32","18512","","","","","18512006"
"","","0","11","32","18512","","","","","18512007"
"","","vo_wac_220818_000","vo_wac_220818","21","18512","","","0","0","18512008"
"1","0","どう、なかなかのものでしょ？\n医者っていうのはね、いろいろと\nスケッチをする機会もあるから\nこういうのも得意なの。","105111","11","18512","0.5","0","1","10","18512009"
"","","","0","91","18512","","","","","18512010"
"1","0.2","wac_talk_wish_in","105111","3","18512","","","wac_talk_wish_loop","0","18512011"
"","","vo_wac_220818_001","vo_wac_220818","21","18512","","","0","0","18512012"
"1","0","今度、君もスケッチさせてくれない？\nもちろん、隅から隅まで、全部よ。\n研究の参考になりそうだもの♪","105111","11","18512","0.5","0","1","10","18512013"
"","","","0","91","18512","","","","","18512014"
"","","0","0","22","18512","","","","","18512015"
"","0.2","wac_idle_wish","105111","3","18513","","","","1","18513001"
"","0.2","wac_no_items","111","3","18513","","","","1","18513002"
"","","200","105111","2","18513","","","0","-340","18513003"
"","","200","111","2","18513","","","0","-340","18513004"
"","","0","21","32","18513","","","","","18513005"
"","","1","54","32","18513","","","","","18513006"
"","","0","11","32","18513","","","","","18513007"
"","","","0","91","18513","","","","","18513008"
"-213","2","102711","1","1","18611","wac_default_11","0","-108","202","18611001"
"-213","2","111","1","5","18611","wac_default_13","0","-108","201","18611002"
"1","1","21","21","31","18611","","","0","0","18611003"
"1","0","54","54","31","18611","","","0","0","18611004"
"1","0","11","11","31","18611","","","0","0","18611005"
"1","1","501","501","31","18611","","","0","0","18611006"
"0","0.2","wac_paint_11","102711","3","18611","","","","0","18611007"
"0","0.2","wac_paint_13","111","3","18611","","","","0","18611008"
"","","0","0.3","93","18611","","","","","18611009"
"","","1","11","32","18611","","","","","18611010"
"","","se_10035700_roller","se_10035700","23","18611","","","","0","18611011"
"","","300","102711","13","18611","","","","","18611012"
"","","","1","131","18611","","","","","18611013"
"1","0.2","wac_talk_smile_in","102711","3","18612","","","wac_talk_smile_loop","0","18612001"
"","0.2","wac_no_items","111","3","18612","","","","1","18612002"
"","","200","102711","2","18612","","","0","-340","18612003"
"","","200","111","2","18612","","","0","-340","18612004"
"","","0","21","32","18612","","","","","18612005"
"","","1","54","32","18612","","","","","18612006"
"","","0","11","32","18612","","","","","18612007"
"","","vo_wac_220819_000","vo_wac_220819","21","18612","","","0","0","18612008"
"1","0","クスクス……\n芸術とは、その人の\n内面が反映されると\n言われますけれど。","102711","11","18612","0.5","0","1","10","18612009"
"","","","0","91","18612","","","","","18612010"
"1","0.2","wac_talk_wish_in","102711","3","18612","","","wac_talk_wish_loop","0","18612011"
"","","vo_wac_220819_001","vo_wac_220819","21","18612","","","0","0","18612012"
"1","0","改めて、それを実感できましたわ……\nあなた様への想いが、絵を通して\n壁からにじみ出ているかのようです。\nランドソルを覆わんばかりに……","102711","11","18612","0.5","0","1","10","18612013"
"","","","0","91","18612","","","","","18612014"
"","","0","0","22","18612","","","","","18612015"
"","0.2","wac_idle_wish","102711","3","18613","","","","1","18613001"
"","0.2","wac_no_items","111","3","18613","","","","1","18613002"
"","","200","102711","2","18613","","","0","-340","18613003"
"","","200","111","2","18613","","","0","-340","18613004"
"","","0","21","32","18613","","","","","18613005"
"","","1","54","32","18613","","","","","18613006"
"","","0","11","32","18613","","","","","18613007"
"","","","0","91","18613","","","","","18613008"
"-213","2","100911","1","1","18711","wac_default_01","0","-108","202","18711001"
"-213","2","111","1","5","18711","wac_default_03","0","-108","201","18711002"
"1","1","21","21","31","18711","","","0","0","18711003"
"1","0","54","54","31","18711","","","0","0","18711004"
"1","0","11","11","31","18711","","","0","0","18711005"
"1","1","501","501","31","18711","","","0","0","18711006"
"0","0.2","wac_paint_01","100911","3","18711","","","","0","18711007"
"0","0.2","wac_paint_03","111","3","18711","","","","0","18711008"
"","","0","0","93","18711","","","","","18711009"
"","","1","11","32","18711","","","","","18711010"
"","","se_10035700_brush","se_10035700","23","18711","","","","0","18711011"
"","","300","100911","13","18711","","","","","18711012"
"","","","1","131","18711","","","","","18711013"
"1","0.2","wac_talk_doya_in","100911","3","18712","","","wac_talk_doya_loop","0","18712001"
