836206b21bf76a63f5b25de424b5745385423a3bc4f10ab7503224226676791a,8b74c159ad6711be516c6ef388acb68d51953a3a6ca8761a7709cd313ef74149,8c3f862867bb794f60c2ec1c8875dda68f037c85cd7734a436f68428816a1557,9ab41e7d673f7528638be4b2291c471ceb9c6da402d107d06871b196eee4c606,f7b8e828a244a2dbd5ba3aac86973899cb67c3a54c12c825d9dc5ac51b98def4,c56525fd0a625f52ebd547e3f9d94bcf2bc4ddd5beb84b75da2dfa96eb9d247a,c39f5b7db52980e2617efed75f7710e73a848ef374ce08d92de7d29985762206,5159f6265bfecbbb3a6abd9f877aebff6af864ba3e05d64b5d36caeef890fe94,4334841b7ecbf41374f870a526cb8c393c88f2c2704ad824a691e0ae7f67946b,04c612161234482587567941de9c75f57cf421e57e603f06eba105031c8a09e8,421cba497868a5ecc98f118649774bd75cab69ebfd0f15b59d2cf3a50a648445
"3","","","1","0.3","107811","","","5152066","66083","cool_idle"
"3","","","1","0.3","113511","","","5152066","66084","sad_idle_normal"
"21","0","","0","","vo_rag","","","5152066","66085","vo_rag_1004"
"11","1","0","10","10","132111","5","0.5","5152066","66086","次は腕と脚の曲げ伸ばしですよ\nはりきっていきましょう"
"93","","","","","5","","","5152066","66087","0"
"91","0","","0","","66086","","","5152066","66088",""
"3","","","1","0.3","131911","","","5152066","66089","radio_stretch1_loop_surprise1"
"3","","","1","0.3","132111","","","5152066","66090","radio_stretch1_loop"
"3","","","1","0.3","4","","","5152066","66091","radio_stretch1_loop"
"93","0","","0","","0.1","","","5152066","66092",""
"3","","","1","0.3","107511","","","5152066","66093","radio_stretch1_loop"
"3","","","1","0.3","107611","","","5152066","66094","radio_stretch1_loop"
"3","","","1","0.3","126911","","","5152066","66095","radio_stretch1_loop"
"3","","","1","0.3","110311","","","5152066","66096","radio_stretch1_loop"
"3","","","1","0.3","107811","","","5152066","66097","radio_stretch1_loop"
"3","","","1","0.3","113511","","","5152066","66098","radio_stretch1_loop"
"93","0","","0","","2","","","5152066","66099",""
"21","0","","0","","vo_rag","","","5152066","66100","vo_rag_1005"
"11","1","0","10","-10","131911","5","0.5","5152066","66101","よいしょ、よいしょ……！"
"93","","","","","5","","","5152066","66102","0"
"91","0","","0","","66101","","","5152066","66103",""
"93","","","","","0.3","","","5152066","66104","0"
"3","","","1","0.3","131911","","","5152066","66105","radio_talk_normal"
"3","","","1","0.3","132111","","","5152066","66106","wish_idle_normal"
"3","","","1","0.3","4","","","5152066","66107","cool_idle"
"93","","","","","0.1","","","5152066","66108","0"
"3","","","1","0.3","107511","","","5152066","66109","idle_normal"
"3","","","1","0.3","107611","","","5152066","66110","wish_idle"
"3","","","1","0.3","126911","","","5152066","66111","wish_idle_normal"
"3","","","1","0.3","110311","","","5152066","66112","idle_normal"
"3","","","1","0.3","107811","","","5152066","66113","cool_idle"
"3","","","1","0.3","113511","","","5152066","66114","sad_idle_normal"
"21","0","","0","","vo_rag","","","5152066","66115","vo_rag_1006"
"11","1","0","10","-10","131911","5","0.5","5152066","66116","さあ、今度は横曲げの運動よ\n弾みをつけてやってね"
"93","","","","","4.3","","","5152066","66117","0"
"91","0","","0","","66116","","","5152066","66118",""
"3","","","1","0.2","131911","","","5152066","66119","radio_stretch2_loop"
"3","","","1","0.2","132111","","","5152066","66120","radio_stretch2_loop_normal2"
"3","","","1","0.2","4","","","5152066","66121","radio_stretch2_loop_talk2"
"93","0","","0","","0.2","","","5152066","66122",""
"3","","","1","0.2","107511","","","5152066","66123","radio_stretch2R_loop"
"3","","","1","0.2","107611","","","5152066","66124","radio_stretch2R_loop"
"3","","","1","0.2","126911","","","5152066","66125","radio_stretch2R_loop"
"3","","","1","0.2","110311","","","5152066","66126","radio_stretch2R_loop"
"3","","","1","0.2","107811","","","5152066","66127","radio_stretch2R_loop"
"3","","","1","0.2","113511","","","5152066","66128","radio_stretch2R_loop"
"93","0","","0","","1.5","","","5152066","66129",""
"11","1","0","20","-10","4","5","0","5152066","66130","ふっ、ふっ、ふっ……"
"93","","","","","0.2","","","5152066","66131","0"
"21","0","","0","","vo_rag","","","5152066","66132","vo_rag_1007"
"93","","","","","2.5","","","5152066","66133","0"
"91","0","","0","","66130","","","5152066","66134",""
"21","0","","0","","vo_rag","","","5152066","66135","vo_rag_1008"
"11","1","0","10","10","132111","5","0.5","5152066","66136","なんというキレのある動き……\nさすがです、姉様"
"93","","","","","4.5","","","5152066","66137","0"
"91","0","","0","","66136","","","5152066","66138",""
"93","","","","","0.5","","","5152066","66139","0"
"3","radio_victory_loop_normal2","1","0","0.2","131911","0","","5152066","66140","radio_victory_in_normal2"
"3","radio_victory_loop_normal2","1","0","0.2","132111","0","","5152066","66141","radio_victory_in_normal2"
"3","radio_victory_loop","1","0","0.2","4","0","","5152066","66142","radio_victory_in"
"3","","","1","0.2","107511","","","5152066","66143","idle_normal"
"3","","","1","0.2","107611","","","5152066","66144","wish_idle"
"3","","","1","0.2","126911","","","5152066","66145","wish_idle_normal"
"3","","","1","0.2","110311","","","5152066","66146","idle_normal"
"3","","","1","0.2","107811","","","5152066","66147","cool_idle"
"3","","","1","0.2","113511","","","5152066","66148","sad_idle_normal"
"21","0","","0","","vo_rag","","","5152066","66149","vo_rag_1009"
"11","1","0","10","-10","131911","5","0.5","5152066","66150","最後は両手を掲げて、びくとりー！"
"93","0","","0","","1.5","","","5152066","66151",""
"3","radio_victory_loop_normal2","1","0","0.2","107511","0","","5152066","66152","radio_victory_in_normal2"
"3","radio_victory_loop_normal2","1","0","0.2","107611","0","","5152066","66153","radio_victory_in_normal2"
"3","radio_victory_loop","1","0","0.2","126911","0","","5152066","66154","radio_victory_in"
"3","radio_victory_loop_normal2","1","0","0.2","110311","0","","5152066","66155","radio_victory_in_normal2"
"3","radio_victory_loop_normal2","1","0","0.2","107811","0","","5152066","66156","radio_victory_in_normal2"
"3","radio_victory_loop_normal2","1","0","0.2","113511","0","","5152066","66157","radio_victory_in_normal2"
"93","","","","","0.8","","","5152066","66158","0"
"3","radio_victory_idle","1","0","0.2","131911","0","","5152066","66159","radio_victory_out"
"93","","","","","1.8","","","5152066","66160","0"
"91","0","","0","","66150","","","5152066","66161",""
"3","radio_victory_idle","1","0","0.2","132111","0","","5152066","66162","radio_victory_out"
"3","radio_victory_idle_talk2","1","0","0.2","4","0","","5152066","66163","radio_victory_out_talk2"
"3","radio_victory_idle","1","0","0.2","107511","0","","5152066","66164","radio_victory_out"
"3","radio_victory_idle","1","0","0.2","107611","0","","5152066","66165","radio_victory_out"
"3","radio_victory_idle","1","0","0.2","126911","0","","5152066","66166","radio_victory_out"
"3","radio_victory_idle","1","0","0.2","110311","0","","5152066","66167","radio_victory_out"
"3","radio_victory_idle","1","0","0.2","107811","0","","5152066","66168","radio_victory_out"
"3","radio_victory_idle","1","0","0.2","113511","0","","5152066","66169","radio_victory_out"
"21","0","","0","","vo_rag","","","5152066","66170","vo_rag_1010"
"3","","0","","0","2","","","5152066","66171","0610_in"
"27","0.5","0","0.5","0","bgm_MC173B","1","","5152066","66172","bgm_MC173B"
"23","","","0","","se_10058300","","","5152066","66173","se_10058300_radio_finish"
"37","","","","","2","","","5152066","66174","finish"
"93","0","","0","","0.4","","","5152066","66175","1"
"3","","0","0","0","2","","","5152066","66176","0610_mid"
"92","0","","0","","","","","5152066","66177",""
"3","empty","0","0","0","2","0","","5152066","66178","0610_out"
"93","0","","0","","0.3","","","5152066","66179","0"
"3","pack_vic_idle","1","0","0.2","5","0","","5152066","66180","pack_vic_in"
"23","","","0","","se_10058300","","","5152066","66181","se_10058300_pack_appear"
"3","","","1","0.2","131911","","","5152066","66182","radio_victory_idle"
"93","0","","0","","0.1","","","5152066","66183",""
"3","","","1","0.2","132111","","","5152066","66184","radio_victory_idle"
"3","","","1","0.2","4","","","5152066","66185","radio_victory_idle_talk2"
"93","0","","0","","0.1","","","5152066","66186",""
"3","","","1","0.2","107511","","","5152066","66187","radio_victory_lookup2_idle"
"3","","","1","0.2","107611","","","5152066","66188","radio_victory_lookup_idle"
"3","","","1","0.2","126911","","","5152066","66189","radio_victory_lookup_idle"
"3","","","1","0.2","110311","","","5152066","66190","radio_victory_lookup2_idle"
"3","","","1","0.2","107811","","","5152066","66191","radio_victory_lookup2_idle"
"3","","","1","0.2","113511","","","5152066","66192","radio_victory_lookup_idle"
"93","0","","0","","0.3","","","5152066","66193",""
"21","0","","0","","vo_rag","","","5152066","66194","vo_rag_1011"
"11","1","1","10","0","5","5","0","5152066","66195","びくとりー！"
"91","0","","0","","0","","","5152066","66196",""
"23","","","0","","se_10058300","","","5152066","66197","se_10058300_emotion_laugh"
"32","","","","","17","","","5152066","66198","1"
"3","sad_idle_joy","1","0","0.2","131911","0","","5152066","66199","smile2_joy"
"3","","","1","0.2","132111","","","5152066","66200","wish_talk"
"3","doya_idle","1","0","0.2","4","0","","5152066","66201","doya_in_normal"
"3","handsup_loop","1","0","0.2","107511","0","","5152066","66202","handsup_in"
"3","","","1","0.2","107611","","","5152066","66203","wish_idle_dere"
"3","","","1","0.2","126911","","","5152066","66204","wish2_idle"
"3","","","1","0.2","110311","","","5152066","66205","joy_idle"
"3","cool_talk_dere2","1","0","0.2","107811","0","","5152066","66206","cool_in_dere2"
"3","","","1","0.2","113511","","","5152066","66207","wish_talk_joy_shy"
"93","","","","","2","","","5152066","66208",""
"32","","","","","4","","","5152066","66209","1"
"93","","","","","1","","","5152066","66210",""
"93","","","","","0.5","","","5152066","66211","0"
"101","","","","","66213","","","5152066","66212",""
"25","","","","","bgm_MC173B","","","5152066","66213","bgm_MC173B"
"22","","","","","0","","","5152066","66214","0"
"1","-60","-254","53","1.5","1","0","top_idle_normal","5152067","67001","107511"
"93","","","","","0.5","","","5152067","67002","0"
"101","","","","","67004","","","5152067","67003",""
"3","top_doya_talk","1","0","0.2","107511","0","","5152067","67004","top_doya_in"
"21","0","","0","","vo_rag","","","5152067","67005","vo_rag_0101"
"11","1","1","10","80","107511","-92","0","5152067","67006","どんな体操でも楽しむ準備は万全です。一緒にがんばりましょう！"
"93","","","","","3.7","","","5152067","67007","1"
"102","","","0","","0","","","5152067","67008","0"
"1","-60","-254","53","1.5","1","0","top_idle_normal","5152068","68001","107511"
"93","","","","","0.5","","","5152068","68002","0"
"101","","","","","68004","","","5152068","68003",""
"3","","","1","0.2","107511","","","5152068","68004","top_surprise3_loop"
"21","0","","0","","vo_rag","","","5152068","68005","vo_rag_0102"
"11","1","1","10","80","107511","-92","0","5152068","68006","体操した後に食べるごはん…これはもう絶対おいしいですよ☆"
"93","","","","","3.6","","","5152068","68007","1"
"102","","","0","","0","","","5152068","68008","0"
"1","-60","-254","53","1.5","1","0","top_idle_normal","5152069","69001","107611"
"93","","","","","0.5","","","5152069","69002","0"
"101","","","","","69004","","","5152069","69003",""
"3","","","1","0.2","107611","","","5152069","69004","top_sad_talk"
"21","0","","0","","vo_rag","","","5152069","69005","vo_rag_0201"
"11","1","1","10","80","107611","-92","0","5152069","69006","ここで習った体操のことは、必ずや主さまにお伝えいたします"
"93","","","","","3.3","","","5152069","69007","1"
"102","","","0","","0","","","5152069","69008","0"
"1","-60","-254","53","1.5","1","0","top_idle_normal","5152070","70001","107611"
"93","","","","","0.5","","","5152070","70002","0"
"101","","","","","70004","","","5152070","70003",""
"3","","","1","0.2","107611","","","5152070","70004","top_wish_talk_normal"
"21","0","","0","","vo_rag","","","5152070","70005","vo_rag_0202"
"11","1","1","10","80","107611","-92","0","5152070","70006","押されたスタンプは努力の証。大切な宝物となることでしょう"
"93","","","","","3.3","","","5152070","70007","1"
"102","","","0","","0","","","5152070","70008","0"
"1","-60","-254","53","1.5","1","0","top_idle_normal","5152071","71001","107811"
"93","","","","","0.5","","","5152071","71002","0"
"101","","","","","71004","","","5152071","71003",""
"3","top_cool_talk","1","0","0.2","107811","0","","5152071","71004","top_cool_in"
"21","0","","0","","vo_rag","","","5152071","71005","vo_rag_0301"
"11","1","1","10","80","107811","-92","0","5152071","71006","ほら、シャキッとしなさい。ダラダラやってるとケガするわよ"
"93","","","","","3.8","","","5152071","71007","1"
"102","","","0","","0","","","5152071","71008","0"
"1","-60","-254","53","1.5","1","0","top_idle_normal","5152072","72001","107811"
"93","","","","","0.5","","","5152072","72002","0"
"101","","","","","72004","","","5152072","72003",""
"3","top_armcrossed_talk_nervous","1","0","0.2","107811","0.2","","5152072","72004","top_armcrossed_talk_shy"
"21","0","","0","","vo_rag","","","5152072","72005","vo_rag_0302"
"11","1","1","10","80","107811","-92","0","5152072","72006","子どもじゃあるまいしスタンプでよろこんだりは…悪くないわね"
"93","","","","","3.2","","","5152072","72007","1"
"102","","","0","","0","","","5152072","72008","0"
"1","-60","-254","53","1.5","1","0","top_idle_normal","5152073","73001","131911"
"93","","","","","0.5","","","5152073","73002","0"
"101","","","","","73004","","","5152073","73003",""
"3","","","1","0.2","131911","","","5152073","73004","top_wish_talk_joy"
"21","0","","0","","vo_rag","","","5152073","73005","vo_rag_0401"
"11","1","1","10","80","131911","-92","0","5152073","73006","夏の海辺でラジーオタイソーができるなんて、すごーく楽しみ！"
"93","","","","","3.6","","","5152073","73007","1"
"102","","","0","","0","","","5152073","73008","0"
"1","-60","-254","53","1.5","1","0","top_idle_normal","5152074","74001","131911"
"93","","","","","0.5","","","5152074","74002","0"
"101","","","","","74004","","","5152074","74003",""
"3","","","1","0.2","131911","0","","5152074","74004","top_gutsB_talk"
"21","0","","0","","vo_rag","","","5152074","74005","vo_rag_0402"
"11","1","1","10","80","131911","-92","0","5152074","74006","みんなのタイソーも教えてもらえるのよ。しゃかりき頑張るわ！"
"93","","","","","3.6","","","5152074","74007","1"
"102","","","0","","0","","","5152074","74008","0"
"1","-10","-330","60","1.9","1","0","empty","5152075","75001","131911"
"5","-10","-330","61","1.9","1","0","empty","5152075","75002","1"
"1","-192","-315","58","1.9","1","0","empty","5152075","75003","132111"
"5","-192","-315","59","1.9","1","0","empty","5152075","75004","2"
"5","163","-312","57","1.9","4","0","empty","5152075","75005","4"
"1","-132","-165","54","1.75","1","0","empty","5152075","75006","107511"
"1","-292","-175","55","1.75","1","0","empty","5152075","75007","107811"
"1","-452","-190","56","1.75","1","0","empty","5152075","75008","107611"
"1","105","-165","51","1.75","1","1","empty","5152075","75009","110311"
"1","265","-175","52","1.75","1","1","empty","5152075","75010","126911"
"1","425","-190","53","1.75","1","1","empty","5152075","75011","113511"
"5","15","-324","59","1.9","5","0","empty","5152075","75012","5"
"31","0","1","0","0","90","","","5152075","75013","90"
"91","","","","","0","","","5152075","75014","0"
"93","","","","","0.6","","","5152075","75015","0"
"32","","","","","90","","","5152075","75016","1"
"93","","","","","0.1","","","5152075","75017","0"
"3","","","0","0","131911","","","5152075","75018","comp_victory_F_noFace"
"3","","","0","0","1","","","5152075","75019","comp_victory_F_emilia"
"3","","","0","0","132111","","","5152075","75020","comp_victory_F_noFace"
"3","","","0","0","2","","","5152075","75021","comp_victory_F_rem"
"3","","","0","0","4","","","5152075","75022","comp_victory_F"
"3","","","0","0","107511","","","5152075","75023","comp_victory_B"
"3","","","0","0","107811","","","5152075","75024","comp_victory_B"
"3","","","0","0","107611","","","5152075","75025","comp_victory_B_kokkoro"
"3","","","0","0","110311","","","5152075","75026","comp_victory_B"
"3","","","0","0","126911","","","5152075","75027","comp_victory_B"
"3","","","0","0","113511","","","5152075","75028","comp_victory_B"
"3","pack_comp_vic_idle","1","0","0","5","0","","5152075","75029","pack_comp_vic_in"
"93","","","","","4.5","","","5152075","75030","0"
"37","","","","","90","","","5152075","75031","out"
"6","1","0","1","0.1","131911","0","","5152075","75032","1"
"6","1","0","1","0.1","1","0","","5152075","75033","1"
"6","1","0","1","0.1","132111","0","","5152075","75034","1"
"6","1","0","1","0.1","2","0","","5152075","75035","1"
"6","1","0","1","0.1","4","0","","5152075","75036","1"
"6","1","0","1","0.1","107511","0","","5152075","75037","1"
"6","1","0","1","0.1","107811","0","","5152075","75038","1"
"6","1","0","1","0.1","107611","0","","5152075","75039","1"
"6","1","0","1","0.1","110311","0","","5152075","75040","1"
"6","1","0","1","0.1","126911","0","","5152075","75041","1"
"6","1","0","1","0.1","113511","0","","5152075","75042","1"
"6","1","0","1","0.1","5","0","","5152075","75043","1"
"93","","","","","1","","","5152075","75044","0"
