1b66cb2230714686930d081dac1f0dbe18902f2755715275d1fc4fb8a5e59189,e449ca69984f09be2df39c514aa35b803218074ab146a3118144b959b9a70494,af29114571ed833ca75ee0780429527993d68137cc12c32a1eabc436f1e5bdf6,ead0f198efa1027d10f73a4846ce5456a4f10add7e35b08ebc28e0808bb63a64,800068bc0b828b312d816a113f7719b73fe9cbf12e4d44fe2b1b91f6a81db85b,41b2a3fd11f2a1fca8e9416465d54f9a45b6923441ba0d14d715dcb771a24b52,6cfe7695333d31267881660195ed48b431b823d2e2d85741f3faf0c7339f0a9c,41da572dfa38c1d99324a10c029c30724d64cf33a3be11d289dc50f2317400ba,54fa0aa835b20f1c45207383f3d8c1102e7a65e6b097b23f747f606fae962412,6d791e541f598564df0191baac89f5b9be4b496455309e6c1c4ab4338dfc4396,61aaa48cbca4429d0868427dc637762188074ae2eef59bf5b0baae0e4ce8ff19,a44e9ffee57ba8e0080ab014248d501b2863fbdb7d4ac24cd1869091868b7ca0,8c2f71ac0e2395ff9f6ab64e1f6d1d0308bdb6087f24c30c3a4a06b5a38f2443,cc754b14b4240bc9357a1e8ab8b3af0453df4a71d588dd77a8c0968c800c38a6,a3a40cd25c6bcabbdfed1619e3c65fbcfc34dc427401b1ae863f06b5886619bb,664e567804de55ae713d58812ae344b2726484dde71f33871ea8c4ccc67e9256
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1059109"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1059110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1059111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1059112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1059113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1059114"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1059115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1059116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1060101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1060102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1060103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1060104"
"90006","0","0","2","2","91002","0","8","0","0","150","31018","2","0","100","1060105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1060106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1060107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1060108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1060109"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1060110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1060111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1060112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1060113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1060114"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1060115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1060116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1061101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1061102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1061103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1061104"
"90006","0","0","2","2","91002","0","8","0","0","150","31145","2","0","100","1061105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1061106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1061107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1061108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1061109"
"90006","0","0","2","1","91002","0","8","0","0","80","31145","2","0","100","1061110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1061111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1061112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1061113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1061114"
"90006","0","0","2","1","91002","0","8","0","0","80","31145","2","0","100","1061115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1061116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1063101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1063102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1063103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1063104"
"90006","0","0","2","2","91002","0","8","0","0","150","31025","2","0","100","1063105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1063106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1063107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1063108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1063109"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1063110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1063111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1063112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1063113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1063114"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1063115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1063116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1064101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1064102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1064103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1064104"
"90006","0","0","2","2","91002","0","8","0","0","150","31042","2","0","100","1064105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1064106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1064107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1064108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1064109"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1064110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1064111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1064112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1064113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1064114"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1064115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1064116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1065101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1065102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1065103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1065104"
"90006","0","0","2","2","91002","0","8","0","0","150","31022","2","0","100","1065105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1065106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1065107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1065108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1065109"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1065110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1065111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1065112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1065113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1065114"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1065115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1065116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1066101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1066102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1066103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1066104"
"90006","0","0","2","2","91002","0","8","0","0","150","31043","2","0","100","1066105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1066106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1066107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1066108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1066109"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1066110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1066111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1066112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1066113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1066114"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1066115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1066116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1067101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1067102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1067103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1067104"
"90006","0","0","2","2","91002","0","8","0","0","150","31018","2","0","100","1067105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1067106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1067107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1067108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1067109"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1067110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1067111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1067112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1067113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1067114"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1067115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1067116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1068101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1068102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1068103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1068104"
"90006","0","0","2","2","91002","0","8","0","0","150","31145","2","0","100","1068105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1068106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1068107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1068108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1068109"
"90006","0","0","2","1","91002","0","8","0","0","80","31145","2","0","100","1068110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1068111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1068112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1068113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1068114"
"90006","0","0","2","1","91002","0","8","0","0","80","31145","2","0","100","1068115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1068116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1069101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1069102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1069103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1069104"
"90006","0","0","2","2","91002","0","8","0","0","150","31025","2","0","100","1069105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1069106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1069107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1069108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1069109"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1069110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1069111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1069112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1069113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1069114"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1069115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1069116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1070101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1070102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1070103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1070104"
"90006","0","0","2","2","91002","0","8","0","0","150","31042","2","0","100","1070105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1070106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1070107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1070108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1070109"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1070110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1070111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1070112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1070113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1070114"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1070115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1070116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1071101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1071102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1071103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1071104"
"90006","0","0","2","2","91002","0","8","0","0","150","31022","2","0","100","1071105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1071106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1071107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1071108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1071109"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1071110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1071111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1071112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1071113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1071114"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1071115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1071116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1072101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1072102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1072103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1072104"
"90006","0","0","2","2","91002","0","8","0","0","150","31043","2","0","100","1072105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1072106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1072107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1072108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1072109"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1072110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1072111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1072112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1072113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1072114"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1072115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1072116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1073101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1073102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1073103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1073104"
"90006","0","0","2","2","91002","0","8","0","0","150","31018","2","0","100","1073105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1073106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1073107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1073108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1073109"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1073110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1073111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1073112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1073113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1073114"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1073115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1073116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1074101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1074102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1074103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1074104"
"90006","0","0","2","2","91002","0","8","0","0","150","31145","2","0","100","1074105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1074106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1074107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1074108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1074109"
"90006","0","0","2","1","91002","0","8","0","0","80","31145","2","0","100","1074110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1074111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1074112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1074113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1074114"
"90006","0","0","2","1","91002","0","8","0","0","80","31145","2","0","100","1074115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1074116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1075101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1075102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1075103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1075104"
"90006","0","0","2","2","91002","0","8","0","0","150","31025","2","0","100","1075105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1075106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1075107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1075108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1075109"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1075110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1075111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1075112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1075113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1075114"
"90006","0","0","2","1","91002","0","8","0","0","80","31025","2","0","100","1075115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1075116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1076101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1076102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1076103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1076104"
"90006","0","0","2","2","91002","0","8","0","0","150","31042","2","0","100","1076105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1076106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1076107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1076108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1076109"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1076110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1076111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1076112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1076113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1076114"
"90006","0","0","2","1","91002","0","8","0","0","80","31042","2","0","100","1076115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1076116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1077101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1077102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1077103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1077104"
"90006","0","0","2","2","91002","0","8","0","0","150","31022","2","0","100","1077105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1077106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1077107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1077108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1077109"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1077110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1077111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1077112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1077113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1077114"
"90006","0","0","2","1","91002","0","8","0","0","80","31022","2","0","100","1077115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1077116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1078101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1078102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1078103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1078104"
"90006","0","0","2","2","91002","0","8","0","0","150","31214","2","0","100","1078105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1078106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1078107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1078108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1078109"
"90006","0","0","2","1","91002","0","8","0","0","80","31214","2","0","100","1078110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1078111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1078112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1078113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1078114"
"90006","0","0","2","1","91002","0","8","0","0","80","31214","2","0","100","1078115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1078116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1079101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1079102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1079103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1079104"
"90006","0","0","2","2","91002","0","8","0","0","150","31043","2","0","100","1079105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1079106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1079107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1079108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1079109"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1079110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1079111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1079112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1079113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1079114"
"90006","0","0","2","1","91002","0","8","0","0","80","31043","2","0","100","1079115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1079116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1080101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1080102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1080103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1080104"
"90006","0","0","2","2","91002","0","8","0","0","150","31018","2","0","100","1080105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1080106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1080107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1080108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1080109"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1080110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1080111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1080112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1080113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1080114"
"90006","0","0","2","1","91002","0","8","0","0","80","31018","2","0","100","1080115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1080116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1081101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1081102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1081103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1081104"
"90006","0","0","2","2","91002","0","8","0","0","150","31145","2","0","100","1081105"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","20","1081106"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","30","1081107"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","40","1081108"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","50","1081109"
"90006","0","0","2","1","91002","0","8","0","0","80","31145","2","0","100","1081110"
"90006","0","0","2","0","91002","0","8","0","0","20","0","2","0","30","1081111"
"90006","0","0","2","0","91002","0","8","0","0","25","0","2","0","40","1081112"
"90006","0","0","2","0","91002","0","8","0","0","30","0","2","0","50","1081113"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","60","1081114"
"90006","0","0","2","1","91002","0","8","0","0","80","31145","2","0","100","1081115"
"0","0","0","0","0","94002","0","12","0","0","25000","0","0","0","0","1081116"
"90006","0","0","2","0","91002","0","8","0","0","40","0","2","0","20","1082101"
"90006","0","0","2","0","91002","0","8","0","0","50","0","2","0","30","1082102"
"90006","0","0","2","0","91002","0","8","0","0","75","0","2","0","40","1082103"
"90006","0","0","2","0","91002","0","8","0","0","100","0","2","0","50","1082104"
