8c6d89d369cf5cc2ea68802d36652bfe1ac470a7a0695bb35e41ea3cdbb4f341,c963a1c385c10f3c9464b451f617b2769ac6c3e4f213208bf1574c1571bbddc0,22dda74551b722271d52f739e0b9ded8d6563dc4be269232bb371ad3ac2ebdc5,81e94225cff977229d1ec52ee67bcafbdc9170b5dbe0ac5e0b534a73cbd52e27,25b5d0c58051a58feb5facfe882d7d2d1ca8c0295074731e34970389595cc3e4,d62e10d1d3f0d3737c7be20bfc05b31206e1771a8f32443a985fe4e4418895ca,d0cf4a4b66d93e441c8708f2752119b3dc88123ab304805326b9cf320f32709c,74b7cb235d9ddca305bb1dfe404d7ea9fcad8d2239f8dcba2e488182cd6cae5b,34337f8905c95e695822cbb10efb3766822af1e117df77c2f61b9bce4425965b,9610f37803bfe9982842b90599233ba41bc87d23758f49d0aba38d420fc494ab,a7a8a2939ced53be797e4ef1418d32ec3e6d76120625df55c7d127f87bcd4ade
"0.2","","","","1007409","1","mhp_sit_idle_sad","","102511","3","1007409031"
"0.2","","","","1007409","1","mhp_sit_talk_sad","","117531","3","1007409032"
"","","","","1007409","0","vo_mhp_2203","0","vo_mhp_1007409","21","1007409033"
"0","0","0.5","0","1007409","6","当然よ。考えうるあらゆる手を\n尽くしたけど、\nあなたのドジは治せなかった……","1","117531","11","1007409034"
"","","","","1007409","","","","0","91","1007409035"
"0.2","","","","1007409","1","mhp_sit_talk_wish","","117531","3","1007409036"
"","","","","1007409","0","vo_mhp_2204","0","vo_mhp_1007409","21","1007409037"
"0","0","0.5","0","1007409","6","だから、私は最終手段を使うわ。","1","117531","11","1007409038"
"","","","","1007409","","","","0","91","1007409039"
"0.2","","","","1007409","1","mhp_sit_idle_wish","","117531","3","1007409040"
"0.2","","","","1007409","1","mhp_sit_talk_sad","","102511","3","1007409041"
"","","","","1007409","0","vo_mhp_2205","0","vo_mhp_1007409","21","1007409042"
"0","0","0.5","0","1007409","7","さ、最終手段……？","1","102511","11","1007409043"
"","","","","1007409","","","","0","91","1007409044"
"0.2","","","","1007409","1","mhp_sit_idle_sad","","102511","3","1007409045"
"0.2","","","","1007409","0","mhp_sit_talk_guts","","117531","3","1007409046"
"","","","","1007409","0","vo_mhp_2206","0","vo_mhp_1007409","21","1007409047"
"0","0","0.5","0","1007409","6","そう、これは医者と患者……\nいいえ、私とスズメさんの\nプライドを賭けた戦いなの。","1","117531","11","1007409048"
"","","","","1007409","","0","","1","93","1007409049"
"0.2","","","","1007409","1","mhp_sit_idle_guts","","117531","3","1007409050"
"","","","","1007409","","1","","4.5","93","1007409051"
"","","","","1007409","","","","1007409048","91","1007409052"
"0.2","","","","1007409","1","mhp_sit_talk_sad","","117631","3","1007409053"
"","","","","1007409","0","vo_mhp_2207","0","vo_mhp_1007409","21","1007409054"
"0","0","0.5","0","1007409","8","そんなにシリアスになる話かな、これ？","1","117631","11","1007409055"
"","","","","1007409","","","","0","91","1007409056"
"0.2","","","","1007409","1","mhp_sit_idle","","117631","3","1007409057"
"0.2","","","","1007409","1","mhp_sit_talk_joy1","","117531","3","1007409058"
"","","","","1007409","0","vo_mhp_2208","0","vo_mhp_1007409","21","1007409059"
"0","0","0.5","0","1007409","6","さあ、いまこそこの目を解放するわ！\n覚悟しなさい！","1","117531","11","1007409060"
"","","","","1007409","","","","0","91","1007409061"
"0.2","1","","0.2","1007409","0","mhp_mitsuki_sit_kaihou_in","mhp_mitsuki_sit_kaihou_loop","117531","3","1007409062"
"","","","","1007409","","0","","1.5","93","1007409063"
"1","1","","","1007409","","1","","122","32","1007409064"
"","","","","1007409","","se_10031400_flash","","se_10031400","23","1007409065"
"","","","","1007409","","0","","0.5","93","1007409066"
"0.2","","","","1007409","1","mhp_sit_talk_thinking","","117531","3","1007409067"
"0.2","","","","1007409","1","mhp_sit_talk_surprise2","","102511","3","1007409068"
"","","","","1007409","","0","","1.5","93","1007409069"
"","","","","1007409","0","vo_mhp_2209","0","vo_mhp_1007409","21","1007409070"
"0","0","0.5","0","1007409","4","きゃあ！\nど、どうでした、か……","1","102511","11","1007409071"
"","","","","1007409","","","","0","91","1007409072"
"0.2","","","","1007409","1","mhp_sit_idle_sad","","102511","3","1007409073"
"0.2","","","","1007409","1","mhp_sit_talk_thinking","","117531","3","1007409074"
"","","","","1007409","0","vo_mhp_2210","0","vo_mhp_1007409","21","1007409075"
"0","0","0.5","0","1007409","4","ふ、ふふ……この目であなたの全てを\n見通したわ。でも、体は極めて健康で\n身体能力に異常もない。\n全くドジの原因が分からないわ……","1","117531","11","1007409076"
"","","","","1007409","","","","0","91","1007409077"
"0.2","","","","1007409","1","mhp_sit_talk_sad2","","117531","3","1007409078"
"","","","","1007409","0","vo_mhp_2211","0","vo_mhp_1007409","21","1007409079"
"0","0","0.5","0","1007409","5","これ以上は医学が踏み込めない\n禁忌の領域だわ。\n悔しいけど、お手上げね……","1","117531","11","1007409080"
"","","","","1007409","","","","0","91","1007409081"
"0.2","","","","1007409","1","mhp_sit_talk_worry","","117531","3","1007409082"
"","","","","1007409","0","vo_mhp_2212","0","vo_mhp_1007409","21","1007409083"
"0","0","0.5","0","1007409","6","辛いと思うけど、ドジという業と\nしっかり向き合い、強く生きてね。","1","117531","11","1007409084"
"","","","","1007409","","","","0","91","1007409085"
"0.2","1","","0.2","1007409","0","mhp_suzume_tohoho_in","mhp_suzume_tohoho_loop","102511","3","1007409086"
"","","","","1007409","","0","","1","93","1007409087"
"","1","","","1007409","","1","","110","32","1007409088"
"","1","","","1007409","-100","-205","0","110","33","1007409089"
"","1","","","1007409","-100","-205","0","114","33","1007409090"
"","","","","1007409","","0","","0.8","93","1007409091"
"","","","","1007409","0","vo_mhp_2213","0","vo_mhp_1007409","21","1007409092"
"","","","","1007409","","10001","","102511","13","1007409093"
"0","0","0.5","0","1007409","4","えぇ～、そんな～！","1","102511","11","1007409094"
"","","","","1007409","","","","0","91","1007409095"
"","","","","1007409","","0","","0","22","1007409096"
"","","","","1007409","","0","","0.2","93","1007409097"
"","1","","","1007409","","1","","114","32","1007409098"
"","","","","1007409","","0","","1","93","1007409099"
"","","","","1007409","","1","","130","32","1007409100"
"","","","","1007409","","0","","4","93","1007409101"
"","","","","1007409","","0","","130","32","1007409102"
"1.7","-240","mhp_idle_normal","0","1007410","100","104431","-1000","1","1","1007410001"
"1.7","-200","mhp_sit_idle","1","1007410","100","117631","365","1","1","1007410002"
"1.7","-220","mhp_sit_idle","1","1007410","100","117531","185","1","1","1007410003"
"1","0.85","","","1007410","-240","1","-154","1","31","1007410004"
"1.7","-220","NoItem","0","1007410","110","11","-200","1","5","1007410005"
"1.7","-220","NoItem","0","1007410","105","12","-200","1","5","1007410006"
"1.7","-220","NoItem","1","1007410","110","21","185","1","5","1007410007"
"1.7","-220","NoItem","1","1007410","105","22","185","1","5","1007410008"
"0","0","","0","1007410","1","1","1","11","6","1007410009"
"0","0","","0","1007410","1","1","1","12","6","1007410010"
"0","0","","0","1007410","1","1","1","21","6","1007410011"
"0","0","","0","1007410","1","1","1","22","6","1007410012"
"","","","","1007410","","","","0","91","1007410013"
"0.2","","","","1007410","1","mhp_sit_talk_normal","","117531","3","1007410014"
"","","","","1007410","0","vo_mhp_5001","0","vo_mhp_1007410","21","1007410015"
"0","0","0.5","0","1007410","8","次の方どうぞー","0","117531","11","1007410016"
"","","","","1007410","","","","0","91","1007410017"
"0.2","","","","1007410","1","mhp_sit_idle","","117531","3","1007410018"
"0.2","","","","1007410","1","mhp_walk","","104431","3","1007410019"
"","0","","","1007410","-220","-200","4","104431","2","1007410020"
"","","","","1007410","","","","0","91","1007410021"
"0.2","","","","1007410","0","mhp_sit_in","","104431","3","1007410022"
"","","","","1007410","","","","0","91","1007410023"
"0.2","","","","1007410","1","mhp_sit_idle","","104431","3","1007410024"
"","","","","1007410","","0","","1","93","1007410025"
"0.2","","","","1007410","1","mhp_sit_talk_normal","","117531","3","1007410026"
"","","","","1007410","0","vo_mhp_5002","0","vo_mhp_1007410","21","1007410027"
"0","0","0.5","0","1007410","6","あら、これはまた\n只者じゃない人が来たわね。","1","117531","11","1007410028"
"","","","","1007410","","","","0","91","1007410029"
"0.2","","","","1007410","1","mhp_sit_idle","","117531","3","1007410030"
"0.2","1","","0","1007410","0","mhp_ilya_doya_in","mhp_ilya_doya_talk_loop","104431","3","1007410031"
"","","","","1007410","0","vo_mhp_5003","0","vo_mhp_1007410","21","1007410032"
"0","0","1.5","0","1007410","4","ほう、分かるか？　いかにも！\n我が名はイリヤ・オーンスタイン\n夜を総べる者であるぞ！","1","104431","11","1007410033"
"","","","","1007410","","","","0","91","1007410034"
"0.2","","","","1007410","1","mhp_ilya_doya_loop","","104431","3","1007410035"
"0.2","","","","1007410","1","mhp_sit_talk_wish","","117531","3","1007410036"
"","","","","1007410","0","vo_mhp_5004","0","vo_mhp_1007410","21","1007410037"
"0","0","0.5","0","1007410","5","ふーん、伝説の吸血鬼が復活したって\n噂では聞いたけど、もしかして\nあなたがそうなのかしら。","1","117531","11","1007410038"
"","","","","1007410","","","","0","91","1007410039"
"0.2","","","","1007410","1","mhp_sit_idle_memory","","117531","3","1007410040"
"0.2","","","","1007410","1","mhp_sit_talk_normal","","104431","3","1007410041"
"","","","","1007410","0","vo_mhp_5005","0","vo_mhp_1007410","21","1007410042"
"0","0","0.5","0","1007410","5","さすが名医、理解が早くて助かる……\nって、ど、どうした？　なんだか\n興奮しておるようじゃが……","1","104431","11","1007410043"
"","","","","1007410","","1","","5","93","1007410044"
"0.2","","","","1007410","1","mhp_sit_talk_sad","","104431","3","1007410045"
"","","","","1007410","","","","1007410043","91","1007410046"
"0.2","","","","1007410","1","mhp_sit_idle_sad","","104431","3","1007410047"
"0.2","","","","1007410","1","mhp_mitsuki_sit_ecstatic_talk","","117531","3","1007410048"
"","","","","1007410","0","vo_mhp_5006","0","vo_mhp_1007410","21","1007410049"
"0","0","0.5","0","1007410","5","当然よ。だって伝説の吸血鬼でしょ？\nこんな魅力的な研究対象を前にすれば\n誰だって興奮するわ。だから――","1","117531","11","1007410050"
"","","","","1007410","","","","0","91","1007410051"
"","","","","1007410","0","1007410055","","その体、解剖させてくれない？","103","1007410052"
"","","","","1007410","0","1007410066","","私の血を吸ってみる？","103","1007410053"
"","","","","1007410","0","1007410072","","私の目、使っちゃおうかしら？","103","1007410054"
"0.2","","","","1007410","1","mhp_mitsuki_sit_ecstatic_idle","","117531","3","1007410055"
"0.2","","","","1007410","1","mhp_sit_talk_surprise2","","104431","3","1007410056"
"","","","","1007410","0","vo_mhp_5007","0","vo_mhp_1007410","21","1007410057"
"0","0","0.5","0","1007410","6","怖い怖い！　急に何を言い出すんじゃ！\nいいわけないじゃろ！","1","104431","11","1007410058"
"","","","","1007410","","","","0","91","1007410059"
"0.2","","","","1007410","1","mhp_sit_idle_surprise2","","104431","3","1007410060"
"0.2","","","","1007410","1","mhp_mitsuki_sit_ecstatic_talk","","117531","3","1007410061"
"","","","","1007410","0","vo_mhp_5008","0","vo_mhp_1007410","21","1007410062"
"0","0","0.5","0","1007410","6","そこをなんとか。安心して？\n切られたことも気付かないうちに\n終わらせるから？","1","117531","11","1007410063"
"","","","","1007410","","","","0","91","1007410064"
"","","","","1007410","","","","1007410081","101","1007410065"
"0.2","","","","1007410","1","mhp_mitsuki_sit_ecstatic_idle","","117531","3","1007410066"
"0.2","","","","1007410","1","mhp_sit_talk_sad","","104431","3","1007410067"
"","","","","1007410","0","vo_mhp_5009","0","vo_mhp_1007410","21","1007410068"
"0","0","0.5","0","1007410","5","え、う、ううん……なんじゃろうか。\nありがたい申し出のはずなのに\n何か取り返しがつかなさそうだから\n遠慮させてもらおう……","1","104431","11","1007410069"
"","","","","1007410","","","","0","91","1007410070"
"","","","","1007410","","","","1007410081","101","1007410071"
"0.2","1","","0","1007410","0","mhp_mitsuki_sit_kaihou_in","mhp_mitsuki_sit_kaihou_loop","117531","3","1007410072"
"0.2","","","","1007410","1","mhp_sit_talk_worry","","104431","3","1007410073"
"","","","","1007410","0","vo_mhp_5010","0","vo_mhp_1007410","21","1007410074"
"0","0","0.5","0","1007410","5","ん？　お、お主何をするつもりじゃ？\nおそらくその眼帯\nあまり取っていいものではなかろう？","1","104431","11","1007410075"
"","","","","1007410","","","","0","91","1007410076"
"0.2","","","","1007410","1","mhp_sit_idle_sad","","104431","3","1007410077"
"0.2","","","","1007410","1","mhp_sit_talk_joy1","","117531","3","1007410078"
"","","","","1007410","0","vo_mhp_5011","0","vo_mhp_1007410","21","1007410079"
"0","0","0.5","0","1007410","6","そうね。でも、あなたになら特別に\n見せてあげてもいいかなって\n思ったのよ♪","1","117531","11","1007410080"
"","","","","1007410","","","","0","91","1007410081"
"","","","","1007410","","0.5","","0","22","1007410082"
"0.2","","","","1007410","1","mhp_mitsuki_sit_ecstatic_idle","","117531","3","1007410083"
"0.2","1","","0.2","1007410","0","mhp_sit_out_sad","mhp_talk_anger2","104431","3","1007410084"
"","","","","1007410","","1","","1","93","1007410085"
"","","","","1007410","0","vo_mhp_5012","0","vo_mhp_1007410","21","1007410086"
"0","0","0.5","0","1007410","6","こ、こんな危険なところにいられるか！\n退散、退散じゃ！","1","104431","11","1007410087"
"","","","","1007410","","1","","0.5","93","1007410088"
"","","","","1007410","","","","1007410087","91","1007410089"
"","","","","1007410","","1","","104431","4","1007410090"
"0","","","0","1007410","2","1","","104431","12","1007410091"
"0.2","","","","1007410","1","mhp_run_sad","","104431","3","1007410092"
"","0","","","1007410","-220","-1000","2","104431","2","1007410093"
"","","","","1007410","","0","","0.2","93","1007410094"
"0.2","1","","0.2","1007410","0","mhp_sit_wavehand","mhp_sit_talk_normal","117531","3","1007410095"
"","","","","1007410","0","vo_mhp_5013","0","vo_mhp_1007410","21","1007410096"
"0","0","0.5","0","1007410","6","そう、残念だわ。また来てね♪","1","117531","11","1007410097"
"","","","","1007410","","","","0","91","1007410098"
"","","","","1007410","","0.5","","0","22","1007410099"
"0.2","","","","1007410","1","mhp_sit_idle","","117531","3","1007410100"
"","","","","1007410","","0","","1.8","93","1007410101"
"","","","","1007410","","","","0","91","1007410102"
"1.7","-240","mhp_idle_normal","0","1007411","100","104431","-1000","1","1","1007411001"
"1.7","-200","mhp_sit_idle","1","1007411","100","117631","365","1","1","1007411002"
"1.7","-220","mhp_sit_idle","1","1007411","120","117531","185","1","1","1007411003"
"1","0.85","","","1007411","-240","1","-154","1","31","1007411004"
"1.7","-200","NoItem","1","1007411","110","11","365","1","5","1007411005"
"0","1","","0","1007411","1","1","1","11","6","1007411006"
"","","","","1007411","","","","0","91","1007411007"
"0.2","","","","1007411","1","mhp_sit_talk_normal","","117531","3","1007411008"
"","","","","1007411","0","vo_mhp_5101","0","vo_mhp_1007411","21","1007411009"
"0","0","0.5","0","1007411","8","イリヤさん、どうぞー","0","117531","11","1007411010"
"","","","","1007411","","","","0","91","1007411011"
"0.2","","","","1007411","1","mhp_sit_idle","","117531","3","1007411012"
"0.2","","","","1007411","1","mhp_walk","","104431","3","1007411013"
"","0","","","1007411","-220","-200","4","104431","2","1007411014"
"","","","","1007411","","","","0","91","1007411015"
"0.2","","","","1007411","0","mhp_sit_in_sad","","104431","3","1007411016"
"","","","","1007411","","","","0","91","1007411017"
"0.2","","","","1007411","1","mhp_sit_idle_sad","","104431","3","1007411018"
"","","","","1007411","","0","","1","93","1007411019"
"0.2","","","","1007411","1","mhp_sit_talk_worry","","104431","3","1007411020"
"","","","","1007411","0","vo_mhp_5102","0","vo_mhp_1007411","21","1007411021"
"0","0","0.5","0","1007411","5","……気は進まんかったが\n目的達成のため背に腹は代えられん。\n頼む、この姿を保つために\n協力をしてくれんか？","1","104431","11","1007411022"
"","","","","1007411","","","","0","91","1007411023"
"0.2","","","","1007411","1","mhp_sit_idle_sad","","104431","3","1007411024"
"0.2","","","","1007411","1","mhp_sit_talk_normal","","117631","3","1007411025"
"","","","","1007411","0","vo_mhp_5103","0","vo_mhp_1007411","21","1007411026"
"0","0","0.5","0","1007411","7","なんだか別の姿が\nあるみたいな言い方だね？","1","117631","11","1007411027"
"","","","","1007411","","","","0","91","1007411028"
"0.2","","","","1007411","1","mhp_sit_idle","","117631","3","1007411029"
"0.2","","","","1007411","1","mhp_sit_talk_sad","","104431","3","1007411030"
"","","","","1007411","0","vo_mhp_5104","0","vo_mhp_1007411","21","1007411031"
"0","0","1","0","1007411","5","実は魔力不足で子どもの姿に\nなってしまうのじゃ。\n今は相当無理しているが、とある条件下\nでなら本来の姿を保てるのだが……","1","104431","11","1007411032"
"","","","","1007411","","","","0","91","1007411033"
"0.2","","","","1007411","1","mhp_sit_idle_sad","","104431","3","1007411034"
"0.2","","","","1007411","1","mhp_sit_talk_normal","","117531","3","1007411035"
"","","","","1007411","0","vo_mhp_5105","0","vo_mhp_1007411","21","1007411036"
"0","0","0.5","0","1007411","6","そういうことなのね\nちなみにその条件というのは\nどういうものなのかしら？","1","117531","11","1007411037"
"","","","","1007411","","","","0","91","1007411038"
"0.2","","","","1007411","1","mhp_sit_idle","","117531","3","1007411039"
"0.2","","","","1007411","1","mhp_sit_talk_wish","","104431","3","1007411040"
"","","","","1007411","0","vo_mhp_5106","0","vo_mhp_1007411","21","1007411041"
"0","0","0.5","0","1007411","6","とある者がそばにいることじゃ。\nだからあやつがずっとわらわの側に\nおれば手っ取り早いのじゃが……","1","104431","11","1007411042"
"","","","","1007411","","","","0","91","1007411043"
"0.2","","","","1007411","1","mhp_sit_talk_worry","","104431","3","1007411044"
"","","","","1007411","0","vo_mhp_5107","0","vo_mhp_1007411","21","1007411045"
"0","0","0.5","0","1007411","6","わらわに遠慮しておるのか……\nとにかく、なかなか\nわらわの魅力が届かんのじゃ。","1","104431","11","1007411046"
"","","","","1007411","","","","0","91","1007411047"
"0.2","","","","1007411","1","mhp_sit_idle_sad","","104431","3","1007411048"
"0.2","","","","1007411","1","mhp_sit_talk_thinking","","117631","3","1007411049"
"","","","","1007411","0","vo_mhp_5108","0","vo_mhp_1007411","21","1007411050"
"0","0","0.5","0","1007411","5","うーん、ボクほどじゃないにしても\n十分魅力的だと思うけど……\nそれなら――","1","117631","11","1007411051"
"","","","","1007411","","1","","7.5","93","1007411052"
"0.2","","","","1007411","1","mhp_sit_idle_thinking","","117631","3","1007411053"
"","","","","1007411","","","","1007411051","91","1007411054"
"","","","","1007411","","0","","0","22","1007411055"
"","","","","1007411","0","1007411059","","かわいさで魅了しちゃおう！","103","1007411056"
"","","","","1007411","0","1007411076","","美しさで迫ろう！","103","1007411057"
"","","","","1007411","0","1007411093","","ボクがプロデュースしてあげるよ！","103","1007411058"
"0.2","","","","1007411","1","mhp_sit_idle_memory","","117631","3","1007411059"
"0.2","","","","1007411","1","mhp_sit_talk_anger2","","104431","3","1007411060"
"","","","","1007411","0","vo_mhp_5109","0","vo_mhp_1007411","21","1007411061"
"0","0","0.5","0","1007411","6","か、かわいい、じゃと？\nや、やめんかそういうのは。\n恥ずかしい、じゃろ……","1","104431","11","1007411062"
"","","","","1007411","","","","0","91","1007411063"
"0.2","","","","1007411","1","mhp_sit_idle_anger2","","104431","3","1007411064"
"0.2","1","","0.2","1007411","0","mhp_sit_out","mhp_idle_normal","117631","3","1007411065"
"","","","","1007411","","","","1","93","1007411066"
"0.2","1","","0.2","1007411","0","mhp_yuki_pose","mhp_yuki_idle","117631","3","1007411067"
"0.2","1","","0.2","1007411","0","mhp_yuki_pose","mhp_yuki_idle","11","3","1007411068"
"","","","","1007411","0","vo_mhp_5110","0","vo_mhp_1007411","21","1007411069"
"0","0","0.5","10","1007411","5","何言ってるのさ\nそこが最高の武器になるんだよ！\nもし自信がないならボクに任せてよ？","1","117631","11","1007411070"
"","","","","1007411","","1","","6.5","93","1007411071"
"0.2","1","","0.2","1007411","0","mhp_yuki_pose_2","mhp_yuki_idle_2","117631","3","1007411072"
"0.2","1","","0.2","1007411","0","mhp_yuki_pose_2","mhp_yuki_idle_2","11","3","1007411073"
"","","","","1007411","","","","1007411070","91","1007411074"
"","","","","1007411","","","","1007411109","101","1007411075"
"0.2","","","","1007411","1","mhp_sit_idle_memory","","117631","3","1007411076"
"0.2","","","","1007411","1","mhp_sit_talk_thinking","","104431","3","1007411077"
"","","","","1007411","0","vo_mhp_5111","0","vo_mhp_1007411","21","1007411078"
"0","0","0.5","0","1007411","5","美しさな。悪い手ではないが\nあやつは外見で人を判断するヤツでは\nないからのう……\nそこがいいところでもあるのじゃが。","1","104431","11","1007411079"
"","","","","1007411","","","","0","91","1007411080"
"0.2","","","","1007411","1","mhp_sit_idle_thinking","","104431","3","1007411081"
"0.2","1","","0.2","1007411","0","mhp_sit_out","mhp_idle_normal","117631","3","1007411082"
"","","","","1007411","","","","1","93","1007411083"
"0.2","1","","0.2","1007411","0","mhp_yuki_pose","mhp_yuki_idle","117631","3","1007411084"
"0.2","1","","0.2","1007411","0","mhp_yuki_pose","mhp_yuki_idle","11","3","1007411085"
"","","","","1007411","0","vo_mhp_5112","0","vo_mhp_1007411","21","1007411086"
"0","0","0.5","0","1007411","5","安心して、美の化身たるボクにかかれば\nどんな人間だって虜にできるよ。\nさあ、ボクと一緒に\n美の高みを目指そうね♪","1","117631","11","1007411087"
"","","","","1007411","","1","","7","93","1007411088"
"0.2","1","","0.2","1007411","0","mhp_yuki_pose_2","mhp_yuki_idle_2","117631","3","1007411089"
"0.2","1","","0.2","1007411","0","mhp_yuki_pose_2","mhp_yuki_idle_2","11","3","1007411090"
"","","","","1007411","","","","1007411087","91","1007411091"
"","","","","1007411","","","","1007411109","101","1007411092"
"0.2","","","","1007411","1","mhp_sit_idle_memory","","117631","3","1007411093"
"0.2","","","","1007411","1","mhp_sit_talk_anger2","","104431","3","1007411094"
"","","","","1007411","0","vo_mhp_5113","0","vo_mhp_1007411","21","1007411095"
"0","0","0.5","0","1007411","5","か、看護師が何を言っとるんじゃ？\nいや、そもそもお主本当に看護師か？\nわらわが言うのもなんだが\n色々怪しいぞ！","1","104431","11","1007411096"
"","","","","1007411","","","","0","91","1007411097"
"0.2","","","","1007411","1","mhp_sit_idle_anger2","","104431","3","1007411098"
"0.2","1","","0.2","1007411","0","mhp_sit_out","mhp_idle_normal","117631","3","1007411099"
"","","","","1007411","","","","1","93","1007411100"
"0.2","1","","0.2","1007411","0","mhp_yuki_pose","mhp_yuki_idle","117631","3","1007411101"
"0.2","1","","0.2","1007411","0","mhp_yuki_pose","mhp_yuki_idle","11","3","1007411102"
"","","","","1007411","0","vo_mhp_5114","0","vo_mhp_1007411","21","1007411103"
"0","0","0.5","0","1007411","5","大丈夫大丈夫、ぜーんぶボクに\n任せてくれれば問題なしだよ\nこれはボクの腕の見せ所だね♪","1","117631","11","1007411104"
"","","","","1007411","","1","","3.5","93","1007411105"
"0.2","1","","0.2","1007411","0","mhp_yuki_pose_2","mhp_yuki_idle_2","117631","3","1007411106"
"0.2","1","","0.2","1007411","0","mhp_yuki_pose_2","mhp_yuki_idle_2","11","3","1007411107"
"","","","","1007411","","","","1007411104","91","1007411108"
"","","","","1007411","","","","0","91","1007411109"
"0","1","","0.2","1007411","0","mhp_sit_in","mhp_sit_idle","117631","3","1007411110"
"0","","","","1007411","1","NoItem","","11","3","1007411111"
"0.2","","","","1007411","1","mhp_sit_talk_worry","","104431","3","1007411112"
"","","","","1007411","0","vo_mhp_5115","0","vo_mhp_1007411","21","1007411113"
"0","0","0.5","0","1007411","6","お、おい、お主こやつの主であろう。\n任せて大丈夫なのか？","1","104431","11","1007411114"
"","","","","1007411","","","","0","91","1007411115"
"0.2","","","","1007411","1","mhp_sit_idle_sad","","104431","3","1007411116"
"0.2","","","","1007411","1","mhp_sit_talk_normal","","117531","3","1007411117"
"","","","","1007411","0","vo_mhp_5116","0","vo_mhp_1007411","21","1007411118"
"","0","0.5","0","1007411","6","この手のことに関しては私より\nユキの方が適任よ。\n私じゃあまり力になれそうにないから\n任せてみるのもアリかもね♪","1","117531","11","1007411119"
"","","","","1007411","","","","0","91","1007411120"
"","","","","1007411","","0.5","","0","22","1007411121"
"","","","","1007411","","","","0.5","93","1007411122"
"0.2","","","","1007411","1","mhp_sit_idle","","117531","3","1007411123"
"0.2","1","","0.2","1007411","0","mhp_sit_out_sad","mhp_idle_sad","104431","3","1007411124"
"","","","","1007411","","","","0.5","93","1007411125"
"0","","","0","1007411","2","1","","104431","12","1007411126"
"","","","","1007411","","","","0.5","93","1007411127"
"0.2","","","","1007411","1","mhp_walk_sad","","104431","3","1007411128"
"","","","","1007411","","1","","104431","4","1007411129"
"","0","","","1007411","-220","-1000","5","104431","2","1007411130"
"","","","","1007411","","0","","4.1","93","1007411131"
"","","","","1007411","","0","","0","91","1007411132"
"1.7","-240","mhp_idle_normal","0","1007412","100","104431","-1000","1","1","1007412001"
"1.7","-220","mhp_sit_idle","1","1007412","104","117631","185","1","1","1007412002"
"1.7","-200","mhp_sit_idle","1","1007412","100","117531","365","1","1","1007412003"
"1","0.85","","","1007412","-240","1","-154","1","31","1007412004"
"0","1","","","1007412","173","120","-237","24","31","1007412005"
"0","1","","","1007412","0","130","160","30","31","1007412006"
"0","1","","","1007412","0","111","0","11","31","1007412007"
"1.7","-220","NoItem","0","1007412","110","11","-200","1","5","1007412008"
"1.7","-220","NoItem","0","1007412","105","12","-200","1","5","1007412009"
"1.7","-220","NoItem","1","1007412","110","21","185","1","5","1007412010"
"1.7","-220","NoItem","1","1007412","105","22","185","1","5","1007412011"
"0","1","","0","1007412","1","1","1","11","6","1007412012"
"0","0","","0","1007412","1","1","1","12","6","1007412013"
"0","0","","0","1007412","1","1","1","21","6","1007412014"
"0","0","","0","1007412","1","1","1","22","6","1007412015"
"","","","","1007412","","0","","0","91","1007412016"
"0.2","","","","1007412","1","mhp_sit_talk_normal","","117531","3","1007412017"
"","","","","1007412","0","vo_mhp_5201","0","vo_mhp_1007412","21","1007412018"
"0","0","0.5","0","1007412","8","イリヤさん、どうぞー","0","117531","11","1007412019"
"","","","","1007412","","","","0","91","1007412020"
"0.2","","","","1007412","1","mhp_sit_idle","","117531","3","1007412021"
"0.2","","","","1007412","1","mhp_walk","","104431","3","1007412022"
"","0","","","1007412","-220","-200","4","104431","2","1007412023"
"","","","","1007412","","","","0","91","1007412024"
"0.2","","","","1007412","0","mhp_sit_in","","104431","3","1007412025"
"","","","","1007412","","","","0","91","1007412026"
"0.2","","","","1007412","1","mhp_sit_idle","","104431","3","1007412027"
"","","","","1007412","","0","","1","93","1007412028"
"0.2","","","","1007412","1","mhp_sit_talk_wish2","","104431","3","1007412029"
"","","","","1007412","0","vo_mhp_5202","0","vo_mhp_1007412","21","1007412030"
"0","0","0.5","0","1007412","6","う、うむ。今日もよろしく頼むぞ。","1","104431","11","1007412031"
"","","","","1007412","","","","0","91","1007412032"
"0.2","","","","1007412","1","mhp_sit_idle","","104431","3","1007412033"
"0.2","","","","1007412","1","mhp_sit_talk_normal","","117631","3","1007412034"
"","","","","1007412","0","vo_mhp_5203","0","vo_mhp_1007412","21","1007412035"
"0","0","0.5","0","1007412","5","それじゃあさっそく始めようか。\nまずは煽情的に迫ってみて！","1","117631","11","1007412036"
"","","","","1007412","","","","0","91","1007412037"
"0.2","","","","1007412","1","mhp_sit_idle","","117631","3","1007412038"
"0.2","1","","0","1007412","0","mhp_ilya_approach_in","mhp_ilya_approach_loop","104431","3","1007412039"
"0.2","1","","0","1007412","0","NoItem","mhp_ilya_approach_loop","11","3","1007412040"
"","","","","1007412","0","vo_mhp_5204","0","vo_mhp_1007412","21","1007412041"
"0","0","1","0","1007412","5","ふふ、緊張しておるのか？\n愛いヤツじゃのう……","1","104431","11","1007412042"
"","","","","1007412","","","","0","91","1007412043"
"0.2","","","","1007412","1","mhp_sit_talk_joy1","","117631","3","1007412044"
