2cd815b3d5eea4e619b3546654d14b3a6b64f0d73e6787e32637e5dc3e3d224e,969e1fa8c1c84a5ca36e23bc90449b0bda1aab063e2e3925bd74cc603a498aa4,ae7685e84e1e9a92127c2affd0d820753ce20f67fd80fa66416433d3923d2960,1a2b72e52d06b9adaddc0aedd5cca2cf9df8aa527d76bffa8b999c1d2c3796b0,f30be8f92071c9ca53610e7e24191dd156e2cbb7fffd9a9cec0f083f469ac73d,d03fad91c8940d2466760af5aee9bd5e9c52619543e232765f196b109b088335,6e7664a17ce80ba9c4a795da5927f1c46396f783fa487085365d334d91c62411,53a1e71c6018cabb633b13049366f1878d4ac0692985944d83a0f3f887af2a24,f75f4092fb2b50eee1e12661d3d0d1cb5a211653c9665c04e237f0a26a40d869,5c960d529f3351d90c3d86c0106405c81305a50f50e765e3afaee1eb400c0441,287070b528cb9cc84a703754182746018becb033a87829edf49a47fe06d8de7e,d16a583012f0996eeb4d69f72aaaedf652376767dd71a378b343c450ff590a50,da0edb50c93a6d55e58854a0a6966cbe9f4ad96c415664c8d59015943bf6bd97,e3e0d5e7d00c018f97fb3c0d36eff5d25a0c2787ce04d3ccb66d637a32e7ec4b,13a01e700e867a0106996715e19ec0432d1359c5c2eb9b367084b2ba85b71d3b,c2b694243576ed7d4e29a6504bd071288416c03d5d50caa803fc1772a5417337,38179447db5b46a33735931ac2beeb86ff025c9c781fd1789c1c1ea79fc3c17c,33081cd3e1ff4f0c33d23ec89362b61b00e0e69133e97f69bdcabc9a3aeffa18,5c02567e25889a7a1dbb7d673a3ecdfea43099a9a09b5d203d6c4ca10e4cbd1c,20a7d0b6f8b741663bbd17fdf2b056c2ac662a7b50d856120f1c660b37af679a,0a80daf8719d6300552916d948b36e2599e4f4519698fbbc437455b607a59fe2
"501","1","8","2","2000","0","0","31043","2000","0","0","0","91002","7000","2","90006","12","1047","4501","0","0"
"502","1","8","2","1500","0","0","31043","1500","0","0","0","91002","10000","2","90006","10","1047","7001","0","0"
"503","1","8","2","1000","0","0","31043","1000","0","0","0","91002","15000","2","90006","8","1047","10001","0","0"
"504","1","8","2","750","0","0","31043","750","0","0","0","91002","20000","2","90006","7","1047","15001","0","0"
"505","1","8","2","500","0","0","31043","500","0","0","0","91002","-1","2","90006","5","1047","20001","0","0"
"506","1","8","2","5000","0","0","31018","5000","0","0","0","91002","100","2","90006","30","1048","1","0","0"
"507","1","8","2","4500","0","0","31018","4500","0","0","0","91002","300","2","90006","25","1048","101","0","0"
"508","1","8","2","4000","0","0","31018","4000","0","0","0","91002","500","2","90006","20","1048","301","0","0"
"509","1","8","2","3500","0","0","31018","3500","0","0","0","91002","1000","2","90006","18","1048","501","0","0"
"510","1","8","2","3000","0","0","31018","3000","0","0","0","91002","2000","2","90006","16","1048","1001","0","0"
"511","1","8","2","2500","0","0","31018","2500","0","0","0","91002","4500","2","90006","14","1048","2001","0","0"
"512","1","8","2","2000","0","0","31018","2000","0","0","0","91002","7000","2","90006","12","1048","4501","0","0"
"513","1","8","2","1500","0","0","31018","1500","0","0","0","91002","10000","2","90006","10","1048","7001","0","0"
"514","1","8","2","1000","0","0","31018","1000","0","0","0","91002","15000","2","90006","8","1048","10001","0","0"
"515","1","8","2","750","0","0","31018","750","0","0","0","91002","20000","2","90006","7","1048","15001","0","0"
"516","1","8","2","500","0","0","31018","500","0","0","0","91002","-1","2","90006","5","1048","20001","0","0"
"517","1","8","2","5000","0","0","31145","5000","0","0","0","91002","100","2","90006","30","1049","1","0","0"
"518","1","8","2","4500","0","0","31145","4500","0","0","0","91002","300","2","90006","25","1049","101","0","0"
"519","1","8","2","4000","0","0","31145","4000","0","0","0","91002","500","2","90006","20","1049","301","0","0"
"520","1","8","2","3500","0","0","31145","3500","0","0","0","91002","1000","2","90006","18","1049","501","0","0"
"521","1","8","2","3000","0","0","31145","3000","0","0","0","91002","2000","2","90006","16","1049","1001","0","0"
"522","1","8","2","2500","0","0","31145","2500","0","0","0","91002","4500","2","90006","14","1049","2001","0","0"
"523","1","8","2","2000","0","0","31145","2000","0","0","0","91002","7000","2","90006","12","1049","4501","0","0"
"524","1","8","2","1500","0","0","31145","1500","0","0","0","91002","10000","2","90006","10","1049","7001","0","0"
"525","1","8","2","1000","0","0","31145","1000","0","0","0","91002","15000","2","90006","8","1049","10001","0","0"
"526","1","8","2","750","0","0","31145","750","0","0","0","91002","20000","2","90006","7","1049","15001","0","0"
"527","1","8","2","500","0","0","31145","500","0","0","0","91002","-1","2","90006","5","1049","20001","0","0"
"528","1","8","2","5000","0","0","31025","5000","0","0","0","91002","100","2","90006","30","1050","1","0","0"
"529","1","8","2","4500","0","0","31025","4500","0","0","0","91002","300","2","90006","25","1050","101","0","0"
"530","1","8","2","4000","0","0","31025","4000","0","0","0","91002","500","2","90006","20","1050","301","0","0"
"531","1","8","2","3500","0","0","31025","3500","0","0","0","91002","1000","2","90006","18","1050","501","0","0"
"532","1","8","2","3000","0","0","31025","3000","0","0","0","91002","2000","2","90006","16","1050","1001","0","0"
"533","1","8","2","2500","0","0","31025","2500","0","0","0","91002","4500","2","90006","14","1050","2001","0","0"
"534","1","8","2","2000","0","0","31025","2000","0","0","0","91002","7000","2","90006","12","1050","4501","0","0"
"535","1","8","2","1500","0","0","31025","1500","0","0","0","91002","10000","2","90006","10","1050","7001","0","0"
"536","1","8","2","1000","0","0","31025","1000","0","0","0","91002","15000","2","90006","8","1050","10001","0","0"
"537","1","8","2","750","0","0","31025","750","0","0","0","91002","20000","2","90006","7","1050","15001","0","0"
"538","1","8","2","500","0","0","31025","500","0","0","0","91002","-1","2","90006","5","1050","20001","0","0"
"539","1","8","2","5000","0","0","31042","5000","0","0","0","91002","100","2","90006","30","1051","1","0","0"
"540","1","8","2","4500","0","0","31042","4500","0","0","0","91002","300","2","90006","25","1051","101","0","0"
"541","1","8","2","4000","0","0","31042","4000","0","0","0","91002","500","2","90006","20","1051","301","0","0"
"542","1","8","2","3500","0","0","31042","3500","0","0","0","91002","1000","2","90006","18","1051","501","0","0"
"543","1","8","2","3000","0","0","31042","3000","0","0","0","91002","2000","2","90006","16","1051","1001","0","0"
"544","1","8","2","2500","0","0","31042","2500","0","0","0","91002","4500","2","90006","14","1051","2001","0","0"
"545","1","8","2","2000","0","0","31042","2000","0","0","0","91002","7000","2","90006","12","1051","4501","0","0"
"546","1","8","2","1500","0","0","31042","1500","0","0","0","91002","10000","2","90006","10","1051","7001","0","0"
"547","1","8","2","1000","0","0","31042","1000","0","0","0","91002","15000","2","90006","8","1051","10001","0","0"
"548","1","8","2","750","0","0","31042","750","0","0","0","91002","20000","2","90006","7","1051","15001","0","0"
"549","1","8","2","500","0","0","31042","500","0","0","0","91002","-1","2","90006","5","1051","20001","0","0"
"550","1","8","2","5000","0","0","31022","5000","0","0","0","91002","100","2","90006","30","1052","1","0","0"
"551","1","8","2","4500","0","0","31022","4500","0","0","0","91002","300","2","90006","25","1052","101","0","0"
"552","1","8","2","4000","0","0","31022","4000","0","0","0","91002","500","2","90006","20","1052","301","0","0"
"553","1","8","2","3500","0","0","31022","3500","0","0","0","91002","1000","2","90006","18","1052","501","0","0"
"554","1","8","2","3000","0","0","31022","3000","0","0","0","91002","2000","2","90006","16","1052","1001","0","0"
"555","1","8","2","2500","0","0","31022","2500","0","0","0","91002","4500","2","90006","14","1052","2001","0","0"
"556","1","8","2","2000","0","0","31022","2000","0","0","0","91002","7000","2","90006","12","1052","4501","0","0"
"557","1","8","2","1500","0","0","31022","1500","0","0","0","91002","10000","2","90006","10","1052","7001","0","0"
"558","1","8","2","1000","0","0","31022","1000","0","0","0","91002","15000","2","90006","8","1052","10001","0","0"
"559","1","8","2","750","0","0","31022","750","0","0","0","91002","20000","2","90006","7","1052","15001","0","0"
"560","1","8","2","500","0","0","31022","500","0","0","0","91002","-1","2","90006","5","1052","20001","0","0"
"561","1","8","2","5000","0","0","31043","5000","0","0","0","91002","100","2","90006","30","1053","1","0","0"
"562","1","8","2","4500","0","0","31043","4500","0","0","0","91002","300","2","90006","25","1053","101","0","0"
"563","1","8","2","4000","0","0","31043","4000","0","0","0","91002","500","2","90006","20","1053","301","0","0"
"564","1","8","2","3500","0","0","31043","3500","0","0","0","91002","1000","2","90006","18","1053","501","0","0"
"565","1","8","2","3000","0","0","31043","3000","0","0","0","91002","2000","2","90006","16","1053","1001","0","0"
"566","1","8","2","2500","0","0","31043","2500","0","0","0","91002","4500","2","90006","14","1053","2001","0","0"
"567","1","8","2","2000","0","0","31043","2000","0","0","0","91002","7000","2","90006","12","1053","4501","0","0"
"568","1","8","2","1500","0","0","31043","1500","0","0","0","91002","10000","2","90006","10","1053","7001","0","0"
"569","1","8","2","1000","0","0","31043","1000","0","0","0","91002","15000","2","90006","8","1053","10001","0","0"
"570","1","8","2","750","0","0","31043","750","0","0","0","91002","20000","2","90006","7","1053","15001","0","0"
"571","1","8","2","500","0","0","31043","500","0","0","0","91002","-1","2","90006","5","1053","20001","0","0"
"572","1","8","2","5000","0","0","31018","5000","0","0","0","91002","100","2","90006","30","1054","1","0","0"
"573","1","8","2","4500","0","0","31018","4500","0","0","0","91002","300","2","90006","25","1054","101","0","0"
"574","1","8","2","4000","0","0","31018","4000","0","0","0","91002","500","2","90006","20","1054","301","0","0"
"575","1","8","2","3500","0","0","31018","3500","0","0","0","91002","1000","2","90006","18","1054","501","0","0"
"576","1","8","2","3000","0","0","31018","3000","0","0","0","91002","2000","2","90006","16","1054","1001","0","0"
"577","1","8","2","2500","0","0","31018","2500","0","0","0","91002","4500","2","90006","14","1054","2001","0","0"
"578","1","8","2","2000","0","0","31018","2000","0","0","0","91002","7000","2","90006","12","1054","4501","0","0"
"579","1","8","2","1500","0","0","31018","1500","0","0","0","91002","10000","2","90006","10","1054","7001","0","0"
"580","1","8","2","1000","0","0","31018","1000","0","0","0","91002","15000","2","90006","8","1054","10001","0","0"
"581","1","8","2","750","0","0","31018","750","0","0","0","91002","20000","2","90006","7","1054","15001","0","0"
"582","1","8","2","500","0","0","31018","500","0","0","0","91002","-1","2","90006","5","1054","20001","0","0"
"583","1","8","2","5000","0","0","31145","5000","0","0","0","91002","100","2","90006","30","1055","1","0","0"
"584","1","8","2","4500","0","0","31145","4500","0","0","0","91002","300","2","90006","25","1055","101","0","0"
"585","1","8","2","4000","0","0","31145","4000","0","0","0","91002","500","2","90006","20","1055","301","0","0"
"586","1","8","2","3500","0","0","31145","3500","0","0","0","91002","1000","2","90006","18","1055","501","0","0"
"587","1","8","2","3000","0","0","31145","3000","0","0","0","91002","2000","2","90006","16","1055","1001","0","0"
"588","1","8","2","2500","0","0","31145","2500","0","0","0","91002","4500","2","90006","14","1055","2001","0","0"
"589","1","8","2","2000","0","0","31145","2000","0","0","0","91002","7000","2","90006","12","1055","4501","0","0"
"590","1","8","2","1500","0","0","31145","1500","0","0","0","91002","10000","2","90006","10","1055","7001","0","0"
"591","1","8","2","1000","0","0","31145","1000","0","0","0","91002","15000","2","90006","8","1055","10001","0","0"
"592","1","8","2","750","0","0","31145","750","0","0","0","91002","20000","2","90006","7","1055","15001","0","0"
"593","1","8","2","500","0","0","31145","500","0","0","0","91002","-1","2","90006","5","1055","20001","0","0"
"594","1","8","2","5000","0","0","31025","5000","0","0","0","91002","100","2","90006","30","1056","1","0","0"
"595","1","8","2","4500","0","0","31025","4500","0","0","0","91002","300","2","90006","25","1056","101","0","0"
"596","1","8","2","4000","0","0","31025","4000","0","0","0","91002","500","2","90006","20","1056","301","0","0"
"597","1","8","2","3500","0","0","31025","3500","0","0","0","91002","1000","2","90006","18","1056","501","0","0"
"598","1","8","2","3000","0","0","31025","3000","0","0","0","91002","2000","2","90006","16","1056","1001","0","0"
"599","1","8","2","2500","0","0","31025","2500","0","0","0","91002","4500","2","90006","14","1056","2001","0","0"
"600","1","8","2","2000","0","0","31025","2000","0","0","0","91002","7000","2","90006","12","1056","4501","0","0"
"601","1","8","2","1500","0","0","31025","1500","0","0","0","91002","10000","2","90006","10","1056","7001","0","0"
"602","1","8","2","1000","0","0","31025","1000","0","0","0","91002","15000","2","90006","8","1056","10001","0","0"
"603","1","8","2","750","0","0","31025","750","0","0","0","91002","20000","2","90006","7","1056","15001","0","0"
"604","1","8","2","500","0","0","31025","500","0","0","0","91002","-1","2","90006","5","1056","20001","0","0"
"605","1","8","2","5000","0","0","31042","5000","0","0","0","91002","100","2","90006","30","1057","1","0","0"
"606","1","8","2","4500","0","0","31042","4500","0","0","0","91002","300","2","90006","25","1057","101","0","0"
"607","1","8","2","4000","0","0","31042","4000","0","0","0","91002","500","2","90006","20","1057","301","0","0"
"608","1","8","2","3500","0","0","31042","3500","0","0","0","91002","1000","2","90006","18","1057","501","0","0"
"609","1","8","2","3000","0","0","31042","3000","0","0","0","91002","2000","2","90006","16","1057","1001","0","0"
"610","1","8","2","2500","0","0","31042","2500","0","0","0","91002","4500","2","90006","14","1057","2001","0","0"
"611","1","8","2","2000","0","0","31042","2000","0","0","0","91002","7000","2","90006","12","1057","4501","0","0"
"612","1","8","2","1500","0","0","31042","1500","0","0","0","91002","10000","2","90006","10","1057","7001","0","0"
"613","1","8","2","1000","0","0","31042","1000","0","0","0","91002","15000","2","90006","8","1057","10001","0","0"
"614","1","8","2","750","0","0","31042","750","0","0","0","91002","20000","2","90006","7","1057","15001","0","0"
"615","1","8","2","500","0","0","31042","500","0","0","0","91002","-1","2","90006","5","1057","20001","0","0"
"616","1","8","2","5000","0","0","31022","5000","0","0","0","91002","100","2","90006","30","1058","1","0","0"
"617","1","8","2","4500","0","0","31022","4500","0","0","0","91002","300","2","90006","25","1058","101","0","0"
"618","1","8","2","4000","0","0","31022","4000","0","0","0","91002","500","2","90006","20","1058","301","0","0"
"619","1","8","2","3500","0","0","31022","3500","0","0","0","91002","1000","2","90006","18","1058","501","0","0"
"620","1","8","2","3000","0","0","31022","3000","0","0","0","91002","2000","2","90006","16","1058","1001","0","0"
"621","1","8","2","2500","0","0","31022","2500","0","0","0","91002","4500","2","90006","14","1058","2001","0","0"
"622","1","8","2","2000","0","0","31022","2000","0","0","0","91002","7000","2","90006","12","1058","4501","0","0"
"623","1","8","2","1500","0","0","31022","1500","0","0","0","91002","10000","2","90006","10","1058","7001","0","0"
"624","1","8","2","1000","0","0","31022","1000","0","0","0","91002","15000","2","90006","8","1058","10001","0","0"
"625","1","8","2","750","0","0","31022","750","0","0","0","91002","20000","2","90006","7","1058","15001","0","0"
"626","1","8","2","500","0","0","31022","500","0","0","0","91002","-1","2","90006","5","1058","20001","0","0"
"627","1","8","2","5000","0","0","31043","5000","0","0","0","91002","100","2","90006","30","1059","1","0","0"
"628","1","8","2","4500","0","0","31043","4500","0","0","0","91002","300","2","90006","25","1059","101","0","0"
"629","1","8","2","4000","0","0","31043","4000","0","0","0","91002","500","2","90006","20","1059","301","0","0"
"630","1","8","2","3500","0","0","31043","3500","0","0","0","91002","1000","2","90006","18","1059","501","0","0"
"631","1","8","2","3000","0","0","31043","3000","0","0","0","91002","2000","2","90006","16","1059","1001","0","0"
"632","1","8","2","2500","0","0","31043","2500","0","0","0","91002","4500","2","90006","14","1059","2001","0","0"
"633","1","8","2","2000","0","0","31043","2000","0","0","0","91002","7000","2","90006","12","1059","4501","0","0"
"634","1","8","2","1500","0","0","31043","1500","0","0","0","91002","10000","2","90006","10","1059","7001","0","0"
"635","1","8","2","1000","0","0","31043","1000","0","0","0","91002","15000","2","90006","8","1059","10001","0","0"
"636","1","8","2","750","0","0","31043","750","0","0","0","91002","20000","2","90006","7","1059","15001","0","0"
"637","1","8","2","500","0","0","31043","500","0","0","0","91002","-1","2","90006","5","1059","20001","0","0"
"638","1","8","2","5000","0","0","31018","5000","0","0","0","91002","100","2","90006","30","1060","1","0","0"
"639","1","8","2","4500","0","0","31018","4500","0","0","0","91002","300","2","90006","25","1060","101","0","0"
"640","1","8","2","4000","0","0","31018","4000","0","0","0","91002","500","2","90006","20","1060","301","0","0"
"641","1","8","2","3500","0","0","31018","3500","0","0","0","91002","1000","2","90006","18","1060","501","0","0"
"642","1","8","2","3000","0","0","31018","3000","0","0","0","91002","2000","2","90006","16","1060","1001","0","0"
"643","1","8","2","2500","0","0","31018","2500","0","0","0","91002","4500","2","90006","14","1060","2001","0","0"
"644","1","8","2","2000","0","0","31018","2000","0","0","0","91002","7000","2","90006","12","1060","4501","0","0"
"645","1","8","2","1500","0","0","31018","1500","0","0","0","91002","10000","2","90006","10","1060","7001","0","0"
"646","1","8","2","1000","0","0","31018","1000","0","0","0","91002","15000","2","90006","8","1060","10001","0","0"
"647","1","8","2","750","0","0","31018","750","0","0","0","91002","20000","2","90006","7","1060","15001","0","0"
"648","1","8","2","500","0","0","31018","500","0","0","0","91002","-1","2","90006","5","1060","20001","0","0"
"649","1","8","2","5000","0","0","31145","5000","0","0","0","91002","100","2","90006","30","1061","1","0","0"
"650","1","8","2","4500","0","0","31145","4500","0","0","0","91002","300","2","90006","25","1061","101","0","0"
"651","1","8","2","4000","0","0","31145","4000","0","0","0","91002","500","2","90006","20","1061","301","0","0"
"652","1","8","2","3500","0","0","31145","3500","0","0","0","91002","1000","2","90006","18","1061","501","0","0"
"653","1","8","2","3000","0","0","31145","3000","0","0","0","91002","2000","2","90006","16","1061","1001","0","0"
"654","1","8","2","2500","0","0","31145","2500","0","0","0","91002","4500","2","90006","14","1061","2001","0","0"
"655","1","8","2","2000","0","0","31145","2000","0","0","0","91002","7000","2","90006","12","1061","4501","0","0"
"656","1","8","2","1500","0","0","31145","1500","0","0","0","91002","10000","2","90006","10","1061","7001","0","0"
"657","1","8","2","1000","0","0","31145","1000","0","0","0","91002","15000","2","90006","8","1061","10001","0","0"
"658","1","8","2","750","0","0","31145","750","0","0","0","91002","20000","2","90006","7","1061","15001","0","0"
"659","1","8","2","500","0","0","31145","500","0","0","0","91002","-1","2","90006","5","1061","20001","0","0"
"660","1","8","2","5000","0","0","31025","5000","0","0","0","91002","100","2","90006","30","1063","1","0","0"
"661","1","8","2","4500","0","0","31025","4500","0","0","0","91002","300","2","90006","25","1063","101","0","0"
"662","1","8","2","4000","0","0","31025","4000","0","0","0","91002","500","2","90006","20","1063","301","0","0"
"663","1","8","2","3500","0","0","31025","3500","0","0","0","91002","1000","2","90006","18","1063","501","0","0"
"664","1","8","2","3000","0","0","31025","3000","0","0","0","91002","2000","2","90006","16","1063","1001","0","0"
"665","1","8","2","2500","0","0","31025","2500","0","0","0","91002","4500","2","90006","14","1063","2001","0","0"
"666","1","8","2","2000","0","0","31025","2000","0","0","0","91002","7000","2","90006","12","1063","4501","0","0"
"667","1","8","2","1500","0","0","31025","1500","0","0","0","91002","10000","2","90006","10","1063","7001","0","0"
"668","1","8","2","1000","0","0","31025","1000","0","0","0","91002","15000","2","90006","8","1063","10001","0","0"
"669","1","8","2","750","0","0","31025","750","0","0","0","91002","20000","2","90006","7","1063","15001","0","0"
"670","1","8","2","500","0","0","31025","500","0","0","0","91002","-1","2","90006","5","1063","20001","0","0"
"671","1","8","2","5000","0","0","31042","5000","0","0","0","91002","100","2","90006","30","1064","1","0","0"
"672","1","8","2","4500","0","0","31042","4500","0","0","0","91002","300","2","90006","25","1064","101","0","0"
"673","1","8","2","4000","0","0","31042","4000","0","0","0","91002","500","2","90006","20","1064","301","0","0"
"674","1","8","2","3500","0","0","31042","3500","0","0","0","91002","1000","2","90006","18","1064","501","0","0"
"675","1","8","2","3000","0","0","31042","3000","0","0","0","91002","2000","2","90006","16","1064","1001","0","0"
"676","1","8","2","2500","0","0","31042","2500","0","0","0","91002","4500","2","90006","14","1064","2001","0","0"
"677","1","8","2","2000","0","0","31042","2000","0","0","0","91002","7000","2","90006","12","1064","4501","0","0"
"678","1","8","2","1500","0","0","31042","1500","0","0","0","91002","10000","2","90006","10","1064","7001","0","0"
"679","1","8","2","1000","0","0","31042","1000","0","0","0","91002","15000","2","90006","8","1064","10001","0","0"
"680","1","8","2","750","0","0","31042","750","0","0","0","91002","20000","2","90006","7","1064","15001","0","0"
"681","1","8","2","500","0","0","31042","500","0","0","0","91002","-1","2","90006","5","1064","20001","0","0"
"682","1","8","2","5000","0","0","31022","5000","0","0","0","91002","100","2","90006","30","1065","1","0","0"
"683","1","8","2","4500","0","0","31022","4500","0","0","0","91002","300","2","90006","25","1065","101","0","0"
"684","1","8","2","4000","0","0","31022","4000","0","0","0","91002","500","2","90006","20","1065","301","0","0"
"685","1","8","2","3500","0","0","31022","3500","0","0","0","91002","1000","2","90006","18","1065","501","0","0"
"686","1","8","2","3000","0","0","31022","3000","0","0","0","91002","2000","2","90006","16","1065","1001","0","0"
"687","1","8","2","2500","0","0","31022","2500","0","0","0","91002","4500","2","90006","14","1065","2001","0","0"
"688","1","8","2","2000","0","0","31022","2000","0","0","0","91002","7000","2","90006","12","1065","4501","0","0"
"689","1","8","2","1500","0","0","31022","1500","0","0","0","91002","10000","2","90006","10","1065","7001","0","0"
"690","1","8","2","1000","0","0","31022","1000","0","0","0","91002","15000","2","90006","8","1065","10001","0","0"
"691","1","8","2","750","0","0","31022","750","0","0","0","91002","20000","2","90006","7","1065","15001","0","0"
"692","1","8","2","500","0","0","31022","500","0","0","0","91002","-1","2","90006","5","1065","20001","0","0"
"693","1","8","2","5000","0","0","31043","5000","0","0","0","91002","100","2","90006","30","1066","1","0","0"
"694","1","8","2","4500","0","0","31043","4500","0","0","0","91002","300","2","90006","25","1066","101","0","0"
"695","1","8","2","4000","0","0","31043","4000","0","0","0","91002","500","2","90006","20","1066","301","0","0"
"696","1","8","2","3500","0","0","31043","3500","0","0","0","91002","1000","2","90006","18","1066","501","0","0"
"697","1","8","2","3000","0","0","31043","3000","0","0","0","91002","2000","2","90006","16","1066","1001","0","0"
"698","1","8","2","2500","0","0","31043","2500","0","0","0","91002","4500","2","90006","14","1066","2001","0","0"
"699","1","8","2","2000","0","0","31043","2000","0","0","0","91002","7000","2","90006","12","1066","4501","0","0"
"700","1","8","2","1500","0","0","31043","1500","0","0","0","91002","10000","2","90006","10","1066","7001","0","0"
"701","1","8","2","1000","0","0","31043","1000","0","0","0","91002","15000","2","90006","8","1066","10001","0","0"
"702","1","8","2","750","0","0","31043","750","0","0","0","91002","20000","2","90006","7","1066","15001","0","0"
"703","1","8","2","500","0","0","31043","500","0","0","0","91002","-1","2","90006","5","1066","20001","0","0"
"704","1","8","2","5000","0","0","31018","5000","0","0","0","91002","100","2","90006","30","1067","1","0","0"
"705","1","8","2","4500","0","0","31018","4500","0","0","0","91002","300","2","90006","25","1067","101","0","0"
"706","1","8","2","4000","0","0","31018","4000","0","0","0","91002","500","2","90006","20","1067","301","0","0"
"707","1","8","2","3500","0","0","31018","3500","0","0","0","91002","1000","2","90006","18","1067","501","0","0"
"708","1","8","2","3000","0","0","31018","3000","0","0","0","91002","2000","2","90006","16","1067","1001","0","0"
"709","1","8","2","2500","0","0","31018","2500","0","0","0","91002","4500","2","90006","14","1067","2001","0","0"
"710","1","8","2","2000","0","0","31018","2000","0","0","0","91002","7000","2","90006","12","1067","4501","0","0"
"711","1","8","2","1500","0","0","31018","1500","0","0","0","91002","10000","2","90006","10","1067","7001","0","0"
"712","1","8","2","1000","0","0","31018","1000","0","0","0","91002","15000","2","90006","8","1067","10001","0","0"
"713","1","8","2","750","0","0","31018","750","0","0","0","91002","20000","2","90006","7","1067","15001","0","0"
"714","1","8","2","500","0","0","31018","500","0","0","0","91002","-1","2","90006","5","1067","20001","0","0"
"715","1","8","2","5000","0","0","31145","5000","0","0","0","91002","100","2","90006","30","1068","1","0","0"
"716","1","8","2","4500","0","0","31145","4500","0","0","0","91002","300","2","90006","25","1068","101","0","0"
"717","1","8","2","4000","0","0","31145","4000","0","0","0","91002","500","2","90006","20","1068","301","0","0"
"718","1","8","2","3500","0","0","31145","3500","0","0","0","91002","1000","2","90006","18","1068","501","0","0"
"719","1","8","2","3000","0","0","31145","3000","0","0","0","91002","2000","2","90006","16","1068","1001","0","0"
"720","1","8","2","2500","0","0","31145","2500","0","0","0","91002","4500","2","90006","14","1068","2001","0","0"
"721","1","8","2","2000","0","0","31145","2000","0","0","0","91002","7000","2","90006","12","1068","4501","0","0"
"722","1","8","2","1500","0","0","31145","1500","0","0","0","91002","10000","2","90006","10","1068","7001","0","0"
"723","1","8","2","1000","0","0","31145","1000","0","0","0","91002","15000","2","90006","8","1068","10001","0","0"
"724","1","8","2","750","0","0","31145","750","0","0","0","91002","20000","2","90006","7","1068","15001","0","0"
"725","1","8","2","500","0","0","31145","500","0","0","0","91002","-1","2","90006","5","1068","20001","0","0"
"726","1","8","2","5000","0","0","31025","5000","0","0","0","91002","100","2","90006","30","1069","1","0","0"
"727","1","8","2","4500","0","0","31025","4500","0","0","0","91002","300","2","90006","25","1069","101","0","0"
"728","1","8","2","4000","0","0","31025","4000","0","0","0","91002","500","2","90006","20","1069","301","0","0"
"729","1","8","2","3500","0","0","31025","3500","0","0","0","91002","1000","2","90006","18","1069","501","0","0"
"730","1","8","2","3000","0","0","31025","3000","0","0","0","91002","2000","2","90006","16","1069","1001","0","0"
"731","1","8","2","2500","0","0","31025","2500","0","0","0","91002","4500","2","90006","14","1069","2001","0","0"
"732","1","8","2","2000","0","0","31025","2000","0","0","0","91002","7000","2","90006","12","1069","4501","0","0"
"733","1","8","2","1500","0","0","31025","1500","0","0","0","91002","10000","2","90006","10","1069","7001","0","0"
"734","1","8","2","1000","0","0","31025","1000","0","0","0","91002","15000","2","90006","8","1069","10001","0","0"
"735","1","8","2","750","0","0","31025","750","0","0","0","91002","20000","2","90006","7","1069","15001","0","0"
"736","1","8","2","500","0","0","31025","500","0","0","0","91002","-1","2","90006","5","1069","20001","0","0"
"737","1","8","2","5000","0","0","31042","5000","0","0","0","91002","100","2","90006","30","1070","1","0","0"
"738","1","8","2","4500","0","0","31042","4500","0","0","0","91002","300","2","90006","25","1070","101","0","0"
"739","1","8","2","4000","0","0","31042","4000","0","0","0","91002","500","2","90006","20","1070","301","0","0"
"740","1","8","2","3500","0","0","31042","3500","0","0","0","91002","1000","2","90006","18","1070","501","0","0"
"741","1","8","2","3000","0","0","31042","3000","0","0","0","91002","2000","2","90006","16","1070","1001","0","0"
"742","1","8","2","2500","0","0","31042","2500","0","0","0","91002","4500","2","90006","14","1070","2001","0","0"
"743","1","8","2","2000","0","0","31042","2000","0","0","0","91002","7000","2","90006","12","1070","4501","0","0"
"744","1","8","2","1500","0","0","31042","1500","0","0","0","91002","10000","2","90006","10","1070","7001","0","0"
"745","1","8","2","1000","0","0","31042","1000","0","0","0","91002","15000","2","90006","8","1070","10001","0","0"
"746","1","8","2","750","0","0","31042","750","0","0","0","91002","20000","2","90006","7","1070","15001","0","0"
"747","1","8","2","500","0","0","31042","500","0","0","0","91002","-1","2","90006","5","1070","20001","0","0"
"748","1","8","2","5000","0","0","31022","5000","0","0","0","91002","100","2","90006","30","1071","1","0","0"
"749","1","8","2","4500","0","0","31022","4500","0","0","0","91002","300","2","90006","25","1071","101","0","0"
"750","1","8","2","4000","0","0","31022","4000","0","0","0","91002","500","2","90006","20","1071","301","0","0"
"751","1","8","2","3500","0","0","31022","3500","0","0","0","91002","1000","2","90006","18","1071","501","0","0"
"752","1","8","2","3000","0","0","31022","3000","0","0","0","91002","2000","2","90006","16","1071","1001","0","0"
"753","1","8","2","2500","0","0","31022","2500","0","0","0","91002","4500","2","90006","14","1071","2001","0","0"
"754","1","8","2","2000","0","0","31022","2000","0","0","0","91002","7000","2","90006","12","1071","4501","0","0"
"755","1","8","2","1500","0","0","31022","1500","0","0","0","91002","10000","2","90006","10","1071","7001","0","0"
"756","1","8","2","1000","0","0","31022","1000","0","0","0","91002","15000","2","90006","8","1071","10001","0","0"
