f0aeef1f06df6458fee8156ac3d706a1152a5d34904801e76ec44dddd9496a92,8aa8f1634f4406b3451ac5d8b445e19e74a1680d3391768850164f253fd2ef77,9e468983a2df531ecbbe3c35b7d5b01097e77bf94b7ad75e8f523b7903cedbdb,59f5494e256b8dd3272b0451435945e2f93c19aba5859f2aa6e8b85974f36a2c,da586b5d5e27cf1f758f6d6538e6bee79a634cc5a0c2bfb5fc3f335271289bd6,0e73793b7b82a4d7e3a5fae746978a9dd52c0589bf43914fafc96ea98aaeb78f,ac0b0d82896e0b29c5ee39ee746e8ffb1608f1b6c1168a87dc51c84e7b8f10fb,401958470766c60afb586fa2960e14b8694bf231a153614e40c9f32f7587a066,119d276e649b070fcdf859ba551a1ea3afa56066daf9c7f8fb68e523ab05317b,96743ce59da7646c77e02642eb382f31238cce06c52d03a611c07887947f636d,cc5107b6d0b2b6bf9e7a6f835643821827b8e88ed0d896f0714c24a3a3150484
"132170035","","3217","","0.9","","0","","","","93"
"132170036","0","3217","1.05","1.05","1.05","1.05","","0.3","","123"
"132170037","","3217","0.5","75","","75","","","","122"
"132170038","","3217","","301702","","1","","","","32"
"132170039","","3217","","0.4","","0","","","","93"
"132170040","","3217","","2","","0","","","","32"
"132170041","","3217","","310000","","0","","","","32"
"132170042","","3217","","321700","","1","","","","32"
"132170043","","3217","","0.4","","0","","","","93"
"132170044","2","3217","0.95","0.95","0.95","0.95","","2","","123"
"132170045","","3217","","0.2","","0","","","","93"
"132170046","0.2","3217","0","1000001","","glad","","","","3"
"132170047","","3217","","120","","1","","","","32"
"132170048","","3217","","0.4","","0","","","","93"
"132170049","","3217","","998","","1","","","","32"
"132170050","","3217","","0.6","","0","","","","93"
"132170051","0.2","3217","0","1000001","joy_round3_loop","joy_round3_in","","1","","3"
"132170052","","3217","","5","","0","","","","93"
"132170053","","3217","","1","","","","","","113"
"133000001","0","3300","345.4","330000","0","330000","","1","","31"
"133000002","1","3300","345.4","8","0","8","","1","","31"
"133000003","","3300","","8","","0","","","","35"
"133000004","","3300","","0","","","","","","91"
"133000005","0","3300","1.05","1.05","1.05","1.05","","7.4","","123"
"133000006","0.2","3300","0","1000001","","wait","","","","3"
"133000007","","3300","","2","","1","","","","35"
"133000008","","3300","","4.9","","0","","","","93"
"133000009","0","3300","0.95","0.95","0.95","0.95","","0.4","","123"
"133000010","","3300","","330000","","1","","","","32"
"133000011","","3300","","0.1","","0","","","","93"
"133000012","","3300","","2","","0","","","","32"
"133000013","","3300","","0.1","","0","","","","93"
"133000014","","3300","","997","","1","","","","32"
"133000015","0.2","3300","0","1000001","","joy_from_wait","","","","3"
"133000016","","3300","","1.63","","0","","","","93"
"133000017","","3300","","0.3","","0","","","","93"
"133000018","","3300","","3","","","","","","113"
