230c6459c39b131a8b20228fbdc18d172da36ead62faf1e493bcbf57abe816f5,96678c8e825a8cc3052bbc55003295149db564deb019a3cc1d47c0bc79db6cb4,4119c1c000462085a637737c6a70bba9ad90a0c2e1ce8ccd3afccf34b5335cab,5310f636ca0be867a90e5ecf1139073df63203a5a5aeb4314db6d66fe9144b86,e770821e96be317d23fa9318d869737f8468fa6a6f6b61e5e9e9cc4132904271,41bd8fc1064e87984b9b3c52d821dc01f60d82b807e823ac0102c80f6874e692,013346b0eab5f02789d972c51c6d0a9a258b869f791ff08d17ec74fca1c250d0,db1263d2263686082b5faf9728b938ee438be6e3b00c34c7755fd7ef583b86fa,53fc16a865574eebd3463be80e8f1f45f8f680faa049adc71a14b98ca8cc3888,7ed195e26814dca070f26ce063e58d1b7213053281c39d658f062316298eca0e,1d04f217f67b944de0e563f27f07474f02bc8956e49040af9c48a46d8d106e90
"19012011","","0","","0","vo_wac_220823_001","","21","19012","vo_wac_220823",""
"19012012","0.5","10","0","1","そう、普通……！\n実に平々凡々極まりない！\nこれはいいものだ！\n凡も非凡も唯一の芸術ってね！","0","11","19012","106811","1"
"19012013","","","","","","","91","19012","0",""
"19012014","","","","","0","","22","19012","0",""
"19013001","","1","","","wac_idle_doya","0.2","3","19013","106811",""
"19013002","","1","","","wac_no_items","0.2","3","19013","111",""
"19013003","","-340","","0","200","","2","19013","106811",""
"19013004","","-340","","0","200","","2","19013","111",""
"19013005","","","","","0","","32","19013","21",""
"19013006","","","","","1","","32","19013","54",""
"19013007","","","","","0","","32","19013","11",""
"19013008","","","","","","","91","19013","0",""
"19111001","wac_default_11","202","0","-108","104911","2","1","19111","1","-213"
"19111002","wac_default_13","201","0","-108","111","2","5","19111","1","-213"
"19111003","","0","","0","21","1","31","19111","21","1"
"19111004","","0","","0","54","0","31","19111","54","1"
"19111005","","0","","0","11","0","31","19111","11","1"
"19111006","","0","","0","501","1","31","19111","501","1"
"19111007","","0","","","wac_paint_11","0.2","3","19111","104911","0"
"19111008","","0","","","wac_paint_13","0.2","3","19111","111","0"
"19111009","","","","","0","","93","19111","0.3",""
"19111010","","","","","1","","32","19111","11",""
"19111011","","0","","","se_10035700_roller","","23","19111","se_10035700",""
"19111012","","","","","300","","13","19111","104911",""
"19111013","","","","","","","131","19111","1",""
"19112001","","0","","wac_talk_doya_loop","wac_talk_doya_in","0.2","3","19112","104911","1"
"19112002","","1","","","wac_no_items","0.2","3","19112","111",""
"19112003","","-340","","0","200","","2","19112","104911",""
"19112004","","-340","","0","200","","2","19112","111",""
"19112005","","","","","0","","32","19112","21",""
"19112006","","","","","1","","32","19112","54",""
"19112007","","","","","0","","32","19112","11",""
"19112008","","0","","0","vo_wac_220824_000","","21","19112","vo_wac_220824",""
"19112009","0.5","10","0","1","お姉ちゃんのお姉ちゃんによる、\nお姉ちゃん史を覆す芸術が完成したよ！\n弟くんも一目見ただけで、この絵から\nお姉ちゃんを感じてくれるよね？","0","11","19112","104911","1"
"19112010","","","","","","","91","19112","0",""
"19112011","","0","","0","vo_wac_220824_001","","21","19112","vo_wac_220824",""
"19112012","0.5","10","0","1","この調子でどんどん絵を練習して、\n弟くんへの愛情を表現していかないと。\nまずは弟くんに膝枕してるお姉ちゃんの\n絵で、ランドソルを包囲しようかな♪","0","11","19112","104911","1"
"19112013","","","","","","","91","19112","0",""
"19112014","","","","","0","","22","19112","0",""
"19113001","","1","","","wac_idle_doya","0.2","3","19113","104911",""
"19113002","","1","","","wac_no_items","0.2","3","19113","111",""
"19113003","","-340","","0","200","","2","19113","104911",""
"19113004","","-340","","0","200","","2","19113","111",""
"19113005","","","","","0","","32","19113","21",""
"19113006","","","","","1","","32","19113","54",""
"19113007","","","","","0","","32","19113","11",""
"19113008","","","","","","","91","19113","0",""
"19211001","wac_default_31","202","0","-167","104911","2","1","19211","1","-205"
"19211002","wac_default_bot_41","254","0","-64","106811","2","1","19211","1","-350"
"19211003","wac_default_51","252","0","230","101111","2","1","19211","1","-325"
"19211004","wac_default_34","201","0","-167","111","2","5","19211","1","-205"
"19211005","wac_default_41","253","0","-64","112","2","5","19211","1","-350"
"19211006","wac_default_bot_57","251","0","230","113","2","5","19211","1","-325"
"19211007","","","","","300","","13","19211","101111",""
"19211008","","","","","300","","13","19211","104911",""
"19211009","","","","","300","","13","19211","106811",""
"19211010","","0","","0","25","1","31","19211","25","1"
"19211011","","0","","0","30","0","31","19211","30","1"
"19211012","","0","","0","15","0","31","19211","15","1"
"19211013","","0","","0","501","1","31","19211","501","1"
"19211014","","0","","","wac_paint_31","0.2","3","19211","104911","0"
"19211015","","0","","","wac_paint_34","0.2","3","19211","111","0"
"19211016","","0","","","wac_paint_bot_41","0.2","3","19211","106811","0"
"19211017","","0","","","wac_paint_41","0.2","3","19211","112","0"
"19211018","","0","","","wac_paint_bot_51","0.2","3","19211","101111","0"
"19211019","","0","","","wac_paint_bot_57","0.2","3","19211","113","0"
"19211020","","","","","0","","93","19211","0",""
"19211021","","","","","1","","32","19211","15",""
"19211022","","0","","","se_sys_login_birthday_calendar_smallbrush","","23","19211","se_common",""
"19211023","","","","","","","131","19211","1",""
"19212001","","1","","","wac_idle_doya","0","3","19212","101111",""
"19212002","","1","","","wac_idle_smile_L","0","3","19212","104911",""
"19212003","","1","","","wac_idle_wish","0","3","19212","106811",""
"19212004","","1","","","wac_no_items","0","3","19212","111",""
"19212005","","1","","","wac_no_items","0","3","19212","112",""
"19212006","","1","","","wac_no_items","0","3","19212","113",""
"19212007","","-335","","0","190","","2","19212","101111",""
"19212008","","-360","","0","-190","","2","19212","104911",""
"19212009","","-360","","0","350","","2","19212","106811",""
"19212010","","-335","","0","190","","2","19212","111",""
"19212011","","-360","","0","-190","","2","19212","112",""
"19212012","","-360","","0","350","","2","19212","113",""
"19212013","","","","","0","","32","19212","25",""
"19212014","","","","","1","","32","19212","30",""
"19212015","","","","","0","","32","19212","15",""
"19212016","","0","","wac_talk_doya_loop","wac_talk_doya_in","0.2","3","19212","101111","1"
"19212017","","0","","0","vo_wac_220825_000","","21","19212","vo_wac_220825",""
"19212018","0.5","10","0","1","ふ～、我ながらいい絵が描けました！\nなんだか今日は調子がいいですよ！","0","11","19212","101111","1"
"19212019","","","","","","","91","19212","0",""
"19212020","","1","","","wac_idle_doya","0.2","3","19212","101111","1"
"19212021","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","19212","106811","1"
"19212022","","0","","0","vo_wac_220825_001","","21","19212","vo_wac_220825",""
"19212023","0.5","10","0","1","うんうん、リノちゃんは\n元気があっていいねえ。","0","11","19212","106811","1"
"19212024","","","","","","","91","19212","0",""
"19212025","","1","","","wac_idle_wish","0.2","3","19212","106811","1"
"19212026","","0","","wac_talk_smile_loop_L","wac_talk_smile_in_L","0.2","3","19212","104911","1"
"19212027","","0","","0","vo_wac_220825_002","","21","19212","vo_wac_220825",""
"19212028","0.5","10","0","1","ちょっとおっちょこちょいなところは\n直してほしいんだけどね？","0","11","19212","104911","1"
"19212029","","","","","","","91","19212","0",""
"19212030","","1","","","wac_idle_smile_L","0.2","3","19212","104911","1"
"19212031","","1","","","wac_talk_anger_shy","0.2","3","19212","101111",""
"19212032","","0","","0","vo_wac_220825_003","","21","19212","vo_wac_220825",""
"19212033","0.5","10","0","1","そ、そこはおいおい直していきます！\n私はターキー晩成ですからね！","0","11","19212","101111","1"
"19212034","","","","","","","91","19212","0",""
"19212035","","","","","0","","22","19212","0",""
"19212036","","","","","","","111","19212","",""
"19213001","","1","","","wac_idle_sad_shy","0.2","3","19213","101111",""
"19213002","","1","","","wac_idle_smile_L","0.2","3","19213","104911",""
"19213003","","1","","","wac_idle_wish","0.2","3","19213","106811",""
"19213004","","1","","","wac_no_items","0.2","3","19213","111",""
"19213005","","1","","","wac_no_items","0.2","3","19213","112",""
"19213006","","1","","","wac_no_items","0.2","3","19213","113",""
"19213007","","-335","","0","190","","2","19213","101111",""
"19213008","","-360","","0","-190","","2","19213","104911",""
"19213009","","-360","","0","350","","2","19213","106811",""
"19213010","","-335","","0","190","","2","19213","111",""
"19213011","","-360","","0","-190","","2","19213","112",""
"19213012","","-360","","0","350","","2","19213","113",""
"19213013","","","","","0","","32","19213","25",""
"19213014","","","","","1","","32","19213","30",""
"19213015","","","","","0","","32","19213","15",""
"19213016","","","","","","","91","19213","0",""
"19311001","wac_default_01","202","0","-108","100311","2","1","19311","1","-213"
"19311002","wac_default_03","201","0","-108","111","2","5","19311","1","-213"
"19311003","","0","","0","21","1","31","19311","21","1"
"19311004","","0","","0","54","0","31","19311","54","1"
"19311005","","0","","0","11","0","31","19311","11","1"
"19311006","","0","","0","501","1","31","19311","501","1"
"19311007","","0","","","wac_paint_01","0.2","3","19311","100311","0"
"19311008","","0","","","wac_paint_03","0.2","3","19311","111","0"
"19311009","","","","","0","","93","19311","0",""
"19311010","","","","","1","","32","19311","11",""
"19311011","","0","","","se_10035700_brush","","23","19311","se_10035700",""
"19311012","","","","","300","","13","19311","100311",""
"19311013","","","","","","","131","19311","1",""
"19312001","","0","","wac_talk_doya_loop","wac_talk_doya_in","0.2","3","19312","100311","1"
"19312002","","1","","","wac_no_items","0.2","3","19312","111",""
"19312003","","-340","","0","200","","2","19312","100311",""
"19312004","","-340","","0","200","","2","19312","111",""
"19312005","","","","","0","","32","19312","21",""
"19312006","","","","","1","","32","19312","54",""
"19312007","","","","","0","","32","19312","11",""
"19312008","","0","","0","vo_wac_220826_000","","21","19312","vo_wac_220826",""
"19312009","0.5","10","0","1","よし、これでいい。\nやっぱり絵を描く作業は、\n上達がはっきり目に見える分、\nやりがいを感じられるね。","0","11","19312","100311","1"
"19312010","","","","","","","91","19312","0",""
"19312011","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","19312","100311","1"
"19312012","","0","","0","vo_wac_220826_001","","21","19312","vo_wac_220826",""
"19312013","0.5","10","0","1","せっかくだし、プライベートでも\nなにか描いてみたいな。\n今度ユイたちを誘って、\n写生会でも開いてみようか♪","0","11","19312","100311","1"
"19312014","","","","","","","91","19312","0",""
"19312015","","","","","0","","22","19312","0",""
"19313001","","1","","","wac_idle_wish","0.2","3","19313","100311",""
"19313002","","1","","","wac_no_items","0.2","3","19313","111",""
"19313003","","-340","","0","200","","2","19313","100311",""
"19313004","","-340","","0","200","","2","19313","111",""
"19313005","","","","","0","","32","19313","21",""
"19313006","","","","","1","","32","19313","54",""
"19313007","","","","","0","","32","19313","11",""
"19313008","","","","","","","91","19313","0",""
"19411001","wac_default_31","202","0","-167","100211","2","1","19411","1","-205"
"19411002","wac_default_bot_41","254","0","-64","100311","2","1","19411","1","-350"
"19411003","wac_default_51","252","0","230","100111","2","1","19411","1","-325"
"19411004","wac_default_34","201","0","-167","111","2","5","19411","1","-205"
"19411005","wac_default_47","253","0","-64","112","2","5","19411","1","-350"
"19411006","wac_default_bot_54","251","0","230","113","2","5","19411","1","-325"
"19411007","","","","","300","","13","19411","100111",""
"19411008","","","","","300","","13","19411","100211",""
"19411009","","","","","300","","13","19411","100311",""
"19411010","","0","","0","25","1","31","19411","25","1"
"19411011","","0","","0","30","0","31","19411","30","1"
"19411012","","0","","0","15","0","31","19411","15","1"
"19411013","","0","","0","501","1","31","19411","501","1"
"19411014","","0","","","wac_paint_31","0.2","3","19411","100211","0"
"19411015","","0","","","wac_paint_34","0.2","3","19411","111","0"
"19411016","","0","","","wac_paint_bot_41","0.2","3","19411","100311","0"
"19411017","","0","","","wac_paint_47","0.2","3","19411","112","0"
"19411018","","0","","","wac_paint_bot_51","0.2","3","19411","100111","0"
"19411019","","0","","","wac_paint_bot_54","0.2","3","19411","113","0"
"19411020","","","","","0","","93","19411","0",""
"19411021","","","","","1","","32","19411","15",""
"19411022","","0","","","se_sys_login_birthday_calendar_smallbrush","","23","19411","se_common",""
"19411023","","","","","","","131","19411","1",""
"19412001","","1","","","wac_idle_smile","0","3","19412","100111",""
"19412002","","1","","","wac_idle_smile_L","0","3","19412","100211",""
"19412003","","1","","","wac_idle_arm_crossed","0","3","19412","100311",""
"19412004","","1","","","wac_no_items","0","3","19412","111",""
"19412005","","1","","","wac_no_items","0","3","19412","112",""
"19412006","","1","","","wac_no_items","0","3","19412","113",""
"19412007","","-335","","0","190","","2","19412","100111",""
"19412008","","-360","","0","-190","","2","19412","100211",""
"19412009","","-360","","0","350","","2","19412","100311",""
"19412010","","-335","","0","190","","2","19412","111",""
"19412011","","-360","","0","-190","","2","19412","112",""
"19412012","","-360","","0","350","","2","19412","113",""
"19412013","","","","","0","","32","19412","25",""
"19412014","","","","","1","","32","19412","30",""
"19412015","","","","","0","","32","19412","15",""
"19412016","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","19412","100111","1"
"19412017","","0","","0","vo_wac_220827_000","","21","19412","vo_wac_220827",""
"19412018","0.5","10","0","1","おわったー！\n結構いいデキなんじゃないかなー？\nユイちゃんとレイさんはどう？","0","11","19412","100111","1"
"19412019","","","","","","","91","19412","0",""
"19412020","","1","","","wac_idle_smile","0.2","3","19412","100111","1"
"19412021","","0","","wac_talk_smile_loop_L","wac_talk_smile_in_L","0.2","3","19412","100211","1"
"19412022","","0","","0","vo_wac_220827_001","","21","19412","vo_wac_220827",""
"19412023","0.5","10","0","1","うん、こっちも終わったよ♪\n３人で協力したら、大きな絵を描くのも\nあっという間だね。","0","11","19412","100211","1"
"19412024","","","","","","","91","19412","0",""
"19412025","","1","","","wac_idle_smile_L","0.2","3","19412","100211","1"
"19412026","","0","","wac_talk_arm_crossed_loop","wac_talk_arm_crossed_in","0.2","3","19412","100311","1"
"19412027","","0","","0","vo_wac_220827_002","","21","19412","vo_wac_220827",""
"19412028","0.5","10","0","1","戦闘もこの作業も、大切なのは\n仲間との連携ということだね。\n案外、私たちに向いている\n仕事なのかもしれないな。","0","11","19412","100311","1"
"19412029","","","","","","","91","19412","0",""
"19412030","","","","","0","","22","19412","0",""
"19412031","","","","","","","111","19412","",""
"19413001","","1","","","wac_idle_smile","0.2","3","19413","100111",""
"19413002","","1","","","wac_idle_smile_L","0.2","3","19413","100211",""
"19413003","","1","","","wac_idle_arm_crossed","0.2","3","19413","100311",""
"19413004","","1","","","wac_no_items","0.2","3","19413","111",""
"19413005","","1","","","wac_no_items","0.2","3","19413","112",""
"19413006","","1","","","wac_no_items","0.2","3","19413","113",""
"19413007","","-335","","0","190","","2","19413","100111",""
"19413008","","-360","","0","-190","","2","19413","100211",""
"19413009","","-360","","0","350","","2","19413","100311",""
"19413010","","-335","","0","190","","2","19413","111",""
"19413011","","-360","","0","-190","","2","19413","112",""
"19413012","","-360","","0","350","","2","19413","113",""
"19413013","","","","","0","","32","19413","25",""
"19413014","","","","","1","","32","19413","30",""
"19413015","","","","","0","","32","19413","15",""
"19413016","","","","","","","91","19413","0",""
"19511001","wac_default_01","202","0","-108","100211","2","1","19511","1","-213"
"19511002","wac_default_03","201","0","-108","111","2","5","19511","1","-213"
"19511003","","0","","0","21","1","31","19511","21","1"
"19511004","","0","","0","54","0","31","19511","54","1"
"19511005","","0","","0","11","0","31","19511","11","1"
"19511006","","0","","0","501","1","31","19511","501","1"
"19511007","","0","","","wac_paint_01","0.2","3","19511","100211","0"
"19511008","","0","","","wac_paint_03","0.2","3","19511","111","0"
"19511009","","","","","0","","93","19511","0",""
"19511010","","","","","1","","32","19511","11",""
"19511011","","0","","","se_10035700_brush","","23","19511","se_10035700",""
"19511012","","","","","300","","13","19511","100211",""
"19511013","","","","","","","131","19511","1",""
"19512001","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","19512","100211","1"
"19512002","","1","","","wac_no_items","0.2","3","19512","111",""
"19512003","","-340","","0","200","","2","19512","100211",""
"19512004","","-340","","0","200","","2","19512","111",""
"19512005","","","","","0","","32","19512","21",""
"19512006","","","","","1","","32","19512","54",""
"19512007","","","","","0","","32","19512","11",""
"19512008","","0","","0","vo_wac_220828_000","","21","19512","vo_wac_220828",""
"19512009","0.5","10","0","1","よいしょっと。\nうん、これでお願いされてた\nところはできあがったかな？","0","11","19512","100211","1"
"19512010","","","","","","","91","19512","0",""
"19512011","","0","","0","vo_wac_220828_001","","21","19512","vo_wac_220828",""
"19512012","0.5","10","0","1","他にもたくさんのギルドが参加してる\nみたいだし……完成したらどんな壁に\nなるのか楽しみだね。\nすごく素敵な景色になると思うよ♪","0","11","19512","100211","1"
"19512013","","","","","","","91","19512","0",""
"19512014","","","","","0","","22","19512","0",""
"19513001","","1","","","wac_idle_smile","0.2","3","19513","100211",""
"19513002","","1","","","wac_no_items","0.2","3","19513","111",""
"19513003","","-340","","0","200","","2","19513","100211",""
"19513004","","-340","","0","200","","2","19513","111",""
"19513005","","","","","0","","32","19513","21",""
"19513006","","","","","1","","32","19513","54",""
"19513007","","","","","0","","32","19513","11",""
"19513008","","","","","","","91","19513","0",""
"19611001","wac_default_01","202","0","-108","100811","2","1","19611","1","-213"
"19611002","wac_default_03","201","0","-108","111","2","5","19611","1","-213"
"19611003","","0","","0","21","1","31","19611","21","1"
"19611004","","0","","0","54","0","31","19611","54","1"
"19611005","","0","","0","11","0","31","19611","11","1"
"19611006","","0","","0","501","1","31","19611","501","1"
"19611007","","0","","","wac_paint_01","0.2","3","19611","100811","0"
"19611008","","0","","","wac_paint_03","0.2","3","19611","111","0"
"19611009","","","","","0","","93","19611","0",""
"19611010","","","","","1","","32","19611","11",""
"19611011","","0","","","se_10035700_brush","","23","19611","se_10035700",""
"19611012","","","","","300","","13","19611","100811",""
"19611013","","","","","","","131","19611","1",""
"19612001","","0","","wac_talk_sad_loop","wac_talk_sad_in","0.2","3","19612","100811","1"
"19612002","","1","","","wac_no_items","0.2","3","19612","111",""
"19612003","","-340","","0","200","","2","19612","100811",""
"19612004","","-340","","0","200","","2","19612","111",""
"19612005","","","","","0","","32","19612","21",""
"19612006","","","","","1","","32","19612","54",""
"19612007","","","","","0","","32","19612","11",""
"19612008","","0","","0","vo_wac_220829_000","","21","19612","vo_wac_220829",""
"19612009","0.5","10","0","1","はぁ……困ってしまったな。\n確かに絵の方は文句のない仕上がり\nなんだけれど。","0","11","19612","100811","1"
"19612010","","","","","","","91","19612","0",""
"19612011","","0","","0","vo_wac_220829_001","","21","19612","vo_wac_220829",""
"19612012","0.5","10","0","1","絵を描いているときのボクと、\n描き終わった後のボク。\nどちらのボクがより美しいのか\n悩んでるんだ。キミはどっちだと思う？","0","11","19612","100811","1"
"19612013","","","","","","","91","19612","0",""
"19612014","","","","","0","","22","19612","0",""
"19613001","","1","","","wac_idle_sad","0.2","3","19613","100811",""
"19613002","","1","","","wac_no_items","0.2","3","19613","111",""
"19613003","","-340","","0","200","","2","19613","100811",""
"19613004","","-340","","0","200","","2","19613","111",""
"19613005","","","","","0","","32","19613","21",""
"19613006","","","","","1","","32","19613","54",""
"19613007","","","","","0","","32","19613","11",""
"19613008","","","","","","","91","19613","0",""
"19711001","wac_default_11","202","0","-108","105311","2","1","19711","1","-213"
"19711002","wac_default_13","201","0","-108","111","2","5","19711","1","-213"
"19711003","","0","","0","21","1","31","19711","21","1"
"19711004","","0","","0","54","0","31","19711","54","1"
"19711005","","0","","0","11","0","31","19711","11","1"
"19711006","","0","","0","501","1","31","19711","501","1"
"19711007","","0","","","wac_paint_11","0.2","3","19711","105311","0"
"19711008","","0","","","wac_paint_13","0.2","3","19711","111","0"
"19711009","","","","","0","","93","19711","0.3",""
"19711010","","","","","1","","32","19711","11",""
"19711011","","0","","","se_10035700_roller","","23","19711","se_10035700",""
"19711012","","","","","300","","13","19711","105311",""
"19711013","","","","","","","131","19711","1",""
"19712001","","0","","wac_talk_doya_loop","wac_talk_doya_in","0.2","3","19712","105311","1"
"19712002","","1","","","wac_no_items","0.2","3","19712","111",""
"19712003","","-340","","0","200","","2","19712","105311",""
"19712004","","-340","","0","200","","2","19712","111",""
"19712005","","","","","0","","32","19712","21",""
"19712006","","","","","1","","32","19712","54",""
"19712007","","","","","0","","32","19712","11",""
"19712008","","0","","0","vo_wac_220830_000","","21","19712","vo_wac_220830",""
"19712009","0.5","10","0","1","よし、できあがりだ！\n畑違いな依頼の気もするが、\n軍人たるもの、どんな任務でも\n忠実にこなさなければな。","0","11","19712","105311","1"
"19712010","","","","","","","91","19712","0",""
"19712011","","0","","wac_talk_sad_loop","wac_talk_sad_in","0.2","3","19712","105311","1"
"19712012","","0","","0","vo_wac_220830_001","","21","19712","vo_wac_220830",""
"19712013","0.5","10","0","1","ええっと、このあとは……\n薬草集めに、倉庫整理か。\nや、やっぱり、もう少し軍人らしい\n依頼を率先して受けるべきか？","0","11","19712","105311","1"
"19712014","","","","","","","91","19712","0",""
"19712015","","","","","0","","22","19712","0",""
"19713001","","1","","","wac_idle_sad","0.2","3","19713","105311",""
"19713002","","1","","","wac_no_items","0.2","3","19713","111",""
"19713003","","-340","","0","200","","2","19713","105311",""
"19713004","","-340","","0","200","","2","19713","111",""
"19713005","","","","","0","","32","19713","21",""
"19713006","","","","","1","","32","19713","54",""
"19713007","","","","","0","","32","19713","11",""
"19713008","","","","","","","91","19713","0",""
"19811001","wac_default_31","202","0","-167","100811","2","1","19811","1","-85"
"19811002","wac_default_41","252","0","-64","104511","2","1","19811","1","-211"
"19811003","wac_default_51","204","0","230","103011","2","1","19811","1","-211"
"19811004","wac_default_bot_81","256","0","-330","105511","2","1","19811","1","-350"
"19811005","wac_default_bot_91","259","0","340","105311","2","1","19811","1","-350"
"19811006","wac_default_33","201","0","-167","111","2","5","19811","1","-85"
"19811007","wac_default_47","251","0","-64","112","2","5","19811","1","-211"
"19811008","wac_default_51","203","0","230","113","2","5","19811","1","-211"
"19811009","wac_default_84","255","0","-330","114","2","5","19811","1","-350"
"19811010","wac_default_93","258","0","340","115","2","5","19811","1","-350"
"19811011","","","","","300","","13","19811","105511",""
"19811012","","","","","300","","13","19811","105311",""
"19811013","","","","","300","","13","19811","103011",""
"19811014","","","","","300","","13","19811","100811",""
"19811015","","","","","300","","13","19811","104511",""
"19811016","","0","","0","55","1","31","19811","55","1"
"19811017","","0","","0","30","0","31","19811","30","1"
"19811018","","0","","0","16","0","31","19811","16","1"
"19811019","","0","","0","14","0","31","19811","14","1"
"19811020","","0","","0","18","0","31","19811","18","1"
"19811021","","0","","0","501","1","31","19811","501","1"
"19811022","","0","","","wac_paint_31","0.2","3","19811","100811","0"
"19811023","","0","","","wac_paint_33","0.2","3","19811","111","0"
"19811024","","0","","","wac_paint_41","0.2","3","19811","104511","0"
"19811025","","0","","","wac_paint_47","0.2","3","19811","112","0"
"19811026","","0","","","wac_paint_51","0.2","3","19811","103011","0"
"19811027","","0","","","wac_paint_51","0.2","3","19811","113","0"
"19811028","","0","","","wac_paint_bot_81","0.2","3","19811","105511","0"
"19811029","","0","","","wac_paint_84","0.2","3","19811","114","0"
"19811030","","0","","","wac_paint_bot_91","0.2","3","19811","105311","0"
"19811031","","0","","","wac_paint_93","0.2","3","19811","115","0"
"19811032","","","","","0","","93","19811","0",""
"19811033","","","","","1","","32","19811","16",""
"19811034","","0","","","se_sys_login_birthday_calendar_smallbrush","","23","19811","se_common",""
"19811035","","","","","","","131","19811","1",""
"19812001","","1","","","wac_idle_smile_L","0","3","19812","105511",""
"19812002","","1","","","wac_idle_sad_L","0","3","19812","105311",""
"19812003","","1","","","wac_idle_doya","0","3","19812","103011",""
"19812004","","1","","","wac_idle_smile","0","3","19812","100811",""
"19812005","","1","","","wac_idle_wish","0","3","19812","104511",""
"19812006","","1","","","wac_no_items","0","3","19812","111",""
"19812007","","1","","","wac_no_items","0","3","19812","112",""
"19812008","","1","","","wac_no_items","0","3","19812","113",""
"19812009","","1","","","wac_no_items","0","3","19812","114",""
"19812010","","1","","","wac_no_items","0","3","19812","115",""
"19812011","","-335","","0","-190","","2","19812","105511",""
"19812012","","-360","","0","-365","","2","19812","105311",""
"19812013","","-360","","0","190","","2","19812","103011",""
"19812014","","-335","","0","350","","2","19812","100811",""
"19812015","","-360","","0","500","","2","19812","104511",""
"19812016","","-335","","0","-190","","2","19812","111",""
"19812017","","-360","","0","-365","","2","19812","112",""
"19812018","","-360","","0","190","","2","19812","113",""
"19812019","","-335","","0","350","","2","19812","114",""
"19812020","","-360","","0","500","","2","19812","115",""
"19812021","","","","","0","","32","19812","55",""
"19812022","","","","","1","","32","19812","30",""
"19812023","","","","","0","","32","19812","16",""
"19812024","","","","","1","","32","19812","14",""
"19812025","","","","","1","","32","19812","18",""
"19812026","","","","","0","","93","19812","1.8",""
"19812027","","0","","wac_talk_doya_loop","wac_talk_doya_in","0.2","3","19812","103011","1"
"19812028","","0","","0","vo_wac_220831_000","","21","19812","vo_wac_220831",""
"19812029","0.5","10","0","1","シュバババババ～♪\n忍法に不可能はありまセン！\nウキヨエを壁に描くのも\nお手の物デス！","0","11","19812","103011","1"
"19812030","","","","","","","91","19812","0",""
"19812031","","1","","","wac_idle_doya","0.2","3","19812","103011","1"
"19812032","","0","","wac_talk_sad_loop_L","wac_talk_sad_in_L","0.2","3","19812","105311","1"
"19812033","","0","","0","vo_wac_220831_001","","21","19812","vo_wac_220831",""
"19812034","0.5","10","0","1","いや、浮世絵って\nこんな感じだったか？\nオーエドで見たのは、もう少し\n違う雰囲気だった気がするのだが。","0","11","19812","105311","1"
"19812035","","","","","","","91","19812","0",""
"19812036","","1","","","wac_idle_sad_L","0.2","3","19812","105311","1"
"19812037","","0","","wac_talk_smile_loop","wac_talk_smile_in","0.2","3","19812","100811","1"
"19812038","","0","","0","vo_wac_220831_002","","21","19812","vo_wac_220831",""
"19812039","0.5","10","0","1","美を伝えるという点では同じだよ。\nボクだって歯磨きをするボクや\nお昼ご飯を食べるボクがいるけど、\n全て美しいボクには違いないでしょ？","0","11","19812","100811","1"
"19812040","","","","","","","91","19812","0",""
"19812041","","1","","","wac_idle_smile","0.2","3","19812","100811","1"
"19812042","","0","","wac_talk_wish_loop","wac_talk_wish_in","0.2","3","19812","104511","1"
"19812043","","0","","0","vo_wac_220831_003","","21","19812","vo_wac_220831",""
"19812044","0.5","10","0","1","そ、そうですね……\nドＳさんも多種多様な攻めを\n繰り出してきますけど、全部\nクウカにとっては快感ですし。","0","11","19812","104511","1"
"19812045","","","","","","","91","19812","0",""
"19812046","","1","","","wac_idle_wish","0.2","3","19812","104511","1"
"19812047","","0","","wac_talk_smile_loop_L","wac_talk_smile_in_L","0.2","3","19812","105511","1"
"19812048","","0","","0","vo_wac_220831_004","","21","19812","vo_wac_220831",""
"19812049","0.5","10","0","1","それは流石に違う気がします……\nでも、みんなで描いた絵が、\n浮世絵みたいにきれいに\nできたのはそのとおりですね♪","0","11","19812","105511","1"
"19812050","","","","","","","91","19812","0",""
"19812051","","","","","0","","22","19812","0",""
"19812052","","","","","","","111","19812","",""
"19813001","","1","","","wac_idle_smile_L","0.2","3","19813","105511",""
"19813002","","1","","","wac_idle_sad_L","0.2","3","19813","105311",""
"19813003","","1","","","wac_idle_doya","0.2","3","19813","103011",""
"19813004","","1","","","wac_idle_smile","0.2","3","19813","100811",""
"19813005","","1","","","wac_idle_wish","0.2","3","19813","104511",""
"19813006","","1","","","wac_no_items","0.2","3","19813","111",""
"19813007","","1","","","wac_no_items","0.2","3","19813","112",""
"19813008","","1","","","wac_no_items","0.2","3","19813","113",""
"19813009","","1","","","wac_no_items","0.2","3","19813","114",""
"19813010","","1","","","wac_no_items","0.2","3","19813","115",""
"19813011","","-335","","0","-190","","2","19813","105511",""
"19813012","","-360","","0","-365","","2","19813","105311",""
"19813013","","-360","","0","190","","2","19813","103011",""
"19813014","","-335","","0","350","","2","19813","100811",""
"19813015","","-360","","0","500","","2","19813","104511",""
"19813016","","-335","","0","-190","","2","19813","111",""
"19813017","","-360","","0","-365","","2","19813","112",""
