b2ae4d7098119bfd4e36fc3255b69bcf664711e2b01247f9ab360ca2d969f5de,3dda1c71e5be1cf544b8e382147dff300fb1d06fff6fb53748f51a55f088110a,c9ac7843f52725fed3f178053f11fbcd56ef0510f6cbe998829836c34b3d8176,57c76ea00df9b8c79acfa73d85f54c5b074350f2ee579a14256750d329d25073,72625129ea11657994e8d11f16bdbd159e8a13eae70155dd769fe8fce144438d
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001008","17","300100803"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001008","boss_def_lower_limit","300100804"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001008","boss_magic_def_lower_limit","300100805"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001008","9","300100806"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001009","14","300100901"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001009","11","300100902"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001009","17","300100903"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001009","boss_def_lower_limit","300100904"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001009","boss_magic_def_lower_limit","300100905"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001009","9","300100906"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001010","14","300101001"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001010","11","300101002"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001010","17","300101003"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001010","boss_def_lower_limit","300101004"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001010","boss_magic_def_lower_limit","300101005"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を特大ダウンさせる。","83001010","9","300101006"
"ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","83001010","boss_tp_down_cut","300101007"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001011","14","300101101"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001011","11","300101102"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001011","17","300101103"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001011","boss_def_lower_limit","300101104"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001011","boss_magic_def_lower_limit","300101105"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001011","9","300101106"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001012","14","300101201"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001012","11","300101202"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001012","17","300101203"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001012","boss_def_lower_limit","300101204"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001012","boss_magic_def_lower_limit","300101205"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001012","9","300101206"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001013","14","300101301"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001013","11","300101302"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001013","17","300101303"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001013","boss_def_lower_limit","300101304"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001013","boss_magic_def_lower_limit","300101305"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001013","9","300101306"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001014","14","300101401"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001014","11","300101402"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001014","17","300101403"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001014","boss_def_lower_limit","300101404"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001014","boss_magic_def_lower_limit","300101405"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001014","9","300101406"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001015","14","300101501"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001015","11","300101502"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001015","17","300101503"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001015","boss_def_lower_limit","300101504"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001015","boss_magic_def_lower_limit","300101505"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001015","9","300101506"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001016","14","300101601"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001016","11","300101602"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001016","17","300101603"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001016","boss_def_lower_limit","300101604"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001016","boss_magic_def_lower_limit","300101605"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001016","9","300101606"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001017","14","300101701"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001017","11","300101702"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001017","17","300101703"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001017","boss_def_lower_limit","300101704"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001017","boss_magic_def_lower_limit","300101705"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001017","9","300101706"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001018","14","300101801"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001018","11","300101802"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001018","17","300101803"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001018","boss_def_lower_limit","300101804"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001018","boss_magic_def_lower_limit","300101805"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001018","9","300101806"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001019","14","300101901"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001019","11","300101902"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001019","17","300101903"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001019","boss_def_lower_limit","300101904"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001019","boss_magic_def_lower_limit","300101905"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001019","9","300101906"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001020","14","300102001"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001020","11","300102002"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001020","17","300102003"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001020","boss_def_lower_limit","300102004"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001020","boss_magic_def_lower_limit","300102005"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001020","9","300102006"
"ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","83001020","boss_tp_down_cut","300102007"
"行動速度アップ","バトル開始時、すべてのモンスターの行動速度を大アップさせる。","83001020","boss_haste","300102008"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001021","14","300102101"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001021","11","300102102"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001021","17","300102103"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001021","boss_def_lower_limit","300102104"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001021","boss_magic_def_lower_limit","300102105"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001021","9","300102106"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001022","14","300102201"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001022","11","300102202"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001022","17","300102203"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001022","boss_def_lower_limit","300102204"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001022","boss_magic_def_lower_limit","300102205"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001022","9","300102206"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001023","14","300102301"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001023","11","300102302"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001023","17","300102303"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001023","boss_def_lower_limit","300102304"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001023","boss_magic_def_lower_limit","300102305"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001023","9","300102306"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001024","14","300102401"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001024","11","300102402"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001024","17","300102403"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001024","boss_def_lower_limit","300102404"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001024","boss_magic_def_lower_limit","300102405"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001024","9","300102406"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001025","14","300102501"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001025","11","300102502"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001025","17","300102503"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001025","boss_def_lower_limit","300102504"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001025","boss_magic_def_lower_limit","300102505"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001025","9","300102506"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001026","14","300102601"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001026","11","300102602"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001026","17","300102603"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001026","boss_def_lower_limit","300102604"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001026","boss_magic_def_lower_limit","300102605"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001026","9","300102606"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001027","14","300102701"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001027","11","300102702"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001027","17","300102703"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001027","boss_def_lower_limit","300102704"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001027","boss_magic_def_lower_limit","300102705"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001027","9","300102706"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001028","14","300102801"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001028","11","300102802"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001028","17","300102803"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001028","boss_def_lower_limit","300102804"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001028","boss_magic_def_lower_limit","300102805"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001028","9","300102806"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001029","14","300102901"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001029","11","300102902"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001029","17","300102903"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001029","boss_def_lower_limit","300102904"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001029","boss_magic_def_lower_limit","300102905"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001029","9","300102906"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001030","14","300103001"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001030","11","300103002"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001030","17","300103003"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を中アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001030","boss_def_lower_limit","300103004"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を中アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001030","boss_magic_def_lower_limit","300103005"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001030","9","300103006"
"ＴＰダウンカット","バトル開始時、すべてのモンスターがＴＰダウン\n100％カット状態になる。","83001030","boss_tp_down_cut","300103007"
"物理攻撃力ダウン","バトル開始時、すべてのキャラの物理攻撃力を大ダウンさせる。","83001030","5","300103008"
"魔法攻撃力ダウン","バトル開始時、すべてのキャラの魔法攻撃力を大ダウンさせる。","83001030","6","300103009"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001031","14","300103101"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001031","11","300103102"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001031","17","300103103"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001031","boss_def_lower_limit","300103104"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001031","boss_magic_def_lower_limit","300103105"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001031","9","300103106"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001032","14","300103201"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001032","11","300103202"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001032","17","300103203"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001032","boss_def_lower_limit","300103204"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001032","boss_magic_def_lower_limit","300103205"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001032","9","300103206"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001033","14","300103301"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001033","11","300103302"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001033","17","300103303"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001033","boss_def_lower_limit","300103304"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001033","boss_magic_def_lower_limit","300103305"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001033","9","300103306"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001034","14","300103401"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001034","11","300103402"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001034","17","300103403"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001034","boss_def_lower_limit","300103404"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001034","boss_magic_def_lower_limit","300103405"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001034","9","300103406"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001035","14","300103501"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001035","11","300103502"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001035","17","300103503"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001035","boss_def_lower_limit","300103504"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001035","boss_magic_def_lower_limit","300103505"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001035","9","300103506"
"危険領域","バトル中、「物理ダメージカット」効果が発動する。","83001036","25","300103601"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001036","14","300103602"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001036","11","300103603"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001036","17","300103604"
"物理防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの物理防御力を大アップさせる。この効果は物理防御力ダウンの影響を受けない。","83001036","boss_def_lower_limit","300103605"
"魔法防御力（ダウン不可）アップ","バトル開始時、すべてのモンスターの魔法防御力を大アップさせる。この効果は魔法防御力ダウンの影響を受けない。","83001036","boss_magic_def_lower_limit","300103606"
"ＨＰ吸収ダウン","バトル開始時、すべてのキャラのＨＰ吸収を大ダウンさせる。","83001036","9","300103607"
"物理ダメージカット","バトル開始時、すべてのモンスターが物理ダメージ100％カット状態になる。","83001036","boss_physics_cut","300103608"
"風属性ボーナス特大アップ","風属性のキャラが４体以上編成されているとき、キャラの属性ボーナスが強化される。風属性以外の属性ボーナスを無効化する。","83001037","14","300103701"
"深域モンスター","すべてのモンスターが一度の行動で受けるダメージ値を減衰させる。ダメージ値が上昇するほど減衰率も上昇する。","83001037","11","300103702"
"ＴＰ上昇上限付与","バトル開始時、すべてのキャラのＴＰ上昇の上限値を150にする。","83001037","17","300103703"
