298e87f43019cc784e08ad2bac0333f1d4e7a253e43b0f22d76c738767e9c0a2,89fa6a041bef6ecca9d05c1792f93259bd1f2fd5355652ad1d9458d66f8415c0,edd5ac6a2dbc8e22c4bc476702bf3c111c8fdbd0932d965129acaf24213f88e2,c92d614dc2384e0e8d6e8fd43958f308bb45edefc3843765d5018b606ceb3062,7130ca344bdf29e377ca70d96f15de115de0e6be967c2f3088a671b761456a3b,4d99ed1a387c76ab80c76a0f3afd076ba3dfb722641d6768168948428c1492d8,1499823486b9df1bca16e69b25b53010c4502536c2f678dd71840c6768dc2e52,4d05f2435abe81783f5b26a5a8e477088bfe65fc6139d5fcd0a3fe1840e69b27,0150cb8c08eaba07d4a0b0f1ff6f5b11d94b7c74a95c9b93dc46b5478c7a02e5,62267bcb0176ba299012044a9a2e9ebf107cbecaffe783feb60c24278a8c957b,e837b1287d5b002774def8d02f8b2177ebf0d6da9e2791cce62580cb58d5ff6c,594e50ebff7c291cf5b628ce146be359399fcd8a0e8a6a0fc8018b20d99f646e
"41253","0","0","0","9999","コッコロ（レンジャー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","コッコロ（レンジャー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41254","0","0","0","9999","シオリ（レンジャー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","シオリ（レンジャー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41255","0","0","0","9999","ジータ（ウォーロック）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ジータ（ウォーロック）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41256","0","0","0","9999","ビカラ専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ビカラの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41257","0","0","0","9999","カリン（アルケミスト）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","カリン（アルケミスト）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41258","0","0","0","9999","リリ（フォールン）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","リリ（フォールン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41260","0","0","0","9999","クリア（フォールン）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","クリア（フォールン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41261","0","0","0","9999","プレシア（フォールン）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","プレシア（フォールン）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41262","0","0","0","9999","イリヤ（儀装束）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","イリヤ（儀装束）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41263","0","0","0","9999","ユキ（儀装束）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ユキ（儀装束）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41264","0","0","0","9999","クローチェ専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","クローチェの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41265","0","0","0","9999","ライラエル専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ライラエルの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41266","0","0","0","9999","ネネカ（サマー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ネネカ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41267","0","0","0","9999","アキノ（サマー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","アキノ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41268","0","0","0","9999","ユカリ（サマー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ユカリ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41269","0","0","0","9999","ランファ（サマー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ランファ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41270","0","0","0","9999","クウカ（サマー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","クウカ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41271","0","0","0","9999","シノブ（サマー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","シノブ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41272","0","0","0","9999","キャル（編入生）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","キャル（編入生）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41273","0","0","0","9999","スズナ（編入生）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","スズナ（編入生）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41275","0","0","0","9999","サレン（サラサリア）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","サレン（サラサリア）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41276","0","0","0","9999","ルカ（サラサリア）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ルカ（サラサリア）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41277","0","0","0","9999","リンド専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","リンドの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41278","0","0","0","9999","ヴルム専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ヴルムの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41279","0","0","0","9999","ペコリーヌ（クリスマス）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ペコリーヌ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41280","0","0","0","9999","クレジッタ（クリスマス）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","クレジッタ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41283","0","0","0","9999","イノリ（ニューイヤー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","イノリ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41284","0","0","0","9999","ハツネ（ニューイヤー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ハツネ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41285","0","0","0","9999","カスミ（ニューイヤー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","カスミ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41287","0","0","0","9999","ヒヨリ（アストラル）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ヒヨリ（アストラル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41288","0","0","0","9999","レイ（アストラル）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","レイ（アストラル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41289","0","0","0","9999","ユイ（アストラル）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ユイ（アストラル）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41290","0","0","0","9999","エリス専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","エリスの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41293","0","0","0","9999","ユニ（ウィンター）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ユニ（ウィンター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41294","0","0","0","9999","クロエ（ウィンター）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","クロエ（ウィンター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41295","0","0","0","9999","チエル（ウィンター）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","チエル（ウィンター）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41296","0","0","0","9999","アネモネ専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","アネモネの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41297","0","0","0","9999","ネフィ＝ネラ専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ネフィ＝ネラの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41298","0","0","0","9999","マコト（コマンダー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","マコト（コマンダー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41299","0","0","0","9999","エリコ（コマンダー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","エリコ（コマンダー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41300","0","0","0","9999","ヤマト専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ヤマトの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41301","0","0","0","9999","ワカナ専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ワカナの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41302","0","0","0","9999","フブキ専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","フブキの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41307","0","0","0","9999","キョウカ（スプリング）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","キョウカ（スプリング）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41308","0","0","0","9999","スズメ（スプリング）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","スズメ（スプリング）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41309","0","0","0","9999","クルル専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","クルルの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41310","0","0","0","9999","マホ（ドリームパーク）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","マホ（ドリームパーク）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41311","0","0","0","9999","ネア（サマー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ネア（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41312","0","0","0","9999","ミソラ（サマー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ミソラ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41316","0","0","0","9999","リリ（サマー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","リリ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41317","0","0","0","9999","アメス（サマー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","アメス（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41318","0","0","0","9999","ホマレ（サマー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ホマレ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41319","0","0","0","9999","エミリア（サマー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","エミリア（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41320","0","0","0","9999","エキドナ（サマー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","エキドナ（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41321","0","0","0","9999","レム（サマー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","レム（サマー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41322","0","0","0","9999","ノゾミ（アルケミスト）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ノゾミ（アルケミスト）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41328","0","0","0","9999","ライラエル（クリスマス）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ライラエル（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41329","0","0","0","9999","イオ（クリスマス）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","イオ（クリスマス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41330","0","0","0","9999","グレイス専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","グレイスの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41332","0","0","0","9999","モニカ（ニューイヤー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","モニカ（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41335","0","0","0","9999","サレン（ニューイヤー）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","サレン（ニューイヤー）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41336","0","0","0","9999","メドゥーサ専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","メドゥーサの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41337","0","0","0","9999","ラビリスタ（アルファ）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ラビリスタ（アルファ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41338","0","0","0","9999","ネネカ（アルファ）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ネネカ（アルファ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41339","0","0","0","9999","クリスティーナ（アルファ）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","クリスティーナ（アルファ）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41340","0","0","0","9999","フィオ専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","フィオの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41343","0","0","0","9999","ランファ（儀装束）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ランファ（儀装束）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41801","0","0","0","9999","ヒヨリ（プリンセス）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ヒヨリ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41802","0","0","0","9999","ユイ（プリンセス）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ユイ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41803","0","0","0","9999","レイ（プリンセス）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","レイ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41804","0","0","0","9999","ペコリーヌ（プリンセス）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ペコリーヌ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41805","0","0","0","9999","コッコロ（プリンセス）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","コッコロ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41806","0","0","0","9999","キャル（プリンセス）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","キャル（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41807","0","0","0","9999","ハツネ＆シオリ専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ハツネ＆シオリの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41808","0","0","0","9999","ミソギ＆ミミ＆キョウカ専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","ミソギ＆ミミ＆キョウカの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41809","0","0","0","9999","アキノ＆サレン専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","アキノ＆サレンの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41810","0","0","0","9999","アン＆グレア専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","アン＆グレアの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41811","0","0","0","9999","シズル＆リノ専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","シズル＆リノの力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"41812","0","0","0","9999","シェフィ（プリンセス）専用リング","22","2030/08/01 14:59:00","2015/12/17 15:00:00","0","1","シェフィ（プリンセス）の力の極限を超えて引き上げるとされる指輪。装備するとプレイヤーLvを超えてキャラLv限界突破が可能。"
"50001","0","0","200","999999","ハートチュロ","7","2030/08/01 14:59:59","2015/12/17 15:00:00","10","1","ギルドハウスやキャラの強化画面で使用すると、キャラの絆Ptが10加算される。"
"50002","0","0","400","999999","アップルパイ","7","2030/08/01 14:59:59","2015/12/17 15:00:00","20","2","ギルドハウスやキャラの強化画面で使用すると、キャラの絆Ptが20加算される。"
"50003","0","0","600","999999","ミックスベリーケーキ","7","2030/08/01 14:59:59","2015/12/17 15:00:00","30","3","ギルドハウスやキャラの強化画面で使用すると、キャラの絆Ptが30加算される。"
"50010","0","0","0","999999","ランドソル王室御用達『サガ牛』","7","2030/08/01 14:59:59","2015/12/17 15:00:00","50","4","ギルドハウスやキャラの強化画面で使用すると、キャラの絆Ptが50加算される。"
"51001","5314112","0","0","1","ペコリーヌの満腹ツインおにぎりのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「ペコリーヌの満腹ツインおにぎり」がマイルショップに並ぶようになる。"
"51002","1432112","0","0","1","コッコロのゆるりと休憩サラダのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「コッコロのゆるりと休憩サラダ」がマイルショップに並ぶようになる。"
"51003","1170112","0","0","1","キャルの絶品五つ星バーガーのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「キャルの絶品五つ星バーガー」がマイルショップに並ぶようになる。"
"51004","8181112","0","0","1","リリのコツコツまい進かしわ餅のレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「リリのコツコツまい進かしわ餅」がマイルショップに並ぶようになる。"
"51005","1281112","0","0","1","クリアの彩り華やかバラエティ弁当のレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「クリアの彩り華やかバラエティ弁当」がマイルショップに並ぶようになる。"
"51006","5283112","0","0","1","プレシアの食いしん坊ぶーぶー肉まんのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「プレシアの食いしん坊ぶーぶー肉まん」がマイルショップに並ぶようになる。"
"51007","1070112","0","0","1","カヤとイノリの食欲倍増ケバブサンドのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「カヤとイノリの食欲倍増ケバブサンド」がマイルショップに並ぶようになる。"
"51008","3060112","0","0","1","タマキの金運招くレインボーたい焼きのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「タマキの金運招くレインボーたい焼き」がマイルショップに並ぶようになる。"
"51009","1284142","0","0","1","クローチェのフルパワーポテトサラダのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「クローチェのフルパワーポテトサラダ」がマイルショップに並ぶようになる。"
"51010","70112","0","0","1","アヤネとクルミの青空ピクニックセットのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「アヤネとクルミの青空ピクニックセット」がマイルショップに並ぶようになる。"
"51011","8160112","0","0","1","リマの不思議なスイートアップルのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「リマの不思議なスイートアップル」がマイルショップに並ぶようになる。"
"51012","4144112","0","0","1","ニノンのオリジナル一二三寿司のレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「ニノンのオリジナル一二三寿司」がマイルショップに並ぶようになる。"
"51013","1283212","0","0","1","クレジッタの開運お菓子盛り合わせのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「クレジッタの開運お菓子盛り合わせ」がマイルショップに並ぶようになる。"
"51014","8144112","0","0","1","リノの「時は金時」かき氷のレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「リノの「時は金時」かき氷」がマイルショップに並ぶようになる。"
"51015","2122112","0","0","1","シズルの愛情盛り盛りハンバーグのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「シズルの愛情盛り盛りハンバーグ」がマイルショップに並ぶようになる。"
"51016","4112","0","0","1","アオイの疾走サンドイッチのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「アオイの疾走サンドイッチ」がマイルショップに並ぶようになる。"
"51017","1202112","0","0","1","クウカの緊縛触手活け造りのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「クウカの緊縛触手活け造り」がマイルショップに並ぶようになる。"
"51018","8092112","0","0","1","ランファの世話焼き三昧肉じゃがのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「ランファの世話焼き三昧肉じゃが」がマイルショップに並ぶようになる。"
"51021","1022112","0","0","1","カスミの真実見抜くボンボン・ショコラのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「カスミの真実見抜くボンボン・ショコラ」がマイルショップに並ぶようになる。"
"51022","11112","0","0","1","アキノのゲヘニアンチキンプレートのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「アキノのゲヘニアンチキンプレート」がマイルショップに並ぶようになる。"
"51023","6161112","0","0","1","ミミのコロコロお手玉おにぎりのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「ミミのコロコロお手玉おにぎり」がマイルショップに並ぶようになる。"
"51024","72112","0","0","1","アユミの隠密ガトーインビジブルのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「アユミの隠密ガトーインビジブル」がマイルショップに並ぶようになる。"
"51025","43112","0","0","1","アネモネの花爛漫ステーキサラダのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「アネモネの花爛漫ステーキサラダ」がマイルショップに並ぶようになる。"
"51026","94112","0","0","1","アンナの煉獄蕃茄煮混沌卵のレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「アンナの煉獄蕃茄煮混沌卵」がマイルショップに並ぶようになる。"
"51027","7201112","0","0","1","ユイの栄養満点まごころ弁当のレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「ユイの栄養満点まごころ弁当」がマイルショップに並ぶようになる。"
"51028","8194112","0","0","1","リンのナッツ入りぐうたらあんパンのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「リンのナッツ入りぐうたらあんパン」がマイルショップに並ぶようになる。"
"51029","2103112","0","0","1","シェフィの氷晶煌めく手作りアイスのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「シェフィの氷晶煌めく手作りアイス」がマイルショップに並ぶようになる。"
"51030","6124302","0","0","1","ミソラの気まぐれ味噌ラーメン★のレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「ミソラの気まぐれ味噌ラーメン★」がマイルショップに並ぶようになる。"
"51031","284112","0","0","1","イロハの最強クワガタゼリー（人間用）のレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「イロハの最強クワガタゼリー（人間用）」がマイルショップに並ぶようになる。"
"51032","1283112","0","0","1","グレイスの目ん玉飛び出るカップケーキのレシピ","28","2030/08/01 14:59:59","2015/12/17 15:00:00","0","1","料理のレシピ。「グレイスの目ん玉飛び出るカップケーキ」がマイルショップに並ぶようになる。"
