0bf2c86defab68a9c3e986eb7e58d9932d7ff29fc3348e56557d004bfb483551,83cbdda2e0c7b8f253e704271bb49f96abbed4b082e11f8bf2d4e49100c48531,1d0b0d151139c811792744a62b94d15d14b26aed854195f8d3f390a107834bec,f9045a39154629ed127322a8c6dbc316f7b2ed5e239f4d1919eecb3e5baaa5d1,0e81c444bcd74ca9ce269eca1c8a3daba0cccbdf30428f511242827c6c615099,85afc0227992c9ad736468fa742183825b83ee0f789b3406e2aaa24f1e876433,b4a256af07ced7f4968ec2f32320bf04b40b5d38c03c56a429b0de5bc1892b2f,16444490c5eb214208f30293ae0f8f454d38aa235a6c1add9cffc24803a93396,13247e0add36ef00e820cac610a07bacf203e76e3d0fae31846f95f18c1838a5,3fceea6dd6d41d1656ed00e8d77bebd5fac396eff9ef32506922d70b42e31ef4,115e2aa9c305b98d0c9c1790dd1c75c358d1a2a40459501ae68c1670f84982b2
"1","130911","kururu_kurukuru_in","0","3","0.2","5146065","0","65083","kururu_kurukuru_loop",""
"1","97","kururu_kurukuru_inF","0","3","0.2","5146065","0","65084","kururu_kurukuru_loopF",""
"1","96","kururu_kurukuru_inB","0","3","0.2","5146065","0","65085","kururu_kurukuru_loopB",""
"","vo_apg","vo_apg_0511","0","21","","5146065","","65086","0",""
"0","131011","くるくる～♪","10","11","0","5146065","0","65087","0","1.1"
"","0","","","91","","5146065","","65088","",""
"","vo_apg","vo_apg_0512","0","21","","5146065","","65089","0",""
"0","130911","くるくるくる～♪","10","11","0","5146065","0","65090","0","1"
"","0","","","91","","5146065","","65091","",""
"0","131011","6","2","12","0","5146065","10","65092","0","0"
"0","130911","7","2","12","0","5146065","10","65093","0","0"
"","106011","walk_normal","1","3","0.2","5146065","","65094","",""
"","1060","walk_normal","1","3","0.2","5146065","","65095","",""
"0","106011","-376","-305","2","","5146065","","65096","3.4",""
"0","1060","-376","-305","2","","5146065","","65097","3.4",""
"","3.4","0","","93","","5146065","","65098","",""
"14","106011","-446","-305","2","","5146065","","65099","0.6",""
"14","1060","-446","-305","2","","5146065","","65100","0.6",""
"","106011","kyaru_damage","0","3","0","5146065","","65101","",""
"","1060","kyaru_damage","0","3","0","5146065","","65102","",""
"","0.8","0","","93","","5146065","","65103","",""
"1","106011","cool_in_jitome","0","3","0.2","5146065","0","65104","cool_talk_jitome",""
"1","1060","cool_in_jitome","0","3","0.2","5146065","0","65105","cool_talk_jitome",""
"","vo_apg","vo_apg_0513","0","21","","5146065","","65106","0",""
"1","106011","なにやってんの、あんたら…","10","11","0","5146065","0","65107","1","0"
"","0","","","91","","5146065","","65108","",""
"","65110","","","101","","5146065","","65109","",""
"","0","0.2","","22","","5146065","","65110","",""
"-278","1","104011","140","1","1.8","5146066","0","66001","-500","aoi_walk_fear"
"-262","1","99","141","5","1.8","5146066","0","66002","30","idle_normal"
"-278","1","130911","100","1","1.8","5146066","1","66003","290","idle_normal_noface"
"-278","1","98","101","5","1.8","5146066","1","66004","290","idle_normal_kururu"
"","104011","201","","13","","5146066","","66005","",""
"","130911","200","","13","","5146066","","66006","",""
"-174","8","8","15","5","0.85","5146066","0","66007","0","idle"
"-79","20","20","210","5","1","5146066","0","66008","-119","empty"
"-194","22","22","210","5","1","5146066","0","66009","0","empty"
"1","1","1","0","31","1","5146066","","66010","0",""
"1","2","2","0","31","0","5146066","","66011","-57.7",""
"1","13","13","0","31","0","5146066","","66012","0",""
"1","19","19","11","31","0","5146066","","66013","-69",""
"1","20","20","0","31","1","5146066","","66014","0",""
"","20","104011","","36","","5146066","","66015","",""
"","20","99","","36","","5146066","","66016","",""
"","20","20","","36","","5146066","","66017","",""
"","20","22","","36","","5146066","","66018","",""
"","0","0","","91","","5146066","","66019","",""
"","0","0","0","102","","5146066","","66020","",""
"0","104011","-290","-278","2","","5146066","","66021","2.7",""
"","104011","aoi_walk_fear","1","3","0.2","5146066","","66022","",""
"","2.7","0","","93","","5146066","","66023","",""
"","104011","see_talk","1","3","0.2","5146066","","66024","",""
"","vo_apg","vo_apg_0601","0","21","","5146066","","66025","0",""
"1","104011","とうとう来ちゃいました…\nグランドリームパーク…\n一人『グラドリ』大丈夫ですかね？\n実はぼっちは捕まって強制退園とか…","10","11","0","5146066","0","66026","1","0"
"","0","","","91","","5146066","","66027","",""
"","104011","see_idle","1","3","0.2","5146066","","66028","",""
"1","130911","smile","0","3","0.2","5146066","0.2","66029","talk_normal",""
"1","98","smile","0","3","0.2","5146066","0.2","66030","talk_normal",""
"","vo_apg","vo_apg_0602","0","21","","5146066","","66031","0",""
"1","130911","アオイさんですよね～っ！？\nグランドリームパークへようこそっ♪\n本日はおひとりさまですますか？","10","11","0","5146066","0","66032","1","0"
"","0","","","91","","5146066","","66033","",""
"","130911","idle_normal_surprise","1","3","0.2","5146066","","66034","",""
"","104011","panic","1","3","0.2","5146066","","66035","",""
"","vo_apg","vo_apg_0603","0","21","","5146066","","66036","0",""
"1","104011","ぶひゃおおおお！？\nすすす、すみません！\nぼっちは強制退園ですよね！\n今すぐ出ていきますので～！","15","11","0","5146066","0","66037","1","0"
"","0","","","91","","5146066","","66038","",""
"","130911","anger_talk_pain","1","3","0.2","5146066","","66039","",""
"","98","anger_talk_pain","1","3","0.2","5146066","","66040","",""
"","vo_apg","vo_apg_0604","0","21","","5146066","","66041","0",""
"1","130911","待ってください待ってくださいっ！\n強制退園ってなんですます～っ！？\nそんなことしませんですですっ！","10","11","0","5146066","0","66042","1","0"
"","0","","","91","","5146066","","66043","",""
"","130911","idle_normal_dere","1","3","0.2","5146066","","66044","",""
"1","104011","aoi_surprise_in","0","3","0","5146066","0.1","66045","surprise_talk_search_dere",""
"","vo_apg","vo_apg_0605","0","21","","5146066","","66046","0",""
"1","104011","そんな、ぼっちにも優しいなんて…\nサービスが行き届いている！\nそれで、どこなんです？\nぼっち専用アトラクションは？","10","11","0","5146066","0","66047","1","0"
"","0","","","91","","5146066","","66048","",""
"","104011","surprise_idle_dere","1","3","0.2","5146066","","66049","",""
"1","130911","kururu_surprise_talk_long","0","3","0.2","5146066","0.2","66050","kururu_guid_talk",""
"1","98","kururu_surprise_talk_long","0","3","0.2","5146066","0.2","66051","kururu_guid_talk",""
"","vo_apg","vo_apg_0606","0","21","","5146066","","66052","0",""
"1","130911","えっ？\nえーっとえーっと\nこの観覧車なんかどうでしょう？\nぼっち専用ではないですけど…","10","11","0","5146066","0","66053","1","0"
"","0","","","91","","5146066","","66054","",""
"","130911","idle_normal_noface","1","3","0.2","5146066","","66055","",""
"","98","idle_normal_kururu","1","3","0.2","5146066","","66056","",""
"1","104011","guts2_in_surprise2","0","3","0.2","5146066","0","66057","guts2_talk_surprise2",""
"","vo_apg","vo_apg_0607","0","21","","5146066","","66058","0",""
"1","104011","の、乗ります！\nぼっち料金でもいいので\n乗せてくださいぃ！","10","11","0","5146066","0","66059","1","0"
"","0","","","91","","5146066","","66060","",""
"","104011","guts2_idle_surprise2","1","3","0.2","5146066","","66061","",""
"","130911","joy_talk_dere","1","3","0.2","5146066","","66062","",""
"","98","joy_talk","1","3","0.2","5146066","","66063","",""
"","vo_apg","vo_apg_0608","0","21","","5146066","","66064","0",""
"1","130911","別に料金は変わりませんので…\n気が済むまでお乗りください♪","10","11","0","5146066","0","66065","1","0"
"","0","","","91","","5146066","","66066","",""
"","0","0","","22","","5146066","","66067","",""
"1","130911","hello","0","3","0.4","5146066","0.1","66068","idle_normal_joy",""
"","104011","walk_jog_dere","1","3","0.2","5146066","","66069","",""
"0","104011","-50","-278","2","","5146066","","66070","2",""
"","1","0","","93","","5146066","","66071","",""
"","2","1","","32","","5146066","","66072","",""
"","1.5","0","","93","","5146066","","66073","",""
"0","104011","0","-480","2","","5146066","","66074","0",""
"","104011","empty","1","3","0","5146066","","66075","",""
"","20","scale15","","37","","5146066","","66076","",""
"","2","fade_out","","37","","5146066","","66077","",""
"","13","1","","32","","5146066","","66078","",""
"","2","0","","93","","5146066","","66079","",""
"","vo_apg","vo_apg_0609","0","21","","5146066","","66080","0",""
"","22","0609_in","0","3","0","5146066","","66081","",""
"","2.2","1","","93","","5146066","","66082","",""
"","22","0609_mid","0","3","0","5146066","","66083","",""
"","","","","92","","5146066","","66084","",""
"","22","0609_out","0","3","0","5146066","","66085","",""
"","0.2","0","","93","","5146066","","66086","",""
"0","20","-132","-79","2","","5146066","","66087","0",""
"","vo_apg","vo_apg_0610","0","21","","5146066","","66088","0",""
"","22","0610_in","0","3","0","5146066","","66089","",""
"","2.2","1","","93","","5146066","","66090","",""
"","22","0610_mid","0","3","0","5146066","","66091","",""
"","","","","92","","5146066","","66092","",""
"","22","0610_out","0","3","0","5146066","","66093","",""
"","0.2","0","","93","","5146066","","66094","",""
"","vo_apg","vo_apg_0611","0","21","","5146066","","66095","0",""
"","22","0611_in","0","3","0","5146066","","66096","",""
"","2.3","1","","93","","5146066","","66097","",""
"","22","0611_mid","0","3","0","5146066","","66098","",""
"","","","","92","","5146066","","66099","",""
"","22","0611_out","0","3","0","5146066","","66100","",""
"","0.2","0","","93","","5146066","","66101","",""
"","0","0","","22","","5146066","","66102","",""
"","104011","empty","1","3","0","5146066","","66103","",""
"","2","fade_in","","37","","5146066","","66104","",""
"","1","0","","93","","5146066","","66105","",""
"","13","0","","32","","5146066","","66106","",""
"","2","fade_out","","37","","5146066","","66107","",""
"","130911","kururu_wish_talk_surprise_lookup","1","3","0","5146066","","66108","",""
"","1","0","","93","","5146066","","66109","",""
"1","130911","kururu_wish_talk_surprise_lookup","0","3","0.2","5146066","0.2","66110","kururu_surprise_talk_joy",""
"","vo_apg","vo_apg_0612","0","21","","5146066","","66111","0",""
"1","130911","どうでしたか～？\nって、そのまま二周目ですか？\nふふっ、ずいぶんと気に入ってくれた\nみたいでうれしいですです♪","10","11","0","5146066","0","66112","1","0"
"","0","","","91","","5146066","","66113","",""
"","0","0","","22","","5146066","","66114","",""
"","2","fade_in","","37","","5146066","","66115","",""
"","1","0","","93","","5146066","","66116","",""
"","20","scale1","","37","","5146066","","66117","",""
"","2","blackroom_in","","37","","5146066","","66118","",""
"9","0","20","1.15","121","10","5146066","","66119","1.15",""
"0","104011","27","-248","2","","5146066","","66120","0",""
"0","99","27","-248","2","","5146066","","66121","0",""
"","104011","aoi_satori_in","1","3","0","5146066","","66122","",""
"","99","aoi_satori_in","1","3","0","5146066","","66123","",""
"","0.5","0","","93","","5146066","","66124","",""
"","vo_apg","vo_apg_0613","0","21","","5146066","","66125","0",""
"1","104011","ふふ…ふふふふふ…\nああ、これが悟り…！","4","11","0","5146066","0","66126","0","1"
"","3","","","93","","5146066","","66127","",""
"","19","1","","32","","5146066","","66128","",""
"","se_10055900","se_10055900_satori","0","23","","5146066","","66129","",""
"","0.5","","","93","","5146066","","66130","",""
"1","104011","aoi_satori_mid","0","3","0.2","5146066","0","66131","aoi_satori_loop",""
"1","99","aoi_satori_mid","0","3","0.2","5146066","0","66132","aoi_satori_loop",""
"","4","0","","93","","5146066","","66133","",""
"","","","","92","","5146066","","66134","",""
"","66136","","","101","","5146066","","66135","",""
"","0","0.2","","22","","5146066","","66136","",""
"-288","1","106611","106","1","1.8","5146067","0","67001","-385","idle_normal"
"-288","3","1066","107","5","1.8","5146067","0","67002","-385","idle_normal"
"-278","1","106511","103","1","1.8","5146067","0","67003","-225","idle_normal"
"-278","2","1065","104","5","1.8","5146067","0","67004","-225","idle_normal"
"-278","1","131011","100","1","1.8","5146067","1","67005","290","idle_normal"
"","106611","206","","13","","5146067","","67006","",""
"","106511","203","","13","","5146067","","67007","",""
"","131011","200","","13","","5146067","","67008","",""
"-174","9","9","15","5","0.85","5146067","0","67009","0","idle"
"71","20","201","210","5","1","5146067","0","67010","-292","empty"
"71","20","202","210","5","1","5146067","0","67011","-61","empty"
"-43","22","22","210","5","1","5146067","0","67012","126","empty"
"94","21","21","60","5","1","5146067","0","67013","0","empty"
"1","1","1","0","31","1","5146067","","67014","0",""
"1","2","2","0","31","0","5146067","","67015","-57.7",""
"1","10","10","0","31","0","5146067","","67016","0",""
"1","20","20","0","31","1","5146067","","67017","0",""
"","20","106611","","36","","5146067","","67018","",""
"","20","106511","","36","","5146067","","67019","",""
"","20","201","","36","","5146067","","67020","",""
"","20","202","","36","","5146067","","67021","",""
"","20","22","","36","","5146067","","67022","",""
"","0","0","","91","","5146067","","67023","",""
"","0","0","0","102","","5146067","","67024","",""
"","1","0","","93","","5146067","","67025","",""
"","106511","talk_normal_noface","1","3","0.2","5146067","","67026","",""
"","1065","talk_normal_kaya","1","3","0.2","5146067","","67027","",""
"","vo_apg","vo_apg_0701","0","21","","5146067","","67028","0",""
"1","106511","イノリー\n次はこれ乗ってみようぜ","10","11","0","5146067","0","67029","1","0"
"","0","","","91","","5146067","","67030","",""
"","106511","idle_normal_look","1","3","0.2","5146067","","67031","",""
"","1065","idle_normal_look","1","3","0.2","5146067","","67032","",""
"1","106611","cool_in_sad","0","3","0.2","5146067","0","67033","cool_talk_sad",""
"1","1066","cool_in_sad","0","3","0.2","5146067","0","67034","cool_talk_sad",""
"","vo_apg","vo_apg_0702","0","21","","5146067","","67035","0",""
"1","106611","コーヒーカップぅ～？\nなんかガキっぽすぎやしないですかね？","10","11","0","5146067","0","67036","1","0"
"","0","","","91","","5146067","","67037","",""
"","106611","cool_idle","1","3","0.2","5146067","","67038","",""
"","1066","cool_idle","1","3","0.2","5146067","","67039","",""
"","106511","idle_normal","1","3","0.2","5146067","","67040","",""
"","1065","idle_normal","1","3","0.2","5146067","","67041","",""
"","131011","joy_talk_normal","1","3","0.2","5146067","","67042","",""
"","vo_apg","vo_apg_0703","0","21","","5146067","","67043","0",""
"1","131011","このアトラクション、大人気どすえ♪\n最高回転記録を出すために\nみなはんシノギを削ってはるんや♪","10","11","0","5146067","0","67044","1","0"
"","0","","","91","","5146067","","67045","",""
"","131011","idle_normal","1","3","0.2","5146067","","67046","",""
"1","106511","doya_in_normal","0","3","0.2","5146067","0","67047","doya_talk_normal",""
"1","1065","doya_in_normal","0","3","0.2","5146067","0","67048","doya_talk_normal",""
"","vo_apg","vo_apg_0704","0","21","","5146067","","67049","0",""
"1","106511","へえ、それじゃ最高回転記録っての、\n塗り替えてやろうじゃねえか。\nマホさん、ちゃんと数えといてくれよ！","10","11","0","5146067","0","67050","1","0"
"","0","","","91","","5146067","","67051","",""
"","106511","doya_idle_normal","1","3","0.2","5146067","","67052","",""
"","1065","doya_idle_normal","1","3","0.2","5146067","","67053","",""
"","131011","wish_talk_joy","1","3","0.2","5146067","","67054","",""
"","vo_apg","vo_apg_0705","0","21","","5146067","","67055","0",""
"1","131011","は～い♪\nまかしておくれやす～","10","11","0","5146067","0","67056","1","0"
"","0","","","91","","5146067","","67057","",""
"","0","0","","22","","5146067","","67058","",""
"1","131011","hello","0","3","0.4","5146067","0.1","67059","idle_normal",""
"","106611","walk_yareyare","1","3","0.4","5146067","","67060","",""
"","1066","walk_yareyare","1","3","0.4","5146067","","67061","",""
"","106511","walk_kyapi","1","3","0.2","5146067","","67062","",""
"","1065","walk_kyapi","1","3","0.2","5146067","","67063","",""
"0","106611","-194","-288","2","","5146067","","67064","2",""
"0","1066","-194","-288","2","","5146067","","67065","2",""
"0","106511","-34","-278","2","","5146067","","67066","2",""
"0","1065","-34","-278","2","","5146067","","67067","2",""
"","1","0","","93","","5146067","","67068","",""
"","2","1","","32","","5146067","","67069","",""
"","1.5","0","","93","","5146067","","67070","",""
"","se_10055900","se_10055900_coffee_01","1","23","","5146067","","67071","",""
"0","106611","-126","-331","2","","5146067","","67072","0",""
"0","1066","-126","-331","2","","5146067","","67073","0",""
"0","106511","126","-331","2","","5146067","","67074","0",""
"0","1065","126","-331","2","","5146067","","67075","0",""
"","20","scale15","","37","","5146067","","67076","",""
"","vo_apg","vo_apg_0706","0","21","","5146067","","67077","0",""
"","22","0706_in","0","3","0","5146067","","67078","",""
"","3","1","","93","","5146067","","67079","",""
"","22","0706_mid","0","3","0","5146067","","67080","",""
"","","","","92","","5146067","","67081","",""
"","22","0706_out","0","3","0","5146067","","67082","",""
"","0.2","0","","93","","5146067","","67083","",""
"0","22","-126","-43","2","","5146067","","67084","0",""
"","vo_apg","vo_apg_0707","0","21","","5146067","","67085","0",""
"","22","0707_in","0","3","0","5146067","","67086","",""
"","3.7","1","","93","","5146067","","67087","",""
"","22","0707_mid","0","3","0","5146067","","67088","",""
"","","","","92","","5146067","","67089","",""
"","22","0707_out","0","3","0","5146067","","67090","",""
"","0.2","0","","93","","5146067","","67091","",""
"","0.1","0","","93","","5146067","","67092","",""
"","10","1","","32","","5146067","","67093","",""
"","10","horizontal","","37","","5146067","","67094","",""
"","se_10055900_coffee_01","0.3","","24","","5146067","","67095","",""
"","se_10055900","se_10055900_coffee_02","1","23","","5146067","","67096","",""
"0","202","179","-12","2","","5146067","","67097","0",""
"","20","scale1","","37","","5146067","","67098","",""
"","30","30","0.5","122","","5146067","","67099","",""
"","vo_apg","vo_apg_0708","0","21","","5146067","","67100","0",""
"","202","0708_in","0","3","0","5146067","","67101","",""
"","1.8","1","","93","","5146067","","67102","",""
"","202","0708_mid","0","3","0","5146067","","67103","",""
"","","","","92","","5146067","","67104","",""
"","202","0708_out","0","3","0","5146067","","67105","",""
"","0.2","0","","93","","5146067","","67106","",""
"0","201","-237","71","2","","5146067","","67107","0",""
"","20","scale15","","37","","5146067","","67108","",""
"","vo_apg","vo_apg_0709","0","21","","5146067","","67109","0",""
"","22","0709_in","0","3","0","5146067","","67110","",""
"","2.3","1","","93","","5146067","","67111","",""
"","22","0709_mid","0","3","0","5146067","","67112","",""
"","","","","92","","5146067","","67113","",""
"","22","0709_out","0","3","0","5146067","","67114","",""
"","0.2","0","","93","","5146067","","67115","",""
"","0.1","0","","93","","5146067","","67116","",""
"","20","scale1","","37","","5146067","","67117","",""
"0","202","0","-12","2","","5146067","","67118","0",""
"","30","30","0.5","122","","5146067","","67119","",""
"","vo_apg","vo_apg_0710","0","21","","5146067","","67120","0",""
"","202","0710_in","0","3","0","5146067","","67121","",""
"","2.2","1","","93","","5146067","","67122","",""
"","202","0710_mid","0","3","0","5146067","","67123","",""
"","","","","92","","5146067","","67124","",""
"","202","0710_out","0","3","0","5146067","","67125","",""
"","0.2","0","","93","","5146067","","67126","",""
"","0","0","","22","","5146067","","67127","",""
"","202","empty","0","3","0","5146067","","67128","",""
"","10","0","","32","","5146067","","67129","",""
"","1","0","","93","","5146067","","67130","",""
"","se_10055900_coffee_02","0.5","","24","","5146067","","67131","",""
"","131011","see_guru","1","3","0","5146067","","67132","",""
"","106611","empty","1","3","0.2","5146067","","67133","",""
"","1066","empty","1","3","0.2","5146067","","67134","",""
"0","106611","-104","-195","2","","5146067","","67135","0",""
"0","1066","-104","-195","2","","5146067","","67136","0",""
"","2","iris_out","","37","","5146067","","67137","",""
"0","106511","-129","-278","2","","5146067","","67138","0",""
"0","1065","-129","-278","2","","5146067","","67139","0",""
"","106511","walk_normal_doya","1","3","0.2","5146067","","67140","",""
"","1065","walk_normal_doya","1","3","0.2","5146067","","67141","",""
"0","106511","-290","-278","2","","5146067","","67142","2",""
"0","1065","-290","-278","2","","5146067","","67143","2",""
"0","202","-290","21","2","","5146067","","67144","0",""
"","106511","1","","4","","5146067","","67145","",""
"","1065","1","","4","","5146067","","67146","",""
"","2","0","","93","","5146067","","67147","",""
"","106511","0","","4","","5146067","","67148","",""
"","1065","0","","4","","5146067","","67149","",""
"","106511","cool_idle_doya","1","3","0.2","5146067","","67150","",""
"0","1065","cool_idle_doya","1","3","0.2","5146067","","67151","",""
"","0.2","0","","93","","5146067","","67152","",""
"1","106511","cool_in_nobi","0","3","0.2","5146067","0","67153","cool_talk_dere",""
"1","1065","cool_in_nobi","0","3","0.2","5146067","0","67154","cool_talk_dere",""
"","vo_apg","vo_apg_0711","0","21","","5146067","","67155","0",""
"1","106511","ふう…全力で回してやったぜ…\nで、何回だった？","10","11","0","5146067","0","67156","1","0"
"","0","","","91","","5146067","","67157","",""
"","106511","cool_idle_doya","1","3","0.2","5146067","","67158","",""
"","1065","cool_idle_doya","1","3","0.2","5146067","","67159","",""
"","vo_apg","vo_apg_0712","0","21","","5146067","","67160","0",""
"1","131011","くるくるくる～\n見てるこっちも目が回ってもうて\n分からへんかったわ～","10","11","0","5146067","0","67161","1","0"
"","0","","","91","","5146067","","67162","",""
"1","131011","maho_idle_normal_in","0","3","0.5","5146067","0","67163","idle_normal_shy",""
"1","106511","cool_talk_surprise","0","3","0.2","5146067","0.3","67164","surprise_talk_search",""
"1","1065","cool_talk_surprise","0","3","0.2","5146067","0.3","67165","surprise_talk_search",""
"","vo_apg","vo_apg_0713","0","21","","5146067","","67166","0",""
"1","106511","そっか…\nなーイノリ、お前数えて…あれ？\nそういやぁイノリはどこだ？","10","11","0","5146067","0","67167","1","0"
"","0","","","91","","5146067","","67168","",""
"","106511","surprise_idle_talk1R","1","3","0.3","5146067","","67169","",""
"","1065","surprise_idle_talk1R","1","3","0.3","5146067","","67170","",""
"","131011","sad_talk","1","3","0.2","5146067","","67171","",""
"","vo_apg","vo_apg_0714","0","21","","5146067","","67172","0",""
"1","131011","イノリはんなら、\n吹き飛ばされてあそこに…","10","11","0","5146067","0","67173","1","0"
"","0","","","91","","5146067","","67174","",""
"","131011","sad_idle_lookup","1","3","0.2","5146067","","67175","",""
"","106511","surprise_idle_noface_lookup","1","3","0.2","5146067","","67176","",""
"","1065","surprise_idle_kaya_lookup","1","3","0.2","5146067","","67177","",""
"1","21","coffee_1_in","0","3","0","5146067","0","67178","coffee_1_loop",""
"","se_10055900","se_10055900_photo","0","23","","5146067","","67179","",""
"","0.5","0","","93","","5146067","","67180","",""
"0","201","0","0","2","","5146067","","67181","0",""
"","vo_apg","vo_apg_0715","0","21","","5146067","","67182","0",""
"1","106611","うう…もう、ダメです…\nカヤぴぃの…脳筋、回転、バカ…\nガクッ！","10","11","0","5146067","0","67183","1","0"
"","0","","","91","","5146067","","67184","",""
"","21","coffee_1_out","0","3","0","5146067","","67185","",""
"","se_10055900","se_10055900_down","0","23","","5146067","","67186","",""
"","0.7","0","","93","","5146067","","67187","",""
"","131011","sad_idle_sad2_lookup","1","3","0.2","5146067","","67188","",""
"1","106511","surprise3_in_lookup","0","3","0.2","5146067","0","67189","surprise3_loop_lookup",""
"1","1065","surprise3_in_lookup","0","3","0.2","5146067","0","67190","surprise3_loop_lookup",""
"","vo_apg","vo_apg_0716","0","21","","5146067","","67191","0",""
"","30","30","0.5","122","","5146067","","67192","",""
"","202","0716_in","0","3","0","5146067","","67193","",""
"","1.2","1","","93","","5146067","","67194","",""
"","202","0716_mid","0","3","0","5146067","","67195","",""
"","","","","92","","5146067","","67196","",""
"","202","0716_out","0","3","0","5146067","","67197","",""
"","0","","","91","","5146067","","67198","",""
"","67200","","","101","","5146067","","67199","",""
"","0","0.2","","22","","5146067","","67200","",""
"-288","1","105811","106","1","1.8","5146068","0","68001","-385","idle_normal_eating_noface"
"-288","6","1058","107","5","1.8","5146068","0","68002","-385","idle_normal_eating_peko"
"-278","1","106011","100","1","1.8","5146068","0","68003","-225","idle_normal"
"-278","4","1060","101","5","1.8","5146068","0","68004","-225","idle_normal"
"-278","1","130911","103","1","1.8","5146068","1","68005","225","idle_normal_noface"
"-278","1","97","104","5","1.8","5146068","1","68006","225","idle_normal_kururu"
"","105811","206","","13","","5146068","","68007","",""
"","106011","200","","13","","5146068","","68008","",""
"","130911","203","","13","","5146068","","68009","",""
"-174","9","9","15","5","0.85","5146068","0","68010","0","idle"
"71","20","20","210","5","1","5146068","0","68011","-132","empty"
"153","21","21","60","5","1","5146068","0","68012","0","empty"
"1","1","1","0","31","1","5146068","","68013","0",""
"","0","0","","91","","5146068","","68014","",""
"","0","0","0","102","","5146068","","68015","",""
"","1","0","","93","","5146068","","68016","",""
"1","130911","kururu_guid_in","0","3","0.2","5146068","0","68017","kururu_guid_talk",""
"1","97","kururu_guid_in","0","3","0.2","5146068","0","68018","kururu_guid_talk",""
"","vo_apg","vo_apg_0801","0","21","","5146068","","68019","0",""
"1","130911","こちらはコーヒーカップです♪\n真ん中のハンドルを回すと\nカップがくるくると…","10","11","0","5146068","0","68020","1","0"
"","0","","","91","","5146068","","68021","",""
"","130911","kururu_guid_idle","1","3","0.2","5146068","","68022","",""
"","97","kururu_guid_idle","1","3","0.2","5146068","","68023","",""
"1","21","coffee_3_in","0","3","0","5146068","0","68024","coffee_3_loop",""
"","se_10055900","se_10055900_photo","0","23","","5146068","","68025","",""
"1","105811","peko_notice_in","0","3","0.2","5146068","0","68026","peko_notice_idle",""
"1","1058","peko_notice_in","0","3","0.2","5146068","0","68027","peko_notice_idle",""
"","106011","cool_talk_surprise_lookup","1","3","0.2","5146068","","68028","",""
"","1060","cool_talk_surprise_lookup","1","3","0.2","5146068","","68029","",""
"","vo_apg","vo_apg_0802","0","21","","5146068","","68030","0",""
"1","106011","真ん中にハンドルなんかないけど？","10","11","0","5146068","0","68031","1","0"
"","0","","","91","","5146068","","68032","",""
"","106011","cool_idle_talkR","1","3","0.2","5146068","","68033","",""
"","1060","cool_idle_talkR","1","3","0.2","5146068","","68034","",""
"1","130911","hawawa_lookup","0","3","0.2","5146068","0.2","68035","anger_talk_surprise2_lookup",""
"","97","hawawa","1","3","0.2","5146068","","68036","",""
"","vo_apg","vo_apg_0803","0","21","","5146068","","68037","0",""
"1","130911","ほえっ！？　そんなそんな…\nあ、ほんとにないですます！？\nどこいったんでしょ～っ！？","10","11","0","5146068","0","68038","1","0"
"","0","","","91","","5146068","","68039","",""
"","21","coffee_3_out","0","3","0","5146068","","68040","",""
"","130911","anger_idle_sad","1","3","0.2","5146068","","68041","",""
"","105811","sad_idle_noface","1","3","0.2","5146068","","68042","",""
"1","1058","sad_idle_peko_in","1","3","0.2","5146068","0","68043","sad_idle_peko_loop",""
"","vo_apg","vo_apg_0804","0","21","","5146068","","68044","0",""
"1","105811","…………","10","11","0","5146068","0","68045","1","0"
"","0","","","91","","5146068","","68046","",""
"","106011","1","","4","","5146068","","68047","",""
"","1060","1","","4","","5146068","","68048","",""
"","130911","idle_normal_surprise","1","3","0.2","5146068","","68049","",""
"","106011","shock_loop_doteyes","1","3","0.2","5146068","","68050","",""
"","1060","shock_loop_doteyes","1","3","0.2","5146068","","68051","",""
"1","105811","peko_bowbowbow_in","0","3","0.2","5146068","0","68052","peko_bowbowbow_loop",""
"1","1058","peko_bowbowbow_in","0","3","0.2","5146068","0","68053","peko_bowbowbow_loop",""
"","vo_apg","vo_apg_0805","0","21","","5146068","","68054","0",""
"1","105811","すみません～っ！！","10","11","0","5146068","0","68055","1","0"
"","0","","","91","","5146068","","68056","",""
"","106011","anger_talk_shy","1","3","0.2","5146068","","68057","",""
"","1060","anger_talk_shy","1","3","0.2","5146068","","68058","",""
"","vo_apg","vo_apg_0806","0","21","","5146068","","68059","0",""
"1","106011","あんた食べたの！？\n何やってんのよ～！？","10","11","0","5146068","0","68060","1","0"
"","0","","","91","","5146068","","68061","",""
"","106011","anger_idle_shy","1","3","0.2","5146068","","68062","",""
"","1060","anger_idle_shy","1","3","0.2","5146068","","68063","",""
"1","105811","tahaha_in","0","3","0.2","5146068","0","68064","tahaha_talk",""
"1","1058","tahaha_in","0","3","0.2","5146068","0","68065","tahaha_talk",""
"","vo_apg","vo_apg_0807","0","21","","5146068","","68066","0",""
"1","105811","まさかハンドルなんて思わなくって…\n軽食にドーナツを用意して\nいただいてると思って、\nおいしくいただいちゃいましたぁ…","10","11","0","5146068","0","68067","1","0"
"","0","","","91","","5146068","","68068","",""
"","105811","tahaha_idle","1","3","0.2","5146068","","68069","",""
"","1058","tahaha_idle","1","3","0.2","5146068","","68070","",""
