3db13960448feb4c0d0188f75d03582a61a5e83664c854ef61961d6691a4507f,57f7771cd8306667839955cf1ed074b8bc6ba63a0c1c6f833a9334046088d56b,7c2d7dc66daa82f35417f84c92477419741e22569a9c467c28cc700a09a8c1de,c3538cac1003067502e8b0be4079e04ff0eda88e0f70e779db468d3fd1b4fdab,5cbc2870e5ad9c1cc3bd1c46bab7b6d3462b2036d8bc5496c09cdd7f0faf08c5,6e8b8e5703d8ed8b22e0476b09da69d0feaca8be43cc9d8329fa60968b7dabc4,d1eda560b9b44f6c9769e333a30240361fb404ae5a8786b8e903a63f3ef7e7a0,2f48a755619ee2fed3e64a5bb592b202811fed421c70add6542c057c8279ee57,1e462be7ebf4b130cfbd0103d964fbeba9cb97a983e5dc7c2e91b137e50edab2,ff422b62f747ae2b3f049bc8676b4ce7de466daceb9e8ee8b4191719a5148be5,ccdf5328ef2a01ec00342d17364f0cf6d140314d5362747dd686c725f1258e3d
"19120029","0","","","vo_fpc","912","21","","vo_fpc_21202","",""
"19120030","1","0","10","122711","912","11","0","えっ？\nな、なんですか？","0","0.5"
"19120031","","","","0","912","91","","","",""
"19120032","","","","0.5","912","93","","0","",""
"19120033","","0.1","1","127111","912","3","","cmn_float","",""
"19120034","0","","","vo_fpc","912","21","","vo_fpc_21203","",""
"19120035","1","0","10","127111","912","11","0","いえ、あそこ…","0","0.5"
"19120036","","","","0","912","91","","","",""
"19120037","","","","0.5","912","93","","0","",""
"19120038","","0.1","1","126911","912","3","","cmn_float","",""
"19120039","0","","","vo_fpc","912","21","","vo_fpc_21204","",""
"19120040","1","0","10","126911","912","11","0","うん…","0","0.5"
"19120041","","","","0","912","91","","","",""
"19120042","","","","0.5","912","93","","0","",""
"19120043","12_kyouka_turn_loop","0.1","0","122711","912","3","0.1","12_kyouka_turn_in","1",""
"19120044","0","","","vo_fpc","912","21","","vo_fpc_21205","",""
"19120045","1","0","10","122711","912","11","0","なに？\nなにもないみたいだけど…","0","0.5"
"19120046","","","","0","912","91","","","",""
"19120047","","","","0.5","912","93","","0","",""
"19120048","","0.1","1","127111","912","3","","12_cmn_float_smile","",""
"19120049","0","","","vo_fpc","912","21","","vo_fpc_21206","",""
"19120050","1","0","10","127111","912","11","0","ふふっ。","0","0.5"
"19120051","","","","0","912","91","","","",""
"19120052","","","","0.5","912","93","","0","",""
"19120053","","0.1","1","126911","912","3","","12_cmn_float_smile","",""
"19120054","0","","","vo_fpc","912","21","","vo_fpc_21207","",""
"19120055","1","0","10","126911","912","11","0","ふふふふっ…","0","0.5"
"19120056","","","","0","912","91","","","",""
"19120057","","","","0.5","912","93","","0","",""
"19120058","4.29864253393665","","-180","127111","912","2","","850","",""
"19120059","4.29864253393665","","-180","11","912","33","","850","",""
"19120060","5.42986425339367","","-125","126911","912","2","","850","",""
"19120061","5.42986425339367","","-125","21","912","33","","850","",""
"19120062","","","","1","912","93","","0","",""
"19120063","12_kyouka_scare_loop","0.1","0","122711","912","3","0.1","12_kyouka_scare_in","1",""
"19120064","0","","","vo_fpc","912","21","","vo_fpc_21208","",""
"19120065","1","0","10","122711","912","11","0","ひぅっ！\nな、なんなんですかあ…","0","0.5"
"19120066","","","","0","912","91","","","",""
"19120067","","","","0.5","912","93","","0","",""
"19120068","12_kyouka_run_loop","0.1","0","122711","912","3","0.1","12_kyouka_run_in","1",""
"19120069","3.58220211161388","","-15","122711","912","2","","-850","",""
"19120070","","","","19120069","912","91","","","",""
"19130001","-800","1.75","22","1","913","1","0","127011","-180","13_kuka_bound"
"19130002","-170","0","-600","104","913","31","","1041","1",""
"19130003","-170","0","-240","104","913","31","","1042","1",""
"19130004","-170","0","170","104","913","31","","1043","1",""
"19130005","-170","0","560","104","913","31","","1044","1",""
"19130006","-85","0","-575","1003","913","31","","1003","1",""
"19130007","","","1","se_10053800","913","23","","se_fpc_water_random","",""
"19130008","","","","19130006","913","91","","0","",""
"19130009","0","","","1003","913","32","","1","",""
"19130010","","","","2","913","93","","0","",""
"19130011","","0.1","1","127011","913","3","","13_kuka_bound","",""
"19130012","2.35294117647059","","-180","127011","913","2","","800","",""
"19130013","","","","0.236666666666667","913","93","","0","",""
"19130014","","","0","se_10053800","913","23","","se_10053800_913_kuka","",""
"19130015","0","","","vo_fpc","913","21","","vo_fpc_21300","",""
"19130016","0","","","1041","913","32","","1","",""
"19130017","","","","0.536666666666667","913","93","","0","",""
"19130018","0","","","1042","913","32","","1","",""
"19130019","","","","0.536666666666667","913","93","","0","",""
"19130020","0","","","vo_fpc","913","21","","vo_fpc_21301","",""
"19130021","0","","","1043","913","32","","1","",""
"19130022","","","","0.536666666666667","913","93","","0","",""
"19130023","0","","","1044","913","32","","1","",""
"19130024","","","","2","913","93","","0","",""
"19130025","","","","19130012","913","91","","","",""
"19140001","-1000","1.75","24","1","914","1","0","110611","-185","14_maho_idle_loop"
"19140002","-1000","1.75","22","2","914","5","0","2","-185","cmn_boat_idle"
"19140003","-1000","1.75","23","3","914","5","0","3","-185","14_maho_idle_loop"
"19140004","-1220","1.75","25","1","914","1","0","110511","-175","cmn_float"
"19140005","-1520","1.75","12","1","914","1","0","110411","-125","14_makoto_float"
"19140006","-185","1","-1000","116","914","31","","110611","1",""
"19140007","-175","1","-1220","8","914","31","","41","1",""
"19140008","-175","0","-50","120","914","31","","120","1",""
"19140009","-125","1","-1520","4","914","31","","42","1",""
"19140010","-125","0","-350","117","914","31","","117","1",""
"19140011","","","1","se_10053800","914","23","","se_fpc_water_random","",""
"19140012","","","","19140010","914","91","","0","",""
"19140013","8.60294117647059","","-185","110611","914","2","","170","12",""
"19140014","8.60294117647059","","-185","2","914","2","","170","12",""
"19140015","8.60294117647059","","-185","3","914","2","","170","12",""
"19140016","8.60294117647059","","-185","110611","914","33","","170","12",""
"19140017","8.60294117647059","","-175","110511","914","2","","-50","12",""
"19140018","8.60294117647059","","-175","41","914","33","","-50","12",""
"19140019","8.60294117647059","","-125","110411","914","2","","-350","12",""
"19140020","8.60294117647059","","-125","42","914","33","","-350","12",""
"19140021","","","","19140013","914","91","","","",""
"19140022","14_maho_point_loop","0.3","0","110611","914","3","0.1","14_maho_point_in","1",""
"19140023","","0.3","1","2","914","3","","cmn_boat_idle","",""
"19140024","","0.3","1","3","914","3","","14_maho_idle_loop","",""
"19140025","0","","","vo_fpc","914","21","","vo_fpc_21400","",""
"19140026","1","0","10","110611","914","11","0","アーサー、ガウェイン、ランスロット\nうん、みんなそろっとるね。\nほな、いきまひょか。\nカオリはん、お願いしますー","0","0.5"
"19140027","","","","0","914","91","","","",""
"19140028","","","","0.5","914","93","","0","",""
"19140029","14_kaori_handUp_loop","0.1","0","110511","914","3","0.1","14_kaori_handUp_in","1",""
"19140030","0","","","vo_fpc","914","21","","vo_fpc_21401","",""
"19140031","1","0","10","110511","914","11","0","まーかせるさー！\nしゅっぱつしんこー！","0","0.5"
"19140032","","","","0","914","91","","","",""
"19140033","","","","0.5","914","93","","0","",""
"19140034","","0.1","1","110411","914","3","","14_makoto_pazzled","",""
"19140035","0","","","vo_fpc","914","21","","vo_fpc_21402","",""
"19140036","1","0","10","110411","914","11","0","いやいや待てって。\nそんなに張り切って押したら\nこいつら、水に落ちて濡れちまうだろ？","0","0.5"
"19140037","","","","0","914","91","","","",""
"19140038","","","","0.5","914","93","","0","",""
"19140039","14_maho_smile_loop","0.3","0","110611","914","3","0.1","14_maho_smile_in","1",""
"19140040","","0.3","1","2","914","3","","cmn_boat_idle","",""
"19140041","","0.3","1","3","914","3","","14_maho_idle_loop","",""
"19140042","0","","","vo_fpc","914","21","","vo_fpc_21403","",""
"19140043","1","0","10","110611","914","11","0","ふふっ、この子らは前に一緒に海に\n来てた子やから、お水には強いんどす。\nけど、落っこちたらかわいそうやし\n安全運転でお願いできますやろか♪","0","0.5"
"19140044","","","","0","914","91","","","",""
"19140045","","","","0.5","914","93","","0","",""
"19140046","0","","","vo_fpc","914","21","","vo_fpc_21404","",""
"19140047","1","0","10","110511","914","11","0","わかってるさー！\n琉球犬肉球安全泳法でいくさー！","0","0.5"
"19140048","","","","0","914","91","","","",""
"19140049","","","","0.5","914","93","","0","",""
"19140050","14_kaori_flutterKick_loop","0.1","0","110511","914","3","0.1","14_kaori_flutterKick_in","1",""
"19140051","","","","0.3","914","93","","0","",""
"19140052","6.47058823529412","","-185","110611","914","2","","1270","",""
"19140053","6.47058823529412","","-185","2","914","2","","1270","",""
"19140054","6.47058823529412","","-185","3","914","2","","1270","",""
"19140055","6.47058823529412","","-185","110611","914","33","","1270","",""
"19140056","","","","41","914","32","","0","",""
"19140057","","","","120","914","32","","1","",""
"19140058","6.47058823529412","","-175","110511","914","2","","1050","",""
"19140059","6.47058823529412","","-175","120","914","33","","1050","",""
"19140060","","","","1","914","93","","0","",""
"19140061","0","","","vo_fpc","914","21","","vo_fpc_21405","",""
"19140062","1","0","10","110411","914","11","0","な～んか心配なんだよな…\nしょうがない、あたしもついてくか。\nおーい、待てってば！","0","0.5"
"19140063","","","","0","914","91","","","",""
"19140064","","","","0.5","914","93","","0","",""
"19140065","cmn_swm_dogscratch","0.1","0","110411","914","3","0.1","14_makoto_dogscratch_in","1",""
"19140066","","","","0.3","914","93","","0","",""
"19140067","","","","42","914","32","","0","",""
"19140068","","","","117","914","32","","1","",""
"19140069","3.72637742879957","","-125","110411","914","2","","1050","",""
"19140070","3.72637742879957","","-125","117","914","33","","1050","",""
"19140071","s","","","19140069","914","91","","","",""
"19150001","-950","1.75","23","1","915","1","0","110311","-180","15_saren_idle"
"19150002","-950","1.75","22","2","915","5","0","2","-180","cmn_boat_idle"
"19150003","-750","1.75","12","1","915","1","0","107711","-15","15_suzume_walk_loop"
"19150004","-180","1","-950","101","915","31","","110311","1",""
"19150005","30","0","210","109","915","31","","109","1",""
"19150006","-125","0","330","4","915","31","","4","1",""
"19150007","","","1","se_10053800","915","23","","se_fpc_water_random","",""
"19150008","","","","107711","915","13","","49","",""
"19150009","","","","0","915","91","","0","",""
"19150010","5.51470588235294","","-15","107711","915","2","","0","",""
"19150011","","","","19150010","915","91","","","",""
"19150012","15_suzume_talk_loop","0.1","0","107711","915","3","0.1","15_suzume_talk_in","1",""
"19150013","0","","","vo_fpc","915","21","","vo_fpc_21500","",""
"19150014","1","0","10","107711","915","11","0","お嬢様とはぐれてしまいました…\n迷子だなんてメイド失格です～","0","0.5"
"19150015","","","","3.2","915","93","","1","",""
"19150016","","","","1.5","915","93","","0","",""
"19150017","","","","19150014","915","91","","","",""
"19150018","15_suzume_walk_loop","0.1","0","107711","915","3","0.1","15_suzume_walk_in","1",""
"19150019","11.9779411764706","","-180","110311","915","2","","-100","",""
"19150020","11.9779411764706","","-180","2","915","2","","-100","",""
"19150021","11.9779411764706","","-180","110311","915","33","","-100","",""
"19150022","4.22794117647059","","-15","107711","915","2","","460","",""
"19150023","","","","19150022","915","91","","","",""
"19150024","15_suzume_turn_loop","0.1","0","107711","915","3","0.1","15_suzume_turn_in","1",""
"19150025","","","","0.6","915","93","","0","",""
"19150026","0","","","vo_fpc","915","21","","vo_fpc_21501","",""
"19150027","1","-15","20","107711","915","11","0","あれは…お嬢様～！\n今参ります！","0","0.5"
"19150028","","","","1.7","915","93","","0","",""
"19150029","15_saren_notice_loop","0.3","0","110311","915","3","0.1","15_saren_notice_in","1",""
"19150030","","0.3","1","2","915","3","","cmn_boat_idle","",""
"19150031","","","","0.35","915","93","","0","",""
"19150032","","","","1.5","915","93","","0","",""
"19150033","0.5","","-15","107711","915","2","","330","",""
"19150034","","0.2","1","107711","915","3","0.1","15_suzume_run","",""
"19150035","0","","","vo_fpc","915","21","","vo_fpc_21502","",""
"19150036","1","0","100","110311","915","11","0","スズメ？\nって、走ると危なっ…","0","-0.5"
"19150037","","","","0.5","915","93","","0","",""
"19150038","","0.1","0","107711","915","3","","15_suzume_fallDown","",""
"19150039","","","","1.3","915","93","","0","",""
"19150040","0","","","vo_fpc","915","21","","vo_fpc_21503","",""
"19150041","1","0","150","107711","915","11","0","きゃあああ～！","0","-1.5"
"19150042","15_saren_rise_loop","0.1","0","110311","915","3","0.1","15_saren_rise_in","1",""
"19150043","","0.1","1","2","915","3","","cmn_boat_idle","",""
"19150044","","","","0.5","915","93","","0","",""
"19150045","1","0.1","1","107711","915","6","","1","0",""
"19150046","","","","109","915","32","","1","",""
"19150047","","","","1","915","93","","0","",""
"19150048","0","","-125","107711","915","2","","330","",""
"19150049","1","0.4","1","107711","915","6","","1","1",""
"19150050","15_suzume_drown_loop","0.1","0","107711","915","3","0.1","15_suzume_drown_in","1",""
"19150051","2.76470588235294","","-125","107711","915","2","","800","",""
"19150052","2.76470588235294","","-125","4","915","33","","800","",""
"19150053","","","","19150019","915","91","","","",""
"19150054","7.35294117647059","","-180","110311","915","2","","900","",""
"19150055","7.35294117647059","","-180","2","915","2","","900","",""
"19150056","7.35294117647059","","-180","110311","915","33","","900","",""
"19150057","0","","","vo_fpc","915","21","","vo_fpc_21504","",""
"19150058","1","0","10","110311","915","11","0","ス、スズメ？\nスズメ～っ！？","0","0.5"
"19150059","","","","0","915","91","","","",""
"19150060","","","","1.5","915","93","","0","",""
"19150061","s","","","19150054","915","91","","","",""
"19160001","-750","1.4875","12","1","916","1","0","113111","-15","cmn_walk"
"19160002","750","1.4875","12","1","916","1","0","113311","-15","16_nanaka_run"
"19160003","-850","1.75","22","1","916","1","0","117411","-180","cmn_swm_diving"
"19160004","-2500","1.75","22","1","916","1","0","117011","-180","cmn_swm_diving"
"19160005","50","1.75","22","7","916","5","0","7","-180","none"
"19160006","-1375","1.75","22","1","916","5","0","11","-180","cmn_floatRing_pink"
"19160007","-2500","1.75","12","1","916","5","0","12","-125","cmn_float_item_01_Ball"
"19160008","-180","1","-1375","4","916","31","","11","1",""
"19160009","-125","1","-2500","4","916","31","","12","1",""
"19160010","-180","1","-850","9","916","31","","91","1",""
"19160011","-180","1","-2500","9","916","31","","92","1",""
"19160012","155","0","-183","1015","916","31","","1015","1",""
"19160013","-180","0","50","1013","916","31","","1013","1",""
"19160014","","","1","se_10053800","916","23","","se_fpc_water_random","",""
"19160015","","","","19160013","916","91","","0","",""
"19160016","19.7058823529412","","-180","117411","916","2","","2500","",""
"19160017","19.7058823529412","","-180","91","916","33","","2500","",""
"19160018","24.6323529411765","","-180","11","916","2","","1975","",""
"19160019","24.6323529411765","","-180","11","916","33","","1975","",""
"19160020","19.7058823529412","","-180","117011","916","2","","850","",""
"19160021","19.7058823529412","","-180","92","916","33","","850","",""
"19160022","24.6323529411765","","-125","12","916","2","","850","",""
"19160023","24.6323529411765","","-125","12","916","33","","850","",""
"19160024","","","","3","916","93","","0","",""
"19160025","4.41176470588235","","-15","113111","916","2","","-150","",""
"19160026","","","","19160025","916","91","","","",""
"19160027","","0.3","1","113111","916","3","","16_ruka_think","",""
"19160028","","","","1015","916","32","","1","",""
"19160029","0","","","vo_fpc","916","21","","vo_fpc_21600","",""
"19160030","","","","0.6","916","93","","0","",""
"19160031","","","","1.5","916","93","","0","",""
"19160032","2.71493212669683","","-15","113311","916","2","","150","",""
"19160033","","","","19160032","916","91","","","",""
"19160034","","0.2","1","113311","916","3","","16_nanaka_idle_loop","",""
"19160035","0","","","vo_fpc","916","21","","vo_fpc_21601","",""
"19160036","1","0","10","113311","916","11","0","ル～カ～姉♪\n何見てんのかにゃ～？","0","0.5"
"19160037","","","","0","916","91","","","",""
"19160038","","","","0.5","916","93","","0","",""
"19160039","16_ruka_notice_loop","0.1","0","113111","916","3","0.1","16_ruka_notice_in","1",""
"19160040","0","","","vo_fpc","916","21","","vo_fpc_21602","",""
"19160041","1","0","10","113111","916","11","0","ん？　いや、特に何か\n考えてたわけじゃないが…","0","0.5"
"19160042","","","","0","916","91","","","",""
"19160043","","","","0.5","916","93","","0","",""
"19160044","16_nanaka_point_loop","0.1","0","113311","916","3","0.1","16_nanaka_point_in","1",""
"19160045","0","","","vo_fpc","916","21","","vo_fpc_21603","",""
"19160046","1","0","10","113311","916","11","0","ふっふっふ、ルカ姉の考えは\nまるっとお見通しだ！","0","0.5"
"19160047","","","","0","916","91","","","",""
"19160048","","","","0.5","916","93","","0","",""
"19160049","0","","","vo_fpc","916","21","","vo_fpc_21604","",""
"19160050","1","0","10","113311","916","11","0","ズバリ！\n「見ろ！　人が魚のようだ！」でしょ？","0","0.5"
"19160051","","","","0","916","91","","","",""
"19160052","","","","0.5","916","93","","0","",""
"19160053","16_ruka_talk_loop","0.1","0","113111","916","3","0.1","16_ruka_talk_in","1",""
"19160054","0","","","vo_fpc","916","21","","vo_fpc_21605","",""
"19160055","1","0","10","113111","916","11","0","そんなことはっ…\nちょっとだけ、考えちまったね…","0","0.5"
"19160056","","","","0","916","91","","","",""
"19160057","","","","0.5","916","93","","0","",""
"19160058","16_nanaka_idle_loop","0.1","0","113311","916","3","0.1","16_nanaka_idle_in","1",""
"19160059","0","","","vo_fpc","916","21","","vo_fpc_21606","",""
"19160060","1","0","10","113311","916","11","0","なっはっは、やっぱりね～♪","0","0.5"
"19160061","","","","0","916","91","","","",""
"19160062","","","","0.5","916","93","","0","",""
"19160063","cmn_run_def_N","0.1","0","113311","916","3","0.1","16_nanaka_turn","1",""
"19160064","2.71493212669683","","-15","113311","916","2","","750","",""
"19160065","","0.1","1","113111","916","3","","cmn_walk","",""
"19160066","5.29411764705882","","-15","113111","916","2","","750","",""
"19160067","","","","1.5","916","93","","0","",""
"19160068","none","","0","7","916","3","0.1","fish","",""
"19160069","","","","1013","916","32","","1","",""
"19160070","","","","3.2","916","93","","0","",""
"19160071","s","","","19160018","916","91","","","",""
"19160072","s","","","19160064","916","91","","","",""
"19160073","s","","","19160066","916","91","","","",""
"19170001","-950","1.75","23","1","917","1","0","126711","-180","17_akino_worry"
"19170002","-950","1.75","24","3","917","5","0","3","-180","empty"
"19170003","-950","1.75","22","2","917","5","0","2","-180","cmn_boat_idle"
"19170004","750","1.4875","12","1","917","1","0","110311","-15","cmn_walk_r"
"19170005","-180","1","-950","101","917","31","","126711","1",""
"19170006","","","1","se_10053800","917","23","","se_fpc_water_random","",""
"19170007","","","","19170005","917","91","","0","",""
"19170008","6.98529411764706","","-180","126711","917","2","","0","12",""
"19170009","6.98529411764706","","-180","3","917","2","","0","12",""
"19170010","6.98529411764706","","-180","2","917","2","","0","12",""
"19170011","6.98529411764706","","-180","126711","917","33","","0","12",""
"19170012","","","","19170008","917","91","","","",""
"19170013","0","","","vo_fpc","917","21","","vo_fpc_21700","",""
"19170014","1","0","10","126711","917","11","0","一向に目的地に着きませんわね…\nまさか、また迷ってしまいましたの？\nメルクリゾートは私の庭…\nそう思ってましたのに～っ！","0","0.5"
"19170015","","","","0","917","91","","","",""
"19170016","","","","0.5","917","93","","0","",""
"19170017","4.72689075630252","","-15","110311","917","2","","300","",""
"19170018","17_akino_laugh_loop","0.3","0","126711","917","3","0.1","17_akino_laugh_in","1",""
"19170019","17_akino_laugh_loop","0.3","0","3","917","3","0.1","17_akino_laugh_in","1",""
"19170020","","0.3","1","2","917","3","","cmn_boat_idle","",""
"19170021","0","","","vo_fpc","917","21","","vo_fpc_21701","",""
"19170022","1","0","20","126711","917","11","0","いいえ、違いますわ！…この私ですら\n迷わせるほどの広大なリゾート…\n財団の偉業を誇るべきですわね♪\nおーっほっほっほ！","0","0.5"
"19170023","","","","19170017","917","91","","","",""
"19170024","17_saren_talk_loop","0.2","0","110311","917","3","0.1","17_saren_talk_in","1",""
"19170025","","","","0.673109243697478","917","93","","0","",""
"19170026","","","","0.5","917","93","","0","",""
"19170027","","","","19170022","917","91","","","",""
"19170028","0","","","vo_fpc","917","21","","vo_fpc_21702","",""
"19170029","1","0","10","110311","917","11","0","…流れるプールなんだし、同じ場所を\nループしてるだけじゃない？","0","0.5"
"19170030","","","","0","917","91","","","",""
"19170031","17_akino_pause_loop","0.1","0","126711","917","3","0.1","17_akino_pause_in","1",""
"19170032","17_akino_pause_loop","0.1","0","3","917","3","0.1","17_akino_pause_in","1",""
"19170033","","0.1","1","2","917","3","","cmn_boat_idle","",""
"19170034","","","","2","917","93","","0","",""
"19170035","17_akino_shock_loop","0.3","0","126711","917","3","0.1","17_akino_shock_in","1",""
"19170036","","","0","3","917","3","","empty","",""
"19170037","","0.3","1","2","917","3","","cmn_boat_idle","",""
"19170038","0","","","vo_fpc","917","21","","vo_fpc_21703","",""
"19170039","1","0","10","126711","917","11","0","そ、そうなんですの！？\n盲点でしたわーーー！","0","0.5"
"19170040","","","","0","917","91","","","",""
"19170041","","","","0.5","917","93","","0","",""
"19170042","5.29411764705882","","-180","126711","917","2","","900","",""
"19170043","5.29411764705882","","-180","2","917","2","","900","",""
"19170044","5.29411764705882","","-180","126711","917","33","","900","",""
"19170045","","","","2.7","917","93","","0","",""
"19170046","cmn_walk","0.1","0","110311","917","3","0.1","17_saren_turn","1",""
"19170047","2.64705882352941","","-15","110311","917","2","","750","",""
"19170048","","","","19170042","917","91","","","",""
"19170049","","","","19170047","917","91","","","",""
"19180001","-850","1.75","22","1","918","1","0","113511","-180","18_misato_backWalk"
"19180002","-1010","1.75","23","1","918","1","0","110111","-180","18_io_flutterKick"
"19180003","-180","0","-850","14","918","31","","41","1",""
"19180004","-180","0","50","2","918","31","","11","1",""
"19180005","-180","0","-110","14","918","31","","42","1",""
"19180006","-180","1","-1010","123","918","31","","12","1",""
"19180007","","","1","se_10053800","918","23","","se_fpc_water_random","",""
"19180008","","","","19180006","918","91","","0","",""
"19180009","6.61764705882353","","-180","113511","918","2","","50","12",""
"19180010","6.61764705882353","","-180","41","918","33","","50","12",""
"19180011","6.61764705882353","","-180","110111","918","2","","-110","12",""
"19180012","6.61764705882353","","-180","12","918","33","","-110","12",""
"19180013","","","","19180009","918","91","","","",""
"19180014","","0.2","1","113511","918","3","","18_misato_backWalkIdle","",""
"19180015","0","","","vo_fpc","918","21","","vo_fpc_21800","",""
"19180016","1","0","10","113511","918","11","0","イオ先生、その調子。\n上手にバタ足できてるわよ～♪","0","0.5"
"19180017","","","","0","918","91","","","",""
"19180018","","","","0.5","918","93","","0","",""
"19180019","0","","","vo_fpc","918","21","","vo_fpc_21801","",""
"19180020","1","0","10","110111","918","11","0","は、はい！　よいしょ、よいしょ…\nごめんなさい、せっかくのプールで\n練習に付き合ってもらって…","0","0.5"
"19180021","","","","0","918","91","","","",""
"19180022","","","","0.5","918","93","","0","",""
"19180023","0","","","vo_fpc","918","21","","vo_fpc_21802","",""
"19180024","1","0","10","113511","918","11","0","いいのよ。\n先生はいつでも頑張る子の味方だもの♪","0","0.5"
"19180025","","","","0","918","91","","","",""
"19180026","","","","0.5","918","93","","0","",""
"19180027","","","","12","918","32","","0","",""
"19180028","","","","42","918","32","","1","",""
"19180029","","","","41","918","32","","1","",""
"19180030","18_misato_idle_loop","0.1","0","113511","918","3","0.1","18_misato_idle_in","1",""
"19180031","18_io_stopSwim_loop","0.1","0","110111","918","3","0.1","18_io_stopSwim_in","1",""
"19180032","0","","","vo_fpc","918","21","","vo_fpc_21803","",""
"19180033","1","0","10","110111","918","11","0","でも、私も先生だから\n本当は教えてあげないといけないのに…","0","0.5"
"19180034","","","","0","918","91","","","",""
"19180035","","","","0.5","918","93","","0","",""
"19180036","18_misato_talk_loop","0.1","0","113511","918","3","0.1","18_misato_talk_in","1",""
"19180037","0","","","vo_fpc","918","21","","vo_fpc_21804","",""
"19180038","1","0","10","113511","918","11","0","こうして今からでも何かを\n学ぶっていう経験は\nきっと子供たちに教えるうえで\n役に立つと思うの。","0","0.5"
"19180039","","","","0","918","91","","","",""
"19180040","","","","0.5","918","93","","0","",""
"19180041","0","","","vo_fpc","918","21","","vo_fpc_21805","",""
"19180042","1","0","10","113511","918","11","0","それに…\n生徒にもいろんな子がいるんだから、\n色んな先生がいてもいいじゃない？","0","0.5"
"19180043","","","","0","918","91","","","",""
"19180044","","","","0.5","918","93","","0","",""
"19180045","18_io_guts_loop","0.1","0","110111","918","3","0.1","18_io_guts_in","1",""
"19180046","0","","","vo_fpc","918","21","","vo_fpc_21806","",""
"19180047","1","0","10","110111","918","11","0","ミサト先生…\n私、がんばります！\n授業も、泳ぎも…","0","0.5"
"19180048","","","","0","918","91","","","",""
"19180049","","","","0.5","918","93","","0","",""
"19180050","18_io_flutterKick2_loop","0.1","0","110111","918","3","0.1","18_io_flutterKick2_in","1",""
"19180051","1.8552036199095","","-180","110111","918","2","","300","",""
"19180052","1.8552036199095","","-180","42","918","33","","300","",""
"19180053","1.8552036199095","","-180","12","918","33","","300","",""
"19180054","","","","42","918","32","","0","",""
"19180055","","","","12","918","32","","1","",""
"19180056","","","","1","918","93","","0","",""
"19180057","18_misato_talk2_loop","0.1","0","113511","918","3","0.1","18_misato_talk2_in","1",""
"19180058","","","","19180051","918","91","","","",""
"19180059","3.23529411764706","","-180","110111","918","2","","850","",""
"19180060","3.23529411764706","","-180","42","918","33","","850","",""
"19180061","3.23529411764706","","-180","12","918","33","","850","",""
"19180062","","","","42","918","32","","1","",""
"19180063","","","","12","918","32","","0","",""
"19180064","18_misato_surprise_loop","0.1","0","113511","918","3","0.1","18_misato_surprise_in","1",""
"19180065","18_io_accident_loop","0.1","0","110111","918","3","0.1","18_io_accident_in","1",""
"19180066","0","","","vo_fpc","918","21","","vo_fpc_21807","",""
"19180067","1","0","10","110111","918","11","0","きゃっ水着が！","0","0.5"
"19180068","","","","0","918","91","","","",""
"19180069","","","","0.5","918","93","","0","",""
"19180070","0","","","vo_fpc","918","21","","vo_fpc_21808","",""
"19180071","1","0","10","113511","918","11","0","イオ先生！？\nあらあら～！","0","0.5"
"19180072","","","","0","918","91","","","",""
"19180073","","","","0.5","918","93","","0","",""
"19180074","cmn_swm_breastStroke","0","0","113511","918","3","0.1","18_misato_breastStroke_in","1",""
"19180075","","","","41","918","32","","0","",""
"19180076","","","","11","918","32","","1","",""
"19180077","3.61990950226244","","-180","113511","918","2","","850","",""
"19180078","3.61990950226244","","-180","11","918","33","","850","",""
"19180079","","","","19180059","918","91","","","",""
"19180080","","","","19180077","918","91","","","",""
"19190001","-850","1.75","22","1","919","1","0","117211","-180","19_nozomi_float"
"19190002","-1150","1.75","22","1","919","1","0","110011","-180","19_suzuna_float"
"19190003","-750","1.4875","12","1","919","1","0","117411","-15","19_tsumugi_search"
"19190004","-180","1","-820","6","919","31","","61","1",""
"19190005","-180","1","-850","121","919","31","","1211","1",""
"19190006","-180","0","150","122","919","31","","1221","1",""
"19190007","-180","1","-1150","6","919","31","","62","1",""
"19190008","-180","1","-1180","121","919","31","","1212","1",""
"19190009","-180","0","-180","122","919","31","","1222","1",""
"19190010","","","","117211","919","13","","45","",""
"19190011","","","","110011","919","13","","45","",""
"19190012","","","","117411","919","13","","45","",""
"19190013","","","1","se_10053800","919","23","","se_fpc_water_random","",""
"19190014","","","","117411","919","13","","49","",""
"19190015","","","","19190012","919","91","","0","",""
"19190016","9.92647058823529","","-15","117411","919","2","","330","",""
"19190017","","","","3.5","919","93","","0","",""
"19190018","0","","","vo_fpc","919","21","","vo_fpc_21900","",""
"19190019","1","0","15","117411","919","11","0","ノゾミさん、どこに行ったんでしょう？\n新衣装の案を思いついたのに…","0","0.5"
"19190020","","","","0","919","91","","","",""
"19190021","","","","0.5","919","93","","0","",""
"19190022","","","","19190016","919","91","","","",""
"19190023","","0.1","1","117211","919","3","","19_nozomi_float","",""
"19190024","19_tsumugi_notice_loop","0.1","0","117411","919","3","0.1","19_tsumugi_notice_in","1",""
"19190025","","","","0.2","919","93","","0","",""
"19190026","0","","","vo_fpc","919","21","","vo_fpc_21901","",""
"19190027","1","0","10","117411","919","11","0","あら？　あれは…上流から何か\n光るものが…","0","0.5"
"19190028","","","","0","919","91","","","",""
"19190029","","","","0.5","919","93","","0","",""
