3bca6eed48cb3320b4798b715c691d27b9602dd1273d3e6663f2c3fc173883b0,4032c529e5a3719ca5a6e3bbf162d1de15a910905bf9483bb99a301ebf5d1e7f,afca4d6057ade46a56ecdb68a40816cc434e3afcbdb65ab9d6ee0b692e6db67c,a4ed6a5c1e455b5ebdb92fc7e0c34211e5d985eca05b9bb05afea7a32d5ef339,d504e6829bd79f292a9ac09dd0f468395bd4df2c18c45d0f083d004cad14f23c,ebcd3a9f3a141a5092da39f135d2b69e82918904f4486155f1a934172dca2b8a,a6e2f28e3874c75cf84c1105d02ea32ce293285c2100ff01b8b0a46b289c8064,f02d85bb9efa767ef7d0f3204bffbd9ca25e73fa26e7b5ca951bd6bad3ee9375,3488e0ff71b8ca377a8aefb1810049480c66c0e7e01de5be4deffaddcdf777d8,9a2a3a87d3ecf79a98c56186a983f9d26fe331fb587658fe77feafef421104be,bf2c28d715b53f241f3f4c6bffe4904825fd588f25a8e0dda42ecb9babae5c39
"","","","93","","","","16","16029","0.5","0"
"0.2","0","","3","1","surprise2_idle","0","16","16030","132211","surprise2_in"
"","","","21","","0","0","16","16031","vo_alces","vo_alces_1603"
"0","0","3.9","11","0","1","10","16","16032","5","じゃ、ちょっと遊んでくるわ～\n虫取…じゃなくて大人の社交場に♪"
"","","","91","","0","0","16","16033","16027",""
"","","","91","","0","0","16","16034","16032",""
"","","","22","","","","16","16035","0","0.5"
"","","","23","","","","16","16036","se_alces","se_alces_surprise"
"0.2","0","","3","1","iroha_shock_loop","0","16","16037","5","iroha_shock_in"
"0.2","","","3","","","0","16","16038","1001","iroha_shock_in"
"","","","93","","","","16","16039","1","0"
"0.2","","","3","","","1","16","16040","3","sono_armcrossed_talk"
"","","","21","","0","0","16","16041","vo_alces","vo_alces_1604"
"0","0","1.7","11","0","1","10","16","16042","3","…私のフリしてどこ行くのかしら？\nイロハちゃん？"
"","","","91","","0","0","16","16043","0",""
"","","","22","","","","16","16044","0","0.5"
"0.2","0","","3","1","sono_doya_idle","0","16","16045","3","sono_doya_in"
"0.2","","","3","","","0","16","16046","5","iroha_kyorokyoro"
"","","","93","","","","16","16047","1.8","0"
"","","","23","","","","16","16048","se_alces","se_alces_dotabata"
"0","0","","3","1","iroha_escape","0","16","16049","5","iroha_escape_in"
"","","","2","0","3.5","-160","16","16050","5","-1200"
"","","","32","","","","16","16051","11","1"
"","","","37","","","","16","16052","11","sweatR_Loop"
"","","","33","0","3.5","-160","16","16053","11","-1200"
"","","","93","","","","16","16054","0.1","0"
"0.2","","","3","","","1","16","16055","3","sono_notice_in_anger"
"0.2","","","3","","","0","16","16056","1002","sono_notice_in_anger"
"","","","93","","","","16","16057","0.3","0"
"0.2","0","","3","1","surprise2R_idle","0","16","16058","132211","surprise2_turn"
"","","","93","","","","16","16059","0.4","0"
"0.2","","","3","","","1","16","16060","3","run_chase"
"","","","2","0","3.5","-160","16","16061","3","-1050"
"","","","93","","","","16","16062","2","0"
"0.2","","","3","","","1","16","16063","132211","sadR_idle_nervous"
"0.2","0","","3","1","sad_idle_nervous","0","16","16064","1003","sad_idle_nervous_in"
"","","","93","","","","16","16065","2","0"
"","","","22","","","","16","16066","0","0"
"","","","93","","","","16","16067","3","0"
"","","","101","","0","0","16","16068","16067",""
"1.47","0","idle_normal","5","-190","-100","100","17","17001","5","5"
"0","","","31","1","-190","-100","17","17002","11","1101"
"1.47","0","empty","5","-190","-100","101","17","17003","10","1001"
"","","","13","","","","17","17004","5","130"
"1.43","1","idle_kyapi_normal","5","-190","125","101","17","17005","4","4"
"0","","","31","1","-190","125","17","17006","11","1102"
"","","","91","","","","17","17007","0","0"
"","","","23","","","","17","17008","se_alces","se_alces_breath"
"0.2","0","","3","1","sono_relief_talk","0","17","17009","5","sono_relief_in"
"0.2","","","3","","","0","17","17010","1001","sono_relief_in"
"","","","93","","","","17","17011","0.5","0"
"","","","21","","0","0","17","17012","vo_alces","vo_alces_1700"
"0","0","2.4","11","0","1","10","17","17013","5","はあ…\n元の姿に戻っちゃった…"
"","","","93","","","","17","17014","3.5","1"
"","","","91","","0","0","17","17015","17013",""
"0.2","0","","3","1","sono_tired_talk","0","17","17016","5","sono_ache_in"
"","","","21","","0","0","17","17017","vo_alces","vo_alces_1701"
"0","0","3.7","11","0","1","10","17","17018","5","うぎっ…筋肉痛やば。\nあんたどんだけ走り回ってんのよ…"
"","","","91","","0","0","17","17019","0",""
"0.2","","","3","","","1","17","17020","5","sono_tired_idle"
"0.2","","","3","","","1","17","17021","4","jump_loop"
"","","","21","","0","0","17","17022","vo_alces","vo_alces_1702"
"0","0","1.4","11","0","1","10","17","17023","4","あはははーっ！！\nイロハの体、なまってるー！！"
"","","","91","","0","0","17","17024","0",""
"0.2","","","3","","","1","17","17025","4","joy_talk_normal2"
"","","","21","","0","0","17","17026","vo_alces","vo_alces_1703"
"0","0","0.3","11","0","1","10","17","17027","4","ちょっと全力で走ってくるねー！！"
"","","","91","","0","0","17","17028","0",""
"0.1","0","","3","1","iroha_run_dash","0","17","17029","4","iroha_joy_to_run"
"","","","22","","","","17","17030","0","0.5"
"","","","2","0","2.1","-190","17","17031","4","1200"
"","","","32","","","","17","17032","1102","1"
"","","","37","","","","17","17033","1102","smokeL"
"","","","33","0","2.1","-190","17","17034","1102","1200"
"","","","93","","","","17","17035","2","0"
"0.2","0","","3","1","sad_talk_anger","0","17","17036","5","tired_to_sad"
"","","","21","","0","0","17","17037","vo_alces","vo_alces_1704"
"0","0","4.3","11","0","1","10","17","17038","5","…ん？\n後でその体にまた私戻るよ？\n無理だな。死んじゃうな"
"","","","91","","0","0","17","17039","0",""
"0.1","","","3","","","1","17","17040","5","run_chase_Ex0006"
"","","","2","0","3.5","-190","17","17041","5","1100"
"","","","32","","","","17","17042","1101","1"
"","","","37","","","","17","17043","1101","sweatL_Loop"
"","","","33","0","3.5","-190","17","17044","1101","1100"
"","","","21","","0","0","17","17045","vo_alces","vo_alces_1705"
"0","0","0.5","11","0","1","10","17","17046","5","コラ待てーっ！！"
"","","","93","","","","17","17047","3","0"
"","","","91","","0","0","17","17048","0",""
"","","","22","","","","17","17049","0","0"
"","","","93","","","","17","17050","3","0"
"","","","101","","0","0","17","17051","17050",""
"1.4","1","sit_drink_loop","5","-130","400","100","18","18001","5","5"
"1.37","0","iroha_sad_lookup_surprise","5","-145","235","101","18","18002","4","4"
"","","","91","","","","18","18003","0","0"
"","","","21","","0","0","18","18004","vo_alces","vo_alces_1800"
"0","0","0.5","11","0","1","10","18","18005","5","ごきゅっ…ごきゅっ…ごきゅっ！"
"","","","91","","0","0","18","18006","0",""
"0.2","0","","3","1","sit_drink_handup_talk","0","18","18007","5","sit_drink_handup_in"
"","","","93","","","","18","18008","0.2","0"
"0.2","0","","3","1","iroha_surprise_look_idle","0","18","18009","4","iroha_surprise_in"
"","","","93","","","","18","18010","0.2","0"
"","","","21","","0","0","18","18011","vo_alces","vo_alces_1801"
"0","0","4.2","11","0","1","10","18","18012","5","ああ、喉がよろこんでる。\n地元のブドウ朱も好きだけど、\nこっちの麦しゅわもいいわ～"
"","","","91","","0","0","18","18013","0",""
"0.2","0","","3","1","sit_drink_idle","0","18","18014","5","sit_drink_idle_in"
"0.2","","","3","","","1","18","18015","4","iroha_anger_talk_lookup"
"","","","21","","0","0","18","18016","vo_alces","vo_alces_1802"
"0","20","3.8","11","0","1","10","18","18017","4","えーイロハの喉もよろこびた～い！\nソノちゃん、イロハにも飲ませて～っ！"
"","","","91","","0","0","18","18018","0",""
"0.2","","","3","","","1","18","18019","4","iroha_anger_idle_lookup"
"0.2","0","","3","1","sit_drink_idle_Jitome","0","18","18020","5","sit_drink_idle_notice"
"","","","21","","0","0","18","18021","vo_alces","vo_alces_1803"
"0","0","3.7","11","0","1","10","18","18022","5","ふ、10年早いわ。\nぐびぐび"
"","","","91","","0","0","18","18023","0",""
"0.2","0","","3","1","sit_drink_yareyare","0","18","18024","5","sit_drink_idle_to_yareyare"
"","","","21","","0","0","18","18025","vo_alces","vo_alces_1804"
"0","0","3.9","11","0","1","10","18","18026","5","あんたもいつかわかるわよ、\n麦しゅわキメないと\nやってらんない日が来るってことがね"
"","","","91","","0","0","18","18027","0",""
"","","","22","","","","18","18028","0","0"
"0.2","0","","3","1","iroha_sad_lookup_shy","0","18","18029","4","iroha_anger_to_sad"
"0.2","0","","3","1","sit_drink_loop","0","18","18030","5","sit_drink_yareyare_to_loop"
"","","","93","","","","18","18031","2","0"
"0.2","0","","3","1","sit_drink_handup_idle_dead","0","18","18032","5","sit_drink_handup_in_dead"
"","","","93","","","","18","18033","2","0"
"","","","21","","0","0","18","18034","vo_alces","vo_alces_1805"
"0","0","1.2","11","0","1","10","18","18035","5","…うぃ～、ヒックッ"
"","","","91","","0","0","18","18036","0",""
"0.2","","","3","","","1","18","18037","4","iroha_sad_talk_lookup"
"","","","21","","0","0","18","18038","vo_alces","vo_alces_1806"
"0","20","0.5","11","0","1","10","18","18039","4","ダメな大人だ…"
"","","","91","","0","0","18","18040","0",""
"0.2","","","3","","","1","18","18041","4","iroha_sad_lookup_shy"
"","","","22","","","","18","18042","0","0"
"","","","93","","","","18","18043","3","0"
"","","","101","","0","0","18","18044","18043",""
"1.45","1","idle_normal","5","-158","407","105","19","19001","1","1"
"1.47","0","doyaB_idle","5","-156","32","100","19","19002","2","2"
"1.42","0","idle_normal","5","-168","-124","108","19","19003","3","3"
"1.42","0","idle_kyapi_normal","5","600","1500","108","19","19004","4","4"
"1.47","0","idle_normal","5","600","1500","100","19","19005","5","5"
"0","","","31","1","-158","407","19","19006","18","18"
"0","","","31","1","-156","32","19","19007","19","19"
"0","","","31","1","-168","-124","19","19008","20","20"
"0","","","31","1","-168","-124","19","19009","21","21"
"","","","91","","","","19","19010","0","0"
"","","","93","","","","19","19011","0.5","0"
"0.2","","","3","","","1","19","19012","2","doyaB_idle_look"
"0.2","0","","3","1","cool_talk_joy_lookup","0","19","19013","3","cool_in_joy_lookup"
"","","","21","","0","0","19","19014","vo_alces","vo_alces_1900"
"0","0","2.5","11","0","1","10","19","19015","3","じゃあワイルドグリフォンのしっぽね。\nイロハ頼んだよ"
"","","","91","","0","0","19","19016","0",""
"0.2","0","","3","1","cool_idle_normal","0","19","19017","3","cool_idle_normal_lookup"
"0.2","0","","3","1","gutsB_idle_joy","0","19","19018","2","iroha_ok_luichan"
"","","","21","","0","0","19","19019","vo_alces","vo_alces_1901"
"0","0","0.5","11","0","1","10","19","19020","2","オッケー！\nご飯までには帰ってくるねー！\nんじゃルイちゃん、よろしく～！"
"","","","91","","","","19","19021","0",""
"0.2","","","3","","","1","19","19022","2","idle_kyapi_normal"
"0.2","","","3","","","1","19","19023","3","idle_normal"
"0.2","","","3","","","0","19","19024","1","luis_swap"
"","","","21","","0","0","19","19025","vo_alces","vo_alces_1902"
"0","10","1.2","11","0","1","10","19","19026","1","はいはい。\n『入れ替わりの秘薬』噴射～♪"
"","","","93","","","","19","19027","1.2","0"
"","","","23","","","0","19","19028","se_alces","se_alces_replace"
"","","","93","","","","19","19029","2.8","0"
"","","","32","","","","19","19030","18","1"
"","","","32","","","","19","19031","19","1"
"","","","93","","","","19","19032","0.5","0"
"1","0","","6","0","0","0","19","19033","2","1"
"1","0","","6","0","0","0","19","19034","3","1"
"","","","93","","","","19","19035","1.5","0"
"","","","2","0","0","600","19","19036","2","1500"
"","","","2","0","0","600","19","19037","3","1500"
"","","","2","0","0","-168","19","19038","4","-124"
"","","","2","0","0","-156","19","19039","5","32"
"","","","93","","","","19","19040","1.2","0"
"0.1","0","","3","1","idle_normal_talkjoy1","0","19","19041","1","luis_swap_out"
"","","","93","","","","19","19042","0.5","0"
"0.2","0","","3","1","speedMode_loop","0","19","19043","4","speedMode_in"
"0.1","0","","3","1","lookback_idle","0","19","19044","5","lookback_in"
"","","","21","","0","0","19","19045","vo_alces","vo_alces_1903"
"0","0","1.3","11","0","1","10","19","19046","4","よーしっ！！\nイロハスピードモード！！"
"","","","91","","","","19","19047","0",""
"","","","22","","","","19","19048","0","0"
"","","","93","","","","19","19049","0.3","0"
"","","","23","","","0","19","19050","se_alces","se_alces_dash"
"0","0","","3","1","speedDash_loop","0","19","19051","4","speedDash_in"
"0.2","0","","3","1","sono_idle_glasses_crooked","0","19","19052","5","sono_blown"
"0.2","0","","3","1","luis_blown_idle","0","19","19053","1","luis_blown"
"","","","32","","","","19","19054","20","1"
"","","","93","","","","19","19055","0.4","0"
"","","","2","0","0.5","-156","19","19056","4","1500"
"","","","32","","","","19","19057","21","1"
"","","","33","0","0.5","-156","19","19058","21","1500"
"","","","93","","","","19","19059","3.5","0"
"0.2","0","","3","1","sono_idle_shy","0","19","19060","5","sono_idle_glasses_up"
"","","","21","","0","0","19","19061","vo_alces","vo_alces_1904"
"0","0","0.5","11","0","1","10","19","19062","5","はっや"
"","","","91","","0","0","19","19063","0",""
"","","","22","","","","19","19064","0","0"
"1.47","0","naderare_idle","5","-190","-60","100","20","20001","2","2"
"1.47","0","empty","5","-190","-60","103","20","20002","10","101"
"1.42","0","nadenade_idle","5","-190","50","101","20","20003","3","3"
"1.42","0","empty","5","-190","50","103","20","20004","10","102"
"1.45","1","idle_normal","1","-190","270","102","20","20005","1","101111"
"","","","91","","","","20","20006","0","0"
"","","","93","","","","20","20007","0.8","0"
"","","","23","","","","20","20008","se_alces","se_alces_emotion_note"
"0","","","3","","","0","20","20009","101","naderare_idle_note"
"","","","93","","","","20","20010","2.5","0"
"0.2","","","3","","","1","20","20011","101111","talk_normal_joy"
"","","","21","","0","0","20","20012","vo_alces","vo_alces_2000"
"0","0","1.3","11","0","1","10","20","20013","101111","ふふ。\n仲のいい姉妹ですね～♪"
"","","","91","","0","0","20","20014","0",""
"0.2","","","3","","","1","20","20015","101111","idle_normal"
"0.2","0","","3","1","doya_talk_joy","0","20","20016","2","doya_in_joy"
"0.2","0","","3","1","idle_normal","0","20","20017","3","nadenade_to_idle"
"","","","93","","","","20","20018","0.2","0"
"","","","21","","0","0","20","20019","vo_alces","vo_alces_2001"
"0","0","1","11","0","1","10","20","20020","2","姉妹じゃないよ！\n姪と叔母なんだ～！"
"","","","91","","0","0","20","20021","0",""
"0.2","","","3","","","1","20","20022","2","doya_idle_Ex0004"
"","","","93","","","","20","20023","0.2","0"
"0.2","0.2","","3","1","talk_normal_joy","0","20","20024","101111","notice_in_talk2"
"","","","21","","0","0","20","20025","vo_alces","vo_alces_2002"
"0","0","2.2","11","0","1","10","20","20026","101111","あ、そうでしたか失礼しました！\nということはお二人は３頭身ですね！"
"","","","91","","0","0","20","20027","0",""
"0.2","","","3","","","1","20","20028","101111","idle_normal_joyR"
"","","","93","","","","20","20029","0.2","0"
"0.2","","","3","","","1","20","20030","3","idle_surprise"
"0.2","","","3","","","1","20","20031","2","idle_normal"
"","","","93","","","","20","20032","0.8","0"
"","","","23","","","","20","20033","se_alces","se_alces_emotion_quiet"
"0","0","","12","0","0","1","20","20034","3","12"
"","","","93","","","","20","20035","3","0"
"0.2","","","3","","","1","20","20036","3","talk_normal_surprise"
"","","","21","","0","0","20","20037","vo_alces","vo_alces_2003"
"0","0","0.6","11","0","1","10","20","20038","3","……３親等のことかしら？"
"","","","91","","0","0","20","20039","0",""
"","","","22","","","","20","20040","0","0.5"
"0.2","","","3","","","1","20","20041","3","idle_surprise"
"","","","93","","","","20","20042","0.5","0"
"","","","23","","","","20","20043","se_alces","se_alces_emotion_question"
"0","0","","12","0","0","1","20","20044","101111","5"
"0.5","","","3","","","1","20","20045","101111","surprise_idle_normal2"
"0.2","","","3","","","1","20","20046","2","idle_surprise"
"","","","93","","","","20","20047","0.8","0"
"0.2","","","3","","","1","20","20048","3","sad_idle_Ex0007"
"","0","","3","1","sad_idle","0","20","20049","102","sad_idle_in"
"","","","22","","","","20","20050","0","0"
"","","","93","","","","20","20051","3","0"
"","","","101","","0","0","20","20052","20051",""
"1.4","0","adv_luis","5","-140","-1.7","100","101","101001","1","1"
"1","","","31","1","87","108.3","101","101002","1","1"
"1.4","0","adv_luis","5","-140","-1.7","100","102","102001","1","1"
"1","","","31","1","87","108.3","102","102002","1","1"
"1.4","0","adv_luis","5","-140","-1.7","100","103","103001","1","1"
"1","","","31","1","87","108.3","103","103002","1","1"
"1.5","0","adv_iroha","5","-190","90","100","104","104001","2","2"
"1","","","31","1","37","200","104","104002","1","1"
"1.5","0","adv_iroha","5","-190","90","100","105","105001","2","2"
"1","","","31","1","37","200","105","105002","1","1"
"1.5","0","adv_iroha","5","-190","90","100","106","106001","2","2"
"1","","","31","1","37","200","106","106002","1","1"
"1.38","1","adv_sono","5","-130","350","100","107","107001","3","3"
"1","","","31","1","-18","475","107","107002","10","10"
"1","","","31","1","125","460","107","107003","1","1"
"1.38","1","adv_sono","5","-130","350","100","108","108001","3","3"
"1","","","31","1","-18","475","108","108002","10","10"
"1","","","31","1","125","460","108","108003","1","1"
"1.38","1","adv_sono","5","-130","350","100","109","109001","3","3"
"1","","","31","1","-18","475","109","109002","10","10"
"1","","","31","1","125","460","109","109003","1","1"
"1.38","1","adv_sono","5","-130","350","100","110","110001","3","3"
"1","","","31","1","-18","475","110","110002","10","10"
"1","","","31","1","125","460","110","110003","1","1"
"1.4","0","adv_luis","5","-140","-1.7","100","111","111001","1","1"
"1","","","31","1","87","108.3","111","111002","1","1"
"","","","37","","","","111","111003","1","special"
"1.38","1","adv_sono","5","-130","350","100","112","112001","3","3"
"1","","","31","1","-18","475","112","112002","10","10"
"1","","","31","1","125","460","112","112003","1","1"
"","","","37","","","","112","112004","1","special"
"1.5","0","adv_iroha","5","-190","90","100","113","113001","2","2"
"1","","","31","1","37","200","113","113002","1","1"
"","","","37","","","","113","113003","1","special"
"1.5","0","adv_iroha","5","-190","90","100","114","114001","2","2"
"1","","","31","1","37","200","114","114002","1","1"
"","","","37","","","","114","114003","1","special"
"1.4","0","adv_luis","5","-140","-1.7","100","115","115001","1","1"
"1","","","31","1","87","108.3","115","115002","1","1"
"","","","37","","","","115","115003","1","special"
"1.5","0","adv_iroha","5","-190","90","100","116","116001","2","2"
"1","","","31","1","37","200","116","116002","1","1"
"","","","37","","","","116","116003","1","special"
"1.38","1","adv_sono","5","-130","350","100","117","117001","3","3"
"1","","","31","1","-18","475","117","117002","10","10"
"1","","","31","1","125","460","117","117003","1","1"
"","","","37","","","","117","117004","1","special"
"1.48","0","adv_iroha_kodomo","5","-190","90","100","118","118001","4","4"
"1","","","31","1","37","200","118","118002","1","1"
"","","","37","","","","118","118003","1","special"
"1.38","1","adv_sono","5","-130","350","100","119","119001","3","3"
"1","","","31","1","-18","475","119","119002","10","10"
"1","","","31","1","125","460","119","119003","1","1"
"","","","37","","","","119","119004","1","special"
"1.38","1","adv_sono","5","-130","350","100","120","120001","3","3"
"1","","","31","1","-18","475","120","120002","10","10"
"1","","","31","1","125","460","120","120003","1","1"
"","","","37","","","","120","120004","1","special"
"1.4","0","adv_luis","5","-140","-1.7","100","121","121001","1","1"
"1","","","31","1","87","108.3","121","121002","1","1"
"","","","37","","","","121","121003","1","special"
"1.38","1","adv_sono","5","-130","350","100","122","122001","3","3"
"1","","","31","1","-18","475","122","122002","10","10"
"1","","","31","1","125","460","122","122003","1","1"
"","","","37","","","","122","122004","1","special"
"1.4","1","adv_sono_otona","5","-130","350","100","123","123001","5","5"
"1","","","31","1","-18","475","123","123002","10","10"
"1","","","31","1","125","460","123","123003","1","1"
"","","","37","","","","123","123004","1","special"
"1.38","1","adv_sono","5","-130","350","100","124","124001","3","3"
"1","","","31","1","-18","475","124","124002","10","10"
"1","","","31","1","125","460","124","124003","1","1"
"","","","37","","","","124","124004","1","special"
"1.4","0","adv_luis","5","-140","-1.7","100","125","125001","1","1"
"1","","","31","1","87","108.3","125","125002","1","1"
"","","","37","","","","125","125003","1","special"
"1.48","0","adv_iroha_kodomo","5","-190","90","100","126","126001","4","4"
"1","","","31","1","37","200","126","126002","1","1"
"","","","37","","","","126","126003","1","special"
"1.5","0","adv_iroha","5","-190","90","100","127","127001","2","2"
"1","","","31","1","37","200","127","127002","1","1"
"","","","37","","","","127","127003","1","special"
"1.4","0","adv_luis","5","-140","-1.7","100","128","128001","1","1"
"1","","","31","1","87","108.3","128","128002","1","1"
"","","","37","","","","128","128003","1","special"
"1.4","1","adv_sono_otona","5","-130","350","100","129","129001","5","5"
"1","","","31","1","-18","475","129","129002","10","10"
"1","","","31","1","125","460","129","129003","1","1"
"","","","37","","","","129","129004","1","special"
"1.38","1","adv_sono","5","-130","350","100","130","130001","3","3"
"1","","","31","1","-18","475","130","130002","10","10"
"1","","","31","1","125","460","130","130003","1","1"
"","","","37","","","","130","130004","1","special"
"1.4","0","adv_luis","5","-140","-1.7","100","131","131001","1","1"
"1","","","31","1","87","108.3","131","131002","1","1"
"","","","37","","","","131","131003","1","special"
"1.5","0","adv_iroha","5","-190","90","100","132","132001","2","2"
"1","","","31","1","37","200","132","132002","1","1"
"","","","37","","","","132","132003","1","special"
