9c6900480681e8fdf12fc630e4b52a16acb09b336d94fd3faa10675f66429b65,4a023c32c5c42ecf767c9876f448f2f150bb44201d8e6d5a14299b8390ba0e3f,4473e618ee3f2c98992e2c0717f32c24c51f26ca28e5553b41ea31818445b6be,35e7b60b754e423a8021cd5ad5cda5e1ae1a5fb1b4ce160ec2296132a81bcf60,efe3879c12f9e80a872c5b954eaabddfdd5c7c668a0f63e770592cad008ab3ef,729566e2023a65b8594729e2f380b0189ce8627cf511dd0349abab591b9655a5,89eb53db5b617f6cb54b0fabfb8307ae1dbe0eca559d5330182ecaf4de9ebdfc,eba73c6051ec557a75174ae9fec61bcd520f21204b8232bfb1da852377bd3c50,498cdd4ff8ac8a4585542048d95ed9f2e35209f770b0e71f96a6c189f3cbd41f,9dae0255c9354f3a0650285dbc1987fa6d3be174912d43009bb9e4f47ce7d3aa,f4dfda8ed8bcd1686869c9a3738a90922491b9166aecb44e8ba65f51646feaaf
"","","22","0","1021317","","","","","0","1021317072"
"0","0","21","vo_obtent_1021317_05","1021317","","","","","vo_obtent_1021317","1021317073"
"","","25","bgm_MC319A","1021317","","","","","bgm_MC319A","1021317074"
"","0","23","se_obtent_10213_drama_break_1","1021317","","","","","se_10067600","1021317075"
"","","93","0","1021317","","","","","3.5","1021317076"
"","","101","","1021317","","","","","1021317078","1021317077"
"","","37","break_2","1021317","","","","","20","1021317078"
"","","37","break_2","1021317","","","","","200","1021317079"
"","","37","break_2","1021317","","","","","300","1021317080"
"","","24","0","1021317","","","","","se_obtent_10213_drama_break_1","1021317081"
"","","22","0","1021317","","","","","0","1021317082"
"0","0","21","vo_obtent_1021317_06","1021317","","","","","vo_obtent_1021317","1021317083"
"","0","23","se_obtent_10213_drama_break_2","1021317","","","","","se_10067600","1021317084"
"","","93","0","1021317","","","","","4","1021317085"
"","","101","","1021317","","","","","1021317087","1021317086"
"","","37","break_3","1021317","","","","","20","1021317087"
"","","37","break_3","1021317","","","","","200","1021317088"
"","","37","break_3","1021317","","","","","300","1021317089"
"","","24","0","1021317","","","","","se_obtent_10213_drama_break_2","1021317090"
"","","22","0","1021317","","","","","0","1021317091"
"0","0","21","vo_obtent_1021317_07","1021317","","","","","vo_obtent_1021317","1021317092"
"","0","23","se_obtent_10213_drama_break_3","1021317","","","","","se_10067600","1021317093"
"","","93","0","1021317","","","","","5","1021317094"
"","","101","","1021317","","","","","1021317096","1021317095"
"","","37","break_4","1021317","","","","","300","1021317096"
"","","32","1","1021317","","","","","21","1021317097"
"","","93","0","1021317","","","","","0.2","1021317098"
"","","141","","1021317","","","","","0","1021317099"
"","","93","0","1021317","","","","","0.1","1021317100"
"","","92","","1021317","","","","","","1021317101"
"","","101","","1021317","","","","","1021317103","1021317102"
"","","24","0","1021317","","","","","se_obtent_10213_drama_break_3","1021317103"
"","","22","0","1021317","","","","","0","1021317104"
"","","32","1","1021317","","","","","22","1021317105"
"","","93","0","1021317","","","","","0.4","1021317106"
"0","0","31","1","1021321","1","","1","","1","1021321001"
"0","0","31","4","1021321","1","","1","","4","1021321002"
"0","0","31","7","1021321","1","","1","","7","1021321003"
"0","0","31","10","1021321","0","","1","","10","1021321004"
"0","0","31","20","1021321","0","","1","","20","1021321005"
"0","0","31","21","1021321","0","","1","","21","1021321006"
"0","0","31","22","1021321","0","","1","","22","1021321007"
"0","0","31","100","1021321","0","","1","","121","1021321008"
"0","0","31","200","1021321","0","","1","","221","1021321009"
"0","0","31","300","1021321","0","","1","","321","1021321010"
"0","27","5","1","1021321","1","empty","-14","0","1","1021321011"
"0","28","5","2","1021321","1","empty","-14","0","4","1021321012"
"0","26","5","3","1021321","1","empty","-14","0","4","1021321013"
"0","25","5","4","1021321","1","empty","-14","0","11","1021321014"
"0","24","5","5","1021321","1","empty","-14","0","14","1021321015"
"-10","13","5","6","1021321","1","empty","-24","0","11","1021321016"
"-10","12","5","7","1021321","1","empty","-24","0","14","1021321017"
"0","29","5","8","1021321","1","empty","-14","0","0","1021321018"
"-5","10","5","9","1021321","1","empty","-19","0","0","1021321019"
"0.7","0.46","6","0.55","1021321","0","","1","0","6","1021321020"
"0.7","0.46","6","0.55","1021321","0","","1","0","7","1021321021"
"0.7","0.46","6","0.55","1021321","0","","1","0","9","1021321022"
"","","141","","1021321","","","","","1","1021321023"
"","","91","","1021321","","","","","0","1021321024"
"","","93","0","1021321","","","","","0.033","1021321025"
"","0","23","se_obtent_10213_drama_cook_violet","1021321","","","","","se_10067600","1021321026"
"","0","3","vio_cook","1021321","0","","","0","1","1021321027"
"","0","3","vio_cook","1021321","0","","","0","2","1021321028"
"","0","3","vio_end","1021321","0","","","0","3","1021321029"
"","0","3","vio_cook","1021321","0","","","0","4","1021321030"
"","0","3","vio_white","1021321","0","","","0","5","1021321031"
"","0","3","vio_cook","1021321","0","","","0","6","1021321032"
"","0","3","vio_white","1021321","0","","","0","7","1021321033"
"","0","3","vio_cook","1021321","0","","","0","8","1021321034"
"","0","3","vio_cook_w","1021321","0","","","0","9","1021321035"
"","","93","0","1021321","","","","","3","1021321036"
"0","0","21","vo_obtent_1021321_01","1021321","","","","","vo_obtent_1021321","1021321037"
"","","93","0","1021321","","","","","2.366","1021321038"
"","","101","","1021321","","","","","1021321040","1021321039"
"","","24","0","1021321","","","","","se_obtent_10213_drama_cook_violet","1021321040"
"","","22","0","1021321","","","","","0","1021321041"
"1","1","6","1","1021321","0","","0","0","1","1021321042"
"1","1","6","1","1021321","0","","0","0","2","1021321043"
"1","1","6","1","1021321","0","","0","0","3","1021321044"
"1","1","6","1","1021321","0","","0","0","4","1021321045"
"1","1","6","1","1021321","0","","0","0","5","1021321046"
"1","1","6","1","1021321","0","","0","0","6","1021321047"
"1","1","6","1","1021321","0","","0","0","7","1021321048"
"1","1","6","1","1021321","0","","0","0","8","1021321049"
"1","1","6","1","1021321","0","","0","0","9","1021321050"
"","","37","eat","1021321","","","","","1","1021321051"
"","","32","0","1021321","","","","","4","1021321052"
"","","32","0","1021321","","","","","7","1021321053"
"","","32","1","1021321","","","","","10","1021321054"
"","","32","1","1021321","","","","","100","1021321055"
"","0","23","se_obtent_10213_drama_eat","1021321","","","","","se_10067600","1021321056"
"","","93","0","1021321","","","","","0","1021321057"
"0","0","21","vo_obtent_1021321_02","1021321","","","","","vo_obtent_1021321","1021321058"
"","","93","0","1021321","","","","","2.8","1021321059"
"0","0","21","vo_obtent_1021321_03","1021321","","","","","vo_obtent_1021321","1021321060"
"","","93","0","1021321","","","","","2.6","1021321061"
"","","26","","1021321","","","","","2","1021321062"
"0","0","21","vo_obtent_1021321_04","1021321","","","","","vo_obtent_1021321","1021321063"
"","","93","0","1021321","","","","","2.5","1021321064"
"","","101","","1021321","","","","","1021321066","1021321065"
"","","32","0","1021321","","","","","10","1021321066"
"","","32","0","1021321","","","","","100","1021321067"
"","","32","1","1021321","","","","","20","1021321068"
"","","32","1","1021321","","","","","200","1021321069"
"","","32","1","1021321","","","","","300","1021321070"
"","","24","0","1021321","","","","","se_obtent_10213_drama_eat","1021321071"
"","","22","0","1021321","","","","","0","1021321072"
"0","0","21","vo_obtent_1021321_05","1021321","","","","","vo_obtent_1021321","1021321073"
"","","25","bgm_MC319A","1021321","","","","","bgm_MC319A","1021321074"
"","0","23","se_obtent_10213_drama_break_1","1021321","","","","","se_10067600","1021321075"
"","","93","0","1021321","","","","","3.5","1021321076"
"","","101","","1021321","","","","","1021321078","1021321077"
"","","37","break_2","1021321","","","","","20","1021321078"
"","","37","break_2","1021321","","","","","200","1021321079"
"","","37","break_2","1021321","","","","","300","1021321080"
"","","24","0","1021321","","","","","se_obtent_10213_drama_break_1","1021321081"
"","","22","0","1021321","","","","","0","1021321082"
"0","0","21","vo_obtent_1021321_06","1021321","","","","","vo_obtent_1021321","1021321083"
"","0","23","se_obtent_10213_drama_break_2","1021321","","","","","se_10067600","1021321084"
"","","93","0","1021321","","","","","4","1021321085"
"","","101","","1021321","","","","","1021321087","1021321086"
"","","37","break_3","1021321","","","","","20","1021321087"
"","","37","break_3","1021321","","","","","200","1021321088"
"","","37","break_3","1021321","","","","","300","1021321089"
"","","24","0","1021321","","","","","se_obtent_10213_drama_break_2","1021321090"
"","","22","0","1021321","","","","","0","1021321091"
"0","0","21","vo_obtent_1021321_07","1021321","","","","","vo_obtent_1021321","1021321092"
"","0","23","se_obtent_10213_drama_break_3","1021321","","","","","se_10067600","1021321093"
"","","93","0","1021321","","","","","5","1021321094"
"","","101","","1021321","","","","","1021321096","1021321095"
"","","37","break_4","1021321","","","","","300","1021321096"
"","","32","1","1021321","","","","","21","1021321097"
"","","93","0","1021321","","","","","0.2","1021321098"
"","","141","","1021321","","","","","0","1021321099"
"","","93","0","1021321","","","","","0.1","1021321100"
"","","92","","1021321","","","","","","1021321101"
"","","101","","1021321","","","","","1021321103","1021321102"
"","","24","0","1021321","","","","","se_obtent_10213_drama_break_3","1021321103"
"","","22","0","1021321","","","","","0","1021321104"
"","","32","1","1021321","","","","","22","1021321105"
"","","93","0","1021321","","","","","0.4","1021321106"
"0","0","31","1","1021322","1","","1","","1","1021322001"
"0","0","31","4","1021322","1","","1","","4","1021322002"
"0","0","31","7","1021322","1","","1","","7","1021322003"
"0","0","31","10","1021322","0","","1","","10","1021322004"
"0","0","31","20","1021322","0","","1","","20","1021322005"
"0","0","31","21","1021322","0","","1","","21","1021322006"
"0","0","31","22","1021322","0","","1","","22","1021322007"
"0","0","31","100","1021322","0","","1","","122","1021322008"
"0","0","31","200","1021322","0","","1","","222","1021322009"
"0","0","31","300","1021322","0","","1","","322","1021322010"
"0","27","5","1","1021322","1","empty","-14","0","1","1021322011"
"0","28","5","2","1021322","1","empty","-14","0","4","1021322012"
"0","26","5","3","1021322","1","empty","-14","0","4","1021322013"
"0","25","5","4","1021322","1","empty","-14","0","11","1021322014"
"0","24","5","5","1021322","1","empty","-14","0","14","1021322015"
"-10","13","5","6","1021322","1","empty","-24","0","11","1021322016"
"-10","12","5","7","1021322","1","empty","-24","0","14","1021322017"
"0","29","5","8","1021322","1","empty","-14","0","0","1021322018"
"-5","10","5","9","1021322","1","empty","-19","0","0","1021322019"
"0.7","0.46","6","0.55","1021322","0","","1","0","6","1021322020"
"0.7","0.46","6","0.55","1021322","0","","1","0","7","1021322021"
"0.7","0.46","6","0.55","1021322","0","","1","0","9","1021322022"
"","","141","","1021322","","","","","1","1021322023"
"","","91","","1021322","","","","","0","1021322024"
"","","93","0","1021322","","","","","0.033","1021322025"
"","0","23","se_obtent_10213_drama_cook_violet","1021322","","","","","se_10067600","1021322026"
"","0","3","vio_cook","1021322","0","","","0","1","1021322027"
"","0","3","vio_cook","1021322","0","","","0","2","1021322028"
"","0","3","vio_end","1021322","0","","","0","3","1021322029"
"","0","3","vio_cook","1021322","0","","","0","4","1021322030"
"","0","3","vio_white","1021322","0","","","0","5","1021322031"
"","0","3","vio_cook","1021322","0","","","0","6","1021322032"
"","0","3","vio_white","1021322","0","","","0","7","1021322033"
"","0","3","vio_cook","1021322","0","","","0","8","1021322034"
"","0","3","vio_cook_w","1021322","0","","","0","9","1021322035"
"","","93","0","1021322","","","","","3","1021322036"
"0","0","21","vo_obtent_1021322_01","1021322","","","","","vo_obtent_1021322","1021322037"
"","","93","0","1021322","","","","","2.366","1021322038"
"","","101","","1021322","","","","","1021322040","1021322039"
"","","24","0","1021322","","","","","se_obtent_10213_drama_cook_violet","1021322040"
"","","22","0","1021322","","","","","0","1021322041"
"1","1","6","1","1021322","0","","0","0","1","1021322042"
"1","1","6","1","1021322","0","","0","0","2","1021322043"
"1","1","6","1","1021322","0","","0","0","3","1021322044"
"1","1","6","1","1021322","0","","0","0","4","1021322045"
"1","1","6","1","1021322","0","","0","0","5","1021322046"
"1","1","6","1","1021322","0","","0","0","6","1021322047"
"1","1","6","1","1021322","0","","0","0","7","1021322048"
"1","1","6","1","1021322","0","","0","0","8","1021322049"
"1","1","6","1","1021322","0","","0","0","9","1021322050"
"","","37","eat","1021322","","","","","1","1021322051"
"","","32","0","1021322","","","","","4","1021322052"
"","","32","0","1021322","","","","","7","1021322053"
"","","32","1","1021322","","","","","10","1021322054"
"","","32","1","1021322","","","","","100","1021322055"
"","0","23","se_obtent_10213_drama_eat","1021322","","","","","se_10067600","1021322056"
"","","93","0","1021322","","","","","0","1021322057"
"0","0","21","vo_obtent_1021322_02","1021322","","","","","vo_obtent_1021322","1021322058"
"","","93","0","1021322","","","","","2.8","1021322059"
"0","0","21","vo_obtent_1021322_03","1021322","","","","","vo_obtent_1021322","1021322060"
"","","93","0","1021322","","","","","2.6","1021322061"
"","","26","","1021322","","","","","2","1021322062"
"0","0","21","vo_obtent_1021322_04","1021322","","","","","vo_obtent_1021322","1021322063"
"","","93","0","1021322","","","","","2.5","1021322064"
"","","101","","1021322","","","","","1021322066","1021322065"
"","","32","0","1021322","","","","","10","1021322066"
"","","32","0","1021322","","","","","100","1021322067"
"","","32","1","1021322","","","","","20","1021322068"
"","","32","1","1021322","","","","","200","1021322069"
"","","32","1","1021322","","","","","300","1021322070"
"","","24","0","1021322","","","","","se_obtent_10213_drama_eat","1021322071"
"","","22","0","1021322","","","","","0","1021322072"
"0","0","21","vo_obtent_1021322_05","1021322","","","","","vo_obtent_1021322","1021322073"
"","","25","bgm_MC319A","1021322","","","","","bgm_MC319A","1021322074"
"","0","23","se_obtent_10213_drama_break_1","1021322","","","","","se_10067600","1021322075"
"","","93","0","1021322","","","","","3.5","1021322076"
"","","101","","1021322","","","","","1021322078","1021322077"
"","","37","break_2","1021322","","","","","20","1021322078"
"","","37","break_2","1021322","","","","","200","1021322079"
"","","37","break_2","1021322","","","","","300","1021322080"
"","","24","0","1021322","","","","","se_obtent_10213_drama_break_1","1021322081"
"","","22","0","1021322","","","","","0","1021322082"
"0","0","21","vo_obtent_1021322_06","1021322","","","","","vo_obtent_1021322","1021322083"
"","0","23","se_obtent_10213_drama_break_2","1021322","","","","","se_10067600","1021322084"
"","","93","0","1021322","","","","","4","1021322085"
"","","101","","1021322","","","","","1021322087","1021322086"
"","","37","break_3","1021322","","","","","20","1021322087"
"","","37","break_3","1021322","","","","","200","1021322088"
"","","37","break_3","1021322","","","","","300","1021322089"
"","","24","0","1021322","","","","","se_obtent_10213_drama_break_2","1021322090"
"","","22","0","1021322","","","","","0","1021322091"
"0","0","21","vo_obtent_1021322_07","1021322","","","","","vo_obtent_1021322","1021322092"
"","0","23","se_obtent_10213_drama_break_3","1021322","","","","","se_10067600","1021322093"
"","","93","0","1021322","","","","","5","1021322094"
"","","101","","1021322","","","","","1021322096","1021322095"
"","","37","break_4","1021322","","","","","300","1021322096"
"","","32","1","1021322","","","","","21","1021322097"
"","","93","0","1021322","","","","","0.2","1021322098"
"","","141","","1021322","","","","","0","1021322099"
"","","93","0","1021322","","","","","0.1","1021322100"
"","","92","","1021322","","","","","","1021322101"
"","","101","","1021322","","","","","1021322103","1021322102"
"","","24","0","1021322","","","","","se_obtent_10213_drama_break_3","1021322103"
"","","22","0","1021322","","","","","0","1021322104"
"","","32","1","1021322","","","","","22","1021322105"
"","","93","0","1021322","","","","","0.4","1021322106"
"0","0","31","1","1021323","1","","1","","1","1021323001"
"0","0","31","4","1021323","1","","1","","4","1021323002"
"0","0","31","7","1021323","1","","1","","7","1021323003"
"0","0","31","10","1021323","0","","1","","10","1021323004"
"0","0","31","20","1021323","0","","1","","20","1021323005"
"0","0","31","21","1021323","0","","1","","21","1021323006"
"0","0","31","22","1021323","0","","1","","22","1021323007"
"0","0","31","100","1021323","0","","1","","123","1021323008"
"0","0","31","200","1021323","0","","1","","223","1021323009"
"0","0","31","300","1021323","0","","1","","323","1021323010"
"0","27","5","1","1021323","1","empty","-14","0","1","1021323011"
"0","28","5","2","1021323","1","empty","-14","0","4","1021323012"
"0","26","5","3","1021323","1","empty","-14","0","4","1021323013"
"0","25","5","4","1021323","1","empty","-14","0","11","1021323014"
"0","24","5","5","1021323","1","empty","-14","0","14","1021323015"
"-10","13","5","6","1021323","1","empty","-24","0","11","1021323016"
"-10","12","5","7","1021323","1","empty","-24","0","14","1021323017"
"0","29","5","8","1021323","1","empty","-14","0","0","1021323018"
"-5","10","5","9","1021323","1","empty","-19","0","0","1021323019"
"0.7","0.46","6","0.55","1021323","0","","1","0","6","1021323020"
"0.7","0.46","6","0.55","1021323","0","","1","0","7","1021323021"
"0.7","0.46","6","0.55","1021323","0","","1","0","9","1021323022"
"","","141","","1021323","","","","","1","1021323023"
"","","91","","1021323","","","","","0","1021323024"
"","","93","0","1021323","","","","","0.033","1021323025"
"","0","23","se_obtent_10213_drama_cook_violet","1021323","","","","","se_10067600","1021323026"
"","0","3","vio_cook","1021323","0","","","0","1","1021323027"
"","0","3","vio_cook","1021323","0","","","0","2","1021323028"
"","0","3","vio_end","1021323","0","","","0","3","1021323029"
"","0","3","vio_cook","1021323","0","","","0","4","1021323030"
"","0","3","vio_white","1021323","0","","","0","5","1021323031"
"","0","3","vio_cook","1021323","0","","","0","6","1021323032"
"","0","3","vio_white","1021323","0","","","0","7","1021323033"
"","0","3","vio_cook","1021323","0","","","0","8","1021323034"
"","0","3","vio_cook_w","1021323","0","","","0","9","1021323035"
"","","93","0","1021323","","","","","3","1021323036"
"0","0","21","vo_obtent_1021323_01","1021323","","","","","vo_obtent_1021323","1021323037"
"","","93","0","1021323","","","","","2.366","1021323038"
"","","101","","1021323","","","","","1021323040","1021323039"
"","","24","0","1021323","","","","","se_obtent_10213_drama_cook_violet","1021323040"
"","","22","0","1021323","","","","","0","1021323041"
"1","1","6","1","1021323","0","","0","0","1","1021323042"
"1","1","6","1","1021323","0","","0","0","2","1021323043"
"1","1","6","1","1021323","0","","0","0","3","1021323044"
"1","1","6","1","1021323","0","","0","0","4","1021323045"
"1","1","6","1","1021323","0","","0","0","5","1021323046"
"1","1","6","1","1021323","0","","0","0","6","1021323047"
"1","1","6","1","1021323","0","","0","0","7","1021323048"
"1","1","6","1","1021323","0","","0","0","8","1021323049"
"1","1","6","1","1021323","0","","0","0","9","1021323050"
"","","37","eat","1021323","","","","","1","1021323051"
"","","32","0","1021323","","","","","4","1021323052"
"","","32","0","1021323","","","","","7","1021323053"
"","","32","1","1021323","","","","","10","1021323054"
"","","32","1","1021323","","","","","100","1021323055"
"","0","23","se_obtent_10213_drama_eat","1021323","","","","","se_10067600","1021323056"
"","","93","0","1021323","","","","","0","1021323057"
"0","0","21","vo_obtent_1021323_02","1021323","","","","","vo_obtent_1021323","1021323058"
"","","93","0","1021323","","","","","2.8","1021323059"
"0","0","21","vo_obtent_1021323_03","1021323","","","","","vo_obtent_1021323","1021323060"
"","","93","0","1021323","","","","","2.6","1021323061"
"","","26","","1021323","","","","","2","1021323062"
"0","0","21","vo_obtent_1021323_04","1021323","","","","","vo_obtent_1021323","1021323063"
"","","93","0","1021323","","","","","2.5","1021323064"
"","","101","","1021323","","","","","1021323066","1021323065"
"","","32","0","1021323","","","","","10","1021323066"
"","","32","0","1021323","","","","","100","1021323067"
"","","32","1","1021323","","","","","20","1021323068"
"","","32","1","1021323","","","","","200","1021323069"
"","","32","1","1021323","","","","","300","1021323070"
"","","24","0","1021323","","","","","se_obtent_10213_drama_eat","1021323071"
"","","22","0","1021323","","","","","0","1021323072"
"0","0","21","vo_obtent_1021323_05","1021323","","","","","vo_obtent_1021323","1021323073"
"","","25","bgm_MC319A","1021323","","","","","bgm_MC319A","1021323074"
"","0","23","se_obtent_10213_drama_break_1","1021323","","","","","se_10067600","1021323075"
"","","93","0","1021323","","","","","3.5","1021323076"
"","","101","","1021323","","","","","1021323078","1021323077"
"","","37","break_2","1021323","","","","","20","1021323078"
"","","37","break_2","1021323","","","","","200","1021323079"
"","","37","break_2","1021323","","","","","300","1021323080"
"","","24","0","1021323","","","","","se_obtent_10213_drama_break_1","1021323081"
"","","22","0","1021323","","","","","0","1021323082"
"0","0","21","vo_obtent_1021323_06","1021323","","","","","vo_obtent_1021323","1021323083"
"","0","23","se_obtent_10213_drama_break_2","1021323","","","","","se_10067600","1021323084"
"","","93","0","1021323","","","","","4","1021323085"
"","","101","","1021323","","","","","1021323087","1021323086"
"","","37","break_3","1021323","","","","","20","1021323087"
"","","37","break_3","1021323","","","","","200","1021323088"
"","","37","break_3","1021323","","","","","300","1021323089"
"","","24","0","1021323","","","","","se_obtent_10213_drama_break_2","1021323090"
"","","22","0","1021323","","","","","0","1021323091"
"0","0","21","vo_obtent_1021323_07","1021323","","","","","vo_obtent_1021323","1021323092"
"","0","23","se_obtent_10213_drama_break_3","1021323","","","","","se_10067600","1021323093"
"","","93","0","1021323","","","","","5","1021323094"
"","","101","","1021323","","","","","1021323096","1021323095"
"","","37","break_4","1021323","","","","","300","1021323096"
"","","32","1","1021323","","","","","21","1021323097"
"","","93","0","1021323","","","","","0.2","1021323098"
"","","141","","1021323","","","","","0","1021323099"
"","","93","0","1021323","","","","","0.1","1021323100"
"","","92","","1021323","","","","","","1021323101"
"","","101","","1021323","","","","","1021323103","1021323102"
"","","24","0","1021323","","","","","se_obtent_10213_drama_break_3","1021323103"
"","","22","0","1021323","","","","","0","1021323104"
"","","32","1","1021323","","","","","22","1021323105"
"","","93","0","1021323","","","","","0.4","1021323106"
"0","0","31","1","1021324","1","","1","","1","1021324001"
"0","0","31","4","1021324","1","","1","","4","1021324002"
"0","0","31","7","1021324","1","","1","","7","1021324003"
"0","0","31","10","1021324","0","","1","","10","1021324004"
"0","0","31","20","1021324","0","","1","","20","1021324005"
"0","0","31","21","1021324","0","","1","","21","1021324006"
"0","0","31","22","1021324","0","","1","","22","1021324007"
"0","0","31","100","1021324","0","","1","","124","1021324008"
"0","0","31","200","1021324","0","","1","","224","1021324009"
"0","0","31","300","1021324","0","","1","","324","1021324010"
"0","27","5","1","1021324","1","empty","-14","0","1","1021324011"
"0","28","5","2","1021324","1","empty","-14","0","4","1021324012"
"0","26","5","3","1021324","1","empty","-14","0","4","1021324013"
"0","25","5","4","1021324","1","empty","-14","0","11","1021324014"
"0","24","5","5","1021324","1","empty","-14","0","14","1021324015"
"-10","13","5","6","1021324","1","empty","-24","0","11","1021324016"
"-10","12","5","7","1021324","1","empty","-24","0","14","1021324017"
"0","29","5","8","1021324","1","empty","-14","0","0","1021324018"
"-5","10","5","9","1021324","1","empty","-19","0","0","1021324019"
"0.7","0.46","6","0.55","1021324","0","","1","0","6","1021324020"
"0.7","0.46","6","0.55","1021324","0","","1","0","7","1021324021"
"0.7","0.46","6","0.55","1021324","0","","1","0","9","1021324022"
"","","141","","1021324","","","","","1","1021324023"
"","","91","","1021324","","","","","0","1021324024"
"","","93","0","1021324","","","","","0.033","1021324025"
"","0","23","se_obtent_10213_drama_cook_violet","1021324","","","","","se_10067600","1021324026"
"","0","3","vio_cook","1021324","0","","","0","1","1021324027"
"","0","3","vio_cook","1021324","0","","","0","2","1021324028"
"","0","3","vio_end","1021324","0","","","0","3","1021324029"
"","0","3","vio_cook","1021324","0","","","0","4","1021324030"
"","0","3","vio_white","1021324","0","","","0","5","1021324031"
"","0","3","vio_cook","1021324","0","","","0","6","1021324032"
"","0","3","vio_white","1021324","0","","","0","7","1021324033"
"","0","3","vio_cook","1021324","0","","","0","8","1021324034"
"","0","3","vio_cook_w","1021324","0","","","0","9","1021324035"
"","","93","0","1021324","","","","","3","1021324036"
"0","0","21","vo_obtent_1021324_01","1021324","","","","","vo_obtent_1021324","1021324037"
"","","93","0","1021324","","","","","2.366","1021324038"
"","","101","","1021324","","","","","1021324040","1021324039"
"","","24","0","1021324","","","","","se_obtent_10213_drama_cook_violet","1021324040"
"","","22","0","1021324","","","","","0","1021324041"
"1","1","6","1","1021324","0","","0","0","1","1021324042"
"1","1","6","1","1021324","0","","0","0","2","1021324043"
"1","1","6","1","1021324","0","","0","0","3","1021324044"
"1","1","6","1","1021324","0","","0","0","4","1021324045"
"1","1","6","1","1021324","0","","0","0","5","1021324046"
"1","1","6","1","1021324","0","","0","0","6","1021324047"
"1","1","6","1","1021324","0","","0","0","7","1021324048"
"1","1","6","1","1021324","0","","0","0","8","1021324049"
"1","1","6","1","1021324","0","","0","0","9","1021324050"
"","","37","eat","1021324","","","","","1","1021324051"
"","","32","0","1021324","","","","","4","1021324052"
"","","32","0","1021324","","","","","7","1021324053"
"","","32","1","1021324","","","","","10","1021324054"
"","","32","1","1021324","","","","","100","1021324055"
"","0","23","se_obtent_10213_drama_eat","1021324","","","","","se_10067600","1021324056"
"","","93","0","1021324","","","","","0","1021324057"
"0","0","21","vo_obtent_1021324_02","1021324","","","","","vo_obtent_1021324","1021324058"
"","","93","0","1021324","","","","","2.8","1021324059"
"0","0","21","vo_obtent_1021324_03","1021324","","","","","vo_obtent_1021324","1021324060"
"","","93","0","1021324","","","","","2.6","1021324061"
"","","26","","1021324","","","","","2","1021324062"
"0","0","21","vo_obtent_1021324_04","1021324","","","","","vo_obtent_1021324","1021324063"
"","","93","0","1021324","","","","","2.5","1021324064"
"","","101","","1021324","","","","","1021324066","1021324065"
"","","32","0","1021324","","","","","10","1021324066"
"","","32","0","1021324","","","","","100","1021324067"
"","","32","1","1021324","","","","","20","1021324068"
"","","32","1","1021324","","","","","200","1021324069"
"","","32","1","1021324","","","","","300","1021324070"
"","","24","0","1021324","","","","","se_obtent_10213_drama_eat","1021324071"
"","","22","0","1021324","","","","","0","1021324072"
"0","0","21","vo_obtent_1021324_05","1021324","","","","","vo_obtent_1021324","1021324073"
"","","25","bgm_MC319A","1021324","","","","","bgm_MC319A","1021324074"
"","0","23","se_obtent_10213_drama_break_1","1021324","","","","","se_10067600","1021324075"
"","","93","0","1021324","","","","","3.5","1021324076"
"","","101","","1021324","","","","","1021324078","1021324077"
"","","37","break_2","1021324","","","","","20","1021324078"
"","","37","break_2","1021324","","","","","200","1021324079"
"","","37","break_2","1021324","","","","","300","1021324080"
"","","24","0","1021324","","","","","se_obtent_10213_drama_break_1","1021324081"
"","","22","0","1021324","","","","","0","1021324082"
"0","0","21","vo_obtent_1021324_06","1021324","","","","","vo_obtent_1021324","1021324083"
"","0","23","se_obtent_10213_drama_break_2","1021324","","","","","se_10067600","1021324084"
"","","93","0","1021324","","","","","4","1021324085"
"","","101","","1021324","","","","","1021324087","1021324086"
"","","37","break_3","1021324","","","","","20","1021324087"
"","","37","break_3","1021324","","","","","200","1021324088"
"","","37","break_3","1021324","","","","","300","1021324089"
"","","24","0","1021324","","","","","se_obtent_10213_drama_break_2","1021324090"
"","","22","0","1021324","","","","","0","1021324091"
"0","0","21","vo_obtent_1021324_07","1021324","","","","","vo_obtent_1021324","1021324092"
"","0","23","se_obtent_10213_drama_break_3","1021324","","","","","se_10067600","1021324093"
"","","93","0","1021324","","","","","5","1021324094"
"","","101","","1021324","","","","","1021324096","1021324095"
"","","37","break_4","1021324","","","","","300","1021324096"
"","","32","1","1021324","","","","","21","1021324097"
"","","93","0","1021324","","","","","0.2","1021324098"
"","","141","","1021324","","","","","0","1021324099"
"","","93","0","1021324","","","","","0.1","1021324100"
"","","92","","1021324","","","","","","1021324101"
"","","101","","1021324","","","","","1021324103","1021324102"
"","","24","0","1021324","","","","","se_obtent_10213_drama_break_3","1021324103"
"","","22","0","1021324","","","","","0","1021324104"
"","","32","1","1021324","","","","","22","1021324105"
"","","93","0","1021324","","","","","0.4","1021324106"
"0","0","31","1","1021325","1","","1","","1","1021325001"
"0","0","31","4","1021325","1","","1","","4","1021325002"
"0","0","31","7","1021325","1","","1","","7","1021325003"
"0","0","31","10","1021325","0","","1","","10","1021325004"
"0","0","31","20","1021325","0","","1","","20","1021325005"
"0","0","31","21","1021325","0","","1","","21","1021325006"
"0","0","31","22","1021325","0","","1","","22","1021325007"
"0","0","31","100","1021325","0","","1","","125","1021325008"
