f29d75dfdf0c94001954daecc5ecf830cd764ffc6890ccd5b54305e185c34c46,d9d4bd00328ee2ad5da97aa5cc0100ac9050c5acd90b4277bfd495fa3df486e9,88d2c1c218dcb445069ac86c4ced6b2894e1424312b6e2790e43f179d8eff48e,89324cf8187b433962c7b13445aa7d184a77c9c8d9252e672e27d17f6373ca47,f638898767c77d601dac359a4c4e8aad1d01c039a8b54545390500b71c791007,88b33eb976dacee09c09738ba92041648a636fa96313df4ae87f49d7fe1a8aa6,1009dc30d72f244f92fdf752d3ec3514f0948561860a7a36fd34d7df0929be9d,6fc12ae0839a8e79087b742c9d9dc8f6ade9d31577cde838f95c35a86c8b94b5,dfed8d2f0ae23cb1c12892e3777c9580912e4c1a5ef08ecb20c7a07ff266856d,b4da95c358d605b9031685e6905fd0a43508c1ead40521b77b955a46171ec5df,70fef67f17fcdfcc7d2b06b281f9678ae0f5771b5ee868bc603e8ce2b7add02d,1227af9470a0b8af1b2c1706f53237a4df38f15b8325aae612438075bb3fe2a7,760b563458c89ef8a08177ade46deca8e6231f18a196929d1922de31801d7a13,61a9b7c274d03f7a98f32015990420244483e646beba025d0987b01d3eb63d4b,999480dfa93b2ac62929586a5006ceec2c96fccc64b4b68a899697079c68197a,58d6557e523249375253dcc8e82f08f35f04f91ebf72b05346863b66d2590fe5,495cd313d3966ca3e8e21fb4781f37089c1af8fc936ed2ba1b924073607e06df,06bfbedbae99d8d0fe8e8599a12ca7388e951069935e68ad37dad26f56b232dd,88109d38ac7fed1888bb002bcc4dd08f3f7ce1a966281b077b522d86f90e689a
"56","28","705","32","6","1317","0","0","0","145","24","14","18610","117401","24155","20","58","1359","2105"
"56","28","734","33","6","1404","0","0","0","145","24","14","20388","117401","26345","20","58","1446","2105"
"56","28","762","34","6","1493","0","0","0","145","24","14","22264","117401","28945","20","58","1535","2105"
"56","28","790","35","6","1583","0","0","0","145","24","14","24212","117401","31955","20","58","1625","2105"
"56","28","818","36","6","1674","0","0","0","145","24","14","26222","117401","35305","20","58","1716","2105"
"0","0","0","2","0","0","0","0","0","0","0","0","26","117501","60","0","0","3","50"
"0","0","0","3","0","1","0","0","0","0","0","0","77","117501","330","0","0","6","100"
"0","0","0","4","0","1","0","0","0","10","0","0","200","117501","675","0","0","9","160"
"0","0","0","5","0","4","0","0","0","30","10","0","338","117501","1215","0","3","16","160"
"0","0","0","6","0","6","0","0","0","30","10","0","541","117501","2080","0","3","30","340"
"0","0","0","7","0","8","0","0","0","30","10","0","788","117501","3050","0","3","42","810"
"0","0","0","8","0","15","0","0","0","45","10","0","1059","117501","4075","0","3","55","1045"
"0","9","10","9","0","25","0","0","0","60","10","0","1306","117501","5135","10","3","72","1445"
"0","18","30","10","5","36","0","0","0","85","10","0","1637","117501","5825","10","3","90","1445"
"3","18","60","11","8","58","0","0","0","85","30","0","1942","117501","6535","10","3","108","1445"
"9","18","92","12","8","76","0","0","0","85","30","0","2280","117501","7455","10","3","132","1545"
"22","21","125","13","8","86","0","0","0","118","30","0","2725","117501","7945","10","3","146","1545"
"22","21","166","14","8","100","0","0","0","151","30","1","3205","117501","8375","10","3","164","1545"
"22","21","232","15","8","115","0","0","0","151","30","1","3732","117501","8745","10","3","183","1545"
"25","21","313","16","8","135","0","0","0","163","30","1","4280","117501","8965","10","3","198","1545"
"28","21","401","17","8","167","0","0","0","163","30","1","4803","117501","9335","10","3","213","1545"
"28","21","505","18","8","202","0","0","0","163","30","1","5376","117501","9820","10","3","228","1545"
"28","21","624","19","8","231","0","0","0","163","30","1","6054","117501","10265","10","3","249","1545"
"28","21","743","20","8","261","0","0","0","163","30","1","6827","117501","10590","10","3","272","1545"
"28","21","874","21","8","285","0","0","0","163","30","1","7751","117501","10875","10","3","290","1545"
"28","21","992","22","8","298","0","0","0","163","30","1","8934","117501","11090","10","3","306","1545"
"28","21","1063","23","8","317","0","0","0","163","30","1","10224","117501","11435","10","3","330","1545"
"28","21","1124","24","8","339","0","0","0","163","30","1","11585","117501","12115","10","3","353","1545"
"28","21","1187","25","8","358","0","0","0","163","30","1","13183","117501","12635","10","3","367","1545"
"28","21","1226","26","8","367","0","0","0","163","30","1","14994","117501","13460","10","3","373","1545"
"28","21","1250","27","8","374","0","0","0","163","30","1","16890","117501","14705","10","3","378","1545"
"28","21","1274","28","8","381","0","0","0","163","30","1","18914","117501","15950","10","3","383","1545"
"28","21","1299","29","8","386","0","0","0","163","30","1","21112","117501","17195","10","3","388","1545"
"28","21","1325","30","8","406","0","0","0","163","30","1","23334","117501","18175","10","3","408","1545"
"28","21","1351","31","8","426","0","0","0","163","30","1","25665","117501","19155","10","3","428","1545"
"28","21","1377","32","8","431","0","0","0","163","30","1","28216","117501","20500","10","3","433","1545"
"28","21","1402","33","8","431","0","0","0","163","30","1","30877","117501","22150","10","3","433","1545"
"28","21","1426","34","8","446","0","0","0","163","30","1","33570","117501","23635","10","3","448","1545"
"28","21","1450","35","8","461","0","0","0","163","30","1","36442","117501","25120","10","3","463","1545"
"28","21","1474","36","8","477","0","0","0","163","30","1","39413","117501","26605","10","3","479","1545"
"0","0","0","2","0","2","0","0","0","0","0","0","0","117601","55","23","0","1","75"
"0","0","0","3","0","7","0","0","0","0","0","0","0","117601","150","78","0","2","150"
"0","0","0","4","0","16","0","0","0","5","10","0","0","117601","325","169","0","5","200"
"0","0","0","5","0","32","0","0","0","15","10","0","0","117601","625","322","0","7","200"
"0","0","0","6","0","51","0","0","0","15","25","0","0","117601","1155","495","0","15","200"
"0","0","0","7","0","69","0","0","0","50","30","0","26","117601","1515","724","0","22","200"
"0","4","0","8","0","91","0","0","0","50","75","0","52","117601","1680","1003","0","29","200"
"0","9","0","9","0","118","0","0","0","50","110","5","52","117601","2215","1267","0","40","200"
"0","14","0","10","0","140","16","0","0","85","115","10","52","117601","2755","1566","0","52","300"
"0","14","0","11","0","166","34","0","0","101","129","10","52","117601","3175","1937","0","57","840"
"0","17","0","12","0","185","59","0","0","127","135","17","52","117601","3335","2352","0","64","960"
"0","17","0","13","0","204","93","0","0","137","135","22","52","117601","3575","2797","0","77","1080"
"0","17","0","14","0","229","127","0","0","149","135","22","52","117601","3775","3253","0","93","1320"
"0","17","0","15","0","251","157","0","0","149","144","22","52","117601","4005","3747","0","110","1440"
"0","17","0","16","0","273","193","0","0","149","150","22","52","117601","4185","4294","0","126","1440"
"0","17","0","17","0","301","228","0","0","174","151","22","52","117601","4255","4848","0","145","1440"
"0","17","0","18","0","334","268","0","0","199","151","22","52","117601","4600","5401","0","168","1440"
"0","17","0","19","0","371","317","0","0","199","151","22","52","117601","5245","6004","0","194","1440"
"0","17","0","20","0","402","388","0","0","199","151","22","52","117601","5795","6727","0","219","1440"
"0","17","0","21","0","447","459","0","0","199","151","22","52","117601","6270","7443","0","251","1540"
"0","17","0","22","0","490","525","0","0","199","151","22","52","117601","7160","8302","0","284","1640"
"0","17","0","23","0","540","555","0","0","199","151","22","52","117601","8620","9263","0","319","1640"
"0","17","0","24","0","590","570","0","0","199","151","22","52","117601","10145","10345","0","354","1640"
"0","17","0","25","0","625","607","0","0","199","151","22","52","117601","11145","11732","0","382","1640"
"0","17","0","26","0","648","641","0","0","199","151","22","52","117601","11685","13434","0","399","1640"
"0","17","0","27","0","665","665","0","0","199","151","22","52","117601","12255","15298","0","413","1640"
"0","17","0","28","0","681","689","0","0","199","151","22","52","117601","12855","17287","0","428","1640"
"0","17","0","29","0","699","714","0","0","199","151","22","52","117601","13455","19415","0","446","1640"
"0","17","0","30","0","719","740","0","0","199","151","22","52","117601","14055","21668","0","466","1640"
"0","17","0","31","0","739","766","0","0","199","151","22","52","117601","14655","24030","0","486","1640"
"0","17","0","32","0","759","792","0","0","199","151","22","52","117601","15255","26501","0","506","1640"
"0","17","0","33","0","780","817","0","0","199","151","22","52","117601","15855","29107","0","527","1640"
"0","17","0","34","0","802","841","0","0","199","151","22","52","117601","16455","31867","0","549","1640"
"0","17","0","35","0","824","865","0","0","199","151","22","52","117601","17055","34757","0","571","1640"
"0","17","0","36","0","847","889","0","0","199","151","22","52","117601","17655","37748","0","594","1640"
"0","0","0","2","0","0","0","0","0","5","0","0","21","117701","65","0","1","1","75"
"0","0","0","3","0","0","0","0","0","20","0","0","75","117701","185","0","2","4","125"
"0","0","0","4","0","2","0","0","0","55","0","0","174","117701","365","0","4","7","295"
"0","0","0","5","0","4","0","0","0","105","10","0","322","117701","635","0","7","12","455"
"0","0","0","6","3","5","0","0","0","120","10","0","541","117701","985","0","11","20","845"
"0","0","0","7","6","12","0","0","0","145","10","0","755","117701","1540","0","15","29","1425"
"0","9","10","8","9","14","0","0","0","170","10","0","1108","117701","1970","0","15","37","1985"
"0","23","40","9","9","17","0","0","0","195","10","5","1537","117701","2220","0","16","48","1985"
"0","37","100","10","9","25","0","0","0","195","20","10","2019","117701","2420","0","16","53","1985"
"13","37","144","11","9","31","0","0","0","195","30","15","2483","117701","2620","0","18","60","2235"
"36","37","198","12","9","37","0","0","0","195","30","15","3005","117701","2990","0","18","64","2235"
"49","37","257","13","9","43","0","0","0","220","30","15","3565","117701","3140","0","18","73","2235"
"49","37","350","14","9","47","0","0","0","245","30","15","4190","117701","3140","0","18","85","2235"
"49","37","474","15","9","57","0","0","0","245","30","15","4817","117701","3140","0","18","97","2235"
"57","37","607","16","9","65","0","0","0","245","30","15","5476","117701","3140","0","18","107","2235"
"60","37","753","17","9","78","0","0","0","245","30","15","6158","117701","3190","0","18","117","2235"
"60","37","920","18","9","90","0","0","0","245","30","15","6902","117701","3240","0","20","129","2235"
"60","37","1066","19","9","101","0","0","0","245","30","15","7781","117701","3335","0","20","141","2235"
"60","37","1177","20","9","111","0","0","0","245","30","15","8770","117701","3530","0","20","157","2235"
"60","37","1272","21","9","117","0","0","0","245","30","15","9860","117701","3840","0","20","176","2235"
"60","37","1364","22","9","131","0","0","0","245","30","15","11067","117701","4050","0","20","203","2235"
"60","37","1405","23","9","145","0","0","0","245","30","15","12495","117701","4260","0","20","218","2235"
"60","37","1434","24","9","151","0","0","0","245","30","15","14083","117701","4875","0","20","224","2235"
"60","37","1467","25","9","164","0","0","0","245","30","15","15797","117701","5135","0","20","237","2235"
"60","37","1491","26","9","184","0","0","0","245","30","15","17498","117701","6480","0","20","252","2235"
"60","37","1509","27","9","197","0","0","0","245","30","15","19481","117701","6740","0","20","265","2235"
"60","37","1534","28","9","202","0","0","0","245","30","15","21698","117701","6740","0","20","270","2235"
"60","37","1567","29","9","207","0","0","0","245","30","15","24040","117701","7060","0","20","275","2235"
"60","37","1608","30","9","212","0","0","0","245","30","15","26564","117701","7060","0","20","280","2235"
"60","37","1649","31","9","212","0","0","0","245","30","15","29189","117701","7585","0","20","280","2235"
"60","37","1689","32","9","218","0","0","0","245","30","15","31925","117701","7585","0","20","286","2235"
"60","37","1727","33","9","224","0","0","0","245","30","15","34766","117701","7955","0","20","292","2235"
"60","37","1763","34","9","230","0","0","0","245","30","15","37799","117701","7955","0","20","298","2235"
"60","37","1799","35","9","236","0","0","0","245","30","15","40938","117701","8325","0","20","304","2235"
"60","37","1835","36","9","243","0","0","0","245","30","15","44220","117701","8325","0","20","311","2235"
"0","0","0","2","0","0","0","0","0","0","0","0","19","117801","95","0","0","3","75"
"0","0","0","3","0","1","0","0","0","0","0","0","73","117801","355","0","0","5","125"
"0","0","0","4","0","3","0","0","0","5","0","0","168","117801","820","0","0","10","180"
"0","0","0","5","0","7","0","0","0","5","0","0","312","117801","1465","0","3","15","180"
"0","0","0","6","0","12","0","0","0","5","0","0","489","117801","2450","0","3","29","270"
"0","0","0","7","2","18","0","0","0","5","0","0","739","117801","3340","0","3","42","270"
"0","8","0","8","4","25","0","0","0","5","0","0","998","117801","4500","0","3","59","270"
"0","21","25","9","6","29","0","0","0","5","0","0","1400","117801","4950","0","3","69","670"
"0","34","80","10","6","35","0","0","0","5","10","0","1890","117801","5100","0","3","76","770"
"3","34","149","11","6","40","0","0","0","5","20","0","2411","117801","5460","0","3","80","870"
"26","34","201","12","6","49","0","0","0","5","26","0","2877","117801","5650","0","5","90","970"
"39","34","262","13","8","59","0","0","0","30","32","0","3388","117801","5720","0","5","101","1070"
"42","34","341","14","10","63","0","0","0","55","38","0","4013","117801","5800","0","5","106","1070"
"42","34","433","15","12","69","0","0","0","67","38","0","4646","117801","5980","0","5","116","1070"
"52","34","541","16","12","71","0","0","0","67","38","0","5320","117801","6160","0","5","126","1070"
"57","34","654","17","12","75","0","0","0","67","38","0","6046","117801","6310","0","5","136","1070"
"59","34","812","18","12","80","0","0","0","67","38","0","6881","117801","6360","0","5","139","1070"
"59","34","973","19","12","87","0","0","0","67","38","0","7787","117801","6455","0","5","148","1070"
"64","34","1156","20","12","92","0","0","0","67","38","0","8764","117801","6650","0","5","161","1070"
"69","34","1369","21","12","97","0","0","0","67","38","0","9862","117801","6840","0","5","167","1070"
"74","34","1573","22","12","105","0","0","0","67","38","0","11095","117801","6930","0","5","183","1070"
"74","34","1740","23","12","114","0","0","0","67","38","0","12493","117801","7020","0","5","199","1070"
"74","34","1876","24","12","127","0","0","0","67","38","0","14003","117801","7150","0","5","214","1070"
"74","34","1979","25","12","140","0","0","0","67","38","0","15673","117801","7490","0","5","227","1070"
"74","34","2046","26","12","160","0","0","0","67","38","0","17337","117801","8965","0","5","242","1070"
"74","34","2088","27","12","173","0","0","0","67","38","0","19292","117801","9365","0","5","255","1070"
"74","34","2119","28","12","173","0","0","0","67","38","0","21481","117801","10040","0","5","255","1070"
"74","34","2152","29","12","178","0","0","0","67","38","0","23807","117801","10510","0","5","260","1070"
"74","34","2187","30","12","183","0","0","0","67","38","0","26317","117801","10660","0","5","265","1070"
"74","34","2222","31","12","183","0","0","0","67","38","0","28928","117801","11335","0","5","265","1070"
"74","34","2257","32","12","183","0","0","0","67","38","0","31650","117801","12020","0","5","265","1070"
"74","34","2291","33","12","189","0","0","0","67","38","0","34475","117801","12560","0","5","271","1070"
"74","34","2324","34","12","195","0","0","0","67","38","0","37490","117801","12740","0","5","277","1070"
"74","34","2357","35","12","201","0","0","0","67","38","0","40611","117801","13290","0","5","283","1070"
"74","34","2390","36","12","208","0","0","0","67","38","0","43875","117801","13470","0","5","290","1070"
"0","0","0","2","0","3","0","0","0","0","0","0","17","117901","50","0","0","2","50"
"0","0","0","3","0","5","0","0","0","10","0","0","80","117901","140","0","0","3","105"
"0","0","0","4","0","7","0","0","0","45","5","0","198","117901","260","0","0","5","245"
"0","0","0","5","0","12","0","0","0","70","10","0","381","117901","440","0","0","10","495"
"0","0","0","6","0","19","0","0","0","85","10","0","625","117901","675","0","0","17","1030"
"0","0","0","7","0","31","0","0","0","85","10","0","915","117901","880","0","0","23","1870"
"0","4","0","8","0","45","0","0","0","85","10","0","1207","117901","1380","0","0","38","2315"
"0","13","25","9","0","62","0","0","0","85","10","0","1585","117901","1630","0","1","49","2435"
"5","22","70","10","0","80","0","0","0","85","20","0","1996","117901","1830","0","1","54","2615"
"20","24","107","11","0","96","0","0","0","85","30","0","2405","117901","2030","0","3","61","2925"
"35","29","140","12","2","111","0","0","0","85","30","0","2865","117901","2400","0","3","67","2985"
"48","31","189","13","4","124","0","0","0","110","30","0","3391","117901","2550","0","3","73","2985"
"54","31","248","14","6","133","0","0","0","135","30","0","4005","117901","2550","0","3","80","2985"
"57","31","315","15","6","142","0","0","0","147","30","0","4654","117901","2550","0","3","91","2985"
"65","31","372","16","6","149","0","0","0","147","30","0","5332","117901","2550","0","3","106","2985"
"68","31","452","17","6","158","0","0","0","147","30","0","6052","117901","2600","0","3","119","2985"
"68","31","561","18","6","177","0","0","0","147","30","0","6802","117901","2650","0","3","131","2985"
"68","31","671","19","6","201","0","0","0","147","30","0","7648","117901","2745","0","3","140","2985"
"68","31","760","20","6","234","0","0","0","147","30","0","8523","117901","2940","0","3","158","2985"
"68","31","863","21","6","262","0","0","0","147","30","0","9552","117901","3130","0","3","169","2985"
"68","31","960","22","6","290","0","0","0","147","30","0","10779","117901","3220","0","3","180","2985"
"68","31","1033","23","6","316","0","0","0","147","30","0","12159","117901","3310","0","3","192","2985"
"68","31","1108","24","6","343","0","0","0","147","30","0","13623","117901","3720","0","3","202","2985"
"68","31","1182","25","6","365","0","0","0","147","30","0","15326","117901","3720","0","3","210","2985"
"68","31","1232","26","6","383","0","0","0","147","30","0","17185","117901","4040","0","3","216","2985"
"68","31","1266","27","6","395","0","0","0","147","30","0","19199","117901","4360","0","3","221","2985"
"68","31","1294","28","6","403","0","0","0","147","30","0","21396","117901","4360","0","3","227","2985"
"68","31","1325","29","6","410","0","0","0","147","30","0","23721","117901","4680","0","3","234","2985"
"68","31","1357","30","6","418","0","0","0","147","30","0","26220","117901","4680","0","3","242","2985"
"68","31","1389","31","6","426","0","0","0","147","30","0","28793","117901","5000","0","3","250","2985"
"68","31","1421","32","6","435","0","0","0","147","30","0","31503","117901","5000","0","3","259","2985"
"68","31","1452","33","6","444","0","0","0","147","30","0","34318","117901","5370","0","3","268","2985"
"68","31","1482","34","6","453","0","0","0","147","30","0","37324","117901","5370","0","3","277","2985"
"68","31","1512","35","6","462","0","0","0","147","30","0","40436","117901","5740","0","3","286","2985"
"68","31","1542","36","6","472","0","0","0","147","30","0","43692","117901","5740","0","3","296","2985"
"0","0","0","2","0","1","0","0","0","0","0","0","21","118001","15","0","1","2","100"
"0","0","0","3","0","2","0","0","0","5","0","0","75","118001","135","0","2","5","150"
"0","0","0","4","0","5","0","0","0","30","0","0","194","118001","195","0","4","7","210"
"0","0","0","5","0","10","0","0","0","55","5","0","353","118001","435","0","6","14","460"
"0","0","0","6","3","15","0","0","0","55","5","0","567","118001","850","0","6","22","1155"
"0","0","0","7","6","23","0","0","0","55","5","0","865","118001","1155","0","6","30","1600"
"0","4","0","8","6","36","0","0","0","80","5","0","1164","118001","1585","0","6","41","2045"
"0","9","25","9","6","49","0","0","0","80","5","0","1542","118001","1885","0","7","52","2345"
"5","18","55","10","6","66","0","0","0","80","15","0","1958","118001","2085","0","7","57","2675"
"10","20","96","11","6","81","0","0","0","80","35","0","2399","118001","2385","0","12","57","2825"
"35","20","145","12","8","90","0","0","0","80","35","0","2861","118001","2875","0","12","61","3035"
"48","24","207","13","8","100","0","0","0","105","35","0","3392","118001","3065","0","12","67","3035"
"48","24","277","14","10","109","0","0","0","130","35","0","4005","118001","3125","0","12","74","3155"
"51","24","376","15","10","114","0","0","0","136","35","0","4664","118001","3235","0","12","82","3155"
"59","24","453","16","10","120","0","0","0","136","35","0","5351","118001","3235","0","12","94","3155"
"62","24","547","17","10","127","0","0","0","136","35","0","6093","118001","3285","0","12","103","3155"
"66","24","664","18","10","144","0","0","0","136","35","0","6836","118001","3335","0","12","115","3155"
"66","24","816","19","10","158","0","0","0","136","35","0","7736","118001","3430","0","12","119","3155"
"66","24","920","20","10","184","0","0","0","136","35","0","8645","118001","3875","0","12","130","3155"
"66","24","1027","21","10","203","0","0","0","136","35","0","9680","118001","4065","0","17","142","3155"
"66","24","1164","22","10","226","0","0","0","136","35","0","10930","118001","4220","0","17","148","3155"
"66","24","1263","23","10","245","0","0","0","136","35","0","12332","118001","4310","0","17","160","3155"
"66","24","1356","24","10","256","0","0","0","136","35","0","13893","118001","4925","0","17","160","3155"
"66","24","1446","25","10","274","0","0","0","136","35","0","15608","118001","4925","0","17","168","3155"
"66","24","1506","26","10","289","0","0","0","136","35","0","17477","118001","5245","0","17","174","3155"
"66","24","1543","27","10","299","0","0","0","136","35","0","19499","118001","5565","0","17","179","3155"
"66","24","1572","28","10","307","0","0","0","136","35","0","21695","118001","5565","0","17","185","3155"
"66","24","1604","29","10","313","0","0","0","136","35","0","24030","118001","5885","0","17","191","3155"
"66","24","1637","30","10","320","0","0","0","136","35","0","26538","118001","5885","0","17","198","3155"
"66","24","1670","31","10","322","0","0","0","136","35","0","29148","118001","6410","0","17","200","3155"
"66","24","1703","32","10","330","0","0","0","136","35","0","31867","118001","6410","0","17","208","3155"
"66","24","1735","33","10","338","0","0","0","136","35","0","34691","118001","6780","0","17","216","3155"
"66","24","1766","34","10","346","0","0","0","136","35","0","37707","118001","6780","0","17","224","3155"
"66","24","1797","35","10","354","0","0","0","136","35","0","40829","118001","7150","0","17","232","3155"
"66","24","1828","36","10","363","0","0","0","136","35","0","44095","118001","7150","0","17","241","3155"
"0","0","0","2","0","3","0","0","0","0","0","0","0","118101","55","26","0","0","50"
"0","0","0","3","0","7","0","0","0","0","0","0","0","118101","150","94","0","0","100"
"0","0","0","4","0","14","0","0","0","0","10","0","0","118101","270","214","0","2","100"
"0","0","0","5","0","29","0","0","0","0","10","0","0","118101","450","405","0","2","100"
"0","0","0","6","0","42","0","0","0","50","10","0","0","118101","800","634","0","4","100"
"0","0","0","7","0","56","0","0","0","85","15","0","0","118101","1395","894","0","8","100"
"0","4","0","8","1","66","0","0","0","120","45","0","0","118101","1560","1255","0","10","100"
"0","9","0","9","2","81","16","0","0","155","45","0","0","118101","2135","1569","0","19","100"
"0","14","0","10","3","103","39","0","0","175","45","0","0","118101","2575","1921","0","25","520"
"0","14","0","11","4","113","84","0","0","191","45","5","0","118101","2835","2374","0","28","740"
"0","14","0","12","4","123","139","0","0","227","45","13","0","118101","2975","2840","0","31","740"
"0","16","0","13","4","135","199","0","0","247","45","16","0","118101","3215","3321","0","39","740"
"0","18","0","14","4","152","263","0","0","269","45","16","0","118101","3355","3813","0","49","860"
"0","20","0","15","4","170","319","0","0","279","49","16","0","118101","3445","4324","0","63","980"
"0","22","0","16","4","187","378","0","0","299","49","16","0","118101","3475","4892","0","76","980"
"0","22","0","17","4","204","453","0","0","329","49","16","0","118101","3475","5520","0","85","980"
"0","22","0","18","4","222","557","0","0","339","49","16","0","118101","3475","6202","0","95","980"
"0","22","0","19","4","238","686","0","0","339","49","16","0","118101","3475","6978","0","106","980"
"0","22","0","20","4","259","824","0","0","339","49","16","0","118101","3475","7796","0","121","980"
"0","22","0","21","4","270","1005","0","0","339","49","16","0","118101","3475","8735","0","131","1080"
"0","22","0","22","4","285","1197","0","0","339","49","16","0","118101","3475","9818","0","142","1180"
"0","22","0","23","4","308","1346","0","0","339","49","16","0","118101","3475","11079","0","153","1180"
"0","22","0","24","4","333","1462","0","0","339","49","16","0","118101","3475","12471","0","165","1180"
"0","22","0","25","4","350","1554","0","0","339","49","16","0","118101","3475","14086","0","177","1180"
"0","22","0","26","4","367","1598","0","0","339","49","16","0","118101","3935","15843","0","189","1180"
"0","22","0","27","4","384","1624","0","0","339","49","16","0","118101","4395","17728","0","201","1180"
"0","22","0","28","4","397","1650","0","0","339","49","16","0","118101","4395","19818","0","212","1180"
"0","22","0","29","4","406","1677","0","0","339","49","16","0","118101","4855","22051","0","221","1180"
"0","22","0","30","4","414","1705","0","0","339","49","16","0","118101","5315","24438","0","229","1180"
"0","22","0","31","4","422","1733","0","0","339","49","16","0","118101","5775","26933","0","237","1180"
"0","22","0","32","4","430","1761","0","0","339","49","16","0","118101","6235","29538","0","245","1180"
"0","22","0","33","4","438","1788","0","0","339","49","16","0","118101","6735","32284","0","253","1180"
"0","22","0","34","4","446","1814","0","0","339","49","16","0","118101","7735","35138","0","261","1180"
"0","22","0","35","4","454","1840","0","0","339","49","16","0","118101","8235","38177","0","269","1180"
"0","22","0","36","4","462","1866","0","0","339","49","16","0","118101","8235","41382","0","277","1180"
"0","0","0","2","0","3","0","0","0","0","0","0","0","118201","55","26","0","0","50"
"0","0","0","3","0","7","0","0","0","0","0","0","0","118201","150","94","0","0","100"
"0","0","0","4","0","14","0","0","0","0","10","0","0","118201","270","214","0","2","100"
"0","0","0","5","0","27","0","0","0","25","10","0","0","118201","360","405","0","2","100"
"0","0","0","6","0","40","0","0","0","75","10","0","0","118201","710","634","0","4","100"
"0","0","0","7","0","54","0","0","0","110","15","0","0","118201","1305","894","0","8","100"
"0","0","0","8","1","60","0","0","0","145","45","0","0","118201","1305","1299","0","8","100"
"0","4","0","9","2","79","10","0","0","165","45","0","0","118201","1995","1614","0","19","100"
"0","4","0","10","4","97","28","0","0","165","45","0","0","118201","2380","2030","0","24","520"
"0","4","0","11","5","107","65","0","0","181","45","5","0","118201","2720","2472","0","33","620"
"0","4","0","12","6","112","118","0","0","217","45","11","0","118201","2820","2996","0","36","720"
"0","6","0","13","6","119","180","0","0","237","45","17","0","118201","2960","3529","0","41","720"
"0","8","0","14","6","126","256","0","0","267","45","17","0","118201","3100","4109","0","45","840"
"0","12","0","15","6","135","326","0","0","277","45","17","0","118201","3130","4714","0","53","960"
"0","12","0","16","6","143","401","0","0","307","45","17","0","118201","3160","5387","0","58","960"
"0","12","0","17","6","152","473","0","0","337","45","17","0","118201","3160","6115","0","62","960"
"0","12","0","18","6","161","562","0","0","367","45","17","0","118201","3160","6899","0","68","960"
"0","12","0","19","6","168","695","0","0","367","45","17","0","118201","3160","7787","0","73","960"
"0","12","0","20","6","182","852","0","0","367","45","17","0","118201","3160","8708","0","83","960"
"0","12","0","21","6","190","1054","0","0","367","45","17","0","118201","3160","9727","0","89","1060"
"0","12","0","22","6","197","1272","0","0","367","45","17","0","118201","3160","10924","0","94","1160"
"0","12","0","23","6","213","1456","0","0","367","45","17","0","118201","3160","12247","0","100","1160"
"0","12","0","24","6","230","1599","0","0","367","45","17","0","118201","3160","13722","0","106","1160"
"0","12","0","25","6","239","1718","0","0","367","45","17","0","118201","3160","15417","0","112","1160"
"0","12","0","26","6","245","1795","0","0","367","45","17","0","118201","3160","17324","0","117","1160"
"0","12","0","27","6","251","1845","0","0","367","45","17","0","118201","3160","19369","0","122","1160"
"0","12","0","28","6","257","1882","0","0","367","45","17","0","118201","3160","21552","0","128","1160"
"0","12","0","29","6","261","1915","0","0","367","45","17","0","118201","3620","23874","0","132","1160"
"0","12","0","30","6","265","1949","0","0","367","45","17","0","118201","3620","26395","0","136","1160"
"0","12","0","31","6","269","1983","0","0","367","45","17","0","118201","4080","28974","0","140","1160"
"0","12","0","32","6","273","2017","0","0","367","45","17","0","118201","4080","31716","0","144","1160"
"0","12","0","33","6","277","2050","0","0","367","45","17","0","118201","4580","34549","0","148","1160"
"0","12","0","34","6","281","2082","0","0","367","45","17","0","118201","5080","37531","0","152","1160"
"0","12","0","35","6","285","2114","0","0","367","45","17","0","118201","5080","40718","0","156","1160"
"0","12","0","36","6","289","2146","0","0","367","45","17","0","118201","5080","44017","0","160","1160"
"0","0","0","2","0","2","0","0","0","0","0","0","0","118501","55","23","0","1","75"
"0","0","0","3","0","7","0","0","0","0","0","0","0","118501","150","78","0","2","150"
"0","0","0","4","0","16","0","0","0","5","10","0","0","118501","325","169","0","5","200"
"0","0","0","5","0","32","0","0","0","15","10","0","0","118501","625","322","0","7","200"
"0","0","0","6","0","51","0","0","0","15","25","0","0","118501","1155","495","0","15","200"
"0","0","0","7","0","69","0","0","0","50","30","0","26","118501","1515","724","0","22","200"
"0","4","0","8","0","91","0","0","0","50","75","0","52","118501","1680","1003","0","29","200"
"0","9","0","9","0","118","0","0","0","50","110","5","52","118501","2215","1267","0","40","200"
"0","14","0","10","0","140","16","0","0","85","115","10","52","118501","2755","1566","0","52","300"
"0","14","0","11","0","172","24","0","0","85","139","10","52","118501","3375","1857","0","63","840"
"0","17","0","12","0","197","41","0","0","111","145","14","52","118501","3735","2194","0","80","1060"
"0","17","0","13","0","224","65","0","0","121","147","19","52","118501","3895","2555","0","105","1180"
"0","17","0","14","0","259","85","0","0","133","147","21","52","118501","4095","2919","0","131","1300"
"0","17","0","15","0","293","99","0","0","133","156","21","52","118501","4295","3315","0","158","1520"
"0","17","0","16","0","324","115","0","0","133","162","21","52","118501","4525","3761","0","188","1520"
"0","17","0","17","0","363","135","0","0","148","163","21","52","118501","4655","4212","3","216","1520"
