181d5e4c665ddddbc1d7b28b8fae0dc850ed569226e4a1b5c3de2e3a8e9fbbad,1f45d05e6f57c029b750a093e4eb6fa6a5eb61845a511ca21ceac9b4ba885306,32dc48c4030f43dda0f9be5a1b22358f501c3513d987a975faf202d06c8ad827,8ae574267521af385afa6e5e8bf866a9bb36d3ee0e5c52c25b8615a595e3ba04,20e85058e47ae95778449390950e9e81c2d9c9a4fb3747268486b1a777e98d3e,b438665db4927645656c2411d38ccc32e00244befedb03e93b3b4d94b47a3d1c,505f6519a8aff493fd544cd2e39b4603d699f043800860debe869f96288a90c8,e60ca86dc8b342eb7f15b43217829f38d13b4753ad30b299c5317d99cbd7d62b,7bd94bacdf579a2923f1fea037e883f1fdb8f6e75b30255d15fc2ffb2c6c9cfd,c74a312d4157eed4fc14a7dff9dfab15880a2a341688fefbf4046af31c18772a,658e11276cebd11891e67ab89ffc43f0e802ed0d1846877bbe3afb95cc720999
"","vo_dsb_7007","21","","0","1010807","0","vo_dsb_1010807","1010807053","",""
"1","まぁね。\n魔力が回復する温泉があるって聞いて\nあと……あたしは別に気にしてないけど\nついでに肌もプルプルになるらしいし？","11","0.2","1","1010807","10","2","1010807054","0","0"
"","1","93","","","1010807","","5.9","1010807055","",""
"","dsb_talk_arm_crossed_surprise_loop","3","","","1010807","1","2","1010807056","","0.5"
"","","91","","","1010807","","1010807054","1010807057","",""
"","dsb_talk_arm_crossed_joy_loop","3","","","1010807","1","2","1010807058","","0.5"
"","vo_dsb_7008","21","","0","1010807","0","vo_dsb_1010807","1010807059","",""
"1","たしかにじんわりと\n魔力は回復してきてるし……\nこのヌルヌルしたお湯の感じが\n肌にも効きそうな気がするわ。","11","0.2","1","1010807","10","2","1010807060","0","0"
"","","91","","","1010807","","0","1010807061","",""
"","dsb_idle_arm_joy_crossed","3","","","1010807","1","2","1010807062","","0.5"
"","dsb_talk_joy3","3","","","1010807","1","1","1010807063","","0.5"
"","vo_dsb_7009","21","","0","1010807","0","vo_dsb_1010807","1010807064","",""
"1","そっか～♪\nじゃあ今日の温泉は大成功だね☆\n捕まえてきてもらったかいがあったよ～","11","0.2","1","1010807","10","1","1010807065","0","0"
"","","91","","","1010807","","0","1010807066","",""
"","dsb_idle_normal","3","","","1010807","1","1","1010807067","","0.5"
"","dsb_talk_normal","3","","","1010807","1","2","1010807068","","0.3"
"","vo_dsb_7010","21","","0","1010807","0","vo_dsb_1010807","1010807069","",""
"1","なかなかやるじゃない！\n……ん？　ちょっと待って。\n捕まえてきてもらった……？","11","0.2","1","1010807","10","2","1010807070","0","0"
"","1","93","","","1010807","","2.9","1010807071","",""
"","dsb_talk_normal_jitome","3","","","1010807","1","2","1010807072","","0.3"
"","","91","","","1010807","","1010807070","1010807073","",""
"","dsb_idle_normal","3","","","1010807","1","2","1010807074","","0.5"
"","dsb_talk_normal_joy","3","","","1010807","1","1","1010807075","","0.5"
"","vo_dsb_7011","21","","0","1010807","0","vo_dsb_1010807","1010807076","",""
"1","あれ？　温泉の名前、見なかったの～？\nこの今日の温泉は……\n特製のポーションとゼラチナを混ぜた\n当旅館自慢のゼラチナの湯で～す☆","11","0.2","1","1010807","10","1","1010807077","0","0"
"","","91","","","1010807","","0","1010807078","",""
"","dsb_idle_joy1","3","","","1010807","1","1","1010807079","","0.5"
"","dsb_talk_surprise2_anger2","3","","","1010807","1","2","1010807080","","0.5"
"","vo_dsb_7012","21","","0","1010807","0","vo_dsb_1010807","1010807081","",""
"1","ゼ……ゼラチナ風呂ぉ～～！？\nそういえば、どこかでそんな\n不穏な言葉を見たような気が……","11","0.2","1","1010807","10","2","1010807082","0","0"
"","","91","","","1010807","","0","1010807083","",""
"","dsb_talk_surprise1_shy","3","","","1010807","1","2","1010807084","","0.5"
"","vo_dsb_7013","21","","0","1010807","0","vo_dsb_1010807","1010807085","",""
"1","どうりでなんだか懐かしい感じの\nする温泉だと思ったわ……じゃなくて！\nなんてものを作ってんのよ！？","11","0.2","1","1010807","10","2","1010807086","0","0"
"","1","93","","","1010807","","5.6","1010807087","",""
"","dsb_talk_anger_Ex2","3","","","1010807","1","2","1010807088","","0.5"
"","","91","","","1010807","","1010807086","1010807089","",""
"","dsb_talk_surprise1_normal2","3","","","1010807","1","1","1010807090","","0.5"
"","vo_dsb_7014","21","","0","1010807","0","vo_dsb_1010807","1010807091","",""
"1","でも効能はよかったでしょ～？\nちなみに入浴時間に比例して\n魔力の回復量も増大しちゃう\n素敵仕様となっておりま～す☆","11","0.2","1","1010807","10","1","1010807092","0","0"
"","","91","","","1010807","","0","1010807093","",""
"","dsb_idle_normal","3","","","1010807","1","1","1010807094","","0.5"
"","dsb_talk_sad_shy","3","","","1010807","1","2","1010807095","","0.5"
"","vo_dsb_7015","21","","0","1010807","0","vo_dsb_1010807","1010807096","",""
"1","いや、そういう問題じゃ……\nへっ！？　ほんとに回復量が\n増してきたような……！\nくぅううう……き、効くぅ～っ♪","11","0.2","1","1010807","10","2","1010807097","0","0"
"","1","93","","","1010807","","7.5","1010807098","",""
"","dsb_talk_memory_nervous","3","","","1010807","1","2","1010807099","","0.5"
"1","dsb_smile2","3","","dsb_idle_normal","1010807","0","1","1010807100","0.5","0.5"
"","","91","","","1010807","","1010807097","1010807101","",""
"","0","93","","","1010807","","0.3","1010807102","",""
"-345","1","5","dsb_idle_normal","-165","1010808","70","12","1010808001","0","2"
"-345","2","5","dsb_idle_relax_dere2","165","1010808","70","9","1010808002","1","2"
"1","1","31","","0","1010808","0","1","1010808003","","1"
"1","3","31","","0","1010808","0","3","1010808004","","1"
"1","4","31","","0","1010808","0","4","1010808005","","1"
"1","10","31","","0","1010808","0","19","1010808006","","1"
"1","20","31","","0","1010808","0","29","1010808007","","1"
"1","30","31","","-168","1010808","155","39","1010808008","","1"
"1","31","31","","-168","1010808","-155","39","1010808009","","1"
"","170","13","","","1010808","","1","1010808010","",""
"","170","13","","","1010808","","2","1010808011","",""
"","","91","","","1010808","","0","1010808012","",""
"","se_10044200_cmn_amb","23","","","1010808","1","se_10044200","1010808013","",""
"","se_10044200_cmn_steam","23","","","1010808","0","se_10044200","1010808014","",""
"","0","93","","","1010808","","6.2","1010808015","",""
"","se_10044200_hotspring_09","23","","","1010808","1","se_10044200","1010808016","",""
"","0","93","","","1010808","","1.3","1010808017","",""
"","dsb_talk_relax_Ex8","3","","","1010808","1","2","1010808018","","0.5"
"","vo_dsb_8001","21","","0","1010808","0","vo_dsb_1010808","1010808019","",""
"1","ふあぁ……\nあったかいのにスースーしますぅ……\nなんだか不思議な感じ……♪","11","0.2","1","1010808","10","2","1010808020","0","0"
"","","91","","","1010808","","0","1010808021","",""
"","dsb_idle_normal_joy","3","","","1010808","1","2","1010808022","","0.5"
"","dsb_talk_normal_joy","3","","","1010808","1","1","1010808023","","0.5"
"","vo_dsb_8002","21","","0","1010808","0","vo_dsb_1010808","1010808024","",""
"1","うふふ、エルフの森で採れた薬草を\n使った薬草風呂よ～\n喉の調子がとってもよくなるの。\nためしにちょっと声を出してみて～？","11","0.2","1","1010808","10","1","1010808025","0","0"
"","","91","","","1010808","","0","1010808026","",""
"","dsb_idle_wish_normal","3","","","1010808","1","1","1010808027","","0.3"
"","dsb_kurumi_sing_in","3","","","1010808","0","2","1010808028","","0.3"
"","vo_dsb_8003","21","","0","1010808","0","vo_dsb_1010808","1010808029","",""
"1","は、はいっ。\n……ふぅ。\nあーあーあー♪","11","0.2","1","1010808","10","2","1010808030","0","0"
"","1","93","","","1010808","","5","1010808031","",""
"1","dsb_kurumi_sing_mid","3","","dsb_kurumi_sing_loop","1010808","0","2","1010808032","0","0.2"
"","","91","","","1010808","","1010808030","1010808033","",""
"","dsb_idle_wish_talkjoy2","3","","","1010808","1","1","1010808034","","0.5"
"","dsb_talk_sad2_light","3","","","1010808","1","2","1010808035","","0.5"
"","vo_dsb_8004","21","","0","1010808","0","vo_dsb_1010808","1010808036","",""
"1","わぁっ……！\n本当です……\nいつもより声がずっと出しやすい……！","11","0.2","1","1010808","10","2","1010808037","0","0"
"","","91","","","1010808","","0","1010808038","",""
"","dsb_idle_normal_joy","3","","","1010808","1","2","1010808039","","0.5"
"","dsb_talk_joy3","3","","","1010808","1","1","1010808040","","0.5"
"","vo_dsb_8005","21","","0","1010808","0","vo_dsb_1010808","1010808041","",""
"1","素敵なお声ね～♪\nびっくりしちゃった～","11","0.2","1","1010808","10","1","1010808042","0","0"
"","","91","","","1010808","","0","1010808043","",""
"","dsb_idle_sad_talkjoy2","3","","","1010808","1","1","1010808044","","0.5"
"","dsb_talk_surprise1_talkjoy2_2","3","","","1010808","1","2","1010808045","","0.5"
"","vo_dsb_8006","21","","0","1010808","0","vo_dsb_1010808","1010808046","",""
"1","あ、ありがとうございます……♪\nえっと、私……\nお芝居が好きなんです。\nだから……声を出す練習はしていて……","11","0.2","1","1010808","10","2","1010808047","0","0"
"","","91","","","1010808","","0","1010808048","",""
"","dsb_idle_normal_joy","3","","","1010808","1","2","1010808049","","0.5"
"","dsb_talk_wish_dere","3","","","1010808","1","1","1010808050","","0.5"
"","vo_dsb_8007","21","","0","1010808","0","vo_dsb_1010808","1010808051","",""
"1","あらあら、役者さんだったのね～\nどんなお芝居をするのかしら……？\n気になるわ～♪","11","0.2","1","1010808","10","1","1010808052","0","0"
"","","91","","","1010808","","0","1010808053","",""
"","dsb_idle_wish_normal","3","","","1010808","1","1","1010808054","","0.5"
"","dsb_talk_wish_dere","3","","","1010808","1","2","1010808055","","0.5"
"","vo_dsb_8008","21","","0","1010808","0","vo_dsb_1010808","1010808056","",""
"1","じゃ、じゃあ……\nちょっとお芝居してみてもいいですか？\nこの温泉のお礼に……♪","11","0.2","1","1010808","10","2","1010808057","0","0"
"","","91","","","1010808","","0","1010808058","",""
"","dsb_idle_joy1","3","","","1010808","1","2","1010808059","","0.5"
"","dsb_talk_normal_joy","3","","","1010808","1","1","1010808060","","0.3"
"","vo_dsb_8009","21","","0","1010808","0","vo_dsb_1010808","1010808061","",""
"1","うれしいわ～♪\nお言葉に甘えさせてもらってもいい？","11","0.2","1","1010808","10","1","1010808062","0","0"
"","","91","","","1010808","","0","1010808063","",""
"","dsb_idle_normal","3","","","1010808","1","1","1010808064","","0.5"
"","dsb_talk_wish_dere","3","","","1010808","1","2","1010808065","","0.5"
"","vo_dsb_8010","21","","0","1010808","0","vo_dsb_1010808","1010808066","",""
"1","もちろんですっ。\nでは……","11","0.2","1","1010808","10","2","1010808067","0","0"
"","","91","","","1010808","","0","1010808068","",""
"","se_10044200_get_out_water","23","","","1010808","0","se_10044200","1010808069","",""
"","dsb_kurumi_acting1_in","3","","","1010808","0","2","1010808070","","0.2"
"","","91","","","1010808","","0","1010808071","",""
"1","dsb_kurumi_acting1_middle","3","","dsb_kurumi_acting1_loop","1010808","0","2","1010808072","0.2","0.2"
"1","dsb_misato_surprise","3","","dsb_misato_surprise_loop1","1010808","0","1","1010808073","0.5","0.5"
"","0","22","","","1010808","","0","1010808074","",""
"","vo_dsb_8011","21","","0.9","1010808","0","vo_dsb_1010808","1010808075","",""
"1","……ねえ、ハッキリして！\n私とあの女、どっちを選ぶの！？","11","0.2","1","1010808","10","2","1010808076","0","0"
"","","91","","","1010808","","0","1010808077","",""
"","dsb_idle_surprise1_nervous","3","","","1010808","1","1","1010808078","","0.5"
"","vo_dsb_8012","21","","0","1010808","0","vo_dsb_1010808","1010808079","",""
"1","あ、あらっ？","11","0.2","1","1010808","10","1","1010808080","0","0"
"","","91","","","1010808","","0","1010808081","",""
"","dsb_kurumi_acting2","3","","","1010808","1","2","1010808082","","0.2"
"","vo_dsb_8013","21","","0","1010808","0","vo_dsb_1010808","1010808083","",""
"1","都会を離れた温泉街で\n密会する日々はもうたくさんよ！\nそんなに私との仲を隠したいの！？","11","0.2","1","1010808","10","2","1010808084","0","0"
"","","91","","","1010808","","0","1010808085","",""
"","dsb_misato_talk_sad2_dere2","3","","","1010808","1","1","1010808086","","0.5"
"","vo_dsb_8014","21","","0","1010808","0","vo_dsb_1010808","1010808087","",""
"1","あらあら、まぁまぁ……\nいきなり修羅場展開だわ～\nでも、さすがは役者さんね。\n続きがとっても気になるわ～♪","11","0.2","1","1010808","10","1","1010808088","0","0"
"","","91","","","1010808","","0","1010808089","",""
"","0","93","","","1010808","","0.3","1010808090","",""
"-345","1","5","dsb_idle_normal_talk1","-165","1010809","70","11","1010809001","0","2"
"-345","2","5","dsb_idle_normal","165","1010809","70","5","1010809002","1","2"
"1","1","31","","0","1010809","0","1","1010809003","","1"
"1","3","31","","0","1010809","0","3","1010809004","","1"
"1","4","31","","0","1010809","0","4","1010809005","","1"
"1","10","31","","0","1010809","0","15","1010809006","","1"
"1","20","31","","0","1010809","0","25","1010809007","","1"
"1","30","31","","-168","1010809","155","35","1010809008","","1"
"1","31","31","","-168","1010809","-155","35","1010809009","","1"
"","170","13","","","1010809","","1","1010809010","",""
"","170","13","","","1010809","","2","1010809011","",""
"","","91","","","1010809","","0","1010809012","",""
"","se_10044200_cmn_amb","23","","","1010809","1","se_10044200","1010809013","",""
"","se_10044200_cmn_steam","23","","","1010809","0","se_10044200","1010809014","",""
"","0","93","","","1010809","","6.2","1010809015","",""
"","se_10044200_hotspring_05","23","","","1010809","1","se_10044200","1010809016","",""
"","0","93","","","1010809","","1.3","1010809017","",""
"","dsb_talk_sad","3","","","1010809","1","2","1010809018","","0.5"
"","vo_dsb_9001","21","","0","1010809","0","vo_dsb_1010809","1010809019","",""
"1","ああ……\nなんてことだ……！\nボクの……ボクの肌が……！","11","0.2","1","1010809","10","2","1010809020","0","0"
"","","91","","","1010809","","0","1010809021","",""
"","dsb_talk_wish_shy","3","","","1010809","1","2","1010809022","","0.2"
"","vo_dsb_9002","21","","0","1010809","0","vo_dsb_1010809","1010809023","",""
"1","全人類が想像しうる\n美しさの限界を超えてしまう……！","11","0.2","1","1010809","10","2","1010809024","0","0"
"","","91","","","1010809","","0","1010809025","",""
"","dsb_idle_wish_shy","3","","","1010809","1","2","1010809026","","0.5"
"","dsb_talk_nerrvous_surprise","3","","","1010809","1","1","1010809027","","0.5"
"","0","22","","","1010809","","0","1010809028","",""
"","vo_dsb_9003","21","","0.9","1010809","0","vo_dsb_1010809","1010809029","",""
"1","……へぇ。\nそれは大変ねぇ。","11","0.2","1","1010809","10","1","1010809030","0","0"
"","","91","","","1010809","","0","1010809031","",""
"","dsb_idle_normal","3","","","1010809","1","1","1010809032","","0.5"
"","dsb_talk_worry","3","","","1010809","1","2","1010809033","","0.5"
"","vo_dsb_9004","21","","0","1010809","0","vo_dsb_1010809","1010809034","",""
"1","って反応薄いよ、先生！？\nこれはもはや歴史を変える\n大事件なのに！","11","0.2","1","1010809","10","2","1010809035","0","0"
"","","91","","","1010809","","0","1010809036","",""
"","dsb_talk_thinking","3","","","1010809","1","2","1010809037","","0.3"
"","vo_dsb_9005","21","","0","1010809","0","vo_dsb_1010809","1010809038","",""
"1","この肌へのなじみかた……\nただごとじゃないよ。\nこんな温泉を作ってくれた先生は\nもはや共犯といっても過言ではないね！","11","0.2","1","1010809","10","2","1010809039","0","0"
"","","91","","","1010809","","0","1010809040","",""
"","dsb_talk_surprise1_shy","3","","","1010809","1","2","1010809041","","0.3"
"","vo_dsb_9006","21","","0","1010809","0","vo_dsb_1010809","1010809042","",""
"1","そう、ボクの共犯……\n美の共犯者だよ！","11","0.2","1","1010809","10","2","1010809043","0","0"
"","","91","","","1010809","","0","1010809044","",""
"","dsb_idle_surprise1_sjhy","3","","","1010809","1","2","1010809045","","0.5"
"","dsb_talk_surprise1_normal2","3","","","1010809","1","1","1010809046","","0.5"
"","0","22","","","1010809","","0","1010809047","",""
"","vo_dsb_9007","21","","0.9","1010809","0","vo_dsb_1010809","1010809048","",""
"1","……相変わらずねぇ、ユキ。\nまあ、気にいってもらえてよかったわ。","11","0.2","1","1010809","10","1","1010809049","0","0"
"","","91","","","1010809","","0","1010809050","",""
"","dsb_idle_surprise1_normal","3","","","1010809","1","1","1010809051","","0.5"
"1","dsb_talk_guts2_dere","3","","dsb_talk_guts2_dere_loop","1010809","0","2","1010809052","0.2","0.3"
"","vo_dsb_9008","21","","0","1010809","0","vo_dsb_1010809","1010809053","",""
"1","ということで\n今日という今日こそ\nボクの主治医になって♪","11","0.2","1","1010809","10","2","1010809054","0","0"
"","","91","","","1010809","","0","1010809055","",""
"","dsb_idle_normal","3","","","1010809","1","2","1010809056","","0.5"
"","dsb_talk_normal_sad","3","","","1010809","1","1","1010809057","","0.5"
"","vo_dsb_9009","21","","0","1010809","0","vo_dsb_1010809","1010809058","",""
"1","本当に相変わらずねぇ……\nちなみに答えはノー。","11","0.2","1","1010809","10","1","1010809059","0","0"
"","","91","","","1010809","","0","1010809060","",""
"","dsb_idle_normal","3","","","1010809","1","1","1010809061","","0.5"
"","dsb_talk_normal_suprise1","3","","","1010809","1","2","1010809062","","0.5"
"","vo_dsb_9010","21","","0","1010809","0","vo_dsb_1010809","1010809063","",""
"1","え～？\n先生も相変わらずつれないなぁ。\nま、だからって諦めないけどね？","11","0.2","1","1010809","10","2","1010809064","0","0"
"","","91","","","1010809","","0","1010809065","",""
"","dsb_talk_sad2_blink","3","","","1010809","1","2","1010809066","","0.3"
"","vo_dsb_9011","21","","0","1010809","0","vo_dsb_1010809","1010809067","",""
"1","すべてはボクの美しさのため……\nその道をはばむことはできないのさ。\nたとえ何者であってもね。","11","0.2","1","1010809","10","2","1010809068","0","0"
"","","91","","","1010809","","0","1010809069","",""
"","dsb_idle_sad_blink","3","","","1010809","1","2","1010809070","","0.5"
"","dsb_talk_joy3","3","","","1010809","1","1","1010809071","","0.5"
"","vo_dsb_9012","21","","0","1010809","0","vo_dsb_1010809","1010809072","",""
"1","ふふふ……\nユキのそういう自信たっぷりな\nところ、嫌いじゃないわよ。","11","0.2","1","1010809","10","1","1010809073","0","0"
"","","91","","","1010809","","0","1010809074","",""
"","dsb_idle_normal","3","","","1010809","1","1","1010809075","","0.5"
"","dsb_talk_memory_talkjoy2","3","","","1010809","1","2","1010809076","","0.5"
"","vo_dsb_9013","21","","0","1010809","0","vo_dsb_1010809","1010809077","",""
"1","じゃあ主治医になって♪","11","0.2","1","1010809","10","2","1010809078","0","0"
"","","91","","","1010809","","0","1010809079","",""
"","dsb_talk_surprise1_shy","3","","","1010809","1","1","1010809080","","0.5"
"","vo_dsb_9014","21","","0","1010809","0","vo_dsb_1010809","1010809081","",""
"1","いーや♪","11","0.2","1","1010809","10","1","1010809082","0","0"
"","","91","","","1010809","","0","1010809083","",""
"1","dsb_smile2_mitsuki1","3","","dsb_idle_normal","1010809","0","1","1010809084","0.5","0.5"
"","dsb_talk_anger","3","","","1010809","1","2","1010809085","","0.5"
"","vo_dsb_9015","21","","0","1010809","0","vo_dsb_1010809","1010809086","",""
"1","けち～！","11","0.2","1","1010809","10","2","1010809087","0","0"
"","","91","","","1010809","","0","1010809088","",""
"","0","93","","","1010809","","0.3","1010809089","",""
"-254","124631","1","dsb_top_misato_idle_normal","-60","1015011","53","1","1015011001","0","1.5"
"","dsb_top_misato_talk","3","","","1015011","1","124631","1015011002","","0.2"
"","vo_dsb_0301","21","","0","1015011","0","vo_dsb","1015011003","",""
"0","はぁい、お風呂の時間ですよ～♪　しっかり浸かって、体の芯まで温まりましょうね～","11","0.7","1","1015011","7","124631","1015011004","-92","80"
"","","91","","","1015011","","0","1015011005","",""
"","dsb_top_misato_idle_normal","3","","","1015011","1","124631","1015011006","","0.2"
"-254","124631","1","dsb_top_misato_idle_normal","-60","1015012","53","1","1015012001","0","1.5"
"","dsb_top_misato_joy","3","","","1015012","1","124631","1015012002","","0.2"
"","vo_dsb_0302","21","","0","1015012","0","vo_dsb","1015012003","",""
"0","私も温泉のように、みんなを優しく包んであげられる素敵な先生になりたいわ～","11","0.7","1","1015012","6","124631","1015012004","-92","80"
"","","91","","","1015012","","0","1015012005","",""
"","dsb_top_misato_idle_normal","3","","","1015012","1","124631","1015012006","","0.2"
"-254","124631","1","dsb_top_misato_idle_normal","-60","1015013","53","1","1015013001","0","1.5"
"","dsb_top_misato_wish","3","","","1015013","1","124631","1015013002","","0.2"
"","vo_dsb_0303","21","","0","1015013","0","vo_dsb","1015013003","",""
"0","お風呂上がりの牛乳は、急いで飲んだらいけませんよ～？　腰に手を当てて味わって飲みましょうね","11","0.7","1","1015013","6","124631","1015013004","-92","80"
"","","91","","","1015013","","0","1015013005","",""
"","dsb_top_misato_idle_normal","3","","","1015013","1","124631","1015013006","","0.2"
"-254","124731","1","dsb_top_idle_normal","-60","1051011","53","1","1051011001","0","1.5"
"","dsb_top_mitsuki_talk","3","","","1051011","1","124731","1051011002","","0.2"
"","vo_dsb_0201","21","","0","1051011","0","vo_dsb","1051011003","",""
"0","湯治も立派な医療法のひとつよ。Dr.ミツキの診察室、湯けむり編……といったところね","11","0.5","1","1051011","7","124731","1051011004","-92","80"
"","","91","","","1051011","","0","1051011005","",""
"","dsb_top_idle_normal","3","","","1051011","1","124731","1051011006","","0.2"
"-254","124731","1","dsb_top_idle_normal","-60","1051012","53","1","1051012001","0","1.5"
"","dsb_top_mitsuki_joy","3","","","1051012","1","124731","1051012002","","0.2"
"","vo_dsb_0202","21","","0","1051012","0","vo_dsb","1051012003","",""
"0","旅館で実験するほどヤボじゃないわ。でも……実験されたいのなら、喜んで♪","11","0.5","1","1051012","6","124731","1051012004","-92","80"
"","","91","","","1051012","","0","1051012005","",""
"","dsb_top_idle_normal","3","","","1051012","1","124731","1051012006","","0.2"
"-254","124731","1","dsb_top_idle_normal","-60","1051013","53","1","1051013001","0","1.5"
"1","dsb_top_mitsuki_crossed","3","","dsb_top_mitsuki_crossed_loop","1051013","1","124731","1051013002","0.2","0.2"
"","vo_dsb_0203","21","","0","1051013","0","vo_dsb","1051013003","",""
"0","どの温泉も自信作よ。たっぷり確かめたもの……自分の体でね。もうふやけちゃうかと思ったわ","11","0.5","1","1051013","6","124731","1051013004","-92","80"
"","","91","","","1051013","","0","1051013005","",""
"","dsb_top_idle_normal","3","","","1051013","1","124731","1051013006","","0.2"
"-254","124531","1","dsb_top_idle_normal","-60","1067011","53","1","1067011001","0","1.5"
"","dsb_top_homare_wish","3","","","1067011","1","124531","1067011002","","0.2"
"","vo_dsb_0101","21","","0","1067011","0","vo_dsb","1067011003","",""
"0","よ～し、今日もいっぱいおもてなししちゃうぞ～☆　美人若女将にお任せあれ♪","11","0.7","1","1067011","6","124531","1067011004","-92","80"
"","","91","","","1067011","","0","1067011005","",""
"","dsb_top_idle_normal","3","","","1067011","1","124531","1067011006","","0.2"
"-254","124531","1","dsb_top_idle_normal","-60","1067012","53","1","1067012001","0","1.5"
"","dsb_top_homare_joy","3","","","1067012","1","124531","1067012002","","0.2"
"","vo_dsb_0102","21","","0","1067012","0","vo_dsb","1067012003","",""
"0","私も一緒に入っちゃおうかな～。温泉回を描くときの資料も欲しいし？　体当たり取材～☆","11","0.7","1","1067012","6","124531","1067012004","-92","80"
"","","91","","","1067012","","0","1067012005","",""
"","dsb_top_idle_normal","3","","","1067012","1","124531","1067012006","","0.2"
"-254","124531","1","dsb_top_idle_normal","-60","1067013","53","1","1067013001","0","1.5"
"","dsb_top_homare_surprise","3","","","1067013","1","124531","1067013002","","0.2"
"","vo_dsb_0103","21","","0","1067013","0","vo_dsb","1067013003","",""
"0","たまには命のやり取りじゃなくて、命の洗濯をしないとね～。お背中……流しましょうか？","11","1","1","1067013","6","124531","1067013004","-92","80"
"","","91","","","1067013","","0","1067013005","",""
"","dsb_top_idle_normal","3","","","1067013","1","124531","1067013006","","0.2"
