f5f9046d27e2bc597d9b600959870b1a914d01232e696b1367c5dd631ed1b581,d781a90aff962baee896a6e1dfa66bf14d3626f4a0bf978408ff4dc872014379,4872f634bcab809bc70af71b24fcd248fa8983725704c65fe99754f70cb2ead7,fd5d77506b6df2039bd1ef74e8111db018c1804b979f6ba327c0501905631125,9da6b191434c11179badd7808ea2d6d7b7d3b476403bc3bb0eaf36f6939bb26d,a0264a850e41a0472ab8468b5ed7f1ffb4652fc5ded668c4beed47c7a88acf8c
"10201995","56011995","1","1003","15","1565"
"91002","56011995","50","0","8","1566"
"10201996","56011996","1","1001","15","1567"
"10201997","56011997","1","1002","15","1568"
"10201998","56011998","1","1003","15","1569"
"91002","56011998","50","0","8","1570"
"110201999","56111999","1","1001","15","1571"
"110202000","56112000","1","1002","15","1572"
"110202001","56112001","1","1003","15","1573"
"91002","56112001","50","0","8","1574"
"110202002","56112002","1","1001","15","1575"
"110202003","56112003","1","1002","15","1576"
"110202004","56112004","1","1003","15","1577"
"91002","56112004","50","0","8","1578"
"110202005","56112005","1","1001","15","1579"
"110202006","56112006","1","1002","15","1580"
"110202007","56112007","1","1003","15","1581"
"91002","56112007","50","0","8","1582"
"110202008","56112008","1","1001","15","1583"
"110202009","56112009","1","1002","15","1584"
"110202010","56112010","1","1003","15","1585"
"91002","56112010","50","0","8","1586"
"110202011","56112011","1","1001","15","1587"
"110202012","56112012","1","1002","15","1588"
"110202013","56112013","1","1003","15","1589"
"91002","56112013","50","0","8","1590"
"110202014","56112014","1","1001","15","1591"
"110202015","56112015","1","1002","15","1592"
"110202016","56112016","1","1003","15","1593"
"91002","56112016","50","0","8","1594"
"110202017","56112017","1","1001","15","1595"
"110202018","56112018","1","1002","15","1596"
"110202019","56112019","1","1003","15","1597"
"91002","56112019","50","0","8","1598"
"110202020","56112020","1","1001","15","1599"
"110202021","56112021","1","1002","15","1600"
"110202022","56112022","1","1003","15","1601"
"91002","56112022","50","0","8","1602"
"110202023","56112023","1","1001","15","1603"
"110202024","56112024","1","1002","15","1604"
"110202025","56112025","1","1003","15","1605"
"91002","56112025","50","0","8","1606"
"110202026","56112026","1","1001","15","1607"
"110202027","56112027","1","1002","15","1608"
"110202028","56112028","1","1003","15","1609"
"91002","56112028","50","0","8","1610"
"110202029","56112029","1","1001","15","1611"
"110202030","56112030","1","1002","15","1612"
"110202031","56112031","1","1003","15","1613"
"91002","56112031","50","0","8","1614"
"110202032","56112032","1","1001","15","1615"
"110202033","56112033","1","1002","15","1616"
"110202034","56112034","1","1003","15","1617"
"91002","56112034","50","0","8","1618"
"110202035","56112035","1","1001","15","1619"
"110202036","56112036","1","1002","15","1620"
"110202037","56112037","1","1003","15","1621"
"91002","56112037","50","0","8","1622"
"110202038","56112038","1","1001","15","1623"
"110202039","56112039","1","1002","15","1624"
"110202040","56112040","1","1003","15","1625"
"91002","56112040","50","0","8","1626"
"110202041","56112041","1","1001","15","1627"
"110202042","56112042","1","1002","15","1628"
"110202043","56112043","1","1003","15","1629"
"91002","56112043","50","0","8","1630"
"110202044","56112044","1","1001","15","1631"
"110202045","56112045","1","1002","15","1632"
"110202046","56112046","1","1003","15","1633"
"91002","56112046","50","0","8","1634"
"110202047","56112047","1","1001","15","1635"
"110202048","56112048","1","1002","15","1636"
"110202049","56112049","1","1003","15","1637"
"91002","56112049","50","0","8","1638"
"110202050","56112050","1","1001","15","1639"
"110202051","56112051","1","1002","15","1640"
"110202052","56112052","1","1003","15","1641"
"91002","56112052","50","0","8","1642"
"110202053","56112053","1","1001","15","1643"
"110202054","56112054","1","1002","15","1644"
"110202055","56112055","1","1003","15","1645"
"91002","56112055","50","0","8","1646"
"11901001","51901001","1","1003","15","1647"
"110202056","56112056","1","1003","15","1648"
"91002","56112056","100","0","8","1649"
"110202057","56112057","1","1001","15","1650"
"110202058","56112058","1","1002","15","1651"
"110202059","56112059","1","1003","15","1652"
"91002","56112059","50","0","8","1653"
"110202060","56112060","1","1001","15","1654"
"110202061","56112061","1","1002","15","1655"
"110202062","56112062","1","1003","15","1656"
"91002","56112062","50","0","8","1657"
