6c435e6daff3921d634f698d48cf1191dd52b8561ba17f5646a6cf6978699dfa,dc3d627653b9f510d8151b107625759d7dda985638591ef1e71f4675211fd3cf,aa7ad53db97f8e42e730976311a9aba5e90ca16469da3927aa2d08a94c410dd7,446890f16dc2a1b4d53bbdc6a8a7bf7a9e0172e38ea56a02185cff4396b9b79e,a0582e69356d557807743b153e7a62008a406e334def9b30a8f43bbd9f10615e,554c4dd1312aa65b238459234dfb5986bfb5e63c0c32d23e1aa287496da577d3
"1565","15","1","1003","10201995","56011995"
"1566","8","50","0","91002","56011995"
"1567","15","1","1001","10201996","56011996"
"1568","15","1","1002","10201997","56011997"
"1569","15","1","1003","10201998","56011998"
"1570","8","50","0","91002","56011998"
"1571","15","1","1001","110201999","56111999"
"1572","15","1","1002","110202000","56112000"
"1573","15","1","1003","110202001","56112001"
"1574","8","50","0","91002","56112001"
"1575","15","1","1001","110202002","56112002"
"1576","15","1","1002","110202003","56112003"
"1577","15","1","1003","110202004","56112004"
"1578","8","50","0","91002","56112004"
"1579","15","1","1001","110202005","56112005"
"1580","15","1","1002","110202006","56112006"
"1581","15","1","1003","110202007","56112007"
"1582","8","50","0","91002","56112007"
"1583","15","1","1001","110202008","56112008"
"1584","15","1","1002","110202009","56112009"
"1585","15","1","1003","110202010","56112010"
"1586","8","50","0","91002","56112010"
"1587","15","1","1001","110202011","56112011"
"1588","15","1","1002","110202012","56112012"
"1589","15","1","1003","110202013","56112013"
"1590","8","50","0","91002","56112013"
"1591","15","1","1001","110202014","56112014"
"1592","15","1","1002","110202015","56112015"
"1593","15","1","1003","110202016","56112016"
"1594","8","50","0","91002","56112016"
