7a2d95141abf168af29ea00d5dec1d24f3bbea4c5a5107dab7394a4796c79856,61deacef6ddb7c4d861a9534b1167c96dc1b85aa476996253b6d6c4a84b3e22b,1a0882b3ac90addeb6e9d17e61d29636f8e51ed2c14a0d84e69e3c155ee39a89,9d4dbce4dc27051ab1126b2d58d3fb211cee0f12c5c2a443ca64fac2f26caf86,847511f2c94a88a98d36c90b76f7002be95b8d8b361f446a38bd552b38ef73d7,ee63a0d14264af35d3660738a28d822829364821f0243c598c22ba4bae9558a9,e99569b65b78caa3de6d67590b52a26a2a88b5d92c9bc9e38c0c47838efc05d0,756a35dc06d2c2262eb3f24a91e157eb89332e4e3b12b7789b1a863d0329827c,60881060a5a9a3258350fd3772f63a19a63ca1094a333ecf4193847fbae19788,0de5eaf961ba9d7a6a0aa0e3612d6d76800eb5733fdf4c3b9d50006a966c43f1,84191da84db76310833d72960596b076179511f7ff383b475592c42e065ed8bb
"kururu_kurukuru_in","1","65083","","5146065","0.2","3","0","kururu_kurukuru_loop","0","130911"
"kururu_kurukuru_inF","1","65084","","5146065","0.2","3","0","kururu_kurukuru_loopF","0","97"
"kururu_kurukuru_inB","1","65085","","5146065","0.2","3","0","kururu_kurukuru_loopB","0","96"
"vo_apg_0511","","65086","","5146065","","21","0","0","","vo_apg"
"くるくる～♪","0","65087","1.1","5146065","0","11","10","0","0","131011"
"","","65088","","5146065","","91","","","","0"
"vo_apg_0512","","65089","","5146065","","21","0","0","","vo_apg"
"くるくるくる～♪","0","65090","1","5146065","0","11","10","0","0","130911"
"","","65091","","5146065","","91","","","","0"
"6","0","65092","0","5146065","0","12","2","0","10","131011"
"7","0","65093","0","5146065","0","12","2","0","10","130911"
"walk_normal","","65094","","5146065","0.2","3","1","","","106011"
"walk_normal","","65095","","5146065","0.2","3","1","","","1060"
"-376","0","65096","","5146065","","2","-305","3.4","","106011"
"-376","0","65097","","5146065","","2","-305","3.4","","1060"
"0","","65098","","5146065","","93","","","","3.4"
"-446","14","65099","","5146065","","2","-305","0.6","","106011"
"-446","14","65100","","5146065","","2","-305","0.6","","1060"
"kyaru_damage","","65101","","5146065","0","3","0","","","106011"
"kyaru_damage","","65102","","5146065","0","3","0","","","1060"
"0","","65103","","5146065","","93","","","","0.8"
"cool_in_jitome","1","65104","","5146065","0.2","3","0","cool_talk_jitome","0","106011"
"cool_in_jitome","1","65105","","5146065","0.2","3","0","cool_talk_jitome","0","1060"
"vo_apg_0513","","65106","","5146065","","21","0","0","","vo_apg"
"なにやってんの、あんたら…","1","65107","0","5146065","0","11","10","1","0","106011"
"","","65108","","5146065","","91","","","","0"
"","","65109","","5146065","","101","","","","65110"
"0.2","","65110","","5146065","","22","","","","0"
"104011","-278","66001","aoi_walk_fear","5146066","1.8","1","140","-500","0","1"
"99","-262","66002","idle_normal","5146066","1.8","5","141","30","0","1"
"130911","-278","66003","idle_normal_noface","5146066","1.8","1","100","290","1","1"
"98","-278","66004","idle_normal_kururu","5146066","1.8","5","101","290","1","1"
"201","","66005","","5146066","","13","","","","104011"
"200","","66006","","5146066","","13","","","","130911"
"8","-174","66007","idle","5146066","0.85","5","15","0","0","8"
"20","-79","66008","empty","5146066","1","5","210","-119","0","20"
"22","-194","66009","empty","5146066","1","5","210","0","0","22"
"1","1","66010","","5146066","1","31","0","0","","1"
"2","1","66011","","5146066","0","31","0","-57.7","","2"
"13","1","66012","","5146066","0","31","0","0","","13"
"19","1","66013","","5146066","0","31","11","-69","","19"
"20","1","66014","","5146066","1","31","0","0","","20"
"104011","","66015","","5146066","","36","","","","20"
"99","","66016","","5146066","","36","","","","20"
"20","","66017","","5146066","","36","","","","20"
"22","","66018","","5146066","","36","","","","20"
"0","","66019","","5146066","","91","","","","0"
"0","","66020","","5146066","","102","0","","","0"
"-290","0","66021","","5146066","","2","-278","2.7","","104011"
"aoi_walk_fear","","66022","","5146066","0.2","3","1","","","104011"
"0","","66023","","5146066","","93","","","","2.7"
"see_talk","","66024","","5146066","0.2","3","1","","","104011"
"vo_apg_0601","","66025","","5146066","","21","0","0","","vo_apg"
"とうとう来ちゃいました…\nグランドリームパーク…\n一人『グラドリ』大丈夫ですかね？\n実はぼっちは捕まって強制退園とか…","1","66026","0","5146066","0","11","10","1","0","104011"
"","","66027","","5146066","","91","","","","0"
"see_idle","","66028","","5146066","0.2","3","1","","","104011"
"smile","1","66029","","5146066","0.2","3","0","talk_normal","0.2","130911"
"smile","1","66030","","5146066","0.2","3","0","talk_normal","0.2","98"
"vo_apg_0602","","66031","","5146066","","21","0","0","","vo_apg"
"アオイさんですよね～っ！？\nグランドリームパークへようこそっ♪\n本日はおひとりさまですますか？","1","66032","0","5146066","0","11","10","1","0","130911"
"","","66033","","5146066","","91","","","","0"
"idle_normal_surprise","","66034","","5146066","0.2","3","1","","","130911"
"panic","","66035","","5146066","0.2","3","1","","","104011"
"vo_apg_0603","","66036","","5146066","","21","0","0","","vo_apg"
"ぶひゃおおおお！？\nすすす、すみません！\nぼっちは強制退園ですよね！\n今すぐ出ていきますので～！","1","66037","0","5146066","0","11","15","1","0","104011"
"","","66038","","5146066","","91","","","","0"
"anger_talk_pain","","66039","","5146066","0.2","3","1","","","130911"
"anger_talk_pain","","66040","","5146066","0.2","3","1","","","98"
"vo_apg_0604","","66041","","5146066","","21","0","0","","vo_apg"
"待ってください待ってくださいっ！\n強制退園ってなんですます～っ！？\nそんなことしませんですですっ！","1","66042","0","5146066","0","11","10","1","0","130911"
"","","66043","","5146066","","91","","","","0"
"idle_normal_dere","","66044","","5146066","0.2","3","1","","","130911"
"aoi_surprise_in","1","66045","","5146066","0","3","0","surprise_talk_search_dere","0.1","104011"
"vo_apg_0605","","66046","","5146066","","21","0","0","","vo_apg"
"そんな、ぼっちにも優しいなんて…\nサービスが行き届いている！\nそれで、どこなんです？\nぼっち専用アトラクションは？","1","66047","0","5146066","0","11","10","1","0","104011"
"","","66048","","5146066","","91","","","","0"
"surprise_idle_dere","","66049","","5146066","0.2","3","1","","","104011"
"kururu_surprise_talk_long","1","66050","","5146066","0.2","3","0","kururu_guid_talk","0.2","130911"
"kururu_surprise_talk_long","1","66051","","5146066","0.2","3","0","kururu_guid_talk","0.2","98"
"vo_apg_0606","","66052","","5146066","","21","0","0","","vo_apg"
"えっ？\nえーっとえーっと\nこの観覧車なんかどうでしょう？\nぼっち専用ではないですけど…","1","66053","0","5146066","0","11","10","1","0","130911"
"","","66054","","5146066","","91","","","","0"
"idle_normal_noface","","66055","","5146066","0.2","3","1","","","130911"
"idle_normal_kururu","","66056","","5146066","0.2","3","1","","","98"
"guts2_in_surprise2","1","66057","","5146066","0.2","3","0","guts2_talk_surprise2","0","104011"
"vo_apg_0607","","66058","","5146066","","21","0","0","","vo_apg"
"の、乗ります！\nぼっち料金でもいいので\n乗せてくださいぃ！","1","66059","0","5146066","0","11","10","1","0","104011"
"","","66060","","5146066","","91","","","","0"
"guts2_idle_surprise2","","66061","","5146066","0.2","3","1","","","104011"
"joy_talk_dere","","66062","","5146066","0.2","3","1","","","130911"
"joy_talk","","66063","","5146066","0.2","3","1","","","98"
"vo_apg_0608","","66064","","5146066","","21","0","0","","vo_apg"
"別に料金は変わりませんので…\n気が済むまでお乗りください♪","1","66065","0","5146066","0","11","10","1","0","130911"
"","","66066","","5146066","","91","","","","0"
"0","","66067","","5146066","","22","","","","0"
"hello","1","66068","","5146066","0.4","3","0","idle_normal_joy","0.1","130911"
"walk_jog_dere","","66069","","5146066","0.2","3","1","","","104011"
"-50","0","66070","","5146066","","2","-278","2","","104011"
"0","","66071","","5146066","","93","","","","1"
"1","","66072","","5146066","","32","","","","2"
"0","","66073","","5146066","","93","","","","1.5"
"0","0","66074","","5146066","","2","-480","0","","104011"
"empty","","66075","","5146066","0","3","1","","","104011"
"scale15","","66076","","5146066","","37","","","","20"
"fade_out","","66077","","5146066","","37","","","","2"
"1","","66078","","5146066","","32","","","","13"
"0","","66079","","5146066","","93","","","","2"
"vo_apg_0609","","66080","","5146066","","21","0","0","","vo_apg"
"0609_in","","66081","","5146066","0","3","0","","","22"
"1","","66082","","5146066","","93","","","","2.2"
"0609_mid","","66083","","5146066","0","3","0","","","22"
"","","66084","","5146066","","92","","","",""
"0609_out","","66085","","5146066","0","3","0","","","22"
"0","","66086","","5146066","","93","","","","0.2"
"-132","0","66087","","5146066","","2","-79","0","","20"
"vo_apg_0610","","66088","","5146066","","21","0","0","","vo_apg"
"0610_in","","66089","","5146066","0","3","0","","","22"
"1","","66090","","5146066","","93","","","","2.2"
"0610_mid","","66091","","5146066","0","3","0","","","22"
"","","66092","","5146066","","92","","","",""
"0610_out","","66093","","5146066","0","3","0","","","22"
"0","","66094","","5146066","","93","","","","0.2"
"vo_apg_0611","","66095","","5146066","","21","0","0","","vo_apg"
"0611_in","","66096","","5146066","0","3","0","","","22"
"1","","66097","","5146066","","93","","","","2.3"
"0611_mid","","66098","","5146066","0","3","0","","","22"
"","","66099","","5146066","","92","","","",""
"0611_out","","66100","","5146066","0","3","0","","","22"
"0","","66101","","5146066","","93","","","","0.2"
"0","","66102","","5146066","","22","","","","0"
"empty","","66103","","5146066","0","3","1","","","104011"
"fade_in","","66104","","5146066","","37","","","","2"
"0","","66105","","5146066","","93","","","","1"
"0","","66106","","5146066","","32","","","","13"
"fade_out","","66107","","5146066","","37","","","","2"
"kururu_wish_talk_surprise_lookup","","66108","","5146066","0","3","1","","","130911"
"0","","66109","","5146066","","93","","","","1"
"kururu_wish_talk_surprise_lookup","1","66110","","5146066","0.2","3","0","kururu_surprise_talk_joy","0.2","130911"
"vo_apg_0612","","66111","","5146066","","21","0","0","","vo_apg"
"どうでしたか～？\nって、そのまま二周目ですか？\nふふっ、ずいぶんと気に入ってくれた\nみたいでうれしいですです♪","1","66112","0","5146066","0","11","10","1","0","130911"
"","","66113","","5146066","","91","","","","0"
"0","","66114","","5146066","","22","","","","0"
"fade_in","","66115","","5146066","","37","","","","2"
"0","","66116","","5146066","","93","","","","1"
"scale1","","66117","","5146066","","37","","","","20"
"blackroom_in","","66118","","5146066","","37","","","","2"
"20","9","66119","","5146066","10","121","1.15","1.15","","0"
"27","0","66120","","5146066","","2","-248","0","","104011"
"27","0","66121","","5146066","","2","-248","0","","99"
"aoi_satori_in","","66122","","5146066","0","3","1","","","104011"
"aoi_satori_in","","66123","","5146066","0","3","1","","","99"
"0","","66124","","5146066","","93","","","","0.5"
"vo_apg_0613","","66125","","5146066","","21","0","0","","vo_apg"
"ふふ…ふふふふふ…\nああ、これが悟り…！","1","66126","1","5146066","0","11","4","0","0","104011"
"","","66127","","5146066","","93","","","","3"
"1","","66128","","5146066","","32","","","","19"
"se_10055900_satori","","66129","","5146066","","23","0","","","se_10055900"
"","","66130","","5146066","","93","","","","0.5"
"aoi_satori_mid","1","66131","","5146066","0.2","3","0","aoi_satori_loop","0","104011"
"aoi_satori_mid","1","66132","","5146066","0.2","3","0","aoi_satori_loop","0","99"
"0","","66133","","5146066","","93","","","","4"
"","","66134","","5146066","","92","","","",""
"","","66135","","5146066","","101","","","","66136"
"0.2","","66136","","5146066","","22","","","","0"
"106611","-288","67001","idle_normal","5146067","1.8","1","106","-385","0","1"
"1066","-288","67002","idle_normal","5146067","1.8","5","107","-385","0","3"
"106511","-278","67003","idle_normal","5146067","1.8","1","103","-225","0","1"
"1065","-278","67004","idle_normal","5146067","1.8","5","104","-225","0","2"
"131011","-278","67005","idle_normal","5146067","1.8","1","100","290","1","1"
"206","","67006","","5146067","","13","","","","106611"
"203","","67007","","5146067","","13","","","","106511"
"200","","67008","","5146067","","13","","","","131011"
"9","-174","67009","idle","5146067","0.85","5","15","0","0","9"
"201","71","67010","empty","5146067","1","5","210","-292","0","20"
"202","71","67011","empty","5146067","1","5","210","-61","0","20"
"22","-43","67012","empty","5146067","1","5","210","126","0","22"
"21","94","67013","empty","5146067","1","5","60","0","0","21"
"1","1","67014","","5146067","1","31","0","0","","1"
"2","1","67015","","5146067","0","31","0","-57.7","","2"
"10","1","67016","","5146067","0","31","0","0","","10"
"20","1","67017","","5146067","1","31","0","0","","20"
"106611","","67018","","5146067","","36","","","","20"
"106511","","67019","","5146067","","36","","","","20"
"201","","67020","","5146067","","36","","","","20"
"202","","67021","","5146067","","36","","","","20"
"22","","67022","","5146067","","36","","","","20"
"0","","67023","","5146067","","91","","","","0"
"0","","67024","","5146067","","102","0","","","0"
"0","","67025","","5146067","","93","","","","1"
"talk_normal_noface","","67026","","5146067","0.2","3","1","","","106511"
"talk_normal_kaya","","67027","","5146067","0.2","3","1","","","1065"
"vo_apg_0701","","67028","","5146067","","21","0","0","","vo_apg"
"イノリー\n次はこれ乗ってみようぜ","1","67029","0","5146067","0","11","10","1","0","106511"
"","","67030","","5146067","","91","","","","0"
"idle_normal_look","","67031","","5146067","0.2","3","1","","","106511"
"idle_normal_look","","67032","","5146067","0.2","3","1","","","1065"
"cool_in_sad","1","67033","","5146067","0.2","3","0","cool_talk_sad","0","106611"
"cool_in_sad","1","67034","","5146067","0.2","3","0","cool_talk_sad","0","1066"
"vo_apg_0702","","67035","","5146067","","21","0","0","","vo_apg"
"コーヒーカップぅ～？\nなんかガキっぽすぎやしないですかね？","1","67036","0","5146067","0","11","10","1","0","106611"
"","","67037","","5146067","","91","","","","0"
"cool_idle","","67038","","5146067","0.2","3","1","","","106611"
"cool_idle","","67039","","5146067","0.2","3","1","","","1066"
"idle_normal","","67040","","5146067","0.2","3","1","","","106511"
"idle_normal","","67041","","5146067","0.2","3","1","","","1065"
"joy_talk_normal","","67042","","5146067","0.2","3","1","","","131011"
"vo_apg_0703","","67043","","5146067","","21","0","0","","vo_apg"
"このアトラクション、大人気どすえ♪\n最高回転記録を出すために\nみなはんシノギを削ってはるんや♪","1","67044","0","5146067","0","11","10","1","0","131011"
"","","67045","","5146067","","91","","","","0"
"idle_normal","","67046","","5146067","0.2","3","1","","","131011"
"doya_in_normal","1","67047","","5146067","0.2","3","0","doya_talk_normal","0","106511"
"doya_in_normal","1","67048","","5146067","0.2","3","0","doya_talk_normal","0","1065"
"vo_apg_0704","","67049","","5146067","","21","0","0","","vo_apg"
"へえ、それじゃ最高回転記録っての、\n塗り替えてやろうじゃねえか。\nマホさん、ちゃんと数えといてくれよ！","1","67050","0","5146067","0","11","10","1","0","106511"
"","","67051","","5146067","","91","","","","0"
"doya_idle_normal","","67052","","5146067","0.2","3","1","","","106511"
"doya_idle_normal","","67053","","5146067","0.2","3","1","","","1065"
"wish_talk_joy","","67054","","5146067","0.2","3","1","","","131011"
"vo_apg_0705","","67055","","5146067","","21","0","0","","vo_apg"
"は～い♪\nまかしておくれやす～","1","67056","0","5146067","0","11","10","1","0","131011"
"","","67057","","5146067","","91","","","","0"
"0","","67058","","5146067","","22","","","","0"
"hello","1","67059","","5146067","0.4","3","0","idle_normal","0.1","131011"
"walk_yareyare","","67060","","5146067","0.4","3","1","","","106611"
"walk_yareyare","","67061","","5146067","0.4","3","1","","","1066"
"walk_kyapi","","67062","","5146067","0.2","3","1","","","106511"
"walk_kyapi","","67063","","5146067","0.2","3","1","","","1065"
"-194","0","67064","","5146067","","2","-288","2","","106611"
"-194","0","67065","","5146067","","2","-288","2","","1066"
"-34","0","67066","","5146067","","2","-278","2","","106511"
"-34","0","67067","","5146067","","2","-278","2","","1065"
"0","","67068","","5146067","","93","","","","1"
"1","","67069","","5146067","","32","","","","2"
"0","","67070","","5146067","","93","","","","1.5"
"se_10055900_coffee_01","","67071","","5146067","","23","1","","","se_10055900"
"-126","0","67072","","5146067","","2","-331","0","","106611"
"-126","0","67073","","5146067","","2","-331","0","","1066"
"126","0","67074","","5146067","","2","-331","0","","106511"
"126","0","67075","","5146067","","2","-331","0","","1065"
"scale15","","67076","","5146067","","37","","","","20"
"vo_apg_0706","","67077","","5146067","","21","0","0","","vo_apg"
"0706_in","","67078","","5146067","0","3","0","","","22"
"1","","67079","","5146067","","93","","","","3"
"0706_mid","","67080","","5146067","0","3","0","","","22"
"","","67081","","5146067","","92","","","",""
"0706_out","","67082","","5146067","0","3","0","","","22"
"0","","67083","","5146067","","93","","","","0.2"
"-126","0","67084","","5146067","","2","-43","0","","22"
"vo_apg_0707","","67085","","5146067","","21","0","0","","vo_apg"
"0707_in","","67086","","5146067","0","3","0","","","22"
"1","","67087","","5146067","","93","","","","3.7"
"0707_mid","","67088","","5146067","0","3","0","","","22"
"","","67089","","5146067","","92","","","",""
"0707_out","","67090","","5146067","0","3","0","","","22"
"0","","67091","","5146067","","93","","","","0.2"
"0","","67092","","5146067","","93","","","","0.1"
"1","","67093","","5146067","","32","","","","10"
"horizontal","","67094","","5146067","","37","","","","10"
"0.3","","67095","","5146067","","24","","","","se_10055900_coffee_01"
"se_10055900_coffee_02","","67096","","5146067","","23","1","","","se_10055900"
"179","0","67097","","5146067","","2","-12","0","","202"
"scale1","","67098","","5146067","","37","","","","20"
"30","","67099","","5146067","","122","0.5","","","30"
"vo_apg_0708","","67100","","5146067","","21","0","0","","vo_apg"
"0708_in","","67101","","5146067","0","3","0","","","202"
"1","","67102","","5146067","","93","","","","1.8"
"0708_mid","","67103","","5146067","0","3","0","","","202"
"","","67104","","5146067","","92","","","",""
"0708_out","","67105","","5146067","0","3","0","","","202"
"0","","67106","","5146067","","93","","","","0.2"
"-237","0","67107","","5146067","","2","71","0","","201"
"scale15","","67108","","5146067","","37","","","","20"
"vo_apg_0709","","67109","","5146067","","21","0","0","","vo_apg"
"0709_in","","67110","","5146067","0","3","0","","","22"
"1","","67111","","5146067","","93","","","","2.3"
"0709_mid","","67112","","5146067","0","3","0","","","22"
"","","67113","","5146067","","92","","","",""
"0709_out","","67114","","5146067","0","3","0","","","22"
"0","","67115","","5146067","","93","","","","0.2"
"0","","67116","","5146067","","93","","","","0.1"
"scale1","","67117","","5146067","","37","","","","20"
"0","0","67118","","5146067","","2","-12","0","","202"
"30","","67119","","5146067","","122","0.5","","","30"
"vo_apg_0710","","67120","","5146067","","21","0","0","","vo_apg"
"0710_in","","67121","","5146067","0","3","0","","","202"
"1","","67122","","5146067","","93","","","","2.2"
"0710_mid","","67123","","5146067","0","3","0","","","202"
"","","67124","","5146067","","92","","","",""
"0710_out","","67125","","5146067","0","3","0","","","202"
"0","","67126","","5146067","","93","","","","0.2"
"0","","67127","","5146067","","22","","","","0"
"empty","","67128","","5146067","0","3","0","","","202"
"0","","67129","","5146067","","32","","","","10"
"0","","67130","","5146067","","93","","","","1"
"0.5","","67131","","5146067","","24","","","","se_10055900_coffee_02"
"see_guru","","67132","","5146067","0","3","1","","","131011"
"empty","","67133","","5146067","0.2","3","1","","","106611"
"empty","","67134","","5146067","0.2","3","1","","","1066"
"-104","0","67135","","5146067","","2","-195","0","","106611"
"-104","0","67136","","5146067","","2","-195","0","","1066"
"iris_out","","67137","","5146067","","37","","","","2"
"-129","0","67138","","5146067","","2","-278","0","","106511"
"-129","0","67139","","5146067","","2","-278","0","","1065"
"walk_normal_doya","","67140","","5146067","0.2","3","1","","","106511"
"walk_normal_doya","","67141","","5146067","0.2","3","1","","","1065"
"-290","0","67142","","5146067","","2","-278","2","","106511"
"-290","0","67143","","5146067","","2","-278","2","","1065"
"-290","0","67144","","5146067","","2","21","0","","202"
"1","","67145","","5146067","","4","","","","106511"
"1","","67146","","5146067","","4","","","","1065"
"0","","67147","","5146067","","93","","","","2"
"0","","67148","","5146067","","4","","","","106511"
"0","","67149","","5146067","","4","","","","1065"
"cool_idle_doya","","67150","","5146067","0.2","3","1","","","106511"
"cool_idle_doya","0","67151","","5146067","0.2","3","1","","","1065"
"0","","67152","","5146067","","93","","","","0.2"
"cool_in_nobi","1","67153","","5146067","0.2","3","0","cool_talk_dere","0","106511"
"cool_in_nobi","1","67154","","5146067","0.2","3","0","cool_talk_dere","0","1065"
"vo_apg_0711","","67155","","5146067","","21","0","0","","vo_apg"
"ふう…全力で回してやったぜ…\nで、何回だった？","1","67156","0","5146067","0","11","10","1","0","106511"
"","","67157","","5146067","","91","","","","0"
"cool_idle_doya","","67158","","5146067","0.2","3","1","","","106511"
"cool_idle_doya","","67159","","5146067","0.2","3","1","","","1065"
"vo_apg_0712","","67160","","5146067","","21","0","0","","vo_apg"
"くるくるくる～\n見てるこっちも目が回ってもうて\n分からへんかったわ～","1","67161","0","5146067","0","11","10","1","0","131011"
"","","67162","","5146067","","91","","","","0"
"maho_idle_normal_in","1","67163","","5146067","0.5","3","0","idle_normal_shy","0","131011"
"cool_talk_surprise","1","67164","","5146067","0.2","3","0","surprise_talk_search","0.3","106511"
"cool_talk_surprise","1","67165","","5146067","0.2","3","0","surprise_talk_search","0.3","1065"
"vo_apg_0713","","67166","","5146067","","21","0","0","","vo_apg"
"そっか…\nなーイノリ、お前数えて…あれ？\nそういやぁイノリはどこだ？","1","67167","0","5146067","0","11","10","1","0","106511"
"","","67168","","5146067","","91","","","","0"
"surprise_idle_talk1R","","67169","","5146067","0.3","3","1","","","106511"
"surprise_idle_talk1R","","67170","","5146067","0.3","3","1","","","1065"
"sad_talk","","67171","","5146067","0.2","3","1","","","131011"
"vo_apg_0714","","67172","","5146067","","21","0","0","","vo_apg"
"イノリはんなら、\n吹き飛ばされてあそこに…","1","67173","0","5146067","0","11","10","1","0","131011"
"","","67174","","5146067","","91","","","","0"
"sad_idle_lookup","","67175","","5146067","0.2","3","1","","","131011"
"surprise_idle_noface_lookup","","67176","","5146067","0.2","3","1","","","106511"
"surprise_idle_kaya_lookup","","67177","","5146067","0.2","3","1","","","1065"
"coffee_1_in","1","67178","","5146067","0","3","0","coffee_1_loop","0","21"
"se_10055900_photo","","67179","","5146067","","23","0","","","se_10055900"
"0","","67180","","5146067","","93","","","","0.5"
"0","0","67181","","5146067","","2","0","0","","201"
"vo_apg_0715","","67182","","5146067","","21","0","0","","vo_apg"
"うう…もう、ダメです…\nカヤぴぃの…脳筋、回転、バカ…\nガクッ！","1","67183","0","5146067","0","11","10","1","0","106611"
"","","67184","","5146067","","91","","","","0"
"coffee_1_out","","67185","","5146067","0","3","0","","","21"
"se_10055900_down","","67186","","5146067","","23","0","","","se_10055900"
"0","","67187","","5146067","","93","","","","0.7"
"sad_idle_sad2_lookup","","67188","","5146067","0.2","3","1","","","131011"
"surprise3_in_lookup","1","67189","","5146067","0.2","3","0","surprise3_loop_lookup","0","106511"
"surprise3_in_lookup","1","67190","","5146067","0.2","3","0","surprise3_loop_lookup","0","1065"
"vo_apg_0716","","67191","","5146067","","21","0","0","","vo_apg"
"30","","67192","","5146067","","122","0.5","","","30"
"0716_in","","67193","","5146067","0","3","0","","","202"
"1","","67194","","5146067","","93","","","","1.2"
"0716_mid","","67195","","5146067","0","3","0","","","202"
"","","67196","","5146067","","92","","","",""
"0716_out","","67197","","5146067","0","3","0","","","202"
"","","67198","","5146067","","91","","","","0"
"","","67199","","5146067","","101","","","","67200"
"0.2","","67200","","5146067","","22","","","","0"
"105811","-288","68001","idle_normal_eating_noface","5146068","1.8","1","106","-385","0","1"
"1058","-288","68002","idle_normal_eating_peko","5146068","1.8","5","107","-385","0","6"
"106011","-278","68003","idle_normal","5146068","1.8","1","100","-225","0","1"
"1060","-278","68004","idle_normal","5146068","1.8","5","101","-225","0","4"
"130911","-278","68005","idle_normal_noface","5146068","1.8","1","103","225","1","1"
"97","-278","68006","idle_normal_kururu","5146068","1.8","5","104","225","1","1"
"206","","68007","","5146068","","13","","","","105811"
"200","","68008","","5146068","","13","","","","106011"
"203","","68009","","5146068","","13","","","","130911"
"9","-174","68010","idle","5146068","0.85","5","15","0","0","9"
"20","71","68011","empty","5146068","1","5","210","-132","0","20"
"21","153","68012","empty","5146068","1","5","60","0","0","21"
"1","1","68013","","5146068","1","31","0","0","","1"
"0","","68014","","5146068","","91","","","","0"
"0","","68015","","5146068","","102","0","","","0"
"0","","68016","","5146068","","93","","","","1"
"kururu_guid_in","1","68017","","5146068","0.2","3","0","kururu_guid_talk","0","130911"
"kururu_guid_in","1","68018","","5146068","0.2","3","0","kururu_guid_talk","0","97"
"vo_apg_0801","","68019","","5146068","","21","0","0","","vo_apg"
"こちらはコーヒーカップです♪\n真ん中のハンドルを回すと\nカップがくるくると…","1","68020","0","5146068","0","11","10","1","0","130911"
"","","68021","","5146068","","91","","","","0"
"kururu_guid_idle","","68022","","5146068","0.2","3","1","","","130911"
"kururu_guid_idle","","68023","","5146068","0.2","3","1","","","97"
"coffee_3_in","1","68024","","5146068","0","3","0","coffee_3_loop","0","21"
"se_10055900_photo","","68025","","5146068","","23","0","","","se_10055900"
"peko_notice_in","1","68026","","5146068","0.2","3","0","peko_notice_idle","0","105811"
"peko_notice_in","1","68027","","5146068","0.2","3","0","peko_notice_idle","0","1058"
"cool_talk_surprise_lookup","","68028","","5146068","0.2","3","1","","","106011"
"cool_talk_surprise_lookup","","68029","","5146068","0.2","3","1","","","1060"
"vo_apg_0802","","68030","","5146068","","21","0","0","","vo_apg"
"真ん中にハンドルなんかないけど？","1","68031","0","5146068","0","11","10","1","0","106011"
"","","68032","","5146068","","91","","","","0"
"cool_idle_talkR","","68033","","5146068","0.2","3","1","","","106011"
"cool_idle_talkR","","68034","","5146068","0.2","3","1","","","1060"
"hawawa_lookup","1","68035","","5146068","0.2","3","0","anger_talk_surprise2_lookup","0.2","130911"
"hawawa","","68036","","5146068","0.2","3","1","","","97"
"vo_apg_0803","","68037","","5146068","","21","0","0","","vo_apg"
"ほえっ！？　そんなそんな…\nあ、ほんとにないですます！？\nどこいったんでしょ～っ！？","1","68038","0","5146068","0","11","10","1","0","130911"
"","","68039","","5146068","","91","","","","0"
"coffee_3_out","","68040","","5146068","0","3","0","","","21"
"anger_idle_sad","","68041","","5146068","0.2","3","1","","","130911"
"sad_idle_noface","","68042","","5146068","0.2","3","1","","","105811"
"sad_idle_peko_in","1","68043","","5146068","0.2","3","1","sad_idle_peko_loop","0","1058"
"vo_apg_0804","","68044","","5146068","","21","0","0","","vo_apg"
"…………","1","68045","0","5146068","0","11","10","1","0","105811"
"","","68046","","5146068","","91","","","","0"
"1","","68047","","5146068","","4","","","","106011"
"1","","68048","","5146068","","4","","","","1060"
"idle_normal_surprise","","68049","","5146068","0.2","3","1","","","130911"
"shock_loop_doteyes","","68050","","5146068","0.2","3","1","","","106011"
"shock_loop_doteyes","","68051","","5146068","0.2","3","1","","","1060"
"peko_bowbowbow_in","1","68052","","5146068","0.2","3","0","peko_bowbowbow_loop","0","105811"
"peko_bowbowbow_in","1","68053","","5146068","0.2","3","0","peko_bowbowbow_loop","0","1058"
"vo_apg_0805","","68054","","5146068","","21","0","0","","vo_apg"
"すみません～っ！！","1","68055","0","5146068","0","11","10","1","0","105811"
"","","68056","","5146068","","91","","","","0"
"anger_talk_shy","","68057","","5146068","0.2","3","1","","","106011"
"anger_talk_shy","","68058","","5146068","0.2","3","1","","","1060"
"vo_apg_0806","","68059","","5146068","","21","0","0","","vo_apg"
"あんた食べたの！？\n何やってんのよ～！？","1","68060","0","5146068","0","11","10","1","0","106011"
"","","68061","","5146068","","91","","","","0"
"anger_idle_shy","","68062","","5146068","0.2","3","1","","","106011"
"anger_idle_shy","","68063","","5146068","0.2","3","1","","","1060"
"tahaha_in","1","68064","","5146068","0.2","3","0","tahaha_talk","0","105811"
"tahaha_in","1","68065","","5146068","0.2","3","0","tahaha_talk","0","1058"
"vo_apg_0807","","68066","","5146068","","21","0","0","","vo_apg"
"まさかハンドルなんて思わなくって…\n軽食にドーナツを用意して\nいただいてると思って、\nおいしくいただいちゃいましたぁ…","1","68067","0","5146068","0","11","10","1","0","105811"
"","","68068","","5146068","","91","","","","0"
"tahaha_idle","","68069","","5146068","0.2","3","1","","","105811"
"tahaha_idle","","68070","","5146068","0.2","3","1","","","1058"
