484e350b06b7b61db6b2b88c00d036774bd7744a1e7b81df8522c916350c0831,283e10338d86519f9521b38f252659fce02febdcedd26b7eff92fa3844e26532,4a97e33b0213b97ce6f219e5a36bdedf48d8318c381345e26025afe80bc5eea1,1e87237963fc2b49c77476ca62676438fc512458a97c005d9e74ae6caf501bcd,c6f1b728f3e8de746f3560c227515f72c497a218f580cfa857c0c6b4f0e59e92,3e5475b95efefb4f3d75c4275e9894d84e3dafa11cabf0d86c5b74d1f610794b,42f4928e72fc61c74f5ec56c56ac7109fc4f407e3ef1faac9be56a4ed5eac0af,f8cf7734732c85a23c5633f437c472073d41e78bc8f113b7dae1ca77fda5778f,5a8d9e1503e7589407334397ecdf60f2121b39c4362d17ebbd0f586217e1cce9,ba618bcdec8794aaffb0c7f7b8569478da90cfadc9c0408cb179c34312d54c08,3aefde05799987c7fa0a5be40df63e2057d1ed864c32eeb0631eaa6342092ea0,dd63ccdcb91195e64704e4b38d9d7a512796501a30c78cd8140c089273786d28,f1cc9bf24fbf4ea920f25952e6cdca7c1f5026eedb6e2526b1c45ed704eafc94,8f083b6b4edca7f4f1e31b5ca5adac7da40bf64cf467e7a6fc4eb9c32e50424f,1b8debf669ac0ef3b5a9d1c73cacb0a3185471742aae773acce750e2b0032409,cd9c35c77e11bb59671ea0512cf5cfff1d8c9198462c96c0393dbcdd594019c5,77c83ba0dc62098d7821914f7e0a2d0a8ae6eeab2523d4b239f84c35b31360e4,29ebc5d8778eded9db82a16578f46db7c40a189c4d75b0555c7de4cca54ef00e,85120ff60bdcd325c2e560e174b81408e335481e2590c19093f024824b6500a9,38a836b5a78905ab34f963439f32b64de1bb9aaa3dc1020e48b07baa901c57bf,3b900a56682e080b3855402a2b97176a61f9dafb24b4d83593028133d7aa4358,8bac3055090d58b2831a0bf77516c562b1c0cbde5ff67f9dfcfb3b1875f5415f,ef16951c9180632ef3626562de2cbdbb18c0f741a55cae65c6eefcf2ee4024d9,c52a1ba3fd6850f7bfa5616275aa48dc2fb04c9b63fe60f937aa7a1c7c4667b6,50ab20e11fd6f4bb1e4af7d6e9b02d21dc9d9917cd9247caf334f23197c7555f,fafdbd8c3e840757a2afc8504e27182a47d6dc55dfbc26e5558ea491817cbbd2,3c8a6f559dca3ff81ae03ab442720e39f1f2bfbaed9b1823cd50ad25f7053183,e22d6b5b709a5d74483abeaec5ac3aa976f2c08d063ea950fb1d96e170836da4,ad65839024c8d3095f779cae7daab01f6699008f52aeeb7f853f671fd68d4a1a,e4d63e367eb3b12038ef13808022d23e4ad841d876918e3d18c2236a48dda448,aeef5418b05b72eb1756bb40b9250bb4c8413f433bb04777115eb32071f660b4,0ff4e2ce9c7a924030314575025804b6966619d7afccc108bc36ed96e67a51ad,884596ff252a79bde0499953af510228b087d0b4a60beb78817c8f95bec1e552,c78cec1e939b6e32849b7fe662e092679f899474788616a4da8a0df00971feb6,3a67a83d001bc5296d5e0725bea22702f4d5322f7687d5d14566d49c6535f277,5e6a6f9bc0827e7335d387adf7ca96539c5dcf798a71e52b02f4a95215af2b42,27a85876258f98df1a4e947849ee718562f6fd51759bcce879d583d2987e8144,5fbfb980522ec44afbbc6cbf2c316c2598f77bd651c9843c63ed3c7aed3ede6e,5c6459f386907cd94814c273fe295c87d3e2275d049be3b8064f52ff5a6b93e2,07f4d902ceaed07e233b186741b9a3799ea19d778521bfe6f1df14b6368c6995
"37","37","0","37","37","0","1","0","37","622","37","37","0","37","0","37","0","37","0","37","37","0","0","7553","200000001","37","37","30","1","10","37","202200","10","37","30","40","1","0","37","670220037"
"38","38","0","38","38","0","1","0","38","623","38","38","0","38","0","38","0","38","0","38","38","0","0","7925","200000001","38","38","35","1","10","38","202200","10","38","30","47","1","0","38","670220038"
"39","39","0","39","39","0","1","0","39","724","39","39","0","39","0","39","0","39","0","39","39","0","0","9670","200000001","39","39","35","1","10","39","202200","10","39","30","48","1","0","39","670220039"
"40","40","0","40","40","0","1","0","40","825","40","40","0","40","0","40","0","40","0","40","40","0","0","11416","200000001","40","40","36","1","10","40","202200","10","40","30","48","1","0","40","670220040"
"41","41","0","41","41","0","1","0","41","926","41","41","0","41","0","41","0","41","0","41","41","0","0","13161","200000001","41","41","36","1","10","41","202200","10","41","30","49","1","0","41","670220041"
"42","42","0","42","42","0","1","0","42","1008","42","42","0","42","0","42","0","42","0","42","42","0","0","13352","200000001","42","42","38","1","10","42","202200","10","42","30","51","1","0","42","670220042"
"43","43","0","43","43","0","1","0","43","1079","43","43","0","43","0","43","0","43","0","43","43","0","0","14137","200000001","43","43","39","1","10","43","202200","10","43","30","52","1","0","43","670220043"
"44","44","0","44","44","0","1","0","44","1150","44","44","0","44","0","44","0","44","0","44","44","0","0","14921","200000001","44","44","40","1","10","44","202200","10","44","30","53","1","0","44","670220044"
"45","45","0","45","45","0","1","0","45","1185","45","45","0","45","0","45","0","45","0","45","45","0","0","16708","200000001","45","45","40","1","10","45","202200","10","45","30","54","1","0","45","670220045"
"46","46","0","46","46","0","1","0","46","1221","46","46","0","46","0","46","0","46","0","46","46","0","0","17494","200000001","46","46","41","1","10","46","202200","10","46","30","55","1","0","46","670220046"
"47","47","0","47","47","0","1","0","47","1256","47","47","0","47","0","47","0","47","0","47","47","0","0","18781","200000001","47","47","41","1","10","47","202200","10","47","30","55","1","0","47","670220047"
"48","48","0","48","48","0","1","0","48","1291","48","48","0","48","0","48","0","48","0","48","48","0","0","20067","200000001","48","48","41","1","10","48","202200","10","48","30","56","1","0","48","670220048"
"49","49","0","49","49","0","1","0","49","1379","49","49","0","49","0","49","0","49","0","49","49","0","0","22519","200000001","49","49","45","1","10","49","202200","10","49","30","61","1","0","49","670220049"
"50","50","0","50","50","0","1","0","50","1468","50","50","0","50","0","50","0","50","0","50","50","0","0","24972","200000001","50","50","48","1","10","50","202200","10","50","30","68","1","0","50","670220050"
"51","51","0","51","51","0","1","0","51","1556","51","51","0","51","0","51","0","51","0","51","51","0","0","27423","200000001","51","51","51","1","10","51","202200","10","51","30","73","1","0","51","670220051"
"52","52","0","52","52","0","1","0","52","1644","52","52","0","52","0","52","0","52","0","52","52","0","0","29876","200000001","52","52","55","1","10","52","202200","10","52","30","78","1","0","52","670220052"
"53","53","0","53","53","0","1","0","53","1733","53","53","0","53","0","53","0","53","0","53","53","0","0","32328","200000001","53","53","59","1","10","53","202200","10","53","30","84","1","0","53","670220053"
"54","54","0","54","54","0","1","0","54","1821","54","54","0","54","0","54","0","54","0","54","54","0","0","34780","200000001","54","54","62","1","10","54","202200","10","54","30","90","1","0","54","670220054"
"55","55","0","55","55","0","1","0","55","1910","55","55","0","55","0","55","0","55","0","55","55","0","0","37233","200000001","55","55","66","1","10","55","202200","10","55","30","95","1","0","55","670220055"
"56","56","0","56","56","0","1","0","56","1998","56","56","0","56","0","56","0","56","0","56","56","0","0","39684","200000001","56","56","70","1","10","56","202200","10","56","30","100","1","0","56","670220056"
"57","57","0","57","57","0","1","0","57","2086","57","57","0","57","0","57","0","57","0","57","57","0","0","42137","200000001","57","57","72","1","10","57","202200","10","57","30","107","1","0","57","670220057"
"58","58","0","58","58","0","1","0","58","2175","58","58","0","58","0","58","0","58","0","58","58","0","0","44589","200000001","58","58","76","1","10","58","202200","10","58","30","112","1","0","58","670220058"
"59","59","0","59","59","0","1","0","59","2263","59","59","0","59","0","59","0","59","0","59","59","0","0","47042","200000001","59","59","80","1","10","59","202200","10","59","30","117","1","0","59","670220059"
"60","60","0","60","60","0","1","0","60","2351","60","60","0","60","0","60","0","60","0","60","60","0","0","49494","200000001","60","60","83","1","10","60","202200","10","60","30","124","1","0","60","670220060"
"61","61","0","61","61","0","1","0","61","2440","61","61","0","61","0","61","0","61","0","61","61","0","0","51945","200000001","61","61","87","1","10","61","202200","10","61","30","129","1","0","61","670220061"
"62","62","0","62","62","0","1","0","62","2468","62","62","0","62","0","62","0","62","0","62","62","0","0","52136","200000001","62","62","88","1","10","62","202200","10","62","30","130","1","0","62","670220062"
"63","63","0","63","63","0","1","0","63","2496","63","63","0","63","0","63","0","63","0","63","63","0","0","52327","200000001","63","63","88","1","10","63","202200","10","63","30","131","1","0","63","670220063"
"64","64","0","64","64","0","1","0","64","2524","64","64","0","64","0","64","0","64","0","64","64","0","0","52518","200000001","64","64","89","1","10","64","202200","10","64","30","132","1","0","64","670220064"
"65","65","0","65","65","0","1","0","65","2552","65","65","0","65","0","65","0","65","0","65","65","0","0","52709","200000001","65","65","90","1","10","65","202200","10","65","30","133","1","0","65","670220065"
"66","66","0","66","66","0","1","0","66","2580","66","66","0","66","0","66","0","66","0","66","66","0","0","52900","200000001","66","66","91","1","10","66","202200","10","66","30","134","1","0","66","670220066"
"67","67","0","67","67","0","1","0","67","2608","67","67","0","67","0","67","0","67","0","67","67","0","0","53091","200000001","67","67","91","1","10","67","202200","10","67","30","135","1","0","67","670220067"
"68","68","0","68","68","0","1","0","68","2635","68","68","0","68","0","68","0","68","0","68","68","0","0","53282","200000001","68","68","92","1","10","68","202200","10","68","30","136","1","0","68","670220068"
"69","69","0","69","69","0","1","0","69","2663","69","69","0","69","0","69","0","69","0","69","69","0","0","53473","200000001","69","69","93","1","10","69","202200","10","69","30","137","1","0","69","670220069"
"70","70","0","70","70","0","1","0","70","2691","70","70","0","70","0","70","0","70","0","70","70","0","0","53664","200000001","70","70","94","1","10","70","202200","10","70","30","138","1","0","70","670220070"
"71","71","0","71","71","0","1","0","71","2719","71","71","0","71","0","71","0","71","0","71","71","0","0","53855","200000001","71","71","94","1","10","71","202200","10","71","30","139","1","0","71","670220071"
"1","1","0","1","1","0","1","0","1","55","1","1","0","1","0","1","0","1","0","1","1","0","0","210","200000006","1","1","5","1","10","1","202300","10","1","30","6","1","0","1","670230001"
"2","2","0","2","2","0","1","0","2","61","2","2","0","2","0","2","0","2","0","2","2","0","0","233","200000006","2","2","5","1","10","2","202300","10","2","30","6","1","0","2","670230002"
"3","3","0","3","3","0","1","0","3","64","3","3","0","3","0","3","0","3","0","3","3","0","0","243","200000006","3","3","6","1","10","3","202300","10","3","30","6","1","0","3","670230003"
"4","4","0","4","4","0","1","0","4","71","4","4","0","4","0","4","0","4","0","4","4","0","0","271","200000006","4","4","6","1","10","4","202300","10","4","30","7","1","0","4","670230004"
"5","5","0","5","5","0","1","0","5","74","5","5","0","5","0","5","0","5","0","5","5","0","0","283","200000006","5","5","7","1","10","5","202300","10","5","30","8","1","0","5","670230005"
"6","6","0","6","6","0","1","0","6","77","6","6","0","6","0","6","0","6","0","6","6","0","0","296","200000006","6","6","7","1","10","6","202300","10","6","30","8","1","0","6","670230006"
"7","7","0","7","7","0","1","0","7","110","7","7","0","7","0","7","0","7","0","7","7","0","0","395","200000006","7","7","7","1","10","7","202300","10","7","30","9","1","0","7","670230007"
"8","8","0","8","8","0","1","0","8","127","8","8","0","8","0","8","0","8","0","8","8","0","0","492","200000006","8","8","8","1","10","8","202300","10","8","30","9","1","0","8","670230008"
"9","9","0","9","9","0","1","0","9","139","9","9","0","9","0","9","0","9","0","9","9","0","0","590","200000006","9","9","8","1","10","9","202300","10","9","30","10","1","0","9","670230009"
"10","10","0","10","10","0","1","0","10","144","10","10","0","10","0","10","0","10","0","10","10","0","0","688","200000006","10","10","9","1","10","10","202300","10","10","30","11","1","0","10","670230010"
"11","11","0","11","11","0","1","0","11","148","11","11","0","11","0","11","0","11","0","11","11","0","0","786","200000006","11","11","9","1","10","11","202300","10","11","30","11","1","0","11","670230011"
"12","12","0","12","12","0","1","0","12","153","12","12","0","12","0","12","0","12","0","12","12","0","0","884","200000006","12","12","9","1","10","12","202300","10","12","30","11","1","0","12","670230012"
"13","13","0","13","13","0","1","0","13","171","13","13","0","13","0","13","0","13","0","13","13","0","0","981","200000006","13","13","13","1","10","13","202300","10","13","30","16","1","0","13","670230013"
"14","14","0","14","14","0","1","0","14","171","14","14","0","14","0","14","0","14","0","14","14","0","0","1081","200000006","14","14","13","1","10","14","202300","10","14","30","16","1","0","14","670230014"
"15","15","0","15","15","0","1","0","15","176","15","15","0","15","0","15","0","15","0","15","15","0","0","1178","200000006","15","15","13","1","10","15","202300","10","15","30","17","1","0","15","670230015"
"16","16","0","16","16","0","1","0","16","181","16","16","0","16","0","16","0","16","0","16","16","0","0","1276","200000006","16","16","13","1","10","16","202300","10","16","30","17","1","0","16","670230016"
"17","17","0","17","17","0","1","0","17","248","17","17","0","17","0","17","0","17","0","17","17","0","0","1374","200000006","17","17","13","1","10","17","202300","10","17","30","17","1","0","17","670230017"
"18","18","0","18","18","0","1","0","18","252","18","18","0","18","0","18","0","18","0","18","18","0","0","1681","200000006","18","18","13","1","10","18","202300","10","18","30","17","1","0","18","670230018"
"19","19","0","19","19","0","1","0","19","256","19","19","0","19","0","19","0","19","0","19","19","0","0","1987","200000006","19","19","14","1","10","19","202300","10","19","30","18","1","0","19","670230019"
"20","20","0","20","20","0","1","0","20","259","20","20","0","20","0","20","0","20","0","20","20","0","0","2294","200000006","20","20","14","1","10","20","202300","10","20","30","18","1","0","20","670230020"
"21","21","0","21","21","0","1","0","21","300","21","21","0","21","0","21","0","21","0","21","21","0","0","2328","200000006","21","21","14","1","10","21","202300","10","21","30","18","1","0","21","670230021"
"22","22","0","22","22","0","1","0","22","338","22","22","0","22","0","22","0","22","0","22","22","0","0","2467","200000006","22","22","14","1","10","22","202300","10","22","30","18","1","0","22","670230022"
"23","23","0","23","23","0","1","0","23","377","23","23","0","23","0","23","0","23","0","23","23","0","0","2671","200000006","23","23","14","1","10","23","202300","10","23","30","18","1","0","23","670230023"
"24","24","0","24","24","0","1","0","24","416","24","24","0","24","0","24","0","24","0","24","24","0","0","2709","200000006","24","24","21","1","10","24","202300","10","24","30","29","1","0","24","670230024"
"25","25","0","25","25","0","1","0","25","436","25","25","0","25","0","25","0","25","0","25","25","0","0","3026","200000006","25","25","21","1","10","25","202300","10","25","30","29","1","0","25","670230025"
"26","26","0","26","26","0","1","0","26","456","26","26","0","26","0","26","0","26","0","26","26","0","0","3344","200000006","26","26","21","1","10","26","202300","10","26","30","29","1","0","26","670230026"
"27","27","0","27","27","0","1","0","27","476","27","27","0","27","0","27","0","27","0","27","27","0","0","3661","200000006","27","27","22","1","10","27","202300","10","27","30","29","1","0","27","670230027"
"28","28","0","28","28","0","1","0","28","497","28","28","0","28","0","28","0","28","0","28","28","0","0","3978","200000006","28","28","22","1","10","28","202300","10","28","30","30","1","0","28","670230028"
"29","29","0","29","29","0","1","0","29","517","29","29","0","29","0","29","0","29","0","29","29","0","0","4295","200000006","29","29","22","1","10","29","202300","10","29","30","30","1","0","29","670230029"
"30","30","0","30","30","0","1","0","30","537","30","30","0","30","0","30","0","30","0","30","30","0","0","4612","200000006","30","30","22","1","10","30","202300","10","30","30","30","1","0","30","670230030"
"31","31","0","31","31","0","1","0","31","557","31","31","0","31","0","31","0","31","0","31","31","0","0","4930","200000006","31","31","23","1","10","31","202300","10","31","30","30","1","0","31","670230031"
"32","32","0","32","32","0","1","0","32","577","32","32","0","32","0","32","0","32","0","32","32","0","0","5247","200000006","32","32","23","1","10","32","202300","10","32","30","31","1","0","32","670230032"
"33","33","0","33","33","0","1","0","33","598","33","33","0","33","0","33","0","33","0","33","33","0","0","5564","200000006","33","33","23","1","10","33","202300","10","33","30","31","1","0","33","670230033"
"34","34","0","34","34","0","1","0","34","618","34","34","0","34","0","34","0","34","0","34","34","0","0","5881","200000006","34","34","23","1","10","34","202300","10","34","30","31","1","0","34","670230034"
"35","35","0","35","35","0","1","0","35","638","35","35","0","35","0","35","0","35","0","35","35","0","0","6198","200000006","35","35","24","1","10","35","202300","10","35","30","31","1","0","35","670230035"
"36","36","0","36","36","0","1","0","36","653","36","36","0","36","0","36","0","36","0","36","36","0","0","6253","200000006","36","36","24","1","10","36","202300","10","36","30","32","1","0","36","670230036"
"37","37","0","37","37","0","1","0","37","667","37","37","0","37","0","37","0","37","0","37","37","0","0","6307","200000006","37","37","24","1","10","37","202300","10","37","30","32","1","0","37","670230037"
"38","38","0","38","38","0","1","0","38","681","38","38","0","38","0","38","0","38","0","38","38","0","0","6362","200000006","38","38","24","1","10","38","202300","10","38","30","32","1","0","38","670230038"
"39","39","0","39","39","0","1","0","39","696","39","39","0","39","0","39","0","39","0","39","39","0","0","6416","200000006","39","39","25","1","10","39","202300","10","39","30","32","1","0","39","670230039"
"40","40","0","40","40","0","1","0","40","710","40","40","0","40","0","40","0","40","0","40","40","0","0","8431","200000006","40","40","30","1","10","40","202300","10","40","30","36","1","0","40","670230040"
"41","41","0","41","41","0","1","0","41","724","41","41","0","41","0","41","0","41","0","41","41","0","0","10446","200000006","41","41","35","1","10","41","202300","10","41","30","40","1","0","41","670230041"
"42","42","0","42","42","0","1","0","42","738","42","42","0","42","0","42","0","42","0","42","42","0","0","10590","200000006","42","42","36","1","10","42","202300","10","42","30","41","1","0","42","670230042"
"43","43","0","43","43","0","1","0","43","751","43","43","0","43","0","43","0","43","0","43","43","0","0","10733","200000006","43","43","36","1","10","43","202300","10","43","30","43","1","0","43","670230043"
"44","44","0","44","44","0","1","0","44","765","44","44","0","44","0","44","0","44","0","44","44","0","0","10877","200000006","44","44","37","1","10","44","202300","10","44","30","45","1","0","44","670230044"
"45","45","0","45","45","0","1","0","45","778","45","45","0","45","0","45","0","45","0","45","45","0","0","11021","200000006","45","45","37","1","10","45","202300","10","45","30","47","1","0","45","670230045"
"46","46","0","46","46","0","1","0","46","792","46","46","0","46","0","46","0","46","0","46","46","0","0","11165","200000006","46","46","38","1","10","46","202300","10","46","30","49","1","0","46","670230046"
"47","47","0","47","47","0","1","0","47","1069","47","47","0","47","0","47","0","47","0","47","47","0","0","13835","200000006","47","47","42","1","10","47","202300","10","47","30","58","1","0","47","670230047"
"48","48","0","48","48","0","1","0","48","1087","48","48","0","48","0","48","0","48","0","48","48","0","0","13835","200000006","48","48","44","1","10","48","202300","10","48","30","62","1","0","48","670230048"
"49","49","0","49","49","0","1","0","49","1106","49","49","0","49","0","49","0","49","0","49","49","0","0","13835","200000006","49","49","46","1","10","49","202300","10","49","30","65","1","0","49","670230049"
"50","50","0","50","50","0","1","0","50","1125","50","50","0","50","0","50","0","50","0","50","50","0","0","13835","200000006","50","50","48","1","10","50","202300","10","50","30","69","1","0","50","670230050"
"51","51","0","51","51","0","1","0","51","1008","51","51","0","51","0","51","0","51","0","51","51","0","0","13835","200000006","51","51","48","1","10","51","202300","10","51","30","69","1","0","51","670230051"
"52","52","0","52","52","0","1","0","52","1231","52","52","0","52","0","52","0","52","0","52","52","0","0","14379","200000006","52","52","48","1","10","52","202300","10","52","30","70","1","0","52","670230052"
"53","53","0","53","53","0","1","0","53","1331","53","53","0","53","0","53","0","53","0","53","53","0","0","14379","200000006","53","53","48","1","10","53","202300","10","53","30","70","1","0","53","670230053"
"54","54","0","54","54","0","1","0","54","1331","54","54","0","54","0","54","0","54","0","54","54","0","0","16379","200000006","54","54","49","1","10","54","202300","10","54","30","70","1","0","54","670230054"
"55","55","0","55","55","0","1","0","55","1398","55","55","0","55","0","55","0","55","0","55","55","0","0","17046","200000006","55","55","49","1","10","55","202300","10","55","30","70","1","0","55","670230055"
"56","56","0","56","56","0","1","0","56","1464","56","56","0","56","0","56","0","56","0","56","56","0","0","17712","200000006","56","56","49","1","10","56","202300","10","56","30","70","1","0","56","670230056"
"57","57","0","57","57","0","1","0","57","1531","57","57","0","57","0","57","0","57","0","57","57","0","0","18379","200000006","57","57","49","1","10","57","202300","10","57","30","70","1","0","57","670230057"
"58","58","0","58","58","0","1","0","58","1531","58","58","0","58","0","58","0","58","0","58","58","0","0","18379","200000006","58","58","50","1","10","58","202300","10","58","30","74","1","0","58","670230058"
"59","59","0","59","59","0","1","0","59","1612","59","59","0","59","0","59","0","59","0","59","59","0","0","20762","200000006","59","59","50","1","10","59","202300","10","59","30","74","1","0","59","670230059"
"60","60","0","60","60","0","1","0","60","1742","60","60","0","60","0","60","0","60","0","60","60","0","0","20762","200000006","60","60","52","1","10","60","202300","10","60","30","77","1","0","60","670230060"
"61","61","0","61","61","0","1","0","61","1835","61","61","0","61","0","61","0","61","0","61","61","0","0","23455","200000006","61","61","52","1","10","61","202300","10","61","30","77","1","0","61","670230061"
"62","62","0","62","62","0","1","0","62","1890","62","62","0","62","0","62","0","62","0","62","62","0","0","23967","200000006","62","62","54","1","10","62","202300","10","62","30","78","1","0","62","670230062"
"63","63","0","63","63","0","1","0","63","1945","63","63","0","63","0","63","0","63","0","63","63","0","0","24480","200000006","63","63","56","1","10","63","202300","10","63","30","80","1","0","63","670230063"
"64","64","0","64","64","0","1","0","64","2001","64","64","0","64","0","64","0","64","0","64","64","0","0","24992","200000006","64","64","58","1","10","64","202300","10","64","30","81","1","0","64","670230064"
"65","65","0","65","65","0","1","0","65","2056","65","65","0","65","0","65","0","65","0","65","65","0","0","25504","200000006","65","65","60","1","10","65","202300","10","65","30","83","1","0","65","670230065"
"66","66","0","66","66","0","1","0","66","2111","66","66","0","66","0","66","0","66","0","66","66","0","0","26017","200000006","66","66","62","1","10","66","202300","10","66","30","84","1","0","66","670230066"
"67","67","0","67","67","0","1","0","67","2166","67","67","0","67","0","67","0","67","0","67","67","0","0","26529","200000006","67","67","64","1","10","67","202300","10","67","30","86","1","0","67","670230067"
"68","68","0","68","68","0","1","0","68","2222","68","68","0","68","0","68","0","68","0","68","68","0","0","27042","200000006","68","68","66","1","10","68","202300","10","68","30","87","1","0","68","670230068"
"69","69","0","69","69","0","1","0","69","2277","69","69","0","69","0","69","0","69","0","69","69","0","0","27554","200000006","69","69","68","1","10","69","202300","10","69","30","89","1","0","69","670230069"
"70","70","0","70","70","0","1","0","70","2332","70","70","0","70","0","70","0","70","0","70","70","0","0","28066","200000006","70","70","70","1","10","70","202300","10","70","30","90","1","0","70","670230070"
"71","71","0","71","71","0","1","0","71","2387","71","71","0","71","0","71","0","71","0","71","71","0","0","28579","200000006","71","71","72","1","10","71","202300","10","71","30","92","1","0","71","670230071"
"1","1","0","1","1","0","1","0","1","0","1","1","0","1","0","1","0","1","60","1","1","0","0","534","200000001","1","1","7","1","10","1","202400","10","1","30","3","1","0","1","670240001"
"2","2","0","2","2","0","1","0","2","0","2","2","0","2","0","2","0","2","70","2","2","0","0","549","200000001","2","2","15","1","10","2","202400","10","2","30","3","1","0","2","670240002"
"3","3","0","3","3","0","1","0","3","0","3","3","0","3","0","3","0","3","81","3","3","0","0","563","200000001","3","3","8","1","10","3","202400","10","3","30","4","1","0","3","670240003"
"4","4","0","4","4","0","1","0","4","0","4","4","0","4","0","4","0","4","81","4","4","0","0","563","200000001","4","4","8","1","10","4","202400","10","4","30","4","1","0","4","670240004"
"5","5","0","5","5","0","1","0","5","0","5","5","0","5","0","5","0","5","88","5","5","0","0","567","200000001","5","5","8","1","10","5","202400","10","5","30","4","1","0","5","670240005"
"6","6","0","6","6","0","1","0","6","0","6","6","0","6","0","6","0","6","120","6","6","0","0","596","200000001","6","6","12","1","10","6","202400","10","6","30","6","1","0","6","670240006"
"7","7","0","7","7","0","1","0","7","0","7","7","0","7","0","7","0","7","137","7","7","0","0","670","200000001","7","7","14","1","10","7","202400","10","7","30","7","1","0","7","670240007"
"8","8","0","8","8","0","1","0","8","0","8","8","0","8","0","8","0","8","154","8","8","0","0","746","200000001","8","8","14","1","10","8","202400","10","8","30","7","1","0","8","670240008"
"9","9","0","9","9","0","1","0","9","0","9","9","0","9","0","9","0","9","171","9","9","0","0","820","200000001","9","9","15","1","10","9","202400","10","9","30","8","1","0","9","670240009"
"10","10","0","10","10","0","1","0","10","0","10","10","0","10","0","10","0","10","188","10","10","0","0","894","200000001","10","10","17","1","10","10","202400","10","10","30","10","1","0","10","670240010"
"11","11","0","11","11","0","1","0","11","0","11","11","0","11","0","11","0","11","205","11","11","0","0","970","200000001","11","11","18","1","10","11","202400","10","11","30","10","1","0","11","670240011"
"12","12","0","12","12","0","1","0","12","0","12","12","0","12","0","12","0","12","224","12","12","0","0","1046","200000001","12","12","21","1","10","12","202400","10","12","30","11","1","0","12","670240012"
"13","13","0","13","13","0","1","0","13","0","13","13","0","13","0","13","0","13","239","13","13","0","0","1120","200000001","13","13","21","1","10","13","202400","10","13","30","12","1","0","13","670240013"
"14","14","0","14","14","0","1","0","14","0","14","14","0","14","0","14","0","14","256","14","14","0","0","1194","200000001","14","14","22","1","10","14","202400","10","14","30","12","1","0","14","670240014"
"15","15","0","15","15","0","1","0","15","0","15","15","0","15","0","15","0","15","273","15","15","0","0","1269","200000001","15","15","23","1","10","15","202400","10","15","30","13","1","0","15","670240015"
"16","16","0","16","16","0","1","0","16","0","16","16","0","16","0","16","0","16","306","16","16","0","0","1380","200000001","16","16","25","1","10","16","202400","10","16","30","13","1","0","16","670240016"
"17","17","0","17","17","0","1","0","17","0","17","17","0","17","0","17","0","17","340","17","17","0","0","1492","200000001","17","17","25","1","10","17","202400","10","17","30","13","1","0","17","670240017"
"18","18","0","18","18","0","1","0","18","0","18","18","0","18","0","18","0","18","412","18","18","0","0","2104","200000001","18","18","25","1","10","18","202400","10","18","30","14","1","0","18","670240018"
"19","19","0","19","19","0","1","0","19","0","19","19","0","19","0","19","0","19","444","19","19","0","0","2405","200000001","19","19","25","1","10","19","202400","10","19","30","14","1","0","19","670240019"
"20","20","0","20","20","0","1","0","20","0","20","20","0","20","0","20","0","20","466","20","20","0","0","2537","200000001","20","20","28","1","10","20","202400","10","20","30","14","1","0","20","670240020"
"21","21","0","21","21","0","1","0","21","0","21","21","0","21","0","21","0","21","517","21","21","0","0","2895","200000001","21","21","30","1","10","21","202400","10","21","30","16","1","0","21","670240021"
"22","22","0","22","22","0","1","0","22","0","22","22","0","22","0","22","0","22","564","22","22","0","0","3253","200000001","22","22","33","1","10","22","202400","10","22","30","18","1","0","22","670240022"
"23","23","0","23","23","0","1","0","23","0","23","23","0","23","0","23","0","23","578","23","23","0","0","3490","200000001","23","23","33","1","10","23","202400","10","23","30","18","1","0","23","670240023"
"24","24","0","24","24","0","1","0","24","0","24","24","0","24","0","24","0","24","591","24","24","0","0","3727","200000001","24","24","33","1","10","24","202400","10","24","30","18","1","0","24","670240024"
"25","25","0","25","25","0","1","0","25","0","25","25","0","25","0","25","0","25","605","25","25","0","0","3965","200000001","25","25","34","1","10","25","202400","10","25","30","19","1","0","25","670240025"
"26","26","0","26","26","0","1","0","26","0","26","26","0","26","0","26","0","26","619","26","26","0","0","4201","200000001","26","26","34","1","10","26","202400","10","26","30","19","1","0","26","670240026"
"27","27","0","27","27","0","1","0","27","0","27","27","0","27","0","27","0","27","632","27","27","0","0","4439","200000001","27","27","34","1","10","27","202400","10","27","30","19","1","0","27","670240027"
"28","28","0","28","28","0","1","0","28","0","28","28","0","28","0","28","0","28","646","28","28","0","0","4676","200000001","28","28","34","1","10","28","202400","10","28","30","19","1","0","28","670240028"
"29","29","0","29","29","0","1","0","29","0","29","29","0","29","0","29","0","29","658","29","29","0","0","5041","200000001","29","29","35","1","10","29","202400","10","29","30","19","1","0","29","670240029"
"30","30","0","30","30","0","1","0","30","0","30","30","0","30","0","30","0","30","671","30","30","0","0","5405","200000001","30","30","35","1","10","30","202400","10","30","30","19","1","0","30","670240030"
"31","31","0","31","31","0","1","0","31","0","31","31","0","31","0","31","0","31","683","31","31","0","0","5770","200000001","31","31","36","1","10","31","202400","10","31","30","20","1","0","31","670240031"
"32","32","0","32","32","0","1","0","32","0","32","32","0","32","0","32","0","32","695","32","32","0","0","6135","200000001","32","32","37","1","10","32","202400","10","32","30","20","1","0","32","670240032"
"33","33","0","33","33","0","1","0","33","0","33","33","0","33","0","33","0","33","708","33","33","0","0","6499","200000001","33","33","37","1","10","33","202400","10","33","30","20","1","0","33","670240033"
