4e5dd8e546169069e97c8dd5acd6d1766f237620f0a5feb8184552ce5dc63a8d,ce1f3a91541c99a6d7528360e52e9dd860e72429845df35562394a30051f7a72,92ec3e557e1f028a90622a294b722d1ec642f269aad47e56519ca68b579cb76e,b686e199abd457280daa12fff17bb74625bc745c8a8df760eae19439a0b6507d,35a99d05607ae5c86b1c3b6301bf8962bb733f2a4fe46cbdec099a1fa647d834,858b3b62f7be36d4c1aed4614135210d3bd435efec509a1c532c8b0bc54d04a0,ef594f14f081a75a5effa7ed480fc5cbce7c3d1c48b47ed681f7db96949ab2a7,ac8bcff9d018273c4a7e2e34530753343c2054002e4cc4c169c02d1d30014f36
"109554","109284","31","109283","10016032","109194","109553","119201"
"10055032","10028032","32","109284","10016033","10019032","109554","119201"
"10055033","10028033","33","10028032","10016034","10019033","10055032","119201"
"10055034","999999","34","10028033","999999","10019034","10055033","119201"
"101551","101071","1","101431","101131","101071","101551","119301"
"101551","102341","2","102431","102131","102071","101551","119301"
"102551","102131","3","102432","103071","102131","102551","119301"
"102432","103341","4","103551","103131","103071","102552","119301"
"103341","103342","5","103552","103072","103131","103551","119301"
"103131","103553","6","103342","104131","103072","103552","119301"
"103132","104341","7","103553","104132","104071","103582","119301"
"104551","104342","8","104131","104133","104072","103553","119301"
"104552","104343","9","104132","104134","104073","104551","119301"
"104553","104433","10","104133","105131","104074","104552","119301"
"105551","105341","11","104134","105132","105071","104553","119301"
"105552","105282","12","105131","105133","105072","105551","119301"
"105553","105343","13","105132","105134","105073","105552","119301"
"105554","105344","14","105133","105135","105074","105553","119301"
"105555","105345","15","105134","105136","105075","105554","119301"
"105556","105286","16","105135","105137","105076","105555","119301"
"105557","105287","17","105136","106131","105077","105556","119301"
"106551","106341","18","105137","106132","106071","105557","119301"
"106552","106342","19","106131","106133","106072","106551","119301"
"106553","106343","20","106132","107131","106073","106552","119301"
"107551","107491","21","106133","107132","107071","106553","119301"
"107552","107282","22","107131","107133","107072","107551","119301"
"107553","107283","23","107132","108131","107073","107552","119301"
"108551","108431","24","107133","108132","108071","107553","119301"
"108552","108342","25","108131","108133","108072","108551","119301"
"108553","108343","26","108132","108134","108073","108552","119301"
"108554","108434","27","108133","109131","108074","108553","119301"
"109551","109341","28","108134","109132","109071","108554","119301"
"109552","109432","29","109131","109133","109072","109551","119301"
"109553","109343","30","109132","109134","109073","109552","119301"
"109554","109434","31","109133","10013032","109074","109553","119301"
"10055032","10034032","32","109134","10013033","10007032","109554","119301"
"10055033","10043033","33","10013032","10013034","10007033","10055032","119301"
"10055034","999999","34","10013033","999999","10007034","10055033","119301"
"101071","101281","1","101431","101101","101101","101581","119901"
"101101","102341","2","102431","102101","102071","101581","119901"
"102071","102342","3","102432","103071","102101","102581","119901"
"102101","103341","4","103431","103101","103071","102582","119901"
"103071","103342","5","103432","103072","103101","103581","119901"
"103552","103343","6","103432","104101","103072","103582","119901"
"103072","104341","7","103583","104102","104101","103552","119901"
"104551","104342","8","104101","104103","104102","103553","119901"
"104552","104343","9","104102","104104","104103","104551","119901"
"104553","104284","10","104103","105101","104104","104552","119901"
"105551","105341","11","104344","105102","105101","104554","119901"
"105552","105282","12","105341","105103","105102","105551","119901"
"105553","105343","13","105342","105104","105103","105552","119901"
"105554","105344","14","105343","105105","105104","105553","119901"
"105555","105285","15","105344","105106","105105","105554","119901"
"105556","105286","16","105285","105107","105106","105555","119901"
"105557","105287","17","105286","106101","105107","105556","119901"
"106551","106281","18","105287","106102","106101","105557","119901"
"106552","106282","19","106281","106103","106102","106551","119901"
"106553","106283","20","106282","107101","106103","106552","119901"
"107551","107281","21","106283","107102","107101","106553","119901"
"107552","107342","22","107281","107103","107102","107551","119901"
"107553","107343","23","107342","108101","107103","107552","119901"
"108551","108431","24","107343","108102","108101","107553","119901"
"108552","108492","25","108431","108103","108102","108551","119901"
"108553","108343","26","108492","108104","108103","108552","119901"
"108554","108434","27","108343","109101","108104","108553","119901"
"109551","109341","28","108434","109102","109101","108554","119901"
"109552","109282","29","109341","109103","109102","109551","119901"
"109553","109283","30","109282","109104","109103","109552","119901"
"109554","109494","31","109283","10010032","109104","109553","119901"
"10055032","10028032","32","109494","10010033","10010032","109554","119901"
"10055033","10028033","33","10028032","10010034","10010033","10055032","119901"
"10055034","999999","34","10028033","999999","10010034","10055033","119901"
"101551","101281","1","101401","101011","101011","101581","120001"
"101551","102281","2","102493","102014","102011","101551","120001"
"102551","102282","3","102401","103011","102014","102581","120001"
"102552","103311","4","103431","103012","103011","102552","120001"
"103551","103282","5","103491","103013","103012","103581","120001"
"103552","103283","6","103491","104011","103013","103582","120001"
"103583","104311","7","103553","104012","104491","103552","120001"
"104581","104432","8","104401","104013","104012","103553","120001"
"104582","104283","9","104432","104014","104013","104551","120001"
"104583","104314","10","104402","105011","104014","104552","120001"
"105581","105311","11","104433","105012","105011","104583","120001"
"105582","105342","12","105401","105013","105012","105581","120001"
"105583","105313","13","105431","105014","105013","105582","120001"
"105584","105314","14","105491","105015","105014","105583","120001"
"105585","105315","15","105432","105016","105015","105584","120001"
"105586","105316","16","105315","105017","105016","105585","120001"
"105587","105317","17","105316","106011","105017","105586","120001"
"106581","106311","18","105317","106012","106011","105587","120001"
"106582","106312","19","106311","106013","106012","106581","120001"
"106583","106313","20","106312","107011","106013","106582","120001"
"107581","107311","21","106313","107012","107011","106583","120001"
"107582","107312","22","107311","107013","107012","107581","120001"
"107583","107313","23","107312","108011","107013","107582","120001"
"108581","108311","24","107313","108012","108011","107583","120001"
"108582","108282","25","108311","108013","108012","108581","120001"
"108583","108283","26","108282","108014","108013","108582","120001"
"108584","108284","27","108283","109011","108014","108583","120001"
"109581","109281","28","108284","109012","109011","108584","120001"
"109582","109312","29","109281","109013","109012","109581","120001"
"109583","109313","30","109312","109014","109013","109582","120001"
"109584","109314","31","109313","10001032","109014","109583","120001"
"10058032","10031032","32","109314","10001033","10001032","109584","120001"
"10058033","10031033","33","10031032","10001034","10001033","10058032","120001"
"10058034","999999","34","10031033","999999","10001034","10058033","120001"
"101011","101281","1","101401","101011","101011","101551","120701"
"101551","102281","2","102493","102013","102011","101551","120701"
"102011","102282","3","102401","103011","102013","102551","120701"
"102552","103281","4","103431","103012","103011","102552","120701"
"103071","103282","5","103401","103013","103012","103551","120701"
"103552","103283","6","103401","104011","103013","103552","120701"
"103013","104281","7","103553","104012","104011","103552","120701"
"104551","104282","8","104011","104013","104012","103553","120701"
"104552","104402","9","104012","104014","104013","104551","120701"
"104554","104284","10","104013","105011","104014","104552","120701"
"105551","105281","11","104014","105012","105011","104553","120701"
"105552","105282","12","105011","105013","105012","105551","120701"
"105553","105343","13","105012","105014","105013","105552","120701"
"105554","105284","14","105013","105015","105014","105553","120701"
"105555","105285","15","105014","105016","105015","105554","120701"
"105556","105286","16","105015","105017","105016","105555","120701"
"105557","105287","17","105016","106011","105017","105556","120701"
"106551","106281","18","105017","106012","106011","105557","120701"
"106552","106282","19","106011","106013","106012","106551","120701"
"106553","106283","20","106012","107011","106013","106552","120701"
"107551","107281","21","106013","107012","107011","106553","120701"
"107552","107492","22","107011","107013","107012","107551","120701"
"107553","107493","23","107012","108011","107013","107552","120701"
"108551","108431","24","107013","108012","108011","107553","120701"
"108552","108492","25","108011","108013","108012","108551","120701"
"108553","108343","26","108012","108014","108013","108552","120701"
"108554","108494","27","108013","109011","108014","108553","120701"
"109551","109341","28","108014","109012","109011","108554","120701"
"109552","109432","29","109011","109013","109012","109551","120701"
"109553","109343","30","109012","109014","109013","109552","120701"
"109554","109434","31","109013","10001032","109014","109553","120701"
"10055032","10034032","32","109014","10001033","10001032","109554","120701"
"10055033","10043033","33","10001032","10001034","10001033","10055032","120701"
"10055034","999999","34","10001033","999999","10001034","10055033","120701"
"101011","101281","1","101401","101011","101011","101551","120801"
"101011","102281","2","102493","102041","102011","101551","120801"
"102011","102282","3","102401","103011","102041","102551","120801"
"102041","103281","4","103551","103041","103011","102552","120801"
"103011","103282","5","103401","103042","103041","103551","120801"
"103041","103283","6","103401","104041","103042","103552","120801"
"103042","104281","7","103583","104042","104041","103552","120801"
"104551","104282","8","104041","104043","104042","103553","120801"
"104552","104313","9","104042","104044","104043","104551","120801"
"104554","104344","10","104043","105041","104044","104552","120801"
"105551","105281","11","104044","105042","105041","104553","120801"
"105552","105282","12","105041","105043","105042","105551","120801"
"105553","105283","13","105042","105044","105043","105552","120801"
"105554","105284","14","105043","105045","105044","105553","120801"
"105555","105285","15","105044","105046","105045","105554","120801"
"105556","105286","16","105045","105047","105046","105555","120801"
"105557","105287","17","105046","106041","105047","105556","120801"
"106551","106281","18","105047","106042","106041","105557","120801"
"106552","106282","19","106041","106043","106042","106551","120801"
"106553","106283","20","106042","107041","106043","106552","120801"
"107551","107491","21","106043","107042","107041","106553","120801"
"107552","107492","22","107041","107043","107042","107551","120801"
"107553","107493","23","107042","108041","107043","107552","120801"
"108551","108431","24","107043","108042","108041","107553","120801"
"108552","108342","25","108041","108043","108042","108551","120801"
"108553","108343","26","108042","108044","108043","108552","120801"
"108554","108434","27","108043","109041","108044","108553","120801"
"109551","109341","28","108044","109042","109041","108554","120801"
"109552","109432","29","109041","109043","109042","109551","120801"
"109553","109493","30","109042","109044","109043","109552","120801"
"109554","109434","31","109043","10004032","109044","109553","120801"
"10055032","10034032","32","109044","10004033","10004032","109554","120801"
"10055033","10043033","33","10004032","10004034","10004033","10055032","120801"
"10055034","999999","34","10004033","999999","10004034","10055033","120801"
"101611","101371","1","101521","101251","101251","101611","120901"
"101611","102371","2","102461","102222","102221","101611","120901"
"102611","102372","3","102521","103221","102222","102611","120901"
"102613","103251","4","103611","103252","103521","102613","120901"
"103611","103371","5","103522","103222","103252","103611","120901"
"103371","103372","6","103522","104221","103222","103613","120901"
"103614","104371","7","103614","104222","104221","103613","120901"
"104611","104522","8","104221","104223","104222","103614","120901"
"104612","104462","9","104222","104224","104223","104611","120901"
"104613","104463","10","104223","105221","104224","104612","120901"
"105611","105521","11","104224","105222","105221","104613","120901"
"105612","105372","12","105221","105223","105222","105611","120901"
"105613","105373","13","105222","105224","105223","105612","120901"
"105614","105523","14","105223","105225","105224","105613","120901"
"105615","105375","15","105224","105226","105225","105614","120901"
"105616","105376","16","105225","105227","105226","105615","120901"
"105617","105377","17","105226","106221","105227","105616","120901"
"106611","106371","18","105227","106222","106221","105617","120901"
"106612","106372","19","106221","106223","106222","106611","120901"
"106613","106373","20","106222","107221","106223","106612","120901"
"107611","107371","21","106223","107222","107221","106613","120901"
"107612","107372","22","107221","107223","107222","107611","120901"
"107613","107373","23","107222","108221","107223","107612","120901"
"108611","108521","24","107223","108222","108221","107613","120901"
"108612","108462","25","108221","108223","108222","108611","120901"
"108613","108523","26","108222","108224","108223","108612","120901"
"108614","108524","27","108223","109221","108224","108613","120901"
"109611","109461","28","108224","109222","109221","108614","120901"
"109612","109522","29","109221","109223","109222","109611","120901"
"109613","109463","30","109222","109224","109223","109612","120901"
"109614","109524","31","109223","10022032","109224","109613","120901"
"10061032","10046032","32","109224","10022033","10022032","109614","120901"
"10061033","10046033","33","10022032","10022034","10022033","10061032","120901"
"10061034","999999","34","10022033","999999","10022034","10061033","120901"
"101551","101281","1","101401","101011","101071","101581","121001"
"101431","102311","2","102493","102013","102011","101581","121001"
"102011","102282","3","102401","103011","102401","102551","121001"
"102401","103311","4","103581","103012","103011","102582","121001"
"103581","103282","5","103432","103013","103401","103551","121001"
"103401","103283","6","103491","104011","103013","103582","121001"
"103553","104311","7","103583","104012","104491","103401","121001"
"104551","104432","8","104491","104013","104012","103553","121001"
"104552","104283","9","104282","104014","104013","104551","121001"
"104553","104314","10","104283","105011","104014","104552","121001"
"105551","105281","11","104433","105012","105011","104553","121001"
"105552","105431","12","105281","105013","105012","105551","121001"
"105553","105313","13","105282","105014","105013","105552","121001"
"105554","105314","14","105283","105015","105014","105553","121001"
"105555","105315","15","105284","105016","105015","105554","121001"
"105556","105316","16","105315","105017","105016","105555","121001"
"105557","105317","17","105316","106011","105017","105556","121001"
"106551","106311","18","105317","106012","106011","105557","121001"
"106552","106312","19","106311","106013","106012","106551","121001"
"106553","106313","20","106312","107011","106013","106552","121001"
"107551","107311","21","106313","107012","107011","106553","121001"
"107552","107312","22","107311","107013","107012","107551","121001"
"107553","107313","23","107312","108011","107013","107552","121001"
"108551","108431","24","107313","108012","108011","107553","121001"
"108552","108492","25","108431","108013","108012","108551","121001"
"108553","108343","26","108492","108014","108013","108552","121001"
"108554","108494","27","108343","109011","108014","108553","121001"
"109551","109401","28","108494","109012","109011","108554","121001"
"109552","109402","29","109401","109013","109012","109551","121001"
"109553","109283","30","109402","109014","109013","109552","121001"
"109554","109284","31","109283","10001032","109014","109553","121001"
"10055032","10040032","32","109284","10001033","10001032","109554","121001"
"10055033","10040033","33","10040032","10001034","10001033","10055032","121001"
"10055034","999999","34","10040033","999999","10001034","10055033","121001"
"101611","101371","1","101521","101251","101251","101611","121101"
"101611","102371","2","102461","102222","102221","101611","121101"
"102611","102372","3","102521","103221","102222","102611","121101"
"102613","103521","4","103521","103252","103221","102613","121101"
"103611","103371","5","103522","103222","103252","103611","121101"
"103371","103372","6","103522","104221","103222","103613","121101"
"103222","104371","7","103614","104222","104221","103613","121101"
"104611","104522","8","104221","104223","104222","103614","121101"
"104612","104462","9","104222","104224","104223","104611","121101"
"104613","104463","10","104223","105221","104224","104612","121101"
"105611","105521","11","104224","105222","105221","104613","121101"
"105612","105372","12","105221","105223","105222","105611","121101"
"105613","105373","13","105222","105224","105223","105612","121101"
"105614","105523","14","105223","105225","105224","105613","121101"
"105615","105375","15","105224","105226","105225","105614","121101"
"105616","105376","16","105225","105227","105226","105615","121101"
"105617","105377","17","105226","106221","105227","105616","121101"
"106611","106371","18","105227","106222","106221","105617","121101"
"106612","106372","19","106221","106223","106222","106611","121101"
"106613","106373","20","106222","107221","106223","106612","121101"
"107611","107371","21","106223","107222","107221","106613","121101"
"107612","107372","22","107221","107223","107222","107611","121101"
"107613","107373","23","107222","108221","107223","107612","121101"
"108611","108521","24","107223","108222","108221","107613","121101"
"108612","108462","25","108221","108223","108222","108611","121101"
"108613","108523","26","108222","108224","108223","108612","121101"
"108614","108524","27","108223","109221","108224","108613","121101"
"109611","109461","28","108224","109222","109221","108614","121101"
"109612","109522","29","109221","109223","109222","109611","121101"
"109613","109463","30","109222","109224","109223","109612","121101"
"109614","109524","31","109223","10022032","109224","109613","121101"
"10061032","10046032","32","109224","10022033","10022032","109614","121101"
"10061033","10046033","33","10022032","10022034","10022033","10061032","121101"
"10061034","999999","34","10022033","999999","10022034","10061033","121101"
"101071","101281","1","101401","101011","101011","101581","121201"
"101071","102311","2","102493","102014","102011","101551","121201"
"102071","102282","3","102401","103011","102014","102551","121201"
"102582","103311","4","103431","103012","103011","102552","121201"
"103071","103282","5","103401","103013","103012","103551","121201"
"103552","103283","6","103401","104011","103013","103552","121201"
"103072","104311","7","103553","104012","104011","103582","121201"
"104551","104312","8","104011","104013","104012","103553","121201"
"104552","104402","9","104012","104014","104013","104551","121201"
"104553","104284","10","104013","105011","104014","104552","121201"
"105551","105281","11","104014","105012","105011","104553","121201"
"105552","105342","12","105011","105013","105012","105551","121201"
"105553","105283","13","105012","105014","105013","105552","121201"
"105554","105284","14","105013","105015","105014","105553","121201"
"105555","105315","15","105014","105016","105015","105554","121201"
"105556","105316","16","105015","105017","105016","105555","121201"
"105557","105317","17","105016","106011","105017","105556","121201"
"106551","106311","18","105017","106012","106011","105557","121201"
"106552","106312","19","106011","106013","106012","106551","121201"
"106553","106313","20","106012","107011","106013","106552","121201"
"107551","107311","21","106013","107012","107011","106553","121201"
"107552","107342","22","107011","107013","107012","107551","121201"
"107553","107343","23","107012","108011","107013","107552","121201"
"108551","108431","24","107013","108012","108011","107553","121201"
"108552","108312","25","108011","108013","108012","108551","121201"
"108553","108313","26","108012","108014","108013","108552","121201"
"108554","108314","27","108013","109011","108014","108553","121201"
"109551","109401","28","108014","109012","109011","108554","121201"
"109552","109432","29","109011","109013","109012","109551","121201"
"109553","109343","30","109012","109014","109013","109552","121201"
"109554","109434","31","109013","10001032","109014","109553","121201"
"10055032","10040032","32","109014","10001033","10001032","109554","121201"
"10055033","10040033","33","10001032","10001034","10001033","10055032","121201"
"10055034","999999","34","10001033","999999","10001034","10055033","121201"
"101551","101281","1","101191","101191","101431","101581","121301"
"101431","102311","2","102191","102192","102431","101581","121301"
"102191","102282","3","102192","103191","102401","102551","121301"
"102401","103311","4","103191","103192","103581","102401","121301"
"103581","103282","5","103192","103193","103432","103551","121301"
"103582","103283","6","103192","104191","103583","103282","121301"
"103583","104311","7","103193","104192","104401","103582","121301"
"104581","104282","8","104491","104193","104192","103583","121301"
"104582","104313","9","104432","104194","104193","104581","121301"
"104583","104433","10","104313","105191","104194","104582","121301"
"105581","105401","11","104433","105192","105191","104583","121301"
"105582","105342","12","105401","105193","105192","105581","121301"
"105583","105283","13","105431","105194","105193","105582","121301"
"105584","105314","14","105491","105195","105194","105583","121301"
"105585","105315","15","105432","105196","105195","105584","121301"
"105586","105316","16","105315","105197","105196","105585","121301"
"105587","105317","17","105316","106191","105197","105586","121301"
"106581","106311","18","105317","106192","106191","105587","121301"
"106582","106312","19","106311","106193","106192","106581","121301"
"106583","106313","20","106312","107191","106193","106582","121301"
"107581","107311","21","106313","107192","107191","106583","121301"
"107582","107312","22","107311","107193","107192","107581","121301"
"107583","107313","23","107312","108191","107193","107582","121301"
"108581","108311","24","107313","108192","108191","107583","121301"
"108582","108282","25","108311","108193","108192","108581","121301"
"108583","108283","26","108282","108194","108193","108582","121301"
"108584","108314","27","108283","109191","108194","108583","121301"
"109581","109311","28","108314","109192","109191","108584","121301"
"109582","109312","29","109311","109193","109192","109581","121301"
"109583","109313","30","109312","109194","109193","109582","121301"
"109584","109314","31","109313","10019032","109194","109583","121301"
"10058032","10028032","32","109314","10019033","10019032","109584","121301"
"10058033","10028033","33","10028032","10019034","10019033","10058032","121301"
"10058034","999999","34","10028033","999999","10019034","10058033","121301"
"101611","101371","1","101521","101251","101251","101611","121401"
"101611","102371","2","102461","102252","102251","101611","121401"
"102611","102372","3","102222","103251","102252","102611","121401"
"102613","103251","4","103611","103252","103521","102613","121401"
"103611","103371","5","103522","103222","103252","103611","121401"
"103613","103372","6","103252","104251","103222","103613","121401"
"103614","104371","7","103614","104252","104251","103613","121401"
"104611","104522","8","104251","104253","104252","103614","121401"
"104612","104462","9","104252","104254","104253","104611","121401"
"104613","104463","10","104253","105251","104254","104612","121401"
"105611","105521","11","104254","105252","105251","104613","121401"
"105612","105372","12","105251","105253","105252","105611","121401"
"105613","105373","13","105252","105254","105253","105612","121401"
"105614","105523","14","105253","105255","105254","105613","121401"
"105615","105463","15","105254","105256","105255","105614","121401"
"105616","105524","16","105255","105257","105256","105615","121401"
"105617","105377","17","105256","106251","105257","105616","121401"
"106611","106371","18","105257","106252","106251","105617","121401"
"106612","106521","19","106251","106253","106252","106611","121401"
"106613","106462","20","106252","107251","106253","106612","121401"
"107611","107461","21","106253","107252","107251","106613","121401"
"107612","107462","22","107251","107253","107252","107611","121401"
"107613","107463","23","107252","108251","107253","107612","121401"
"108611","108371","24","107253","108252","108251","107613","121401"
"108612","108372","25","108251","108253","108252","108611","121401"
"108613","108373","26","108252","108254","108253","108612","121401"
"108614","108374","27","108253","109251","108254","108613","121401"
"109611","109371","28","108254","109252","109251","108614","121401"
"109612","109372","29","109251","109253","109252","109611","121401"
"109613","109373","30","109252","109254","109253","109612","121401"
"109614","109374","31","109253","10025032","109254","109613","121401"
"10061032","10037032","32","109254","10025033","10025032","109614","121401"
"10061033","10037033","33","10025032","10025034","10025033","10061032","121401"
"10061034","999999","34","10025033","999999","10025034","10061033","121401"
"101161","101281","1","101431","101161","101191","101581","121501"
"101161","102311","2","102493","102163","102191","101581","121501"
"102162","102282","3","102401","103161","102192","102581","121501"
"102163","103281","4","103431","103162","103191","102582","121501"
"103161","103282","5","103491","103193","103162","103581","121501"
"103162","103283","6","103432","104161","103193","103582","121501"
"103583","104311","7","103553","104162","104191","103401","121501"
"104581","104432","8","104491","104163","104192","103553","121501"
"104552","104283","9","104432","104194","104193","104551","121501"
"104553","104284","10","104163","105161","104194","104552","121501"
"105551","105281","11","104164","105162","105191","104553","121501"
"105552","105282","12","105161","105163","105192","105551","121501"
"105553","105343","13","105162","105164","105193","105552","121501"
"105554","105284","14","105163","105165","105194","105553","121501"
"105555","105285","15","105164","105166","105195","105554","121501"
"105556","105286","16","105165","105167","105196","105555","121501"
"105557","105287","17","105166","106161","105197","105556","121501"
"106551","106341","18","105167","106162","106191","105557","121501"
"106552","106342","19","106161","106163","106192","106551","121501"
"106553","106283","20","106162","107161","106193","106552","121501"
"107551","107281","21","106163","107162","107191","106553","121501"
"107552","107492","22","107161","107163","107192","107551","121501"
"107553","107493","23","107162","108161","107193","107552","121501"
"108551","108431","24","107163","108162","108191","107553","121501"
"108552","108342","25","108161","108163","108192","108551","121501"
"108553","108343","26","108162","108164","108193","108552","121501"
"108554","108494","27","108163","109161","108194","108553","121501"
"109551","109281","28","108164","109162","109191","108554","121501"
"109552","109282","29","109161","109163","109192","109551","121501"
"109553","109283","30","109162","109164","109193","109552","121501"
"109554","109284","31","109163","10016032","109194","109553","121501"
"10055032","10028032","32","109164","10016033","10019032","109554","121501"
"10055033","10028033","33","10016032","10016034","10019033","10055032","121501"
"10055034","999999","34","10016033","999999","10019034","10055033","121501"
"101551","101281","1","101191","101191","101191","101551","121601"
"101551","102431","2","102191","102192","102191","101551","121601"
"102551","102342","3","102192","103191","102192","102551","121601"
"102552","103341","4","103191","103192","103191","102552","121601"
"103551","103342","5","103192","103193","103192","103551","121601"
"103552","103343","6","103192","104191","103193","103552","121601"
"103553","104341","7","103193","104192","104191","103552","121601"
"104551","104342","8","104191","104193","104192","103553","121601"
"104552","104343","9","104192","104194","104193","104551","121601"
"104554","104433","10","104193","105191","104194","104552","121601"
"105551","105401","11","104194","105192","105191","104553","121601"
"105552","105282","12","105191","105193","105192","105551","121601"
"105553","105343","13","105192","105194","105193","105552","121601"
"105554","105344","14","105193","105195","105194","105553","121601"
"105555","105285","15","105194","105196","105195","105554","121601"
"105556","105286","16","105195","105197","105196","105555","121601"
"105557","105287","17","105196","106191","105197","105556","121601"
"106551","106341","18","105197","106192","106191","105557","121601"
"106552","106342","19","106191","106193","106192","106551","121601"
"106553","106343","20","106192","107191","106193","106552","121601"
"107551","107491","21","106193","107192","107191","106553","121601"
"107552","107492","22","107191","107193","107192","107551","121601"
"107553","107493","23","107192","108191","107193","107552","121601"
"108551","108431","24","107193","108192","108191","107553","121601"
"108552","108342","25","108191","108193","108192","108551","121601"
"108553","108343","26","108192","108194","108193","108552","121601"
"108554","108434","27","108193","109191","108194","108553","121601"
"109551","109341","28","108194","109192","109191","108554","121601"
"109552","109432","29","109191","109193","109192","109551","121601"
"109553","109343","30","109192","109194","109193","109552","121601"
"109554","109434","31","109193","10019032","109194","109553","121601"
"10055032","10034032","32","109194","10019033","10019032","109554","121601"
"10055033","10043033","33","10019032","10019034","10019033","10055032","121601"
"10055034","999999","34","10019033","999999","10019034","10055033","121601"
"101611","101371","1","101521","101251","101251","101611","121901"
"101611","102371","2","102461","102222","102221","101611","121901"
"102611","102372","3","102521","103221","102222","102611","121901"
"102613","103251","4","103611","103252","103521","102613","121901"
"103611","103371","5","103522","103222","103252","103611","121901"
"103371","103372","6","103522","104221","103222","103613","121901"
"103614","104371","7","103614","104222","104221","103613","121901"
"104611","104522","8","104221","104223","104222","103583","121901"
"104612","104462","9","104222","104224","104223","104581","121901"
"104613","104463","10","104223","105221","104224","104582","121901"
"105611","105521","11","104224","105222","105221","104613","121901"
"105612","105372","12","105221","105223","105222","105611","121901"
"105613","105373","13","105222","105224","105223","105612","121901"
"105614","105523","14","105223","105225","105224","105613","121901"
"105615","105375","15","105224","105226","105225","105614","121901"
"105616","105376","16","105225","105227","105226","105615","121901"
"105617","105377","17","105226","106221","105227","105616","121901"
"106611","106371","18","105227","106222","106221","105617","121901"
"106612","106372","19","106221","106223","106222","106611","121901"
"106613","106373","20","106222","107221","106223","106612","121901"
"107611","107371","21","106223","107222","107221","106613","121901"
"107612","107372","22","107221","107223","107222","107611","121901"
"107613","107373","23","107222","108221","107223","107612","121901"
"108611","108521","24","107223","108222","108221","107613","121901"
"108612","108462","25","108221","108223","108222","108611","121901"
"108613","108523","26","108222","108224","108223","108612","121901"
"108614","108524","27","108223","109221","108224","108613","121901"
"109611","109461","28","108224","109222","109221","108614","121901"
"109612","109522","29","109221","109223","109222","109611","121901"
"109613","109463","30","109222","109224","109223","109612","121901"
"109614","109524","31","109223","10022032","109224","109613","121901"
"10061032","10046032","32","109224","10022033","10022032","109614","121901"
"10061033","10046033","33","10022032","10022034","10022033","10061032","121901"
"10061034","999999","34","10022033","999999","10022034","10061033","121901"
"101551","101401","1","101191","101191","101191","101551","122001"
"101551","102281","2","102191","102192","102191","101551","122001"
"102551","102282","3","102192","103191","102192","102551","122001"
"102552","103281","4","103191","103192","103191","102552","122001"
"103551","103282","5","103192","103193","103192","103551","122001"
"103552","103283","6","103192","104191","103193","103552","122001"
"103553","104281","7","103193","104192","104191","103552","122001"
"104551","104282","8","104191","104193","104192","103553","122001"
"104552","104283","9","104192","104194","104193","104551","122001"
"104554","104284","10","104193","105191","104194","104552","122001"
"105551","105281","11","104194","105192","105191","104553","122001"
"105552","105431","12","105191","105193","105192","105551","122001"
"105553","105343","13","105192","105194","105193","105552","122001"
"105554","105284","14","105193","105195","105194","105553","122001"
"105555","105345","15","105194","105196","105195","105554","122001"
"105556","105346","16","105195","105197","105196","105555","122001"
"105557","105347","17","105196","106191","105197","105556","122001"
"106551","106341","18","105197","106192","106191","105557","122001"
"106552","106342","19","106191","106193","106192","106551","122001"
"106553","106343","20","106192","107191","106193","106552","122001"
"107551","107491","21","106193","107192","107191","106553","122001"
"107552","107282","22","107191","107193","107192","107551","122001"
"107553","107283","23","107192","108191","107193","107552","122001"
"108551","108281","24","107193","108192","108191","107553","122001"
"108552","108282","25","108191","108193","108192","108551","122001"
"108553","108283","26","108192","108194","108193","108552","122001"
"108554","108434","27","108193","109191","108194","108553","122001"
"109551","109341","28","108194","109192","109191","108554","122001"
"109552","109432","29","109191","109193","109192","109551","122001"
"109553","109493","30","109192","109194","109193","109552","122001"
"109554","109434","31","109193","10019032","109194","109553","122001"
"10055032","10034032","32","109194","10019033","10019032","109554","122001"
"10055033","10043033","33","10019032","10019034","10019033","10055032","122001"
"10055034","999999","34","10019033","999999","10019034","10055033","122001"
"101581","101281","1","101551","101131","101131","101551","122101"
"101581","102341","2","102551","102131","102071","101551","122101"
"102581","102342","3","102552","103071","102131","102551","122101"
"102582","103341","4","103551","103131","103071","102552","122101"
"103581","103342","5","103552","103132","103131","103551","122101"
"103552","103343","6","103552","104131","103132","103552","122101"
"103553","104341","7","103553","104132","104131","103582","122101"
"104551","104432","8","104131","104133","104132","103553","122101"
"104582","104343","9","104132","104134","104133","104551","122101"
"104553","104344","10","104133","105131","104134","104552","122101"
"105551","105281","11","104134","105132","105131","104553","122101"
"105582","105342","12","105131","105133","105132","105551","122101"
"105583","105283","13","105132","105134","105133","105552","122101"
"105584","105284","14","105133","105135","105134","105553","122101"
"105585","105345","15","105134","105136","105135","105554","122101"
"105586","105346","16","105135","105137","105136","105555","122101"
"105587","105347","17","105136","106131","105137","105556","122101"
"106581","106281","18","105137","106132","106131","105557","122101"
"106582","106342","19","106131","106133","106132","106551","122101"
"106583","106491","20","106132","107131","106133","106552","122101"
"107581","107341","21","106133","107132","107131","106553","122101"
"107582","107492","22","107131","107133","107132","107551","122101"
