0872fe8e66ec21216ff545a51dba6593ac8ff2aa664ea058e543e47d144bbd4f,5aa90016233c92224a700ec8bbee7db67d5f90e9f9f1d573ba763cb37b4445bd,197cc421259186504cf7000d233b512993a81165166f22b3d2b3165352f2b6e0,fd877cc3218b9218f94bf3025daa2e8119e89534141eb7bd466c98c98f07b617,c9a39488f044dfc81bb6d86c3046d8933c73ad5a00741f881864675b62b74826,7536c81fac2644f001dc5f7b115f79c0c1b7454153318dbdefe85fb09800e47b,9479d20b1212f4063a673a982e71fc0ad4e07cdfa31460f32fda9bab050005a9,17cc51ff88cdb03467513554e24fb07b3c7b6c2d7bbe8279efcd3955c5c11ddb,b92f65d722777a5a46b47edcfacbd17bd209b587a5b5a6aacb01e9906909804d,6ea473da97cb22c2c08331d54bdbcbd0fb72acaa99a74771f0fab7d21187249f,b33f569876cffddce8930446bbde9b86615a62235daa2a1b62fbf2218fce8ecf
"cool_idle","","107811","3","5152066","0.3","1","66083","","",""
"sad_idle_normal","","113511","3","5152066","0.3","1","66084","","",""
"vo_rag_1004","","vo_rag","21","5152066","","0","66085","","","0"
"次は腕と脚の曲げ伸ばしですよ\nはりきっていきましょう","5","132111","11","5152066","10","10","66086","0.5","0","1"
"0","","5","93","5152066","","","66087","","",""
"","","66086","91","5152066","","0","66088","","","0"
"radio_stretch1_loop_surprise1","","131911","3","5152066","0.3","1","66089","","",""
"radio_stretch1_loop","","132111","3","5152066","0.3","1","66090","","",""
"radio_stretch1_loop","","4","3","5152066","0.3","1","66091","","",""
"","","0.1","93","5152066","","0","66092","","","0"
"radio_stretch1_loop","","107511","3","5152066","0.3","1","66093","","",""
"radio_stretch1_loop","","107611","3","5152066","0.3","1","66094","","",""
"radio_stretch1_loop","","126911","3","5152066","0.3","1","66095","","",""
"radio_stretch1_loop","","110311","3","5152066","0.3","1","66096","","",""
"radio_stretch1_loop","","107811","3","5152066","0.3","1","66097","","",""
"radio_stretch1_loop","","113511","3","5152066","0.3","1","66098","","",""
"","","2","93","5152066","","0","66099","","","0"
"vo_rag_1005","","vo_rag","21","5152066","","0","66100","","","0"
"よいしょ、よいしょ……！","5","131911","11","5152066","-10","10","66101","0.5","0","1"
"0","","5","93","5152066","","","66102","","",""
"","","66101","91","5152066","","0","66103","","","0"
"0","","0.3","93","5152066","","","66104","","",""
"radio_talk_normal","","131911","3","5152066","0.3","1","66105","","",""
"wish_idle_normal","","132111","3","5152066","0.3","1","66106","","",""
"cool_idle","","4","3","5152066","0.3","1","66107","","",""
"0","","0.1","93","5152066","","","66108","","",""
"idle_normal","","107511","3","5152066","0.3","1","66109","","",""
"wish_idle","","107611","3","5152066","0.3","1","66110","","",""
"wish_idle_normal","","126911","3","5152066","0.3","1","66111","","",""
"idle_normal","","110311","3","5152066","0.3","1","66112","","",""
"cool_idle","","107811","3","5152066","0.3","1","66113","","",""
"sad_idle_normal","","113511","3","5152066","0.3","1","66114","","",""
"vo_rag_1006","","vo_rag","21","5152066","","0","66115","","","0"
"さあ、今度は横曲げの運動よ\n弾みをつけてやってね","5","131911","11","5152066","-10","10","66116","0.5","0","1"
"0","","4.3","93","5152066","","","66117","","",""
"","","66116","91","5152066","","0","66118","","","0"
"radio_stretch2_loop","","131911","3","5152066","0.2","1","66119","","",""
"radio_stretch2_loop_normal2","","132111","3","5152066","0.2","1","66120","","",""
"radio_stretch2_loop_talk2","","4","3","5152066","0.2","1","66121","","",""
"","","0.2","93","5152066","","0","66122","","","0"
"radio_stretch2R_loop","","107511","3","5152066","0.2","1","66123","","",""
"radio_stretch2R_loop","","107611","3","5152066","0.2","1","66124","","",""
"radio_stretch2R_loop","","126911","3","5152066","0.2","1","66125","","",""
"radio_stretch2R_loop","","110311","3","5152066","0.2","1","66126","","",""
"radio_stretch2R_loop","","107811","3","5152066","0.2","1","66127","","",""
"radio_stretch2R_loop","","113511","3","5152066","0.2","1","66128","","",""
"","","1.5","93","5152066","","0","66129","","","0"
"ふっ、ふっ、ふっ……","5","4","11","5152066","-10","20","66130","0","0","1"
"0","","0.2","93","5152066","","","66131","","",""
"vo_rag_1007","","vo_rag","21","5152066","","0","66132","","","0"
"0","","2.5","93","5152066","","","66133","","",""
"","","66130","91","5152066","","0","66134","","","0"
"vo_rag_1008","","vo_rag","21","5152066","","0","66135","","","0"
"なんというキレのある動き……\nさすがです、姉様","5","132111","11","5152066","10","10","66136","0.5","0","1"
"0","","4.5","93","5152066","","","66137","","",""
"","","66136","91","5152066","","0","66138","","","0"
"0","","0.5","93","5152066","","","66139","","",""
"radio_victory_in_normal2","0","131911","3","5152066","0.2","0","66140","","1","radio_victory_loop_normal2"
"radio_victory_in_normal2","0","132111","3","5152066","0.2","0","66141","","1","radio_victory_loop_normal2"
"radio_victory_in","0","4","3","5152066","0.2","0","66142","","1","radio_victory_loop"
"idle_normal","","107511","3","5152066","0.2","1","66143","","",""
"wish_idle","","107611","3","5152066","0.2","1","66144","","",""
"wish_idle_normal","","126911","3","5152066","0.2","1","66145","","",""
"idle_normal","","110311","3","5152066","0.2","1","66146","","",""
"cool_idle","","107811","3","5152066","0.2","1","66147","","",""
"sad_idle_normal","","113511","3","5152066","0.2","1","66148","","",""
"vo_rag_1009","","vo_rag","21","5152066","","0","66149","","","0"
"最後は両手を掲げて、びくとりー！","5","131911","11","5152066","-10","10","66150","0.5","0","1"
"","","1.5","93","5152066","","0","66151","","","0"
"radio_victory_in_normal2","0","107511","3","5152066","0.2","0","66152","","1","radio_victory_loop_normal2"
"radio_victory_in_normal2","0","107611","3","5152066","0.2","0","66153","","1","radio_victory_loop_normal2"
"radio_victory_in","0","126911","3","5152066","0.2","0","66154","","1","radio_victory_loop"
"radio_victory_in_normal2","0","110311","3","5152066","0.2","0","66155","","1","radio_victory_loop_normal2"
"radio_victory_in_normal2","0","107811","3","5152066","0.2","0","66156","","1","radio_victory_loop_normal2"
"radio_victory_in_normal2","0","113511","3","5152066","0.2","0","66157","","1","radio_victory_loop_normal2"
"0","","0.8","93","5152066","","","66158","","",""
"radio_victory_out","0","131911","3","5152066","0.2","0","66159","","1","radio_victory_idle"
"0","","1.8","93","5152066","","","66160","","",""
"","","66150","91","5152066","","0","66161","","","0"
"radio_victory_out","0","132111","3","5152066","0.2","0","66162","","1","radio_victory_idle"
"radio_victory_out_talk2","0","4","3","5152066","0.2","0","66163","","1","radio_victory_idle_talk2"
"radio_victory_out","0","107511","3","5152066","0.2","0","66164","","1","radio_victory_idle"
"radio_victory_out","0","107611","3","5152066","0.2","0","66165","","1","radio_victory_idle"
"radio_victory_out","0","126911","3","5152066","0.2","0","66166","","1","radio_victory_idle"
"radio_victory_out","0","110311","3","5152066","0.2","0","66167","","1","radio_victory_idle"
"radio_victory_out","0","107811","3","5152066","0.2","0","66168","","1","radio_victory_idle"
"radio_victory_out","0","113511","3","5152066","0.2","0","66169","","1","radio_victory_idle"
"vo_rag_1010","","vo_rag","21","5152066","","0","66170","","","0"
"0610_in","","2","3","5152066","0","","66171","","0",""
"bgm_MC173B","1","bgm_MC173B","27","5152066","0","0.5","66172","","0","0.5"
"se_10058300_radio_finish","","se_10058300","23","5152066","","0","66173","","",""
"finish","","2","37","5152066","","","66174","","",""
"1","","0.4","93","5152066","","0","66175","","","0"
"0610_mid","","2","3","5152066","0","0","66176","","0",""
"","","","92","5152066","","0","66177","","","0"
"0610_out","0","2","3","5152066","0","0","66178","","0","empty"
"0","","0.3","93","5152066","","0","66179","","","0"
"pack_vic_in","0","5","3","5152066","0.2","0","66180","","1","pack_vic_idle"
"se_10058300_pack_appear","","se_10058300","23","5152066","","0","66181","","",""
"radio_victory_idle","","131911","3","5152066","0.2","1","66182","","",""
"","","0.1","93","5152066","","0","66183","","","0"
"radio_victory_idle","","132111","3","5152066","0.2","1","66184","","",""
"radio_victory_idle_talk2","","4","3","5152066","0.2","1","66185","","",""
"","","0.1","93","5152066","","0","66186","","","0"
"radio_victory_lookup2_idle","","107511","3","5152066","0.2","1","66187","","",""
"radio_victory_lookup_idle","","107611","3","5152066","0.2","1","66188","","",""
"radio_victory_lookup_idle","","126911","3","5152066","0.2","1","66189","","",""
"radio_victory_lookup2_idle","","110311","3","5152066","0.2","1","66190","","",""
"radio_victory_lookup2_idle","","107811","3","5152066","0.2","1","66191","","",""
"radio_victory_lookup_idle","","113511","3","5152066","0.2","1","66192","","",""
"","","0.3","93","5152066","","0","66193","","","0"
"vo_rag_1011","","vo_rag","21","5152066","","0","66194","","","0"
"びくとりー！","5","5","11","5152066","0","10","66195","0","1","1"
"","","0","91","5152066","","0","66196","","","0"
"se_10058300_emotion_laugh","","se_10058300","23","5152066","","0","66197","","",""
"1","","17","32","5152066","","","66198","","",""
"smile2_joy","0","131911","3","5152066","0.2","0","66199","","1","sad_idle_joy"
"wish_talk","","132111","3","5152066","0.2","1","66200","","",""
"doya_in_normal","0","4","3","5152066","0.2","0","66201","","1","doya_idle"
"handsup_in","0","107511","3","5152066","0.2","0","66202","","1","handsup_loop"
"wish_idle_dere","","107611","3","5152066","0.2","1","66203","","",""
"wish2_idle","","126911","3","5152066","0.2","1","66204","","",""
"joy_idle","","110311","3","5152066","0.2","1","66205","","",""
"cool_in_dere2","0","107811","3","5152066","0.2","0","66206","","1","cool_talk_dere2"
"wish_talk_joy_shy","","113511","3","5152066","0.2","1","66207","","",""
"","","2","93","5152066","","","66208","","",""
"1","","4","32","5152066","","","66209","","",""
"","","1","93","5152066","","","66210","","",""
"0","","0.5","93","5152066","","","66211","","",""
"","","66213","101","5152066","","","66212","","",""
"bgm_MC173B","","bgm_MC173B","25","5152066","","","66213","","",""
"0","","0","22","5152066","","","66214","","",""
"107511","0","1","1","5152067","1.5","53","67001","top_idle_normal","-254","-60"
"0","","0.5","93","5152067","","","67002","","",""
"","","67004","101","5152067","","","67003","","",""
"top_doya_in","0","107511","3","5152067","0.2","0","67004","","1","top_doya_talk"
"vo_rag_0101","","vo_rag","21","5152067","","0","67005","","","0"
"どんな体操でも楽しむ準備は万全です。一緒にがんばりましょう！","-92","107511","11","5152067","80","10","67006","0","1","1"
"1","","3.7","93","5152067","","","67007","","",""
"0","","0","102","5152067","","0","67008","","",""
"107511","0","1","1","5152068","1.5","53","68001","top_idle_normal","-254","-60"
"0","","0.5","93","5152068","","","68002","","",""
"","","68004","101","5152068","","","68003","","",""
"top_surprise3_loop","","107511","3","5152068","0.2","1","68004","","",""
"vo_rag_0102","","vo_rag","21","5152068","","0","68005","","","0"
"体操した後に食べるごはん…これはもう絶対おいしいですよ☆","-92","107511","11","5152068","80","10","68006","0","1","1"
"1","","3.6","93","5152068","","","68007","","",""
"0","","0","102","5152068","","0","68008","","",""
"107611","0","1","1","5152069","1.5","53","69001","top_idle_normal","-254","-60"
"0","","0.5","93","5152069","","","69002","","",""
"","","69004","101","5152069","","","69003","","",""
"top_sad_talk","","107611","3","5152069","0.2","1","69004","","",""
"vo_rag_0201","","vo_rag","21","5152069","","0","69005","","","0"
"ここで習った体操のことは、必ずや主さまにお伝えいたします","-92","107611","11","5152069","80","10","69006","0","1","1"
"1","","3.3","93","5152069","","","69007","","",""
"0","","0","102","5152069","","0","69008","","",""
"107611","0","1","1","5152070","1.5","53","70001","top_idle_normal","-254","-60"
"0","","0.5","93","5152070","","","70002","","",""
"","","70004","101","5152070","","","70003","","",""
"top_wish_talk_normal","","107611","3","5152070","0.2","1","70004","","",""
"vo_rag_0202","","vo_rag","21","5152070","","0","70005","","","0"
"押されたスタンプは努力の証。大切な宝物となることでしょう","-92","107611","11","5152070","80","10","70006","0","1","1"
"1","","3.3","93","5152070","","","70007","","",""
"0","","0","102","5152070","","0","70008","","",""
"107811","0","1","1","5152071","1.5","53","71001","top_idle_normal","-254","-60"
"0","","0.5","93","5152071","","","71002","","",""
"","","71004","101","5152071","","","71003","","",""
"top_cool_in","0","107811","3","5152071","0.2","0","71004","","1","top_cool_talk"
"vo_rag_0301","","vo_rag","21","5152071","","0","71005","","","0"
"ほら、シャキッとしなさい。ダラダラやってるとケガするわよ","-92","107811","11","5152071","80","10","71006","0","1","1"
"1","","3.8","93","5152071","","","71007","","",""
"0","","0","102","5152071","","0","71008","","",""
"107811","0","1","1","5152072","1.5","53","72001","top_idle_normal","-254","-60"
"0","","0.5","93","5152072","","","72002","","",""
"","","72004","101","5152072","","","72003","","",""
"top_armcrossed_talk_shy","0.2","107811","3","5152072","0.2","0","72004","","1","top_armcrossed_talk_nervous"
"vo_rag_0302","","vo_rag","21","5152072","","0","72005","","","0"
"子どもじゃあるまいしスタンプでよろこんだりは…悪くないわね","-92","107811","11","5152072","80","10","72006","0","1","1"
"1","","3.2","93","5152072","","","72007","","",""
"0","","0","102","5152072","","0","72008","","",""
"131911","0","1","1","5152073","1.5","53","73001","top_idle_normal","-254","-60"
"0","","0.5","93","5152073","","","73002","","",""
"","","73004","101","5152073","","","73003","","",""
"top_wish_talk_joy","","131911","3","5152073","0.2","1","73004","","",""
"vo_rag_0401","","vo_rag","21","5152073","","0","73005","","","0"
"夏の海辺でラジーオタイソーができるなんて、すごーく楽しみ！","-92","131911","11","5152073","80","10","73006","0","1","1"
"1","","3.6","93","5152073","","","73007","","",""
"0","","0","102","5152073","","0","73008","","",""
"131911","0","1","1","5152074","1.5","53","74001","top_idle_normal","-254","-60"
"0","","0.5","93","5152074","","","74002","","",""
"","","74004","101","5152074","","","74003","","",""
"top_gutsB_talk","0","131911","3","5152074","0.2","1","74004","","",""
"vo_rag_0402","","vo_rag","21","5152074","","0","74005","","","0"
"みんなのタイソーも教えてもらえるのよ。しゃかりき頑張るわ！","-92","131911","11","5152074","80","10","74006","0","1","1"
"1","","3.6","93","5152074","","","74007","","",""
"0","","0","102","5152074","","0","74008","","",""
"131911","0","1","1","5152075","1.9","60","75001","empty","-330","-10"
"1","0","1","5","5152075","1.9","61","75002","empty","-330","-10"
"132111","0","1","1","5152075","1.9","58","75003","empty","-315","-192"
"2","0","1","5","5152075","1.9","59","75004","empty","-315","-192"
"4","0","4","5","5152075","1.9","57","75005","empty","-312","163"
"107511","0","1","1","5152075","1.75","54","75006","empty","-165","-132"
"107811","0","1","1","5152075","1.75","55","75007","empty","-175","-292"
"107611","0","1","1","5152075","1.75","56","75008","empty","-190","-452"
"110311","1","1","1","5152075","1.75","51","75009","empty","-165","105"
"126911","1","1","1","5152075","1.75","52","75010","empty","-175","265"
"113511","1","1","1","5152075","1.75","53","75011","empty","-190","425"
"5","0","5","5","5152075","1.9","59","75012","empty","-324","15"
"90","","90","31","5152075","0","0","75013","","1","0"
"0","","0","91","5152075","","","75014","","",""
"0","","0.6","93","5152075","","","75015","","",""
"1","","90","32","5152075","","","75016","","",""
"0","","0.1","93","5152075","","","75017","","",""
"comp_victory_F_noFace","","131911","3","5152075","0","0","75018","","",""
"comp_victory_F_emilia","","1","3","5152075","0","0","75019","","",""
"comp_victory_F_noFace","","132111","3","5152075","0","0","75020","","",""
"comp_victory_F_rem","","2","3","5152075","0","0","75021","","",""
"comp_victory_F","","4","3","5152075","0","0","75022","","",""
"comp_victory_B","","107511","3","5152075","0","0","75023","","",""
"comp_victory_B","","107811","3","5152075","0","0","75024","","",""
"comp_victory_B_kokkoro","","107611","3","5152075","0","0","75025","","",""
"comp_victory_B","","110311","3","5152075","0","0","75026","","",""
"comp_victory_B","","126911","3","5152075","0","0","75027","","",""
"comp_victory_B","","113511","3","5152075","0","0","75028","","",""
"pack_comp_vic_in","0","5","3","5152075","0","0","75029","","1","pack_comp_vic_idle"
"0","","4.5","93","5152075","","","75030","","",""
"out","","90","37","5152075","","","75031","","",""
"1","0","131911","6","5152075","0.1","1","75032","","0","1"
"1","0","1","6","5152075","0.1","1","75033","","0","1"
"1","0","132111","6","5152075","0.1","1","75034","","0","1"
"1","0","2","6","5152075","0.1","1","75035","","0","1"
"1","0","4","6","5152075","0.1","1","75036","","0","1"
"1","0","107511","6","5152075","0.1","1","75037","","0","1"
"1","0","107811","6","5152075","0.1","1","75038","","0","1"
"1","0","107611","6","5152075","0.1","1","75039","","0","1"
"1","0","110311","6","5152075","0.1","1","75040","","0","1"
"1","0","126911","6","5152075","0.1","1","75041","","0","1"
"1","0","113511","6","5152075","0.1","1","75042","","0","1"
"1","0","5","6","5152075","0.1","1","75043","","0","1"
"0","","1","93","5152075","","","75044","","",""
