c82df534912f94c8f10ca6a5d361b48aaf406827ffbefdc03c0e551192f4a12f,caca9aed9e478b5a588eb1e5a9228999309fc1d5b8ce6147e93f6d1921b7f6bd,cabc7928adc5b4fe18f744bd896a4e2b38cc41ffe8c8c677f0e9834686b86b77,66ed0cb2deb50380ac90bf124b59cc361b7d932a6b4bd2129233ce78e769012f,e573d1aa7e495322186561499c7639bac7b6df3cd490ff71bb379af160636f9d,0a62796f2e407313685e34b6b6c1c585a9cebba924e4b825651e653065adfe68,6fe271683d3e217dfd406d405a6b56d9ed670c9c5639677e37e0450f9736e723,23dab71f8aee0a264640cfb942496deb3fe4cffba14c129eb96610e35f033863,645b1f13dae2bfdf5f2236e2664b4a3406ed5a02b7d28e5e94d904d8c8230822,9ac3ee279726349587a9f8785ab069ea31c21ed7bfd71be7293bc126c571ea31,09e889979e5eddf7a715cd531be62e312c361c50bb679258675acef58eecbf5c,8a02aecf8a7d46fa311af211b2d53fb8962188b3933cb3208e7cd687165f865f,8499104003ff51583dd16f44a30c8bdfd9ea4ec979b9628b3e7225b980bd9924,ec2c9bd5ef5bcd713c29000350c040d9a24d4079b3e7fbf4b285715f3249b460,d084197aba71bb3e9087d3c348ab126b9925ffd732b08436c3b4ebe272f456e3,8452d43709c047da13d979ba7cec9c2a2a4e9eb73e49adb602a262a7d28e712e,c836ffd2a044d94e1c841ebbbed60c7807d36a4bcd8be4c411da87303dbc562a,332d290352156779c7c763016efb87672351c0429577f9506081003f7bf2c964,1546dd24393acb240274121433b618fffc401b9ba06f5f34d2e46db477056b4d,1b24af17b78ba10c9535dec478bfd5a8cfd85bcbe94c344c9f405eb2744a52f2
"4022","50,000,000\n（ひらがなで）","12414","4","4","4","4","ごせんまん","12379","12435","これ、何と読む？","1","","2","12435","0","4","4","12372","ごせんまん"
"4023","10,000,000+10,000,000＝？\n（答えをひらがなで読むと）","12414","4","4","4","4","にせんまん","12379","12435","この問題の答えは？","1","","2","12435","0","4","4","12395","にせんまん"
"4024","10,000,000×10÷2＝？\n（答えをひらがなで読むと）","12414","4","4","4","4","ごせんまん","12379","12435","この問題の答えは？","3","","2","12435","0","4","4","12372","ごせんまん"
"4025","502＋502＋502＋502＝？\n（答えをひらがなで読むと）","12399","4","4","4","4","にせんはち","12379","12435","この問題の答えは？","2","","2","12385","0","4","4","12395","にせんはち"
"4026","(1253＋6652－232)×0＋12345=？","52","1","1","1","4","12345","50","51","この問題の答えは？","2","","2","53","0","1","1","49","12345"
"4027","XI　（ひらがなで読むと）","12356","4","4","4","4","じゅういち","12421","12358","このローマ数字はいくつ？","1","","2","12385","0","4","4","12376","じゅういち"
"4028","XVI　（ひらがなで読むと）","12429","4","4","4","4","じゅうろく","12421","12358","このローマ数字はいくつ？","1","","2","12367","0","4","4","12376","じゅうろく"
"4029","XVII　（ひらがなで読むと）","12394","4","4","4","4","じゅうなな","12421","12358","このローマ数字はいくつ？","2","","2","12394","0","4","4","12376","じゅうなな"
"4030","XVIII　（ひらがなで読むと）","12399","4","4","4","4","じゅうはち","12421","12358","このローマ数字はいくつ？","2","","2","12385","0","4","4","12376","じゅうはち"
"4031","XXII　（ひらがなで読むと）","12358","4","4","4","4","にじゅうに","12376","12421","このローマ数字はいくつ？","2","","2","12395","0","4","4","12395","にじゅうに"
"4032","XXV　（ひらがなで読むと）","12358","4","4","4","4","にじゅうご","12376","12421","このローマ数字はいくつ？","2","","2","12372","0","4","4","12395","にじゅうご"
"4033","XXX　（ひらがなで読むと）","12421","4","4","4","4","さんじゅう","12435","12376","このローマ数字はいくつ？","2","","2","12358","0","4","4","12373","さんじゅう"
"4034","時計を見た瞬間だけ秒針が遅く見える現象","12473","5","5","5","4","クロノスタ","12525","12494","これ、何と言う？","3","","2","12479","0","5","5","12463","クロノスタシス"
"4035","アルミホイルを嚙んだ時に痛みが走る現象","12491","5","5","5","4","ガルバニー","12523","12496","これ、何と言う？","3","","2","12540","0","5","5","12460","ガルバニー電流"
"4036","ガードレールの端の曲がっている部分","12540","5","5","5","4","そでビーム","12391","12499","これ、何と言う？","3","","2","12512","0","4","4","12381","そでビーム"
"4037","視力検査の時に片目を隠す黒いスプーンのような器具","12435","4","4","4","4","しゃがんし","12419","12364","これ、何と言う？","3","","2","12375","0","4","4","12375","しゃがんし"
"4038","数学記号で「≠」","12467","5","5","5","4","ットイコー","12488","12452","これ、何と読む？","3","","2","12540","0","5","5","12483","ノットイコール"
"4040","数学記号で「∟」","12363","4","4","4","4","ちょっかく","12423","12387","これ、何と読む？","3","","2","12367","0","4","4","12385","ちょっかく"
"4041","数学記号で「ε」","12525","5","5","5","4","イプシロン","12503","12471","これ、何と読む？","3","","2","12531","0","5","5","12452","イプシロン"
"4042","","23665","6","6","4","4","雲海の山脈","28023","12398","これ、何と言う？","2","","1","33032","4042","6","6","38642","ダンジョンNORMAL『雲海の山脈』"
"4043","","22823","6","6","4","4","密林の大樹","26519","12398","これ、何と言う？","2","","1","27193","4043","6","6","23494","ダンジョンHARD『密林の大樹』"
"4044","","36986","6","6","4","4","断崖の遺跡","23830","12398","これ、何と言う？","2","","1","36321","4044","6","6","26029","ダンジョンVERY HARD『断崖の遺跡』"
"4045","","23396","6","6","4","4","蒼海の孤塔","28023","12398","これ、何と言う？","2","","1","22612","4045","6","6","33980","ダンジョンEXTREME『蒼海の孤塔』"
"4046","","38343","6","6","4","4","毒瘴の闇稜","30260","12398","これ、何と言う？","2","","1","31260","4046","6","6","27602","ダンジョンEXTREME Ⅱ『毒瘴の闇稜』"
"4047","","39608","6","6","4","4","緑竜の骸嶺","31452","12398","これ、何と言う？","2","","1","23994","4047","6","6","32209","ダンジョンEXTREME Ⅲ『緑竜の骸嶺』"
"4048","","28014","6","6","4","4","天上の浮城","19978","12398","これ、何と言う？","2","","1","22478","4048","6","6","22825","ダンジョンEXTREME Ⅳ『天上の浮城』"
"4049","イベント「授けの財団と聖なる学舎の異端児」のボス","12375","2","4","4","4","なかよしＸ","12363","12424","これ、何と言う？","1","","1","65336","4049","4","4","12394","なかよしＸ"
"4050","イベント「以心電心！　アオイ　トイ　フレンズ」のボス","12531","5","5","5","4","トイキング","12452","12461","これ、何と言う？","1","","1","12464","4050","5","5","12488","究極玩具王　メガトイキング"
"4051","思い出いっぱいの様々なBGMを購入し、各種メニューに設定できるギルドハウス家具","12450","5","5","5","4","メモリアル","12514","12522","これ、何と言う？","1","","1","12523","4051","5","5","12513","メモリアルサウンドボックス"
"4052","ランドソルのとある村で七夕の日に現れる不思議な竹。短冊を飾った笹が、光る竹へと変化する","12384","4","4","4","4","ねがいだけ","12364","12356","これ、何と言う？","3","","1","12369","0","4","4","12397","ねがいだけ"
"4053","タイムトラベルを行う魔道具『タイムラーベ』のナビゲーター","12395","4","4","4","4","かんりにん","12435","12426","これ、何と言う？","2","","1","12435","4053","4","4","12363","時のかんりにん"
"4054","オーマの町の漁師たち\nが使う魔道具。電気を\n流し獲物を気絶させる","12459","5","5","5","4","ショッカー","12519","12483","この魔道具、何と言う？","3","","1","12540","4054","5","5","12471","ライトニングショッカー"
"4055","ギルドハウスに置くと自動でマナを作ってくれる器。取り扱いには資格が必要らしい","25104","6","6","6","4","マナ生成機","12490","29983","これ、何と言う？","1","","1","27231","4055","5","5","12510","マナ生成機"
"4056","2本の線路上を走る普通の電車などと違い、1本の軌道のみで進行する乗り物。別名「単軌鉄道」","12540","5","5","5","4","モノレール","12494","12524","これ、何と言う？","1","","2","12523","0","5","5","12514","モノレール"
"4057","七夕の物語でもおなじみの、夜空を横切るように見える、帯状の星の集まり","12364","4","4","4","4","あまのがわ","12414","12398","これ、何と言う？","1","","2","12431","0","4","4","12354","あまのがわ"
"4058","「デネブ」「アルタイル」「ベガ」の3つの明るい星を結んでできる大きな三角形","19977","6","6","6","4","夏の大三角","12398","22823","これ、何と言う？","1","","2","35282","0","6","4","22799","夏の大三角"
"4059","「さびない」という意味を持つ、鉄を主とした合金。スプーンから車まで幅広い用途に使われる","12524","5","5","5","4","ステンレス","12486","12531","これ、何と言う？","1","","2","12473","0","5","5","12473","ステンレス"
"4060","乾燥剤として、食品の保管をはじめ幅広く使われる加工品。水晶の成分と同じものから作られる","12466","5","5","5","4","シリカゲル","12522","12459","これ、何と言う？","1","","2","12523","0","5","5","12471","シリカゲル"
"4061","きれいな緑色をしたポピュラーな宝石。透き通った海の色を表現する言葉にも使われる","12523","5","5","5","4","エメラルド","12513","12521","これ、何と言う？","1","","2","12489","0","5","5","12456","エメラルド"
"4062","皮膚や軟骨などを構成する、美容や健康維持に大切なたんぱく質。ゼラチンの原料でもある","12466","5","5","5","4","コラーゲン","12521","12540","これ、何と言う？","1","","2","12531","0","5","5","12467","コラーゲン"
"4063","","49","1","1","1","4","31415","49","52","これ、いくつ？","1","円周率＝3.1415926……","2","53","0","1","1","51","円周率＝3.1415926……"
"4064","","52","1","1","1","4","14142","52","49","これ、いくつ？","2","√2＝1.41421356……","2","50","0","1","1","49","√2＝1.41421356……"
"4065","44556を「百の位」で四捨五入した数","48","1","1","1","4","45000","53","48","これ、いくつ？","1","","2","48","0","1","1","52","=45000"
"4066","ガソリンではなく、「軽油」を燃料として走る車のこと","12476","5","5","5","4","ディーゼル","12451","12540","これ、何と言う？","1","","2","12523","0","5","5","12487","ディーゼル車"
"4067","それが作られた時代の技術や知識レベルでは作れるはずのない、謎に包まれた人工物の出土品","12540","5","5","5","4","オーパーツ","12540","12497","これ、何と言う？","2","","2","12484","0","5","5","12458","オーパーツ"
"4068","水分をよく吸うことから近年はバスマットなどによく使われる素材。特定の植物の化石からなる","12358","4","4","4","4","けいそうど","12356","12381","これ、何と言う？","2","","2","12393","0","4","4","12369","けいそうど"
"4069","爆薬としておなじみの「TNT」。略さずに言うと？","12488","5","5","5","4","トリニトロ","12522","12491","これ、何と言う？","3","","2","12525","0","5","5","12488","トリニトロトルエン"
"4070","","12388","4","4","4","4","じょしつき","12423","12375","これ、何と言う？","1","","2","12365","0","4","4","12376","加湿器⇔じょしつき"
"4071","学校の理科室でおなじみの薬液。生物を標本にするときに、これに漬ける","12522","5","5","5","4","ホルマリン","12523","12510","これ、何と言う？","1","","2","12531","0","5","5","12507","ホルマリン"
"4072","一般に「世界三大発明」と言われるもの。火薬と羅針盤と、あと一つは？","21047","6","6","6","4","活版印刷術","29256","21360","これ、何？","3","","2","34899","0","6","6","27963","活版印刷術"
"4073","「はんだ付け」を行うための工具","12372","4","4","4","4","はんだごて","12435","12384","これ、何と言う？","2","","2","12390","0","4","4","12399","はんだごて"
"4074","いつかAIの能力が人間を超える転換点。また、それにより社会に起こる変化の概念のこと","12517","5","5","5","4","シンギュラ","12531","12462","これ、何と言う？","3","","2","12521","0","5","5","12471","シンギュラリティ"
"4075","","26126","6","6","4","4","明けの明星","12369","12398","これ、何と言う？","3","","2","26143","0","6","4","26126","宵の明星⇔明けの明星"
"4076","魚介類などに多く含まれる、人間の活動に必須の栄養素","12456","5","5","5","4","ヘキサエン","12461","12469","これ、何と言う？","3","","2","12531","0","5","5","12504","DHA＝ドコサヘキサエン酸"
"4077","","12374","4","4","4","4","じょうざん","12423","12358","これ、何と言う？","3","","2","12435","0","4","4","12376","たし算⇒加算　かけ算⇒じょうざん"
"4078","「‰」を用いて数量をあらわす方法は「千分率」。では「%」を用いる場合はなんと呼ぶ？","12406","4","4","4","4","ひゃくぶん","12419","12367","これ、何と言う？","3","","2","12435","0","4","4","12402","ひゃくぶん率"
"4079","夏の空に見られる大きなもくもくとした雲、「お坊さん」の頭に似ていることからなんと呼ぶ？","12393","4","4","4","4","にゅうどう","12421","12358","これ、何と言う？","2","","2","12358","0","4","4","12395","にゅうどう雲"
"4080","","12423","4","4","4","4","ふうりょく","12358","12426","これ、何と言う？","1","","2","12367","0","4","4","12405","ダム⇒水力発電　風車⇒ふうりょく発電"
"4081","パソコンのキーボードの並び、一般に「Q」の右側はどのように並んでいることが多い？","84","2","2","2","4","WERTY","69","82","これ、何と言う？","3","Q⇒W⇒E⇒R⇒T⇒Y","2","89","0","2","2","87","Q⇒W⇒E⇒R⇒T⇒Y"
"4082","マスクの素材としておなじみ。繊維を織った普通の布とは異なり、織らずに化学的に結合したもの","12367","4","4","4","4","ふしょくふ","12375","12423","これ、何と言う？","2","","2","12405","0","4","4","12405","ふしょくふ"
"4083","「モンスーン」という気象現象、和訳すると？","12405","4","4","4","4","きせつふう","12379","12388","これ、何と言う？","2","","2","12358","0","4","4","12365","きせつふう"
"4084","無害なソフトを装ってPCを攻撃する悪質なプログラム。神話の戦争に登場する罠の名が元ネタ","26408","6","6","5","4","トロイ木馬","12525","12452","これ、何と言う？","3","トロイの木馬","2","39340","0","5","5","12488","トロイの木馬"
"4085","小さな力で重いものを動かすのに便利な物理の原理。支点・力点・作用点の位置で働きが決まる","21407","6","6","4","4","てこの原理","12371","12398","これ、何と言う？","2","","2","29702","0","4","4","12390","てこの原理"
"4086","地震の説明に使われる「P波」と「S波」。「P」は「プライマリー」の略で、「S」は何の略？","12480","5","5","5","4","セカンダリ","12459","12531","これ、何と言う？","3","","2","12522","0","5","5","12475","セカンダリー"
"4087","","12409","4","4","4","4","おしゃべり","12375","12419","このAI機能付き人形、何と言う？","3","","1","12426","4087","4","4","12362","おしゃべりチエルちゃん"
"4088","","12503","5","5","5","4","ユニコプタ","12491","12467","この空飛ぶからくり、何と言う？","3","","1","12479","4088","5","5","12518","ぷかぷかユニコプター"
"4089","『七冠』が開発したAIの名称","12532","5","5","5","4","ミネルヴァ","12493","12523","これ、何と言う？","3","","1","12449","4089","5","5","12511","ミネルヴァ"
"4090","ケーブルで繋がない、無線式のイヤホン","12524","5","5","5","4","ワイヤレス","12452","12516","これ、何と言う？","1","","2","12473","0","5","5","12527","ワイヤレスイヤホン"
"4091","1+2+3+4+5+6+7+8+9+10=?　（答えをひらがなで）","12358","4","4","4","4","ごじゅうご","12376","12421","この問題の答えは？","3","","2","12372","0","4","4","12372","ごじゅうご"
"4099","花火などで使われる化学反応の一種。金属を火の中に入れると火の色が変わる現象","12423","4","4","4","4","えんしょく","12435","12375","これ、何と言う？","3","","2","12367","0","4","4","12360","えんしょく反応"
"4100","記録媒体の「CD」、略さずに言うと？","12463","5","5","5","4","コンパクト","12531","12497","これ、何と言う？","1","","2","12488","0","5","5","12467","コンパクトディスク"
"4106","質量の大きい星が寿命を迎える際に起こる爆発現象。太陽の数億倍の明るさを放つ","29190","6","6","6","4","超新星爆発","26032","26143","これ、何と言う？","2","","2","30330","0","6","6","36229","超新星爆発"
"4108","地球と月などの、2つの天体の引力によりちょうど釣り合いがとれて、安定するポイントのこと","12472","5","5","5","4","グランジュ","12521","12531","これ、何と言う？","3","","2","12517","0","5","5","12464","ラグランジュ・ポイント"
"4110","これを始まりとして宇宙が生まれたとされる、大爆発のこと","12496","5","5","5","4","ビッグバン","12483","12464","これ、何と言う？","1","","2","12531","0","5","5","12499","ビッグバン"
"4114","キャラのEXPを上昇させる強化アイテム","12519","5","5","5","4","ポーション","12540","12471","このアイテムの名前は？","1","","1","12531","4114","5","5","12509","EXPメガポーション"
"4117","抵抗器や電熱線を流れる電流は、加えた電圧に比例する。この関係の名前は？","27861","6","6","5","4","オーム法則","12540","12512","これ、何と言う？","2","オームの法則","2","21063","0","5","5","12458","オームの法則"
"4125","カメラ用語の「AF」、どんな言葉の略？","12459","5","5","5","4","フォーカス","12457","12540","これ、何と言う？","2","","2","12473","0","5","5","12501","オートフォーカス"
"4126","ファンタジー作品でお馴染みの架空の金属。比類なき硬さを誇り、青や銀色で描かれる","12523","5","5","5","4","オリハルコ","12522","12495","これ、何と言う？","1","","2","12467","0","5","5","12458","オリハルコン"
"4127","イノリとカヤが\nタイムトラベル\nに使った魔道具","12521","5","5","5","4","タイムラベ","12452","12512","これ、何と言う？","3","タイムラーベ","1","12505","4127","5","5","12479","タイムラーベ"
"4128","『なかよしX Mk-Ⅱ』の\n『Mk-Ⅱ』をカタカナで","12484","5","5","5","4","マークツー","12540","12463","これ、何と読む？","1","","1","12540","4128","5","5","12510","Mk-Ⅱ＝マークツー"
"4134","9月の誕生石。色は青色で、「蒼玉」「青玉」とも呼ばれる宝石","12452","5","5","5","4","サファイア","12501","12449","これ、何と言う？","2","0","2","12450","0","5","5","12469","0"
"4138","「あらゆるものは、互いに引き寄せ合う力がある」とする法則","12423","4","4","4","4","いんりょく","12435","12426","これ、何と言う？","1","","2","12367","0","4","4","12356","万有いんりょくの法則"
"4139","物理法則の一つ。救急車のサイレンが通り過ぎた後に低く聞こえるのはこのため","12521","5","5","5","4","ドップラー","12483","12503","これ、何と言う？","2","","2","12540","0","5","5","12489","ドップラー効果"
"4140","一、十、百、千、万、億……正、載、極、□□□□□、阿僧祇…","12375","4","4","4","4","ごうがしゃ","12358","12364","これ、何と言う？","3","","2","12419","0","4","4","12372","ごうがしゃ"
"4141","水銀と他の金属を合わせた合金のこと。歯の治療の詰め物に使われることも","12460","5","5","5","4","アマルガム","12510","12523","これ、何と言う？","2","","2","12512","0","5","5","12450","アマルガム"
"4143","自動車のライトを上向きにして、100メートルほど先まで照らせるようにした状態","12540","5","5","5","4","ハイビーム","12452","12499","これ、何と言う？","2","","2","12512","0","5","5","12495","ハイビーム"
"4144","ファンタジー作品でもおなじみ、不老不死の霊薬。賢者の石から作られたとされる","12469","5","5","5","4","エリクサー","12522","12463","これ、何と言う？","3","","2","12540","0","5","5","12456","エリクサー"
"4145","畑などの穀物が円形に倒されて、模様が描かれたもの。宇宙人のしわざと言われることも","12522","5","5","5","4","ミステリー","12473","12486","これ、何と言う？","1","","2","12540","0","5","5","12511","ミステリーサークル"
"4146","この栄養素の、英語での呼び方","12452","5","5","5","4","プロテイン","12525","12486","これ、何と言う？","1","","2","12531","0","5","5","12503","たんぱく質＝プロテイン"
"4147","『リマ』が人間の姿に変身できるように『ネネカ』が用意した、特殊なリンゴの果実","12503","5","5","5","4","モルアプル","12523","12450","これ、何と言う？","2","メタモルアップル","1","12523","4147","5","5","12514","メタモルアップル"
"4148","「魔の海域」とも呼ばれる三角形の海域。かつて、船や飛行機の失踪が相次いだ","12540","5","5","5","4","バミューダ","12511","12517","これ、何と言う？","2","","2","12480","0","5","5","12496","バミューダ・トライアングル"
"4150","キャラの装備強化に使用するアイテム","12423","4","4","4","4","けっしょう","12387","12375","これ、何と言う？","2","","1","12358","4150","4","4","12369","精錬けっしょう"
"4151","ショップでメモリーピースを購入するのに使うアイテム","31192","6","6","4","4","女神の秘石","31070","12398","これ、何と言う？","1","","1","30707","4151","6","6","22899","女神の秘石"
"4152","映像の合成技術の一つ。グリーンなどの色の背景を用い、映像の一部分のみを切り抜く","12461","5","5","5","4","クロマキー","12525","12510","これ、何と言う？","2","","2","12540","0","5","5","12463","クロマキー合成"
"4153","数人家族用の冷蔵庫の構成。冷蔵室・冷凍室・製氷室と、あと一つはなんという部分？","12375","4","4","4","4","やさいしつ","12373","12356","これ、何と言う？","2","","2","12388","0","4","4","12420","やさいしつ"
"4154","リボン状の長方形の端っこを半周ひねって繋げたもの。数学や芸術においてもおなじみの題材","12473","6","5","5","4","メビウス輪","12499","12454","これ、何と言う？","2","メビウスの輪","2","36650","0","5","5","12513","メビウスの輪"
"4155","「1:1.618」とあらわされる、建築などにおいて美しく感じるとされる理想的な縦横比率","12435","4","4","4","4","おうごんひ","12358","12372","これ、何と言う？","2","","2","12402","0","4","4","12362","おうごんひ"
"4156","","12519","5","5","5","4","ディショナ","12451","12471","これ、略さずに言うと？","2","","2","12490","0","5","5","12487","エアコン\n＝エアーコンディショナー"
"4157","この化学用語、和訳すると？","12383","4","4","4","4","どういたい","12358","12356","これ、何と言う？","3","","2","12356","0","4","4","12393","アイソトープ＝どういたい"
"4158","ヘリコプターの離陸・着陸を行う場所。ビルの屋上で大きく「H」と書かれた場所はこれにあたる","12540","5","5","5","4","ヘリポート","12522","12509","これ、何と言う？","2","","2","12488","0","5","5","12504","ヘリポート"
"4159","レースなどでおなじみの物理現象。前を走る車のすぐ後ろにつけると、空気抵抗を避けられる","12540","5","5","5","4","ストリーム","12488","12522","これ、何と言う？","3","","2","12512","0","5","5","12473","スリップストリーム"
"4160","ID・パスワードに加えてもう一段階他の情報で本人確認を行うことでセキュリティを高めること","35469","6","6","6","4","二段階認証","27573","38542","これ、何と言う？","3","","2","35388","0","6","6","20108","二段階認証"
"4161","蚊の羽音に似ていることに由来する、周波数の高いキーンとした音。人によっては聞き取れない","12540","5","5","5","4","モスキート","12473","12461","これ、何と言う？","3","","2","12488","0","5","5","12514","モスキート音"
"4162","植物の分類方法の一つ","12424","4","4","4","4","そうしよう","12358","12375","これ、何と言う？","3","","2","12358","0","4","4","12381","単子葉類⇔そうしよう類"
"4163","この化学用語、英語で言うと？","12488","5","5","5","4","アイソトプ","12452","12477","これ、何と言う？","3","同位体＝アイソトープ","2","12503","0","5","5","12450","同位体＝アイソトープ"
"4164","きゅうくつな姿勢で長時間いると身体にあらわれる悪い症状。適度に身体を動かすのが大事","12511","5","5","5","4","エコノミー","12467","12494","これ、何と言う？","2","","2","12540","0","5","5","12456","エコノミークラス症候群"
"4165","吊り橋の上など不安を抱きやすい状況では、一緒にいる相手に恋愛感情を持ちやすいとする心理現象","21177","6","6","6","4","吊り橋効果","12426","27211","これ、何と言う？","2","","2","26524","0","6","4","21514","吊り橋効果"
"4166","「木星」の英名（カタカナで）","12479","5","5","5","4","ジュピター","12517","12500","これ、何と言う？","2","","2","12540","0","5","5","12472","ジュピター"
"4167","鉛筆の芯とダイヤモンドはどちらも「炭素」だが性質が異なる。このようなものを化学で何と呼ぶ？","12383","4","4","4","4","どうそたい","12358","12381","これ、何と言う？","3","","2","12356","0","4","4","12393","どうそたい"
"4168","太陽の有害な紫外線を吸収するのに重要な気体の層で、人間の活動による破壊が問題視される","12381","4","4","5","4","オゾンそう","12478","12531","これ、何と言う？","2","","2","12358","0","5","5","12458","オゾンそう"
"4169","食卓に欠かせない調味料の「食塩」、化学においてはなんと言う名前の物質？","12454","5","5","5","4","ナトリウム","12488","12522","これ、何と言う？","2","","2","12512","0","5","5","12490","塩化ナトリウム"
"4170","いわゆる「ポリ袋」の原料として多いもの。一つは「ポリエチレン」で、もう一つは何？","12524","5","5","5","4","プロピレン","12525","12500","これ、何と言う？","3","","2","12531","0","5","5","12503","ポリプロピレン"
"4171","「CO」という化学式であらわされるのは、何という物質？","28845","6","6","6","4","一酸化炭素","37240","21270","これ、何と言う？","2","","2","32032","0","6","6","19968","一酸化炭素"
"4172","","12486","5","5","5","4","リアリティ","12450","12522","これ、略さずに言うと？","2","","2","12451","0","5","5","12522","VR＝バーチャルリアリティ"
"4173","「VR」は「仮想現実」。では、「AR」は？","12423","4","4","4","4","かくちょう","12367","12385","これ、何と言う？","3","","2","12358","0","4","4","12363","AR＝かくちょう現実"
"4175","「光の三原色」と定義される3つの色は何？（ひらがなで）","12393","4","4","4","4","あおみどり","12362","12415","これ、何と言う？","3","あお・みどり","2","12426","0","4","4","12354","あか・あお・みどり"
"4176","神殿などの建築において、丸い柱の真ん中に膨らみを持たせて作ること。見た目が安定して見える","12471","5","5","5","4","エンタシス","12531","12479","これ、何と言う？","3","","2","12473","0","5","5","12456","エンタシス"
"4177","地球の影によって月が欠けて見えるのは「月食」。では月によって太陽が欠けて見えるのは？","12423","4","4","4","4","にっしょく","12387","12375","これ、何と言う？","1","","2","12367","0","4","4","12395","にっしょく"
"4178","心理学で、自分の周囲の「ここまでは他人が近づいても許せる」という限度の範囲を指す言葉","12490","5","5","5","4","パーソナル","12540","12477","これ、何と言う？","2","","2","12523","0","5","5","12497","パーソナルスペース"
"4179","漢字をずっと眺めていると「こんな漢字だったっけ？」と違和感を覚えることに代表される心理現象","12479","5","5","5","4","ゲシュタル","12471","12517","これ、何と言う？","2","","2","12523","0","5","5","12466","ゲシュタルト崩壊"
"4180","「するな」と言われると、かえってしたくなってしまう心理現象","12517","5","5","5","4","カリギュラ","12522","12462","これ、何と言う？","3","","2","12521","0","5","5","12459","カリギュラ効果"
"4181","","12457","5","5","5","4","クロフォン","12525","12501","これ、略さずに言うと？","1","","2","12531","0","5","5","12463","マイク＝マイクロフォン"
"4182","水分が少なくさらさらとした雪のこと。スキーやスノーボードをするには絶好の雪質","12473","5","5","5","4","パウダスノ","12454","12480","これ、何と言う？","2","パウダースノー","2","12494","0","5","5","12497","パウダースノー"
"4183","「条件反射」という脳の仕組みが発見されるきっかけとなった実験。とある動物が関係している","12501","6","5","5","4","パブロフ犬","12502","12525","これ、何と言う？","3","パブロフの犬","2","29356","0","5","5","12497","パブロフの犬"
"4184","","12531","5","5","5","4","アンインス","12531","12452","これ、何と言う？","1","","2","12473","0","5","5","12450","インストール⇔アンインストール"
"4185","パソコンのキーボードで、通常「エンター」の上に配置されているキー","12506","5","5","5","4","バクスペス","12463","12473","これ、何と言う？","1","バックスペース","2","12473","0","5","5","12496","バックスペース"
"4186","パソコンのキーボードで、「Ctrl」と書かれたキーを何と読む？","12525","5","5","5","4","コントロル","12531","12488","これ、何と言う？","2","コントロール","2","12523","0","5","5","12467","コントロール"
"4187","","12473","5","5","5","4","コピペスト","12500","12506","これ、略さずに言うと？","1","コピペ＝コピー&ペースト","2","12488","0","5","5","12467","コピペ＝コピー&ペースト"
"4188","「FD」とも表記される、かつて主流だった記録媒体。四角いカバーにおおわれている","12500","5","5","5","4","フロッピー","12525","12483","これ、何と言う？","3","","2","12540","0","5","5","12501","フロッピーディスク"
"4189","北の空に煌々と光る大きな星。古くから旅人が道しるべにしてきた。なお南半球からは見えない","12423","4","4","4","4","ほっきょく","12387","12365","これ、何と言う？","1","","2","12367","0","4","4","12411","ほっきょく星"
"4190","「彗星」の別名。ちりや氷がシャワー状に尾を引いている姿が、とある生活用品に似ているため","12412","4","4","4","4","ほうきぼし","12358","12365","これ、何と言う？","2","","2","12375","0","4","4","12411","ほうきぼし"
"4191","電流を流すための回路の、2種類のつなぎ方","12428","4","4","4","4","ちょくれつ","12423","12367","これ、何と言う？","1","","2","12388","0","4","4","12385","並列回路⇔ちょくれつ回路"
"4192","太陽から届く目に見えない光線の一つで、日焼けの原因となるもの","12379","4","4","4","4","しがいせん","12364","12356","これ、何と言う？","1","","2","12435","0","4","4","12375","しがいせん"
"4193","水溶液の性質を表す3つの分類","12522","6","5","5","4","アルカリ性","12523","12459","これ、何と言う？","1","","2","24615","0","5","5","12450","酸性・中性・アルカリ性"
"4194","2つの異なる数字をどちらも割り切れる「約数」のうち、最も大きいもの","32004","6","6","6","4","最大公約数","22823","20844","これ、何と言う？","1","","2","25968","0","6","6","26368","最大公約数"
"4195","2つの異なる数字にとっての共通の「倍数」のうち、最も小さいもの","20493","6","6","6","4","最小公倍数","23567","20844","これ、何と言う？","1","","2","25968","0","6","6","26368","最小公倍数"
"4196","三角形の面積の求め方","12373","1","4","6","4","底辺高さ2","36794","39640","これ、何と言う？","1","底辺×高さ÷2","2","50","0","6","6","24213","底辺×高さ÷2"
"4197","円をぐるっと一周した長さ、どのように求められる？","21608","6","6","6","4","直径円周率","24452","20870","これ、何と言う？","2","直径×円周率","2","29575","0","6","6","30452","直径×円周率"
"4198","「秒速10メートル」なら、「分速」だと何メートル？（ひらがなで）","12419","4","4","4","4","ろっぴゃく","12387","12404","この問題の答えは？","1","","2","12367","0","4","4","12429","分速ろっぴゃくメートル"
"4199","台風のニュースでよく目にする、圧力の単位である「hPa」という記号、なんと読む？","12497","5","5","5","4","ヘクトパス","12463","12488","これ、何と読む？","2","","2","12473","0","5","5","12504","ヘクトパスカル"
"4200","","12398","6","4","5","4","エルフの里","12523","12501","この場所の名前は？","3","","1","37324","4200","5","5","12456","エルフの里"
