b8dc614b777988a6d0f9a7aa27d37a29ec5d2852913d21727fa23d0ffec1f658,94a5957b8a9aae3a34152c1641fc7ef9b0ef0da96614b3a14271ae5dbfb881f6,8a2aa8cc7ee7ef6cb89b49c35e463106189b17535a10cb704172993f52405e6e,31a0c40e24ff387d00f574d3492ad3d5896ddf2c4bde9b03c0c1fb13734268d7,947d617eb5cee0c690f62949823a579c2d15493b30457dc11028fc4a2a8c9d7a
"168","100","50","50087","13"
"171","100","50","50088","454"
"174","100","50","50089","681"
"175","100","50","50090","580"
"175","100","50","50091","397"
"176","100","50","50092","165"
"176","100","50","50093","402"
"178","100","50","50094","658"
"180","100","50","50095","355"
"180","101","50","50096","36"
"183","100","50","50097","383"
"185","100","50","50098","154"
"186","100","50","50099","51"
"186","100","50","50100","289"
"187","100","50","50101","736"
"188","100","50","50102","1046"
"190","100","50","50103","643"
"190","100","50","50104","699"
"192","100","50","50105","1065"
"195","100","50","50106","880"
"195","200","50","50107","802"
"196","100","50","50108","567"
"197","100","50","50109","518"
"198","100","50","50110","813"
"200","100","50","50111","583"
"202","100","50","50112","170"
"202","100","50","50113","318"
"204","100","50","50114","217"
"204","100","50","50115","325"
"205","100","50","50116","44"
"206","100","50","50117","223"
"207","101","50","50118","492"
"208","100","50","50119","254"
"208","100","50","50120","134"
"209","100","50","50121","475"
"209","100","50","50122","603"
"211","100","50","50123","789"
"211","100","50","50124","447"
"214","100","50","50125","411"
"215","100","50","50126","567"
"218","100","50","50127","866"
"221","100","50","50128","578"
"224","100","50","50129","147"
"225","101","50","50130","366"
"227","100","50","50131","243"
"227","100","50","50132","441"
"228","100","50","50133","576"
"228","100","50","50134","471"
"231","100","50","50135","23"
"232","100","50","50136","349"
"234","100","50","50137","464"
"234","100","50","50138","40"
"235","100","50","50139","286"
"237","100","50","50140","188"
"239","100","50","50141","290"
"239","100","50","50142","37"
"240","100","50","50143","181"
"243","101","50","50144","626"
"244","100","50","50145","537"
"244","100","50","50146","348"
"246","100","50","50147","837"
"249","100","50","50148","1127"
"251","100","50","50149","1054"
"254","100","50","50150","887"
"255","100","50","50151","1164"
"258","100","50","50152","882"
"258","100","50","50153","778"
"259","100","50","50154","491"
"262","100","50","50155","226"
"263","100","50","50156","707"
"265","100","50","50157","911"
"266","101","50","50158","416"
"269","100","50","50159","503"
"271","100","50","50160","156"
"273","100","50","50161","101"
"276","100","50","50162","300"
"276","100","50","50163","144"
"276","100","50","50164","506"
"276","100","50","50165","709"
"279","100","50","50166","1031"
"281","100","50","50167","1142"
"283","100","50","50168","767"
"286","100","50","50169","314"
"289","100","50","50170","647"
"291","100","50","50171","506"
"294","100","50","50172","998"
"296","100","50","50173","1132"
"298","101","50","50174","1178"
"300","100","50","50175","970"
"301","100","50","50176","1195"
"303","100","50","50177","945"
"305","100","50","50178","637"
"307","100","50","50179","544"
"307","100","50","50180","754"
"307","100","50","50181","1033"
"310","100","50","50182","734"
"310","100","50","50183","1188"
"313","100","50","50184","900"
"314","100","50","50185","533"
"315","100","50","50186","912"
"316","100","50","50187","1084"
"316","200","50","50188","688"
"317","100","50","50189","290"
"319","100","50","50190","393"
"322","100","50","50191","847"
"325","100","50","50192","520"
"325","100","50","50193","850"
"325","300","50","50194","813"
"325","100","50","50195","1104"
"326","100","50","50196","821"
"326","100","50","50197","1027"
"328","100","50","50198","660"
"329","100","50","50199","498"
"330","100","50","50200","702"
"331","100","50","50201","1083"
"332","100","50","50202","717"
"335","100","50","50203","330"
"335","100","50","50204","454"
"336","100","50","50205","44"
"339","100","50","50206","171"
"339","100","50","50207","503"
"341","100","50","50208","123"
"341","100","50","50209","535"
"343","100","50","50210","87"
"343","100","50","50211","265"
"346","100","50","50212","87"
"349","100","50","50213","376"
"350","100","50","50214","306"
"352","100","50","50215","623"
"354","101","50","50216","302"
"357","100","50","50217","208"
"360","100","50","50218","694"
"363","100","50","50219","503"
"363","100","50","50220","776"
"364","100","50","50221","326"
"366","100","50","50222","267"
"366","100","50","50223","472"
"367","100","50","50224","690"
"367","100","50","50225","436"
"370","100","50","50226","296"
"373","100","50","50227","145"
"373","100","50","50228","308"
"373","100","50","50229","621"
"373","100","50","50230","1034"
"374","101","50","50231","730"
"375","100","50","50232","279"
"378","100","50","50233","579"
"381","100","50","50234","962"
"382","100","50","50235","1091"
"382","100","50","50236","950"
"382","100","50","50237","1125"
"384","100","50","50238","892"
"387","100","50","50239","703"
"388","100","50","50240","375"
"390","100","50","50241","275"
"392","100","50","50242","322"
"393","100","50","50243","111"
"396","100","50","50244","480"
"399","100","50","50245","68"
"402","100","50","50246","302"
"405","100","50","50247","70"
"405","100","50","50248","194"
"407","100","50","50249","466"
"410","100","50","50250","152"
"411","100","50","50251","44"
"413","100","50","50252","255"
"415","100","50","50253","375"
"417","100","50","50254","669"
"420","100","50","50255","629"
"423","100","50","50256","552"
"423","100","50","50257","751"
"423","100","50","50258","894"
"426","100","50","50259","700"
"429","101","50","50260","574"
"432","100","50","50261","896"
"432","100","50","50262","740"
"434","100","50","50263","300"
"437","100","50","50264","584"
"440","100","50","50265","889"
"440","100","50","50266","463"
"440","100","50","50267","660"
"441","100","50","50268","794"
"443","100","50","50269","867"
"443","100","50","50270","966"
"446","100","50","50271","1074"
"446","100","50","50272","1128"
"447","100","50","50273","903"
"448","100","50","50274","1148"
"450","100","50","50275","985"
"452","100","50","50276","1024"
"453","100","50","50277","1177"
"454","100","50","50278","1085"
"454","101","50","50279","958"
"457","100","50","50280","864"
"459","100","50","50281","938"
"460","100","50","50282","1091"
"460","100","50","50283","1169"
"461","100","50","50284","1096"
"463","100","50","50285","1015"
"463","100","50","50286","1073"
"465","100","50","50287","897"
"465","100","50","50288","1040"
"468","100","50","50289","1102"
"470","100","50","50290","909"
"473","300","50","50291","751"
"476","100","50","50292","626"
"476","100","50","50293","572"
"478","100","50","50294","713"
"479","100","50","50295","441"
"482","100","50","50296","253"
"485","100","50","50297","449"
"487","100","50","50298","326"
"488","100","50","50299","98"
"489","100","50","50300","343"
"490","100","50","50301","533"
"491","100","50","50302","361"
"494","100","50","50303","311"
"494","100","50","50304","376"
"497","100","50","50305","256"
"498","100","50","50306","636"
"501","100","50","50307","996"
"501","100","50","50308","759"
"503","100","50","50309","477"
"504","100","50","50310","602"
"504","100","50","50311","421"
"504","100","50","50312","513"
"505","100","50","50313","444"
"505","100","50","50314","718"
"508","100","50","50315","389"
"508","100","50","50316","242"
"509","100","50","50317","594"
"512","100","50","50318","459"
"514","100","50","50319","30"
"514","100","50","50320","176"
"514","100","50","50321","436"
"514","100","50","50322","496"
"516","100","50","50323","172"
"516","101","50","50324","276"
"516","100","50","50325","27"
"517","100","50","50326","319"
"518","100","50","50327","273"
"518","100","50","50328","518"
"519","100","50","50329","416"
"520","100","50","50330","15"
"520","100","50","50331","119"
"522","100","50","50332","88"
"525","100","50","50333","521"
"526","100","50","50334","891"
"528","100","50","50335","998"
"528","100","50","50336","808"
"528","100","50","50337","412"
"531","100","50","50338","524"
"533","100","50","50339","688"
"533","100","50","50340","1101"
"535","100","50","50341","842"
"537","100","50","50342","678"
"538","100","50","50343","842"
"538","100","50","50344","761"
"538","100","50","50345","831"
"541","100","50","50346","707"
"542","100","50","50347","1069"
"544","100","50","50348","1182"
"544","101","50","50349","1060"
"544","100","50","50350","802"
"547","100","50","50351","1170"
"547","100","50","50352","767"
"547","100","50","50353","1115"
"549","100","50","50354","860"
"550","100","50","50355","719"
"553","100","50","50356","1121"
"554","101","50","50357","982"
"557","100","50","50358","879"
"559","100","50","50359","434"
"561","100","50","50360","191"
"561","100","50","50361","95"
"563","100","50","50362","153"
"563","100","50","50363","416"
"565","100","50","50364","376"
"566","101","50","50365","90"
"568","100","50","50366","218"
"571","100","50","50367","356"
"571","100","50","50368","534"
"571","100","50","50369","896"
"573","100","50","50370","1056"
"573","100","50","50371","913"
"573","100","50","50372","1103"
"576","100","50","50373","995"
"579","100","50","50374","643"
"579","100","50","50375","704"
"582","100","50","50376","822"
"585","100","50","50377","727"
"586","100","50","50378","954"
"586","100","50","50379","680"
"589","100","50","50380","255"
"591","200","50","50381","98"
"591","100","50","50382","281"
"594","100","50","50383","394"
"596","100","50","50384","605"
"597","100","50","50385","435"
"600","100","50","50386","105"
"601","100","50","50387","10"
"602","100","50","50388","200"
"603","100","50","50389","146"
"603","100","50","50390","517"
"606","100","50","50391","170"
"606","100","50","50392","201"
"609","100","50","50393","427"
"612","100","50","50394","585"
"613","100","50","50395","657"
"615","100","50","50396","823"
"615","100","50","50397","749"
"618","100","50","50398","370"
"620","100","50","50399","559"
"621","100","50","50400","119"
"623","100","50","50401","553"
"624","100","50","50402","862"
"626","100","50","50403","781"
"628","300","50","50404","382"
"628","100","50","50405","314"
"628","100","50","50406","629"
"630","100","50","50407","668"
"630","100","50","50408","302"
"631","100","50","50409","348"
"633","100","50","50410","382"
"634","100","50","50411","589"
"634","100","50","50412","502"
"634","100","50","50413","228"
"635","100","50","50414","87"
"636","100","50","50415","442"
"636","100","50","50416","292"
"637","100","50","50417","739"
"637","100","50","50418","959"
"640","101","50","50419","806"
"643","100","50","50420","1160"
"646","100","50","50421","992"
"649","100","50","50422","1090"
"650","100","50","50423","311"
"650","100","50","50424","488"
"653","100","50","50425","371"
"654","100","50","50426","136"
"657","100","50","50427","78"
"660","100","50","50428","282"
"661","100","50","50429","51"
"662","100","50","50430","238"
"665","100","50","50431","13"
"665","100","50","50432","233"
"665","100","50","50433","98"
"665","200","50","50434","233"
"667","100","50","50435","366"
"668","100","50","50436","415"
"670","100","50","50437","291"
"673","100","50","50438","172"
"675","100","50","50439","90"
"678","100","50","50440","188"
"680","100","50","50441","261"
"680","100","50","50442","163"
"682","100","50","50443","236"
"684","100","50","50444","92"
"687","100","50","50445","204"
"687","100","50","50446","165"
"689","101","50","50447","295"
"692","100","50","50448","357"
"692","100","50","50449","318"
"693","100","50","50450","366"
"693","100","50","50451","422"
"696","100","50","50452","533"
"696","100","50","50453","496"
"696","100","50","50454","349"
"698","100","50","50455","447"
"700","100","50","50456","406"
"700","100","50","50457","521"
"700","100","50","50458","462"
"700","100","50","50459","376"
"702","100","50","50460","416"
"703","100","50","50461","315"
"703","100","50","50462","230"
"703","100","50","50463","87"
"703","100","50","50464","211"
"705","100","50","50465","287"
"705","100","50","50466","351"
"708","101","50","50467","454"
"711","100","50","50468","528"
"711","100","50","50469","400"
"713","100","50","50470","67"
"715","100","50","50471","502"
"715","100","50","50472","304"
"718","100","50","50473","347"
"721","100","50","50474","621"
"722","100","50","50475","1041"
"723","100","50","50476","935"
"726","100","50","50477","1095"
"727","100","50","50478","706"
"727","100","50","50479","413"
"728","100","50","50480","152"
"730","100","50","50481","445"
"732","100","50","50482","281"
"732","100","50","50483","201"
"734","100","50","50484","80"
"734","100","50","50485","341"
"737","100","50","50486","143"
"738","100","50","50487","279"
"740","100","50","50488","96"
"742","100","50","50489","532"
"745","100","50","50490","299"
"748","100","50","50491","199"
"749","100","50","50492","362"
"751","100","50","50493","218"
"754","100","50","50494","143"
"754","100","50","50495","381"
"755","100","50","50496","417"
"756","100","50","50497","760"
"756","100","50","50498","962"
"756","100","50","50499","1048"
"758","100","50","50500","885"
"759","100","50","50501","1034"
"759","100","50","50502","1114"
"761","100","50","50503","1032"
"761","100","50","50504","568"
"763","100","50","50505","73"
"763","100","50","50506","456"
"764","100","50","50507","353"
"766","100","50","50508","683"
"766","100","50","50509","1069"
"768","100","50","50510","877"
"769","101","50","50511","494"
"771","100","50","50512","843"
"772","100","50","50513","936"
"772","100","50","50514","901"
"772","100","50","50515","950"
"772","100","50","50516","560"
"772","100","50","50517","866"
"774","100","50","50518","708"
"776","100","50","50519","401"
"776","100","50","50520","673"
"776","100","50","50521","344"
"777","100","50","50522","688"
"779","100","50","50523","1073"
"780","100","50","50524","998"
"780","100","50","50525","634"
"782","100","50","50526","1110"
"784","100","50","50527","1166"
"784","100","50","50528","1081"
"785","100","50","50529","716"
"785","100","50","50530","596"
"785","100","50","50531","178"
"785","100","50","50532","565"
"787","101","50","50533","165"
"788","100","50","50534","124"
"789","100","50","50535","3"
"789","100","50","50536","168"
"789","100","50","50537","382"
"791","100","50","50538","149"
"793","100","50","50539","460"
"793","100","50","50540","185"
"794","100","50","50541","679"
"796","100","50","50542","303"
"796","100","50","50543","752"
"798","100","50","50544","914"
"799","100","50","50545","657"
"800","100","50","50546","214"
"801","100","50","50547","700"
"801","100","50","50548","556"
"801","100","50","50549","777"
"802","100","50","50550","917"
"804","100","50","50551","1008"
"805","100","50","50552","771"
"806","100","50","50553","721"
"808","100","50","50554","347"
"810","100","50","50555","63"
"811","100","50","50556","359"
"811","101","50","50557","634"
"811","100","50","50558","820"
"811","100","50","50559","888"
"811","100","50","50560","751"
"812","100","50","50561","455"
"813","100","50","50562","513"
"814","100","50","50563","639"
"814","100","50","50564","350"
"815","100","50","50565","195"
"817","100","50","50566","662"
"819","100","50","50567","630"
"820","100","50","50568","821"
"820","100","50","50569","945"
"822","100","50","50570","736"
"823","100","50","50571","1199"
"823","100","50","50572","731"
"825","100","50","50573","891"
"825","100","50","50574","858"
"827","100","50","50575","506"
"829","100","50","50576","688"
"830","100","50","50577","579"
"832","101","50","50578","439"
"832","100","50","50579","921"
"834","100","50","50580","505"
"834","100","50","50581","669"
"836","100","50","50582","372"
"838","100","50","50583","95"
"838","100","50","50584","189"
"839","100","50","50585","223"
"841","100","50","50586","692"
"843","100","50","50587","1118"
"844","100","50","50588","926"
"844","100","50","50589","612"
"845","100","50","50590","680"
"845","100","50","50591","614"
"845","100","50","50592","766"
"845","100","50","50593","374"
"846","200","50","50594","552"
"848","100","50","50595","667"
"849","100","50","50596","815"
"850","100","50","50597","648"
"852","100","50","50598","842"
"852","100","50","50599","982"
"852","100","50","50600","732"
