ea7b108a9b0ab89835e298e53585766affa2063c017fce7fbd79e8b5f4794233,b6835692af4dab56fac983280cc51d56c51a61b8cd2fb7d8da8878cb0436dc23,46e60d8f6f36a3cf36a6f7a402cade8fa623b4391f22afec77750033ed7b16af,5d03f08440d45840e8330fe22fe44b4f6bf773b331bc2e2f28a9418a3107d033,e18d4d1b07dba74c1ebd7641f32e4e2d43c10da60a413ed7b32d40732532183b,730423cda8ff27f7fe657d705845cf7894d017c419319822225b79ad7069c7c3
"1565","10201995","15","1003","1","56011995"
"1566","91002","8","0","50","56011995"
"1567","10201996","15","1001","1","56011996"
"1568","10201997","15","1002","1","56011997"
"1569","10201998","15","1003","1","56011998"
"1570","91002","8","0","50","56011998"
"1571","110201999","15","1001","1","56111999"
"1572","110202000","15","1002","1","56112000"
"1573","110202001","15","1003","1","56112001"
"1574","91002","8","0","50","56112001"
"1575","110202002","15","1001","1","56112002"
"1576","110202003","15","1002","1","56112003"
"1577","110202004","15","1003","1","56112004"
"1578","91002","8","0","50","56112004"
"1579","110202005","15","1001","1","56112005"
"1580","110202006","15","1002","1","56112006"
"1581","110202007","15","1003","1","56112007"
"1582","91002","8","0","50","56112007"
"1583","110202008","15","1001","1","56112008"
"1584","110202009","15","1002","1","56112009"
"1585","110202010","15","1003","1","56112010"
"1586","91002","8","0","50","56112010"
"1587","110202011","15","1001","1","56112011"
"1588","110202012","15","1002","1","56112012"
"1589","110202013","15","1003","1","56112013"
"1590","91002","8","0","50","56112013"
"1591","110202014","15","1001","1","56112014"
"1592","110202015","15","1002","1","56112015"
"1593","110202016","15","1003","1","56112016"
"1594","91002","8","0","50","56112016"
"1595","110202017","15","1001","1","56112017"
"1596","110202018","15","1002","1","56112018"
"1597","110202019","15","1003","1","56112019"
"1598","91002","8","0","50","56112019"
"1599","110202020","15","1001","1","56112020"
"1600","110202021","15","1002","1","56112021"
"1601","110202022","15","1003","1","56112022"
"1602","91002","8","0","50","56112022"
"1603","110202023","15","1001","1","56112023"
"1604","110202024","15","1002","1","56112024"
"1605","110202025","15","1003","1","56112025"
"1606","91002","8","0","50","56112025"
"1607","110202026","15","1001","1","56112026"
"1608","110202027","15","1002","1","56112027"
"1609","110202028","15","1003","1","56112028"
"1610","91002","8","0","50","56112028"
"1611","110202029","15","1001","1","56112029"
"1612","110202030","15","1002","1","56112030"
"1613","110202031","15","1003","1","56112031"
"1614","91002","8","0","50","56112031"
"1615","110202032","15","1001","1","56112032"
"1616","110202033","15","1002","1","56112033"
"1617","110202034","15","1003","1","56112034"
"1618","91002","8","0","50","56112034"
"1619","110202035","15","1001","1","56112035"
"1620","110202036","15","1002","1","56112036"
"1621","110202037","15","1003","1","56112037"
"1622","91002","8","0","50","56112037"
"1623","110202038","15","1001","1","56112038"
"1624","110202039","15","1002","1","56112039"
"1625","110202040","15","1003","1","56112040"
"1626","91002","8","0","50","56112040"
"1627","110202041","15","1001","1","56112041"
"1628","110202042","15","1002","1","56112042"
"1629","110202043","15","1003","1","56112043"
"1630","91002","8","0","50","56112043"
"1631","110202044","15","1001","1","56112044"
"1632","110202045","15","1002","1","56112045"
"1633","110202046","15","1003","1","56112046"
"1634","91002","8","0","50","56112046"
"1635","110202047","15","1001","1","56112047"
"1636","110202048","15","1002","1","56112048"
"1637","110202049","15","1003","1","56112049"
"1638","91002","8","0","50","56112049"
"1639","110202050","15","1001","1","56112050"
"1640","110202051","15","1002","1","56112051"
"1641","110202052","15","1003","1","56112052"
"1642","91002","8","0","50","56112052"
"1643","110202053","15","1001","1","56112053"
"1644","110202054","15","1002","1","56112054"
"1645","110202055","15","1003","1","56112055"
"1646","91002","8","0","50","56112055"
"1647","11901001","15","1003","1","51901001"
"1648","110202056","15","1003","1","56112056"
"1649","91002","8","0","100","56112056"
"1650","110202057","15","1001","1","56112057"
"1651","110202058","15","1002","1","56112058"
"1652","110202059","15","1003","1","56112059"
"1653","91002","8","0","50","56112059"
"1654","110202060","15","1001","1","56112060"
"1655","110202061","15","1002","1","56112061"
"1656","110202062","15","1003","1","56112062"
"1657","91002","8","0","50","56112062"
"1658","110202063","15","1001","1","56112063"
"1659","110202064","15","1002","1","56112064"
"1660","110202065","15","1003","1","56112065"
"1661","91002","8","0","50","56112065"
"1662","110202066","15","1001","1","56112066"
"1663","110202067","15","1002","1","56112067"
"1664","110202068","15","1003","1","56112068"
"1665","91002","8","0","50","56112068"
"1666","110202069","15","1001","1","56112069"
"1667","110202070","15","1002","1","56112070"
"1668","110202071","15","1003","1","56112071"
"1669","91002","8","0","50","56112071"
"1670","110202072","15","1001","1","56112072"
"1671","110202073","15","1002","1","56112073"
"1672","110202074","15","1003","1","56112074"
"1673","91002","8","0","50","56112074"
"1674","110202075","15","1001","1","56112075"
"1675","110202076","15","1002","1","56112076"
"1676","110202077","15","1003","1","56112077"
"1677","91002","8","0","50","56112077"
"1678","110202078","15","1001","1","56112078"
"1679","110202079","15","1002","1","56112079"
"1680","110202080","15","1003","1","56112080"
"1681","91002","8","0","50","56112080"
"1682","110202081","15","1001","1","56112081"
"1683","110202082","15","1002","1","56112082"
"1684","110202083","15","1003","1","56112083"
"1685","91002","8","0","50","56112083"
"1686","110202084","15","1001","1","56112084"
"1687","110202085","15","1002","1","56112085"
"1688","110202086","15","1003","1","56112086"
"1689","91002","8","0","50","56112086"
"1690","110202087","15","1001","1","56112087"
"1691","110202088","15","1002","1","56112088"
"1692","110202089","15","1003","1","56112089"
"1693","91002","8","0","50","56112089"
"1694","110202090","15","1001","1","56112090"
"1695","110202091","15","1002","1","56112091"
"1696","110202092","15","1003","1","56112092"
"1697","91002","8","0","50","56112092"
"1698","110202093","15","1001","1","56112093"
"1699","110202094","15","1002","1","56112094"
"1700","110202095","15","1003","1","56112095"
"1701","91002","8","0","50","56112095"
"1702","110202096","15","1001","1","56112096"
"1703","110202097","15","1002","1","56112097"
"1704","110202098","15","1003","1","56112098"
"1705","91002","8","0","50","56112098"
"1706","110202099","15","1001","1","56112099"
"1707","110202100","15","1002","1","56112100"
"1708","110202101","15","1003","1","56112101"
"1709","91002","8","0","50","56112101"
