1467b8725a63f8ea46aaff610a1b747ea16e33baf573241e634af31e626a39b4,bf8a61b75b1854c67d8b64bcb07f0a8230ecefed6f8971af44b7aa545bfa61e4,6afa44b8ec62b387a5b8105689f1ad98e00d6739fc155cb86c04467608a1d250,59853576169859948f13916e25f36a7827437984b0fa671522aa7fc89afa3091,4746c157390541c3cde4f07ab453397895a8c2546b616391de61432a31aa175b,27ddcd3bfab85da4c731bbc978677118ca276619b12ecdf02e8eff6c67f1c493,7d59ed7295e4edc4657e88c254115650aa4720de269026d691135e924f0e3011,c85bf402e01700920782f49db7ad8bfea5a369284792789bbd82c9e0051f4023,9e0784cc3113beb8e1888f5a078d34fa843f2b4af9cf84446e933d757bcb1660,78288f1c23078cd7aeb45435d7e267e7a8ff3e13e2d29f2e6d783c39ea0dd2b7,27aca435a110e06672cd3ff6fc63be17c1594cc6c10de766a9b0a57485f05d62
"1009807140","1009807","91","0","","","","","","",""
"1009807141","1009807","3","103611","lsv_idle_normal_joyR","1","","","0.2","",""
"1009807142","1009807","101","1009807143","","","","","","",""
"1009807143","1009807","91","0","","","","","","",""
"1009807144","1009807","102","","","","","","","",""
"1009807145","1009807","22","0","0.2","","","","","",""
"1009807146","1009807","93","0.2","","","","","","",""
"1009807147","1009807","12","102011","4","1","0","0","0","0","0"
"1009807148","1009807","3","102011","lsv_talk_surprise","1","","","0.2","",""
"1009807149","1009807","93","3","0","","","","","",""
"1009807150","1009807","3","102011","lsv_idle_normal_joyR","1","","","0.2","",""
"1009807151","1009807","12","100411","6","1","0","0","0","0","0"
"1009807152","1009807","3","100411","lsv_talk_joy1_normal","1","","","0.2","",""
"1009807153","1009807","93","3","0","","","","","",""
"1009807154","1009807","3","100411","lsv_idle_normal_joy","1","","","0.2","",""
"1009807155","1009807","12","103611","10","1","0","0","0","0","0"
"1009807156","1009807","3","103611","lsv_talk_joy3_dere","1","","","0.2","",""
"1009807157","1009807","93","3","0","","","","","",""
"1009807158","1009807","3","103611","lsv_idle_wish","1","","","0.2","",""
"1009807159","1009807","101","1009807147","","","","","","",""
"1009807160","1009807","6","333","1","1","1","0","1","0",""
"1009807161","1009807","4","102011","1","","","","","",""
"1009807162","1009807","3","102011","lsv_run","1","","","0.2","",""
"1009807163","1009807","2","102011","-750","-235","0.8","0","","",""
"1009807164","1009807","4","100411","0","","","","","",""
"1009807165","1009807","3","100411","lsv_run","1","","","0.2","",""
"1009807166","1009807","2","100411","750","-220","0.8","0","","",""
"1009807167","1009807","4","103611","0","","","","","",""
"1009807168","1009807","3","103611","lsv_run","1","","","0.2","",""
"1009807169","1009807","2","103611","850","-250","0.8","0","","",""
"1009807170","1009807","93","0.6","","","","","","",""
"1009807171","1009807","6","102011","1","1","1","0","0.2","0",""
"1009807172","1009807","6","100411","1","1","1","0","0.2","0",""
"1009807173","1009807","6","103611","1","1","1","0","0.2","0",""
"1009807174","1009807","91","0","","","","","","",""
"1009808001","1009808","1","1","100411","101","-700","-220","1.95","0","lsv_idle_normal"
"1009808002","1009808","1","1","102011","100","-550","-235","1.95","0","lsv_idle_normal"
"1009808003","1009808","1","1","103611","102","-800","-250","1.95","0","lsv_idle_normal"
"1009808004","1009808","5","1","333","0","0","0","1","0","lsv_white_loop"
"1009808005","1009808","6","333","1","1","1","0","0","0",""
"1009808006","1009808","31","3","13","-630","110","1.3","0","",""
"1009808007","1009808","6","100411","1","1","1","0","0","0",""
"1009808008","1009808","6","102011","1","1","1","0","0","0",""
"1009808009","1009808","6","103611","1","1","1","0","0","0",""
"1009808010","1009808","93","1","0","","","","","",""
"1009808011","1009808","6","333","1","1","1","0.4","0.8","0",""
"1009808012","1009808","3","100411","lsv_walk_glad","1","","","0.2","",""
"1009808013","1009808","2","100411","-100","-220","2","0","","",""
"1009808014","1009808","6","100411","1","1","1","1","0.4","0",""
"1009808015","1009808","3","102011","lsv_walk_glad2","1","","","0.2","",""
"1009808016","1009808","2","102011","100","-235","2.2","0","","",""
"1009808017","1009808","6","102011","1","1","1","1","0.4","0",""
"1009808018","1009808","3","103611","lsv_walk_glad","1","","","0.2","",""
"1009808019","1009808","2","103611","-270","-250","2","0","","",""
"1009808020","1009808","6","103611","1","1","1","1","0.4","0",""
"1009808021","1009808","32","13","1","","","","","",""
"1009808022","1009808","33","13","-180","110","2","0","","",""
"1009808023","1009808","93","2","","","","","","",""
"1009808024","1009808","32","13","0","","","","","",""
"1009808025","1009808","3","100411","lsv_idle_normal","1","","","0.2","",""
"1009808026","1009808","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009808027","1009808","93","0.2","","","","","","",""
"1009808028","1009808","4","102011","1","","","","","",""
"1009808029","1009808","3","102011","lsv_idle_normal","1","","","0.2","",""
"1009808030","1009808","93","0.5","","","","","","",""
"1009808031","1009808","12","100411","10","0.5","","","0","0",""
"1009808032","1009808","3","100411","lsv_smile2","0","lsv_idle_normal","1","0","0.2",""
"1009808033","1009808","12","102011","10","0.5","","","0","0",""
"1009808034","1009808","3","102011","lsv_smile2","0","lsv_idle_normal","1","0","0.2",""
"1009808035","1009808","12","103611","10","0.5","","","0","0",""
"1009808036","1009808","3","103611","lsv_smile2","0","lsv_idle_normal","1","0","0.2",""
"1009808037","1009808","93","1.5","","","","","","",""
"1009808038","1009808","4","102011","0","","","","","",""
"1009808039","1009808","3","102011","lsv_walk","1","","","0.2","",""
"1009808040","1009808","2","102011","200","-235","1","0","","",""
"1009808041","1009808","93","1","","","","","","",""
"1009808042","1009808","3","102011","lsv_idle_normal","1","","","0.2","",""
"1009808043","1009808","93","0","","","","","","",""
"1009808044","1009808","4","102011","1","","","","","",""
"1009808045","1009808","93","0.6","","","","","","",""
"1009808046","1009808","3","100411","lsv_talk_arm_crossed_joy","0","lsv_talk_arm_crossed_loop_joy","1","0","0.2",""
"1009808047","1009808","21","vo_lsv","vo_lsv_0821","0","0","","","",""
"1009808048","1009808","11","100411","냣토\n크고 귀여웠지~!","10","1","1","0","0","0"
"1009808049","1009808","91","0","","","","","","",""
"1009808050","1009808","3","100411","lsv_idle_arm_crossed_joy","1","","","0.2","",""
"1009808051","1009808","3","102011","lsv_talk_memory_dere2","1","","","0.2","",""
"1009808052","1009808","21","vo_lsv","vo_lsv_0822","0","0","","","",""
"1009808053","1009808","11","102011","응♪\n게다가 매우 상냥하고…\n매우 푹신푹신♪","10","1","1","0","0","0"
"1009808054","1009808","91","0","","","","","","",""
"1009808055","1009808","3","102011","lsv_idle_memory","1","","","0.2","",""
"1009808056","1009808","3","103611","lsv_talk_thinking_joyR","1","","","0.2","",""
"1009808057","1009808","21","vo_lsv","vo_lsv_0823","0","0","","","",""
"1009808058","1009808","11","103611","시오리 씨도 상냥하고,\n협력해 준다는 것도\n알았고… 좋은 날이었어.","10","1","1","0","0","0"
"1009808059","1009808","91","0","","","","","","",""
"1009808060","1009808","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009808061","1009808","3","102011","lsv_idle_normal","1","","","0.2","",""
"1009808062","1009808","3","100411","lsv_talk_cool_normal2","0","lsv_talk_cool_normal2_loop","1","0","0.2",""
"1009808063","1009808","21","vo_lsv","vo_lsv_0824","0","0","","","",""
"1009808064","1009808","11","100411","이 기세로 뮤뮤와\n다양한 곳에 가서,\n여러 가지 놀이를 하자!","10","1","1","0","0","0"
"1009808065","1009808","91","0","","","","","","",""
"1009808066","1009808","3","100411","lsv_idle_cool_joy","1","","","0.2","",""
"1009808067","1009808","3","103611","lsv_talk_doya","0","lsv_talk_doya_anger_loop","1","0","0.2",""
"1009808068","1009808","21","vo_lsv","vo_lsv_0825","0","0","","","",""
"1009808069","1009808","11","103611","응!\n…앗. 관찰하는 것도\n잊으면 안 된다?","10","1","1","0","0","0"
"1009808070","1009808","91","0","","","","","","",""
"1009808071","1009808","3","103611","lsv_idle_doya","1","","","0.2","",""
"1009808072","1009808","3","100411","lsv_talk_bitter","1","","","0.2","",""
"1009808073","1009808","21","vo_lsv","vo_lsv_0826","0","0","","","",""
"1009808074","1009808","11","100411","무, 물론이지~!\n아하하하하~","10","1","1","0","0","0"
"1009808075","1009808","91","0","","","","","","",""
"1009808076","1009808","3","100411","lsv_idle_bitter","1","","","0.2","",""
"1009808077","1009808","3","102011","lsv_talk_surprise_talkjoy","1","","","0.2","",""
"1009808078","1009808","21","vo_lsv","vo_lsv_0827","0","0","","","",""
"1009808079","1009808","11","102011","저기, 오빠♪\n뮤뮤와 친하게 지내 줄\n아이, 더 알고 있어?","10","1","1","0","0","0"
"1009808080","1009808","91","0","","","","","","",""
"1009808081","1009808","3","102011","lsv_idle_surprise_joy","1","","","0.2","",""
"1009808082","1009808","3","100411","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009808083","1009808","3","102011","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009808084","1009808","3","103611","lsv_choice","0","lsv_look_idle_normal","1","0","0.2",""
"1009808085","1009808","93","0.1","0","","","","","",""
"1009808086","1009808","2","100411","-420","-220","0.33","2","","0.2",""
"1009808087","1009808","2","102011","452","-235","0.33","2","","0.2",""
"1009808088","1009808","2","103611","-545","-250","0.33","2","","0.2",""
"1009808089","1009808","22","0","0","1","","","0.2","",""
"1009808090","1009808","103","목장의 소들","1009808093","0","","","","",""
"1009808091","1009808","103","푸우키치","1009808117","0","","","","",""
"1009808092","1009808","103","라고","1009808141","0","","","","",""
"1009808093","1009808","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009808094","1009808","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009808095","1009808","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009808096","1009808","93","0.1","0","","","","","",""
"1009808097","1009808","2","100411","-100","-220","0.33","2","","0.2",""
"1009808098","1009808","2","102011","200","-235","0.33","2","","0.2",""
"1009808099","1009808","2","103611","-270","-250","0.33","2","","0.2",""
"1009808100","1009808","93","0.7","0","","","","","",""
"1009808101","1009808","3","103611","lsv_talk_thinking_joyR","1","","","0.2","",""
"1009808102","1009808","21","vo_lsv","vo_lsv_0828","0","0","","","",""
"1009808103","1009808","11","103611","과연… 좋은 안이네요.\n목장의 소들이라면,\n사람에게도 익숙할 것 같고.","10","1","1","0","0","0"
"1009808104","1009808","91","0","","","","","","",""
"1009808105","1009808","3","103611","lsv_idle_thinking_joy1","1","","","0.2","",""
"1009808106","1009808","3","102011","lsv_talk_wish_joy","1","","","0.2","",""
"1009808107","1009808","21","vo_lsv","vo_lsv_0829","0","0","","","",""
"1009808108","1009808","11","102011","분명, 뮤뮤에게도\n상냥하게 대해줄 거야♪","10","1","1","0","0","0"
"1009808109","1009808","91","0","","","","","","",""
"1009808110","1009808","3","102011","lsv_idle_wish_joy","1","","","0.2","",""
"1009808111","1009808","3","100411","lsv_talk_normal","1","","","0.2","",""
"1009808112","1009808","21","vo_lsv","vo_lsv_0830","0","0","","","",""
"1009808113","1009808","11","100411","목장이라면\n시오리 언니도 있으니까\n안심이고!","10","1","1","0","0","0"
"1009808114","1009808","91","0","","","","","","",""
"1009808115","1009808","3","100411","lsv_idle_normal","1","","","0.2","",""
"1009808116","1009808","101","1009808166","","","","","","",""
"1009808117","1009808","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009808118","1009808","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009808119","1009808","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009808120","1009808","93","0.1","0","","","","","",""
"1009808121","1009808","2","100411","-100","-220","0.33","2","","0.2",""
"1009808122","1009808","2","102011","200","-235","0.33","2","","0.2",""
"1009808123","1009808","2","103611","-270","-250","0.33","2","","0.2",""
"1009808124","1009808","93","0.7","0","","","","","",""
"1009808125","1009808","3","102011","lsv_talk_joy3_blink","1","","","0.2","",""
"1009808126","1009808","21","vo_lsv","vo_lsv_0831","0","0","","","",""
"1009808127","1009808","11","102011","아야네의 친구?\n푸우키치 씨라면,\n분명 사이좋게 지내주겠네♪","10","1","1","0","0","0"
"1009808128","1009808","91","0","","","","","","",""
"1009808129","1009808","3","102011","lsv_idle_joy","1","","","0.2","",""
"1009808130","1009808","3","103611","lsv_talk_surprise","1","","","0.2","",""
"1009808131","1009808","21","vo_lsv","vo_lsv_0832","0","0","","","",""
"1009808132","1009808","11","103611","아야네 씨라면, 걱정은\n필요 없겠네요…… 신기한\n아이에게는 익숙할 테니까요.","10","1","1","0","0","0"
"1009808133","1009808","91","0","","","","","","",""
"1009808134","1009808","3","103611","lsv_idle_surprise","1","","","0.2","",""
"1009808135","1009808","3","100411","lsv_talk_thinking_talkR","1","","","0.2","",""
"1009808136","1009808","21","vo_lsv","vo_lsv_0833","0","0","","","",""
"1009808137","1009808","11","100411","생각해 보면,\n푸우키치도 푸우키치대로\n신기하니까…","10","1","1","0","0","0"
"1009808138","1009808","91","0","","","","","","",""
"1009808139","1009808","3","100411","lsv_idle_thinking_joy1","1","","","0.2","",""
"1009808140","1009808","101","1009808166","","","","","","",""
"1009808141","1009808","3","100411","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009808142","1009808","3","102011","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009808143","1009808","3","103611","lsv_choice","0","lsv_idle_normal","1","0","0.2",""
"1009808144","1009808","93","0.1","0","","","","","",""
"1009808145","1009808","2","100411","-100","-220","0.33","2","","0.2",""
"1009808146","1009808","2","102011","200","-235","0.33","2","","0.2",""
"1009808147","1009808","2","103611","-270","-250","0.33","2","","0.2",""
"1009808148","1009808","93","0.7","0","","","","","",""
"1009808149","1009808","3","100411","lsv_talk_surprise2","1","","","0.2","",""
"1009808150","1009808","21","vo_lsv","vo_lsv_0834","0","0","","","",""
"1009808151","1009808","11","100411","뭐어, 드래곤!?\n드래곤이라면, 그?","10","1","1","0","0","0"
"1009808152","1009808","91","0","","","","","","",""
"1009808153","1009808","3","100411","lsv_idle_surprise","1","","","0.2","",""
"1009808154","1009808","3","102011","lsv_talk_normal_suprise1","1","","","0.2","",""
"1009808155","1009808","21","vo_lsv","vo_lsv_0835","0","0","","","",""
"1009808156","1009808","11","102011","굉장한 마물과\n친하게 지내는 사람이 있구나~","10","1","1","0","0","0"
"1009808157","1009808","91","0","","","","","","",""
"1009808158","1009808","3","102011","lsv_idle_normal","1","","","0.2","",""
"1009808159","1009808","3","103611","lsv_talk_sad","1","","","0.2","",""
"1009808160","1009808","21","vo_lsv","vo_lsv_0836","0","0","","","",""
"1009808161","1009808","11","103611","위, 위험한 느낌이 드네요…\n조금, 그 사람에 대해서는\n그… 검토, 해보죠.","10","1","1","0","0","0"
"1009808162","1009808","91","0","","","","","","",""
"1009808163","1009808","3","103611","lsv_idle_sad","1","","","0.2","",""
"1009808164","1009808","3","100411","lsv_idle_surprise_talkR1","1","","","0.2","",""
"1009808165","1009808","101","1009808166","","","","","","",""
"1009808166","1009808","91","0","","","","","","",""
"1009808167","1009808","102","","","","","","","",""
"1009808168","1009808","22","0","0.2","","","","","",""
"1009808169","1009808","93","0.2","","","","","","",""
"1009808170","1009808","12","102011","7","1","0","0","0","0","0"
"1009808171","1009808","3","102011","lsv_talk_surprise_kira","1","","","0.2","",""
"1009808172","1009808","93","3","0","","","","","",""
"1009808173","1009808","3","102011","lsv_idle_surprise","1","","","0.2","",""
"1009808174","1009808","12","100411","5","1","0","0","0","0","0"
"1009808175","1009808","3","100411","lsv_talk_wish_surprise","1","","","0.2","",""
"1009808176","1009808","93","3","0","","","","","",""
"1009808177","1009808","3","100411","lsv_idle_wish","1","","","0.2","",""
"1009808178","1009808","12","103611","1","1","0","0","0","0","0"
"1009808179","1009808","3","103611","lsv_talk_normal_sad","1","","","0.2","",""
"1009808180","1009808","93","3","0","","","","","",""
"1009808181","1009808","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009808182","1009808","101","1009808170","","","","","","",""
"1009808183","1009808","6","333","1","1","1","0","1","0",""
"1009808184","1009808","4","100411","1","","","","","",""
"1009808185","1009808","3","100411","lsv_run","1","","","0.2","",""
"1009808186","1009808","2","100411","-750","-220","0.8","0","","",""
"1009808187","1009808","4","102011","0","","","","","",""
"1009808188","1009808","3","102011","lsv_run","1","","","0.2","",""
"1009808189","1009808","2","102011","750","-235","0.8","0","","",""
"1009808190","1009808","4","103611","1","","","","","",""
"1009808191","1009808","3","103611","lsv_run","1","","","0.2","",""
"1009808192","1009808","2","103611","-850","-250","0.8","0","","",""
"1009808193","1009808","93","0.6","","","","","","",""
"1009808194","1009808","6","100411","1","1","1","0","0.2","0",""
"1009808195","1009808","6","102011","1","1","1","0","0.2","0",""
"1009808196","1009808","6","103611","1","1","1","0","0.2","0",""
"1009808197","1009808","91","0","","","","","","",""
"1009809001","1009809","1","1","103611","102","-750","-235","1.95","0","lsv_idle_normal"
"1009809002","1009809","1","1","102011","100","650","-220","1.95","1","lsv_idle_normal"
"1009809003","1009809","1","1","100411","101","750","-250","1.95","1","lsv_idle_normal"
"1009809004","1009809","5","1","333","0","0","0","1","0","lsv_white_loop"
"1009809005","1009809","6","333","1","1","1","0","0","0",""
"1009809006","1009809","6","103611","1","1","1","0","0","0",""
"1009809007","1009809","6","102011","1","1","1","0","0","0",""
"1009809008","1009809","6","100411","1","1","1","0","0","0",""
"1009809009","1009809","7","103611","2","0","0","","","",""
"1009809010","1009809","2","103611","-750","-235","0.5","0","","",""
"1009809011","1009809","31","2","16","-140","10","0.8","0","",""
"1009809012","1009809","34","16","2","0","0","","","",""
"1009809013","1009809","93","1","0","","","","","",""
"1009809014","1009809","6","333","1","1","1","0.4","0.8","0",""
"1009809015","1009809","3","103611","lsv_see_sad_pre","0","lsv_see_sad","1","0.2","0",""
"1009809016","1009809","2","103611","-600","-235","1.1","0","","",""
"1009809017","1009809","6","103611","1","1","1","1","0.4","0",""
"1009809018","1009809","93","1","","","","","","",""
"1009809019","1009809","32","16","1","","","","","",""
"1009809020","1009809","91","0","","","","","","",""
"1009809021","1009809","94","103611","240","260","0","80","","",""
"1009809022","1009809","32","16","0","","","","","",""
"1009809023","1009809","12","103611","1","1","","","0","0",""
"1009809024","1009809","7","103611","0","2","0","","","",""
"1009809025","1009809","3","103611","lsv_walk_sad","1","","","0.2","",""
"1009809026","1009809","2","103611","-250","-235","2","0","","",""
"1009809027","1009809","3","102011","lsv_walk","1","","","0.2","",""
"1009809028","1009809","2","102011","100","-220","2","0","","",""
"1009809029","1009809","6","102011","1","1","1","1","0.4","0",""
"1009809030","1009809","3","100411","lsv_walk_talkR","1","","","0.2","",""
"1009809031","1009809","2","100411","270","-250","2","0","","",""
"1009809032","1009809","6","100411","1","1","1","1","0.4","0",""
"1009809033","1009809","93","2","","","","","","",""
"1009809034","1009809","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009809035","1009809","3","102011","lsv_idle_normal","1","","","0.2","",""
"1009809036","1009809","3","100411","lsv_idle_sad","1","","","0.2","",""
"1009809037","1009809","93","0.5","","","","","","",""
"1009809038","1009809","91","0","","","","","","",""
"1009809039","1009809","3","100411","lsv_talk_sad","1","","","0.2","",""
"1009809040","1009809","21","vo_lsv","vo_lsv_0921","0","0","","","",""
"1009809041","1009809","11","100411","오늘은…\n많은 일이 있었네.","10","1","1","0","0","0"
"1009809042","1009809","91","0","","","","","","",""
"1009809043","1009809","3","100411","lsv_idle_sad","1","","","0.2","",""
"1009809044","1009809","3","102011","lsv_talk_wish_nervous","1","","","0.2","",""
"1009809045","1009809","21","vo_lsv","vo_lsv_0922","0","0","","","",""
"1009809046","1009809","11","102011","응…\n하지만, 뮤뮤를\n구해내서 다행이야.","10","1","1","0","0","0"
"1009809047","1009809","91","0","","","","","","",""
"1009809048","1009809","3","102011","lsv_idle_wish_nervous","1","","","0.2","",""
"1009809049","1009809","3","100411","lsv_talk_sad","1","","","0.2","",""
"1009809050","1009809","21","vo_lsv","vo_lsv_0923","0","0","","","",""
"1009809051","1009809","11","100411","…조금,\n작아지긴 했지만.","10","1","1","0","0","0"
"1009809052","1009809","91","0","","","","","","",""
"1009809053","1009809","3","100411","lsv_idle_sad","1","","","0.2","",""
"1009809054","1009809","3","102011","lsv_talk_sad","1","","","0.2","",""
"1009809055","1009809","21","vo_lsv","vo_lsv_0924","0","0","","","",""
"1009809056","1009809","11","102011","…응.","10","1","1","0","0","0"
"1009809057","1009809","91","0","","","","","","",""
"1009809058","1009809","3","102011","lsv_idle_normal","1","","","0.2","",""
"1009809059","1009809","3","100411","lsv_idle_normal_talkR","1","","","0.2","",""
"1009809060","1009809","3","103611","lsv_talk_thinking","1","","","0.2","",""
"1009809061","1009809","21","vo_lsv","vo_lsv_0925","0","0","","","",""
"1009809062","1009809","11","103611","…뮤뮤가\n어떤 생물인지,\n계속 불가사의했는데…","10","1","1","0","0","0"
"1009809063","1009809","91","0","","","","","","",""
"1009809064","1009809","3","103611","lsv_idle_thinking","1","","","0.2","",""
"1009809065","1009809","3","100411","lsv_talk_normal_suprise1","1","","","0.2","",""
"1009809066","1009809","21","vo_lsv","vo_lsv_0926","0","0","","","",""
"1009809067","1009809","11","100411","드디어 알았네.\n하지만 조금…\n아니, 굉장히 놀랐어.","10","1","1","0","0","0"
"1009809068","1009809","91","0","","","","","","",""
"1009809069","1009809","3","100411","lsv_idle_normal_talkR","1","","","0.2","",""
"1009809070","1009809","3","103611","lsv_talk_thinking_anger","1","","","0.2","",""
"1009809071","1009809","21","vo_lsv","vo_lsv_0927","0","0","","","",""
"1009809072","1009809","11","103611","행복을 부르는 생물…\n그게 뮤뮤구나.","10","1","1","0","0","0"
"1009809073","1009809","91","0","","","","","","",""
"1009809074","1009809","3","103611","lsv_idle_sad","1","","","0.2","",""
"1009809075","1009809","3","102011","lsv_talk_sad","1","","","0.2","",""
"1009809076","1009809","21","vo_lsv","vo_lsv_0928","0","0","","","",""
"1009809077","1009809","11","102011","우리…\n앞으로 어떻게 하면\n좋을까?","10","1","1","0","0","0"
"1009809078","1009809","91","0","","","","","","",""
"1009809079","1009809","3","102011","lsv_idle_normal","1","","","0.2","",""
"1009809080","1009809","3","100411","lsv_talk_anger_dead","1","","","0.2","",""
"1009809081","1009809","21","vo_lsv","vo_lsv_0929","0","0","","","",""
"1009809082","1009809","11","100411","…몰라.","10","1","1","0","0","0"
"1009809083","1009809","91","0","","","","","","",""
"1009809084","1009809","3","100411","lsv_idle_anger_sad","1","","","0.2","",""
"1009809085","1009809","3","103611","lsv_talk_normal_sad","1","","","0.2","",""
"1009809086","1009809","21","vo_lsv","vo_lsv_0930","0","0","","","",""
"1009809087","1009809","11","103611","갑자기 많은 일이\n일어났으니까.\n…진정하지 못하는 게 당연해.","10","1","1","0","0","0"
"1009809088","1009809","91","0","","","","","","",""
"1009809089","1009809","21","vo_lsv","vo_lsv_0931","0","0","","","",""
"1009809090","1009809","11","103611","어쨌든 오늘은 쉬자.\n앞으로의 일은, 또 내일\n생각하자.","10","1","1","0","0","0"
"1009809091","1009809","91","0","","","","","","",""
"1009809092","1009809","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009809093","1009809","3","100411","lsv_agree_sad","0","lsv_idle_normal_sad","1","0","0.2",""
"1009809094","1009809","3","102011","lsv_agree_sad","0","lsv_idle_normal_sad","1","0","0.2",""
"1009809095","1009809","21","vo_lsv","vo_lsv_0932","0","0","","","",""
"1009809096","1009809","11","100411","…응.","10","1","1","0","0","0"
"1009809097","1009809","11","102011","…응.","10","1","1","0","0","0"
"1009809098","1009809","91","0","","","","","","",""
"1009809099","1009809","22","0","0","1","","","0.2","",""
"1009809100","1009809","102","","","","","","","",""
"1009809101","1009809","93","0.2","","","","","","",""
"1009809102","1009809","12","103611","1","1","0","0","0","0","0"
"1009809103","1009809","3","103611","lsv_talk_normal_sad","1","","","0.2","",""
"1009809104","1009809","93","3","0","","","","","",""
"1009809105","1009809","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009809106","1009809","12","102011","2","1","0","0","0","0","0"
"1009809107","1009809","3","102011","lsv_talk_bitter","1","","","0.2","",""
"1009809108","1009809","93","3","0","","","","","",""
"1009809109","1009809","3","102011","lsv_idle_sad_normal","1","","","0.2","",""
"1009809110","1009809","12","100411","4","1","0","0","0","0","0"
"1009809111","1009809","3","100411","lsv_idle_anger_sad","1","","","0.2","",""
"1009809112","1009809","93","3","0","","","","","",""
"1009809113","1009809","3","100411","lsv_idle_normal_sad","1","","","0.2","",""
"1009809114","1009809","101","1009809102","","","","","","",""
"1009809115","1009809","6","333","1","1","1","0","1","0",""
"1009809116","1009809","4","103611","1","","","","","",""
"1009809117","1009809","3","103611","lsv_run_sad","1","","","0.2","",""
"1009809118","1009809","2","103611","-750","-235","0.8","0","","",""
"1009809119","1009809","4","102011","0","","","","","",""
"1009809120","1009809","3","102011","lsv_run_sad","1","","","0.2","",""
"1009809121","1009809","2","102011","750","-220","0.8","0","","",""
"1009809122","1009809","4","100411","0","","","","","",""
"1009809123","1009809","3","100411","lsv_run_sad","1","","","0.2","",""
"1009809124","1009809","2","100411","850","-250","0.8","0","","",""
"1009809125","1009809","93","0.6","","","","","","",""
"1009809126","1009809","6","103611","1","1","1","0","0.2","0",""
"1009809127","1009809","6","102011","1","1","1","0","0.2","0",""
"1009809128","1009809","6","100411","1","1","1","0","0.2","0",""
"1009809129","1009809","91","0","","","","","","",""
"1009810001","1009810","1","1","100411","102","-650","-235","1.95","0","lsv_idle_normal"
"1009810002","1009810","1","1","102011","100","650","-220","1.95","1","lsv_idle_normal"
"1009810003","1009810","1","1","103611","101","750","-250","1.95","1","lsv_idle_normal"
"1009810004","1009810","5","1","333","0","0","0","1","0","lsv_white_loop"
"1009810005","1009810","6","333","1","1","1","0","0","0",""
"1009810006","1009810","6","100411","1","1","1","0","0","0",""
"1009810007","1009810","6","102011","1","1","1","0","0","0",""
"1009810008","1009810","6","103611","1","1","1","0","0","0",""
"1009810009","1009810","93","1","0","","","","","",""
"1009810010","1009810","6","333","1","1","1","0.4","0.8","0",""
"1009810011","1009810","3","100411","lsv_walk","1","","","0.2","",""
"1009810012","1009810","2","100411","-200","-235","2","0","","",""
"1009810013","1009810","6","100411","1","1","1","1","0.4","0",""
"1009810014","1009810","3","102011","lsv_walk","1","","","0.2","",""
"1009810015","1009810","2","102011","100","-220","2","0","","",""
"1009810016","1009810","6","102011","1","1","1","1","0.4","0",""
"1009810017","1009810","3","103611","lsv_walk","1","","","0.2","",""
"1009810018","1009810","2","103611","270","-250","2","0","","",""
"1009810019","1009810","6","103611","1","1","1","1","0.4","0",""
"1009810020","1009810","93","2","0","","","","","",""
"1009810021","1009810","3","100411","lsv_idle_normal","1","","","0.2","",""
"1009810022","1009810","3","102011","lsv_idle_normal","1","","","0.2","",""
"1009810023","1009810","3","103611","lsv_idle_normal","1","","","0.2","",""
"1009810024","1009810","93","0.6","0","","","","","",""
"1009810025","1009810","3","103611","lsv_talk_guts2_anger","0","lsv_talk_guts2_anger_loop","1","0","0.2",""
"1009810026","1009810","21","vo_lsv","vo_lsv_1021","0","0","","","",""
"1009810027","1009810","11","103611","…여기까지 왔으니,\n마지막까지 책임지고\n제대로 돌려보내 주자.","10","1","1","0","0","0"
"1009810028","1009810","91","0","","","","","","",""
"1009810029","1009810","3","103611","lsv_idle_guts2_anger","1","","","0.2","",""
"1009810030","1009810","3","102011","lsv_talk_joy3_dere","1","","","0.2","",""
"1009810031","1009810","21","vo_lsv","vo_lsv_1022","0","0","","","",""
"1009810032","1009810","11","102011","…그러네.\n다 함께 정했는걸.","10","1","1","0","0","0"
"1009810033","1009810","91","0","","","","","","",""
"1009810034","1009810","3","102011","lsv_idle_sad_joynormal","1","","","0.2","",""
"1009810035","1009810","3","100411","lsv_talk_thinking","1","","","0.2","",""
