d6b5352a2780d85233a5077f80b0d680d2d2f1a357efe1dc7482fe9783e009a1,e11c46da2b701622247a88c464406d7dea16f7c33f10ed7777453750fcf28d08,11bd2a2ab3c86d949d08365355a18e2e5879192abc3d8e3b4710b2777b2bea35,4025c6bb490dd1972d5c02f1e7519ea85f707674221157b392f9801488eaa2fc,5195ac15af4c70320212cb54b7d96222e6fb143cbaecc475d8bca57d91de6bc6,d94b8f7686ff5f35e811b7de6b790fefc57642433ffd3f960d57679d95f94d19,b9f2eea27e3403851e047b3daf79ee3f521e7fad24c03cc26bc10174e7c13675,154c6dbd7e66fbe66b63a96d678a3385eed44d31d5bfeaa7ad967e3c21162ec9,27105fcf273436f4bee6f809e77dc23888d443420eb2317f10c1c1a3d562c310,fc50548bc2fcced55431069f851cf87a22e8c62efa1e68777eed4c1ebf726c88,53bc1c5c3541ee1ac30eab03ac05286648f2ca9c6cafd7b339206f61b19b3b82,5d8699d1342354ab61dd52fea0e733f7606f42ea63dcb22b5b30613288a29d64,71091ddf88bef34fc99e4fa317b5aef3b993dfe34688b3635897efbec1ccb339,7a1e41d5fbe0334160af24e520e7e6f278e165a48c884a705def6d5a91e6c0d1,1517032ba970914635d89e4f535e58722fc2f6e4a703ff1e2f80522368b314fe,4c3598ea10d494264f8b368b111ac7fe7d91e13385910a16a387111c2ebde72a,a576a34791314538d9d04f314157c7274df05c8840907b7a19c482d5726e3b5c,3ecf447580deafaef78e6dc29fc805c840e4ea61c6531b4f0ca311ae32ae799b,e3475f4ec3ca440809dd85af45b884e35a86e093cd7c40861a33d669c838a591,971bfeaacd4324b1d2bb838f4bde803549159e70c84265a01a778eccb652e7c5,0f11095a1814692af194ad1df3c688cf32e5b3375c93b4883da0f3587120e583,4591b38ac58ee152ad0a6476c809d01bd68d952c202cc50aedcd9a2d691475be,2da93eedb2681092cfb47ed47eb4d2445cdcbe22ec7c27811a5e40bb13f8de8d,a7bc120aa3113d90d971247b8eddc5ab7a74943478df345644ebe1926092d237
"114501","사렌(크리스마스)","사렌","114501","0","0","3","4","4","450","150","1","2.09","114501","0","114501","0","3","0","【물리】전열에서 빛을 다뤄 아군을 지키는 성야의 사렌 마마.\n적의 공격을 방어하고 데미지를 입히는 유니온 버스트와\n데미지를 입히면서 회복하는 스킬로 공격과 수비 모두를 담당한다.","0","2022/01/20 15:00:00","2030/12/31 15:00:00","0"
"114601","유카리(크리스마스)","유카리","114601","0","1","1","5","5","450","408","1","2.09","114601","0","114601","0","2","0","【물리】중열에서 물리 캐릭터를 지원하며 싸우는 성야의 전직 성기사.\n마법 공격력이 높은 적 하나의 TP 감소와 주변 아군의 마법\n방어력 증가 스킬로 대마법전에서 견줄 데 없는 빛을 발한다.","0","2022/09/17 15:00:00","2030/12/31 15:00:00","0"
"114701","무이미(새해)","무이미","114701","0","1","1","31","2","450","138","1","2","114701","0","114701","0","2","0","【물리】전열에서 새 바람을 두른 「천루패단검」을 휘두르는 소녀.\n다른 사람보다 늦게 출격하고, 적의 전열을 날려버린 후\n강화한 범위 물리 공격으로 떡꼬치가 된 적을 베어버린다.","0","2022/10/16 15:00:00","2030/12/31 15:00:00","0"
"115001","네네카(새해)","네네카","115001","0","1","3","21","7","450","562","2","2.07","115001","0","115001","0","2","0","【마법】중열에서 요염한 나들이옷을 입은 『변모대비』.\n아군의 마법 공격력 증가와 HP, TP를 회복하는 스킬\n로 공수에 걸쳐 서포트하고 가혹한 전황 속에서도 승리로 이끈다.","0","2025/02/20 15:00:00","2025/02/25 14:59:59","0"
"115501","콧코로(의장복)","콧코로","115501","0","1","3","2","2","450","533","1","2","115501","0","115501","0","1","0","【물리】중열에서 고귀한 의장복을 입은 엘프 마을의 무녀.\n자신의 공격력을 강화하고, TP 회복으로 공격 수단을\n늘린다. 크리티컬 시 맹공으로 동료를 지키는 검이 된다.","0","2025/02/17 15:00:00","2025/02/20 14:59:59","0"
"115601","유이(의장복)","유이","115601","0","1","1","7","7","450","578","2","1.97","115601","0","115601","0","7","0","【마법】중열에서 정령술을 다뤄 아군을 돕는 의장의 마법사.\n여러 물리 공격력 강화 스킬로 아군의 공격을 지원하며\n강력한 회복 스킬로 전선을 정리해 배틀을 장악한다.","0","2022/11/17 15:00:00","2030/12/31 15:00:00","0"
"115701","카스미(여름)","카스미","115701","0","0","3","7","7","450","738","2","2.27","115701","0","115701","0","9","0","【마법】후열에서 적의 방어력을 깎는 물가의 명탐정.\n공격력이 높은 적을 목표로 정하고 방어력을 내리며\n아군을 강화하는 스킬로 어떤 어려운 사건도 해결로 이끈다.","0","2022/03/23 15:00:00","2030/12/31 15:00:00","0"
"115801","리마(신데렐라)","리마","115801","116101","1","1","4","4","450","173","1","2.27","115801","0","115801","0","5","0","【물리】전열에서 마법의 과일로 공주님의 모습이 된 사랑 소녀.\n짐승의 모습에서 유니온 버스트로 일정 시간 인간의 모습으로\n변신하고, 아군 전체 대상 공격력 증가 스킬로 화력을\n끌어올린다.","0","2022/12/19 15:00:00","2030/12/31 15:00:00","0"
"115901","마코토(신데렐라)","마코토","115901","0","0","3","5","5","450","166","1","2.27","115901","0","115901","0","4","0","【물리】전열에서 화려한 옷을 입고 유려한 검무를 추는 늑대 소녀.\n주변의 아군 숫자에 따라, 스킬 위력과 물리 공격력\n증가 스킬의 효과가 증가하고, 용기와 격려의 일격을 휘두른다.","0","2022/03/31 15:00:00","2030/12/31 15:00:00","0"
"116001","마호(신데렐라)","마호","116001","0","0","3","7","7","450","645","2","2.27","116001","0","116001","0","9","0","【물리】후열에서 우아하게 아군을 지원하는 마호 선생님.\n물리 공격을 하는 아군의 공격력 증가와, 가장 멀리 있는 아군의 TP\n를 회복하는 스킬로 나긋나긋 전황을 바꾼다.","0","2022/04/19 15:00:00","2030/12/31 14:59:59","0"
"116201","클로에(성학제)","클로에","116201","0","0","3","2","2","450","184","1","2.125","116201","0","116201","0","2","0","【물리】전열에서 질풍처럼 달려 나가는 다우너 여자.\n특정 횟수 데미지를 줄 때마다 자신의 TP 전체 회복 스킬과\n발동할 때마다 공격력이 증가하는 스킬로 승리의 테이프를 잡는다.","0","2022/05/12 15:00:00","2030/12/31 14:59:59","0"
"116301","치에루(성학제)","치에루","116301","0","0","3","32","1","450","223","1","2.295","116301","0","116301","0","2","0","【물리】전열에서 성학제를 뜨겁게 달구는 해피치에루계 소녀.\n공격이 히트할 때마다 【치에루】를 모으고, 위력이 늘어나는 스킬\n과 아군 전체의 물리 공격력 증가 효과인 UB로 승리를 이끈다.","0","2022/04/28 15:00:00","2030/12/31 14:59:59","0"
"116401","유니(성학제)","유니","116401","0","0","3","39","7","450","808","2","2.27","116401","0","116401","0","2","0","【마법】후열에서 동료를 계몽하는 유니짱즈의 재원.\n자신을 제외한 아군 전체의 물리ㆍ마법 공격력 증가와\n크리티컬 시 데미지 증가로 모두를 승리로 이끈다.","0","2023/03/10 15:00:00","2030/12/31 14:59:59","0"
"116501","이노리(시간 여행)","이노리","116501","0","0","3","3","3","450","252","1","2.295","116501","0","116501","0","17","0","【물리】전열에서 위세 좋게 떠들어대는 입 공격계 드래곤.\n전체 물리 공격력이 증가하는 UB는 아군의 방어력을 낮추는\n대신 HP가 많을수록 효과를 높여, 아군을 승리로 이끈다.","0","2022/05/30 15:00:00","2030/12/31 14:59:59","0"
"116601","카야(시간 여행)","카야","116601","0","0","3","1","1","450","169","1","2.295","116601","0","116601","0","17","0","【물리】전열에서 아군을 승리로 안내하는 싸움꾼 드래곤족.\n유니온 버스트로 자신의 공격 속도를 극대 증가시켜\n물리 공격력 증가 스킬의 시너지로 주먹의 비를 내리게 한다.","0","2022/06/20 15:00:00","2030/12/31 14:59:59","0"
"116701","아오이(작업복)","아오이","116701","0","0","3","33","33","450","527","1","1.82","116701","0","116701","0","9","0","【물리】중열에서 적을 방해하는 작업복 차림의 외톨이 엘프.\n우정의 인연으로 묶인 『마이 프렌드 군』과 발사하는 UB는\n적의 움직임을 저지하고 물리 방어력을 극적으로 낮춘다.","0","2022/06/30 15:00:00","2030/12/31 15:00:00","0"
"116801","타마키(작업복)","타마키","116801","0","1","1","2","2","450","216","1","2.295","116801","0","116801","0","8","0","【물리】전열에서 붕어빵 도구를 한 손에 들고 악을 토벌하는 판매원 고양이 소녀.\n아군 전체의 물리 공격력 증가와 TP를 회복하며, UB로\n자신의 공격력을 추가로 특대 강화해 경이로운 위력을 발휘한다.","0","2022/06/30 15:00:00","2030/12/31 15:00:00","0"
"116901","미후유(작업복)","미후유","116901","0","0","3","6","6","450","275","1","2.065","116901","0","116901","0","8","0","【물리】전열에서 모두의 방패가 되어 진격하는 알바 리더.\n배틀 초반에는 물리 공방 양쪽을 스킬로 강화. UB 발동마다\n자신의 크리티컬을 증가시켜 맹렬한 공격을 계속한다.","0","2022/07/15 15:00:00","2030/12/31 15:00:00","0"
"117001","에리코(여름)","에리코","117001","0","1","3","3","3","450","407","1","1.55","117001","0","117001","0","11","0","【물리】중열에서 불꽃을 두르고 땅거미를 수놓는 한여름의 파괴사.\n두 가지 스킬로 물리 방어력을 낮추고 데미지양에 따라\n크리티컬 상승이 연장되는 UB로 눈앞의 적을 쳐부순다.","0","2024/09/22 15:00:00","2024/09/27 14:59:59","0"
"117101","시즈루(여름)","시즈루","117101","0","0","3","5","5","450","163","1","2","117101","0","117101","0","6","0","【물리】전열에서 견고하게 동료를 지키는 해변의 누나.\n물리 방어력이 높을수록 효과가 높아지는 여러 스킬을 정교하게\n다뤄 방어와 보조 역할을 하면서 범위 공격으로 공격 역할도 소화한다.","0","2022/08/12 15:00:00","2030/12/31 15:00:00","0"
"117201","노조미(여름)","노조미","117201","0","1","3","4","4","450","417","1","2.09","117201","0","117201","0","10","0","【물리】중열에서 모두를 응원하는 한여름의 톱 아이돌.\n모든 스킬로 아군 전체의 물리 공격을 서포트하고 배틀 중반부터\n아군 전체의 TP를 회복해 모두를 승리로 이끈다.","0","2024/09/22 15:00:00","2024/09/27 14:59:59","0"
"117301","치카(여름)","치카","117301","0","0","3","7","7","450","520","2","2.07","117301","0","117301","0","10","0","【마법】중열에서 수호의 찬가를 바치는 여름 바다의 가희.\n배틀을 시작할 때 아군의 마법 방어를 대폭 강화하고 흡수 배리어와\nHP 회복 스킬로 어떤한 맹공이 쏟아져도 아군을 지킨다.","0","2022/09/13 15:00:00","2030/12/31 15:00:00","0"
"117401","츠무기(여름)","츠무기","117401","0","1","1","1","1","450","355","1","2.42","117401","0","117401","0","10","0","【물리】중열에서 적을 끌어당겨 진형을 무너뜨리는 해질 무렵의 재단사.\n공격력이 가장 높은 적을 적진에서 아군 진영으로 끌어당기면서\n속박과 행동 속도 감소를 연계한 스킬로 적의 자유를 구속한다.","0","2022/08/29 15:00:00","2030/12/31 15:00:00","0"
"117501","미츠키(오에도)","미츠키","117501","0","0","3","5","5","450","552","1","2.4","117501","0","117501","0","11","0","【물리】중열에서 전황의 모든 것을 응시하는 척안의 무면허 의사.\nHP가 낮은 적을 속박해 방어력 감소 스킬을 쓰면서\n저주가 매초 증가하는 지속 데미지로 적의 목숨을 시시각각 침식한다.","0","2022/10/02 15:00:00","2030/12/31 15:00:00","0"
"117601","유키(오에도)","유키","117601","0","0","3","7","7","450","798","2","2","117601","0","117601","0","12","0","【마법】후열에서 방황하는 모두를 구하는 백의를 입은 미의 상징.\n가장 낮은 아군 하나의 TP를 회복하고 HP 회복 스킬로\n보호하며, 마법 공격력 증가 스킬로 단숨에 함락시킨다.","0","2022/10/13 15:00:00","2030/12/31 15:00:00","0"
"117701","카오리(할로윈)","카오리","117701","0","1","3","1","1","450","156","1","2.17","117701","0","117701","0","4","0","【물리】전열의 적을 궁지로 몰아넣을 만큼 힘을 늘리는 정취 있는 남국의 소녀.\n적의 체력이 적을수록 효과가 높아지는 공격력 증가 스킬과\n데미지양을 증가시키는 공격 스킬로 적을 놓치지 않고 처리한다.","0","2024/11/22 15:00:00","2024/11/24 14:59:59","0"
"117801","니논(할로윈)","니논","117801","0","1","1","36","36","450","518","1","2.25","117801","0","117801","0","12","0","【물리】중열에서 물리 공격 타입 아군을 강화하는 닌자.\n아군의 물리 공격력 증가과 행동 속도 증가 스킬 효과로\n아군 전체의 공격력을 끌어올려 승리의 피리를 분다.","0","2022/10/31 15:00:00","2030/12/31 15:00:00","0"
"117901","스즈나(할로윈)","스즈나","117901","0","0","3","8","8","450","761","1","1.97","117901","0","117901","0","15","0","【물리】후열에서 공격자를 노리는 소악마 카리스마 모델.\n유혹 상태라면 위력이 증가하는 공격 스킬과 TP를 빼앗는\n방해 스킬을 발사하여 물리 공격력이 가장 높은 적을 저격한다.","0","2022/11/15 15:00:00","2030/12/31 15:00:00","0"
"118001","크레짓타","크레짓타","118001","0","1","3","35","35","450","751","1","1.97","118001","0","118001","0","0","0","【물리】후열에서 공격과 적의 약체화라는 두 가지 역할을 훌륭히 해내는 여상인.\n살아있는 금화가 가득 찬 지갑을 던지는 기습과\n금화 폭풍을 일으키는 공격으로 상대의 방어를 크게 무너뜨린다.","0","2024/10/09 15:00:00","2024/10/14 14:59:59","0"
"118101","란파","란파","118101","0","1","3","21","7","450","782","2","2.07","118101","0","118101","0","19","0","【마법】후열에서 아름다운 선율을 만들어 지원하는 유적한 가희.\n아군 강화와 적의 약화 양 방면에서 보조하고,\n소환한 광석의 비룡과 파상 공격으로 적을 진압한다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"118201","미소라","미소라","118201","0","1","3","0","0","450","730","2","1.7","118201","0","118201","0","19","0","【마법】후열에서 웃는 얼굴과 함께 파괴를 흩뿌리는 발랄 소녀★\n적 최대 셋에게 착탄하는 스킬과 UB는 【PSI★충전】 상태에서 마법 방어력 감소 효과를 추가하고 방해하는 자들을 섬멸한다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"118301","하츠네(하츠네＆시오리)","하츠네","118301","0","1","3","0","0","0","732","0","0","0","0","0","0","0","0","","1","2022/09/29 15:00:00","2030/12/31 15:00:00","180701"
"118401","시오리(하츠네＆시오리)","시오리","118401","0","1","3","0","0","0","732","0","0","0","0","0","0","0","0","","1","2022/09/29 15:00:00","2030/12/31 15:00:00","180701"
"118501","카린","카린","118501","0","1","1","37","37","450","787","2","2","118501","0","118501","0","0","0","【마법】후열에서 모두를 지탱하는 길드 관리 협회의 직원.\n통상 공격 대신 아군의 능력을 끌어올리는 마법을 걸어\n아군의 수호나 적을 방해하는 등, 완벽한 서포트를 소화한다.","0","2022/11/15 15:00:00","2030/12/31 15:00:00","0"
"119001","이오(느와르)","이오","119001","0","0","3","7","7","450","714","2","2.27","119001","0","119001","0","15","0","【마법】후열에서 마법 공격을 하는 적을 방해하는 어둠의 선생님.\n마법 공격력이 가장 높은 적을 유혹과 TP 감소로 방해하고\nTP 회복 스킬로 아군을 엄호해 전황을 지배한다.","0","2022/12/04 15:00:00","2030/12/31 15:00:00","0"
"119101","쿠우카(느와르)","쿠우카","119101","0","0","3","26","7","450","143","2","2.545","119101","0","119101","0","12","0","【마법】전열에서 맹공을 배리어로 받아내는 어둠의 마조히스트 소녀. 마법 공격력이 가장 높은 아군의 마법 공격력과 크리티컬을 증가시키고 마법 방어력 감소 스킬로 적을 두려움에 빠뜨린다.","0","2022/12/15 15:00:00","2030/12/31 15:00:00","0"
"119201","마히루(크리스마스)","마히루","119201","0","1","1","6","6","450","397","1","2.19","119201","0","119201","0","5","0","【물리】중열에서 아군을 지원하고 보호하는 크리스마스이브의 목장 주인. 범위 내의 적을 넉백시켜 상대의 대열을 무너뜨리고 전체 물리 배리어 전개와 단일 HP 회복으로 격전을 승리로 이끈다.","0","2022/12/29 15:00:00","2030/12/31 15:00:00","0"
"119301","리노(크리스마스)","리노","119301","0","0","3","8","8","450","762","1","1.97","119301","0","119301","0","6","0","【물리】후열에서 공격과 지원을 담당하는 성야의 궁수.\n물리 공격력과 물리 크리티컬 증가 스킬로 주위를 강화,\n크리티컬로 위력이 증대하는 UB로 적을 분쇄한다.","0","2023/01/20 15:00:00","2030/12/31 15:00:00","0"
"119401","페코린느","페코린느","119401","0","0","1","0","5","0","0","0","0","0","0","0","0","0","0","","0","2023/03/02 15:00:00","2030/12/31 15:00:00","0"
"119501","콧코로","콧코로","119501","0","0","1","6","6","0","0","0","0","0","0","0","0","0","0","","0","2023/03/02 15:00:00","2030/12/31 15:00:00","0"
"119601","캬루","캬루","119601","0","0","1","7","7","0","0","0","0","0","0","0","0","0","0","","0","2023/03/02 15:00:00","2030/12/31 15:00:00","0"
"119701","셰피","셰피","119701","0","0","3","4","4","0","0","0","0","0","0","0","0","0","0","","0","2023/03/02 15:00:00","2030/12/31 15:00:00","0"
"119901","미야코(크리스마스)","미야코","119901","0","1","3","1","1","450","302","1","2.17","119901","0","119901","0","14","0","【물리】중열에서 아군을 푸딩으로 강화하는 성스러운 유령 소녀.\n물리 공력력과 물리 크리티컬을 증가시키는 푸딩 파워\n필드로 자신의 스킬도 강화해 맹공을 펼친다.","0","2025/01/16 15:00:00","2025/01/21 14:59:59","0"
"120001","시즈루(느와르)","시즈루","120001","0","1","3","5","5","450","190","1","2.375","120001","0","120001","0","6","0","【물리】전열에서 맹공으로부터 아군을 수호하는 어둠의 누나. 전투 시작 시 행동 불능 무효 스킬로 주위의 아군을 지키고 범위를 속박하는 스킬로 적을 견제해 전황을 바꾼다.","0","2024/10/24 15:00:00","2024/10/30 14:59:59","0"
"120101","이오(느와르)","이오","120101","0","0","3","7","7","0","0","0","0","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"120201","쿠우카(느와르)","쿠우카","120201","0","0","3","26","7","0","0","0","0","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"120301","시즈루(느와르)","시즈루","120301","0","0","3","7","5","0","0","0","0","0","0","0","0","0","0","","0","2015/04/01 15:00:00","2030/12/31 15:00:00","0"
"120401","미미(리틀 리리컬)","미미","120401","0","1","3","0","0","0","465","0","0","0","0","0","0","0","0","","1","2023/01/30 15:00:00","2030/12/31 15:00:00","180801"
"120501","미소기(리틀 리리컬)","미소기","120501","0","1","3","0","0","0","465","0","0","0","0","0","0","0","0","","1","2023/01/30 15:00:00","2030/12/31 15:00:00","180801"
"120601","쿄우카(리틀 리리컬)","쿄우카","120601","0","1","3","0","0","0","465","0","0","0","0","0","0","0","0","","1","2023/01/30 15:00:00","2030/12/31 15:00:00","180801"
"120701","셰피(새해)","셰피","120701","0","1","3","22","4","450","283","1","1.84","120701","0","120701","0","1","0","【물리】전열에서 눈꽃 흩날리는 맑은 하늘을 나아가는 신춘 빙룡 소녀. UB로 나타나게 하는 빙룡의 엄니로 아군의 강화 스킬을 높이고 자신의 범위 공격 기술과 함께 격렬한 공격으로 적진을 동멸한다.","0","2025/02/20 15:00:00","2025/02/25 14:59:59","0"
"120801","루카(새해)","루카","120801","0","1","1","22","4","450","193","1","1.3","120801","0","120801","0","2","0","【물리】전열에서 설월화의 춤을 바치는 신춘 누님.\n공격을 맞을 때마다 증가하는 【검의 각인】으로 UB와 스킬\n위력을 상승, 순간의 참격으로 적을 압도한다.","1","2023/01/30 15:00:00","2030/12/31 15:00:00","0"
"120901","이리야(새해)","이리야","120901","0","1","3","38","3","450","424","2","1.425","120901","0","120901","0","12","0","【마법】중열에서 자신의 피를 대가로 힘을 발휘하는 신춘 흡혈귀.\n자신의 HP를 소비해서 날리는 강력한 스킬과, 적에게서 TP를\n흡수하는 스킬을 자유자재로 다루며 눈앞의 적을 격멸한다.","0","2025/02/20 15:00:00","2025/02/25 14:59:59","0"
"121001","페코린느(오버로드)","페코린느","121001","0","1","3","41","5","450","164","1","2.25","121001","0","121001","0","1","0","【물리】전열에서 동료와의 인연을 힘으로 바꾸어 싸우는 배고픈 공주.\n적의 HP 상태에서 지속적 물리 공격력 상승과, 단시간의 특대\n공격력 상승＆자기 TP 회복을 적절하게 써서 전황을 일변시킨다.","0","2025/03/20 15:00:00","2025/03/28 14:59:59","0"
"121101","캬루(오버로드)","캬루","121101","0","1","3","42","7","450","588","2","2.07","121101","0","121101","0","1","0","【마법】중열에서 동료와의 인연을 힘으로 바꾸어 싸우는 새침데기 고양이 소녀. 적을 방해하는 스킬과, UB로 적 전체를 패닉 상태로 만들고, 이미 패닉 상태인 적의 TP를 감소, 전장 전체를 장악한다.","0","2025/03/20 15:00:00","2025/03/28 14:59:59","0"
"121201","라비리스타(오버로드)","라비리스타","121201","0","1","1","40","4","450","260","1","1.55","121201","0","121201","0","6","0","【물리】전열에서 세계의 이치를 모두 바라보는 『미궁여왕』.\n아군을 공격 면에서 강화, 전체에 지속적 HP 회복 부여\n스킬로 전선을 정돈하고, 자신의 압도적인 힘으로 적을 섬멸한다.","1","2023/03/09 15:00:00","2030/12/31 15:00:00","0"
"121301","쿠루미(무대)","쿠루미","121301","0","0","3","3","3","450","731","1","1.9","121301","0","121301","0","3","0","【물리】후열에서 모두를 위해 결의하고 분발하는 작은 여배우.\n남은 HP가 많을수록 물리 공격력이 증가하고, 물리 공격 무효\n배리어 스킬 및 HPㆍTP 지속적 회복으로 아군을 지원한다.","0","2023/04/01 15:00:00","2030/12/31 15:00:00","0"
"121401","미사키(무대)","미사키","121401","0","0","3","7","7","450","742","2","2.27","121401","0","121401","0","15","0","【마법】후열에서 뒤의 아군을 강화하는 마법 소녀의 간판 아가씨.\n후열의 아군을 배리어와 지속적 TP 회복으로 지원하고, 자신의 마법\n공격력에 따라 강화된 공격력 증가 스킬로 북돋는다.","0","2023/04/13 15:00:00","2030/12/31 15:00:00","0"
"121501","아유미(괴도)","아유미","121501","0","1","3","6","6","450","590","1","2","121501","0","121501","0","12","0","【물리】중열에서 어두운 밤에 몸을 숨기는 신출귀몰 괴도 소녀.\n적의 눈앞에서 자취를 감추는 은밀 스킬 및 멀리 있는 적에게\nTP 감소 스킬을 구사해 적진 후방에서 와해시킨다.","0","2024/05/07 15:00:00","2024/05/13 14:59:59","0"
"121601","이노리(괴도)","이노리","121601","0","0","3","3","3","450","292","1","1.425","121601","0","121601","0","17","0","【물리】전열에서 어둠을 틈타 회심의 일격을 가하는 괴도 드래곤.\n은밀 효과 중, 데미지 (대) 증가하고 반드시 크리티컬 히트하는\nUB와 스킬 구사로 안정된 데미지를 적에게 입힌다.","0","2023/05/15 15:00:00","2030/12/31 15:00:00","0"
"121701","아키노(아키노＆사렌)","아키노","121701","0","1","3","0","0","0","421","0","0","0","0","0","0","0","0","","1","2023/05/30 15:00:00","2030/12/31 15:00:00","180901"
"121801","사렌(아키노＆사렌)","사렌","121801","0","1","3","0","0","0","421","0","0","0","0","0","0","0","0","","1","2023/05/30 15:00:00","2030/12/31 15:00:00","180901"
"121901","안나(해적)","안나","121901","0","0","3","5","5","450","293","2","2.125","121901","0","121901","0","12","0","【마법】전열에서 자신을 북돋아 높인 마력을 퍼붓는 창해의 명희.\n발동할 때, 공격력과 크리티컬 시 데미지가 상승하는\nUB와 자기희생을 치르는 강력한 범위 공격 기술로 적을 격멸한다.","0","2023/06/13 15:00:00","2030/12/31 15:00:00","0"
"122001","시노부(해적)","시노부","122001","0","0","3","3","3","450","380","1","1.425","122001","0","122001","0","14","0","【물리】중열에서 방황하는 영혼을 풀어놓는 해성의 영능력자 소녀.\n공격 시 부여하는 【영묘의 각인】을 구사, 데미지량\n증가 스킬과 방어력 감소 UB로 적을 정화해서 없앤다.","0","2023/06/02 15:00:00","2030/12/31 15:00:00","0"
"122101","아오이(캠프)","아오이","122101","0","1","1","35","35","450","731","1","1.97","122101","0","122101","0","9","0","【물리】후열에서 수많은 화살을 쏘는 산속에 틀어박힌 외톨이 엘프.\n물리 마법 무효 배리어로 버티고, 적 전체에 사격, 자신의\n공간에 들어온 적에게 강력한 화살 비를 내려 소탕한다.","1","2023/06/29 15:00:00","2030/12/31 15:00:00","0"
"122201","유카리(캠프)","유카리","122201","0","0","3","4","4","450","419","1","1.84","122201","0","122201","0","8","0","【물리】중열에서 최고의 한 잔을 자연과 함께 즐기는 전직 성기사.\n【행복한 한때】가 늘어날수록 아군의 물리 공격력 및\n크리티컬 시의 데미지를 강력하게 강화하여 승리를 거머쥔다.","0","2023/06/29 15:00:00","2030/12/31 15:00:00","0"
"122301","밤피","밤피","122301","0","0","3","43","43","450","564","2","1.425","122301","0","122301","0","0","0","【마법】중열에서 어린 용과 함께 걷는 최강 흡혈 공주.\n아군 전체의 강화와, 적의 TP를 흡수하는 스킬로 힘을 저장해\nUB 발동 후 베스와 공투해 방어 감소와 강한 공격으로 공세에 나선다.","0","2023/07/17 15:00:00","2030/12/31 15:00:00","0"
"122401","히요리(여름)","히요리","122401","0","1","1","1","1","450","264","1","2.42","122401","0","122401","0","8","0","【물리】전열에서 모두에게 응원을 보내 고무하는 한여름의 기운찬 아가씨. 아군의 HP를 지속적으로 회복하고 행동 속도 증가 외, 아군의 수에 따라 크리티컬 강화와 공격력을 끌어올려 승리로 이끈다.","1","2023/08/01 15:00:00","2030/12/31 15:00:00","0"
"122501","레이(여름)","레이","122501","0","1","3","4","4","450","250","1","1.965","122501","0","122501","0","0","0","【물리】전열에서 물칼의 가호를 두르고 수면을 달리는 물가의 검사.\n크리티컬 시의 데미지를 향상시켜 UB 발동 때마다 휘감는\n【물칼의 가호】로 모든 스킬 데미지를 올리고 적진을 꿰뚫는다.","0","2024/08/09 15:00:00","2024/08/14 14:59:59","0"
"122601","유이(여름)","유이","122601","0","0","3","7","7","450","554","2","2.27","122601","0","122601","0","0","0","【마법】중열에서 마법 캐릭터를 보조하는 잔잔한 바다의 마법사.\n누적되는 공격 강화 스킬과 TP 회복, 물마 양면의 무효\n배리어와 지속적인 HP 회복으로 공수 함께 아군을 지지해서 승리로 이끈다.","0","2023/08/16 15:00:00","2030/12/31 15:00:00","0"
"122701","쿄우카(여름)","쿄우카","122701","0","0","3","7","7","450","812","2","1.92","122701","0","122701","0","0","0","【마법】후열에서 어려운 마법 연습에 힘쓰는 해변의 우등생.\n랜덤으로 적 하나에게 명중하는 스킬의 위력은 공격 시에 부여하는\n【버터플라이 씰】로 증폭하고 방어력도 감소시킨다.","0","2023/09/14 15:00:00","2030/12/31 15:00:00","0"
"122801","미소기(여름)","미소기","122801","0","1","1","1","1","450","237","1","2.295","122801","0","122801","0","0","0","【물리】전열에서 적 후방에 불꽃을 장치하는 시원한 밤바람의 장난꾸러기 아가씨. 적의 최전열을 스턴 상태로 만들어 발을 묶으면서, 최후열을 중심으로 한 UB로 좁은 범위의 적을 끌어들여 TP 감소로 공세를 막는다.","1","2023/08/30 15:00:00","2030/12/31 15:00:00","0"
"122901","미미(여름)","미미","122901","0","1","3","5","5","450","361","1","2.25","122901","0","122901","0","0","0","【물리】중열에서 거대 풍선과 이리저리 뛰어다니는 여름빛 토끼 소녀.\nUB와 스킬로 모든 멀티 타깃에 추가 데미지를 입히고,\n자기 강화와 방어력 감소로 강적의 브레이크를 노린다.","0","2024/09/05 15:00:00","2024/09/08 14:59:59","0"
"123001","아메스","아메스","123001","0","1","3","44","44","450","746","2","2.27","123001","0","123001","0","0","0","【마법】후열에서 새로운 모습으로 기사의 모험을 서포트하는 요정.\n데미지 컷, 방어력 증가, 무효 배리어로 아군을 지키며\n배리어를 기점으로 하는 공격력과 TP 지원으로 공세로 전환한다.","0","2024/09/27 15:00:00","2024/09/30 14:59:59","0"
"123101","마호(탐험가)","마호","123101","0","0","3","7","7","450","793","2","1.795","123101","0","123101","0","0","0","【마법】후열에서 봉제인형들과 대모험에 도전하는 마호 대원.\n아군에게 부여하는 【폭신폭신 양털】은 데미지를 입을 때 소비되어\nTP를 회복하고, 일기가성의 반격으로 활로를 개척한다.","0","2023/10/03 15:00:00","2030/12/31 15:00:00","0"
