3dbf40f03b6ff2f1c8d9c39a89e6294e956a8d676a490029af30dbd9dd04236b,2710d234cc987095a3ebe5f03b6f1e97f15e250bc8ea7f14531e4e04c4f77e95,e9b0c157c3d862b74bba6c56d8f619d4d6b81ae872f33be9b88362f39ae81421,49c8227d47b570d30c3cdf42248e25a8e32c047da54e0e34b5a2a1133a479cc8,2d6942ce614ff4083d1fd7b411ded838105de61b179754f98421769f95e143b3,b0aa9836d92856e203662ebbbbeb80467055501fe7d57f5e7e0fe3fd47b4db03,c624f8f9ebee422137e0e5759f9cb72e50ce85822b957674d286df8d240ceaf2,81f604810a45520059b868ff08663b7199d04f089dcf72cd08b1311245b669bd,56477a760dd63fa5c66abdd6ab997d5e59c0c272ad28c7e86975f05126ccebb3,836f6c5d3b740f43fc2d788102e1273f0abea5a21f63234a33dc022ac2b728bd,7bad2245517dab1c69b4e3b0f88e65898cd3a3d12c089c8fb7c40dcb22884dd4
"1037501038","1037501","21","vo_adv_1037501","vo_adv_1037501_000","0","0","","","",""
"1037501039","1037501","13","103711","870","","","","","",""
"1037501040","1037501","11","103711","고마워.\n이렇게 훌륭한 케이크를\n준비해 주다니,\n엄청난 서프라이즈네.","7","1","1","0","0",""
"1037501041","1037501","91","0","","","","","","",""
"1037501042","1037501","21","vo_adv_1037501","vo_adv_1037501_001","0","0","","","",""
"1037501043","1037501","11","103711","기쁘지만, 이건 살짝\n양이 너무 많을지도……\n물론, 당신도 같이\n먹어줄 거지?","6","1","1","0","0",""
"1037501044","1037501","91","0","","","","","","",""
"1037501045","1037501","21","vo_adv_1037501","vo_adv_1037501_002","0","0","","","",""
"1037501046","1037501","11","103711","그럼 자, 아~앙.\n……은 농담이야, 농담.\n하지만 답례는 확실히\n해야겠지.","5","1","1","0","0",""
"1037501047","1037501","91","0","","","","","","",""
"1037501048","1037501","21","vo_adv_1037501","vo_adv_1037501_003","0","0","","","",""
"1037501049","1037501","11","103711","후훗, 이거 벌써부터\n당신의 생일이 기대되는걸.","5","1","1","0","0",""
"1037501050","1037501","91","0","","","","","","",""
"1037501051","1037501","31","9","9","0","0","1","1","",""
"1037501052","1037501","131","0","","","","","","",""
"1037501053","1037501","22","0","1","0","0","","","",""
"1037501054","1037501","111","","","","","","","",""
"1037501055","1037501","91","0","","","","","","",""
"1038501001","1038501","31","8","8","0","0","1","1","",""
"1038501002","1038501","93","0.1","","","","","","",""
"1038501003","1038501","1","1","103811","850","400","-220","1.5","1","cmn_talk_def_N"
"1038501004","1038501","31","8","8","0","0","1","1","",""
"1038501005","1038501","31","7","7","0","0","1","1","",""
"1038501006","1038501","31","60","60","0","0","1","1","",""
"1038501007","1038501","31","3","3","0","0","1","1","",""
"1038501008","1038501","31","2","2","0","0","1","1","",""
"1038501009","1038501","31","1","1","0","0","1","1","",""
"1038501010","1038501","31","12","12","0","0","1","0","",""
"1038501011","1038501","3","103811","blb_run_01","1","","","0.3","",""
"1038501012","1038501","2","103811","90","-220","1.3","0","","",""
"1038501013","1038501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1038501014","1038501","121","0","0","1.25","1.25","0","0","",""
"1038501015","1038501","32","12","1","0","0","1","1","",""
"1038501016","1038501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1038501017","1038501","93","1.3","","","","","","",""
"1038501018","1038501","3","103811","blb_stop","0","blb_idle","0","0.05","0.3",""
"1038501019","1038501","2","103811","80","-220","0.25","0","","",""
"1038501020","1038501","93","1.4","","","","","","",""
"1038501021","1038501","121","0","0","1.4","1.4","1","3","",""
"1038501022","1038501","131","1","","","","","","",""
"1038501023","1038501","3","103811","blb_blowout_03","0","blb_idle_02","1","0.3","0.3",""
"1038501024","1038501","93","0.7","","","","","","",""
"1038501025","1038501","32","12","0","0","0","1","1","",""
"1038501026","1038501","31","13","13","0","0","1","1","",""
"1038501027","1038501","93","0.2","","","","","","",""
"1038501028","1038501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1038501029","1038501","93","1.2","","","","","","",""
"1038501030","1038501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1038501031","1038501","31","4","4","0","0","1","1","",""
"1038501032","1038501","93","1","","","","","","",""
"1038501033","1038501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1038501034","1038501","3","103811","blb_idle_02","1","","0","0.3","",""
"1038501035","1038501","93","1.05","","","","","","",""
"1038501036","1038501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1038501037","1038501","31","6","6","0","0","1","1","",""
"1038501038","1038501","3","103811","blb_joy_04","0","blb_wish_04","1","0","",""
"1038501039","1038501","93","2","","","","","","",""
"1038501040","1038501","21","vo_adv_1038501","vo_adv_1038501_000","0","0","","","",""
"1038501041","1038501","13","103811","870","","","","","",""
"1038501042","1038501","11","103811","와앗, 굉장해요……!\n커다란 케이크에 화려한 장식……\n꿈같아서, 정말로\n책 속 세계로 들어간 기분이에요……!","5","1","1","0","0",""
"1038501043","1038501","91","0","","","","","","",""
"1038501044","1038501","21","vo_adv_1038501","vo_adv_1038501_001","0","0","","","",""
"1038501045","1038501","11","103811","이렇게 성대하게 축하를 받다니\n왠지 부끄러워지네요.\n저 같은 사람의 생일 축하치고는\n조금, 과분하지 않나 싶어서. 그렇지만……","4","1","1","0","0",""
"1038501046","1038501","91","0","","","","","","",""
"1038501047","1038501","21","vo_adv_1038501","vo_adv_1038501_002","0","0","","","",""
"1038501048","1038501","11","103811","언니도 저를 기쁘게 하려고\n자주, 엄청난 일을 벌이거든요.\n그래서 얼마나 당신이 저를\n생각해 줬는지 잘 알겠어요.","8","1","1","0","0",""
"1038501049","1038501","91","0","","","","","","",""
"1038501050","1038501","21","vo_adv_1038501","vo_adv_1038501_003","0","0","","","",""
"1038501051","1038501","11","103811","이렇게 소중하게 생각해 주시다니\n저는 정말 행복한 사람이에요.\n당신의 그 마음, 케이크와 함께\n천천히 음미할게요……♪","4","1","1","0","0",""
"1038501052","1038501","91","0","","","","","","",""
"1038501053","1038501","31","9","9","0","0","1","1","",""
"1038501054","1038501","131","0","","","","","","",""
"1038501055","1038501","22","0","1","0","0","","","",""
"1038501056","1038501","111","","","","","","","",""
"1038501057","1038501","91","0","","","","","","",""
"1040501001","1040501","1","1","104011","850","400","-220","1.5","1","cmn_talk_def_N"
"1040501002","1040501","31","8","8","0","0","1","1","",""
"1040501003","1040501","31","7","7","0","0","1","1","",""
"1040501004","1040501","31","29","29","0","0","1","1","",""
"1040501005","1040501","31","3","3","0","0","1","1","",""
"1040501006","1040501","31","2","2","0","0","1","1","",""
"1040501007","1040501","31","1","1","0","0","1","1","",""
"1040501008","1040501","31","12","12","0","0","1","0","",""
"1040501009","1040501","3","104011","blb_run_01","1","","","0.3","",""
"1040501010","1040501","2","104011","90","-220","1.3","0","","",""
"1040501011","1040501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1040501012","1040501","121","0","0","1.25","1.25","0","0","",""
"1040501013","1040501","32","12","1","0","0","1","1","",""
"1040501014","1040501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1040501015","1040501","93","1.3","","","","","","",""
"1040501016","1040501","3","104011","blb_stop","0","blb_idle","0","0.05","0.3",""
"1040501017","1040501","2","104011","80","-220","0.25","0","","",""
"1040501018","1040501","93","1.4","","","","","","",""
"1040501019","1040501","121","0","0","1.4","1.4","1","3","",""
"1040501020","1040501","131","1","","","","","","",""
"1040501021","1040501","3","104011","blb_blowout_01","0","blb_idle","1","0.3","0.3",""
"1040501022","1040501","93","0.7","","","","","","",""
"1040501023","1040501","32","12","0","0","0","1","1","",""
"1040501024","1040501","31","13","13","0","0","1","1","",""
"1040501025","1040501","93","0.2","","","","","","",""
"1040501026","1040501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1040501027","1040501","93","1.2","","","","","","",""
"1040501028","1040501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1040501029","1040501","31","4","4","0","0","1","1","",""
"1040501030","1040501","93","1","","","","","","",""
"1040501031","1040501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1040501032","1040501","3","104011","blb_idle","1","","0","0.3","",""
"1040501033","1040501","93","1.05","","","","","","",""
"1040501034","1040501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1040501035","1040501","31","6","6","0","0","1","1","",""
"1040501036","1040501","3","104011","blb_joy_01","0","blb_wish_01","1","0","",""
"1040501037","1040501","93","2","","","","","","",""
"1040501038","1040501","21","vo_adv_1040501","vo_adv_1040501_000","0","0","","","",""
"1040501039","1040501","13","104011","870","","","","","",""
"1040501040","1040501","11","104011","이 얼마나 멋진 케이크인가요……!\n외톨이인 저한테는, 누, 눈부셔……\n……………………………………하앗!?","6","1","1","0","0",""
"1040501041","1040501","91","0","","","","","","",""
"1040501042","1040501","21","vo_adv_1040501","vo_adv_1040501_001","0","0","","","",""
"1040501043","1040501","11","104011","죄, 죄송해요……!\n너무 행복한 나머지\n순간 기절해버렸어요……!","7","1","1","0","0",""
"1040501044","1040501","91","0","","","","","","",""
"1040501045","1040501","21","vo_adv_1040501","vo_adv_1040501_002","0","0","","","",""
"1040501046","1040501","11","104011","누군가에게 축하를 받다니\n마치 외톨이가 아닌 것 같아요……!\n이런 일은 외톨이 세계에서는 2천 년에 한 번\n있을까 말까 한 큰 사건이라고요!","7","1","1","0","0",""
"1040501047","1040501","91","0","","","","","","",""
"1040501048","1040501","21","vo_adv_1040501","vo_adv_1040501_003","0","0","","","",""
"1040501049","1040501","11","104011","이 엄청난 일의 감동을\n5만 자의 수기로 정리해서\n후세에 전해야겠어요!\n정말로 정말로 감사합니다!","6","1","1","0","0",""
"1040501050","1040501","91","0","","","","","","",""
"1040501051","1040501","31","9","9","0","0","1","1","",""
"1040501052","1040501","131","0","","","","","","",""
"1040501053","1040501","22","0","1","0","0","","","",""
"1040501054","1040501","111","","","","","","","",""
"1040501055","1040501","91","0","","","","","","",""
"1042501001","1042501","1","1","104211","850","400","-220","1.5","1","cmn_talk_def_N"
"1042501002","1042501","31","8","8","0","0","1","1","",""
"1042501003","1042501","31","7","7","0","0","1","1","",""
"1042501004","1042501","31","28","28","0","0","1","1","",""
"1042501005","1042501","31","3","3","0","0","1","1","",""
"1042501006","1042501","31","2","2","0","0","1","1","",""
"1042501007","1042501","31","1","1","0","0","1","1","",""
"1042501008","1042501","31","12","12","0","0","1","0","",""
"1042501009","1042501","3","104211","blb_run_01","1","","","0.3","",""
"1042501010","1042501","2","104211","90","-220","1.3","0","","",""
"1042501011","1042501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1042501012","1042501","121","0","0","1.25","1.25","0","0","",""
"1042501013","1042501","32","12","1","0","0","1","1","",""
"1042501014","1042501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1042501015","1042501","93","1.3","","","","","","",""
"1042501016","1042501","3","104211","blb_stop","0","blb_idle","0","0.05","0.3",""
"1042501017","1042501","2","104211","80","-220","0.25","0","","",""
"1042501018","1042501","93","1.4","","","","","","",""
"1042501019","1042501","121","0","0","1.4","1.4","1","3","",""
"1042501020","1042501","131","1","","","","","","",""
"1042501021","1042501","3","104211","blb_blowout_03","0","blb_idle_02","1","0.3","0.3",""
"1042501022","1042501","93","0.7","","","","","","",""
"1042501023","1042501","32","12","0","0","0","1","1","",""
"1042501024","1042501","31","13","13","0","0","1","1","",""
"1042501025","1042501","93","0.2","","","","","","",""
"1042501026","1042501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1042501027","1042501","93","1.2","","","","","","",""
"1042501028","1042501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1042501029","1042501","31","4","4","0","0","1","1","",""
"1042501030","1042501","93","1","","","","","","",""
"1042501031","1042501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1042501032","1042501","3","104211","blb_idle_02","1","","0","0.3","",""
"1042501033","1042501","93","1.05","","","","","","",""
"1042501034","1042501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1042501035","1042501","31","6","6","0","0","1","1","",""
"1042501036","1042501","3","104211","blb_joy_04","0","blb_wish_04","1","0","",""
"1042501037","1042501","93","2","","","","","","",""
"1042501038","1042501","21","vo_adv_1042501","vo_adv_1042501_000","0","0","","","",""
"1042501039","1042501","13","104211","870","","","","","",""
"1042501040","1042501","11","104211","절 위해 이런 멋진 케이크를\n준비해 주셨군요.\n무척 기뻐요!","6","1","1","0","0",""
"1042501041","1042501","91","0","","","","","","",""
"1042501042","1042501","21","vo_adv_1042501","vo_adv_1042501_001","0","0","","","",""
"1042501043","1042501","11","104211","게다가 생일 축하 노래까지\n불러주시다니……","7","1","1","0","0",""
"1042501044","1042501","91","0","","","","","","",""
"1042501045","1042501","21","vo_adv_1042501","vo_adv_1042501_002","0","0","","","",""
"1042501046","1042501","11","104211","감사합니다!\n상냥하고, 따스한……\n마음이 담긴 무척 멋진 노래였어요.","5","1","1","0","0",""
"1042501047","1042501","91","0","","","","","","",""
"1042501048","1042501","21","vo_adv_1042501","vo_adv_1042501_003","0","0","","","",""
"1042501049","1042501","11","104211","저도, 당신의 생일에는\n당신만을 위해 만든 노래를……\n마음을 담아 노래할게요♪","5","1","1","0","0",""
"1042501050","1042501","91","0","","","","","","",""
"1042501051","1042501","31","9","9","0","0","1","1","",""
"1042501052","1042501","131","0","","","","","","",""
"1042501053","1042501","22","0","1","0","0","","","",""
"1042501054","1042501","111","","","","","","","",""
"1042501055","1042501","91","0","","","","","","",""
"1043501001","1043501","1","1","104311","850","400","-220","1.5","1","cmn_talk_def_N"
"1043501002","1043501","31","8","8","0","0","1","1","",""
"1043501003","1043501","31","7","7","0","0","1","1","",""
"1043501004","1043501","31","40","40","0","0","1","1","",""
"1043501005","1043501","31","3","3","0","0","1","1","",""
"1043501006","1043501","31","2","2","0","0","1","1","",""
"1043501007","1043501","31","1","1","0","0","1","1","",""
"1043501008","1043501","31","12","12","0","0","1","0","",""
"1043501009","1043501","3","104311","blb_run_01","1","","","0.3","",""
"1043501010","1043501","2","104311","90","-220","1.3","0","","",""
"1043501011","1043501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1043501012","1043501","121","0","0","1.25","1.25","0","0","",""
"1043501013","1043501","32","12","1","0","0","1","1","",""
"1043501014","1043501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1043501015","1043501","93","1.3","","","","","","",""
"1043501016","1043501","3","104311","blb_stop_makoto","0","blb_idle_makoto","0","0.05","0.3",""
"1043501017","1043501","2","104311","80","-220","0.25","0","","",""
"1043501018","1043501","93","1.4","","","","","","",""
"1043501019","1043501","121","0","0","1.4","1.4","1","3","",""
"1043501020","1043501","131","1","","","","","","",""
"1043501021","1043501","3","104311","blb_blowout_02_makoto","0","blb_idle_makoto","1","0.3","0.3",""
"1043501022","1043501","93","0.7","","","","","","",""
"1043501023","1043501","32","12","0","0","0","1","1","",""
"1043501024","1043501","31","13","13","0","0","1","1","",""
"1043501025","1043501","93","0.2","","","","","","",""
"1043501026","1043501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1043501027","1043501","93","1.2","","","","","","",""
"1043501028","1043501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1043501029","1043501","31","4","4","0","0","1","1","",""
"1043501030","1043501","93","1","","","","","","",""
"1043501031","1043501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1043501032","1043501","3","104311","blb_idle_makoto","1","","0","0.3","",""
"1043501033","1043501","93","1.05","","","","","","",""
"1043501034","1043501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1043501035","1043501","31","6","6","0","0","1","1","",""
"1043501036","1043501","3","104311","blb_joy_02_makoto","0","blb_wish_02_makoto","1","0","",""
"1043501037","1043501","93","2","","","","","","",""
"1043501038","1043501","21","vo_adv_1043501","vo_adv_1043501_000","0","0","","","",""
"1043501039","1043501","13","104311","870","","","","","",""
"1043501040","1043501","11","104311","생일, 축하해 줘서 고마워.\n근데 좀 당황했다고?\n갑자기 단둘이 만나고 싶다느니\n이상하게 불러내서……","6","1","1","0","0",""
"1043501041","1043501","91","0","","","","","","",""
"1043501042","1043501","21","vo_adv_1043501","vo_adv_1043501_001","0","0","","","",""
"1043501043","1043501","11","104311","뭐 그건 그렇고, 이 케이크\n엄청 신경 쓴 거 같은데……!\n왠지 유난히 귀엽고……\n내 취향을 잘 안다고 할까…♪","6","1","1","0","0",""
"1043501044","1043501","91","0","","","","","","",""
"1043501045","1043501","21","vo_adv_1043501","vo_adv_1043501_002","0","0","","","",""
"1043501046","1043501","11","104311","……있잖아.\n이따가 시간 있어?\n이 케이크 먹고 나서, 그……\n답례를, 하고 싶은데.","5","1","1","0","0",""
"1043501047","1043501","91","0","","","","","","",""
"1043501048","1043501","21","vo_adv_1043501","vo_adv_1043501_003","0","0","","","",""
"1043501049","1043501","11","104311","이, 이상한 오해하지 말라고!?\n밥이나 한 끼 만들어주려는 것뿐이니까!?\n아니, 뭘 흥분하고 있는 거야, 나……\n……둘만의 생일이라…… 헤헷♪","6","1","1","0","0",""
"1043501050","1043501","91","0","","","","","","",""
"1043501051","1043501","31","9","9","0","0","1","1","",""
"1043501052","1043501","131","0","","","","","","",""
"1043501053","1043501","22","0","1","0","0","","","",""
"1043501054","1043501","111","","","","","","","",""
"1043501055","1043501","91","0","","","","","","",""
"1044501001","1044501","1","1","104411","850","400","-220","1.5","1","cmn_talk_def_N"
"1044501002","1044501","31","8","8","0","0","1","1","",""
"1044501003","1044501","31","7","7","0","0","1","1","",""
"1044501004","1044501","31","25","24","0","0","1","1","",""
"1044501005","1044501","31","3","3","0","0","1","1","",""
"1044501006","1044501","31","2","2","0","0","1","1","",""
"1044501007","1044501","31","1","1","0","0","1","1","",""
"1044501008","1044501","31","12","12","0","0","1","0","",""
"1044501009","1044501","3","104411","blb_run_01","1","","","0.3","",""
"1044501010","1044501","2","104411","90","-220","1.3","0","","",""
"1044501011","1044501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1044501012","1044501","121","0","0","1.25","1.25","0","0","",""
"1044501013","1044501","32","12","1","0","0","1","1","",""
"1044501014","1044501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1044501015","1044501","93","1.3","","","","","","",""
"1044501016","1044501","3","104411","blb_stop","0","blb_idle","0","0.05","0.3",""
"1044501017","1044501","2","104411","80","-220","0.25","0","","",""
"1044501018","1044501","93","1.4","","","","","","",""
"1044501019","1044501","121","0","0","1.4","1.4","1","3","",""
"1044501020","1044501","131","1","","","","","","",""
"1044501021","1044501","3","104411","blb_blowout_03","0","blb_idle_02","1","0.3","0.3",""
"1044501022","1044501","93","0.7","","","","","","",""
"1044501023","1044501","32","12","0","0","0","1","1","",""
"1044501024","1044501","31","13","13","0","0","1","1","",""
"1044501025","1044501","93","0.2","","","","","","",""
"1044501026","1044501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1044501027","1044501","93","1.2","","","","","","",""
"1044501028","1044501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1044501029","1044501","31","4","4","0","0","1","1","",""
"1044501030","1044501","93","1","","","","","","",""
"1044501031","1044501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1044501032","1044501","3","104411","blb_idle_02","1","","0","0.3","",""
"1044501033","1044501","93","1.05","","","","","","",""
"1044501034","1044501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1044501035","1044501","31","6","6","0","0","1","1","",""
"1044501036","1044501","3","104411","blb_joy_04","0","blb_wish_04","1","0","",""
"1044501037","1044501","93","2","","","","","","",""
"1044501038","1044501","21","vo_adv_1044501","vo_adv_1044501_000","0","0","","","",""
"1044501039","1044501","13","104411","870","","","","","",""
"1044501040","1044501","11","104411","음, 이 몸의 생일을\n축하하려는 마음가짐, 대견하구나.\n내 권속이여, 칭찬해 주마.","5","1","1","0","0",""
"1044501041","1044501","91","0","","","","","","",""
"1044501042","1044501","21","vo_adv_1044501","vo_adv_1044501_001","0","0","","","",""
"1044501043","1044501","11","104411","충절을 다하는 권속에게는 주인으로서\n그 노고에 보답해 줘야겠군.\n어디, 이 몸이 친히\n그대에게 케이크를 잘라주지.","5","1","1","0","0",""
"1044501044","1044501","91","0","","","","","","",""
"1044501045","1044501","21","vo_adv_1044501","vo_adv_1044501_002","0","0","","","",""
"1044501046","1044501","11","104411","한창 먹을 때일 테니,\n조금 크게 잘랐다.\n그렇지. 그대, 좀 더 가까이 와라.\n자, 아~앙…… 후후, 맛있을 테지♪","6","1","1","0","0",""
"1044501047","1044501","91","0","","","","","","",""
"1044501048","1044501","21","vo_adv_1044501","vo_adv_1044501_003","0","0","","","",""
"1044501049","1044501","11","104411","잘 먹고, 잘 일하고, 그리고\n앞으로도 이 몸의 권속으로서\n크게 힘쓰거라.\n그대의 활동에 기대하고 있다고?","4","1","1","0","0",""
"1044501050","1044501","91","0","","","","","","",""
"1044501051","1044501","31","9","9","0","0","1","1","",""
"1044501052","1044501","131","0","","","","","","",""
"1044501053","1044501","22","0","1","0","0","","","",""
"1044501054","1044501","111","","","","","","","",""
"1044501055","1044501","91","0","","","","","","",""
"1045501001","1045501","1","1","104511","850","400","-220","1.5","1","cmn_talk_def_N"
"1045501002","1045501","31","8","8","0","0","1","1","",""
"1045501003","1045501","31","7","7","0","0","1","1","",""
"1045501004","1045501","31","63","63","0","0","1","1","",""
"1045501005","1045501","31","3","3","0","0","1","1","",""
"1045501006","1045501","31","2","2","0","0","1","1","",""
"1045501007","1045501","31","1","1","0","0","1","1","",""
"1045501008","1045501","31","12","12","0","0","1","0","",""
"1045501009","1045501","3","104511","blb_run_01","1","","","0.3","",""
"1045501010","1045501","2","104511","90","-220","1.3","0","","",""
"1045501011","1045501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1045501012","1045501","121","0","0","1.25","1.25","0","0","",""
"1045501013","1045501","32","12","1","0","0","1","1","",""
"1045501014","1045501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1045501015","1045501","93","1.3","","","","","","",""
"1045501016","1045501","3","104511","blb_stop","0","blb_idle","0","0.05","0.3",""
"1045501017","1045501","2","104511","80","-220","0.25","0","","",""
"1045501018","1045501","93","1.4","","","","","","",""
"1045501019","1045501","121","0","0","1.4","1.4","1","3","",""
"1045501020","1045501","131","1","","","","","","",""
"1045501021","1045501","3","104511","blb_blowout_01","0","blb_idle","1","0.3","0.3",""
"1045501022","1045501","93","0.7","","","","","","",""
"1045501023","1045501","32","12","0","0","0","1","1","",""
"1045501024","1045501","31","13","13","0","0","1","1","",""
"1045501025","1045501","93","0.2","","","","","","",""
"1045501026","1045501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1045501027","1045501","93","1.2","","","","","","",""
"1045501028","1045501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1045501029","1045501","31","4","4","0","0","1","1","",""
"1045501030","1045501","93","1","","","","","","",""
"1045501031","1045501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1045501032","1045501","3","104511","blb_idle","1","","0","0.3","",""
"1045501033","1045501","93","1.05","","","","","","",""
"1045501034","1045501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1045501035","1045501","31","6","6","0","0","1","1","",""
"1045501036","1045501","3","104511","blb_joy_01","0","blb_wish_01","1","0","",""
"1045501037","1045501","93","2","","","","","","",""
"1045501038","1045501","21","vo_adv_1045501","vo_adv_1045501_000","0","0","","","",""
"1045501039","1045501","13","104511","870","","","","","",""
"1045501040","1045501","11","104511","S 씨가 쿠우카의 생일을 축하해\n주다니…… 기쁘지만,\n그 대신 분명히 쿠우카에게 대담한\n요구를 해올 게 틀림없어요……","6","1","1","0","0",""
"1045501041","1045501","91","0","","","","","","",""
"1045501042","1045501","21","vo_adv_1045501","vo_adv_1045501_001","0","0","","","",""
"1045501043","1045501","11","104511","하앗! 케이크와 양초……!\nS 씨, 설마……!\n아뇨, 틀림없어요……!","5","1","1","0","0",""
"1045501044","1045501","91","0","","","","","","",""
"1045501045","1045501","21","vo_adv_1045501","vo_adv_1045501_002","0","0","","","",""
"1045501046","1045501","11","104511","『쿠우카, 생일 축하해……\n자, 케이크랑 양초는\n이렇게 쓰는 거야……!』\n같은, 그런~~~~~!","6","1","1","0","0",""
"1045501047","1045501","91","0","","","","","","",""
"1045501048","1045501","21","vo_adv_1045501","vo_adv_1045501_003","0","0","","","",""
"1045501049","1045501","11","104511","크흐흐…… 츄르릅……\nS 씨, 당신은 어디까지고 쿠우카를\n기쁘게 해주시는 거군요!\n어, 아니라고요? 평범하게 먹었으면 한다고요?","5","1","1","0","0",""
"1045501050","1045501","91","0","","","","","","",""
"1045501051","1045501","21","vo_adv_1045501","vo_adv_1045501_004","0","0","","","",""
"1045501052","1045501","11","104511","네, 쿠우카 평범하게 먹을게요……\n크흐흐……♪","5","1","1","0","0",""
"1045501053","1045501","91","0","","","","","","",""
"1045501054","1045501","31","9","9","0","0","1","1","",""
"1045501055","1045501","131","0","","","","","","",""
"1045501056","1045501","22","0","1","0","0","","","",""
"1045501057","1045501","111","","","","","","","",""
"1045501058","1045501","91","0","","","","","","",""
"1046501001","1046501","1","1","104611","850","400","-220","1.5","1","cmn_talk_def_N"
"1046501002","1046501","31","8","8","0","0","1","1","",""
"1046501003","1046501","31","7","7","0","0","1","1","",""
"1046501004","1046501","31","79","79","0","0","1","1","",""
"1046501005","1046501","31","3","3","0","0","1","1","",""
"1046501006","1046501","31","2","2","0","0","1","1","",""
"1046501007","1046501","31","1","1","0","0","1","1","",""
"1046501008","1046501","31","12","12","0","0","1","0","",""
"1046501009","1046501","3","104611","blb_run_01","1","","","0.3","",""
"1046501010","1046501","2","104611","90","-220","1.3","0","","",""
"1046501011","1046501","25","bgm_M321","bgm_M321_2C","0","0","","","",""
"1046501012","1046501","121","0","0","1.25","1.25","0","0","",""
"1046501013","1046501","32","12","1","0","0","1","1","",""
"1046501014","1046501","23","se_common","se_sys_login_birthday_new_01","0","0","","","",""
"1046501015","1046501","93","1.3","","","","","","",""
"1046501016","1046501","3","104611","blb_stop","0","blb_idle","0","0.05","0.3",""
"1046501017","1046501","2","104611","80","-220","0.25","0","","",""
"1046501018","1046501","93","1.4","","","","","","",""
"1046501019","1046501","121","0","0","1.4","1.4","1","3","",""
"1046501020","1046501","131","1","","","","","","",""
"1046501021","1046501","3","104611","blb_blowout_02","0","blb_idle","1","0.3","0.3",""
"1046501022","1046501","93","0.7","","","","","","",""
"1046501023","1046501","32","12","0","0","0","1","1","",""
"1046501024","1046501","31","13","13","0","0","1","1","",""
"1046501025","1046501","93","0.2","","","","","","",""
"1046501026","1046501","23","se_common","se_sys_login_birthday_blow_candle","0","0","","","",""
"1046501027","1046501","93","1.2","","","","","","",""
"1046501028","1046501","23","se_adv_tickle_02","se_adv_tickle_02","0","0","","","",""
"1046501029","1046501","31","4","4","0","0","1","1","",""
"1046501030","1046501","93","1","","","","","","",""
"1046501031","1046501","23","se_common","se_sys_login_birthday_02","0","0","","","",""
"1046501032","1046501","3","104611","blb_idle","1","","0","0.3","",""
"1046501033","1046501","93","1.05","","","","","","",""
"1046501034","1046501","23","se_common","se_sys_login_birthday_cracker","0","0","","","",""
"1046501035","1046501","31","6","6","0","0","1","1","",""
"1046501036","1046501","3","104611","blb_joy_02","0","blb_wish_02","1","0","",""
"1046501037","1046501","93","2","","","","","","",""
"1046501038","1046501","21","vo_adv_1046501","vo_adv_1046501_000","0","0","","","",""
"1046501039","1046501","13","104611","870","","","","","",""
"1046501040","1046501","11","104611","냐하하~!\n생일 축하해 줘서\n정말 고맙다냥!","6","1","1","0","0",""
"1046501041","1046501","91","0","","","","","","",""
